"date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wuhan Evacuee","Wyoming"
"2020-03-27","-52.33 %"," 24.82 %"," 34.78 %","-55.11 %","-53.19 %","-50.57 %"," 32.13 %"," 24.68 %"," 21.72 %","-51.19 %","-54.69 %"," 16.69 %","-46.88 %","-52.09 %","-52.33 %","-55.20 %","-53.88 %","-54.24 %","-52.77 %"," 13.68 %"," 26.22 %"," 38.72 %","-53.57 %","-55.51 %","-53.47 %","-49.71 %","-48.74 %","-58.97 %"," 23.25 %"," 17.12 %"," 36.43 %","-59.53 %","-51.35 %","-54.38 %","-56.71 %","-54.63 %","-49.07 %","-54.45 %","-50.75 %","-54.50 %"," 19.83 %","-59.15 %","-57.27 %","-54.87 %","-54.08 %"," 24.87 %"," 29.07 %","-56.13 %","-51.05 %","-52.71 %","-55.45 %",""," 23.16 %"
"2020-03-28","-52.28 %"," 24.13 %"," 27.11 %","-55.08 %","-53.11 %","-50.44 %"," 30.36 %"," 26.66 %"," 20.63 %","-51.13 %","-54.61 %"," 23.67 %","-46.84 %","-52.02 %","-52.26 %","-55.18 %","-53.85 %","-54.20 %","-52.55 %"," 14.75 %"," 28.12 %"," 40.94 %","-53.33 %","-55.49 %","-53.40 %","-49.66 %","-48.71 %","-58.96 %"," 20.82 %"," 13.49 %"," 31.92 %","-59.49 %","-50.04 %","-54.33 %","-56.69 %","-54.56 %","-49.03 %","-54.33 %","-50.59 %","-54.47 %"," 17.84 %","-59.11 %","-57.26 %","-54.80 %","-54.04 %"," 18.65 %"," 23.16 %","-56.08 %","-50.66 %","-52.66 %","-55.41 %",""," 26.59 %"
"2020-03-29","-52.48 %"," 25.46 %"," 23.14 %","-55.64 %","-53.46 %","-50.55 %"," 26.73 %"," 17.75 %"," 19.63 %","-51.54 %","-54.91 %"," 11.53 %","-47.34 %","-52.05 %","-52.30 %","-55.26 %","-53.98 %","-54.46 %","-52.88 %"," 16.68 %"," 28.96 %"," 34.38 %","-53.39 %","-55.64 %","-53.71 %","-49.95 %","-50.67 %","-59.03 %"," 27.52 %"," 16.38 %"," 30.14 %","-59.65 %","-49.06 %","-54.61 %","-56.93 %","-54.73 %","-49.29 %","-55.10 %","-50.52 %","-54.64 %"," 19.05 %","-59.63 %","-57.34 %","-55.37 %","-54.30 %"," 19.38 %"," 20.10 %","-56.12 %","-52.03 %","-52.79 %","-55.84 %",""," 25.26 %"
"2020-03-30","-72.22 %"," 23.69 %"," 23.72 %","-75.37 %","-73.11 %","-69.43 %"," 24.21 %"," 17.62 %"," 16.55 %","-71.24 %","-74.54 %"," 14.80 %","-66.91 %","-71.43 %","-71.69 %","-75.04 %","-73.65 %","-74.06 %","-72.04 %"," 14.35 %"," 27.41 %"," 25.88 %","-71.82 %","-75.40 %","-73.33 %","-69.36 %","-69.41 %","-78.90 %"," 26.28 %"," 24.34 %"," 31.04 %","-79.38 %","-65.80 %","-74.36 %","-76.51 %","-74.23 %","-68.93 %","-74.30 %","-69.74 %","-74.37 %"," 25.51 %","-79.38 %","-77.09 %","-74.90 %","-74.12 %"," 18.73 %"," 15.57 %","-75.86 %","-70.00 %","-72.23 %","-75.29 %",""," 16.77 %"
"2020-03-31","-99.32 %"," 17.25 %"," 20.67 %","-99.27 %","-99.08 %","-97.29 %"," 25.41 %"," 19.94 %"," 16.54 %","-99.19 %","-98.91 %"," 17.23 %","-98.93 %","-98.55 %","-98.66 %","-99.53 %","-99.29 %","-99.11 %","-97.46 %"," 14.55 %"," 23.47 %"," 22.60 %","-96.36 %","-99.43 %","-99.00 %","-98.69 %","-97.06 %","-99.73 %"," 22.29 %"," 21.71 %"," 22.28 %","-99.35 %","-89.32 %","-99.33 %","-99.15 %","-98.84 %","-99.14 %","-97.96 %","-98.12 %","-99.42 %"," 24.43 %","-99.33 %","-99.51 %","-98.79 %","-99.52 %"," 17.69 %"," 13.18 %","-99.35 %","-94.41 %","-98.87 %","-98.68 %",""," 15.87 %"
"2020-04-01","-99.38 %"," 18.73 %"," 18.23 %","-99.36 %","-99.11 %","-97.03 %"," 22.64 %"," 17.94 %"," 16.75 %","-99.21 %","-98.93 %"," 16.88 %","-99.00 %","-98.33 %","-98.48 %","-99.49 %","-99.28 %","-99.16 %","-97.33 %"," 12.88 %"," 20.81 %"," 19.17 %","-95.63 %","-99.43 %","-99.07 %","-98.78 %","-97.94 %","-99.68 %"," 19.73 %"," 19.20 %"," 20.42 %","-99.26 %","-87.67 %","-99.35 %","-99.21 %","-98.78 %","-99.23 %","-98.13 %","-97.71 %","-99.41 %"," 23.02 %","-99.32 %","-99.44 %","-98.85 %","-99.54 %"," 13.85 %"," 11.80 %","-99.27 %","-94.66 %","-98.87 %","-98.80 %",""," 13.31 %"
"2020-04-02","-99.30 %"," 11.08 %"," 17.40 %","-99.29 %","-98.96 %","-96.46 %"," 20.53 %"," 13.04 %"," 16.60 %","-99.06 %","-98.72 %"," 11.62 %","-98.77 %","-98.01 %","-98.17 %","-99.40 %","-99.17 %","-99.03 %","-96.60 %"," 12.58 %"," 18.61 %"," 16.07 %","-94.62 %","-99.35 %","-98.96 %","-98.61 %","-97.79 %","-99.62 %"," 19.25 %"," 12.75 %"," 18.20 %","-99.11 %","-85.64 %","-99.25 %","-99.14 %","-98.55 %","-99.11 %","-97.87 %","-97.13 %","-99.35 %"," 22.27 %","-99.20 %","-99.37 %","-98.68 %","-99.47 %"," 12.94 %","  9.92 %","-99.14 %","-93.95 %","-98.71 %","-98.67 %",""," 12.96 %"
"2020-04-03","-99.33 %","  9.04 %"," 16.21 %","-99.32 %","-99.02 %","-96.74 %"," 20.08 %"," 14.26 %"," 17.29 %","-99.06 %","-98.76 %"," 16.54 %","-98.76 %","-98.09 %","-98.24 %","-99.42 %","-99.21 %","-99.08 %","-96.52 %"," 11.57 %"," 17.37 %"," 15.99 %","-94.82 %","-99.39 %","-98.99 %","-98.65 %","-97.84 %","-99.62 %"," 10.55 %"," 20.18 %"," 17.50 %","-99.16 %","-86.84 %","-99.29 %","-99.16 %","-98.64 %","-99.14 %","-98.01 %","-97.29 %","-99.33 %"," 19.71 %","-99.22 %","-99.38 %","-98.74 %","-99.49 %"," 12.00 %"," 10.67 %","-99.17 %","-94.41 %","-98.77 %","-98.71 %",""," 13.58 %"
"2020-04-04","-99.52 %","  8.47 %"," 13.61 %","-99.55 %","-99.30 %","-97.71 %"," 15.75 %"," 17.85 %"," 17.67 %","-99.25 %","-99.03 %"," 15.06 %","-99.08 %","-98.55 %","-98.75 %","-99.59 %","-99.49 %","-99.44 %","-96.82 %"," 10.94 %"," 17.22 %"," 15.34 %","-96.10 %","-99.60 %","-99.27 %","-99.17 %","-99.05 %","-99.72 %"," 11.56 %"," 13.38 %"," 15.47 %","-99.38 %","-89.01 %","-99.49 %","-99.54 %","-99.07 %","-99.45 %","-98.72 %","-97.89 %","-99.53 %"," 14.63 %","-99.41 %","-99.60 %","-99.13 %","-99.62 %"," 12.70 %"," 12.58 %","-99.35 %","-96.09 %","-99.29 %","-99.21 %",""," 14.81 %"
"2020-04-05","-99.41 %","  9.23 %"," 14.06 %","-99.47 %","-99.08 %","-97.37 %"," 12.93 %"," 16.39 %"," 15.20 %","-99.07 %","-98.82 %"," 12.89 %","-98.91 %","-98.32 %","-98.52 %","-99.54 %","-99.42 %","-99.35 %","-95.90 %","  9.52 %"," 16.88 %"," 13.62 %","-95.42 %","-99.56 %","-99.11 %","-99.05 %","-98.99 %","-99.67 %"," 10.85 %"," 13.64 %"," 14.98 %","-99.26 %","-85.96 %","-99.37 %","-99.51 %","-98.90 %","-99.34 %","-98.49 %","-97.28 %","-99.38 %"," 13.59 %","-99.26 %","-99.55 %","-98.98 %","-99.53 %"," 12.86 %"," 11.90 %","-99.16 %","-95.37 %","-99.16 %","-99.13 %",""," 12.69 %"
"2020-04-06","-99.02 %","  7.59 %"," 12.30 %","-99.16 %","-98.55 %","-95.88 %"," 14.53 %"," 16.58 %"," 13.42 %","-98.56 %","-98.17 %"," 11.79 %","-97.84 %","-97.44 %","-97.37 %","-99.24 %","-98.91 %","-98.82 %","-93.65 %"," 10.76 %"," 15.31 %"," 12.38 %","-92.94 %","-99.34 %","-98.59 %","-97.86 %","-97.33 %","-99.43 %","  8.94 %"," 16.11 %"," 13.08 %","-98.65 %","-83.38 %","-99.00 %","-98.90 %","-98.16 %","-98.56 %","-97.63 %","-95.70 %","-98.74 %"," 13.86 %","-98.86 %","-99.05 %","-98.43 %","-99.20 %"," 13.82 %"," 11.20 %","-98.68 %","-93.45 %","-98.21 %","-98.42 %",""," 10.15 %"
"2020-04-07","-63.98 %","  8.34 %"," 10.89 %","-69.86 %","-66.58 %","-64.14 %"," 15.56 %"," 18.93 %"," 13.21 %","-66.50 %","-65.49 %"," 10.12 %","-67.96 %","-65.97 %","-61.49 %","-65.28 %","-66.08 %","-69.14 %","-59.09 %","  6.74 %"," 13.45 %"," 11.18 %","-59.07 %","-70.64 %","-66.26 %","-64.38 %","-71.05 %","-63.17 %","  7.81 %"," 18.89 %"," 11.71 %","-53.70 %","-56.93 %","-65.78 %","-69.19 %","-65.50 %","-65.25 %","-70.63 %","-55.58 %","-62.59 %"," 13.79 %","-67.94 %","-60.36 %","-71.21 %","-64.11 %","  9.95 %"," 11.32 %","-59.79 %","-67.52 %","-60.27 %","-69.12 %","","  7.65 %"
"2020-04-08","-63.94 %","  7.60 %","  9.46 %","-69.84 %","-66.54 %","-64.03 %","  9.86 %"," 20.08 %"," 13.80 %","-66.44 %","-65.39 %","  5.20 %","-67.92 %","-65.86 %","-61.41 %","-65.25 %","-66.05 %","-69.12 %","-58.75 %","  4.45 %"," 15.09 %"," 10.07 %","-58.80 %","-70.62 %","-66.21 %","-64.32 %","-71.03 %","-63.15 %","  8.39 %","  9.47 %","  9.70 %","-53.65 %","-56.15 %","-65.75 %","-69.17 %","-65.46 %","-65.23 %","-70.58 %","-55.39 %","-62.52 %"," 15.34 %","-67.91 %","-60.32 %","-71.17 %","-64.07 %","  8.21 %","  9.35 %","-59.73 %","-67.34 %","-60.23 %","-69.09 %","","  6.51 %"
"2020-04-09","-63.29 %","  6.62 %","  6.76 %","-69.28 %","-65.71 %","-61.56 %"," 13.53 %"," 15.39 %"," 11.13 %","-65.72 %","-64.19 %","  4.75 %","-66.60 %","-64.24 %","-59.42 %","-64.68 %","-65.18 %","-68.13 %","-55.76 %","  4.20 %"," 14.80 %"," 10.07 %","-54.04 %","-70.15 %","-65.39 %","-62.67 %","-68.74 %","-62.71 %","  7.12 %","  8.85 %","  8.39 %","-52.77 %","-49.36 %","-65.12 %","-68.25 %","-64.18 %","-64.12 %","-69.03 %","-52.25 %","-61.61 %"," 16.48 %","-67.26 %","-59.26 %","-70.21 %","-63.53 %","  5.35 %","  6.41 %","-58.82 %","-63.89 %","-58.44 %","-67.92 %","","  4.24 %"
"2020-04-10","-63.34 %","  5.91 %","  4.65 %","-69.33 %","-65.87 %","-61.83 %"," 13.56 %"," 14.63 %"," 10.71 %","-65.85 %","-64.29 %","  3.61 %","-66.70 %","-64.32 %","-59.53 %","-64.69 %","-65.22 %","-68.18 %","-56.22 %","  4.51 %"," 14.18 %"," 10.91 %","-54.52 %","-70.17 %","-65.47 %","-62.72 %","-68.78 %","-62.72 %","  7.99 %","  5.85 %","  7.80 %","-52.83 %","-51.84 %","-65.20 %","-68.25 %","-64.30 %","-64.19 %","-69.23 %","-52.65 %","-61.71 %"," 13.61 %","-67.36 %","-59.24 %","-70.31 %","-63.58 %","  5.60 %","  5.82 %","-58.92 %","-64.52 %","-58.53 %","-67.96 %","","  3.95 %"
"2020-04-11","-63.67 %","  6.27 %","  4.48 %","-69.71 %","-66.37 %","-63.90 %"," 11.07 %"," 13.67 %"," 10.23 %","-66.24 %","-64.82 %","  3.79 %","-67.89 %","-65.34 %","-60.89 %","-65.05 %","-65.82 %","-68.83 %","-57.78 %","  4.30 %"," 13.90 %"," 10.57 %","-57.63 %","-70.51 %","-65.95 %","-64.08 %","-70.96 %","-62.98 %","  6.79 %","  4.43 %","  7.19 %","-53.51 %","-53.30 %","-65.57 %","-69.06 %","-65.22 %","-65.06 %","-70.36 %","-54.13 %","-62.26 %"," 17.34 %","-67.71 %","-59.82 %","-71.01 %","-63.85 %","  5.63 %","  5.55 %","-59.27 %","-66.89 %","-59.69 %","-68.95 %","","  4.47 %"
"2020-04-12"," ##.## %","  5.01 %","  4.35 %"," ##.## %"," ##.## %"," ##.## %","  9.45 %"," 11.94 %","  9.25 %"," ##.## %"," ##.## %","  4.06 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.05 %"," 13.67 %"," 10.88 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  6.03 %","  5.43 %","  6.85 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-98.24 %"," 17.31 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.78 %","  4.82 %"," ##.## %"," ##.## %","-77.83 %"," ##.## %","","  4.59 %"
"2020-04-13"," ##.## %","  4.16 %","  4.11 %"," ##.## %"," ##.## %"," ##.## %"," 11.68 %","  9.52 %","  6.32 %"," ##.## %"," ##.## %","  4.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.41 %"," 10.10 %","  9.89 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.84 %","  5.74 %","  6.37 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-97.97 %"," 13.71 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.05 %","  4.35 %"," ##.## %"," ##.## %","-77.59 %"," ##.## %","","  4.50 %"
"2020-04-14"," ##.## %","  3.94 %","  4.79 %"," ##.## %"," ##.## %"," ##.## %","  7.44 %","  9.77 %","  6.22 %"," ##.## %"," ##.## %","  2.98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.62 %","  8.92 %","  8.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.06 %","  2.53 %","  6.17 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-98.82 %"," 14.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.50 %","  3.70 %"," ##.## %"," ##.## %","-79.33 %"," ##.## %","","  4.19 %"
