"date","California/Alameda","California/Alpine","California/Amador","California/Butte","California/Calaveras","California/Colusa","California/Contra Costa","California/Del Norte","California/El Dorado","California/Fresno","California/Glenn","California/Humboldt","California/Imperial","California/Inyo","California/Kern","California/Kings","California/Lake","California/Lassen","California/Los Angeles","California/Madera","California/Marin","California/Mariposa","California/Mendocino","California/Merced","California/Modoc","California/Mono","California/Monterey","California/Napa","California/Nevada","California/Orange","California/Placer","California/Plumas","California/Riverside","California/Sacramento","California/San Benito","California/San Bernardino","California/San Diego","California/San Francisco","California/San Joaquin","California/San Luis Obispo","California/San Mateo","California/Santa Barbara","California/Santa Clara","California/Santa Cruz","California/Shasta","California/Sierra","California/Siskiyou","California/Solano","California/Sonoma","California/Stanislaus","California/Sutter","California/Tehama","California/Trinity","California/Tulare","California/Tuolumne","California/Unassigned","California/Ventura","California/Yolo","California/Yuba"
"2020-04-02"," 16.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 24.74 %","   .00 %"," 70.00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 29.57 %"," 20.00 %","   .00 %"," 12.93 %","  9.05 %","   .00 %"," 16.67 %"," 22.38 %"," 13.33 %"," 19.17 %","   .00 %"," 13.33 %","   .00 %","  7.66 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","-40.00 %"," 11.67 %","   .00 %","   .00 %"
"2020-04-03"," 16.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","",""," 22.94 %","   .00 %"," 70.00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 29.57 %","   .00 %","   .00 %"," 12.93 %"," 11.27 %","   .00 %"," 23.33 %"," 20.38 %"," 13.33 %"," 19.17 %","   .00 %"," 19.33 %","   .00 %","  7.66 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","-40.00 %"," 15.67 %","   .00 %","   .00 %"
"2020-04-04"," 12.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","",""," 16.34 %","   .00 %"," 70.00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 20.00 %","   .00 %"," 31.11 %","   .00 %","   .00 %"," 11.86 %","  7.94 %"," 20.00 %"," 35.83 %"," 21.63 %","  6.19 %"," 13.61 %","   .00 %"," 19.33 %","   .00 %","  6.93 %","   .00 %"," 20.00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","   .00 %","","  9.00 %","   .00 %","   .00 %"
"2020-04-05"," 12.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %","",""," 20.19 %"," 20.00 %"," 13.33 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 20.00 %","   .00 %"," 16.11 %"," 10.00 %","   .00 %","  8.30 %"," 19.94 %"," 20.00 %"," 29.17 %"," 22.81 %","  6.19 %"," 13.61 %","   .00 %","  6.00 %","   .00 %","  5.50 %","   .00 %"," 20.00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %",""," 43.33 %","   .00 %","-40.00 %","  9.00 %","   .00 %","   .00 %"
"2020-04-06"," 14.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 18.75 %"," 20.00 %"," 13.33 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 20.00 %","   .00 %","  7.54 %"," 10.00 %","   .00 %"," 14.62 %"," 22.44 %"," 20.00 %"," 19.17 %"," 18.20 %","  5.36 %","  6.94 %","   .00 %","  6.00 %"," 20.00 %","  4.17 %","   .00 %"," 30.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %",""," 47.33 %","   .00 %","-40.00 %","  4.00 %","   .00 %","   .00 %"
"2020-04-07"," 14.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 17.37 %"," 20.00 %","  9.05 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.97 %"," 10.00 %","   .00 %"," 15.48 %"," 20.06 %"," 20.00 %"," 23.78 %","  4.87 %","  5.36 %","  8.08 %","   .00 %"," 18.31 %"," 20.00 %","  3.72 %","   .00 %"," 30.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %",""," 30.67 %","   .00 %","-40.00 %","  4.00 %","   .00 %","   .00 %"
"2020-04-08","  6.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 17.98 %"," 20.00 %"," 11.27 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.63 %"," 16.67 %","   .00 %"," 18.33 %"," 18.79 %"," 20.00 %"," 18.37 %"," 16.17 %","  7.58 %","  8.08 %","   .00 %"," 12.31 %"," 20.00 %","  5.11 %","   .00 %"," 30.00 %","","   .00 %"," 20.00 %","-10.00 %","   .00 %"," 20.00 %","   .00 %",""," 30.67 %","   .00 %","-20.00 %","  3.33 %"," 20.00 %","   .00 %"
"2020-04-09","  6.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 19.61 %"," 20.00 %"," 11.27 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %"," 16.67 %","   .00 %"," 17.53 %"," 28.79 %","   .00 %","  9.39 %"," 18.14 %","  4.72 %","  5.17 %","   .00 %"," 12.31 %"," 20.00 %","  3.45 %","   .00 %"," 10.00 %","","   .00 %"," 20.00 %","-10.00 %","   .00 %"," 20.00 %","   .00 %",""," 26.38 %","   .00 %","-20.00 %","  3.33 %"," 20.00 %","   .00 %"
"2020-04-10"," 11.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.69 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 12.93 %","   .00 %","  7.94 %","","   .00 %"," 40.00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  4.10 %","  6.67 %","   .00 %"," 15.83 %"," 11.33 %","   .00 %"," 13.39 %"," 19.19 %"," 10.72 %","  5.17 %","   .00 %"," 12.31 %"," 20.00 %","  3.88 %","   .00 %"," 10.00 %","","   .00 %"," 20.00 %","-10.00 %","   .00 %","   .00 %","   .00 %",""," 17.49 %","   .00 %","-20.00 %"," 11.90 %"," 30.00 %","   .00 %"
"2020-04-11"," 10.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.80 %","   .00 %","   .00 %"," 43.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 10.82 %","   .00 %","  7.94 %","","   .00 %"," 40.00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  5.27 %","  6.67 %","   .00 %"," 10.54 %","  8.83 %","   .00 %"," 14.23 %"," 20.08 %","  8.22 %","  5.17 %","   .00 %"," 12.31 %","   .00 %","  5.16 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %",""," 13.49 %","   .00 %","-20.00 %"," 11.90 %"," 30.00 %","   .00 %"
"2020-04-12","  9.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.80 %","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","  9.88 %","   .00 %","  2.22 %","","   .00 %"," 40.00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  4.95 %","  6.67 %","   .00 %","  8.14 %","  7.16 %","   .00 %","  9.61 %"," 20.53 %","  9.76 %","  2.97 %","   .00 %","   .00 %","   .00 %","  3.51 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %",""," 10.16 %","   .00 %","-20.00 %"," 11.90 %"," 30.00 %","   .00 %"
"2020-04-13","  7.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.80 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 10.38 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  2.29 %","  5.00 %","   .00 %","  5.29 %","  6.98 %","   .00 %"," 13.16 %","  7.90 %","  8.97 %","  4.30 %","   .00 %","   .00 %","   .00 %","  5.64 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %",""," 13.80 %","   .00 %","-20.00 %","  8.57 %"," 10.00 %","   .00 %"
"2020-04-14","  7.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 10.22 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  2.29 %","  5.00 %","   .00 %","  9.05 %"," -2.28 %","   .00 %","  9.63 %","  5.57 %","  8.97 %","  4.01 %","   .00 %","   .00 %","   .00 %","  5.64 %"," 20.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","","  8.08 %","   .00 %","-20.00 %","  8.57 %"," 16.67 %","   .00 %"
"2020-04-15"," 14.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.90 %","   .00 %","   .00 %"," 21.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 11.02 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.45 %"," 13.00 %","   .00 %","  5.42 %","  6.03 %","   .00 %","  5.63 %","  5.90 %","  5.63 %","  4.01 %","   .00 %","   .00 %","   .00 %","  6.87 %"," 20.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 40.00 %","   .00 %","   .00 %","","  6.71 %","   .00 %","   .00 %","  6.00 %","  6.67 %","   .00 %"
"2020-04-16"," 14.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.31 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.42 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.00 %"," 15.86 %","   .00 %","  5.99 %","  6.03 %","   .00 %","  9.96 %","  6.54 %","  5.63 %","  4.01 %","   .00 %","  6.67 %","   .00 %","  6.83 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","  9.38 %","   .00 %","   .00 %","  6.00 %"," 21.67 %","   .00 %"
"2020-04-17"," 13.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.06 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.12 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.29 %"," 15.86 %","   .00 %"," 11.55 %","  4.37 %","   .00 %"," 14.06 %","  7.08 %","  7.62 %","  2.58 %","   .00 %","  6.67 %"," 10.00 %","  7.59 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","  9.38 %","   .00 %","   .00 %","  6.00 %"," 21.67 %","   .00 %"
"2020-04-18"," 13.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.06 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.36 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.14 %"," 10.86 %","   .00 %"," 11.55 %","  4.22 %","   .00 %"," 13.52 %","  9.31 %","  6.20 %","  1.25 %","   .00 %","  6.67 %"," 10.00 %","  4.06 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","  5.74 %","   .00 %","   .00 %","  6.00 %"," 24.52 %","   .00 %"
"2020-04-19"," 14.47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.11 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.83 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.14 %"," 10.86 %","   .00 %","  8.89 %","  4.09 %","   .00 %"," 13.52 %","  8.70 %","  6.20 %","   .00 %","   .00 %","  6.67 %"," 16.67 %","  4.06 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","  5.74 %","   .00 %","   .00 %","  6.00 %"," 17.86 %","   .00 %"
"2020-04-20","  3.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.66 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.96 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","  8.61 %","  2.86 %","   .00 %"," 11.56 %","  1.23 %","   .00 %"," 14.57 %","  6.15 %","  3.53 %","   .00 %","   .00 %","  6.67 %"," 16.67 %","  5.13 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.84 %","   .00 %","   .00 %","   .00 %"," 20.36 %","   .00 %"
"2020-04-21","  1.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.82 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","  9.96 %","  1.82 %","   .00 %"," 11.74 %","  3.79 %","  3.53 %","  1.18 %","   .00 %","   .00 %"," 16.67 %","  3.90 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.18 %","   .00 %","   .00 %","   .00 %","  7.58 %","   .00 %"
"2020-04-22","  1.46 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  8.15 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","  4.09 %","   .00 %","   .00 %","  6.29 %","  2.39 %","   .00 %","  7.64 %","  9.46 %","  1.00 %","  3.40 %","   .00 %","  7.86 %"," 11.67 %","  5.39 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.95 %","   .00 %","   .00 %","   .00 %","  7.58 %","   .00 %"
"2020-04-23","  2.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  6.75 %","   .00 %","  2.00 %","","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","  7.79 %","  4.54 %","   .00 %","  6.37 %","  8.07 %","  1.00 %","  5.40 %","   .00 %","  7.86 %"," 11.67 %","  5.60 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","   .00 %","  5.00 %"," 10.00 %","   .00 %","","  8.95 %","   .00 %","   .00 %","  4.62 %","  8.72 %","   .00 %"
"2020-04-24","  2.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  7.24 %","   .00 %","  3.82 %","","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","  8.45 %","  3.94 %","   .00 %","  7.15 %","  8.18 %","  1.95 %","  7.22 %","   .00 %","  8.88 %","  9.00 %","  6.23 %","   .00 %","  6.67 %","","   .00 %"," 16.67 %","   .00 %","  5.00 %"," 10.00 %","   .00 %",""," 11.35 %","   .00 %","   .00 %","  4.62 %"," 10.39 %","   .00 %"
"2020-04-25","  4.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  7.67 %","   .00 %","  3.82 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.89 %","   .00 %","   .00 %","  5.79 %","  3.94 %","   .00 %","  6.10 %","  9.95 %","  1.95 %","  7.22 %","   .00 %","  8.88 %"," 12.33 %","  3.70 %","   .00 %","  6.67 %","","   .00 %"," 16.67 %","   .00 %","  5.00 %"," 10.00 %","   .00 %",""," 13.03 %","   .00 %","   .00 %","  4.62 %","  7.89 %","   .00 %"
"2020-04-26","  3.93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  6.72 %","   .00 %","  3.82 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.42 %","   .00 %","   .00 %","  6.86 %","  3.35 %","   .00 %","  4.26 %","  9.66 %","  1.95 %","  6.87 %","   .00 %","  8.88 %"," 12.33 %","  3.90 %","   .00 %","  6.67 %","","   .00 %"," 16.67 %","   .00 %","  5.00 %"," 10.00 %","   .00 %",""," 13.03 %","   .00 %","   .00 %","  4.62 %","  5.67 %","   .00 %"
"2020-04-27","  3.93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","  5.25 %","   .00 %","  3.82 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.81 %","   .00 %","   .00 %","  8.88 %","  2.78 %","   .00 %","  4.26 %","  3.00 %","  1.86 %","  4.65 %","   .00 %","  1.03 %","  7.33 %","  1.85 %","   .00 %","  6.67 %","","   .00 %","  6.67 %","   .00 %","  5.00 %"," 10.00 %","   .00 %","","  5.26 %","   .00 %","   .00 %","  5.87 %","  7.21 %","   .00 %"
"2020-04-28","  3.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","  4.70 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.18 %","   .00 %","   .00 %","  7.37 %","   .00 %","   .00 %","  2.01 %","  2.53 %","  1.86 %","  2.65 %","   .00 %","  4.44 %","  7.33 %","  2.22 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","  8.00 %"," -6.67 %","   .00 %","","  7.13 %","   .00 %","   .00 %","  1.25 %","  6.06 %","   .00 %"
