"date","Kansas/Allen","Kansas/Anderson","Kansas/Atchison","Kansas/Barber","Kansas/Barton","Kansas/Bourbon","Kansas/Brown","Kansas/Butler","Kansas/Chase","Kansas/Chautauqua","Kansas/Cherokee","Kansas/Cheyenne","Kansas/Clark","Kansas/Clay","Kansas/Cloud","Kansas/Coffey","Kansas/Comanche","Kansas/Cowley","Kansas/Crawford","Kansas/Decatur","Kansas/Dickinson","Kansas/Doniphan","Kansas/Douglas","Kansas/Edwards","Kansas/Elk","Kansas/Ellis","Kansas/Ellsworth","Kansas/Finney","Kansas/Ford","Kansas/Franklin","Kansas/Geary","Kansas/Gove","Kansas/Graham","Kansas/Grant","Kansas/Gray","Kansas/Greeley","Kansas/Greenwood","Kansas/Hamilton","Kansas/Harper","Kansas/Harvey","Kansas/Haskell","Kansas/Hodgeman","Kansas/Jackson","Kansas/Jefferson","Kansas/Jewell","Kansas/Johnson","Kansas/Kearny","Kansas/Kingman","Kansas/Kiowa","Kansas/Labette","Kansas/Lane","Kansas/Leavenworth","Kansas/Lincoln","Kansas/Linn","Kansas/Logan","Kansas/Lyon","Kansas/Marion","Kansas/Marshall","Kansas/McPherson","Kansas/Meade","Kansas/Miami","Kansas/Mitchell","Kansas/Montgomery","Kansas/Morris","Kansas/Morton","Kansas/Nemaha","Kansas/Neosho","Kansas/Ness","Kansas/Norton","Kansas/Osage","Kansas/Osborne","Kansas/Ottawa","Kansas/Pawnee","Kansas/Phillips","Kansas/Pottawatomie","Kansas/Pratt","Kansas/Rawlins","Kansas/Reno","Kansas/Republic","Kansas/Rice","Kansas/Riley","Kansas/Rooks","Kansas/Rush","Kansas/Russell","Kansas/Saline","Kansas/Scott","Kansas/Sedgwick","Kansas/Seward","Kansas/Shawnee","Kansas/Sheridan","Kansas/Sherman","Kansas/Smith","Kansas/Stafford","Kansas/Stanton","Kansas/Stevens","Kansas/Sumner","Kansas/Thomas","Kansas/Trego","Kansas/Unassigned","Kansas/Wabaunsee","Kansas/Wallace","Kansas/Washington","Kansas/Wichita","Kansas/Wilson","Kansas/Woodson","Kansas/Wyandotte"
"2020-03-22","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","28","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","14"
"2020-03-23","0","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","2","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","32","0","0","0","0","0","5","0","2","0","2","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","16"
"2020-03-24","0","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","2","0","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","36","0","0","0","0","0","7","0","2","0","2","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","1","22"
"2020-03-25","0","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","2","0","0","1","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","44","0","0","0","0","0","11","0","4","0","4","0","0","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","1","27"
"2020-03-26","0","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","3","0","0","1","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","59","0","0","0","0","0","12","0","4","0","4","0","0","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","4","0","0","1","0","0","0","0","0","16","0","4","0","0","0","0","0","0","1","0","0","","0","0","0","0","0","1","34"
"2020-03-27","0","0","0","0","0","3","0","3","0","0","2","0","0","1","0","1","0","0","3","0","0","1","14","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","66","0","0","0","0","0","12","0","4","0","4","0","0","1","0","0","2","0","2","0","0","1","0","0","1","0","1","0","0","1","0","0","5","0","0","2","0","0","0","0","0","20","0","5","0","0","0","0","0","0","1","0","0","","0","0","0","0","0","1","43"
"2020-03-28","0","0","0","0","0","3","0","3","0","0","2","0","0","1","0","5","0","0","3","0","0","1","23","0","0","0","0","0","1","6","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","80","0","0","0","0","0","15","0","4","0","4","0","0","1","0","0","2","0","2","0","0","1","0","0","1","0","1","0","0","1","0","0","5","0","0","2","0","0","0","0","0","33","0","7","0","0","0","0","0","0","1","0","0","","0","0","0","0","0","1","53"
"2020-03-29","0","0","0","0","0","3","0","3","0","0","2","0","0","1","0","8","0","0","4","0","0","1","23","0","0","0","0","0","1","6","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","108","0","0","0","0","0","17","0","5","0","7","0","0","3","0","0","2","3","2","0","0","1","0","0","1","0","1","0","0","1","0","0","7","0","0","2","0","0","0","0","0","42","0","13","0","0","0","1","0","1","1","0","0","","0","0","0","0","0","1","55"
"2020-03-30","0","0","1","0","0","3","0","3","0","0","2","0","0","1","0","10","0","0","5","0","0","1","23","0","0","0","0","1","1","6","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","116","0","0","0","0","0","20","0","5","0","9","0","0","3","0","0","2","4","2","0","0","1","0","0","2","0","1","0","0","1","0","0","7","0","0","2","0","0","0","1","0","49","0","14","0","0","0","1","0","2","1","0","0","","0","0","0","0","0","1","67"
"2020-03-31","","","1","","1","3","","3","","1","3","","","1","","14","","","5","","","1","24","","","","","1","1","7","","1","","","","","","","","1","","","1","1","","134","","","","1","","24","","5","","11","","","3","","","2","5","2","","","1","","","3","","1","","","2","","","7","","","2","","","","1","","58","","17","","","","1","","2","1","","","","","","","","","2","79"
"2020-04-01","","","1","","1","3","","5","","1","3","","","1","","16","","","5","","","1","31","","","","","1","0","7","","1","","","","","","","","2","","","1","1","","143","","","","1","","25","","5","","12","","","5","","","2","6","2","","","1","","","3","","1","","","2","1","","8","","","5","","","","1","","64","","18","","","","1","","1","1","","","","","","","","","3","93"
"2020-04-02","","1","1","","2","3","","7","","1","4","","","1","1","16","","1","5","","","1","31","","","","","3","0","7","","1","","","","","","","","2","","","1","1","","161","","","","1","","27","","6","","16","","","5","","","2","6","2","","","1","","","3","","1","","","2","1","","8","","","6","","","","3","","79","","20","","","","1","","2","1","","","","","","","","","3","106"
"2020-04-03","","","1","","3","3","","7","","2","5","","","1","1","18","","1","4","","","1","31","","","","","4","1","9","","1","","","","","","","","2","","","1","2","","172","","","","1","","31","","5","","17","1","","6","","","2","6","2","","","1","","","3","1","1","","","2","1","","9","","","11","","","","4","","85","","26","","","","1","","1","2","","","","","","","","","3","137"
"2020-04-04","","","2","","3","3","","8","","3","5","","","1","1","23","","1","4","","","1","32","","","","","9","1","9","","1","","","","","1","","","2","","","1","2","1","185","","","","4","","33","","5","","19","2","","8","","2","2","6","2","","","1","","","3","2","2","","","2","1","","9","","","11","","","","5","","97","","27","","","","1","","1","2","","","0","","","","","","3","149"
"2020-04-05","","0","2","","3","4","","8","","3","5","","","1","1","24","","1","6","","","1","33","","","","","10","1","9","2","1","","","","","1","","","2","","","1","2","1","192","","","","4","","36","","5","","24","2","","8","","2","2","6","2","","","1","","","3","2","3","","","2","1","","10","","","13","","","","5","","108","","32","","","","1","","1","2","","","0","1","","","","","3","158"
"2020-04-06","","0","2","","3","6","","8","","3","5","","","1","1","29","","1","4","","","1","36","","","","","10","1","10","2","1","","","","","1","","","3","","","1","3","1","212","","","","5","","40","","5","","23","3","","9","","2","2","9","2","1","","1","","","3","2","3","","","3","1","","10","1","","14","","","","7","","124","","40","","","","1","","1","2","","","0","1","","","","","3","186"
