"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %"," 19.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-07","   .00 %","   .00 %","","   .00 %"," 18.71 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %"," 13.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-09","   .00 %","   .00 %","   .00 %","","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-10","   .00 %","","   .00 %","   .00 %"," 10.16 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-11","","","   .00 %",""," 10.16 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-12","   .00 %","","   .00 %","   .00 %","  9.90 %","   .00 %",""," 40.00 %","","   .00 %","   .00 %","   .00 %","",""
"2020-06-13","","","   .00 %","   .00 %"," 12.76 %","   .00 %",""," 40.00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %"," 12.76 %","   .00 %","   .00 %","","","","   .00 %"," 20.00 %","   .00 %",""
"2020-06-15","   .00 %","   .00 %","   .00 %","   .00 %","  8.31 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %",""
"2020-06-16","   .00 %","","","","  8.31 %","   .00 %"," 20.00 %"," 40.00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %",""
"2020-06-17","   .00 %","   .00 %","   .00 %","","  2.86 %","   .00 %"," 20.00 %"," 40.00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %",""
"2020-06-18","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2020-06-19","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-06-20"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %",""
"2020-06-21"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2020-06-22"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""
"2020-06-23"," 20.00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %",""
"2020-06-24"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.78 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","",""
"2020-06-25","   .00 %","   .00 %","","","  4.78 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %",""
"2020-06-26","   .00 %","   .00 %","   .00 %","   .00 %","  5.78 %","","   .00 %","","","",""," 10.00 %","   .00 %",""
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","  5.78 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %",""
"2020-06-28","   .00 %","","   .00 %","   .00 %","  4.53 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""
"2020-06-29","   .00 %","   .00 %","   .00 %","","  1.95 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-30","","   .00 %","   .00 %","   .00 %","  3.77 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-01","   .00 %","   .00 %","","   .00 %","  2.77 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-07-02","   .00 %","   .00 %","","","  3.60 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-03","   .00 %","   .00 %","   .00 %","   .00 %","  3.60 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""
"2020-07-04","   .00 %","   .00 %","","","  2.65 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-05","   .00 %","   .00 %","   .00 %","","   .83 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %",""
"2020-07-06","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-07","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-07-08","   .00 %","","   .00 %","   .00 %","  1.57 %","   .00 %","  6.67 %","  6.67 %","   .00 %","","","   .00 %","   .00 %",""
"2020-07-09","   .00 %","   .00 %","","   .00 %","  1.57 %","   .00 %","  6.67 %","  6.67 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-10","","   .00 %","","   .00 %","  1.57 %","   .00 %","  6.67 %","  6.67 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-11","   .00 %","","   .00 %","","  1.57 %","   .00 %","  6.67 %","","","   .00 %","   .00 %","   .00 %","",""
"2020-07-12","","   .00 %","","   .00 %","   .77 %","   .00 %"," 11.67 %","  6.67 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-13","   .00 %","","   .00 %","","   .74 %","   .00 %","  9.00 %","  6.67 %","","","   .00 %","   .00 %","",""
"2020-07-14","","","","","   .74 %","   .00 %"," 12.33 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-15","   .00 %","","","   .00 %","   .74 %","   .00 %"," 12.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-07-16","   .00 %","","   .00 %","   .00 %","   .74 %","   .00 %"," 12.33 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-07-17","   .00 %","","","   .00 %","   .74 %","   .00 %","  7.33 %","   .00 %","","","","  6.67 %","   .00 %",""
"2020-07-18","   .00 %","   .00 %","","   .00 %","   .71 %","   .00 %","  3.33 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %",""
"2020-07-19","   .00 %","","   .00 %","","   .71 %","   .00 %","   .00 %","   .00 %","","","","  6.67 %","   .00 %",""
"2020-07-20","   .00 %","","   .00 %","","  2.09 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 11.67 %","   .00 %",""
"2020-07-21","   .00 %","","","   .00 %","  2.09 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.67 %","   .00 %",""
"2020-07-22","   .00 %","","   .00 %","   .00 %","  3.38 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %","   .00 %",""
"2020-07-23","   .00 %","","   .00 %","","  3.28 %","   .00 %","  2.86 %","","   .00 %","","   .00 %","  5.00 %","   .00 %",""
"2020-07-24","   .00 %","","","   .00 %","  4.45 %","   .00 %","  2.86 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %",""
"2020-07-25","   .00 %","   .00 %","","   .00 %","  3.63 %","   .00 %","  2.86 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-07-26","   .00 %","","   .00 %","   .00 %","  3.63 %","   .00 %","  2.86 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-27","   .00 %","","   .00 %","","  2.88 %","   .00 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %",""
"2020-07-28","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %"," 20.00 %","  6.94 %","","","","   .00 %","  7.33 %","   .00 %",""
"2020-07-29","   .00 %","","","   .00 %","  1.62 %"," 20.00 %","  8.76 %","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %",""
"2020-07-30","   .00 %","   .00 %","   .00 %","   .00 %","  2.09 %"," 20.00 %"," 12.10 %","   .00 %","   .00 %","   .00 %","","  7.33 %","   .00 %",""
"2020-07-31","   .00 %","   .00 %","   .00 %","","  3.56 %"," 20.00 %"," 13.52 %","   .00 %","","   .00 %","   .00 %","  7.33 %","   .00 %",""
"2020-08-01","   .00 %","   .00 %","","   .00 %","  3.92 %"," 20.00 %"," 12.36 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %",""
"2020-08-02","   .00 %","","   .00 %","","  4.79 %","   .00 %","  7.91 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2020-08-03","   .00 %","","","   .00 %","  5.10 %","   .00 %","  8.60 %","   .00 %","","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2020-08-04","   .00 %","","   .00 %"," 20.00 %","  4.88 %","   .00 %","  7.48 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2020-08-05","   .00 %","   .00 %","   .00 %"," 20.00 %","  4.18 %","   .00 %","  7.06 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2020-08-06","   .00 %","   .00 %","   .00 %"," 20.00 %","  4.75 %","   .00 %","  5.72 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2020-08-07","","","   .00 %"," 20.00 %","  5.61 %"," 20.00 %","  7.63 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %",""
"2020-08-08","","   .00 %","   .00 %"," 20.00 %","  6.36 %"," 20.00 %","  5.13 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %",""
"2020-08-09","   .00 %","   .00 %","   .00 %","   .00 %","  7.62 %"," 25.00 %","  2.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %",""
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","  7.92 %"," 25.00 %","  5.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.72 %","   .00 %",""
"2020-08-11","   .00 %","   .00 %","   .00 %","   .00 %","  6.69 %"," 25.00 %","  5.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.72 %","   .00 %",""
"2020-08-12","   .00 %","   .00 %","   .00 %","   .00 %","  5.22 %"," 17.00 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.22 %","   .00 %",""
"2020-08-13","   .00 %","   .00 %","   .00 %","   .00 %","  3.88 %"," 22.00 %","  3.48 %","   .00 %","","   .00 %","   .00 %","  4.22 %","   .00 %",""
"2020-08-14","   .00 %","   .00 %","   .00 %","   .00 %","  2.06 %"," 17.00 %","  4.22 %","   .00 %","   .00 %","","   .00 %","  4.22 %","   .00 %",""
"2020-08-15","   .00 %","","   .00 %","   .00 %","  1.23 %"," 21.00 %","  1.46 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %",""
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","  1.22 %"," 21.00 %","  1.46 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-17","","   .00 %","   .00 %","   .00 %","  1.44 %"," 12.33 %","  2.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-18","   .00 %","   .00 %","   .00 %","   .00 %","  2.11 %"," 10.19 %","  2.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-19","","   .00 %","   .00 %","   .00 %","  2.53 %"," 16.44 %","  5.96 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-20","   .00 %","   .00 %","   .00 %","   .00 %","  2.93 %"," 14.35 %","  6.87 %","   .00 %","","","   .00 %","  1.82 %","",""
"2020-08-21","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %"," 16.95 %","  6.87 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %",""
"2020-08-22","   .00 %","   .00 %","   .00 %","   .00 %","  2.83 %"," 14.39 %","  5.49 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %",""
"2020-08-23","   .00 %","   .00 %","   .00 %","   .00 %","  2.11 %"," 12.27 %","  5.99 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.02 %"," 20.00 %",""
"2020-08-24","   .00 %","   .00 %","   .00 %","   .00 %","  1.85 %","  7.45 %","  3.10 %","   .00 %","","   .00 %","   .00 %","  6.45 %"," 20.00 %",""
"2020-08-25","   .00 %","   .00 %","","   .00 %","  1.60 %","  7.55 %","  1.94 %","   .00 %","","   .00 %","   .00 %","  4.63 %"," 20.00 %",""
"2020-08-26","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","  6.15 %","  1.94 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.30 %"," 20.00 %",""
"2020-08-27","   .00 %","   .00 %","   .00 %","   .00 %","  2.49 %","  6.52 %","  1.94 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.81 %"," 20.00 %",""
"2020-08-28","   .00 %","   .00 %","   .00 %","   .00 %","  3.35 %","  7.41 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.38 %","   .00 %",""
"2020-08-29","   .00 %","   .00 %","   .00 %","   .00 %","  3.96 %","  6.48 %","  1.36 %","  5.00 %","   .00 %","   .00 %","   .00 %","  7.06 %","   .00 %",""
"2020-08-30","   .00 %","   .00 %","   .00 %","   .00 %","  4.05 %","  5.45 %","  1.33 %","  5.00 %","   .00 %","   .00 %","   .00 %","  8.01 %","   .00 %",""
"2020-08-31","   .00 %","   .00 %","   .00 %","   .00 %","  4.14 %","  5.17 %","  3.46 %","  5.00 %","   .00 %","   .00 %","   .00 %","  7.16 %","   .00 %",""
"2020-09-01","   .00 %","   .00 %","   .00 %","   .00 %","  3.94 %","  4.47 %","  3.85 %","  5.00 %","","   .00 %","   .00 %","  8.49 %","   .00 %",""
"2020-09-02","   .00 %","   .00 %","   .00 %","   .00 %","  3.75 %","  3.72 %","  3.77 %","  9.00 %","   .00 %","   .00 %","   .00 %","  8.12 %","   .00 %",""
"2020-09-03","   .00 %","   .00 %","   .00 %"," 10.00 %","  3.30 %","  3.64 %","  3.32 %","  7.33 %","   .00 %","   .00 %","   .00 %","  7.44 %","   .00 %",""
"2020-09-04","   .00 %","   .00 %","   .00 %"," 10.00 %","  3.64 %","  3.07 %","  4.00 %","  7.33 %","   .00 %","   .00 %","   .00 %","  7.82 %","   .00 %",""
"2020-09-05","   .00 %","   .00 %","   .00 %"," 10.00 %","  4.47 %","  3.34 %","  3.63 %","  7.33 %","   .00 %","   .00 %","   .00 %","  6.00 %","   .00 %",""
"2020-09-06","   .00 %","   .00 %","   .00 %","","  4.42 %","  3.27 %","  3.57 %","  7.33 %","   .00 %","   .00 %","   .00 %","  4.13 %"," 10.00 %",""
"2020-09-07","   .00 %","   .00 %","   .00 %"," 10.00 %","  3.54 %","  2.40 %","  4.14 %","  3.33 %","   .00 %","   .00 %","   .00 %","  5.81 %"," 10.00 %",""
"2020-09-08","   .00 %","   .00 %","   .00 %"," 10.00 %","  3.69 %","  2.36 %","  4.75 %","  8.57 %","   .00 %","   .00 %","   .00 %","  4.38 %"," 10.00 %",""
"2020-09-09","   .00 %","   .00 %","   .00 %"," -6.67 %","  3.44 %","  3.04 %","  4.52 %","  8.57 %","   .00 %","   .00 %","   .00 %","  4.13 %"," 10.00 %",""
"2020-09-10","   .00 %","   .00 %","   .00 %"," -6.67 %","  2.46 %","  2.18 %","  2.76 %","  8.57 %","   .00 %","   .00 %","   .00 %","  4.64 %"," 10.00 %",""
"2020-09-11","   .00 %","   .00 %","   .00 %"," -6.67 %","  2.04 %","  3.16 %","  2.44 %","  8.57 %"," 10.00 %","   .00 %","   .00 %","  5.02 %","   .00 %",""
"2020-09-12"," 10.00 %","   .00 %","   .00 %"," -6.67 %","  2.79 %","  3.16 %","  1.77 %","  8.57 %"," 16.67 %","   .00 %","   .00 %","  4.02 %","  6.67 %",""
"2020-09-13"," 10.00 %","   .00 %","   .00 %"," -6.67 %","  2.59 %","  3.74 %","  2.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  4.47 %","  6.67 %",""
"2020-09-14"," 16.67 %","   .00 %","   .00 %","   .00 %","  2.72 %","  3.56 %","  1.92 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  3.82 %","  6.67 %",""
"2020-09-15"," 16.67 %","   .00 %","   .00 %","   .00 %","  3.07 %","  3.22 %","  2.17 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  3.73 %","  6.67 %",""
"2020-09-16"," 16.67 %","   .00 %","   .00 %","   .00 %","  3.19 %","  2.15 %","  2.42 %","   .00 %","  6.67 %","   .00 %","   .00 %","  3.15 %","  6.67 %",""
"2020-09-17","  6.67 %"," 20.00 %","   .00 %","   .00 %","  3.36 %","  2.15 %","  2.14 %","  2.00 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %",""
"2020-09-18","  6.67 %"," 20.00 %","   .00 %","   .00 %","  3.11 %","  1.48 %","  1.31 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.69 %","   .00 %",""
"2020-09-19","   .00 %"," 30.00 %","   .00 %","   .00 %","  2.58 %","   .86 %","  2.76 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.65 %","   .00 %",""
"2020-09-20","  5.00 %"," 30.00 %","   .00 %","   .00 %","  2.24 %","  1.41 %","  3.40 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.62 %","  5.00 %",""
"2020-09-21","  5.00 %"," 30.00 %","   .00 %","   .00 %","  2.27 %","  1.39 %","  3.79 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.20 %","  5.00 %",""
"2020-09-22","  5.00 %"," 16.67 %","   .00 %","   .00 %","  1.77 %","  1.66 %","  4.00 %","  1.82 %","   .00 %","   .00 %","   .00 %","  1.18 %","  9.00 %",""
"2020-09-23","  5.00 %"," 21.67 %","   .00 %"," 10.00 %","  2.06 %","  2.16 %","  4.21 %","  6.82 %","   .00 %","   .00 %","   .00 %","  1.55 %","  9.00 %",""
"2020-09-24","  5.00 %"," 11.67 %","   .00 %"," 16.67 %","  2.20 %","  2.39 %","  2.77 %","  6.82 %","   .00 %","   .00 %"," 10.00 %","  1.52 %","  9.00 %",""
"2020-09-25","   .00 %"," 11.67 %","   .00 %"," 16.67 %","  2.39 %","  2.08 %","  2.07 %","  9.48 %","   .00 %","   .00 %"," 10.00 %","  1.86 %","  4.00 %",""
"2020-09-26","   .00 %"," 11.67 %","   .00 %"," 16.67 %","  2.48 %","  2.30 %","  1.62 %","  9.48 %","   .00 %","   .00 %"," 10.00 %","  1.86 %","   .67 %",""
"2020-09-27","   .00 %","  5.00 %","   .00 %"," 16.67 %","  2.43 %","  2.27 %","  1.41 %","  8.84 %","   .00 %","   .00 %"," 10.00 %","  1.83 %"," -3.33 %",""
"2020-09-28","   .00 %","   .00 %","   .00 %","  6.67 %","  2.01 %","  1.71 %","  1.40 %","  3.84 %","   .00 %","   .00 %"," 10.00 %","  1.79 %","   .67 %",""
"2020-09-29","  8.00 %","   .00 %","   .00 %","   .00 %","  1.99 %","  1.44 %","  1.34 %","  3.84 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .67 %",""
"2020-09-30"," 10.86 %","   .00 %","   .00 %","   .00 %","  1.80 %","  2.34 %","  1.70 %","  3.40 %","  5.00 %","   .00 %","   .00 %","  1.71 %","   .67 %",""
"2020-10-01"," 10.86 %","   .00 %","   .00 %","   .00 %","  1.67 %","  2.07 %","  1.86 %","  3.40 %","  5.00 %","   .00 %","  6.67 %","  1.71 %"," 10.67 %",""
"2020-10-02"," 10.86 %","   .00 %","   .00 %","   .00 %","  1.71 %","  2.48 %","  2.04 %","  2.22 %","  5.00 %","   .00 %","  6.67 %","  1.36 %"," 13.17 %",""
"2020-10-03"," 10.86 %","   .00 %","   .00 %","   .00 %","  1.89 %","  2.87 %","  2.02 %","  2.22 %","  5.00 %"," 20.00 %","  6.67 %","  1.66 %","  9.17 %",""
"2020-10-04","  2.86 %","   .00 %","   .00 %","   .00 %","  1.61 %","  2.84 %","  1.43 %","  2.22 %","  5.00 %"," 20.00 %","  6.67 %","  2.29 %","  9.17 %",""
"2020-10-05","   .00 %","   .00 %","   .00 %","   .00 %","  1.71 %","  2.49 %","  1.73 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","  1.57 %","  9.17 %",""
"2020-10-06","   .00 %","   .00 %","   .00 %","   .00 %","  1.48 %","  2.46 %","  1.54 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.87 %","  2.50 %",""
"2020-10-07","   .00 %","   .00 %","   .00 %","  5.00 %","  1.52 %","  1.82 %","  1.53 %","  1.00 %","   .00 %"," 20.00 %","   .00 %","  2.17 %","   .00 %",""
"2020-10-08","   .00 %","   .00 %","   .00 %","  5.00 %","  1.79 %","  1.58 %","  1.68 %","  1.00 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %",""
"2020-10-09","   .00 %","   .00 %","   .00 %","  5.00 %","  2.55 %","  1.37 %","  1.50 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %",""
"2020-10-10","   .00 %","   .00 %","   .00 %","  5.00 %","  3.01 %","   .57 %","   .65 %","  1.95 %","   .00 %","   .00 %","   .00 %","  1.17 %","   .00 %",""
"2020-10-11","   .00 %","   .00 %","   .00 %","  5.00 %","  3.29 %","   .38 %","   .64 %","  1.95 %","   .00 %","   .00 %","   .00 %","  1.16 %","   .00 %",""
"2020-10-12","   .00 %","  4.00 %","   .00 %","   .00 %","  3.38 %","   .57 %","   .80 %","   .95 %","   .00 %","   .00 %","   .00 %","  1.14 %","   .00 %",""
"2020-10-13","   .00 %","  4.00 %","   .00 %","   .00 %","  3.70 %","   .19 %","   .47 %","   .95 %","   .00 %","   .00 %","   .00 %","  1.69 %","   .00 %",""
"2020-10-14","   .00 %","  4.00 %","   .00 %","   .00 %","  3.52 %","   .19 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %",""
"2020-10-15","   .00 %","  4.00 %","   .00 %","   .00 %","  3.28 %","   .19 %","   .78 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.90 %","  2.22 %",""
"2020-10-17","   .00 %","  4.00 %","   .00 %","   .00 %","  6.41 %","  1.67 %","   .78 %","   .91 %","   .00 %","   .00 %","   .00 %","  2.64 %","  2.22 %",""
