"date","Michigan/Alcona","Michigan/Alger","Michigan/Allegan","Michigan/Alpena","Michigan/Antrim","Michigan/Arenac","Michigan/Baraga","Michigan/Barry","Michigan/Bay","Michigan/Benzie","Michigan/Berrien","Michigan/Branch","Michigan/Calhoun","Michigan/Cass","Michigan/Charlevoix","Michigan/Cheboygan","Michigan/Chippewa","Michigan/Clare","Michigan/Clinton","Michigan/Crawford","Michigan/Delta","Michigan/Dickinson","Michigan/Eaton","Michigan/Emmet","Michigan/Federal Correctional Institution (FCI)","Michigan/Genesee","Michigan/Gladwin","Michigan/Gogebic","Michigan/Grand Traverse","Michigan/Gratiot","Michigan/Hillsdale","Michigan/Houghton","Michigan/Huron","Michigan/Ingham","Michigan/Ionia","Michigan/Iosco","Michigan/Iron","Michigan/Isabella","Michigan/Jackson","Michigan/Kalamazoo","Michigan/Kalkaska","Michigan/Kent","Michigan/Keweenaw","Michigan/Lake","Michigan/Lapeer","Michigan/Leelanau","Michigan/Lenawee","Michigan/Livingston","Michigan/Luce","Michigan/Mackinac","Michigan/Macomb","Michigan/Manistee","Michigan/Marquette","Michigan/Mason","Michigan/Mecosta","Michigan/Menominee","Michigan/Michigan Department of Corrections (MDOC)","Michigan/Midland","Michigan/Missaukee","Michigan/Monroe","Michigan/Montcalm","Michigan/Montmorency","Michigan/Muskegon","Michigan/Newaygo","Michigan/Oakland","Michigan/Oceana","Michigan/Ogemaw","Michigan/Ontonagon","Michigan/Osceola","Michigan/Oscoda","Michigan/Otsego","Michigan/Ottawa","Michigan/Out of MI","Michigan/Presque Isle","Michigan/Roscommon","Michigan/Saginaw","Michigan/Sanilac","Michigan/Schoolcraft","Michigan/Shiawassee","Michigan/St. Clair","Michigan/St. Joseph","Michigan/Tuscola","Michigan/Unassigned","Michigan/Van Buren","Michigan/Washtenaw","Michigan/Wayne","Michigan/Wexford"
"2020-04-01","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 15.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"," 29.81 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 31.47 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 23.52 %"," 32.10 %","   .00 %"
"2020-04-02","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 15.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 28.26 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 31.66 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 23.52 %"," 33.82 %","   .00 %"
"2020-04-03","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %",""," 17.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %"," 30.00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 27.15 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 32.59 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.19 %"," 32.46 %","   .00 %"
"2020-04-04","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %",""," 17.13 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %"," 30.00 %"," 40.00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.15 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 25.23 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.19 %"," 25.41 %","   .00 %"
"2020-04-05","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %",""," 21.13 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 20.00 %"," 30.00 %"," 40.00 %"," 20.00 %"," 30.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.28 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 19.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 19.75 %","   .00 %"
"2020-04-06","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %",""," 27.16 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 20.00 %"," 16.67 %"," 40.00 %"," 20.00 %"," 23.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.54 %","   .00 %"," 20.00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 13.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 19.04 %","   .00 %"
"2020-04-07","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %",""," 27.55 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 36.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 20.00 %"," 16.67 %"," 46.67 %"," 20.00 %"," 27.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.99 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 11.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","  7.00 %"," 15.70 %","   .00 %"
"2020-04-08","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %",""," 29.18 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","  6.67 %"," 56.67 %"," 20.00 %"," 34.00 %","",""," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.88 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 11.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %"," 10.64 %"," 14.90 %","   .00 %"
"2020-04-09","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %",""," 26.53 %","   .00 %","   .00 %","   .00 %","   .00 %"," 26.67 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","   .00 %","  6.67 %"," 16.67 %"," 20.00 %"," 36.50 %","",""," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.29 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 20.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 10.00 %"," 53.33 %","   .00 %"," 13.71 %"," 14.90 %","   .00 %"
"2020-04-10","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %",""," 26.28 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","","   .00 %","  6.67 %"," 20.00 %","   .00 %"," 35.39 %","",""," 17.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 18.89 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %"," 11.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 39.05 %"," 20.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 23.33 %"," 41.33 %","   .00 %"," 13.71 %"," 15.81 %","   .00 %"
"2020-04-11","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 20.00 %"," 16.67 %","   .00 %",""," 19.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 30.00 %"," 20.00 %","   .00 %",""," 10.00 %","   .00 %"," 20.00 %","   .00 %"," 22.06 %","","   .00 %"," 17.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 16.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 65.00 %","   .00 %","","   .00 %","   .00 %"," 11.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 39.05 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %"," 27.33 %"," 91.33 %","   .00 %"," 12.71 %"," 13.61 %","   .00 %"
"2020-04-12","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 20.00 %"," 16.67 %","   .00 %",""," 15.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 30.00 %"," 20.00 %","   .00 %",""," 10.00 %","   .00 %"," 13.33 %","   .00 %"," 18.06 %","","   .00 %"," 17.33 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 12.57 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 69.00 %","   .00 %","","   .00 %","   .00 %"," 10.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 29.05 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 30.67 %"," 65.62 %","   .00 %"," 10.71 %"," 11.96 %","   .00 %"
"2020-04-13","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 46.67 %","   .00 %","   .00 %"," 20.00 %"," 11.67 %","   .00 %",""," 14.70 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %"," 16.67 %"," 20.00 %","   .00 %",""," 16.67 %"," 10.00 %","  3.33 %","   .00 %"," 11.39 %","","   .00 %","  4.00 %","   .00 %","   .00 %"," 21.67 %","   .00 %","   .00 %"," 11.39 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 72.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 17.94 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 30.67 %"," 52.29 %","   .00 %","  7.08 %"," 11.37 %","   .00 %"
"2020-04-14","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 21.67 %"," 20.00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 46.67 %","   .00 %","   .00 %"," 20.00 %"," 11.67 %","   .00 %",""," 12.42 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %","  6.67 %"," 20.00 %","   .00 %",""," 16.67 %"," 13.33 %","  6.19 %","   .00 %"," 10.43 %","","   .00 %"," 14.00 %","   .00 %","   .00 %"," 25.67 %","   .00 %","   .00 %"," 12.40 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 75.19 %","   .00 %","   .00 %","  5.00 %","   .00 %","  8.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %"," 20.76 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 26.38 %"," 38.95 %"," 20.00 %","  7.33 %"," 10.34 %","   .00 %"
"2020-04-15","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 29.67 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %"," 20.00 %","  5.00 %","   .00 %","","  9.37 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %",""," 16.67 %"," 16.19 %","  2.86 %","   .00 %","  4.40 %","","   .00 %"," 12.22 %","   .00 %","   .00 %"," 19.00 %","   .00 %","   .00 %"," 11.05 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 17.69 %","   .00 %","   .00 %","  5.00 %","   .00 %","  6.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %"," 17.40 %","   .00 %","   .00 %"," 20.00 %"," 16.19 %","   .00 %"," 13.05 %"," 55.95 %"," 20.00 %"," 10.19 %","  7.74 %","   .00 %"
"2020-04-16","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 19.67 %","   .00 %"," 36.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","  9.87 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %",""," 11.67 %"," 16.19 %","  2.86 %","   .00 %","  4.40 %","","   .00 %"," 18.22 %","   .00 %","   .00 %"," 24.71 %","   .00 %","   .00 %"," 11.28 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 14.91 %","   .00 %","   .00 %","  5.00 %","   .00 %","  5.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 18.45 %","   .00 %","   .00 %"," 20.00 %"," 16.19 %","   .00 %"," 11.27 %","  5.95 %"," 20.00 %","  7.02 %","  6.33 %","   .00 %"
