"date","Madhya Pradesh/Agar Malwa","Madhya Pradesh/Alirajpur","Madhya Pradesh/Anuppur","Madhya Pradesh/Ashoknagar","Madhya Pradesh/Balaghat","Madhya Pradesh/Barwani","Madhya Pradesh/Betul","Madhya Pradesh/Bhind","Madhya Pradesh/Bhopal","Madhya Pradesh/Burhanpur","Madhya Pradesh/Chhatarpur","Madhya Pradesh/Chhindwara","Madhya Pradesh/Damoh","Madhya Pradesh/Datia","Madhya Pradesh/Dewas","Madhya Pradesh/Dhar","Madhya Pradesh/Dindori","Madhya Pradesh/Guna","Madhya Pradesh/Gwalior","Madhya Pradesh/Harda","Madhya Pradesh/Hoshangabad","Madhya Pradesh/Indore","Madhya Pradesh/Jabalpur","Madhya Pradesh/Jhabua","Madhya Pradesh/Katni","Madhya Pradesh/Khandwa","Madhya Pradesh/Khargone","Madhya Pradesh/Mandi","Madhya Pradesh/Mandla","Madhya Pradesh/Mandsaur","Madhya Pradesh/Morena","Madhya Pradesh/Narsinghpur","Madhya Pradesh/Neemuch","Madhya Pradesh/Niwari","Madhya Pradesh/Other Region","Madhya Pradesh/Panna","Madhya Pradesh/Raisen","Madhya Pradesh/Rajgarh","Madhya Pradesh/Ratlam","Madhya Pradesh/Rewa","Madhya Pradesh/Sagar","Madhya Pradesh/Satna","Madhya Pradesh/Sehore","Madhya Pradesh/Seoni","Madhya Pradesh/Shahdol","Madhya Pradesh/Shajapur","Madhya Pradesh/Sheopur","Madhya Pradesh/Shivpuri","Madhya Pradesh/Sidhi","Madhya Pradesh/Singrauli","Madhya Pradesh/Tikamgarh","Madhya Pradesh/Ujjain","Madhya Pradesh/Umaria","Madhya Pradesh/Vidisha","Madhya Pradesh/bhind","Madhya Pradesh/bhopal","Madhya Pradesh/dewas","Madhya Pradesh/dhar","Madhya Pradesh/khargone","Madhya Pradesh/sheopur","Madhya Pradesh/ujjain","Madhya Pradesh/vidisha"
"2020-08-14","133","237","105","133","186","957","337","522","8139","505","419","270","397","361","511","537","88","126","3230","238","349","9413","2154","249","307","746","1033","","86","564","1870","261","884","71","","177","471","484","637","507","836","301","424","108","188","336","331","428","207","243","346","1383","62","513","","","","","","","",""
"2020-08-15","135","274","115","135","187","963","355","526","8247","505","434","282","406","368","520","551","100","142","3324","264","357","9589","2267","269","311","754","1062","","91","576","1879","263","891","71","","181","475","512","661","514","850","301","442","115","197","349","346","444","","250","348","1401","71","542","","","","","","","",""
"2020-08-16","139","277","117","137","199","963","370","527","8370","508","440","295","415","370","525","566","101","142","3389","273","378","9803","2393","294","319","762","1096","","92","586","1889","263","913","","","196","485","530","681","525","868","313","471","120","209","365","348","466","210","275","351","1417","73","556","","","","","","","",""
"2020-08-17","139","288","124","142","209","971","385","527","8462","516","447","308","426","399","535","581","","162","3409","286","393","10048","2486","305","334","770","1132","","95","596","1895","272","922","74","","196","490","539","698","535","881","331","485","124","218","366","356","473","211","292","352","1436","77","572","","","","","","","",""
"2020-08-18","144","318","138","145","213","988","398","527","8572","519","462","318","451","408","545","605","101","165","3492","289","401","10190","2574","327","341","778","1166","","99","604","1898","290","946","77","","196","512","578","716","539","901","350","501","137","225","367","365","492","221","296","356","1457","80","583","","","","","","","",""
"2020-08-19","150","329","145","146","218","1001","414","530","8686","524","466","325","466","425","552","618","103","175","3589","302","411","10369","2665","339","349","792","1190","","107","611","1911","292","959","84","","202","518","585","729","554","926","360","515","152","245","375","375","509","232","296","358","1480","83","600","","","","","","","",""
"2020-08-20","159","334","153","147","222","1012","426","533","8848","528","479","334","483","440","568","637","106","195","3719","315","421","10558","2750","376","359","799","1211","","112","632","1926","294","993","","","203","543","617","730","561","933","369","524","167","263","385","383","537","240","299","361","1505","84","622","","","","","","","",""
"2020-08-21","161","361","172","152","233","1014","458","541","8988","530","503","339","498","457","576","655","109","208","3840","323","434","10785","2867","383","361","808","1226","","117","645","1936","307","997","91","","208","558","646","757","586","939","371","538","173","283","389","393","547","240","300","366","1527","84","646","","","","","","","",""
"2020-08-22","165","371","204","154","233","1015","506","548","9123","535","514","348","512","490","582","669","112","214","3999","341","447","10966","2978","403","368","822","1265","","118","657","1953","311","1032","94","","213","571","676","770","605","968","383","549","175","308","396","406","566","244","304","370","1546","89","664","","","","","","","",""
"2020-08-23","172","375","211","154","236","1037","538","551","9284","541","525","361","526","500","594","689","135","229","4117","370","456","11160","3096","442","385","840","1293","","126","675","1975","313","1049","119","","217","582","706","790","617","981","400","560","182","325","409","415","601","246","304","373","1547","94","692","","","","","","","",""
"2020-08-24","172","414","281","159","237","1047","567","556","9413","543","537","381","538","515","605","715","115","239","4205","379","470","11407","3199","479","403","857","1319","","130","692","1980","321","1069","127","","221","602","735","820","631","996","414","576","195","347","418","426","620","253","310","376","1580","100","716","","","","","","","",""
"2020-08-25","174","416","306","164","249","1061","578","565","9541","547","537","399","549","550","617","739","126","244","4348","388","483","11672","3339","519","417","864","1341","","142","714","1997","332","1111","148","","228","609","746","843","643","1015","433","592","205","380","421","434","658","265","321","380","1596","105","735","","","","","","","",""
"2020-08-26","177","417","335","165","255","1062","588","573","9670","548","539","411","561","569","630","764","","254","4450","402","490","11859","3456","521","427","867","1374","","144","719","2009","338","1120","149","","229","616","756","870","652","1050","452","598","211","409","423","439","702","268","330","385","1617","110","764","","","","","","","",""
"2020-08-27","179","447","348","172","265","1079","599","581","9825","550","549","424","584","596","641","800","127","261","4606","408","510","12030","3582","570","436","882","1410","","147","733","2026","348","1130","154","","231","628","770","887","654","1081","467","612","222","439","432","455","745","280","335","390","1651","112","777","","","","","","","",""
"2020-08-28","186","493","355","182","273","1091","617","587","9956","552","561","439","591","606","663","834","129","279","4724","408","520","12228","3706","572","452","895","1459","","158","755","2039","362","1161","161","","245","633","784","920","660","1092","478","617","231","468","440","470","784","283","338","400","1666","116","800","","","","","","","",""
"2020-08-29","191","523","367","190","285","1109","642","591","10131","553","573","446","604","644","679","853","135","295","4892","417","535","12454","3832","590","466","905","1508","","160","768","2056","387","1171","167","","254","645","807","944","678","1110","495","629","237","499","444","481","831","292","344","407","1688","121","836","","","","","","","",""
"2020-08-30","193","563","401","202","288","1121","658","606","10307","558","583","455","618","668","699","878","142","319","5110","424","538","12719","3970","605","466","918","1537","","176","778","2066","393","1188","173","","254","652","832","969","695","1118","515","640","239","542","461","499","888","293","353","412","1740","125","872","","","","","","","",""
"2020-08-31","196","586","409","217","288","1139","686","618","10496","562","597","458","627","678","714","888","145","336","5305","426","546","12991","4105","644","481","936","1573","","181","800","2079","404","1215","174","","265","667","841","997","727","1135","532","657","246","565","464","506","944","315","363","425","1768","128","906","","","","","","","",""
"2020-09-01","213","594","415","221","296","1142","728","626","10695","564","615","461","647","700","722","916","156","341","5511","438","560","13249","4234","649","492","949","1616","","200","812","2100","422","1225","178","","269","684","865","1030","757","1156","552","676","250","612","464","514","993","315","380","433","1783","128","928","","","","","","","",""
"2020-09-02","216","627","436","222","300","1156","742","633","10858","566","636","468","685","707","740","934","169","341","5615","449","573","13492","4323","652","498","963","1656","","259","822","2109","441","1247","187","","274","693","875","1074","787","1174","573","715","255","670","465","523","1057","324","383","438","1809","135","954","","","","","","","",""
"2020-09-03","219","640","457","237","301","1166","761","633","11056","572","658","482","710","737","757","949","177","350","5861","470","588","13751","4452","677","510","976","1693","","268","861","2117","481","1269","196","","278","714","879","1118","808","1198","591","740","268","711","478","535","1090","326","389","441","1855","139","982","","","","","","","",""
"2020-09-04","224","661","458","246","337","1204","785","638","11265","573","678","494","732","770","777","985","178","362","6054","479","600","14030","4622","699","517","988","1760","","274","894","2132","500","1287","201","","287","723","894","1145","830","1217","605","766","281","711","482","543","1119","331","405","456","1884","142","1005","","","","","","","",""
"2020-09-05","231","693","480","266","348","1226","790","647","11437","577","695","507","762","780","791","1019","185","372","6214","492","620","14314","4738","742","530","1006","1805","","287","922","2152","528","1321","204","","293","741","902","1182","861","1235","622","794","285","716","493","562","1190","336","410","469","1918","147","1029","","","","","","","",""
"2020-09-06","236","726","493","267","366","1258","808","648","11634","582","712","520","776","808","811","1068","202","375","6348","506","636","14590","4934","784","537","1027","1881","","295","940","2158","561","1337","210","","293","758","905","1225","885","1256","641","821","300","741","499","577","1232","340","415","475","1943","156","1064","","","","","","","",""
"2020-09-07","246","748","497","272","382","1288","838","656","11821","582","732","545","803","825","827","1103","205","398","6534","513","666","14869","5147","787","549","1045","1951","","318","967","2179","602","1358","223","","302","788","922","1261","920","1286","664","850","314","746","520","592","1299","356","426","485","1974","172","1092","","","","","","","",""
"2020-09-08","249","754","507","288","416","1315","868","663","12026","583","743","569","839","856","829","1152","205","411","6701","528","706","15164","5329","831","560","1068","1985","","325","1000","2199","648","1380","228","","315","827","952","1289","952","1305","691","879","326","752","531","602","1347","377","437","506","2005","177","1114","","","","","","","",""
"2020-09-09","257","766","510","293","440","1326","914","676","12241","585","758","597","872","872","852","1200","212","421","6905","535","746","15451","5516","839","563","1092","2035","","336","1041","2206","685","1411","230","","317","847","970","1336","988","1329","723","908","341","769","541","604","1391","416","437","516","2039","189","1134","","","","","","","",""
"2020-09-10","276","798","514","302","472","1333","965","676","12446","595","770","625","910","888","873","1233","228","428","7089","557","784","15763","5683","867","571","1121","2125","","347","1069","2220","822","1435","244","","325","882","985","1387","1021","1410","759","947","358","779","568","615","1450","457","438","525","2088","191","1151","","","","","","","",""
"2020-09-11","285","822","515","310","508","1367","1014","692","12681","608","796","649","960","909","894","1269","249","438","7277","584","823","16089","5853","906","593","1139","2188","","360","1102","2227","888","1469","246","","331","913","997","1414","1043","1464","797","994","376","800","606","649","1507","483","446","535","2139","202","1199","","","","","","","",""
"2020-09-12","292","835","530","312","536","1398","1071","698","12945","611","806","679","1008","935","920","1334","252","443","7484","597","860","16430","6018","946","600","1164","2281","","364","1118","2246","1047","1484","251","","350","953","1011","1464","1082","1493","832","1035","395","848","652","659","1560","505","457","550","2176","213","1222","","","","","","","",""
"2020-09-13","304","843","552","313","542","1442","1112","705","13187","616","819","716","1078","965","946","1406","259","460","7640","613","897","16781","6214","983","634","1182","2352","","378","1146","2263","1110","1518","254","","364","973","1022","1500","1120","1564","871","1079","415","907","667","664","1608","519","474","567","2223","221","1245","","","","","","","",""
"2020-09-14","308","851","563","325","561","1466","1171","715","13431","618","867","743","1103","985","972","1450","272","477","7825","648","932","17160","6441","1027","698","1209","2441","","387","1178","2284","1246","1550","254","","382","991","1047","1523","1161","1620","909","1108","440","978","684","675","1669","530","484","589","2272","225","1271","","","","","","","",""
"2020-09-15","309","875","605","331","577","1474","1228","730","13646","627","895","764","1114","1009","996","1496","283","510","8029","666","972","17546","6643","1043","757","1222","2525","","392","1197","2311","1344","1585","254","","382","998","1058","1544","1210","1691","948","1136","465","1061","697","692","1701","546","502","600","2303","247","1303","","","","","","","",""
"2020-09-16","314","886","611","339","608","1506","1277","738","13902","632","918","791","1160","1017","1025","1566","308","520","8255","688","1008","17939","6767","1077","820","1235","2607","","414","1226","2324","1429","1616","268","","429","1022","1072","1579","1246","1741","984","1181","490","1132","714","699","1755","559","538","611","2362","259","1337","","","","","","","",""
"2020-09-17","321","890","640","353","631","1573","1325","747","14115","654","944","824","1214","1025","1045","1640","320","547","8456","696","1046","18320","6951","1096","847","1251","2685","","423","1275","2362","1506","1648","269","","464","1033","1089","1628","1301","1786","1023","1221","508","1155","747","713","1791","574","569","613","2399","271","1368","","","","","","","",""
"2020-09-18","327","894","664","366","667","1586","1374","769","14339","662","972","859","1257","1057","1075","1705","342","571","8720","704","1087","18716","7151","1103","882","1267","2762","","446","1304","2379","1615","1688","276","","481","1046","1113","1661","1354","1830","1065","1260","533","1242","756","721","1822","593","585","622","2448","338","1388","","","","","","","",""
"2020-09-19","333","902","738","386","687","1604","1447","787","14602","665","998","889","1311","1085","1099","1756","350","600","8938","711","1127","19124","7393","1111","911","1294","2804","","463","1328","2413","1692","1742","288","","507","1069","1137","1693","1405","1907","1112","1287","578","1321","760","733","1846","598","603","654","2500","351","1412","","","","","","","",""
"2020-09-20","341","905","805","402","738","1624","1490","796","14874","674","1035","934","1366","1112","1122","1791","366","615","9133","736","1174","19517","7636","1133","960","1314","2839","","503","1352","2428","1754","1788","291","","539","1076","1153","1734","1443","1977","1160","1301","626","1397","776","751","1880","605","616","681","2558","361","1448","","","","","","","",""
"2020-09-21","348","906","830","411","767","1644","1546","811","15122","676","1061","977","1380","1122","1148","1849","381","637","9353","741","1216","19936","7887","1154","1011","1337","2894","","538","1394","2459","1852","1803","291","","556","1089","1170","1762","1468","2035","1204","1331","670","1483","780","760","1909","626","634","689","2628","401","1476","","","","","","","",""
"2020-09-22","355","910","882","420","809","1666","1568","827","15394","679","1091","1026","1400","1132","1176","1906","394","651","9517","754","1257","20382","8136","1179","1044","1363","2956","","559","1433","2478","1918","1843","308","","570","1101","1189","1791","1502","2093","1246","1355","717","1572","800","770","1932","647","669","722","2664","433","1511","","","","","","","",""
"2020-09-23","367","924","912","427","850","1701","1599","876","15643","682","1118","1082","1423","1146","1206","1966","405","660","9689","763","1296","20833","8381","1221","1059","1393","3012","","570","1441","2493","1982","1878","314","","587","1125","1204","1815","1524","2128","1290","1380","743","1641","806","776","1957","667","687","733","2711","437","1520","","","","","","","",""
"2020-09-24","373","927","964","429","878","1731","1638","890","15910","689","1148","1128","1460","1160","1236","2017","428","692","9818","774","1337","21247","8568","1244","1071","1419","3053","","581","1466","2500","2063","1902","319","","591","1143","1211","1846","1557","2170","1327","1405","788","1724","819","791","1982","695","690","748","2772","464","1564","","","","","","","",""
"2020-09-25","376","933","973","448","895","1742","1672","923","16187","692","1166","1167","1485","1170","1268","2068","448","699","9970","779","1386","21683","8780","1266","1118","1450","3107","","593","1484","2510","2126","1918","319","","610","1163","1222","1872","1574","2216","1361","1433","810","1792","839","804","2005","726","715","755","2798","490","1588","","","","","","","",""
"2020-09-26","380","937","1006","457","932","1765","1686","929","16460","697","1174","1206","1526","1184","1294","2139","454","714","10121","796","1431","22128","8979","1301","1140","1472","3175","","630","1492","2539","2205","1929","321","","623","1184","1239","1906","1615","2277","1385","1458","849","1835","845","819","2026","765","746","764","2835","514","1601","","","","","","","",""
"2020-09-27","386","942","1011","460","965","1780","1725","938","16722","702","1190","1245","1567","1200","1339","2174","459","723","10233","829","1484","22606","9207","1341","1173","1490","3227","","656","1505","2550","2300","1951","","","650","1193","1251","1932","1647","2353","1424","1488","869","1875","872","830","2039","791","763","768","2882","536","1631","","","","","","","",""
"2020-09-28","387","955","1042","471","995","1786","1745","941","16982","705","1212","1273","1604","1205","1382","2201","473","738","10331","847","1551","23074","9397","1355","1193","1498","3253","","675","1526","2551","2344","1962","321","","657","1222","1258","1955","1667","2389","1453","1509","894","1901","883","838","2060","809","775","780","2923","556","1648","","","","","","","",""
"2020-09-29","393","959","1068","474","1046","1796","1783","949","17130","707","1224","1307","1652","1222","1415","2226","478","745","10406","870","1601","23523","9598","1373","1206","1521","3292","","689","1532","2560","2386","1968","323","","657","1243","1275","1986","1690","2436","1482","1525","939","1934","895","839","2094","829","803","794","2938","583","1665","","","","","","","",""
"2020-09-30","394","970","1097","481","1105","1809","1818","956","17408","709","1246","1360","1679","1227","1442","2250","478","750","10529","874","1648","24005","9774","1415","1215","1533","3345","","698","1553","2571","2427","1991","326","","665","1252","1287","2002","1707","2459","1504","1544","979","1971","909","843","2111","863","825","803","2955","591","1680","","","","","","","",""
"2020-10-01","397","972","1134","489","1158","1828","1867","962","17673","713","1261","1408","1704","1236","1473","2274","488","760","10647","928","1732","24474","9907","1426","1233","1547","3361","","704","1562","2595","2466","2014","327","","685","1275","1297","2019","1728","2510","1526","1568","1005","2000","924","847","2143","881","853","809","2982","598","1704","","","","","","","",""
"2020-10-02","402","974","1156","495","1196","1849","1894","966","17915","715","1269","1439","1736","1243","1511","2300","500","773","10744","950","1825","24969","10079","1454","1253","1550","3395","","717","1568","2603","2511","2035","332","","693","1282","1322","2034","1748","2546","1554","1608","1026","2022","936","853","2190","894","882","829","3003","631","1722","","","","","","","",""
"2020-10-03","402","977","1162","499","1220","1863","1909","969","18163","718","1285","1468","1759","1247","1524","2321","515","778","10810","968","1880","25450","10261","1477","1271","1554","3420","","734","1576","2610","2553","2052","334","","695","1308","1328","2050","1770","2588","1583","1644","1043","2039","950","858","2229","929","911","839","3028","646","1737","","","","","","","",""
"2020-10-04","403","982","1182","506","1250","1876","1936","972","18365","724","1297","1505","1771","1253","1562","2338","520","783","10843","1004","1932","25927","10425","1485","1291","1570","3437","","758","1580","2619","2592","2070","335","","696","1325","1356","2068","1785","2624","1617","1657","1045","2051","962","866","2256","960","941","847","3048","666","1761","","","","","","","",""
"2020-10-05","405","982","1186","507","1278","1882","1959","974","18519","726","1302","1542","1787","1256","1605","2358","523","787","10879","1010","1985","26381","10578","1498","1301","1583","3450","","760","1586","2621","2626","2093","339","","700","1340","1371","2084","1807","2647","1641","1671","1066","2067","969","872","2287","976","953","852","3063","680","1770","","","","","","","",""
"2020-10-06","405","984","1204","510","1314","1896","2000","980","18689","733","1307","1575","1815","1270","1622","2385","529","799","10949","1026","2018","26806","10719","1508","1330","1586","3461","","779","1597","2638","2666","2103","339","","706","1349","1384","2100","1826","2679","1663","1687","1067","2085","977","897","2314","989","974","858","3071","705","1781","","","","","","","",""
"2020-10-07","411","988","1216","514","1349","1905","2029","982","18931","738","1323","1619","1832","1271","1636","2407","542","807","11011","1035","2042","27288","10863","1519","1344","1598","3482","","793","1603","2646","2696","2107","343","","725","1375","1398","2117","1850","2695","1680","1700","1074","2107","987","904","2345","997","1002","862","3095","715","1795","","","","","","","",""
"2020-10-08","413","1004","1229","519","1380","1929","2050","992","19150","745","1326","1642","1851","1278","1655","2427","551","812","11076","1044","2064","27757","10995","1536","1362","1623","3526","","807","1613","2657","2729","2115","353","","740","1413","1420","2149","1885","2735","1699","1717","1080","2126","998","911","2371","1011","1011","872","3114","737","1809","","","","","","","",""
"2020-10-09","416","1008","1256","521","1417","1937","2065","996","19338","751","1343","1668","1856","1294","1671","2436","558","818","11168","1079","2089","28198","11109","1561","1381","1634","3554","","830","1623","2667","2751","2117","362","","740","1450","1450","2168","1931","2762","1722","1732","1085","2147","1005","922","2405","1030","1019","874","3127","753","1821","","","","","","","",""
"2020-10-10","419","1013","1296","526","1451","1948","2104","1004","19572","754","1351","1685","1870","1301","1685","2458","570","829","11197","1085","2113","28637","11218","1573","1445","1642","3566","","833","1630","2674","2780","2123","363","","748","1485","1465","2183","1957","2796","1745","1762","1092","2162","1016","934","2446","1052","1052","880","3133","765","1843","","","","","","","",""
"2020-10-11","419","1021","1316","530","1491","1960","2127","1005","19828","758","1359","1701","1889","1301","1694","2477","576","833","11242","1123","2135","29066","11321","1578","1490","1651","3578","","848","1641","2679","2795","2133","368","","753","1510","1474","2192","1993","2833","1767","1807","1097","2175","1034","936","2479","1064","1077","884","3153","790","1855","","","","","","","",""
"2020-10-12","421","1023","1323","533","1527","1966","2134","1024","20031","760","1366","1715","1899","1305","1709","2489","585","835","11296","1126","2160","29519","11416","1597","1504","1655","3600","","852","1649","2681","2819","2137","372","","755","1557","1487","2206","2020","2860","1790","1913","1103","2188","1043","939","2499","1079","1094","887","3173","799","1864","","","","","","","",""
"2020-10-13","429","1026","1360","539","1569","1984","2167","1028","20244","762","1372","1728","1919","1309","1724","2505","590","842","11346","1171","2184","29937","11490","1604","1517","1664","3620","","862","1663","2689","2850","2143","373","","757","1566","1492","2226","2045","2894","1814","1952","1105","2205","1048","947","2529","1094","1117","889","3183","805","1869","","","","","","","",""
"2020-10-14","430","1029","1399","541","1693","2023","2204","1073","21533","767","1424","2123","1941","1313","1740","2540","609","847","11676","1188","2595","30381","11863","1615","1667","1690","3648","","923","1898","2699","2899","2266","376","","770","1583","1497","2240","2179","2972","1953","1976","1143","2453","1072","958","2615","1105","1167","932","3284","816","1934","","","","","","","",""
"2020-10-15","439","1035","1409","542","1721","2030","2229","1075","21714","769","1430","2126","1963","1317","1752","2558","626","852","11721","1210","2643","30753","11932","1624","1682","1697","3671","","933","1905","2701","2913","2276","376","","773","1602","1521","2257","2207","3015","1965","1996","1147","2466","1084","972","2625","1124","1183","941","3300","819","1949","","","","","","","",""
"2020-10-16","442","1039","1441","544","1749","2035","2242","1077","21936","771","1443","2132","1973","1320","1768","2579","629","855","11758","1236","2668","31095","12010","1632","1687","1710","3699","","937","1913","2706","2925","2280","378","","780","1617","1529","2277","2245","3051","1988","2000","1164","2477","1138","979","2643","1159","1198","946","3329","824","1969","","","","","","","",""
"2020-10-17","444","1041","1457","547","1781","2044","2271","1081","22167","773","1449","2144","1981","1330","1783","2611","635","861","11807","1249","2692","31407","12068","1638","1698","1715","3729","","941","1922","2715","2930","2285","384","","782","1634","1535","2296","2262","3067","2009","2011","1180","2493","1145","981","2662","1179","1212","948","3351","839","1978","","","","","","","",""
"2020-10-18","444","1044","1462","551","1817","2051","2294","1085","22370","775","1454","2156","1987","1333","1796","2634","639","862","11847","1254","2715","31622","12130","1645","1702","1717","3741","","949","1940","2716","2939","2295","390","","788","1645","1545","2310","2293","3102","2023","2014","1185","2508","1167","988","2672","1187","1227","949","3369","845","2001","","","","","","","",""
"2020-10-19","444","1044","1481","554","1856","2055","2328","1085","22560","776","1460","2159","1995","1340","1803","2652","653","864","11871","1262","2734","31803","12190","1651","1709","1720","3750","","957","1948","2721","2948","2305","391","","796","1649","1552","2332","2313","3156","2050","2024","1191","2517","1177","999","2685","1230","1237","951","3396","852","2013","","","","","","","",""
"2020-10-20","445","1044","1486","556","1884","2068","2365","1086","22718","776","1464","2164","2006","1353","1812","2670","659","866","11919","1277","2749","32029","12259","1657","1712","1721","3756","","960","1956","2725","2967","2317","405","","799","1653","1557","2343","2336","3192","2072","2033","1197","2525","1186","1010","2694","1244","1261","953","3400","861","2017","","","","","","","",""
"2020-10-21","447","1044","1512","560","1922","2070","2385","1088","22941","777","1484","2170","2014","1362","1820","2687","673","872","11967","1292","2767","32289","12331","1664","1712","1732","3767","","968","1966","2729","2974","2325","406","","799","1659","1565","2359","2356","3223","2100","2042","1200","2530","1193","1012","2706","1271","1266","954","3423","880","2027","","","","","","","",""
"2020-10-22","456","1046","1521","565","1962","2087","2406","1093","23124","777","1491","2179","2022","1372","1824","2708","684","886","11989","1319","2786","32531","12370","1668","1714","1732","3774","","981","1978","2738","2985","2342","407","","802","1674","1588","2375","2375","3260","2123","2053","1209","2540","1195","1018","2710","1287","1281","959","3439","885","2037","","","","","","","",""
"2020-10-23","460","1048","1538","571","1986","2096","2429","1093","23299","778","1497","2187","2032","1375","1830","2715","690","887","12026","1340","2806","32782","12421","1671","1723","1750","3787","","985","1988","2744","2992","2349","410","","803","1687","1599","2389","2385","3281","2142","2064","1215","2549","1203","1020","2714","1303","1291","960","3453","888","2049","","","","","","","",""
"2020-10-24","461","1050","1556","576","2010","2098","2464","1096","23490","778","1502","2196","2042","1380","1838","2723","690","890","12079","1352","2823","33053","12482","1676","1725","1759","3795","","992","2003","2748","2998","2351","416","","805","1702","1616","2408","2400","3308","2159","2070","1219","2555","1206","1022","2722","1306","1304","960","3469","895","2066","","","","","","","",""
"2020-10-25","462","1051","1567","577","2025","2103","2486","1099","23703","779","1508","2206","2051","1384","1845","2732","691","895","12106","1362","2838","33316","12536","1681","1727","1769","3816","","993","2010","2750","3000","2357","419","","806","1713","1621","2423","2420","3348","2174","2076","1232","2562","1215","1033","2727","1314","1306","965","3480","898","2078","","","","","","","",""
"2020-10-26","464","","1577","580","2046","2104","2490","1105","23870","780","1509","2213","2054","1385","1852","2742","693","898","12129","1367","2850","33458","12589","1688","1730","1777","3820","","998","2015","2753","3009","2362","419","","806","1722","1628","2437","2436","3382","2189","2081","1238","2567","1219","1039","2737","1322","1319","972","3486","911","2087","","","","","","","",""
"2020-10-27","464","1051","1588","580","2060","2106","2504","1109","23956","781","1509","2215","2054","1386","1860","2749","694","901","12144","1385","2861","33570","12635","1693","1732","1789","3838","","999","2018","2755","3012","2367","","","807","1725","1632","2445","2445","3394","2202","2083","1239","2570","1222","1045","2740","1336","1325","972","3494","914","2095","","","","","","","",""
"2020-10-28","465","1051","1607","585","2074","2112","2521","1110","24107","","1515","2219","2069","1392","1862","2760","704","907","12203","1399","2870","33718","12670","1701","1734","1799","3848","","1000","2020","2763","3014","2375","421","","807","1737","1638","2452","2466","3424","2218","2091","1242","2572","1232","1052","2747","1351","1342","975","3500","925","2110","","","","","","","",""
"2020-10-29","467","1053","1613","590","2080","2116","2534","1113","24312","781","1524","2232","2076","1398","1862","2767","705","919","12241","1416","2878","33844","12699","1703","1740","1802","3861","","1002","2021","2770","3016","2376","425","","809","1754","1659","2461","2473","3437","2235","2099","1244","2577","1241","1052","2753","1355","1356","975","3515","930","2124","","","","","","","",""
"2020-10-30","468","1054","1616","591","2099","2117","2544","1118","24492","781","1530","2239","2083","1402","1866","2778","713","925","12306","1422","2885","33952","12727","1706","1745","1805","3872","","1007","2025","2778","3019","2377","432","","811","1765","1664","2475","2486","3448","2249","2104","1245","2582","1249","1054","2777","1358","1358","","3535","933","2134","","","","","","","",""
"2020-10-31","468","1054","1635","597","2121","2118","2555","1125","24626","781","1537","2254","2089","1405","1872","2786","716","934","12344","1433","2894","34041","12773","1711","1749","1811","3881","","1007","2028","2791","3023","2387","435","","813","1774","1668","2495","2519","3465","2261","2107","1248","2586","1254","1061","2787","1364","1363","977","3540","937","2145","","","","","","","",""
"2020-11-01","469","1055","1648","598","2140","2120","2570","1131","24846","785","1541","2257","2100","1407","1879","2792","725","936","12380","1444","2908","34118","12807","1713","1752","1816","3888","","1008","2032","2807","3032","2392","437","","","1783","1677","2503","2540","3481","2276","2110","1257","2590","1261","1066","2805","1378","1370","979","3547","944","2155","","","","","","","",""
"2020-11-02","469","1056","1654","603","2155","2123","2586","1134","25034","","1544","2269","2102","1412","1887","2797","729","","12410","1465","2921","34194","12837","1722","1756","1820","3894","","1016","2036","2823","3036","2395","","","814","1791","1683","2509","2556","3498","2292","2110","1258","2596","1263","1070","2812","1392","1381","981","3554","946","2160","","","","","","","",""
"2020-11-03","470","1059","1659","620","2167","2126","2598","1149","25182","786","1544","2273","2111","1417","1896","2806","737","941","12438","1476","2934","34255","12876","1726","1764","1820","3904","","1018","2037","2838","3042","2399","439","","820","1801","1699","2524","2567","3517","2310","2118","1260","2600","1269","1075","2820","1435","1390","984","3558","953","2163","","","","","","","",""
"2020-11-04","470","1061","1667","623","2176","2136","2609","1157","25361","786","1552","2278","2115","1422","1905","2812","749","945","12486","1488","2943","34307","12910","1733","1769","1821","3918","","1021","2043","2846","3047","2400","444","","821","1810","1708","2542","2606","3540","2324","2128","1262","2606","1282","1080","2826","1446","1397","995","3569","961","2174","","","","","","","",""
"2020-11-05","472","1062","1675","629","2186","2144","2616","1162","25541","788","1563","2283","2118","1425","1915","2819","749","956","12543","1498","2951","34372","12943","1740","1769","1821","3937","","1022","2047","2858","3051","2405","450","","822","1825","1719","2549","2635","3585","2339","2137","1265","2614","1288","1087","2833","1455","1406","1001","3579","973","2189","","","","","","","",""
"2020-11-06","475","1062","1684","631","2199","2149","2634","1167","25720","","1569","2284","2129","1432","1925","2827","762","967","12598","1510","2959","34446","12969","1743","1771","1825","3951","","1024","2054","2866","3060","2406","451","","828","1840","1739","2564","2654","3622","2357","2148","1268","2630","1293","1104","2845","1463","1412","1003","3588","990","2204","","","","","","","",""
"2020-11-07","480","1064","1687","640","2217","2152","2650","1173","25893","790","1583","2293","2130","1450","1934","2834","772","978","12679","1520","2972","34527","13000","1745","1773","1833","3964","","","2069","2882","3062","2414","455","","829","1856","1756","2597","2677","3658","2374","2158","1270","2648","1306","1110","2853","1475","1429","1005","3598","991","2225","","","","","","","",""
