"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-07-15","  1.26 %","  3.29 %","   .36 %","  2.35 %","  1.38 %"," 15.15 %","  2.43 %","  2.67 %","  5.58 %","  1.05 %","  2.41 %","  2.91 %","   .82 %","   .00 %","  3.36 %","  2.57 %"
"2020-07-16","   .53 %","   .80 %","  1.94 %","   .63 %","  6.79 %","  5.26 %","   .00 %","  2.86 %","  3.08 %","  1.52 %","  2.35 %","  2.04 %","  1.12 %","   .00 %","  2.03 %","  1.11 %"
"2020-07-17","  1.24 %","  4.04 %","  1.47 %","  6.22 %","  1.69 %"," -5.00 %","  1.42 %","  3.27 %","  4.13 %","  1.54 %","  2.84 %","  2.84 %","   .84 %","   .00 %","  3.59 %","   .96 %"
"2020-07-18","  1.64 %","  2.61 %","  1.07 %","  7.62 %"," 15.83 %","  2.63 %","  1.40 %","  2.18 %","  1.55 %","  2.12 %","  1.62 %","  1.81 %","   .00 %","   .00 %","  2.77 %","   .56 %"
"2020-07-19","   .22 %","  3.37 %","   .64 %","  3.45 %","  5.04 %","  2.56 %","   .23 %","  1.71 %","  1.79 %","   .69 %","  1.35 %","  1.81 %","  1.54 %","   .00 %","  3.00 %","  2.36 %"
"2020-07-20","  -.04 %","   .16 %","   .41 %","   .53 %","  2.05 %","   .00 %","   .00 %","  1.30 %","   .53 %","   .33 %","  1.08 %","  -.05 %","  1.52 %","   .00 %","  1.38 %","   .80 %"
"2020-07-21","  1.42 %","  2.14 %","  2.62 %","  4.01 %","  4.36 %"," -2.50 %","  2.30 %","  2.35 %","  5.35 %","  1.25 %","  1.87 %","  3.35 %","  1.45 %","   .00 %","  3.87 %","  3.15 %"
"2020-07-22","   .65 %","   .70 %","  -.33 %","   .67 %","   .96 %","   .00 %","   .00 %","  1.57 %","  2.54 %","   .43 %","  1.03 %","   .52 %","  1.14 %","   .00 %","  1.04 %","   .46 %"
"2020-07-23","  1.57 %","  1.16 %","  1.54 %","  3.67 %","  4.46 %","   .00 %","   .67 %","  1.69 %","  2.48 %","  1.92 %","  1.09 %","   .93 %","   .96 %","   .00 %","  1.03 %","   .83 %"
"2020-07-24","  1.02 %","   .61 %","  1.55 %","  3.54 %","  7.62 %","  2.56 %","  2.01 %","  2.31 %","  3.05 %","   .72 %","  2.02 %","  3.44 %","  1.16 %","   .00 %","  2.98 %","  1.39 %"
"2020-07-25","  1.32 %","  3.34 %","   .99 %","  6.52 %","  2.55 %","   .00 %","  1.09 %","  2.56 %","  3.04 %","   .42 %","  2.58 %","  2.27 %","  1.75 %","-##.## %","  1.12 %","  2.09 %"
"2020-07-26","   .41 %","  1.83 %","   .32 %","  4.08 %","  1.10 %"," 20.00 %","   .22 %","  1.29 %","   .63 %","   .57 %","  1.10 %","  1.22 %","   .88 %","   .00 %","  1.82 %","  1.49 %"
"2020-07-27","   .34 %","   .79 %","   .42 %"," -1.54 %","  8.20 %"," 12.50 %","   .00 %","  1.21 %","  1.00 %","   .02 %","   .98 %","  1.25 %","   .00 %","   .00 %","  2.04 %","  1.41 %"
"2020-07-28","   .51 %","  1.64 %","   .35 %","  2.99 %","  8.84 %"," -3.70 %","   .65 %","  1.33 %","  2.42 %","   .53 %","  1.21 %","  1.24 %","   .72 %","   .00 %","  1.75 %","  1.23 %"
"2020-07-29","   .17 %","  1.41 %","   .80 %","   .83 %","  2.55 %","   .00 %","   .00 %","  1.53 %","  1.33 %","   .47 %","  2.02 %","   .85 %","   .32 %","   .00 %","  2.09 %","   .90 %"
"2020-07-30","   .64 %","  1.73 %","  1.03 %","  6.58 %"," -1.58 %","  3.85 %","   .43 %","  1.51 %","  1.31 %","  1.01 %","  1.81 %","  2.01 %","  1.34 %","   .00 %","  2.23 %","   .98 %"
"2020-07-31","   .84 %","  2.45 %","   .48 %","  3.98 %","  3.68 %","  1.85 %","   .21 %","  2.13 %","  1.85 %","   .39 %","  1.78 %","  1.46 %","   .85 %","   .00 %","  2.06 %","  1.11 %"
"2020-08-01","  2.00 %","  1.33 %","   .58 %","  1.61 %","  5.99 %","   .00 %","   .64 %","  1.71 %","  2.47 %","  1.02 %","  1.91 %","  2.04 %","   .42 %","   .00 %","  2.60 %","  1.82 %"
"2020-08-02","   .33 %","   .85 %","   .88 %","  1.34 %","  2.30 %","   .00 %","   .21 %","   .82 %","  1.24 %","   .30 %","  1.09 %","   .91 %","  -.08 %","   .00 %","  2.25 %","   .58 %"
"2020-08-03","   .65 %","  1.37 %","   .23 %","   .96 %","   .20 %","  3.64 %","   .21 %","   .57 %","   .43 %","   .25 %","   .52 %","   .90 %","   .08 %","   .00 %","  2.20 %","   .55 %"
"2020-08-04","   .45 %","  -.19 %","   .53 %","   .59 %","   .41 %","   .00 %","   .42 %","   .69 %","   .26 %","   .32 %","   .41 %","   .04 %","   .31 %","   .00 %","  1.35 %","   .12 %"
"2020-08-05","   .68 %","   .39 %","   .66 %","  2.96 %","  3.86 %","   .00 %","   .00 %","  1.06 %","   .82 %","   .15 %","   .92 %","  -.08 %","   .57 %","   .00 %","  1.12 %","   .86 %"
"2020-08-06","   .00 %","   .32 %","   .33 %","  1.49 %","  1.37 %","  1.75 %","   .21 %","   .76 %","   .16 %","   .40 %","  1.94 %","   .31 %","   .38 %","   .00 %","  1.68 %","   .47 %"
"2020-08-07","  1.03 %","   .51 %","   .72 %","   .34 %","  2.12 %","   .00 %","   .21 %","   .73 %","  2.24 %","   .41 %","  1.18 %","   .05 %","   .30 %","   .00 %","  1.55 %","   .71 %"
"2020-08-08","   .13 %","  1.72 %","   .36 %","  2.03 %","  1.89 %"," -1.72 %","   .00 %","   .50 %","   .10 %","   .30 %","  1.32 %","   .35 %","   .26 %","   .00 %","   .71 %","   .56 %"
"2020-08-09","  1.20 %","   .19 %","   .46 %","   .77 %","  1.11 %","   .00 %","  -.42 %","   .40 %","  1.14 %","   .11 %","   .86 %","   .26 %","   .15 %","   .00 %","  1.21 %","  -.02 %"
"2020-08-10","   .03 %","   .50 %","   .29 %","   .44 %","   .73 %","   .00 %","   .21 %","   .25 %","   .50 %","   .02 %","   .65 %","   .00 %","   .34 %","   .00 %","   .70 %","   .86 %"
"2020-08-11","   .09 %","  7.39 %","   .94 %","  3.71 %","  1.09 %","   .00 %","   .42 %","   .33 %","   .75 %","   .30 %","  2.14 %","  1.56 %","  -.07 %","   .00 %","  1.09 %","   .21 %"
"2020-08-12","   .47 %","   .12 %","   .06 %","  2.74 %","   .72 %","   .00 %","  1.46 %","   .31 %","   .74 %","   .32 %","   .69 %","   .54 %","   .22 %","   .00 %","  1.23 %","   .07 %"
"2020-08-13","   .19 %","   .87 %","   .51 %","   .20 %","  2.68 %","   .00 %","   .41 %","   .46 %","  1.08 %","   .41 %","  2.66 %","   .71 %","   .86 %","   .00 %","   .92 %","   .53 %"
"2020-08-14","   .09 %","   .23 %","   .10 %","   .41 %","  1.74 %","   .00 %","   .20 %","   .46 %","   .27 %","   .29 %","   .86 %","   .57 %","  -.07 %","-##.## %","  1.01 %","   .54 %"
"2020-08-15","   .62 %","   .51 %","   .57 %","  1.63 %","  2.05 %","   .00 %","   .20 %","   .40 %","  1.64 %","   .09 %","   .78 %","   .22 %","   .04 %","   .00 %","  1.38 %","   .74 %"
"2020-08-16","   .00 %","   .06 %","   .41 %","   .40 %","  1.34 %","   .00 %","   .00 %","   .40 %","   .45 %","   .02 %","  1.39 %","   .30 %","   .26 %","   .00 %","   .56 %","   .07 %"
"2020-08-17","   .00 %","   .06 %","   .25 %","   .00 %","   .83 %","   .00 %","   .00 %","   .14 %","   .15 %","   .06 %","   .83 %","   .77 %","   .04 %","   .00 %","   .65 %","   .21 %"
"2020-08-18","   .49 %","   .57 %","   .25 %","  1.40 %","   .82 %","   .00 %","   .41 %","   .31 %","   .45 %","   .24 %","  1.18 %","  1.80 %","   .11 %","   .00 %","   .93 %","   .19 %"
"2020-08-19","   .37 %","  -.17 %","   .13 %","   .49 %","  1.14 %","   .00 %","   .00 %","   .33 %","   .83 %","   .04 %","   .36 %","   .60 %","   .04 %","   .00 %","   .50 %","   .16 %"
"2020-08-20","   .24 %","   .34 %","   .41 %","  1.18 %","   .48 %","   .00 %","   .41 %","   .32 %","  1.26 %","   .13 %","   .46 %","   .85 %","   .07 %","   .00 %","   .27 %","   .31 %"
"2020-08-21","   .18 %","   .28 %","   .28 %","  2.61 %","  4.33 %","   .00 %","   .20 %","   .28 %","   .41 %","   .22 %","   .17 %","   .46 %","   .26 %","   .00 %","  1.09 %","   .38 %"
"2020-08-22","   .55 %","   .62 %","   .43 %","  1.32 %","  2.00 %","   .00 %","   .00 %","   .40 %","   .46 %","   .20 %","  1.35 %","   .46 %","   .63 %","   .00 %","   .63 %","   .28 %"
"2020-08-23","   .03 %","   .22 %","   .25 %","  -.09 %","   .75 %","   .00 %","  -.20 %","   .08 %","   .14 %","  -.04 %","   .14 %","   .42 %","   .26 %","   .00 %","   .31 %","   .04 %"
"2020-08-24","  -.03 %","   .00 %","   .15 %","   .28 %","   .00 %","  1.75 %","   .20 %","   .13 %","   .32 %","  -.04 %","   .29 %","   .26 %","   .11 %","   .00 %","   .31 %","   .20 %"
