"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-06-27","31","2","5","0","34","","0","2","","0","0","13","0",""
"2020-06-28","2","","5","3","4","4","34","14","","7","32","4","",""
"2020-06-29","5","6","2","","36","","2","7","2","10","1","14","8",""
"2020-06-30","","5","3","0","-7","82","0","6","","3","28","0","0",""
"2020-07-01","5","1","","0","4","5","5","2","8","","0","43","13",""
"2020-07-02","0","5","","","10","27","0","0","1","1","19","23","2",""
"2020-07-03","5","2","3","2","14","13","0","14","0","","13","10","",""
"2020-07-04","1","0","","","0","0","0","19","","","1","0","0",""
"2020-07-05","1","0","1","","9","5","0","4","","","","1","1",""
"2020-07-06","0","6","5","2","15","7","13","5","2","5","2","0","",""
"2020-07-07","10","2","1","0","5","7","3","1","0","","0","3","3",""
"2020-07-08","2","","1","2","13","0","3","6","2","","","0","0",""
"2020-07-09","2","3","","0","6","1","9","0","","","0","0","1",""
"2020-07-10","","7","","0","21","0","0","1","","","0","5","0",""
"2020-07-11","0","","3","","6","0","2","","","0","1","0","",""
"2020-07-12","","0","","0","0","0","60","0","","","0","0","8",""
"2020-07-13","13","","0","","12","4","0","2","","","0","39","",""
"2020-07-14","","","","","0","0","11","0","","","0","0","0",""
"2020-07-15","4","","","2","32","1","4","6","0","","","21","11",""
"2020-07-16","2","","0","0","13","5","8","0","","","5","14","",""
"2020-07-17","2","","","1","10","7","0","1","","","","0","5",""
"2020-07-18","0","2","","2","16","0","0","","0","1","1","38","0",""
"2020-07-19","0","","1","","25","9","0","0","","","","0","0",""
"2020-07-20","0","","1","","30","3","51","2","","","7","1","1",""
"2020-07-21","0","","","0","9","2","0","9","2","","2","61","0",""
"2020-07-22","0","","2","2","22","7","0","0","0","","0","19","0",""
"2020-07-23","0","","1","","5","0","31","","3","","7","1","2",""
"2020-07-24","2","","","0","33","2","0","","0","0","1","0","4",""
"2020-07-25","0","0","","0","30","12","1","1","0","","0","6","4",""
"2020-07-26","0","","0","9","43","5","0","0","","0","12","0","2",""
"2020-07-27","9","","1","","22","14","24","7","0","0","4","22","6",""
"2020-07-28","0","0","0","0","41","0","0","","","","0","0","4",""
"2020-07-29","0","","","0","42","0","39","0","0","","0","4","6",""
"2020-07-30","2","0","0","0","33","142","0","0","0","0","","4","4",""
"2020-07-31","0","0","0","","95","1","65","8","","0","0","3","0",""
"2020-08-01","34","0","","2","53","7","5","5","7","0","33","0","16",""
"2020-08-02","0","","0","","44","53","0","0","1","0","0","0","9",""
"2020-08-03","0","","","0","16","85","0","0","","0","0","0","0",""
"2020-08-04","0","","0","3","55","125","5","0","0","2","9","99","11",""
"2020-08-05","22","4","1","4","40","87","76","1","7","0","8","127","9",""
"2020-08-06","14","0","2","4","36","53","32","6","0","2","2","34","9",""
"2020-08-07","","","3","0","93","143","18","5","5","6","2","8","21",""
"2020-08-08","","1","0","0","48","79","51","1","0","0","1","46","5",""
"2020-08-09","3","14","0","0","41","56","47","0","1","0","0","0","9",""
"2020-08-10","5","19","0","10","19","59","29","12","0","0","8","6","0",""
"2020-08-11","4","14","4","3","24","53","26","1","23","0","0","14","3",""
"2020-08-12","23","0","1","0","17","46","20","5","0","11","21","72","1",""
"2020-08-13","2","0","10","0","31","46","15","7","","0","0","216","0",""
"2020-08-14","3","7","0","3","47","122","35","12","38","","4","217","0",""
"2020-08-15","6","","0","15","24","126","48","0","18","0","0","7","2",""
"2020-08-16","1","1","4","2","20","218","85","5","","","4","7","5",""
"2020-08-17","","2","11","4","16","131","88","12","1","2","35","83","0",""
"2020-08-18","10","0","2","0","56","0","29","6","0","2","17","117","0",""
"2020-08-19","","3","13","2","10","175","29","2","","0","23","20","131",""
"2020-08-20","4","1","1","22","33","145","25","11","","","19","40","",""
"2020-08-21","4","13","2","5","30","78","23","5","0","8","21","53","1",""
"2020-08-22","5","0","17","14","94","120","42","4","36","1","1","10","1",""
"2020-08-23","14","4","20","4","33","76","50","1","3","0","5","150","99",""
"2020-08-24","3","3","9","8","77","114","27","10","","7","57","71","46",""
"2020-08-25","4","0","","11","48","55","80","10","","7","13","50","11",""
"2020-08-26","2","0","3","0","79","84","75","2","0","26","2","30","20",""
"2020-08-27","0","0","3","23","18","94","76","2","0","0","1","27","7",""
"2020-08-28","1","0","3","2","42","144","1","22","2","2","1","97","32",""
"2020-08-29","6","7","3","3","82","0","51","1","1","12","21","187","26",""
"2020-08-30","0","0","15","1","121","187","97","5","0","1","32","0","21",""
"2020-08-31","2","0","27","0","209","227","57","19","0","7","29","0","27",""
"2020-09-01","15","4","1","0","80","92","170","17","","9","2","0","14",""
"2020-09-02","8","8","6","0","53","227","21","8","0","2","7","51","34",""
"2020-09-03","6","0","0","0","102","31","55","2","0","3","0","299","10",""
"2020-09-04","0","0","52","0","95","107","21","10","0","0","107","85","25",""
"2020-09-05","0","0","4","6","154","0","13","0","3","1","32","292","30",""
"2020-09-06","46","0","0","","160","143","36","16","2","0","45","103","40",""
"2020-09-07","43","25","2","1","191","62","49","1","0","0","0","66","33",""
"2020-09-08","19","0","5","0","108","121","6","21","0","3","0","138","6",""
"2020-09-09","4","1","20","12","70","100","62","16","55","33","98","300","18",""
"2020-09-10","0","0","14","7","0","0","51","30","35","0","131","253","0",""
"2020-09-11","0","0","0","9","0","0","206","62","93","2","0","235","38",""
"2020-09-12","18","0","7","3","108","135","0","30","0","3","0","275","24",""
"2020-09-13","14","0","4","6","329","0","209","11","27","6","63","311","29",""
"2020-09-14","154","0","29","11","271","197","124","23","0","3","1","171","53",""
"2020-09-15","47","25","11","45","223","87","110","19","39","64","39","228","71",""
"2020-09-16","24","46","20","26","272","327","36","63","17","17","70","249","25",""
"2020-09-17","4","1","2","14","166","67","132","29","6","42","24","10","36",""
"2020-09-18","16","16","22","20","427","293","183","15","10","40","93","110","40",""
"2020-09-19","7","24","7","30","201","72","79","20","23","27","41","325","22",""
"2020-09-20","12","9","4","1","429","125","42","6","0","7","62","153","5",""
"2020-09-21","37","0","5","11","307","272","180","31","31","24","108","158","8",""
"2020-09-22","85","9","41","8","454","220","16","85","46","2","36","82","23",""
"2020-09-23","16","11","25","19","379","186","185","56","21","39","24","16","39",""
"2020-09-24","1","0","20","10","191","113","227","65","28","0","5","313","58",""
"2020-09-25","16","86","34","0","582","176","99","19","18","2","33","383","40",""
"2020-09-26","14","21","6","20","389","204","62","31","37","5","6","165","47",""
"2020-09-27","104","2","7","6","244","259","21","35","0","12","23","73","27",""
"2020-09-28","22","13","24","37","439","317","109","77","78","5","19","21","23",""
"2020-09-29","74","5","120","23","411","169","301","94","4","13","19","142","38",""
"2020-09-30","21","27","16","32","424","139","138","48","32","2","36","39","22",""
"2020-10-01","33","12","18","46","216","106","62","32","22","21","0","207","26",""
"2020-10-02","17","11","38","1","196","20","9","29","0","3","0","0","16",""
"2020-10-03","35","8","40","1","257","48","181","21","0","4","30","275","19",""
"2020-10-04","25","1","17","0","158","28","46","22","0","37","18","20","20",""
"2020-10-05","24","21","47","34","211","241","69","116","38","1","0","78","1",""
"2020-10-06","2","3","4","0","262","160","73","37","12","21","16","6","4",""
"2020-10-07","38","12","10","1","195","24","56","16","60","9","31","205","6",""
"2020-10-08","21","26","45","0","246","116","95","69","18","2","121","48","97",""
"2020-10-09","10","5","28","34","581","190","41","149","7","12","32","34","116",""
"2020-10-10","4","6","26","1","178","0","107","1","10","5","7","16","51",""
"2020-10-11","0","1","31","79","122","153","5","5","0","29","13","9","9",""
"2020-10-12","17","10","10","28","143","137","36","5","20","9","62","133","54",""
"2020-10-13","4","11","19","12","254","115","73","55","37","14","43","0","28",""
"2020-10-14","12","15","12","11","156","179","67","16","39","7","52","209","52",""
"2020-10-15","19","23","85","7","252","86","51","35","0","25","138","58","54",""
"2020-10-17","26","12","53","8","126","176","121","50","28","16","3","20","26",""
"2020-10-18","1","0","3","3","11","42","2","3","0","20","8","28","41",""
"2020-10-19","21","10","14","28","138","33","37","20","25","86","59","21","12",""
"2020-10-20","7","8","10","0","103","81","4","65","16","4","0","56","22",""
"2020-10-21","24","8","16","58","308","81","118","30","12","13","23","42","37",""
"2020-10-22","34","6","66","13","192","54","44","61","26","2","24","33","13",""
"2020-10-23","13","4","20","5","258","53","19","65","19","0","20","2","40",""
"2020-10-25","","9","65","19","106","26","15","0","0","52","24","1","2",""
"2020-10-26","29","16","24","0","196","170","158","10","21","6","7","57","6",""
"2020-10-27","14","16","10","9","115","50","59","23","9","10","29","54","24",""
"2020-10-28","24","8","20","8","127","20","85","53","5","8","23","52","30",""
"2020-10-29","3","0","38","2","175","32","43","108","5","3","13","5","29",""
"2020-10-30","5","0","11","46","75","21","40","1","0","10","2","12","19",""
"2020-10-31","0","0","13","0","81","1","19","4","0","3","13","0","18",""
"2020-11-01","25","0","18","0","56","7","11","6","2","40","5","0","8",""
"2020-11-02","5","29","36","0","96","34","35","98","39","29","14","10","16",""
"2020-11-03","10","10","1","5","208","36","4","38","0","33","12","26","26",""
"2020-11-04","1","9","15","0","86","24","6","31","25","3","11","44","15",""
"2020-11-05","11","5","8","0","81","53","146","43","0","37","27","150","41",""
"2020-11-06","20","0","54","8","98","32","47","53","73","1","15","2","1",""
"2020-11-07","3","12","5","0","76","44","25","69","23","23","0","55","2",""
"2020-11-08","1","0","2","0","65","1","4","4","","3","66","0","9",""
"2020-11-09","9","10","20","","61","24","0","30","12","20","12","0","7",""
"2020-11-10","0","5","47","0","75","21","119","76","7","131","24","0","0",""
"2020-11-11","34","13","22","56","63","46","51","34","18","42","2","85","5",""
"2020-11-12","16","10","46","0","136","45","4","197","19","1","6","8","44",""
"2020-11-15","7","0","2","","117","0","7","3","20","56","0","0","6",""
"2020-11-16","1","1","65","0","126","4","142","40","15","35","3","0","9",""
"2020-11-17","43","0","34","0","92","47","41","57","54","22","11","39","0",""
"2020-11-18","2","41","43","0","149","75","9","47","11","0","8","28","12",""
"2020-11-19","19","6","31","7","109","68","8","6","15","35","12","70","2",""
"2020-11-20","54","0","23","18","104","74","95","88","38","18","25","38","10",""
"2020-11-21","3","21","62","3","167","53","30","8","26","33","1","49","2",""
"2020-11-22","1","1","26","0","115","15","7","1","0","52","11","0","22",""
"2020-11-23","27","0","31","0","49","15","87","116","23","4","34","39","3",""
"2020-11-24","2","19","3","0","74","17","6","1","0","7","33","0","11",""
"2020-11-25","47","1","16","40","140","13","27","62","29","6","21","21","21",""
"2020-11-26","15","13","5","1","132","19","19","12","3","23","4","62","9",""
"2020-11-27","4","4","16","0","103","35","70","28","37","25","17","40","12",""
"2020-11-28","8","17","74","0","187","30","0","5","1","9","1","4","6",""
"2020-11-29","3","2","0","0","205","0","0","0","46","13","0","0","9",""
"2020-11-30","7","1","54","0","168","3","74","11","0","33","0","0","1",""
"2020-12-01","42","9","24","1","181","35","37","84","62","11","22","27","3",""
"2020-12-26","0","12","0","16","174","60","99","6","23","4","0","8","14",""
"2020-12-27","40","11","0","0","118","0","43","0","0","4","12","0","1",""
"2020-12-28","0","0","104","0","50","36","14","30","0","20","2","49","0",""
"2020-12-29","59","1","6","5","138","54","124","22","31","14","28","50","23",""
"2020-12-30","47","7","4","85","231","49","139","2","6","7","13","33","101",""
"2020-12-31","11","5","34","0","193","42","104","72","0","20","15","16","27",""
"2021-01-01","22","0","8","24","179","35","105","12","60","3","10","11","23",""
"2021-01-02","16","13","5","0","186","32","102","17","29","19","14","9","21",""
"2021-01-03","4","1","0","0","149","0","60","2","0","1","0","0","27",""
"2021-01-04","20","","7","0","173","57","114","37","123","12","38","89","25",""
"2021-01-05","2","2","9","74","115","50","73","13","92","0","15","22","16",""
"2021-01-06","14","7","5","7","187","37","100","13","1","0","4","13","27",""
"2021-01-07","0","0","11","2","215","16","110","13","0","6","18","22","26",""
"2021-01-08","12","1","9","9","133","25","102","16","37","4","8","21","13",""
"2021-01-09","0","2","0","0","84","0","108","2","0","1","16","0","30",""
"2021-01-10","1","1","0","1","111","0","103","8","51","11","1","0","15",""
"2021-01-11","38","6","6","0","174","78","123","0","29","5","16","40","8",""
"2021-01-12","2","2","6","0","100","33","52","38","2","4","5","16","16",""
"2021-01-13","4","14","1","38","129","17","60","11","1","7","4","0","3",""
"2021-01-14","0","1","1","5","68","29","57","0","","4","4","12","6",""
"2021-01-15","10","3","4","11","84","17","68","3","18","4","12","0","0",""
"2021-01-16","3","1","2","0","106","43","51","12","0","8","13","31","2",""
"2021-01-17","","","0","0","55","2","40","","","0","1","0","0",""
"2021-01-18","21","","10","","89","49","49","33","15","4","8","38","14",""
"2021-01-19","29","0","1","6","63","37","55","13","12","5","27","0","3",""
"2021-01-20","0","","1","","65","2","62","0","0","","1","0","0",""
"2021-01-21","3","0","6","23","105","33","56","9","5","1","12","11","19",""
"2021-01-22","16","9","9","0","72","17","48","2","0","0","8","1","1",""
"2021-01-23","0","1","4","32","65","26","27","0","10","0","6","34","7",""
"2021-01-24","","","0","-32","30","0","25","","0","","0","0","2",""
"2021-01-25","","","53","","81","47","33","9","4","8","18","0","1",""
"2021-01-26","","4","8","","58","0","26","","","3","0","0","3",""
"2021-01-27","8","0","2","0","48","25","5","","1","1","5","0","1",""
"2021-01-28","3","2","0","","78","27","28","0","3","","","11","26",""
"2021-01-29","0","0","1","0","42","16","30","0","1","5","1","15","5",""
"2021-01-30","26","","1","","59","15","36","28","1","0","","0","1",""
"2021-01-31","","","","0","63","0","22","","","0","","0","1",""
"2021-02-01","1","","1","","59","24","35","","2","3","5","7","2",""
"2021-02-02","0","0","","0","28","11","30","","","2","5","1","3",""
"2021-02-03","","","1","","20","15","22","","","","","37","0",""
"2021-02-04","5","","2","","44","11","22","","4","","3","0","1",""
"2021-02-05","0","6","0","","59","2","21","","0","0","7","2","",""
"2021-02-06","3","","1","0","31","15","0","0","0","","","0","",""
"2021-02-07","","","","","11","0","24","","","0","","0","",""
"2021-02-08","","12","","0","32","22","11","0","0","1","11","53","",""
"2021-02-09","","21","0","","17","11","15","","2","","1","0","",""
"2021-02-10","13","10","0","","30","7","13","","10","1","0","25","1",""
"2021-02-11","0","","0","","31","9","21","","12","","2","0","2",""
"2021-02-12","","9","0","0","28","9","10","0","6","","0","0","1",""
"2021-02-13","0","","","","22","9","16","","0","","0","0","",""
"2021-02-14","","","","0","0","0","0","","1","","","0","",""
"2021-02-15","","17","0","","40","1","8","","8","1","2","22","",""
"2021-02-16","3","7","4","","26","17","12","0","12","15","","0","",""
"2021-02-17","2","","","","28","12","11","","0","","0","0","",""
"2021-02-18","","","0","","9","9","12","","","","","0","",""
"2021-02-19","","","6","","30","3","7","","","","","22","",""
"2021-02-20","-1","2","4","69","-160","-28","-90","-13","0","","-9","-38","-1",""
"2021-02-21","","","0","","12","3","0","0","","1","0","0","",""
"2021-02-22","27","6","0","0","5","18","11","1","","","2","0","2",""
"2021-02-23","19","1","3","","5","0","5","2","3","","0","0","",""
"2021-02-24","0","","4","","20","23","6","","","","","27","",""
"2021-02-25","1","","0","0","13","12","7","","11","","","8","",""
"2021-02-26","","0","","","24","6","6","","2","","","0","",""
"2021-02-27","1","","1","","9","0","7","-24","-1","1","2","7","1",""
"2021-02-28","0","","1","0","10","0","0","","","","0","0","",""
"2021-03-01","","","3","","10","0","11","2","","","0","0","",""
"2021-03-02","3","4","","","5","29","13","2","","0","1","8","",""
"2021-03-03","10","","","","5","6","5","2","","0","3","0","",""
"2021-03-04","0","","2","","4","5","8","0","0","","","0","",""
"2021-03-05","","0","","","20","5","9","1","","","","0","",""
"2021-03-06","","0","","","20","6","10","0","0","","1","1","0",""
"2021-03-07","0","","","","20","0","2","0","","","","0","",""
"2021-03-08","","","0","","20","0","2","4","","","","0","",""
"2021-03-09","1","","1","0","20","33","19","0","","","","24","",""
"2021-03-10","","","","","20","10","12","0","","0","3","0","",""
"2021-03-11","","0","","","20","0","6","0","","0","","0","",""
"2021-03-12","","0","","","20","27","14","5","","0","2","0","",""
"2021-03-13","0","0","","","20","0","85","1","0","","","","",""
"2021-03-14","","","","","20","0","4","","0","0","","0","0",""
"2021-03-15","","","2","","20","15","21","1","","1","1","25","",""
"2021-03-16","0","3","","","10","13","14","","","","1","6","",""
"2021-03-17","0","","1","","10","9","11","3","0","","1","0","",""
"2021-03-18","0","0","","","20","20","13","0","3","","0","5","0",""
"2021-03-19","0","","0","","30","17","13","6","2","0","","1","0",""
"2021-03-20","0","","1","0","30","5","14","0","","0","0","0","0",""
"2021-03-21","0","0","0","","30","1","0","0","","0","0","0","1",""
"2021-03-22","7","","","","20","5","27","5","0","","0","7","0",""
"2021-03-23","","","0","","20","13","18","","","0","0","0","1",""
"2021-03-24","0","","","","40","1","1","0","0","5","0","1","1",""
"2021-03-25","0","0","0","","40","69","12","0","0","0","0","0","0",""
"2021-03-26","0","0","0","","40","42","11","0","","0","0","65","3",""
"2021-03-27","0","","0","0","40","12","15","0","0","0","0","0","0",""
"2021-03-28","0","0","","","40","2","0","0","0","0","0","0","0",""
"2021-03-29","0","","","","40","0","0","0","0","","0","","0",""
"2021-03-30","0","0","0","","40","59","10","5","","","","33","0",""
"2021-03-31","","0","0","","40","52","17","0","0","","9","0","0",""
"2021-04-01","0","0","4","8","50","33","25","0","0","0","0","0","5",""
"2021-04-02","0","0","5","0","68","88","28","2","0","3","0","0","0",""
"2021-04-03","0","0","2","","120","29","24","1","0","0","0","0","0",""
"2021-04-04","0","0","3","0","113","2","5","0","20","3","0","0","2",""
"2021-04-05","1","2","2","0","178","113","16","5","","5","1","0","",""
"2021-04-06","3","0","0","0","105","54","12","24","0","0","6","138","9",""
"2021-04-07","8","","0","0","17","15","14","1","","4","12","0","17",""
"2021-04-08","6","0","5","0","193","40","10","0","0","10","1","0","0",""
"2021-04-09","0","0","4","0","170","80","45","9","0","","0","12","7",""
"2021-04-10","6","7","0","0","159","77","21","0","3","0","13","30","1",""
"2021-04-11","0","1","0","0","32","112","14","24","4","0","0","54","2",""
"2021-04-12","10","0","0","0","419","3","38","10","0","6","49","58","12",""
"2021-04-13","0","0","3","0","181","144","29","0","0","0","0","47","1",""
"2021-04-14","2","0","0","0","264","138","31","0","0","3","0","45","0",""
"2021-04-15","16","1","3","0","105","179","65","2","1","3","0","21","1",""
"2021-04-16","26","20","3","0","576","176","97","40","46","1","32","63","0",""
"2021-04-17","6","1","5","0","381","85","122","102","5","5","9","80","1",""
"2021-04-18","0","0","0","0","324","159","98","0","0","10","0","114","3",""
"2021-04-19","16","0","0","0","388","22","42","14","12","0","0","35","3",""
"2021-04-20","5","3","17","0","518","2","95","12","0","8","0","71","3",""
"2021-04-21","9","0","0","0","756","3","81","31","0","7","0","0","7",""
"2021-04-22","11","0","8","0","914","138","119","20","0","2","96","432","4",""
"2021-04-23","13","0","7","2","673","7","134","27","38","2","20","244","12",""
"2021-04-24","55","4","3","2","855","73","143","43","0","0","37","243","8",""
"2021-04-25","3","0","7","5","1106","307","135","0","0","47","0","127","11",""
"2021-04-26","19","0","10","0","699","303","152","96","14","11","64","199","34",""
"2021-04-27","54","0","48","26","710","12","291","134","0","14","17","97","68",""
"2021-04-28","44","0","63","1","716","2122","351","12","9","67","16","56","28",""
"2021-04-29","7","0","47","5","1118","594","530","0","0","30","34","691","73",""
"2021-04-30","12","60","6","46","2479","1123","386","6","12","7","11","0","67",""
"2021-05-01","1","2","108","40","1558","1206","306","1","3","31","0","290","98",""
"2021-05-02","18","44","162","2","1475","652","97","0","0","31","1","428","25",""
"2021-05-03","1","21","61","4","1496","207","748","149","3","36","1","555","62",""
"2021-05-04","1","42","51","12","1772","855","866","176","72","66","253","1374","156",""
"2021-05-05","409","93","80","263","1754","848","575","116","76","42","224","167","110",""
"2021-05-06","105","0","5","340","1352","503","850","95","117","39","67","833","242",""
"2021-05-07","339","0","9","0","1247","577","833","155","190","6","100","931","256",""
"2021-05-08","206","0","305","197","1860","561","860","3","41","8","26","465","239",""
