"date","Indiana/Adams","Indiana/Allen","Indiana/Bartholomew","Indiana/Benton","Indiana/Blackford","Indiana/Boone","Indiana/Brown","Indiana/Carroll","Indiana/Cass","Indiana/Clark","Indiana/Clay","Indiana/Clinton","Indiana/Crawford","Indiana/Daviess","Indiana/DeKalb","Indiana/Dearborn","Indiana/Decatur","Indiana/Delaware","Indiana/Dubois","Indiana/Elkhart","Indiana/Fayette","Indiana/Floyd","Indiana/Fountain","Indiana/Franklin","Indiana/Fulton","Indiana/Gibson","Indiana/Grant","Indiana/Greene","Indiana/Hamilton","Indiana/Hancock","Indiana/Harrison","Indiana/Hendricks","Indiana/Henry","Indiana/Howard","Indiana/Huntington","Indiana/Jackson","Indiana/Jasper","Indiana/Jay","Indiana/Jefferson","Indiana/Jennings","Indiana/Johnson","Indiana/Knox","Indiana/Kosciusko","Indiana/LaGrange","Indiana/LaPorte","Indiana/Lake","Indiana/Lawrence","Indiana/Madison","Indiana/Marion","Indiana/Marshall","Indiana/Martin","Indiana/Miami","Indiana/Monroe","Indiana/Montgomery","Indiana/Morgan","Indiana/Newton","Indiana/Noble","Indiana/Ohio","Indiana/Orange","Indiana/Owen","Indiana/Parke","Indiana/Perry","Indiana/Pike","Indiana/Porter","Indiana/Posey","Indiana/Pulaski","Indiana/Putnam","Indiana/Randolph","Indiana/Ripley","Indiana/Rush","Indiana/Scott","Indiana/Shelby","Indiana/Spencer","Indiana/St. Joseph","Indiana/Starke","Indiana/Steuben","Indiana/Sullivan","Indiana/Switzerland","Indiana/Tippecanoe","Indiana/Tipton","Indiana/Unassigned","Indiana/Union","Indiana/Vanderburgh","Indiana/Vermillion","Indiana/Vigo","Indiana/Wabash","Indiana/Warren","Indiana/Warrick","Indiana/Washington","Indiana/Wayne","Indiana/Wells","Indiana/White","Indiana/Whitley"
"2020-04-12","1","11","2","2","0","6","0","0","-1","6","0","0","0","1","0","1","4","3","2","12","0","2","0","2","0","0","1","5","35","6","1","14","1","2","1","6","1","0","-1","2","30","2","1","2","2","68","5","19","145","5","3","1","8","1","7","17","0","0","1","1","0","0","1","11","0","0","0","2","3","2","3","3","1","6","1","0","1","0","2","0","0","0","3","0","1","0","1","2","2","0","1","0","1"
"2020-04-13","0","9","0","0","0","0","0","0","6","5","1","0","0","0","55","69","2","3","0","6","0","1","0","0","0","0","1","6","12","0","3","15","0","2","-1","0","1","3","0","0","10","0","0","1","1","52","3","7","125","-2","0","0","4","0","2","1","1","0","1","0","0","0","0","2","0","0","1","1","2","2","0","4","0","2","0","0","0","-1","0","1","0","4","1","0","0","0","0","2","1","2","0","1","1"
"2020-04-14","1","11","0","0","1","16","1","1","0","15","0","1","0","2","-54","-69","24","3","0","11","0","3","0","5","0","0","3","0","9","3","0","20","-1","0","0","0","0","0","4","2","2","0","1","0","2","23","2","2","51","0","0","1","4","1","1","2","2","0","0","0","0","0","1","7","0","0","5","0","3","-1","0","2","0","40","1","0","0","0","1","0","0","-3","3","0","0","0","0","1","0","0","0","1","1"
"2020-04-15","0","13","3","1","0","4","1","0","5","5","1","1","0","9","0","1","2","5","1","5","0","5","0","1","0","0","1","3","11","8","1","10","1","10","0","4","1","0","-1","2","18","1","0","1","6","57","0","10","141","2","0","0","4","2","1","0","8","0","1","0","0","1","-1","8","1","0","4","0","-1","1","0","2","1","39","0","1","0","0","0","0","0","0","5","1","1","0","0","2","1","1","0","0","0"
"2020-04-16","0","44","3","1","0","7","0","0","4","6","1","1","0","3","4","0","5","8","0","18","0","9","1","0","0","0","4","8","10","-2","2","18","1","1","0","3","0","0","0","3","11","0","2","1","70","102","1","10","116","1","0","5","7","0","3","0","2","0","3","2","0","0","0","8","0","0","1","-1","1","0","2","7","0","33","0","1","1","0","5","0","0","0","6","0","3","1","2","10","1","1","0","0","1"
"2020-04-17","0","47","14","0","0","9","0","0","13","8","0","2","0","3","1","2","5","6","0","7","1","5","0","12","1","0","2","1","22","5","4","29","2","0","0","0","3","1","3","0","13","0","1","1","17","48","2","22","198","2","0","-1","6","0","3","0","2","0","2","0","1","0","0","12","0","0","4","0","-12","3","1","11","0","52","0","2","0","0","2","0","0","0","5","1","2","1","0","2","-1","1","1","1","-1"
"2020-04-18","1","22","1","0","0","6","0","0","2","9","1","0","0","2","2","2","1","1","0","18","0","7","1","2","1","1","8","5","21","3","20","28","3","7","0","7","-1","0","0","0","22","1","0","-1","5","69","1","18","106","0","0","0","5","0","0","2","5","0","1","0","-1","1","0","13","0","0","3","2","3","-1","2","2","0","30","1","1","0","1","2","0","0","0","4","0","3","0","1","2","1","1","0","0","1"
"2020-04-19","0","8","5","0","0","2","0","0","19","2","3","2","0","5","0","3","2","18","2","4","1","5","1","0","1","0","20","0","20","8","2","36","2","0","0","6","1","1","0","1","18","1","0","1","6","10","2","9","265","1","0","1","1","0","5","0","2","0","5","0","2","0","0","7","1","0","1","0","2","0","2","6","0","14","0","0","1","0","1","3","0","0","5","1","6","0","1","3","1","4","0","1","1"
"2020-04-20","0","26","4","0","0","1","0","1","16","15","2","1","1","0","0","0","0","4","0","12","0","0","2","1","0","0","3","0","15","8","14","28","0","4","0","-1","3","1","2","0","15","0","0","1","0","77","2","8","163","1","1","0","0","1","3","0","2","0","4","0","0","1","0","5","0","0","0","0","0","2","0","6","0","10","0","0","1","0","2","0","0","0","2","0","1","1","0","1","2","1","0","1","0"
"2020-04-21","0","9","0","0","0","7","0","1","20","4","-1","1","0","4","0","2","3","2","0","15","0","0","0","1","0","0","19","2","17","-2","2","12","-3","-1","0","9","1","-1","1","0","25","0","0","1","0","45","2","6","124","0","0","4","1","0","5","2","2","1","0","1","0","0","0","3","1","0","2","0","1","1","1","9","1","30","0","0","1","0","1","1","0","0","1","0","2","0","0","10","0","0","1","0","0"
"2020-04-22","0","7","6","0","0","5","0","-1","31","7","0","0","0","0","0","2","7","5","0","6","0","7","0","0","0","0","4","0","9","2","2","7","1","4","0","-1","-2","0","0","0","5","0","1","0","4","65","0","5","87","2","0","1","3","1","0","5","5","0","4","0","0","0","0","10","0","0","0","0","3","-1","2","5","0","12","0","1","0","0","0","0","0","0","8","1","0","0","0","-1","0","2","0","3","0"
"2020-04-23","0","44","17","2","0","6","1","0","61","7","0","5","1","0","1","3","4","5","0","11","0","3","0","1","1","1","1","0","21","9","3","47","1","1","0","3","3","1","1","3","22","0","1","1","4","54","3","8","145","-1","0","4","0","2","1","2","2","1","1","0","1","0","0","5","0","3","1","2","1","0","1","20","0","21","2","0","0","1","3","0","0","0","8","0","0","2","1","9","2","0","-1","1","0"
"2020-04-24","0","13","12","-1","1","5","0","1","56","12","0","1","2","4","0","2","9","6","1","15","1","10","1","0","0","0","10","1","25","11","3","17","1","5","0","1","7","0","0","1","33","1","1","0","1","99","1","20","129","0","1","7","0","0","3","0","4","0","17","0","1","0","0","6","0","3","2","-1","0","5","5","9","0","40","0","2","2","0","2","3","0","1","0","0","2","0","3","1","3","1","0","2","0"
"2020-04-25","0","27","23","1","0","5","0","1","60","16","0","4","0","1","1","7","3","12","0","27","2","1","0","2","3","0","1","1","29","6","4","29","1","2","0","7","0","1","0","3","19","1","2","2","7","70","5","16","190","1","0","4","2","1","5","4","0","0","1","0","1","0","0","6","1","2","2","1","2","2","3","22","0","38","0","1","0","0","7","0","0","0","9","0","0","0","0","2","4","0","1","4","0"
"2020-04-26","1","12","8","0","0","0","0","4","271","4","0","1","0","0","0","0","0","2","0","7","0","1","0","0","3","0","1","1","5","1","3","33","1","34","1","6","-6","0","0","1","3","0","2","1","32","18","0","-1","69","1","0","23","0","3","-2","2","3","0","3","0","0","0","0","2","0","4","0","0","0","1","1","4","0","23","2","0","1","0","4","0","0","-1","4","0","0","7","0","2","0","0","-1","8","0"
"2020-04-27","-1","47","26","0","0","1","0","5","439","50","0","1","0","2","0","1","0","1","1","2","0","0","0","0","10","0","3","0","16","5","3","-1","1","35","2","4","1","1","4","0","5","0","0","1","4","53","1","2","130","2","0","28","0","2","1","0","2","0","0","0","0","2","0","3","0","5","0","0","1","1","1","4","0","10","0","0","0","0","15","1","0","0","2","0","0","3","0","1","0","2","0","8","0"
"2020-04-28","0","18","6","1","0","2","0","0","76","6","0","3","0","1","1","5","1","5","0","22","1","9","1","1","3","0","2","1","9","21","4","2","2","6","0","7","11","0","0","0","10","0","1","1","7","129","2","5","154","-1","0","3","2","2","4","0","2","1","3","0","0","2","0","13","0","3","1","1","1","1","1","7","0","16","0","0","0","1","5","0","0","0","7","0","0","6","0","1","1","0","0","8","0"
"2020-04-29","0","24","3","1","1","1","0","3","24","5","0","1","2","1","2","13","4","4","3","12","2","1","0","1","0","0","1","7","17","9","2","13","1","11","0","3","5","2","0","2","15","0","3","0","10","71","-1","8","215","0","0","4","0","3","4","0","10","0","1","0","0","0","0","4","0","2","4","0","1","0","2","3","0","18","1","1","3","0","7","0","0","1","5","0","0","10","0","4","0","3","0","1","0"
"2020-04-30","0","32","9","0","0","4","0","1","39","5","1","2","0","0","2","1","1","20","2","6","0","4","1","1","1","1","9","1","9","5","2","9","2","3","0","10","1","1","0","1","16","0","1","1","9","60","5","11","235","1","0","4","1","27","12","0","1","0","12","1","0","0","0","6","2","0","3","0","0","0","5","7","0","13","0","1","0","0","8","0","0","0","4","0","2","4","0","8","2","-2","0","4","3"
"2020-05-01","0","28","11","0","0","-1","1","2","50","23","0","7","-1","0","0","13","0","6","0","6","0","4","1","0","3","0","9","34","39","9","0","34","1","4","0","19","-13","1","3","3","37","0","2","0","6","83","0","8","224","1","0","3","3","21","4","14","2","0","25","0","0","0","1","2","1","2","5","0","1","1","1","12","0","9","0","2","0","0","5","2","0","0","8","0","0","9","0","-2","1","1","0","4","1"
"2020-05-02","1","12","5","1","1","9","1","1","10","13","2","2","1","3","1","2","1","16","1","2","0","18","0","0","1","0","5","5","16","2","6","44","3","9","1","6","0","0","1","3","52","0","0","2","5","64","6","6","229","0","0","2","4","8","4","1","13","0","3","1","0","1","0","10","0","1","0","0","1","1","4","5","0","3","0","1","0","0","5","0","0","0","4","0","3","4","0","7","0","2","1","6","1"
"2020-05-03","0","19","2","2","0","0","1","16","69","2","0","9","0","1","1","16","1","2","1","16","1","3","1","0","2","0","1","1","14","1","3","19","1","6","1","2","3","0","0","1","38","0","0","1","22","43","0","5","193","1","0","6","0","4","3","0","-1","1","0","0","0","0","0","2","0","3","5","1","0","1","1","4","0","13","1","0","0","0","36","0","0","0","4","0","0","5","0","0","1","1","1","25","0"
"2020-05-04","0","45","1","0","0","1","0","15","78","3","0","8","0","1","0","2","0","0","0","10","1","1","1","2","0","0","2","0","21","1","0","10","4","11","0","1","0","2","0","0","12","0","1","2","3","62","3","11","151","0","0","4","1","2","5","1","3","1","1","1","0","0","0","6","1","0","2","0","3","1","0","2","0","10","0","15","0","0","25","0","0","0","-1","0","2","3","0","2","0","1","0","17","0"
"2020-05-05","1","31","28","-1","1","8","0","7","35","5","0","1","1","0","0","1","3","9","2","21","0","8","0","0","1","0","0","1","14","2","0","11","-1","9","0","17","1","0","0","4","12","0","1","3","14","63","1","2","92","1","0","1","1","4","3","-1","36","0","1","-1","1","0","0","8","1","0","2","1","1","1","2","5","0","19","0","10","0","0","9","0","0","0","3","0","2","0","1","3","0","2","0","1","1"
"2020-05-06","-1","23","17","0","2","0","3","2","36","8","1","5","0","0","1","2","1","3","3","19","3","6","0","2","0","0","3","4","23","3","7","98","0","9","1","5","0","0","0","1","16","0","1","3","16","72","2","10","311","-1","0","1","3","4","5","0","1","1","1","0","0","0","0","15","0","2","0","1","1","1","0","12","1","27","0","8","0","0","7","0","0","1","10","0","2","0","0","4","0","3","0","6","0"
"2020-05-07","0","25","2","2","0","4","4","1","27","8","0","5","1","2","0","5","2","1","5","26","1","6","0","0","0","0","2","31","12","5","5","10","12","5","0","31","0","0","2","2","8","0","0","0","19","55","1","12","184","0","0","0","2","1","7","0","1","0","-1","0","0","2","0","13","1","2","-1","0","-1","0","9","2","0","16","2","2","2","0","5","0","0","0","6","0","2","1","0","6","0","5","2","24","0"
"2020-05-08","0","38","15","0","1","3","0","4","28","3","1","5","0","0","0","1","2","1","3","23","0","2","0","3","0","0","0","14","8","5","3","34","11","9","1","32","-1","0","2","4","15","0","0","0","4","71","3","5","164","0","0","1","4","3","-1","3","3","0","2","2","1","1","0","9","0","0","5","3","0","0","10","7","1","43","2","2","1","0","5","0","0","0","6","0","-1","0","0","3","0","2","0","9","0"
"2020-05-09","0","19","11","0","0","5","0","1","10","16","0","5","0","0","0","2","2","5","4","26","2","4","1","0","2","0","2","1","18","18","3","24","2","8","0","23","1","3","0","2","21","0","0","1","14","33","1","18","167","1","0","1","1","11","12","0","1","2","5","2","2","2","0","5","0","1","1","0","0","0","6","5","0","12","0","-1","1","-1","18","1","0","0","7","0","3","0","0","2","3","1","1","6","0"
"2020-05-10","0","16","4","0","1","4","1","0","13","3","0","3","0","0","0","2","0","6","3","48","0","2","1","0","0","1","0","0","5","0","1","7","9","3","1","4","2","1","1","1","17","1","2","1","3","53","0","6","91","1","0","2","1","2","3","0","4","0","1","0","1","1","1","5","0","0","-1","0","3","0","2","6","0","25","0","0","0","0","8","0","0","0","3","0","3","0","0","2","0","1","0","3","0"
"2020-05-11","0","18","14","1","0","3","0","0","4","3","0","8","0","0","0","1","3","4","1","10","2","0","0","2","0","0","0","0","11","6","3","15","4","11","0","4","1","0","0","0","20","0","4","0","5","48","4","6","174","1","0","1","2","13","11","0","3","0","-1","0","-1","4","0","18","0","0","5","2","0","0","0","11","0","19","0","0","0","0","11","0","0","0","4","0","3","0","0","0","0","0","1","4","0"
"2020-05-12","0","33","7","3","0","9","2","0","18","9","0","4","0","1","1","3","0","-1","13","31","1","6","0","0","1","0","0","4","20","0","2","11","7","4","3","3","-1","0","0","2","13","0","2","3","6","41","2","3","122","2","0","4","0","4","2","3","1","1","5","-1","0","-2","0","22","1","0","2","1","3","0","4","0","0","18","2","0","0","0","4","0","0","0","6","0","3","3","0","5","0","4","1","13","1"
"2020-05-13","0","10","3","1","0","0","0","2","2","5","0","11","1","1","0","0","0","2","7","24","0","8","0","0","0","0","0","0","4","6","3","5","5","-2","0","14","1","0","0","10","-2","1","1","0","5","54","2","15","71","1","0","-1","0","3","14","1","6","1","0","0","0","0","0","10","0","0","1","2","1","0","4","1","0","10","1","2","2","0","13","0","0","0","-1","0","0","0","0","5","1","-1","0","0","0"
"2020-05-14","1","21","13","0","0","14","1","2","2","1","2","5","0","1","1","0","1","5","3","40","1","4","0","1","2","0","2","2","8","2","1","8","3","0","1","5","0","1","0","1","114","0","2","5","6","96","0","0","90","2","0","0","1","7","2","0","2","0","1","0","0","0","0","9","0","0","2","1","0","2","1","2","0","40","0","3","2","0","7","0","0","0","1","0","12","1","0","7","1","2","1","-1","4"
"2020-05-15","0","57","11","4","0","3","0","2","5","4","2","2","1","2","0","3","0","19","1","20","0","4","0","0","0","1","2","1","9","4","2","15","7","4","1","9","2","2","0","2","7","0","5","2","6","63","3","8","202","0","0","0","-2","6","14","3","3","0","1","0","1","0","0","9","0","0","1","2","1","1","0","3","0","24","2","0","1","1","13","0","0","0","6","0","5","1","0","5","0","2","2","0","1"
"2020-05-16","0","30","14","0","0","4","1","1","2","1","1","8","0","2","0","0","1","7","15","29","0","43","2","-1","3","1","4","0","24","5","-1","8","16","23","1","7","1","3","-1","1","21","0","2","1","3","65","6","3","156","1","0","1","0","7","1","0","1","1","0","0","1","0","2","7","0","0","22","1","1","0","3","2","1","26","1","-2","0","1","10","0","0","0","0","0","3","2","0","3","0","1","1","14","0"
"2020-05-17","0","11","12","0","0","2","1","1","0","6","1","8","0","3","1","1","3","16","30","30","2","0","0","0","1","0","2","4","20","4","3","12","2","0","1","7","0","1","1","4","12","0","-1","0","3","31","0","5","152","3","0","0","6","6","3","0","4","0","2","0","0","0","0","6","0","0","3","2","0","1","3","7","3","24","1","0","4","0","12","0","0","0","6","0","7","0","0","2","0","0","0","1","0"
"2020-05-18","1","37","12","2","1","2","1","0","-1","18","1","8","0","7","-1","0","0","19","46","19","0","4","0","0","1","0","3","2","12","1","3","7","3","12","0","5","0","3","4","0","10","0","2","1","2","43","6","8","103","-1","1","0","-1","0","3","0","0","1","0","0","0","0","0","11","0","1","0","0","1","1","1","10","1","13","0","2","-1","1","4","0","0","0","12","0","5","0","0","1","0","0","0","4","0"
"2020-05-19","0","20","6","0","2","1","-1","0","8","6","1","7","0","0","1","0","0","1","1","46","0","3","0","0","1","0","1","1","9","9","1","11","9","6","-1","4","-1","0","1","1","14","0","2","2","0","60","2","2","135","2","0","0","3","14","3","0","0","0","0","0","-1","1","0","7","0","0","3","-2","-1","0","1","1","0","30","-1","2","0","1","6","0","0","0","4","0","1","0","0","0","0","1","2","3","-1"
"2020-05-20","1","53","10","1","-1","2","0","2","4","8","1","14","0","0","0","0","0","0","0","44","1","2","0","0","2","1","1","1","12","2","1","10","2","28","0","2","6","0","1","4","13","1","0","4","5","78","-1","15","115","6","0","2","2","4","0","0","3","0","0","1","0","0","0","9","0","3","3","0","0","0","3","4","1","40","1","2","1","0","18","0","0","0","2","1","7","0","0","3","2","1","2","2","1"
"2020-05-21","0","33","4","0","0","13","1","4","8","8","3","22","0","2","0","2","0","22","6","67","7","3","1","0","-1","2","4","3","17","7","3","27","13","5","0","7","0","0","0","2","20","0","1","1","8","63","1","5","159","1","0","2","2","8","1","1","6","0","0","1","0","2","0","4","0","-1","1","2","3","1","4","1","0","28","1","2","1","0","11","0","0","0","4","0","4","0","0","3","0","1","1","13","1"
"2020-05-22","0","52","4","0","2","2","1","2","6","0","0","9","1","0","0","1","0","9","3","59","0","2","-2","0","0","0","2","2","13","2","1","8","1","3","0","6","2","6","0","2","3","0","10","1","3","41","0","3","113","3","0","0","1","3","2","0","6","0","0","0","0","0","0","33","0","0","0","3","0","1","1","6","1","15","1","4","1","1","6","0","0","0","1","0","1","0","0","1","0","1","1","5","2"
