"date","Ohio/Adams","Ohio/Allen","Ohio/Ashland","Ohio/Ashtabula","Ohio/Athens","Ohio/Auglaize","Ohio/Belmont","Ohio/Brown","Ohio/Butler","Ohio/Carroll","Ohio/Champaign","Ohio/Clark","Ohio/Clermont","Ohio/Clinton","Ohio/Columbiana","Ohio/Coshocton","Ohio/Crawford","Ohio/Cuyahoga","Ohio/Darke","Ohio/Defiance","Ohio/Delaware","Ohio/Erie","Ohio/Fairfield","Ohio/Fayette","Ohio/Franklin","Ohio/Fulton","Ohio/Gallia","Ohio/Geauga","Ohio/Greene","Ohio/Guernsey","Ohio/Hamilton","Ohio/Hancock","Ohio/Hardin","Ohio/Harrison","Ohio/Henry","Ohio/Highland","Ohio/Hocking","Ohio/Holmes","Ohio/Huron","Ohio/Jackson","Ohio/Jefferson","Ohio/Knox","Ohio/Lake","Ohio/Lawrence","Ohio/Licking","Ohio/Logan","Ohio/Lorain","Ohio/Lucas","Ohio/Madison","Ohio/Mahoning","Ohio/Marion","Ohio/Medina","Ohio/Meigs","Ohio/Mercer","Ohio/Miami","Ohio/Monroe","Ohio/Montgomery","Ohio/Morgan","Ohio/Morrow","Ohio/Muskingum","Ohio/Noble","Ohio/Ottawa","Ohio/Paulding","Ohio/Perry","Ohio/Pickaway","Ohio/Pike","Ohio/Portage","Ohio/Preble","Ohio/Putnam","Ohio/Richland","Ohio/Ross","Ohio/Sandusky","Ohio/Scioto","Ohio/Seneca","Ohio/Shelby","Ohio/Stark","Ohio/Summit","Ohio/Trumbull","Ohio/Tuscarawas","Ohio/Unassigned","Ohio/Union","Ohio/Van Wert","Ohio/Vinton","Ohio/Warren","Ohio/Washington","Ohio/Wayne","Ohio/Williams","Ohio/Wood","Ohio/Wyandot"
"2020-04-01","","1","0","0","0","1","2","0","5","0","1","0","1","1","4","2","0","62","9","1","5","0","8","0","66","0","0","1","2","","30","1","","","","1","","0","0","","0","0","4","0","-1","0","3","38","2","24","1","4","","2","8","","4","","1","0","","2","","1","0","0","6","0","","2","0","1","","1","1","7","13","8","7","","0","1","","2","0","2","","0","0"
"2020-04-02","","4","1","2","0","0","1","0","4","0","0","1","3","1","3","1","1","74","0","0","3","0","6","0","50","1","2","8","0","1","24","2","1","","","1","","0","0","","2","1","14","1","6","0","5","35","2","15","1","9","","1","2","","8","","0","1","","1","","0","-1","0","15","0","","0","1","0","","0","0","15","11","5","2","","0","0","","3","1","0","","3","0"
"2020-04-03","","2","1","1","0","1","2","1","4","0","1","0","3","1","4","2","1","117","6","1","11","1","4","0","62","1","1","8","1","0","25","1","0","","","0","","1","1","","3","0","3","1","5","0","5","27","2","28","1","11","","1","4","","8","","0","1","","1","","0","2","0","5","0","","0","0","0","","1","1","5","10","9","2","","0","0","","5","0","2","1","2","0"
"2020-04-04","1","3","-1","2","0","2","3","0","10","3","0","0","3","1","10","-2","0","1","0","0","8","0","4","1","54","1","0","-3","2","0","85","0","0","","","1","","-1","1","","-2","1","11","4","15","0","10","39","2","30","1","-5","","0","3","","12","","2","0","","-1","","1","7","0","10","3","","6","1","0","","0","3","20","19","18","1","","3","0","","4","2","12","0","3","3"
"2020-04-05","1","3","0","1","0","0","3","0","9","0","0","1","1","1","6","1","2","45","4","0","1","2","10","0","40","0","0","0","2","0","31","2","0","","","0","","0","0","","0","1","3","1","5","2","5","30","2","11","7","4","","1","7","2","15","","2","0","","0","","0","9","0","10","1","","3","0","0","","1","2","3","0","-1","1","","1","0","","1","2","1","0","6","0"
"2020-04-06","0","1","0","3","0","2","2","0","7","1","0","2","6","0","11","1","0","45","0","1","7","2","8","0","47","0","0","2","2","1","75","3","1","","","2","","1","3","","1","0","8","2","2","0","7","19","0","11","6","5","","1","14","0","25","1","0","1","","0","1","1","0","0","10","0","1","2","2","0","1","0","5","14","5","13","3","0","0","0","","1","7","0","0","5","0"
"2020-04-07","0","3","0","3","0","0","3","1","17","0","0","1","-5","1","6","0","0","40","2","1","0","0","5","0","59","0","0","1","5","-1","17","1","0","","","0","","0","1","","0","0","5","-1","4","0","-1","26","1","28","3","5","1","0","11","0","23","0","1","1","","0","0","0","2","0","7","2","-1","1","3","0","0","0","1","1","10","8","0","0","0","0","","8","12","3","0","4","0"
"2020-04-08","0","1","0","2","0","0","5","0","10","0","0","2","5","2","12","0","0","49","4","1","2","0","6","2","58","0","0","3","1","1","26","2","0","","1","0","","1","-1","2","3","0","7","4","3","0","20","24","2","5","4","6","0","3","6","0","15","1","0","0","","1","1","2","4","0","7","1","0","5","1","0","0","0","1","4","12","16","3","0","0","0","","1","3","1","0","3","0"
"2020-04-09","1","0","1","-1","0","0","6","0","6","0","0","1","6","1","10","2","3","54","2","0","5","0","3","1","41","0","0","3","0","2","36","-1","1","","0","0","","0","1","0","1","1","7","2","14","0","4","32","1","29","8","4","0","1","3","0","9","0","0","2","1","2","0","0","4","0","8","1","0","2","0","2","1","1","2","6","10","6","0","0","1","0","","7","4","0","0","1","3"
"2020-04-10","0","1","1","0","0","1","6","0","4","1","1","0","3","3","11","3","1","38","0","1","4","0","5","0","48","0","0","2","1","1","31","1","1","","0","0","","0","0","0","1","1","2","0","1","2","10","40","2","24","2","5","0","0","3","0","5","0","2","0","0","1","0","1","5","0","8","1","0","1","2","0","1","1","3","5","14","17","0","0","1","0","","19","1","7","1","7","1"
"2020-04-11","0","3","0","5","0","5","7","1","3","1","0","4","5","0","4","0","0","61","2","0","1","0","5","2","44","1","0","4","2","0","25","3","0","","0","0","2","0","5","0","3","0","4","0","1","0","11","47","0","17","7","4","0","0","3","0","14","0","0","0","0","1","1","1","7","0","10","1","0","6","1","3","1","0","1","8","8","6","0","0","0","0","","2","1","3","1","3","1"
"2020-04-12","0","6","0","2","0","0","1","1","2","2","0","2","0","0","9","1","3","39","3","0","5","0","3","2","49","1","1","8","4","1","6","-1","1","","0","0","0","0","-1","0","1","1","2","1","3","0","15","13","0","42","4","3","0","1","1","0","23","0","0","0","0","0","2","0","7","0","3","4","0","2","4","1","0","1","2","21","14","13","1","2","0","0","","1","3","10","0","2","1"
"2020-04-13","0","4","0","5","0","0","3","-1","4","1","0","0","-2","1","9","0","1","45","4","1","2","2","3","1","69","0","3","7","2","0","23","0","3","","0","1","0","0","0","0","0","0","3","1","3","1","8","11","1","26","38","2","0","0","4","0","3","0","1","0","1","1","0","0","25","0","7","1","1","7","2","1","0","0","0","13","5","6","1","-2","1","0","","1","2","4","0","0","1"
"2020-04-14","0","9","0","1","0","1","4","0","6","0","0","0","5","2","1","0","2","42","1","0","3","2","6","2","41","0","0","1","1","1","18","1","3","","0","0","2","0","0","1","0","0","4","0","0","0","7","26","0","26","19","4","0","0","1","0","4","0","1","0","0","0","0","0","14","0","2","1","1","0","1","1","0","1","0","4","11","13","0","0","0","0","","2","3","0","0","7","1"
"2020-04-15","0","5","1","4","0","3","1","3","6","0","0","1","5","5","8","0","4","42","2","0","9","2","2","0","49","1","0","13","0","3","18","3","0","","1","0","0","0","0","0","0","0","3","0","2","0","12","56","0","17","54","6","1","0","3","0","6","0","4","0","1","1","0","0","75","0","12","3","2","1","1","0","0","1","0","5","21","12","0","0","0","0","","7","3","2","3","3","1"
"2020-04-16","0","6","-1","9","0","1","1","0","15","0","0","2","11","0","13","0","3","50","3","0","6","3","4","0","110","2","-2","10","2","0","21","2","1","1","0","0","0","0","2","0","0","1","3","2","4","0","18","48","5","26","112","4","0","0","2","0","2","1","0","0","0","5","0","0","24","0","4","0","0","4","5","1","1","0","1","28","16","4","1","0","0","0","","4","6","10","0","3","0"
"2020-04-17","0","8","0","9","0","2","4","0","7","1","0","2","6","3","18","0","2","52","0","1","5","4","-1","0","108","3","0","4","0","0","43","2","1","1","1","0","0","0","0","0","0","0","3","1","2","4","24","38","-2","35","152","4","0","0","2","0","9","0","2","0","0","4","0","0","57","0","4","1","9","2","2","2","0","0","0","6","13","10","2","0","1","0","","4","2","6","0","6","2"
"2020-04-18","0","5","0","10","0","1","5","1","9","0","1","1","5","0","7","0","8","70","0","0","0","4","2","1","83","1","0","2","6","0","43","3","2","0","0","0","0","0","-1","1","2","0","1","0","0","1","46","42","3","25","555","2","0","0","0","0","7","0","3","0","0","6","0","1","49","0","2","0","1","10","5","1","2","0","0","11","17","18","0","0","0","0","","19","2","5","1","7","1"
"2020-04-19","0","9","1","2","0","0","0","0","2","0","1","-1","1","0","6","0","5","13","1","1","4","6","0","0","110","3","0","2","-1","1","17","-1","2","0","0","0","0","0","1","1","2","0","2","1","8","0","3","65","0","17","851","3","0","0","0","0","3","0","1","0","3","0","0","0","175","0","8","0","4","5","3","1","2","1","1","3","10","6","0","0","0","1","","0","8","2","1","4","0"
"2020-04-20","0","5","-1","2","0","1","5","0","14","1","0","1","0","0","15","0","-4","111","1","1","-1","4","2","0","-3","-1","0","5","1","1","17","1","0","0","0","0","0","1","4","-1","2","2","2","0","-2","0","9","34","0","15","239","4","0","0","2","0","3","0","3","1","-2","2","0","0","769","1","4","3","3","-1","-7","-1","-3","1","-1","13","20","12","1","0","1","0","","4","0","2","0","0","0"
"2020-04-21","0","4","0","2","0","0","11","0","4","0","-1","2","2","0","3","0","0","76","1","0","5","0","2","0","47","0","0","8","0","0","33","-1","3","0","1","0","1","0","3","0","1","0","4","2","2","0","17","30","0","17","59","3","0","0","2","0","2","0","1","0","-1","3","0","1","389","0","6","1","1","2","1","0","0","-2","0","14","15","8","2","0","3","0","","1","4","1","0","8","3"
"2020-04-22","1","6","0","10","0","5","9","1","8","2","0","0","-1","0","10","0","-1","60","4","2","1","7","5","0","41","2","0","4","0","3","17","1","0","0","0","1","0","0","2","0","0","0","6","-1","1","1","12","25","0","14","5","1","0","1","1","0","4","1","1","0","0","0","3","1","23","0","11","0","2","2","0","0","0","0","2","15","30","4","4","0","0","0","","1","4","3","8","6","1"
"2020-04-23","0","6","0","18","1","1","2","1","9","0","1","1","3","1","13","0","1","55","0","0","4","-1","3","0","75","0","0","2","1","0","83","2","0","0","0","0","0","1","-1","0","2","1","3","0","1","1","12","58","8","31","24","5","0","2","0","0","9","0","0","1","0","2","-1","0","3","0","9","0","23","2","0","3","0","0","0","24","32","11","4","0","0","0","","6","2","3","7","7","0"
"2020-04-24","0","8","0","5","-1","0","3","0","7","1","0","1","1","0","6","0","1","49","12","1","5","1","-1","0","95","0","0","7","0","0","64","2","1","0","0","0","1","0","1","0","0","1","6","0","1","1","22","49","9","22","8","1","0","0","0","0","1","0","1","2","1","1","1","1","-2","0","7","0","2","3","5","0","0","1","0","4","13","6","0","0","1","0","","4","5","3","5","17","3"
"2020-04-25","0","0","0","4","0","1","3","0","8","1","4","2","0","0","5","0","1","50","1","1","1","3","2","0","71","1","0","2","1","0","43","0","2","0","0","0","5","0","2","0","2","0","3","0","3","2","8","48","4","33","3","4","0","2","1","0","5","0","0","-1","0","2","0","0","3","1","1","0","2","4","0","0","0","0","0","9","15","9","6","0","1","0","","3","13","9","-1","10","0"
"2020-04-26","0","0","1","3","0","0","5","0","9","0","0","1","0","1","4","0","0","35","0","0","5","0","4","0","103","0","0","9","2","0","30","0","0","2","0","1","3","0","1","0","2","0","0","1","0","0","3","71","0","16","6","7","0","0","0","0","4","0","8","0","1","0","0","1","0","0","6","0","3","1","0","0","0","1","0","7","10","6","2","0","0","0","","2","1","4","2","1","0"
"2020-04-27","0","-5","0","0","0","1","8","0","9","-1","0","10","-1","0","5","0","2","36","0","0","5","2","2","1","63","0","0","9","2","0","43","1","-1","0","0","1","2","0","1","0","2","0","1","1","2","0","18","26","1","27","10","-1","0","0","1","0","2","0","0","0","0","0","0","-1","36","0","1","0","0","-2","1","-1","0","1","0","2","15","2","7","0","0","0","","-9","0","10","0","6","0"
"2020-04-28","0","0","0","3","0","1","4","0","20","0","2","5","2","0","7","1","0","46","0","1","3","3","5","1","85","1","0","2","0","0","43","2","2","0","1","0","0","0","1","0","3","0","2","0","4","0","11","36","4","20","3","3","0","0","0","0","4","0","2","-1","0","1","0","1","8","0","5","0","9","4","0","0","0","0","0","12","42","4","2","0","0","0","3","7","1","5","2","6","0"
"2020-04-29","1","13","0","3","0","0","10","0","7","0","0","3","3","1","12","0","4","46","1","0","2","2","8","0","126","1","0","5","1","0","59","0","0","0","0","1","0","0","0","0","1","1","5","0","1","0","12","42","4","20","5","3","0","0","2","1","13","0","5","0","0","-1","0","-1","16","0","4","2","1","0","1","4","2","0","0","9","42","6","1","0","1","0","2","3","0","6","2","9","1"
"2020-04-30","-1","5","1","10","0","0","16","0","20","2","0","6","7","0","6","0","0","96","0","0","7","2","8","0","225","1","0","1","0","0","68","0","1","0","0","0","2","1","-1","0","0","0","3","0","3","0","34","43","3","24","0","2","0","3","1","0","6","0","1","2","0","1","0","0","10","0","6","0","3","1","2","4","2","0","0","14","24","3","14","0","3","0","1","12","3","3","1","10","-1"
"2020-05-01","1","0","0","10","1","1","9","0","15","0","0","0","5","2","14","0","3","91","0","0","3","0","1","1","148","2","0","1","0","0","79","0","0","0","0","-1","0","0","0","0","0","0","2","0","3","0","19","46","1","25","80","4","0","5","3","0","8","0","3","3","0","2","0","0","-1","0","1","0","1","4","0","1","1","0","0","16","31","10","20","0","0","0","0","14","1","15","2","10","0"
"2020-05-02","0","2","1","6","0","1","3","0","22","0","0","6","6","0","7","0","2","88","0","0","5","2","2","1","109","0","0","4","2","1","56","1","1","1","0","0","1","0","2","0","0","2","0","1","1","1","9","34","0","30","18","1","0","2","1","1","18","0","30","2","0","0","0","1","-7","0","6","0","1","4","1","4","0","0","0","16","40","6","15","0","0","0","0","6","1","6","0","9","0"
"2020-05-03","0","1","1","4","0","1","7","0","10","0","1","4","2","0","4","0","2","33","1","0","7","0","10","3","207","0","0","4","0","3","27","0","0","1","0","0","0","0","0","1","2","0","2","0","3","0","10","45","3","54","35","0","1","1","0","-1","5","0","0","0","0","0","0","0","5","0","4","0","0","1","1","2","1","0","0","19","22","7","9","0","2","0","0","2","2","4","0","4","0"
"2020-05-04","0","9","0","3","0","0","11","1","6","0","-1","3","2","0","9","0","4","60","0","0","4","2","2","0","83","2","0","6","1","0","54","1","0","0","0","1","0","0","1","0","0","1","1","-1","5","0","13","53","4","24","3","3","0","4","1","1","4","1","0","1","0","0","0","0","99","0","4","0","2","0","0","2","0","0","0","7","15","16","8","0","1","0","0","4","1","8","5","6","0"
"2020-05-05","0","2","0","11","0","1","7","1","12","0","1","-1","6","0","5","0","1","30","0","1","5","7","3","1","109","3","0","3","1","0","46","0","0","0","1","0","0","0","1","1","1","0","3","0","3","0","7","49","2","37","3","2","0","5","0","0","8","0","8","3","0","4","0","0","3","1","3","0","0","1","1","5","1","0","0","9","35","9","7","0","1","0","2","6","2","5","1","10","0"
"2020-05-06","0","4","3","5","0","0","20","0","15","0","0","2","1","0","5","0","3","114","2","0","6","4","3","0","140","1","0","9","0","1","47","0","0","0","0","0","1","0","1","1","2","1","4","0","4","0","8","49","0","26","12","7","0","4","0","0","4","0","0","1","1","0","0","0","5","0","8","0","0","1","0","-1","0","0","0","13","36","7","11","0","0","0","0","1","1","7","0","7","0"
"2020-05-07","0","-1","0","4","0","0","4","3","11","0","1","3","0","1","14","1","5","49","0","0","6","4","4","2","140","0","0","3","2","0","45","0","0","0","0","0","0","1","0","0","1","0","7","0","9","4","10","56","0","20","3","1","0","0","1","1","13","0","0","1","-1","0","0","0","5","0","3","0","2","2","2","1","2","0","1","23","44","8","9","0","2","0","1","9","5","4","1","2","1"
"2020-05-08","0","1","0","3","0","6","11","0","32","2","0","6","10","1","2","1","4","77","3","0","3","3","9","0","238","0","0","3","0","0","92","0","1","0","2","0","0","0","3","0","1","0","5","0","4","0","9","82","5","43","16","5","0","20","31","3","11","0","1","1","0","1","0","0","1","0","7","0","2","9","5","6","-2","0","0","14","36","21","15","0","0","0","1","3","0","6","1","8","1"
"2020-05-09","1","5","2","18","1","0","13","0","32","0","1","10","2","0","6","0","2","87","2","5","12","1","6","4","95","0","0","2","1","1","67","0","0","0","0","1","0","0","1","0","4","0","2","0","12","0","6","45","3","17","15","3","0","4","68","0","13","0","0","1","1","1","1","0","2","1","2","1","1","10","-1","1","0","0","0","15","13","12","28","0","0","0","1","11","2","5","0","2","1"
"2020-05-10","0","0","0","2","1","0","5","1","16","0","1","3","1","1","6","0","1","40","0","0","9","1","0","-1","67","1","0","0","6","0","26","0","1","0","0","0","0","1","0","1","0","0","3","1","0","0","5","47","2","15","6","1","0","1","24","2","21","0","0","0","-1","0","0","1","1","0","2","0","0","5","3","1","0","0","0","21","12","2","15","0","0","0","0","4","1","-2","0","2","-1"
"2020-05-11","0","2","1","1","0","1","24","0","27","1","1","5","2","1","11","0","5","66","5","0","2","3","1","-3","104","0","0","2","4","0","66","0","0","0","1","0","2","0","0","0","2","0","2","0","2","0","6","49","1","25","17","1","0","17","45","9","32","0","3","2","0","1","0","0","88","0","4","0","0","3","2","3","0","0","1","11","23","2","5","0","0","0","1","3","0","0","0","1","0"
"2020-05-12","0","8","0","6","0","3","8","3","17","0","0","6","0","0","7","0","2","47","1","-1","10","2","10","0","121","1","0","4","4","0","36","0","0","1","1","2","0","0","1","0","0","0","4","0","8","0","6","30","3","6","8","8","0","2","1","3","11","0","0","4","0","2","0","0","22","0","-5","0","1","9","2","1","0","0","1","4","15","5","7","0","0","0","3","4","0","4","0","4","0"
"2020-05-13","0","1","0","9","0","1","10","1","13","0","2","10","4","1","11","0","7","71","3","0","2","1","3","0","111","0","0","3","1","0","27","1","1","1","0","0","6","0","0","1","0","0","3","1","3","0","9","22","1","13","7","2","0","4","2","3","9","0","4","1","0","3","1","0","3","0","5","0","0","5","0","0","0","0","0","11","16","7","6","0","0","0","0","24","1","2","0","0","1"
"2020-05-14","1","9","0","4","0","4","20","0","33","0","-1","8","7","1","13","0","3","87","2","0","6","0","7","0","114","0","0","8","2","1","41","2","1","0","0","0","1","2","1","0","2","0","4","1","5","0","7","25","5","11","12","2","0","19","1","3","26","0","2","-1","0","4","0","1","32","0","4","0","0","8","1","1","0","1","1","12","30","12","6","0","0","0","0","15","1","2","0","4","0"
"2020-05-15","1","0","0","11","2","3","4","1","16","0","2","9","8","1","30","1","3","90","7","0","1","2","5","5","103","2","0","6","3","0","34","2","-1","1","0","0","2","0","-1","1","1","1","4","0","2","1","9","38","2","11","5","3","0","6","9","25","21","0","4","0","0","1","1","0","15","0","5","0","3","7","2","2","0","0","1","10","13","8","11","0","2","0","1","7","0","4","2","4","2"
"2020-05-16","0","1","0","6","0","0","18","0","20","0","1","7","5","1","18","0","2","67","9","0","16","9","0","2","90","0","1","8","2","2","46","1","1","0","0","0","28","0","1","1","0","0","5","0","2","0","4","24","3","14","13","2","0","6","1","0","11","0","0","3","0","8","0","0","6","0","1","0","0","5","0","0","1","0","-1","5","6","7","12","0","1","1","0","10","0","2","1","4","0"
"2020-05-17","0","2","0","3","0","0","10","0","13","1","0","1","3","0","5","-1","0","98","7","0","1","5","2","1","73","0","0","0","0","0","40","0","0","0","0","2","2","1","1","0","2","1","5","0","1","-1","6","15","0","13","51","4","0","12","5","2","4","0","0","1","0","0","0","0","7","0","2","1","2","4","0","0","0","0","0","5","9","3","6","0","4","0","0","6","0","1","0","8","0"
"2020-05-18","0","1","0","0","1","1","13","1","19","1","0","9","0","1","14","1","3","89","3","2","5","19","3","1","81","1","0","1","3","1","35","1","0","0","0","-1","0","2","1","0","0","0","2","0","5","1","10","26","1","14","13","8","0","8","0","1","16","0","1","1","0","1","0","0","3","0","4","1","2","2","0","1","0","0","0","37","24","11","5","0","2","1","0","8","0","1","0","8","1"
"2020-05-19","0","3","0","12","4","0","2","0","29","0","0","7","4","1","19","1","1","53","5","1","3","3","7","-1","132","0","0","5","0","1","56","0","0","1","2","0","0","0","1","0","0","1","5","0","0","0","5","13","1","21","11","5","0","7","0","0","11","0","3","2","0","-2","0","1","4","1","1","0","0","4","1","5","0","0","0","15","14","8","3","0","-1","0","0","2","0","4","0","0","1"
"2020-05-20","0","1","2","6","0","2","9","0","32","0","2","11","4","2","4","1","3","49","8","2","11","0","2","1","87","0","1","5","7","2","29","0","0","0","0","1","2","2","1","0","1","0","4","1","7","1","10","22","2","5","16","8","0","14","5","3","8","0","3","2","0","0","1","-1","4","0","1","0","0","1","1","1","0","1","1","10","35","9","9","0","1","-1","0","7","0","3","1","-3","2"
"2020-05-21","0","4","0","13","0","-2","10","0","28","0","0","12","7","0","10","0","2","155","8","0","3","7","5","1","92","0","-1","10","1","1","61","1","3","0","1","0","0","0","2","0","0","0","11","-1","2","7","4","35","3","25","17","8","1","1","0","6","15","0","0","2","0","2","0","1","2","0","5","0","0","4","0","0","0","0","0","22","64","21","12","0","3","1","1","17","0","2","-1","5","0"
"2020-05-22","0","2","0","9","0","1","12","1","35","2","1","6","3","0","9","1","1","95","4","2","2","2","7","1","111","0","0","7","0","0","51","0","4","0","0","0","1","5","2","0","0","0","6","1","1","1","2","15","23","18","24","13","1","7","0","6","7","0","-1","1","0","0","0","1","2","0","5","0","0","8","1","0","0","0","1","13","42","8","8","0","0","0","1","1","0","31","1","2","0"
"2020-05-23","0","6","0","2","0","2","7","0","16","0","0","11","7","0","1","1","0","89","1","0","10","4","4","0","101","0","0","2","6","1","70","1","1","0","1","2","0","2","1","0","0","0","11","0","1","5","11","16","4","22","27","16","1","8","9","0","17","0","1","1","0","21","1","0","5","0","1","0","1","1","1","2","0","1","1","15","21","7","5","0","2","0","1","9","0","6","3","8","3"
"2020-05-24","0","5","0","3","1","1","3","0","26","0","0","11","4","0","1","0","0","76","4","0","4","18","7","0","91","1","0","6","1","1","54","0","2","0","0","0","1","3","3","0","0","0","4","0","3","-1","4","20","1","17","9","14","0","6","2","0","15","0","0","1","0","3","0","1","4","0","1","1","0","4","1","0","1","1","3","12","16","11","6","0","1","0","0","9","1","0","0","5","0"
"2020-05-25","0","2","1","4","0","5","6","1","26","0","0","17","7","0","131","0","0","36","2","0","4","2","0","3","122","0","0","1","0","0","55","0","1","0","1","0","0","2","3","0","0","0","1","0","3","0","7","19","1","7","2","14","0","6","0","0","12","0","0","0","0","1","0","0","1","0","4","-1","2","3","3","3","0","1","1","3","16","4","6","0","2","0","0","8","0","2","1","2","0"
