"date","Oregon/Baker","Oregon/Benton","Oregon/Clackamas","Oregon/Clatsop","Oregon/Columbia","Oregon/Coos","Oregon/Crook","Oregon/Curry","Oregon/Deschutes","Oregon/Douglas","Oregon/Gilliam","Oregon/Grant","Oregon/Harney","Oregon/Hood River","Oregon/Jackson","Oregon/Jefferson","Oregon/Josephine","Oregon/Klamath","Oregon/Lake","Oregon/Lane","Oregon/Lincoln","Oregon/Linn","Oregon/Malheur","Oregon/Marion","Oregon/Morrow","Oregon/Multnomah","Oregon/Polk","Oregon/Sherman","Oregon/Tillamook","Oregon/Umatilla","Oregon/Unassigned","Oregon/Union","Oregon/Wallowa","Oregon/Wasco","Oregon/Washington","Oregon/Wheeler","Oregon/Yamhill"
"2020-05-20","   .00 %","  1.85 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.41 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","","  1.54 %","   .00 %","   .92 %","   .00 %","  2.81 %","   .00 %","  1.29 %","  1.08 %","   .00 %","   .00 %","  3.96 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","","  1.61 %"
"2020-05-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .86 %","   .00 %","","   .00 %","   .00 %","-14.29 %","   .00 %","  4.17 %"," -7.41 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .34 %","   .00 %","   .79 %","   .00 %","   .00 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .15 %","","   .00 %"
"2020-05-22","   .00 %","   .00 %","  1.76 %","  4.76 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  -.85 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.77 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.82 %"," 16.67 %","   .91 %","   .00 %","  1.07 %","  1.06 %","   .00 %","   .00 %","   .93 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","","   .00 %"
"2020-05-23","   .00 %","   .00 %","   .35 %","  2.27 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .86 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","  1.52 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.85 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .60 %","","  1.59 %"
"2020-05-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","  1.71 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 12.50 %","  3.57 %","   .00 %","   .78 %","   .00 %","   .29 %","  1.05 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.53 %","","  1.56 %"
"2020-05-25","   .00 %","   .00 %","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.26 %"," -4.00 %","  4.00 %","   .00 %","","   .00 %","   .00 %","  -.86 %","   .00 %","   .44 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .72 %","","   .00 %"
"2020-05-26","   .00 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -3.85 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","","  1.54 %"
"2020-05-27","   .00 %","   .00 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  8.33 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .66 %","   .00 %","  3.90 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .72 %","","  1.52 %"
"2020-05-28","   .00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %"," -9.09 %","   .00 %"," 17.86 %","  1.20 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","  5.00 %","  1.71 %","","  2.99 %"
"2020-05-29","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  4.00 %","","   .00 %","   .00 %","  7.69 %","   .00 %"," 12.00 %"," -8.00 %","  2.44 %","   .00 %","  1.49 %"," 20.00 %","   .00 %"," -3.03 %","  1.18 %","   .00 %","  1.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .98 %","","   .00 %"
"2020-05-30","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.48 %","  3.85 %","","   .00 %","   .00 %"," 14.29 %","   .00 %","  7.14 %","   .00 %","  4.76 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .74 %"," -8.33 %","  1.87 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","  4.55 %","  1.66 %","","   .00 %"
"2020-05-31","   .00 %","   .00 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %","","   .00 %","   .00 %"," 12.50 %","  1.54 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  5.80 %","   .00 %","   .00 %","   .00 %","  1.16 %","   .00 %","  2.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .68 %","","  1.45 %"
"2020-06-01","   .00 %","   .00 %","  1.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.60 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.52 %"," 33.33 %","  4.35 %","   .00 %","   .00 %","  5.48 %"," 25.00 %","  1.74 %","   .00 %","  1.35 %","  9.09 %","   .52 %","  2.04 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","","   .00 %"
"2020-06-02","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .85 %","   .00 %","   .82 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .54 %","","   .00 %"
"2020-06-03","   .00 %","  1.79 %","  2.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .79 %","  3.70 %","","   .00 %","   .00 %"," 27.27 %","  1.49 %","  2.27 %"," -4.17 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .85 %","   .00 %","  1.83 %","   .00 %","  1.10 %","  1.00 %","   .00 %","   .00 %","  1.65 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .67 %","","  5.71 %"
"2020-06-04","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","  3.23 %"," 16.67 %","   .00 %","  3.91 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.47 %","  2.22 %","   .00 %","   .00 %","   .00 %","  3.90 %"," 27.78 %","  1.68 %","   .00 %","  1.20 %","   .00 %","  2.51 %","  -.99 %","   .00 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .40 %","","  1.35 %"
"2020-06-05","   .00 %","  8.77 %","  1.80 %","   .00 %","   .00 %","   .00 %","-14.29 %","   .00 %","   .75 %","  3.57 %","","   .00 %","   .00 %"," 32.14 %","   .00 %"," 19.57 %","   .00 %","  2.27 %","   .00 %","   .00 %"," 17.39 %","  2.48 %","  3.12 %","  1.68 %","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %"," 10.34 %","  2.65 %","","  5.33 %"
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-07","   .00 %","   .00 %","  2.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.75 %","   .00 %","","   .00 %","   .00 %"," 18.92 %","  2.90 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","  3.03 %","  1.07 %","  8.33 %","  2.27 %","  3.00 %","   .00 %","   .00 %","  4.80 %","   .00 %","   .00 %"," 50.00 %","  3.12 %","  1.94 %","","  2.53 %"
"2020-06-08","   .00 %","   .00 %","  8.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.50 %","   .00 %","","   .00 %","   .00 %"," 34.09 %","   .00 %","  1.75 %","   .00 %","  2.22 %","   .00 %","  1.25 %"," ##.## %","   .81 %","   .00 %","  1.83 %","   .00 %","  3.01 %","   .00 %","   .00 %","   .00 %","  9.92 %","   .00 %","   .00 %","   .00 %","  6.06 %","  1.27 %","","  4.94 %"
"2020-06-09","   .00 %","  1.61 %","  4.24 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","  -.74 %","   .00 %","","   .00 %","   .00 %"," 10.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.29 %","  -.80 %"," -2.94 %","   .76 %","   .00 %","  2.07 %","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," -2.86 %","   .88 %","","   .00 %"
"2020-06-10","   .00 %","   .00 %","  1.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.08 %","  8.45 %"," 10.34 %","   .00 %","   .00 %","   .00 %","  1.23 %","  2.55 %","   .00 %","   .00 %","   .47 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","","   .00 %"
"2020-06-11","   .00 %","   .00 %"," 11.78 %","  2.22 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .75 %","   .00 %","","   .00 %","   .00 %","  1.49 %"," -1.30 %","  4.69 %","   .00 %","   .00 %"," ##.## %","  3.66 %","  5.59 %","   .00 %","   .00 %","  3.17 %","   .00 %","  3.16 %","  3.85 %","   .00 %","   .00 %","  2.70 %","   .00 %"," 14.29 %"," 33.33 %","  2.94 %","  1.85 %","","  7.06 %"
"2020-06-12","   .00 %","   .00 %","  2.02 %","   .00 %"," 17.65 %","   .00 %","   .00 %","   .00 %","  1.48 %","   .00 %","","   .00 %","   .00 %","  4.41 %","  2.63 %"," -2.99 %","   .00 %","  4.35 %","   .00 %","   .00 %","  8.24 %","   .00 %","   .00 %","  2.62 %","   .00 %","  2.56 %","  8.33 %","   .00 %","   .00 %","  3.29 %","   .00 %"," 50.00 %","   .00 %","  8.57 %","  2.54 %","","   .00 %"
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-15","   .00 %","   .00 %","  7.25 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 15.49 %","  5.13 %","  4.62 %","   .00 %"," 10.42 %"," 25.00 %","  4.71 %"," 11.96 %","  1.61 %"," 15.15 %","  3.97 %"," 15.38 %","  8.06 %","  8.55 %","   .00 %","   .00 %"," 14.65 %","   .00 %"," ##.## %","   .00 %","  7.89 %","  4.95 %","","  1.10 %"
"2020-06-16","   .00 %","   .00 %","  4.30 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.22 %","  1.22 %","  1.47 %","  4.35 %"," 15.09 %","   .00 %","  1.12 %","  8.25 %","   .00 %","   .00 %","  1.87 %"," 13.33 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %"," 98.35 %","   .00 %","  2.44 %","  4.15 %","","  2.17 %"
"2020-06-17","   .00 %","  4.76 %","  3.34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.46 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.20 %","  2.41 %","   .00 %","  8.33 %","  4.92 %"," 20.00 %","   .00 %","  1.35 %","  -.79 %","   .00 %","  1.42 %","  5.88 %","  2.13 %","   .79 %","   .00 %","   .00 %","  6.63 %","   .00 %","   .83 %","   .00 %","   .00 %","  2.37 %","   .00 %","   .00 %"
"2020-06-18","   .00 %","   .00 %","  2.28 %","   .00 %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.66 %","   .00 %","  5.80 %","   .00 %","  6.25 %","   .00 %","   .00 %","  1.77 %","   .80 %"," 10.53 %","  2.13 %"," 22.22 %","  2.02 %","  2.34 %","   .00 %","   .00 %","  6.74 %","   .00 %","  2.07 %","   .00 %","   .00 %","  2.63 %","   .00 %","  3.19 %"
"2020-06-19","   .00 %","   .00 %","  4.28 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","  2.16 %"," 10.34 %","   .00 %","   .00 %","   .00 %","  2.35 %","   .00 %","  5.48 %","   .00 %"," 17.65 %","   .00 %","  3.33 %"," 13.48 %","   .79 %","  2.38 %","  1.61 %"," 22.73 %","  2.94 %","   .00 %","   .00 %","   .00 %"," 11.65 %","   .00 %","  2.43 %"," 25.00 %","   .00 %","  1.74 %","   .00 %","   .00 %"
"2020-06-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","  4.55 %","  8.20 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  3.52 %","  6.25 %","   .00 %","   .00 %","   .00 %","  1.15 %","  7.06 %","  2.60 %","   .00 %"," 10.00 %","   .00 %"," 13.98 %"," 11.88 %","  1.57 %"," 18.60 %","  6.65 %"," 18.52 %","  7.88 %","  -.76 %","   .00 %","   .00 %"," 21.30 %","   .00 %","  3.95 %"," 60.00 %"," 14.29 %","  8.67 %","   .00 %","  4.12 %"
"2020-06-23","   .00 %"," -1.45 %","  4.12 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.14 %","  1.10 %","  2.53 %","   .00 %","  7.95 %","   .00 %","   .94 %","   .00 %","   .00 %","  3.92 %","  1.26 %","  9.38 %","  2.38 %","   .77 %","   .00 %"," 16.67 %","  6.81 %","   .00 %","  7.22 %","   .00 %","  8.33 %","  3.90 %","   .00 %","   .00 %"
"2020-06-24","   .00 %","  2.94 %","  1.27 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.68 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.12 %","  2.17 %","  3.70 %","   .00 %","  3.16 %","   .00 %","   .00 %","  3.08 %","   .78 %","  9.43 %","   .95 %","   .00 %","  2.38 %","   .76 %","   .00 %","   .00 %"," 11.74 %","   .00 %","  1.77 %","   .00 %","  3.85 %","  2.77 %","   .00 %","   .99 %"
"2020-06-25","   .00 %","  8.57 %","  1.25 %","  2.13 %","   .00 %","  5.41 %","   .00 %","   .00 %","  1.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.06 %","  1.19 %","   .00 %"," 13.27 %"," 50.00 %","  4.67 %","   .00 %","  1.54 %","  3.45 %","   .29 %","  2.86 %","  1.50 %","  1.52 %","   .00 %","   .00 %","  2.40 %","   .00 %","  3.48 %","   .00 %","  1.85 %","  2.09 %","   .00 %","   .98 %"
"2020-06-26","   .00 %","  5.26 %","  2.62 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  2.58 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.38 %","  7.06 %","  7.69 %","   .00 %"," 33.33 %","  8.93 %","  1.33 %","  3.03 %"," 21.67 %","  1.30 %"," 33.33 %","  3.10 %","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","  4.04 %","   .00 %","  5.45 %","  3.32 %","   .00 %","  5.83 %"
"2020-06-27","   .00 %","  2.50 %","  2.41 %","   .00 %","  3.70 %","  2.56 %"," 11.11 %","   .00 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.02 %","  3.30 %","  7.14 %","   .00 %","  8.33 %"," 11.48 %","   .66 %","  2.94 %"," 16.44 %","  2.29 %"," 10.42 %","  2.91 %","  1.49 %","   .00 %","   .00 %"," 15.43 %","   .00 %","  3.56 %","   .00 %","  3.45 %","  3.62 %","   .00 %","  3.67 %"
"2020-06-28","   .00 %","   .00 %","  2.64 %","  2.08 %","  3.57 %","   .00 %","   .00 %","   .00 %","  4.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.28 %","  3.19 %","  3.33 %","   .00 %","   .00 %","  2.21 %","   .98 %","   .00 %"," 12.94 %","  3.00 %"," 15.09 %","  2.49 %","  2.21 %","   .00 %","   .00 %"," 11.46 %","   .00 %","   .62 %","   .00 %","  5.00 %","  2.31 %","   .00 %","   .88 %"
"2020-06-29","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.83 %","  3.09 %","  3.23 %","  4.50 %"," 15.38 %","  4.32 %","   .00 %","   .00 %","  5.21 %","   .95 %","   .00 %","  1.31 %","   .00 %","   .00 %"," 28.57 %","  3.21 %","   .00 %","  1.55 %","   .00 %","  7.94 %","  2.18 %","   .00 %","   .88 %"
"2020-06-30","   .00 %","   .00 %","  2.37 %"," -2.04 %","   .00 %","  2.50 %","   .00 %","   .00 %","  5.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.59 %"," 12.00 %","  3.12 %","  2.59 %"," 13.33 %","  4.14 %","   .65 %","  2.86 %","  6.93 %","  1.68 %","   .00 %","  1.62 %","  1.44 %","   .00 %","   .00 %","  2.07 %","   .00 %","  3.06 %","   .00 %","  1.47 %","  1.22 %","   .00 %","  3.48 %"
"2020-07-01"," ##.## %","  2.44 %","  2.46 %","  2.08 %","  3.45 %","   .00 %","   .00 %","   .00 %","  1.10 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","  5.36 %","   .00 %","  3.36 %"," 11.76 %","  9.27 %","  3.85 %","  4.86 %"," 14.81 %","  1.65 %","  4.92 %","  1.68 %","  5.67 %","   .00 %"," 22.22 %","  8.33 %","   .00 %","  1.48 %"," 25.00 %","  5.80 %","  3.61 %","   .00 %","  5.88 %"
"2020-07-02","   .00 %"," -1.19 %","  2.93 %","   .00 %","  3.33 %","   .00 %"," 10.00 %","   .00 %","  4.92 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.97 %","  6.78 %"," 24.24 %","   .00 %","   .00 %","  9.09 %","   .93 %","  1.99 %"," 12.90 %","  1.62 %"," 12.50 %","  2.77 %","   .00 %","   .00 %","  9.09 %"," 16.32 %","   .00 %","  1.46 %","   .00 %","  2.74 %","  4.86 %","   .00 %","  3.97 %"
"2020-07-03","   .00 %","  9.64 %","  2.85 %","   .00 %"," 12.90 %","  2.44 %","  9.09 %"," 14.29 %","  4.69 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.87 %","  3.97 %","  7.32 %","  1.63 %","  5.26 %","  8.89 %","  5.50 %","  1.30 %"," 14.29 %","  1.98 %"," 13.89 %","  2.61 %","  3.36 %"," ##.## %","  8.33 %","  7.58 %","   .00 %","  2.31 %","   .00 %"," 13.33 %","  3.11 %","   .00 %","   .76 %"
"2020-07-04"," 25.00 %","  2.20 %","  3.27 %","  4.08 %","  2.86 %","   .00 %","   .00 %","   .00 %","  4.98 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .76 %"," 18.18 %","  4.00 %","  5.00 %","  6.12 %","   .29 %","   .64 %"," 19.38 %","   .94 %"," 13.41 %","  2.37 %","  3.25 %","   .00 %","  7.69 %","  7.35 %","   .00 %","   .00 %","   .00 %","  3.53 %","  2.88 %","   .00 %","   .00 %"
"2020-07-05","   .00 %","  1.08 %","  2.92 %","   .00 %","  8.33 %","   .00 %","  8.33 %","   .00 %","  3.79 %","  8.70 %","   .00 %","   .00 %","   .00 %","  5.68 %","  1.36 %","   .76 %","  5.77 %","   .00 %","   .00 %","  4.81 %","   .00 %","   .00 %","  7.85 %","  2.36 %","  9.68 %","  2.94 %","   .00 %"," 50.00 %","   .00 %","  5.73 %","   .00 %","   .28 %","   .00 %","  3.41 %","  3.39 %","   .00 %","  5.30 %"
"2020-07-06","   .00 %","  1.06 %","  1.89 %","  5.88 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .91 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.08 %","  2.01 %","   .75 %","  1.82 %","   .00 %","   .00 %","  4.59 %","   .00 %","   .00 %","  4.85 %","   .79 %","  4.90 %","  1.65 %","   .63 %","   .00 %","  7.14 %","  1.98 %","   .00 %","   .00 %","   .00 %","  3.30 %","  2.14 %","   .00 %","   .00 %"
"2020-07-07","   .00 %","  2.11 %","  1.86 %","   .00 %","  4.76 %","  9.52 %","  7.69 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","  3.19 %","   .00 %","  1.49 %","  5.36 %","   .77 %","  4.76 %","  6.58 %","   .00 %","   .00 %","  3.24 %","  1.32 %","  1.87 %","  2.02 %","  3.75 %","   .00 %","   .00 %","  2.59 %","   .00 %","  1.40 %"," 10.00 %","  2.13 %","  1.54 %","   .00 %"," 11.51 %"
"2020-07-08"," 60.00 %","  1.03 %","  1.94 %","  1.85 %","  2.27 %","  4.35 %","  7.14 %"," 12.50 %","  1.36 %","  3.70 %","   .00 %","   .00 %"," ##.## %","  1.03 %","  3.29 %","   .74 %","  3.39 %","   .00 %","   .00 %","  4.12 %","   .87 %","  5.10 %","  5.38 %","   .83 %","  9.17 %","  1.09 %","   .00 %","   .00 %","   .00 %","  5.30 %","   .00 %","   .55 %","   .00 %","  1.04 %","  1.88 %","   .00 %","  5.81 %"
"2020-07-09","   .00 %","  1.02 %","  2.24 %","   .00 %","  4.44 %","  8.33 %"," 13.33 %","   .00 %","  2.23 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","  4.46 %","  5.84 %","-11.48 %","   .00 %","  9.09 %","  7.11 %","  4.01 %","  1.82 %"," 13.19 %","  2.71 %"," 10.92 %","  3.30 %","  1.20 %","   .00 %","   .00 %","  6.24 %","   .00 %","  1.10 %","  9.09 %","  5.15 %","  2.63 %","   .00 %","  4.27 %"
"2020-07-10"," 12.50 %","  6.06 %","  1.20 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","  3.49 %","  3.57 %","   .00 %","   .00 %","   .00 %","  4.04 %","  5.49 %"," 10.34 %","  1.85 %","   .00 %","   .00 %","  3.69 %","  -.28 %","  2.38 %","  7.52 %","  1.55 %","  -.76 %","  1.34 %","  1.79 %","   .00 %","  6.67 %","  5.76 %","   .00 %","   .27 %","  8.33 %","  3.92 %","  2.56 %","   .00 %","  4.68 %"
"2020-07-11"," 22.22 %","  6.67 %","  3.24 %","   .00 %","  2.13 %","  3.85 %","   .00 %","   .00 %","  6.33 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .97 %","  2.89 %","  1.88 %","  3.64 %","  3.05 %","   .00 %","  4.63 %","  -.28 %","  1.16 %","  5.59 %","  3.45 %","  5.34 %","  3.44 %","  1.17 %"," 33.33 %","   .00 %","  5.34 %","   .00 %","   .27 %","  7.69 %","  9.43 %","  2.89 %","   .00 %","  8.38 %"
"2020-07-12","  9.09 %","  1.79 %","  3.35 %","   .00 %","   .00 %"," -1.85 %","   .00 %","   .00 %","  6.35 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .96 %","   .56 %","  3.07 %","   .00 %","  1.48 %","   .00 %","  3.74 %","   .00 %","  4.02 %"," 23.51 %","  1.53 %","  5.07 %","  2.27 %","  2.31 %"," 25.00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","   .86 %","  1.76 %","   .00 %","  2.06 %"
"2020-07-13","   .00 %","   .88 %","  1.93 %","   .00 %"," 12.50 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .95 %","  1.12 %","   .00 %","   .00 %","   .73 %","   .00 %","  1.31 %","   .00 %","   .55 %","  7.24 %","  1.83 %","  6.21 %","  2.70 %","  1.13 %","   .00 %","   .00 %","  2.76 %","   .00 %","   .00 %","  7.14 %","   .00 %","  2.44 %","   .00 %","  3.54 %"
"2020-07-14","   .00 %","   .87 %","  2.09 %","  1.82 %","  5.56 %","  1.85 %","  5.56 %","   .00 %","  2.99 %","  3.12 %","   .00 %","   .00 %","   .00 %","  2.83 %","  3.31 %","   .60 %"," 12.28 %","  1.45 %","   .00 %","  2.59 %","  -.28 %","  1.10 %","  8.50 %","  2.43 %","  4.55 %","  2.43 %","   .56 %","   .00 %"," 18.75 %","  7.11 %","   .00 %","   .81 %","   .00 %","  1.71 %","  2.80 %","   .00 %","  2.93 %"
