"date","Wisconsin/Adams","Wisconsin/Ashland","Wisconsin/Barron","Wisconsin/Bayfield","Wisconsin/Brown","Wisconsin/Buffalo","Wisconsin/Burnett","Wisconsin/Calumet","Wisconsin/Chippewa","Wisconsin/Clark","Wisconsin/Columbia","Wisconsin/Crawford","Wisconsin/Dane","Wisconsin/Dodge","Wisconsin/Door","Wisconsin/Douglas","Wisconsin/Dunn","Wisconsin/Eau Claire","Wisconsin/Florence","Wisconsin/Fond du Lac","Wisconsin/Forest","Wisconsin/Grant","Wisconsin/Green","Wisconsin/Green Lake","Wisconsin/Iowa","Wisconsin/Iron","Wisconsin/Jackson","Wisconsin/Jefferson","Wisconsin/Juneau","Wisconsin/Kenosha","Wisconsin/Kewaunee","Wisconsin/La Crosse","Wisconsin/Lafayette","Wisconsin/Langlade","Wisconsin/Lincoln","Wisconsin/Manitowoc","Wisconsin/Marathon","Wisconsin/Marinette","Wisconsin/Marquette","Wisconsin/Menominee","Wisconsin/Milwaukee","Wisconsin/Monroe","Wisconsin/Oconto","Wisconsin/Oneida","Wisconsin/Outagamie","Wisconsin/Ozaukee","Wisconsin/Pepin","Wisconsin/Pierce","Wisconsin/Polk","Wisconsin/Portage","Wisconsin/Price","Wisconsin/Racine","Wisconsin/Richland","Wisconsin/Rock","Wisconsin/Rusk","Wisconsin/Sauk","Wisconsin/Sawyer","Wisconsin/Shawano","Wisconsin/Sheboygan","Wisconsin/St. Croix","Wisconsin/Taylor","Wisconsin/Trempealeau","Wisconsin/Unassigned","Wisconsin/Vernon","Wisconsin/Vilas","Wisconsin/Walworth","Wisconsin/Washburn","Wisconsin/Washington","Wisconsin/Waukesha","Wisconsin/Waupaca","Wisconsin/Waushara","Wisconsin/Winnebago","Wisconsin/Wood"
"2020-04-18","1","0","0","1","1","1","","0","0","0","1","0","17","1","1","0","0","0","0","3","","2","0","0","0","1","1","0","1","5","1","0","0","","","0","1","1","1","0","122","0","0","0","2","9","0","0","0","0","0","8","1","4","0","3","0","0","2","0","","0","0","","0","4","0","3","11","1","0","1","0"
"2020-04-19","1","0","0","1","1","1","","0","0","0","1","0","19","1","1","0","0","0","0","3","","2","0","0","0","1","1","0","1","5","1","0","0","","","0","1","1","1","0","125","0","0","0","2","9","0","0","0","0","0","9","1","4","0","3","0","0","2","0","","0","0","","0","6","0","3","11","1","0","1","0"
"2020-04-20","1","0","0","1","1","1","","0","0","1","1","0","19","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","5","1","0","0","","","0","1","1","1","0","132","0","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","","0","6","0","3","11","1","0","1","0"
"2020-04-21","1","0","0","1","2","1","","0","0","1","1","0","20","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","6","1","0","0","","","0","1","1","1","0","139","1","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","","0","7","0","3","13","1","0","1","0"
"2020-04-22","1","0","0","1","2","1","","0","0","1","1","0","20","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","6","1","0","0","","","0","1","1","1","0","142","1","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","","0","7","0","4","13","1","0","1","0"
"2020-04-23","1","0","0","1","2","1","","0","0","1","1","0","21","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","6","1","0","0","","","0","1","1","1","0","150","1","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","","0","7","0","4","14","1","0","1","0"
"2020-04-24","1","0","0","1","2","1","","0","0","1","1","0","21","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","7","1","0","0","","","0","1","1","1","0","154","1","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","0","0","7","0","4","14","1","0","1","0"
"2020-04-25","1","0","0","1","2","1","","0","0","1","1","0","21","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","7","1","0","0","","","0","1","1","1","0","157","0","0","0","2","9","0","0","0","0","0","10","1","4","0","3","0","0","2","0","","0","0","0","0","8","0","4","14","1","0","1","0"
"2020-04-26","1","0","0","1","2","1","","0","0","1","1","0","21","1","1","0","0","0","0","3","","3","0","0","0","1","1","0","1","7","1","0","0","","","0","1","1","1","0","162","0","0","0","2","9","0","0","0","0","0","10","1","5","0","3","0","0","2","0","","0","0","0","0","8","0","4","14","1","0","1","0"
"2020-04-27","1","0","0","1","2","1","","0","0","2","1","0","21","1","1","0","0","0","0","3","","4","0","0","0","1","1","0","1","7","1","0","0","","","1","1","1","1","0","167","0","0","0","2","9","0","0","0","0","0","10","1","5","0","3","0","0","2","0","","0","0","0","0","8","0","4","15","1","0","1","0"
"2020-04-28","1","0","0","1","3","1","","0","0","3","1","0","22","1","1","0","0","0","0","3","","5","0","0","0","1","1","0","1","9","1","0","0","","","1","1","1","1","0","174","1","0","0","2","9","0","0","0","0","0","12","2","6","0","3","0","0","2","0","","0","0","0","0","8","0","4","16","1","0","1","0"
"2020-04-29","1","0","0","1","3","1","","0","0","4","1","0","22","1","2","0","0","0","0","3","","6","0","0","0","1","1","0","1","11","1","0","0","","","1","1","1","1","0","177","1","0","0","2","9","0","0","0","0","0","12","2","6","0","3","0","0","2","0","","0","0","0","0","8","0","4","16","1","0","1","0"
"2020-04-30","1","0","0","1","3","1","","0","0","4","1","0","22","1","2","0","0","0","0","3","","6","0","0","0","1","1","0","1","12","1","0","0","","","1","1","1","1","0","181","1","0","0","2","9","0","0","0","0","0","12","2","6","0","3","0","0","2","0","","0","0","0","0","8","0","4","19","1","0","1","0"
"2020-05-01","1","0","0","1","5","1","","0","0","4","1","0","23","1","2","0","0","0","0","3","","6","0","0","0","1","1","0","1","13","1","0","0","","0","1","1","1","1","0","186","1","0","0","2","9","0","0","0","0","0","13","2","6","0","3","0","0","2","0","","0","0","0","0","8","0","4","20","1","0","1","0"
"2020-05-02","1","0","0","1","6","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","","6","0","0","0","1","1","0","1","13","1","0","0","","0","1","1","1","1","0","191","1","0","0","2","9","0","0","0","0","0","13","2","7","0","3","0","0","2","0","","0","0","0","0","8","0","4","20","1","0","1","0"
"2020-05-03","1","0","0","1","6","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","","6","0","0","0","1","1","0","1","14","1","0","0","","0","1","1","1","1","0","195","1","0","0","2","9","0","0","0","0","0","13","2","7","0","3","0","0","2","0","","0","0","0","0","8","0","4","20","1","0","1","0"
"2020-05-04","1","0","0","1","6","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","","6","0","0","0","1","1","0","1","14","1","0","0","","0","1","1","1","1","0","195","1","0","0","2","9","0","0","0","0","0","14","2","7","0","3","0","0","2","0","","0","0","0","0","8","0","4","20","1","0","1","0"
"2020-05-05","1","0","0","1","9","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","","7","0","0","0","1","1","0","1","14","1","0","0","","0","1","1","1","1","0","201","1","0","0","2","9","0","0","0","0","0","15","2","9","0","3","0","0","2","0","","0","0","0","0","8","0","4","20","1","0","1","0"
"2020-05-06","1","0","0","1","11","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","0","7","0","0","0","1","1","0","1","14","1","0","0","","0","1","1","1","1","0","204","1","0","0","2","9","0","0","0","0","0","15","2","10","0","3","0","0","2","0","","0","0","0","0","9","0","4","22","1","0","1","0"
"2020-05-07","1","0","0","1","12","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","0","7","0","0","0","1","1","0","1","14","1","0","0","","0","1","1","1","1","0","212","1","0","0","2","9","0","0","0","0","0","16","2","12","0","3","0","0","2","0","","0","0","0","0","9","0","4","22","1","0","1","0"
"2020-05-08","1","0","0","1","13","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","0","7","0","0","0","1","1","0","1","15","1","0","0","","0","1","1","1","1","0","219","1","0","0","2","9","0","0","0","0","0","16","2","12","0","3","0","0","2","0","","0","0","0","0","10","0","4","22","1","0","1","0"
"2020-05-09","1","0","0","1","18","1","","0","0","4","1","0","22","1","3","0","0","0","0","3","0","7","0","0","0","1","1","2","1","15","1","0","0","","0","1","1","1","1","0","224","1","0","0","2","9","0","0","0","0","0","16","2","13","0","3","0","0","2","0","","0","0","0","0","10","0","4","23","1","0","1","0"
"2020-05-10","1","0","0","1","18","1","","1","0","4","1","0","22","1","3","0","0","0","0","3","0","7","0","0","0","1","1","2","1","15","1","0","0","","0","1","1","1","1","0","225","1","0","0","2","9","0","0","0","0","0","16","2","13","0","3","0","0","2","0","","0","0","0","0","10","0","4","23","1","0","1","0"
"2020-05-11","1","0","0","1","18","1","","1","0","4","1","0","22","1","3","0","0","0","0","3","0","9","0","0","0","1","1","2","1","16","1","0","0","","0","1","1","1","1","0","231","1","0","0","2","9","0","0","0","0","0","16","2","13","0","3","0","0","2","0","","0","0","0","0","10","0","4","23","1","0","1","0"
"2020-05-12","1","0","0","1","20","1","","1","0","4","1","0","22","1","3","0","0","0","0","3","0","9","0","0","0","1","1","2","1","16","1","0","0","","0","1","1","1","1","0","235","1","0","0","2","10","0","0","0","0","0","17","2","13","0","3","0","0","2","0","","0","0","0","0","11","0","4","23","1","0","1","0"
"2020-05-13","1","0","0","1","20","1","","1","0","4","1","0","22","1","3","0","0","0","0","3","0","9","0","0","0","1","1","2","1","17","1","0","0","","0","1","1","1","1","0","236","1","0","0","2","10","0","0","0","0","0","17","2","13","0","3","0","0","3","0","","0","0","0","0","11","0","4","23","1","0","1","0"
"2020-05-14","1","0","0","1","21","1","1","1","0","4","1","0","22","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","17","1","0","0","","0","1","1","2","1","0","242","1","0","0","4","10","0","0","0","0","0","17","2","14","0","3","0","0","3","0","","0","0","0","0","11","0","4","23","1","0","1","0"
"2020-05-15","1","0","0","1","21","1","1","1","0","4","1","0","25","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","17","1","0","0","","0","1","1","2","1","0","249","1","0","0","4","10","0","0","0","0","0","18","2","14","0","3","0","0","3","0","","0","0","0","0","11","0","4","23","1","0","1","0"
"2020-05-16","1","0","0","1","22","1","1","1","0","4","1","0","25","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","18","1","0","0","","0","1","1","2","1","0","252","1","0","0","4","11","0","0","0","0","0","18","3","14","0","3","0","0","3","0","","0","0","0","0","12","0","4","23","1","0","1","0"
"2020-05-17","1","0","0","1","22","1","1","1","0","4","1","0","25","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","18","1","0","0","","0","1","1","2","1","0","252","1","0","0","4","11","0","0","0","0","0","18","3","14","0","3","0","0","3","0","","0","0","0","0","12","0","4","23","1","0","1","0"
"2020-05-18","1","0","0","1","23","1","1","1","0","4","1","0","25","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","18","1","0","0","","0","1","1","2","1","0","256","1","0","0","5","11","0","0","0","0","0","18","3","14","0","3","0","0","3","0","","0","0","0","0","12","0","4","23","1","0","1","0"
"2020-05-19","1","0","0","1","26","1","1","1","0","4","1","0","25","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","19","1","0","0","","0","1","1","2","1","0","260","1","0","0","5","11","0","0","0","0","0","19","3","14","0","3","0","0","3","0","","0","0","0","0","11","0","4","23","1","0","1","0"
"2020-05-20","1","0","0","1","29","1","1","1","0","4","1","0","26","1","3","0","0","0","0","3","0","10","0","0","0","1","1","2","1","21","1","0","0","","0","1","1","2","1","0","265","1","0","0","5","11","0","0","1","0","0","20","3","14","0","3","0","0","3","0","","0","0","0","0","11","0","4","24","1","0","1","0"
"2020-05-21","1","0","0","1","29","1","1","1","0","4","1","0","26","1","3","0","0","0","0","4","0","10","0","0","0","1","1","2","1","21","1","0","0","0","0","1","1","2","1","0","269","1","0","0","5","11","0","0","1","0","0","20","4","14","0","3","0","0","3","0","0","0","0","0","0","11","0","4","24","1","0","1","0"
"2020-05-22","1","0","0","1","31","1","1","1","0","4","1","0","26","1","3","0","0","0","0","4","0","10","0","0","0","1","1","3","1","22","1","0","0","0","0","1","1","2","1","0","270","1","0","0","5","11","0","0","1","0","0","22","4","15","0","3","0","0","3","0","0","0","0","0","0","11","0","4","25","1","0","1","0"
"2020-05-23","1","0","0","1","32","1","1","1","0","4","1","0","26","1","3","0","0","0","0","4","0","10","0","0","0","1","1","3","1","22","1","0","0","0","0","1","1","2","1","0","276","1","0","0","6","11","0","0","1","0","0","22","4","16","0","3","0","0","3","0","0","0","0","0","0","12","0","4","25","1","0","1","1"
"2020-05-24","1","0","0","1","32","1","1","1","0","4","1","0","26","1","3","0","0","0","0","4","0","11","0","0","0","1","1","3","1","22","1","0","0","0","0","1","1","2","1","0","276","1","0","0","7","11","0","0","1","0","0","22","4","16","0","3","0","0","3","0","0","0","0","0","0","13","0","4","25","1","0","1","1"
"2020-05-25","1","0","0","1","32","1","1","1","0","4","1","0","26","1","3","0","0","0","0","5","0","11","0","0","0","1","1","3","1","22","1","0","0","0","0","1","1","2","1","0","276","1","0","0","7","11","0","0","1","0","0","25","4","16","0","3","0","0","3","0","0","0","0","0","0","13","0","4","25","1","0","1","1"
"2020-05-26","1","0","0","1","32","1","1","1","0","4","1","0","26","1","3","0","0","0","0","5","0","12","0","0","0","1","1","3","1","22","1","0","0","0","0","1","1","2","1","0","277","1","0","0","7","11","0","0","1","0","0","25","4","16","0","3","0","0","3","0","0","0","0","0","0","13","0","4","26","1","0","1","1"
"2020-05-27","1","0","0","1","33","1","1","1","0","4","1","0","27","1","3","0","0","0","0","4","1","12","0","0","0","1","1","3","1","24","1","0","0","0","0","1","1","2","1","0","282","1","0","0","8","11","0","0","1","0","0","28","4","18","0","3","0","0","3","0","0","0","0","0","0","16","0","4","28","1","0","3","1"
"2020-05-28","1","0","0","1","34","1","1","1","0","4","1","0","27","1","3","0","0","0","0","5","1","12","0","0","0","1","1","3","1","25","1","0","0","0","0","1","1","2","1","0","285","1","0","0","8","11","0","0","1","0","0","33","4","18","0","3","0","0","3","0","0","0","0","0","0","16","0","4","28","1","0","3","1"
"2020-05-29","1","0","0","1","35","1","1","1","0","4","1","0","27","1","3","0","0","0","0","5","1","12","0","0","0","1","1","3","1","27","1","0","0","0","0","1","1","2","1","0","294","1","0","0","8","11","0","0","1","0","0","35","4","18","0","3","0","0","3","0","0","0","0","0","0","17","0","6","28","1","0","4","1"
"2020-05-30","1","0","0","1","37","1","1","1","0","4","1","0","29","2","3","0","0","0","0","5","1","12","0","0","0","1","1","3","1","30","1","0","0","0","0","1","1","2","1","0","299","1","0","0","8","11","0","0","1","0","0","36","4","19","0","3","0","0","3","0","0","0","0","0","0","17","0","7","30","1","0","6","1"
"2020-05-31","1","0","0","1","37","1","1","1","0","4","1","0","29","2","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","30","1","0","0","0","0","1","1","2","1","0","299","1","0","0","8","12","0","0","1","0","0","37","4","19","0","3","0","0","3","0","0","0","0","0","0","17","0","7","30","1","0","7","1"
"2020-06-01","1","0","0","1","37","1","1","1","0","4","1","0","29","2","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","30","1","0","0","0","0","1","1","2","1","0","299","1","0","0","8","12","0","0","1","0","0","40","4","19","0","3","0","0","3","0","0","0","0","0","0","17","0","7","30","1","0","7","1"
"2020-06-02","1","0","0","1","37","1","1","1","0","4","1","0","29","2","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","30","1","0","0","0","0","1","1","2","1","0","309","1","0","0","8","12","0","0","1","0","0","41","4","19","0","3","0","0","3","0","0","0","0","0","0","17","0","8","30","1","0","7","1"
"2020-06-03","1","0","0","1","37","1","1","1","0","4","1","0","29","3","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","30","1","0","0","0","0","1","1","2","1","0","315","1","0","0","8","13","0","0","1","0","0","41","4","19","0","3","0","0","3","0","0","0","0","0","0","17","0","8","31","1","0","7","1"
"2020-06-04","1","0","0","1","38","1","1","1","0","4","1","0","29","3","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","33","1","0","0","0","0","1","1","2","1","0","316","1","0","0","8","13","0","0","1","0","0","44","4","20","0","3","0","0","3","0","0","0","0","0","0","17","0","9","31","1","0","7","1"
"2020-06-05","1","0","0","1","38","2","1","1","0","4","1","0","29","4","3","0","0","0","0","5","2","12","0","0","0","1","1","3","1","34","1","0","0","0","0","1","1","2","1","0","317","1","0","0","8","13","0","0","1","0","0","46","4","20","0","3","0","0","3","0","0","0","0","0","0","17","0","9","32","1","0","7","1"
"2020-06-06","1","0","0","1","38","2","1","1","0","4","1","0","29","4","3","0","0","0","0","6","2","12","0","0","0","1","1","3","1","34","1","0","0","0","0","1","1","3","1","0","325","1","0","0","8","13","0","0","1","0","0","47","4","21","0","3","0","0","3","0","0","0","0","0","0","17","0","9","32","1","0","7","1"
"2020-06-07","1","0","0","1","38","2","1","1","0","4","1","0","29","4","3","0","0","0","0","6","2","12","0","0","0","1","1","3","1","34","1","0","0","0","0","1","1","3","1","0","326","1","0","0","8","13","0","0","1","0","0","47","4","21","0","3","0","0","3","0","0","0","0","0","0","17","0","9","33","1","0","7","1"
"2020-06-08","1","0","0","1","38","2","1","1","0","4","1","0","29","4","3","0","0","0","0","6","2","12","0","0","0","1","1","3","1","34","1","0","0","0","0","1","1","3","1","0","325","1","0","0","8","13","0","0","1","0","0","47","4","21","0","3","0","0","3","0","0","0","0","0","0","17","0","9","33","1","0","7","1"
"2020-06-09","1","0","0","1","38","2","1","1","0","4","1","0","30","4","3","0","0","0","0","6","2","12","0","0","0","1","1","3","1","36","1","0","0","0","0","1","1","3","1","0","331","1","0","0","8","13","0","0","1","0","0","51","4","21","0","3","0","0","3","0","0","0","0","0","0","17","0","10","34","1","0","7","1"
"2020-06-10","1","0","0","1","38","2","1","2","0","4","1","0","31","4","3","0","0","0","0","6","2","12","0","0","0","1","1","4","1","36","1","0","0","0","0","1","1","3","1","0","336","1","0","0","8","13","0","0","1","0","0","51","4","21","0","3","0","0","4","0","0","0","0","0","0","17","0","10","34","1","0","8","1"
