"date","Montana/Beaverhead","Montana/Big Horn","Montana/Blaine","Montana/Broadwater","Montana/Carbon","Montana/Carter","Montana/Cascade","Montana/Chouteau","Montana/Custer","Montana/Daniels","Montana/Dawson","Montana/Deer Lodge","Montana/Fallon","Montana/Fergus","Montana/Flathead","Montana/Gallatin","Montana/Garfield","Montana/Glacier","Montana/Golden Valley","Montana/Granite","Montana/Hill","Montana/Jefferson","Montana/Judith Basin","Montana/Lake","Montana/Lewis and Clark","Montana/Liberty","Montana/Lincoln","Montana/Madison","Montana/McCone","Montana/Meagher","Montana/Mineral","Montana/Missoula","Montana/Musselshell","Montana/Park","Montana/Petroleum","Montana/Phillips","Montana/Pondera","Montana/Powder River","Montana/Powell","Montana/Prairie","Montana/Ravalli","Montana/Richland","Montana/Roosevelt","Montana/Rosebud","Montana/Sanders","Montana/Sheridan","Montana/Silver Bow","Montana/Stillwater","Montana/Sweet Grass","Montana/Teton","Montana/Toole","Montana/Treasure","Montana/Unassigned","Montana/Valley","Montana/Wheatland","Montana/Wibaux","Montana/Yellowstone"
"2020-05-18","   .00 %"," 20.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","  4.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .72 %"
"2020-05-19","   .00 %"," 20.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","  4.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .95 %"
"2020-05-20","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 27.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .95 %"
"2020-05-21","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 27.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .70 %"
"2020-05-22","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 27.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .70 %"
"2020-05-23","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 23.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .46 %"
"2020-05-24","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 23.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .23 %"
"2020-05-25","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .23 %"
"2020-05-26","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-27","   .00 %","  2.50 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .23 %"
"2020-05-28","   .00 %","  9.17 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .45 %"
"2020-05-29","   .00 %"," 19.17 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .13 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .45 %"
"2020-05-30","   .00 %"," 30.28 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .27 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .67 %"
"2020-05-31","   .00 %"," 30.99 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .27 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","  1.54 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  2.43 %"
"2020-06-01","   .00 %"," 29.18 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .53 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","  1.54 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  2.41 %"
"2020-06-02","   .00 %"," 23.18 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .79 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","  1.54 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  2.18 %"
"2020-06-03","   .00 %"," 13.18 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .66 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","  1.54 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  2.58 %"
"2020-06-04","   .00 %","  5.30 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.56 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","  1.54 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  2.56 %"
"2020-06-05","   .00 %","  4.58 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.56 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .80 %"
"2020-06-06","   .00 %","  3.89 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.05 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .79 %"
"2020-06-07","   .00 %","  4.89 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .91 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .98 %"
"2020-06-08","   .00 %","  4.89 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.16 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .58 %"
"2020-06-09","   .00 %","  2.69 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .61 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .39 %"
"2020-06-10","   .00 %","  3.67 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.33 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  -.50 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .39 %"
"2020-06-11","   .00 %","  3.20 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","  1.80 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  -.50 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .38 %"
"2020-06-12","   .00 %","  2.01 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","  2.36 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","  4.00 %","  1.11 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  -.50 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .19 %"
"2020-06-13","   .00 %","  2.48 %","","   .00 %","   .00 %","","   .00 %",""," 40.00 %","","","   .00 %","","   .00 %","   .00 %","  2.66 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 14.00 %","  1.11 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .01 %","   .00 %","   .00 %","","","   .00 %","","","","  1.43 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .57 %"
"2020-06-14","   .00 %","  2.36 %","","   .00 %","   .00 %","","  1.18 %",""," 73.33 %","","","   .00 %","","   .00 %","   .54 %","  2.28 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 14.00 %","  2.16 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .01 %","   .00 %","   .00 %","","","   .00 %","","","","  4.10 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .57 %"
"2020-06-15","   .00 %","  1.82 %","","   .00 %","   .00 %","","  2.29 %",""," 80.83 %","","","   .00 %","","   .00 %","  1.07 %","  1.57 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 14.00 %","  2.16 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .51 %","   .00 %","   .00 %","","","   .00 %","","","","  5.27 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .57 %"
"2020-06-16","   .00 %","  2.29 %","","   .00 %","   .00 %","","  2.29 %",""," 84.47 %","","","   .00 %","","   .00 %","  1.07 %","  1.34 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 14.00 %","  2.16 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  1.51 %","   .00 %","   .00 %","","","   .00 %","","","","  5.27 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .56 %"
"2020-06-17","   .00 %","  2.66 %","","   .00 %","  3.33 %","","  3.34 %",""," 93.70 %","","","   .00 %","","   .00 %","  2.09 %","   .98 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 10.00 %","  1.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.47 %","   .00 %","   .00 %","","","   .00 %","","","","  4.16 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .56 %"
"2020-06-18","   .00 %","  3.83 %","","   .00 %","  9.05 %","","  3.34 %",""," 53.70 %","","","   .00 %","","   .00 %","  4.04 %","   .84 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.22 %","  1.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.86 %","   .00 %","   .00 %","","","   .00 %","","","","  2.73 %"," 13.33 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .74 %"
"2020-06-19","   .00 %","  2.92 %","","   .00 %"," 11.27 %","","  2.16 %",""," 21.42 %","","","   .00 %","","   .00 %","  3.50 %","   .94 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.22 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.86 %","   .00 %","   .00 %","","","   .00 %","","","","   .07 %"," 13.33 %","   .00 %"," 40.00 %","","","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","  1.27 %"
"2020-06-20","   .00 %","  3.24 %","","   .00 %"," 17.27 %","","  2.05 %",""," 14.92 %","","   .00 %","   .00 %","","   .00 %","  2.98 %","  1.65 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  2.22 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.73 %","   .00 %","  2.50 %","","","   .00 %","","","","   .07 %"," 17.33 %","   .00 %"," 66.67 %","","","   .00 %","   .00 %","","","  1.38 %","","   .00 %","   .00 %","   .00 %","","  2.14 %"
"2020-06-21","   .00 %","  4.69 %","","  5.00 %"," 17.27 %","","  3.01 %",""," 12.24 %","","   .00 %","   .00 %","","   .00 %","  3.42 %","  2.14 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  4.22 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.15 %","   .00 %","  2.50 %","","","   .00 %","","",""," -1.05 %"," 24.00 %","   .00 %"," 66.67 %","","","   .00 %","   .00 %","","","  1.38 %","","   .00 %","   .00 %","   .00 %","","  2.46 %"
"2020-06-22","   .00 %","  5.20 %","","  5.00 %"," 17.01 %","","  1.95 %","","  3.01 %","","   .00 %","   .00 %","","   .00 %","  3.27 %","  2.21 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  6.04 %","  2.91 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.20 %","   .00 %","  2.50 %","","","   .00 %","","","","   .07 %"," 24.00 %","   .00 %"," 66.67 %","","","   .00 %","  6.67 %","","","  1.38 %","","   .00 %","   .00 %","   .00 %","","  2.78 %"
"2020-06-23","   .00 %","  4.52 %","","  5.00 %"," 11.30 %","","  4.68 %","","  3.01 %",""," 20.00 %","   .00 %","","   .00 %","  1.31 %","  1.79 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  3.82 %","  3.78 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  1.29 %","   .00 %","  2.50 %","","","   .00 %","","","","   .07 %"," 10.67 %","   .00 %"," 66.67 %","","","   .00 %","  6.67 %","","","  1.38 %","","   .00 %","   .00 %","   .00 %","","  2.39 %"
"2020-06-24","   .00 %","  5.12 %","","  5.00 %","  9.08 %","","  5.48 %","","  2.86 %",""," 30.00 %","   .00 %","","   .00 %","  1.73 %","  1.87 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  3.82 %","  1.78 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.33 %","   .00 %","  2.50 %","","","   .00 %","","","","   .07 %"," 13.17 %","   .00 %"," 35.24 %","","","   .00 %","  6.67 %","","","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.33 %"
"2020-06-25","   .00 %","  4.96 %","","  5.00 %","  4.41 %","","  4.48 %","","  2.73 %",""," 70.00 %","   .00 %","","   .00 %","  2.55 %","  1.80 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.82 %","  1.78 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.94 %","   .00 %","   .00 %","","","   .00 %","","","","   .07 %","  9.17 %","   .00 %","  8.57 %","","","  3.64 %","  6.67 %","","","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","","  3.01 %"
"2020-06-26","   .00 %","  4.07 %","","   .00 %","  5.66 %","","  3.53 %","","  2.61 %",""," 67.78 %","   .00 %","","   .00 %","  2.49 %","  2.03 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.82 %","  1.78 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.25 %","   .00 %"," -2.22 %","","","   .00 %","","","","  5.62 %","  4.72 %","  2.86 %","  6.57 %","","","  3.64 %","  6.67 %","","","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","","  3.23 %"
"2020-06-27","   .00 %","  2.72 %","","   .00 %","  3.76 %","","  4.30 %","","  2.61 %",""," 67.78 %","   .00 %","","   .00 %","  2.01 %","  2.34 %","","  2.86 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","  1.70 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  6.20 %","   .00 %","   .28 %","","","   .00 %","","","","  5.62 %","  4.72 %","  2.86 %","  6.57 %","","","  3.64 %","   .00 %","","","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","","  3.60 %"
"2020-06-28","   .00 %","  1.77 %","","   .00 %","  3.76 %","","  1.57 %","","  2.61 %",""," 47.78 %","   .00 %","","   .00 %","  2.01 %","  2.42 %","","  5.36 %","   .00 %"," 20.00 %","   .00 %","  6.67 %","","  6.67 %","   .83 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  6.20 %","   .00 %","   .28 %","","","   .00 %","","","","  6.53 %","  4.72 %","  2.86 %","  6.57 %","","","  5.17 %","   .00 %","","","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","","  3.71 %"
"2020-06-29","   .00 %","  1.44 %","","   .00 %","  4.87 %","","  1.51 %","","  3.30 %",""," 37.78 %","   .00 %","","   .00 %","  3.86 %","  3.23 %",""," 25.36 %","   .00 %"," 30.00 %","   .00 %","  6.67 %","","  6.67 %","   .83 %","   .00 %","  2.86 %","   .00 %","","   .00 %","","  4.16 %","   .00 %","   .28 %","","","   .00 %","","",""," 10.01 %","  6.22 %","   .36 %"," -2.00 %","","","  5.17 %","  5.00 %","","","   .00 %","   .00 %","-20.00 %"," 20.00 %","   .00 %","","  5.09 %"
"2020-06-30","   .00 %","  1.12 %","","   .00 %","  4.59 %","","  2.22 %","","  2.43 %",""," -2.22 %","  6.67 %","","   .00 %","  2.70 %","  3.37 %",""," 25.36 %","   .00 %"," 30.00 %","   .00 %","  6.67 %","","  7.92 %","  1.63 %","   .00 %","  2.86 %","   .00 %",""," 20.00 %","","  8.74 %","   .00 %","  4.72 %","","","   .00 %","","","","  8.83 %","  6.22 %","   .36 %"," -2.00 %","","","  1.54 %","  5.00 %","","","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","","  4.63 %"
"2020-07-01","   .00 %","  1.36 %","","   .00 %","  6.34 %","","  4.98 %","","  3.08 %","","   .00 %","  6.67 %","","   .00 %","  2.31 %","  3.26 %",""," 25.36 %","   .00 %"," 36.67 %","   .00 %","  1.67 %","","  9.09 %","  3.17 %","   .00 %","  2.86 %","   .00 %",""," 20.00 %","","  7.71 %","   .00 %","  6.94 %","","","   .00 %","","","","  7.35 %","  4.00 %"," -2.50 %","  2.22 %","","","  2.97 %","  9.00 %","","","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","","  5.63 %"
"2020-07-02","   .00 %","  2.66 %","","   .00 %","  7.77 %","","  4.82 %","","  3.77 %","","   .00 %","  6.67 %","","   .00 %","  3.30 %","  3.01 %",""," 26.94 %","   .00 %"," 16.67 %","   .00 %","  1.67 %","","  9.09 %","  3.05 %","   .00 %","  2.86 %","  7.50 %",""," 20.00 %","","  9.01 %","   .00 %","  6.26 %","","","   .00 %","","","","  7.35 %"," 14.00 %"," -2.50 %","  2.22 %","","","  6.97 %","  9.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","","  6.42 %"
"2020-07-03","   .00 %","  3.64 %","","   .00 %","  7.77 %","","  4.82 %","","  3.77 %","","   .00 %","  6.67 %","","   .00 %","  3.30 %","  3.29 %",""," 24.44 %","   .00 %"," 16.67 %","   .00 %"," -5.00 %","","  2.43 %","  3.74 %","   .00 %","  2.86 %"," 11.14 %",""," 20.00 %",""," 10.22 %","   .00 %","  6.26 %","",""," 10.00 %","","","","  7.73 %"," 14.00 %"," -2.50 %","  2.22 %","","   .00 %","  5.43 %","  9.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","","  8.42 %"
"2020-07-04","   .00 %","  3.36 %","","   .00 %","  7.43 %","","  4.08 %","","  2.17 %","","   .00 %","  6.67 %","","   .00 %","  1.36 %","  2.56 %","","  4.44 %","   .00 %","  6.67 %","   .00 %"," -5.00 %","","  3.54 %","  4.41 %","   .00 %","  2.50 %"," 14.21 %",""," 20.00 %",""," 10.41 %","   .00 %","  7.93 %","","","  3.33 %","","","","  4.25 %"," 11.11 %","   .00 %","  2.22 %","","   .00 %","  6.54 %","  4.00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","  8.24 %"
"2020-07-05"," 20.00 %","  3.78 %","","   .00 %","  6.38 %","","  3.36 %","","  2.17 %","","   .00 %","   .00 %","","   .00 %","  2.02 %","  2.53 %","","  7.17 %","   .00 %","  6.67 %"," 20.00 %"," -5.00 %","","  4.39 %","  4.25 %","   .00 %","  2.50 %"," 16.88 %","","   .00 %","","  4.54 %","   .00 %","  3.48 %","","","  3.33 %","","","","  4.25 %"," 14.27 %","   .00 %","  2.22 %","","   .00 %","  6.54 %","  4.00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","  8.46 %"
"2020-07-06"," 20.00 %","  3.20 %","","   .00 %","  4.12 %","","   .61 %","","   .69 %","","   .00 %","   .00 %","","   .00 %","  2.33 %","  2.39 %","","  7.17 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","  3.22 %","  4.59 %","   .00 %","  2.50 %"," 18.06 %","","   .00 %","","  6.46 %","   .00 %","  3.48 %","","","  3.33 %","","","","  1.29 %"," 14.27 %","   .00 %","   .00 %","","   .00 %","  5.11 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.42 %"
"2020-07-07"," 20.00 %","  2.34 %","","   .00 %","  2.22 %","","  1.18 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .64 %","  2.15 %","","  2.73 %","   .00 %","   .00 %"," 70.00 %","   .00 %","","  4.17 %","  4.45 %","   .00 %","  2.50 %"," 11.67 %","","   .00 %","","  4.21 %","   .00 %","  6.28 %","","","  3.33 %","","","","  3.11 %","  4.27 %","   .00 %","   .00 %","","   .00 %","  1.11 %","  3.33 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %",""," 10.02 %"
"2020-07-08"," 20.00 %","  2.02 %","","   .00 %","  2.91 %","","  1.73 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .64 %","  3.02 %","","  2.73 %","   .00 %","  5.00 %"," 70.00 %"," 13.33 %","","  5.99 %","  5.42 %","   .00 %","  2.50 %"," 10.14 %",""," 20.00 %","","  3.00 %","   .00 %","  6.28 %","",""," -6.67 %","","","","  1.82 %","  4.27 %","   .00 %","   .00 %","","   .00 %","  4.27 %","  3.33 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  8.06 %"
"2020-07-09"," 30.00 %","  3.49 %","","   .00 %","  2.14 %","","  3.89 %","","  2.67 %","","   .00 %","   .00 %","","   .00 %","   .32 %","  3.09 %","","  2.73 %","   .00 %","  5.00 %"," 72.86 %"," 13.33 %",""," 16.54 %","  5.27 %","   .00 %","  4.44 %","  8.01 %",""," 20.00 %","","  3.14 %","   .00 %","  4.62 %","","","   .00 %","","","","  2.93 %","  3.16 %","  2.86 %","   .00 %","","   .00 %","  3.16 %","  6.19 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  9.23 %"
