"date","Arkansas/Arkansas","Arkansas/Ashley","Arkansas/Baxter","Arkansas/Benton","Arkansas/Boone","Arkansas/Bradley","Arkansas/Calhoun","Arkansas/Carroll","Arkansas/Chicot","Arkansas/Clark","Arkansas/Clay","Arkansas/Cleburne","Arkansas/Cleveland","Arkansas/Columbia","Arkansas/Conway","Arkansas/Craighead","Arkansas/Crawford","Arkansas/Crittenden","Arkansas/Cross","Arkansas/Dallas","Arkansas/Desha","Arkansas/Drew","Arkansas/Faulkner","Arkansas/Franklin","Arkansas/Fulton","Arkansas/Garland","Arkansas/Grant","Arkansas/Greene","Arkansas/Hempstead","Arkansas/Hot Spring","Arkansas/Howard","Arkansas/Independence","Arkansas/Izard","Arkansas/Jackson","Arkansas/Jefferson","Arkansas/Johnson","Arkansas/Lafayette","Arkansas/Lawrence","Arkansas/Lee","Arkansas/Lincoln","Arkansas/Little River","Arkansas/Logan","Arkansas/Lonoke","Arkansas/Madison","Arkansas/Marion","Arkansas/Miller","Arkansas/Mississippi","Arkansas/Monroe","Arkansas/Montgomery","Arkansas/Nevada","Arkansas/Newton","Arkansas/Ouachita","Arkansas/Perry","Arkansas/Phillips","Arkansas/Pike","Arkansas/Poinsett","Arkansas/Polk","Arkansas/Pope","Arkansas/Prairie","Arkansas/Pulaski","Arkansas/Randolph","Arkansas/Saline","Arkansas/Scott","Arkansas/Searcy","Arkansas/Sebastian","Arkansas/Sevier","Arkansas/Sharp","Arkansas/St. Francis","Arkansas/Stone","Arkansas/Unassigned","Arkansas/Union","Arkansas/Van Buren","Arkansas/Washington","Arkansas/White","Arkansas/Woodruff","Arkansas/Yell"
"2020-04-11","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %","  3.49 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.79 %","   .00 %","","  9.09 %"," 28.57 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  8.33 %","   .00 %"," 11.11 %","   .00 %","   .00 %",""," ##.## %","  3.85 %","   .00 %","   .00 %"," 10.00 %"," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.04 %","   .00 %"," 10.67 %"," 14.29 %","  3.23 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," -9.52 %"," 12.50 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %"
"2020-04-12","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.49 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.51 %","   .00 %",""," 12.50 %"," 11.11 %","   .00 %"," 25.00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","","  4.40 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 10.00 %","","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","  2.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","  3.23 %","   .00 %"," 31.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %"," 10.00 %","   .00 %","  4.17 %","   .00 %","   .00 %","","   .00 %","   .00 %"," -3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.13 %"," 33.33 %"," 10.75 %"," 16.67 %","   .00 %","   .00 %","   .00 %"," -3.39 %","   .00 %",""," 24.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %"," 20.00 %"," ##.## %","","  5.26 %","   .00 %"," 50.00 %","   .00 %","   .00 %"," ##.## %","","   .00 %"," -3.33 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  6.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  6.25 %","   .00 %"," 44.00 %"," -5.56 %","   .00 %"," 16.22 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %"," ##.## %","","   .99 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 46.15 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.79 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 32.35 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 25.00 %","  5.56 %","   .00 %","  4.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-50.00 %","","   .98 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .95 %","-15.79 %"," 33.33 %","   .00 %"," 50.00 %","  5.36 %","","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.49 %"," 12.50 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  5.88 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %"
"2020-04-16","   .00 %","   .00 %","   .00 %"," -1.61 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %","","  1.94 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.83 %"," 12.50 %"," 25.00 %","  9.09 %","   .00 %","  3.39 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %"," 14.29 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","  6.45 %","   .00 %","  3.50 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %"," -8.33 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  3.67 %"," 11.11 %","   .00 %"," ##.## %","   .00 %"," 54.10 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","   .00 %"," 50.00 %","   .00 %","   .00 %"," 11.11 %"," 16.67 %","   .00 %","   .00 %","  1.41 %"," 11.11 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.27 %","  5.26 %","   .00 %","  2.27 %","  3.57 %","   .00 %"," ##.## %"
"2020-04-18","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.69 %","   .00 %","","  -.93 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .88 %","  5.00 %","-20.00 %","  4.17 %","   .00 %"," 17.02 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %","  2.22 %"," 10.00 %"," 10.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.59 %","   .00 %"," -2.33 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","  2.38 %","   .00 %","  4.51 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  3.33 %","   .00 %","","   .94 %","   .00 %","-11.11 %"," 25.00 %","   .00 %"," 16.67 %"," 14.29 %","   .00 %","   .00 %","  3.51 %","  4.76 %","   .00 %","  4.00 %","   .00 %","   .91 %","","   .00 %","-13.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.45 %","   .00 %","  4.88 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  9.52 %","  4.35 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %"
"2020-04-20","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","  2.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.78 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %"," 12.50 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.92 %"," 27.27 %","  4.65 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  1.56 %","   .00 %"," -2.17 %","  8.33 %","   .00 %"," 17.39 %","   .00 %","   .00 %","   .00 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","  2.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .93 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.26 %","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .00 %","  8.33 %","   .00 %","  3.03 %"," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.38 %"," 12.50 %","   .00 %"," 28.57 %"," 16.67 %","  3.23 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %"," 11.54 %","   .00 %"," 72.48 %","","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.59 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %"," ##.## %","   .00 %","   .00 %","  1.69 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %"," 14.58 %","   .00 %","  6.12 %"," 22.22 %","   .00 %"," 55.56 %"," 42.86 %","  4.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 12.50 %"," -7.14 %","   .00 %","   .00 %","   .00 %","  5.19 %"," 18.18 %"," 50.00 %"," 27.59 %","   .00 %"," 41.57 %","","   .00 %"," 11.11 %","   .00 %","   .00 %","  3.33 %"," 11.11 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %","  5.71 %","   .00 %","  5.69 %","   .00 %","  8.51 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  4.55 %","   .00 %"," 33.68 %"," 11.54 %","   .00 %","  3.33 %","   .00 %","   .00 %"," 50.00 %"
"2020-04-24","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 50.00 %","   .00 %","  3.70 %","   .00 %","  1.41 %","   .00 %"," 20.00 %"," 25.00 %","  5.45 %","   .00 %","  7.05 %","   .00 %","   .00 %"," 14.29 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .92 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %"," 12.50 %"," 50.00 %","   .00 %","  2.11 %","   .00 %","   .00 %","  2.70 %","   .00 %"," 12.22 %","","   .00 %","  3.33 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","  3.04 %","  7.14 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.25 %","   .00 %"," 43.31 %","  3.45 %","   .00 %"," 14.52 %","  3.45 %","   .00 %","   .00 %"
"2020-04-25","   .00 %","   .00 %","   .00 %","  2.60 %","   .00 %","   .00 %",""," 33.33 %"," 14.29 %","  3.57 %"," ##.## %","   .00 %"," 12.50 %","   .00 %","   .00 %","  6.90 %","   .00 %","  1.20 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.48 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.76 %","   .00 %","   .00 %","  7.89 %","   .00 %","  1.98 %","","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.35 %","   .00 %"," 10.99 %","  6.67 %","  3.85 %","  4.23 %","  3.33 %","   .00 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","   .00 %"," 17.72 %"," 25.00 %"," 14.29 %","","   .00 %"," 12.50 %"," -3.45 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.18 %"," 45.45 %","   .00 %","   .00 %","   .00 %","  4.29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"," 11.11 %","   .00 %","   .00 %"," 66.67 %","   .00 %","  2.68 %"," 11.54 %","   .00 %","  2.44 %","   .00 %","   .83 %","","   .00 %"," 15.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"," 10.81 %","   .00 %","  1.49 %","  6.67 %","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  6.93 %","  3.12 %","   .00 %","  4.05 %","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","   .00 %","   .00 %","  1.08 %","   .00 %","   .00 %","","   .00 %","   .00 %"," -3.57 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  9.09 %","  9.68 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.74 %"," ##.## %","   .00 %","  2.70 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.58 %","  3.45 %"," 16.67 %","  2.38 %","   .00 %","  3.71 %","","   .00 %","  2.63 %","   .00 %","   .00 %","  3.12 %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 25.00 %","   .00 %"," 12.50 %"," 14.29 %","  2.44 %","   .00 %","  1.26 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  1.25 %","   .00 %"," -6.02 %"," 15.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","  2.94 %","   .00 %","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .88 %","   .00 %","   .00 %"," 20.00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %"," -3.33 %","   .00 %","  4.65 %","   .00 %","   .13 %","","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.24 %","  6.25 %","  1.79 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.23 %","   .00 %","  8.37 %"," 13.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","   .00 %","  7.45 %","   .00 %"," 37.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","  8.33 %","  4.29 %","   .00 %","  1.69 %","   .00 %","   .00 %","   .00 %","  7.69 %","  1.33 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .13 %","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","  2.38 %","   .00 %","  2.04 %","   .00 %","  3.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.22 %","   .00 %","  3.64 %","  2.33 %","  3.70 %","  9.09 %","  6.45 %","   .00 %","   .00 %"
"2020-04-30","   .00 %"," 15.38 %","   .00 %","   .99 %","   .00 %","  9.09 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %"," 10.00 %","  8.33 %","   .00 %","  1.37 %","   .00 %","  3.89 %","  6.25 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .87 %","  7.69 %","   .00 %","   .00 %"," 18.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","  6.90 %","   .00 %"," 28.26 %","   .00 %","  7.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %"," 26.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 15.79 %","   .00 %","   .00 %","   .00 %","  3.60 %","   .00 %"," 13.56 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 66.67 %","   .00 %","   .00 %","-26.32 %"," 13.64 %","   .00 %","  2.38 %","  3.03 %","   .00 %","   .00 %"
"2020-05-01","   .00 %","  6.67 %","   .00 %","  4.90 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.11 %","   .00 %","   .53 %"," 23.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %"," 20.00 %","   .00 %","  4.73 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .25 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","  1.74 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  1.20 %","   .00 %","  2.98 %","  8.00 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","   .00 %","   .00 %","   .00 %","  4.67 %","-20.00 %"," -8.33 %",""," 20.00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 25.00 %","  2.66 %","   .00 %","   .00 %","   .00 %"," -6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %","   .00 %","  1.69 %","   .00 %","   .12 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-12.50 %","  2.33 %","   .00 %","  2.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","  3.57 %"," 14.29 %","  2.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"
"2020-05-03"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.07 %"," 14.29 %","   .00 %","   .00 %","  6.67 %","  1.32 %","   .00 %","   .00 %","   .85 %","   .00 %"," 18.75 %","   .00 %","  5.26 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  3.37 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .61 %","","   .00 %","  4.88 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  2.04 %","   .00 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %"," -2.25 %"," 11.11 %","   .00 %","  3.45 %","  2.94 %","   .00 %"," 25.00 %"
"2020-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","  -.51 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.85 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  7.69 %"," 10.00 %","   .00 %","   .00 %","  5.98 %","   .00 %","   .00 %","  1.52 %","   .00 %","  2.43 %","","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %"," 15.00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","  2.15 %","   .00 %","  1.15 %","  3.33 %","   .00 %","  1.11 %","   .00 %","   .00 %"," 20.00 %"
"2020-05-05","-33.33 %"," -6.25 %","   .00 %"," -1.79 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," -1.37 %","   .00 %","   .00 %","   .00 %","  1.19 %","-20.00 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  2.05 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  1.31 %","","-33.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 78.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-16.67 %","   .00 %","  8.70 %","-12.50 %","  2.27 %","   .00 %","  2.54 %","   .00 %"," -1.47 %","   .00 %","   .00 %","   .00 %","  7.69 %","-22.22 %","   .00 %","   .00 %"," -7.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-06","   .00 %"," 13.33 %","   .00 %","   .91 %","   .00 %","   .00 %","","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","  3.53 %","   .00 %","  2.54 %","  8.00 %","   .00 %","  6.25 %"," 18.75 %","  1.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  9.05 %","   .00 %"," 12.50 %","  2.99 %","   .00 %","  3.52 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","  1.95 %"," 10.53 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","  3.16 %","   .00 %","-11.04 %","  8.06 %","   .00 %","  3.30 %","   .00 %","   .00 %"," 16.67 %"
"2020-05-07","   .00 %","   .00 %","   .00 %","  1.80 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  4.55 %"," 25.00 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .85 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  2.76 %","  6.45 %","   .00 %","   .00 %","   .00 %","  1.81 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","  2.08 %","   .00 %","  4.48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  6.12 %","   .00 %","  9.66 %","  8.96 %","   .00 %","  8.51 %","   .00 %","   .00 %","   .00 %"
