"date","Wisconsin/Adams","Wisconsin/Ashland","Wisconsin/Barron","Wisconsin/Bayfield","Wisconsin/Brown","Wisconsin/Buffalo","Wisconsin/Burnett","Wisconsin/Calumet","Wisconsin/Chippewa","Wisconsin/Clark","Wisconsin/Columbia","Wisconsin/Crawford","Wisconsin/Dane","Wisconsin/Dodge","Wisconsin/Door","Wisconsin/Douglas","Wisconsin/Dunn","Wisconsin/Eau Claire","Wisconsin/Florence","Wisconsin/Fond du Lac","Wisconsin/Forest","Wisconsin/Grant","Wisconsin/Green","Wisconsin/Green Lake","Wisconsin/Iowa","Wisconsin/Iron","Wisconsin/Jackson","Wisconsin/Jefferson","Wisconsin/Juneau","Wisconsin/Kenosha","Wisconsin/Kewaunee","Wisconsin/La Crosse","Wisconsin/Lafayette","Wisconsin/Langlade","Wisconsin/Lincoln","Wisconsin/Manitowoc","Wisconsin/Marathon","Wisconsin/Marinette","Wisconsin/Marquette","Wisconsin/Menominee","Wisconsin/Milwaukee","Wisconsin/Monroe","Wisconsin/Oconto","Wisconsin/Oneida","Wisconsin/Outagamie","Wisconsin/Ozaukee","Wisconsin/Pepin","Wisconsin/Pierce","Wisconsin/Polk","Wisconsin/Portage","Wisconsin/Price","Wisconsin/Racine","Wisconsin/Richland","Wisconsin/Rock","Wisconsin/Rusk","Wisconsin/Sauk","Wisconsin/Sawyer","Wisconsin/Shawano","Wisconsin/Sheboygan","Wisconsin/St. Croix","Wisconsin/Taylor","Wisconsin/Trempealeau","Wisconsin/Unassigned","Wisconsin/Vernon","Wisconsin/Vilas","Wisconsin/Walworth","Wisconsin/Washburn","Wisconsin/Washington","Wisconsin/Waukesha","Wisconsin/Waupaca","Wisconsin/Waushara","Wisconsin/Winnebago","Wisconsin/Wood"
"2020-04-01","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","  8.54 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-02","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.71 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 43.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","   .00 %"," -4.00 %","","   .00 %","   .00 %","","   .00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 35.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","   .00 %"," -4.00 %","","   .00 %","   .00 %","","   .00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 37.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.98 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","-24.00 %","","   .00 %","   .00 %",""," 40.00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 37.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 29.68 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","","   .00 %","-24.00 %","","   .00 %","   .00 %",""," 40.00 %"," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 32.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 27.51 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","","   .00 %","-24.00 %","","   .00 %","   .00 %",""," 40.00 %"," 65.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.37 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","","   .00 %","-20.00 %","","   .00 %","   .00 %",""," 40.00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.58 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.19 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","-20.00 %","","   .00 %","   .00 %",""," 40.00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.78 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  8.69 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.34 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  8.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.55 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.05 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 35.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %"," 18.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  9.05 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 41.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %"," 18.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %"," 11.27 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 46.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.07 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","  8.33 %","   .00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","   .00 %"," 13.27 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 26.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.41 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.33 %","   .00 %","  1.67 %","   .00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","   .00 %","  9.94 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.38 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","  6.67 %","   .00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 36.67 %","   .00 %","   .00 %","  9.94 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.38 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.17 %","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 46.67 %","   .00 %","   .00 %","  4.22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.71 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.39 %","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 26.67 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.66 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","  6.67 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %"
