"date","Tennessee/Anderson","Tennessee/Bedford","Tennessee/Benton","Tennessee/Bledsoe","Tennessee/Blount","Tennessee/Bradley","Tennessee/Campbell","Tennessee/Cannon","Tennessee/Carroll","Tennessee/Carter","Tennessee/Cheatham","Tennessee/Chester","Tennessee/Claiborne","Tennessee/Clay","Tennessee/Cocke","Tennessee/Coffee","Tennessee/Crockett","Tennessee/Cumberland","Tennessee/Davidson","Tennessee/DeKalb","Tennessee/Decatur","Tennessee/Dickson","Tennessee/Dyer","Tennessee/Fayette","Tennessee/Fentress","Tennessee/Franklin","Tennessee/Gibson","Tennessee/Giles","Tennessee/Grainger","Tennessee/Greene","Tennessee/Grundy","Tennessee/Hamblen","Tennessee/Hamilton","Tennessee/Hancock","Tennessee/Hardeman","Tennessee/Hardin","Tennessee/Hawkins","Tennessee/Haywood","Tennessee/Henderson","Tennessee/Henry","Tennessee/Hickman","Tennessee/Houston","Tennessee/Humphreys","Tennessee/Jackson","Tennessee/Jefferson","Tennessee/Johnson","Tennessee/Knox","Tennessee/Lake","Tennessee/Lauderdale","Tennessee/Lawrence","Tennessee/Lewis","Tennessee/Lincoln","Tennessee/Loudon","Tennessee/Macon","Tennessee/Madison","Tennessee/Marion","Tennessee/Marshall","Tennessee/Maury","Tennessee/McMinn","Tennessee/McNairy","Tennessee/Meigs","Tennessee/Monroe","Tennessee/Montgomery","Tennessee/Moore","Tennessee/Morgan","Tennessee/Obion","Tennessee/Out of TN","Tennessee/Out-of-state","Tennessee/Overton","Tennessee/Perry","Tennessee/Pickett","Tennessee/Polk","Tennessee/Putnam","Tennessee/Rhea","Tennessee/Roane","Tennessee/Robertson","Tennessee/Rutherford","Tennessee/Scott","Tennessee/Sequatchie","Tennessee/Sevier","Tennessee/Shelby","Tennessee/Smith","Tennessee/Stewart","Tennessee/Sullivan","Tennessee/Sumner","Tennessee/Tipton","Tennessee/Trousdale","Tennessee/Unassigned","Tennessee/Unicoi","Tennessee/Union","Tennessee/Unknown","Tennessee/Van Buren","Tennessee/Warren","Tennessee/Washington","Tennessee/Wayne","Tennessee/Weakley","Tennessee/White","Tennessee/Williamson","Tennessee/Wilson"
"2020-04-01","0","2","0","0","3","4","0","0","0","0","1","0","0","1","0","0","","3","132","1","0","1","0","2","0","2","0","0","3","3","2","1","0","","3","1","1","0","","0","1","0","0","","0","0","12","","1","0","0","1","0","0","2","3","0","2","0","0","0","0","8","","0","1","53","","0","0","","","7","0","0","7","18","1","0","1","68","1","","4","17","1","1","135","0","0","","","0","7","0","0","1","17","6"
"2020-04-02","0","2","0","0","4","4","0","1","0","0","0","0","0","0","0","2","","2","112","0","0","2","2","0","0","1","0","0","0","1","2","0","11","","0","0","2","0","","3","0","0","0","","0","0","14","","1","0","0","0","1","1","6","5","1","1","0","2","1","0","10","","0","0","0","","0","0","","1","6","-1","1","6","27","0","1","1","142","0","","0","67","2","1","-436","0","0","","","0","-1","1","0","0","51","17"
"2020-04-03","0","0","0","0","1","3","0","0","1","2","0","2","0","0","0","0","","6","-100","0","","1","0","3","0","4","1","0","0","0","3","0","6","","1","0","1","0","","0","0","0","1","3","0","0","6","","0","1","0","2","3","2","4","1","2","2","0","0","0","0","4","","1","0","-56","","0","0","","1","13","","0","10","14","0","0","3","2","0","","1","15","4","1","48","0","0","","","0","0","0","0","0","22","9"
"2020-04-04","0","2","0","0","1","0","1","0","0","0","1","1","0","0","0","1","","1","56","0","","1","2","1","0","0","1","0","0","0","1","1","4","","1","0","1","0","","0","0","1","0","0","0","0","1","","0","0","0","1","1","0","2","2","0","1","0","0","0","1","5","","2","0","31","","0","1","","1","2","","2","0","13","0","0","0","49","0","1","0","18","3","0","9","0","0","","","0","2","0","0","0","18","11"
"2020-04-05","0","0","0","1","2","0","0","2","1","0","1","0","0","0","0","1","","3","60","2","0","1","2","2","1","0","3","0","0","1","0","0","3","","0","0","1","1","1","0","1","0","0","0","0","0","16","","0","0","0","0","0","2","0","0","2","0","0","0","0","0","5","","0","0","47","","1","0","","0","0","0","0","8","7","0","0","1","47","0","1","3","20","2","1","23","0","0","","","0","1","0","4","0","19","11"
"2020-04-06","0","0","0","0","2","2","0","1","1","0","0","0","0","0","0","2","0","0","18","0","0","1","0","1","0","2","1","0","0","0","3","0","9","0","0","0","4","2","0","1","0","0","0","0","1","0","4","0","3","1","0","0","0","2","3","4","3","3","0","1","0","0","3","0","1","0","25","","1","0","0","0","3","0","0","1","14","0","0","2","30","0","0","4","14","3","3","-17","0","0","","0","0","1","0","0","0","2","4"
"2020-04-07","1","2","0","0","3","2","1","0","0","0","0","1","0","0","1","0","0","6","69","0","0","3","1","0","0","0","1","0","0","1","1","0","12","0","0","0","2","1","1","1","0","0","1","0","3","0","24","0","0","2","0","1","2","1","21","1","0","2","0","1","0","0","11","0","0","1","0","","0","0","0","0","2","0","0","5","17","1","0","2","69","0","0","1","26","2","3","-10","0","0","","0","1","3","0","0","0","18","16"
"2020-04-08","0","2","0","0","1","3","0","0","0","0","0","-1","0","1","0","0","0","1","58","0","1","-1","1","1","0","3","0","0","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","1","2","0","5","0","1","4","0","1","0","4","0","0","0","3","0","2","1","0","7","0","0","1","-8","","1","0","","0","24","0","0","2","15","1","-1","1","77","0","0","1","15","0","0","-28","0","1","","0","0","3","0","0","0","9","4"
"2020-04-09","0","2","0","0","2","0","3","0","2","0","2","0","0","0","1","3","0","1","58","0","0","2","3","3","0","0","3","0","0","2","1","0","3","0","0","0","3","2","0","0","0","0","0","1","0","0","9","0","1","1","0","0","0","2","4","1","0","2","0","2","0","1","7","0","0","0","-7","","0","0","","0","1","0","0","3","10","0","0","2","94","2","0","7","13","1","0","7","1","-1","","0","1","2","0","0","1","1","6"
"2020-04-10","0","1","0","0","1","3","1","0","0","0","2","0","1","0","0","0","0","5","44","1","0","1","1","3","0","0","2","0","1","3","2","0","4","0","1","0","1","4","0","0","0","1","0","0","1","0","7","0","1","1","0","1","1","1","9","0","0","1","1","0","0","1","5","0","0","1","0","","0","0","","2","2","0","0","3","19","3","0","0","77","0","1","1","24","4","0","-16","-1","2","","0","0","5","0","0","0","11","6"
"2020-04-11","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","63","1","0","1","3","2","0","5","1","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","4","0","0","2","1","","0","0","","0","1","0","0","8","13","0","0","0","64","2","1","2","22","1","3","-3","0","0","","0","1","0","0","0","0","13","6"
"2020-04-12","0","3","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","2","238","0","1","0","1","2","0","0","1","0","0","0","2","1","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","9","0","0","0","0","","0","0","","0","2","0","0","3","8","0","0","0","68","3","0","0","10","5","0","-7","0","0","","0","0","5","0","0","0","6","0"
"2020-04-13","3","3","0","5","0","1","1","0","1","0","0","-1","-1","2","2","0","0","1","-142","1","1","0","3","4","0","-1","0","0","0","1","0","1","2","0","0","0","1","-1","0","2","0","0","0","2","1","0","4","4","1","1","0","1","0","2","9","1","0","1","1","0","0","0","5","0","0","1","-16","","0","1","","0","0","0","0","4","7","1","2","1","116","0","0","5","9","1","3","34","0","0","","1","0","0","0","1","1","0","8"
"2020-04-14","0","2","0","0","1","1","1","0","0","0","1","0","1","0","0","1","0","8","30","0","0","3","0","1","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","1","5","0","0","0","0","0","0","1","0","0","1","0","0","","0","0","","0","5","0","0","0","3","1","0","0","28","0","0","1","12","2","0","90","0","0","","0","0","2","0","0","0","4","2"
"2020-04-15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"2020-04-16","1","8","0","-1","0","0","0","0","1","1","0","1","0","1","3","1","0","2","255","0","0","4","2","2","0","0","3","1","0","1","1","1","-1","0","0","2","2","0","0","0","0","1","0","-1","0","0","5","0","3","0","0","0","1","2","2","1","0","0","0","0","0","0","0","1","-1","0","-17","","2","1","","0","1","0","1","6","16","1","0","0","149","0","0","0","12","1","-1","61","0","0","","0","0","1","0","0","0","-1","10"
"2020-04-17","0","7","0","0","-1","2","0","1","0","1","1","0","0","0","3","4","0","2","-185","0","0","2","0","3","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","1","-2","0","3","0","1","0","0","0","0","0","0","0","7","","0","1","","0","0","0","1","1","2","0","0","0","-16","1","0","2","13","1","0","12","0","0","","0","0","1","0","0","0","3","6"
"2020-04-18","0","8","0","1","0","3","1","1","0","0","1","0","0","0","0","1","0","1","158","0","2","3","0","2","0","0","2","0","0","1","0","0","4","0","0","0","1","0","0","1","0","0","0","0","0","0","12","0","1","0","0","0","2","1","10","1","1","1","0","0","0","1","6","0","0","1","9","","0","0","","0","1","1","1","10","24","0","0","2","190","1","1","0","6","1","1","-172","0","0","","0","0","0","0","0","0","12","10"
"2020-04-19","0","23","0","1","0","-1","-1","-1","2","0","1","2","0","0","0","2","5","1","173","0","-1","3","4","1","0","3","4","0","0","0","0","1","2","0","0","0","0","1","2","0","0","0","3","0","-1","0","0","0","2","0","0","1","1","2","3","0","3","0","0","0","0","0","11","1","0","0","15","","0","0","","0","1","1","0","8","14","0","0","0","96","1","1","0","12","1","2","51","0","0","","0","1","0","0","2","0","12","10"
"2020-04-20","0","5","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","37","2","0","1","0","1","0","1","0","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","-1","0","1","0","-1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","3","0","0","0","-1","","0","0","","0","1","0","0","3","19","0","0","2","61","1","0","0","9","27","-1","-31","0","0","","0","0","0","0","0","0","9","4"
"2020-04-21","5","29","0","1","0","0","0","0","-1","0","0","1","0","0","0","1","0","1","44","0","0","0","0","2","0","0","1","1","0","2","1","5","6","0","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","0","1","0","0","3","0","6","0","0","0","0","0","2","0","0","0","-8","","0","0","","0","-1","1","0","1","10","1","0","3","34","0","0","0","12","0","2","-21","0","0","","0","-1","0","0","0","0","2","2"
"2020-04-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"2020-04-23","2","25","1","340","2","1","0","2","0","1","6","1","0","0","3","4","0","2","215","-2","0","10","2","0","0","1","0","0","0","1","1","1","5","0","0","0","0","1","0","2","13","0","1","0","0","0","7","16","0","0","0","0","1","1","6","0","0","1","0","1","2","1","6","1","0","3","12","","0","2","","2","6","1","0","9","14","-1","0","5","80","4","1","2","26","4","4","-6","0","0","","0","0","0","0","1","0","10","9"
"2020-04-24","1","8","0","234","1","2","0","0","0","1","4","0","0","0","0","2","0","6","77","2","0","7","0","0","0","1","2","0","0","3","1","0","4","0","1","0","0","1","0","0","4","0","0","1","1","0","1","26","1","0","0","0","1","0","2","0","0","1","1","1","0","0","2","0","0","0","-17","","0","0","","-1","0","0","0","-1","12","0","0","1","48","1","-1","0","17","1","2","-11","0","0","","0","1","0","0","1","0","8","1"
"2020-04-25","0","12","1","1","4","1","0","0","2","3","4","0","0","0","0","4","1","-1","125","-1","0","1","1","3","0","0","1","-1","0","0","0","0","7","0","2","1","1","2","0","0","20","0","2","0","0","0","6","2","-1","0","0","1","0","2","1","0","0","2","3","0","0","0","2","0","1","0","47","","0","0","","0","5","-1","-1","2","23","0","1","7","85","0","0","1","11","3","18","29","0","0","","1","0","3","0","6","0","4","2"
"2020-04-26","1","9","0","2","0","2","1","0","0","2","0","0","0","0","0","1","0","1","100","2","0","2","0","1","0","0","3","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","2","0","0","0","2","1","2","0","0","2","4","0","1","1","2","0","0","0","25","","0","0","","1","3","0","0","9","18","0","1","3","210","0","1","-1","9","3","1","-11","0","0","","0","0","3","0","3","0","16","34"
"2020-04-27","-1","6","0","0","1","2","0","1","0","0","3","0","0","0","0","1","-1","1","102","1","0","4","1","0","0","0","3","0","2","0","0","1","5","0","0","0","0","1","0","0","1","0","1","0","0","1","4","1","-1","1","0","0","0","1","3","0","0","1","51","0","0","2","2","0","0","0","-49","","1","0","","0","5","0","0","2","18","0","0","1","31","0","0","0","10","1","0","12","0","0","","0","2","2","0","-1","0","2","13"
"2020-04-28","0","2","0","1","1","1","0","0","2","0","3","0","0","0","2","0","1","2","45","0","0","1","1","1","0","3","0","0","-1","1","0","1","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","24","0","0","-1","5","0","0","-1","1","0","0","0","-32","","0","0","","1","1","0","0","1","11","0","0","0","49","1","0","0","5","1","2","-14","0","0","","0","0","0","2","0","1","0","3"
"2020-04-29","3","2","0","3","0","2","0","0","0","0","0","0","0","0","0","2","0","4","71","0","0","1","1","0","0","2","3","2","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","7","3","2","0","0","1","4","0","3","0","0","2","19","0","2","2","2","0","0","0","-17","","0","0","","-1","4","1","0","0","14","0","0","2","56","0","0","1","11","2","72","7","0","0","","0","0","0","0","3","1","9","1"
"2020-04-30","1","4","0","2","1","1","1","1","0","0","4","0","0","0","0","1","0","0","158","1","0","0","0","3","0","2","-1","1","0","1","0","1","4","0","3","0","0","1","1","2","1","0","0","0","1","0","7","2","2","0","0","0","1","1","4","1","0","0","3","0","0","4","5","0","0","1","20","","0","1","","1","2","1","0","9","26","0","0","1","75","1","0","1","4","0","1","-9","0","0","","0","0","0","0","2","1","3","3"
"2020-05-01","0","11","-1","1","2","3","1","0","0","1","2","0","0","0","0","0","0","0","40","2","0","2","2","3","0","0","2","0","1","0","0","0","4","0","2","0","0","3","0","0","0","0","1","0","1","0","5","0","0","0","0","1","-1","1","1","0","1","2","2","0","1","1","0","0","0","1","4","","0","3","","0","1","0","0","9","28","0","0","0","92","1","0","0","9","0","897","0","1","0","","0","1","1","0","0","0","5","6"
"2020-05-02","0","9","1","1","5","0","0","0","0","1","0","0","0","0","0","2","0","0","121","1","0","3","0","0","0","0","3","0","0","-1","0","0","8","0","1","0","0","0","2","0","0","0","0","0","2","0","3","0","0","0","0","0","5","3","2","0","0","0","3","0","0","1","2","0","0","1","44","","1","0","","3","14","0","0","11","45","0","0","0","73","0","0","0","8","1","324","53","0","0","","0","0","2","0","0","0","3","9"
"2020-05-03","0","7","0","2","0","1","0","0","0","0","5","0","0","0","0","3","0","6","131","3","0","3","0","4","0","0","2","0","0","0","0","1","4","0","2","2","0","2","0","0","1","0","0","0","2","0","7","2","3","0","0","0","0","6","2","0","0","0","3","0","0","-1","0","0","0","0","9","","0","0","","0","0","0","0","11","32","0","0","2","143","0","0","2","13","47","2","32","0","0","","0","0","0","0","0","7","8","5"
"2020-05-04","2","0","0","0","7","3","1","0","5","0","3","0","0","0","3","3","2","4","95","4","0","2","3","5","1","0","3","0","1","0","0","3","8","0","1","0","1","2","0","0","0","0","0","0","4","2","6","1","1","0","0","2","2","3","2","0","1","5","3","0","1","8","1","0","0","2","36","","0","0","","1","3","0","1","5","24","1","0","7","63","2","1","6","10","2","2","15","0","0","","0","0","0","0","1","1","4","3"
"2020-05-05","-1","1","0","3","3","3","0","0","-1","2","1","0","1","0","0","1","0","0","34","0","0","2","1","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","1","0","2","1","0","0","-1","0","2","0","0","0","0","0","0","0","-2","0","0","0","3","0","0","3","2","0","0","-1","9","","1","0","","0","21","1","0","1","17","0","0","2","23","-1","-1","2","2","1","4","-44","0","0","","0","0","1","0","1","0","8","5"
"2020-05-06","0","11","1","0","-4","2","-1","0","-4","0","1","0","0","1","-3","0","-2","1","95","0","0","0","-2","4","0","0","-3","1","-1","0","0","-4","12","0","2","0","0","-1","0","0","0","0","0","0","-1","2","1","1","0","0","0","0","0","1","4","0","-1","2","1","0","1","-6","2","0","0","-1","-12","","0","1","","0","2","0","-1","1","35","-1","2","0","109","0","0","-7","6","6","3","-13","0","0","","0","2","1","0","-1","0","-3","6"
"2020-05-07","2","5","0","1","0","3","0","1","1","2","0","0","1","0","1","2","0","-1","29","0","0","1","1","0","0","1","2","0","0","0","2","1","15","0","1","0","0","0","0","1","1","0","0","1","0","-2","1","0","0","2","0","0","-1","1","1","0","1","1","1","0","6","0","2","0","0","0","10","","1","0","","0","0","0","1","9","6","0","0","3","56","0","0","0","1","3","1","-20","0","0","","0","0","0","0","0","1","-2","1"
"2020-05-08","0","5","0","2","0","4","0","0","0","0","1","2","0","0","0","1","0","0","143","1","0","0","2","2","0","1","0","0","0","0","0","1","18","0","41","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","3","0","0","0","5","0","1","3","6","0","0","1","17","","0","0","","0","4","0","0","12","24","0","-1","2","42","1","0","2","11","0","-1","-26","0","0","","0","0","1","0","0","0","7","2"
"2020-05-09","0","9","-1","0","2","1","0","0","-1","0","2","0","0","0","0","4","2","1","58","1","0","0","0","2","1","2","1","0","0","1","0","0","3","0","52","0","0","0","0","1","1","0","0","0","0","0","7","0","1","1","0","0","0","1","2","0","0","3","3","0","4","1","11","0","4","0","-5","","0","0","","0","0","0","0","12","35","0","0","0","81","0","0","0","10","0","2","3","0","0","","0","2","1","-1","0","0","0","7"
"2020-05-10","0","6","0","0","0","0","1","0","1","0","2","0","0","0","0","1","0","0","43","0","0","1","0","2","0","0","1","0","0","2","0","0","1","0","35","1","0","0","0","0","3","0","1","2","0","0","1","0","0","0","0","0","2","0","1","0","0","0","1","0","0","-2","2","0","2","0","9","","0","0","1","0","9","0","0","-1","5","0","0","0","71","0","0","0","5","1","0","1","1","0","","0","0","0","0","0","0","2","3"
"2020-05-11","2","1","0","0","1","3","0","0","2","0","3","0","0","0","1","1","3","-1","64","1","0","0","2","1","0","1","2","0","0","0","0","0","7","0","20","0","0","0","0","0","0","0","0","0","0","0","17","2","10","1","0","0","2","1","5","0","0","0","5","0","0","3","6","0","0","0","20","","3","0","0","0","3","0","0","2","20","0","0","0","112","0","0","0","1","214","6","4","0","0","","0","0","4","0","0","0","2","2"
"2020-05-12","1","1","0","0","1","2","0","0","1","0","10","0","0","0","1","0","0","2","115","0","0","2","0","2","0","0","1","0","0","0","0","2","18","0","-1","0","1","2","0","0","0","0","0","0","0","6","6","38","4","0","0","0","1","10","1","0","0","2","0","0","0","2","8","0","0","0","0","","0","0","0","0","2","0","0","24","19","0","0","0","57","0","0","0","9","22","1","186","0","0","","0","1","0","0","0","1","2","4"
"2020-05-13","1","7","0","-1","1","1","0","0","0","0","2","0","0","0","0","2","0","1","43","0","0","0","1","3","0","0","0","0","0","1","0","2","28","0","7","0","-1","0","0","0","0","0","0","0","0","4","9","201","0","0","0","0","2","2","-1","0","0","1","1","1","0","0","3","0","0","0","-77","","0","0","0","0","10","0","0","1","16","0","1","0","46","0","0","0","6","5","17","-96","0","1","","0","0","-1","0","0","0","6","3"
"2020-05-14","0","2","0","0","1","5","0","0","1","1","7","0","0","0","1","1","1","0","122","0","1","0","0","1","0","0","0","0","0","-1","0","0","33","0","2","1","1","1","1","1","0","0","0","0","0","0","2","101","3","0","0","0","0","3","1","1","1","2","0","0","0","4","8","0","0","1","22","","0","0","0","0","14","0","0","5","16","0","3","0","67","0","0","2","6","2","1","-128","0","0","","0","1","2","0","0","0","3","3"
"2020-05-15","1","0","0","2","0","1","0","0","1","0","3","0","0","0","0","3","0","1","50","0","0","2","0","2","0","2","0","0","0","0","0","0","13","0","1","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","2","1","3","0","0","0","0","0","0","1","4","0","0","0","0","","0","0","0","0","2","1","0","13","18","0","0","1","53","0","0","1","4","0","0","0","0","0","","1","0","0","58","0","0","6","4"
"2020-05-16","0","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","77","1","0","1","0","0","0","0","1","0","0","0","0","-1","10","0","3","0","-1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","6","2","1","1","1","0","0","0","3","1","0","0","0","0","","0","0","0","0","26","0","0","11","33","0","0","2","86","0","0","0","13","1","0","0","0","0","","0","1","0","2","0","1","9","2"
"2020-05-17","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","21","0","0","1","0","2","0","0","0","1","0","0","0","1","5","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","1","0","2","0","0","0","0","2","0","0","2","0","","0","0","0","1","3","0","0","0","0","0","0","0","45","0","0","0","2","0","1","0","0","0","","0","0","0","0","0","0","0","0"
