"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2020-10-13","6014","5482","8837","7607","6048","2202","23406","856","4436","3727","20696","6225","9700","5493","4185","5185","6376","5274","44287","6739","4253","9647","4482","5455","4346","","11455","7800","7276","","6650","3775","9022"
"2020-10-14","6230","5546","9001","7697","6098","2233","23615","869","4469","3735","20725","6309","9813","5550","4261","5223","6446","5325","44672","6770","4310","9769","4542","5490","4441","","11504","7821","7325","","6724","3819","9208"
"2020-10-15","6400","5637","9107","7766","6165","2303","23801","881","4519","3744","20761","6373","9885","5604","4316","5265","6533","5367","45040","6802","4340","9903","4600","5513","4526","","11591","7852","7379","","6796","3872","9369"
"2020-10-16","6551","5807","9270","7908","6279","2394","24143","902","4607","3761","20815","6503","10028","5713","4422","5331","6692","5455","45769","6872","4425","10156","4679","5567","4652","","11751","7908","7486","","6930","4005","9667"
"2020-10-17","6658","5878","9374","7988","6295","2426","24318","902","4640","3768","20828","6589","10141","5784","4516","5365","6774","5522","46028","6901","4463","10275","4729","5587","4760","","11828","7922","7523","","6980","4075","9807"
"2020-10-18","6787","5949","9443","8065","6336","2438","24468","922","4678","3774","20861","6653","10214","5827","4585","5396","6835","5580","46311","6942","4483","10386","4789","5627","4850","","11858","7946","7575","","7036","4143","9906"
"2020-10-19","6906","6037","9529","8111","6399","2449","24613","936","4733","3784","20885","6708","10300","5877","4628","5419","6900","5639","46611","6984","4524","10493","4841","5660","4887","","11930","7956","7613","","7101","4188","10004"
"2020-10-20","7015","6103","9619","8146","6418","2473","24724","957","4783","3786","20924","6781","10349","5928","4704","5437","7006","5695","46832","7020","4554","10586","4884","5692","5015","","11979","7973","7657","","7144","4261","10104"
"2020-10-21","7135","6167","9692","8212","6482","2480","24877","966","4818","3795","20951","6859","10416","5984","4749","5483","7067","5760","47105","7049","4592","10685","4946","5715","5058","","12051","7998","7694","","7195","4291","10208"
"2020-10-22","7241","6230","9765","8275","6528","2492","25027","971","4866","3799","20979","6958","10488","6032","4831","5531","7118","5834","47359","7103","4608","10777","4987","5748","5121","","12106","8012","7744","","7245","4311","10307"
"2020-10-23","7454","6369","9878","8399","6642","2508","25337","984","4936","3814","21023","7109","10636","6133","4958","5599","7230","5971","47821","7191","4658","10973","5093","5815","5268","","12243","8040","7834","","7339","4339","10505"
"2020-10-24","7537","6434","10006","8455","6677","2519","25440","995","4959","3821","21068","7186","10693","6178","4994","5633","7272","6044","48004","7236","4695","11018","5144","5847","5360","","12294","8057","7876","","7374","4363","10615"
"2020-10-25","7637","6514","10032","8508","6698","2554","25572","1003","4998","3834","21101","7265","10736","6232","5030","5657","7377","6095","48162","7271","4748","11060","5185","5870","5449","","12352","8068","7908","","7405","4385","10721"
"2020-10-26","7778","6558","10116","8557","6722","2566","25678","1014","5023","3840","21121","7337","10792","6282","5054","5664","7428","6182","48272","7310","4771","11173","5225","5898","5493","","12399","8076","7937","","7431","4399","10811"
"2020-10-27","7847","6626","10139","8589","6729","2603","25783","1030","5063","","21138","7391","10824","6317","5094","5675","7477","6223","48478","7336","4782","11244","5237","5912","5531","","12421","8080","7961","","7460","4417","10907"
"2020-10-28","7947","6693","10231","8630","6738","2606","25882","1037","5087","3845","21167","7469","10846","6359","5141","5689","7539","6261","48686","7362","4824","11335","5280","5945","5582","","12470","8090","7993","","7496","4446","11018"
"2020-10-29","8022","6761","10307","8665","6768","2625","26010","1048","5132","3853","21187","7549","10886","6398","5225","5703","7593","6314","48908","7394","4841","11420","5313","5985","5641","","12546","8105","8015","","7532","4454","11111"
"2020-10-30","8117","6840","10386","8700","6811","2637","26108","1065","5172","3861","21211","7638","10956","6435","5262","5727","7654","6385","49067","7431","4858","11508","5343","6019","5700","","12605","8114","8038","","7565","4476","11169"
"2020-10-31","8193","6903","10442","8761","6830","2654","26234","1070","5189","3869","21233","7714","10998","6474","5293","5738","7729","6436","49237","7455","4883","11558","5377","6050","5761","","12669","8127","8072","","7595","4503","11281"
"2020-11-01","8272","6956","10503","8860","6841","2672","26349","1079","5253","3873","21252","7782","11039","6502","5365","5758","7779","6508","49458","7493","4922","11679","5403","6079","5847","","12727","8143","8115","","7630","4510","11388"
"2020-11-02","8341","7026","10562","8931","6893","2679","26450","1088","5273","3877","21263","7835","11085","6537","5392","5776","7859","6557","49600","7506","4947","11734","5427","6101","5906","","12785","8153","8149","","7661","4545","11488"
"2020-11-03","8390","7078","10610","8989","6920","2687","26519","1093","5287","3879","21324","7908","11113","6572","5418","5785","7902","6589","49732","7534","4977","11807","5451","6115","5963","","12828","8168","8180","","7685","4569","11555"
"2020-11-04","8466","7167","10688","9057","6939","2692","26639","1100","5305","3884","21357","7975","11152","6611","5454","5804","7958","6658","49907","7557","5006","11859","5481","6135","6009","","12901","8175","8217","","7715","4574","11659"
"2020-11-05","8554","7244","10724","9112","6970","2696","26748","1108","5338","3887","21380","8025","11175","6640","5504","5815","8000","6715","50066","7585","5029","11962","5502","6167","6097","","12936","8185","8247","","7746","4579","11750"
"2020-11-06","8637","7323","10826","9166","6989","2712","26860","1113","5366","3893","21406","8085","11212","6678","5539","5827","8056","6784","50219","7606","5047","12055","5534","6201","6152","","12999","8196","8286","","7776","4591","11846"
"2020-11-07","8718","7363","10857","9206","7020","2714","26981","1121","5391","3897","21427","8155","11246","6711","5579","5838","8121","6824","50364","7626","5067","12133","5560","6233","6260","","13052","8207","8323","","7806","4610","11942"
"2020-11-08","8808","7429","10956","9271","7051","2720","27122","1126","5412","3903","21444","8223","11279","6742","5614","5850","8175","6874","50508","7651","5081","12213","5587","6250","6295","","13129","8216","8361","","7834","4622","12040"
"2020-11-09","8886","7475","11063","9310","7073","2725","27228","1135","5442","3912","21459","8276","11311","6778","5652","5860","8225","6914","50600","7679","5086","12296","5600","6273","6326","","13163","8223","8393","","7853","4642","12147"
"2020-11-10","8972","7518","11088","9341","7077","2732","27313","1137","5464","3912","21468","8321","11338","6812","5675","5868","8285","6944","50686","7686","5090","12380","5622","6284","6367","","13192","8234","8410","","7871","4651","12254"
"2020-11-11","9030","7551","11109","9401","7105","2737","27409","1140","5490","3917","21495","8380","11364","6844","5734","5876","8333","6992","50820","7707","5109","12426","5636","6304","6433","","13252","8239","8450","","7892","4664","12373"
"2020-11-12","9094","7577","11152","9435","7115","2745","27490","1145","5516","3920","21510","8434","11392","6863","5776","5889","8377","7041","50932","7721","5115","12483","5651","6314","6471","","13284","8255","8466","","7915","4667","12453"
"2020-11-13","9159","7644","11176","9462","7124","2747","27563","1149","5536","3927","21523","8485","11431","6890","5819","5908","8415","7076","51015","7733","5118","12569","5668","6324","6512","","13322","8255","8512","","7932","4675","12547"
"2020-11-14","9209","7681","11215","9499","7132","2773","27633","1151","5553","3931","21531","8527","11456","6913","5835","5914","8451","7127","51083","7743","5123","12657","5683","6343","6538","","13342","8261","8555","","7945","4682","12632"
"2020-11-15","9256","7722","11247","9530","7149","2785","27674","1154","5564","3934","21542","8553","11462","6939","5882","5924","8477","7154","51157","7755","5125","12682","5684","6349","6603","","13376","8266","8575","","7955","4689","12707"
"2020-11-16","9301","7746","11285","9554","7164","2785","27711","1156","5595","3939","21549","8601","11480","6963","5896","5931","8507","7195","51245","7758","5135","12760","5701","6355","6617","","13391","8268","8603","","7976","4691","12762"
"2020-11-17","9330","7778","11298","9568","7183","2788","27749","1159","5601","3942","21556","8628","11497","6989","5911","5936","8536","7232","51318","7759","5151","12819","5716","6364","6626","","13425","8269","8618","","7993","4701","12824"
"2020-11-18","9371","7814","11350","9594","7189","2792","27814","1168","5616","3943","21581","8666","11528","7011","5947","5946","8575","7251","51420","7774","5154","12865","5728","6369","6659","","13455","8290","8640","","8013","4703","12906"
"2020-11-19","9425","7848","11368","9615","7202","2793","27878","1175","5634","3946","21592","8710","11559","7032","5967","5952","8610","7290","51546","7786","5166","12911","5742","6372","6705","","13483","8297","8658","","8036","4709","12993"
"2020-11-20","9500","7883","11402","9627","7221","2793","27945","1176","5643","3947","21605","8752","11586","7057","6004","5956","8639","7316","51616","7794","5174","12954","5752","6378","6746","","13492","8301","8693","","8050","4710","13045"
"2020-11-21","9568","7912","11463","9657","7227","2796","27999","1179","5655","3949","21623","8792","11607","7087","6017","5960","8675","7369","51677","7804","5178","13012","5762","6382","6751","","13512","8305","8733","","8063","4712","13109"
"2020-11-22","9676","7964","11545","9714","7240","2803","28092","1187","5678","3951","21649","8882","11657","7140","6051","5967","8744","7453","51808","7823","5186","13135","5785","6391","6760","","13541","8310","8796","","8089","4715","13219"
"2020-11-23","9722","7992","11583","9732","7255","2810","28129","1189","5684","3955","21661","8907","11675","7163","6062","5970","8765","7491","51864","7823","5194","13185","5794","6399","6828","","13564","8312","8821","","8101","4715","13274"
"2020-11-24","9768","8008","11608","9747","7275","2813","28155","1193","5700","3957","21667","8925","11690","7184","6069","5973","8781","7561","51926","7833","5198","13226","5798","6401","6897","","13581","8317","8840","","8113","4717","13340"
"2020-11-25","9812","8048","11661","9768","7282","2814","28204","1197","5707","3961","21679","8949","11715","7209","6102","5974","8795","7601","51991","7838","5201","13294","5805","6409","6943","","13610","8325","8849","","8125","4726","13397"
"2020-11-26","9862","8080","11672","9787","7293","2816","28268","1199","5712","3963","21697","8975","11732","7230","6137","5975","8822","7643","52040","7848","5205","13330","5816","6413","6979","","13626","8329","8864","","8135","4728","13459"
"2020-11-27","9899","8122","11706","9801","7304","2819","28323","1202","5714","3964","21705","8999","11742","7257","6157","5982","8838","7662","52096","7848","5211","13372","5817","6417","7004","","13663","8334","8881","","8145","4731","13514"
"2020-11-28","9952","8143","11727","9826","7309","2821","28358","1209","5719","3964","21709","9018","11761","7282","6176","5982","8854","7675","52145","7850","5214","13412","5825","6419","7035","","13689","8336","8918","","8156","4734","13561"
"2020-11-29","9988","8180","11753","9850","7315","2821","28403","1210","5727","","21719","9034","11779","7298","6182","5986","8871","7700","52185","7859","5218","13461","5826","6419","7058","","13704","8337","8935","","8164","4738","13613"
"2020-11-30","10022","8195","11772","9857","7319","2821","28428","1212","5734","3966","21726","9050","11799","7312","6195","5988","8890","7719","52208","7868","5221","13493","5829","6426","7081","","13717","8354","8952","","8169","4738","13654"
"2020-12-01","10060","8217","11786","9860","7326","2821","28452","1213","5739","","21733","9068","11807","7327","6203","5991","8900","7734","52245","7872","5222","13527","5832","6430","7102","","13736","8354","8966","","8179","4739","13686"
"2020-12-26","10083","8244","11804","9870","7336","2823","28478","1214","5740","3967","21738","9071","11820","7341","6208","5992","8916","7739","52275","7873","5222","13547","5832","6431","7115","","13737","8363","8996","","8186","4740","13726"
"2020-12-27","10099","8262","11820","9879","7340","2824","28494","1216","5742","3968","21742","9076","11836","7346","6208","","8947","7762","52306","7874","","13564","5838","6437","7126","","13738","","9018","","8194","4741","13756"
"2020-12-28","10135","8272","11830","9881","7343","2824","28506","1219","5742","3968","21746","9081","11852","7361","6210","5993","8957","7770","52331","7875","5223","13581","5838","6442","7130","","13738","8363","9027","","8200","4742","13784"
"2020-12-29","10155","8294","11849","9904","7345","2829","28513","1220","5742","","21750","9083","11860","7376","6221","","8967","7777","52350","7875","5224","13591","5840","6447","7135","","13740","8364","9047","","8205","4747","13816"
"2020-12-30","10181","8310","11863","9929","7347","2832","28536","1224","5744","3968","21751","9092","11876","7384","6226","5994","8977","7794","52373","7876","5224","13610","5841","6453","7141","","13741","8365","9075","","8211","4750","13844"
"2020-12-31","10201","8350","11878","9943","7348","2832","28577","1226","5745","3968","21754","9097","11891","7391","6228","5994","8987","7801","52397","7879","5226","13627","5844","6457","7167","","13742","8366","9101","","8217","4752","13861"
"2021-01-01","10233","8359","11883","9957","7354","2833","28592","1227","5746","3968","21754","9101","11906","7400","6231","5996","8995","7802","52416","7879","","13644","5844","6459","7172","","13742","8367","9136","","8222","4753","13895"
"2021-01-02","10264","8372","11891","9972","7355","2836","28596","1231","","3968","21757","9103","11920","7413","6231","","9003","7802","52430","7884","","13648","","6460","7195","","13754","","9171","","8225","4754","13929"
"2021-01-03","10288","8389","11894","9980","7355","2837","28606","1232","5747","","21758","9105","11929","7426","6231","","9003","7811","52440","7885","","13657","5845","6461","7199","","13767","8369","9187","","8227","4755","13962"
"2021-01-04","10312","8395","11896","9989","7357","2838","28612","1233","5748","3970","21763","9110","11940","7434","6234","5997","9013","7812","52454","7885","5227","13662","5845","6461","7209","","13773","8369","9197","","8232","4757","13994"
"2021-01-05","10346","8409","11899","9999","7360","2839","28621","","5748","","21766","9114","11946","7439","6236","","9026","7822","52471","","","13673","5846","6463","7211","","13782","8369","9206","","8236","4760","14017"
"2021-01-06","10367","8420","11907","10024","7365","2840","28632","1235","5750","3973","21770","9116","11958","7454","6237","","9036","7831","52482","7888","","13681","5848","6465","7212","","13792","8370","9220","","8239","4762","14049"
"2021-01-07","10391","8438","11917","10041","7367","2842","28644","1236","5750","","21774","9121","11973","7468","6238","","9042","7834","52494","","","13692","5849","6465","7223","","13802","8370","9235","","8241","4766","14079"
"2021-01-08","10411","8478","11933","10054","7370","2844","28649","1239","5751","","21774","9121","11985","7484","6238","5997","9047","7844","52519","7888","5231","13705","5849","6467","7230","","13808","8371","9238","","8246","4770","14108"
"2021-01-09","10438","8504","11935","10070","7372","2846","28655","1240","5752","3978","21777","9121","11995","7493","6238","","9051","7851","52537","","5231","13713","","6467","7236","","13812","8372","9254","","8249","4773","14134"
"2021-01-10","10459","8513","11937","10089","7378","2848","28679","1244","5753","3996","21782","9122","12004","7508","6246","6000","9053","7861","52548","7889","5232","13724","5851","6467","7244","","13821","8375","9273","","8251","4776","14165"
"2021-01-11","10474","8532","11946","10112","7381","2848","28684","1245","5753","4015","21782","9123","12014","7527","6247","6007","9058","7868","52557","7889","5233","13729","","6467","7248","","13829","8383","9310","","8253","4780","14187"
"2021-01-12","10489","8548","11960","10128","7382","2849","28687","1250","","4019","21783","9125","12019","7542","6253","6008","9058","7879","52572","","5233","13739","5851","6469","7253","","13844","8386","9325","","8256","4783","14225"
"2021-01-13","10513","8555","11969","10136","7384","","28701","1251","5755","4024","21787","9129","12028","7555","6257","","9060","7880","52585","7889","5241","13747","5851","6469","7258","","13854","8393","9341","","8259","4784","14255"
"2021-01-14","10541","8558","11976","10158","7389","2852","28709","1252","","4027","21787","9130","12037","7578","6258","6008","9060","7885","52597","7890","","13753","","6477","7266","","13869","","9362","","8262","4789","14279"
"2021-01-15","10559","8560","11987","10173","7397","","28723","1253","5755","4029","21788","9131","12045","7581","6259","","9063","7887","52604","7891","","13758","5853","6479","7270","","13883","8394","9382","","8263","4793","14314"
"2021-01-16","10563","8565","11994","10183","7401","2852","28727","1255","","4032","21791","9131","12052","7604","6260","","9063","","52609","7894","5242","13760","","","7286","","13902","8396","9406","","8264","4795","14344"
"2021-01-17","10583","8568","12000","10193","7402","2853","28734","1257","","4035","21792","9131","12059","7615","6261","6009","9067","7890","52628","7894","","13768","","6480","7304","","13915","8396","9425","","8270","4795","14362"
"2021-01-18","10588","8571","12009","10196","7402","2855","28736","1257","5755","4036","21793","9132","12066","7627","6262","","9068","7893","52633","7894","5242","13772","5853","6480","7315","","13931","8396","9444","","8271","4797","14387"
"2021-01-19","10598","8573","12010","10202","7407","2855","28739","1258","","4036","21797","9133","12068","7631","6262","","9068","7893","52638","7894","","13775","","","7321","","13948","8396","9467","","8272","4799","14413"
"2021-01-20","10606","8576","12022","10209","7408","2856","28744","1258","","4038","21800","9137","12076","7635","6264","6010","9068","7893","52646","7896","5242","13778","5854","6480","7330","","13968","8398","9485","","8274","4800","14443"
"2021-01-21","10619","8578","12030","10221","7408","2857","28750","1259","","4039","21804","9141","12081","7640","6266","","9070","7895","52655","7898","5242","13780","","6480","7334","","13991","8398","9501","","8275","4801","14460"
"2021-01-22","10629","8581","12041","10230","7416","2858","28759","","5756","4042","21804","9146","12087","7646","6266","","9071","7900","52667","7898","","13780","","6481","7338","","14009","","9520","","8277","4803","14478"
"2021-01-23","10641","","12051","10243","7417","2858","28766","1263","5757","4042","21805","9151","12095","7648","6268","","9072","7901","52673","7902","","13783","5857","6482","7342","","14024","8398","9530","","8279","4803","14492"
"2021-01-24","10657","8586","12068","10274","7425","2860","28788","1268","","4042","21809","9162","12109","7658","6276","6012","9074","7906","52683","7906","5242","13787","5862","","7349","","14049","8398","9550","","8282","4805","14528"
"2021-01-25","10660","8589","12074","10277","7426","2860","28795","1271","","4045","21809","9166","12112","7667","6281","6013","9076","7908","52687","","","13793","5865","6483","7355","","14056","8399","9564","","8283","4806","14560"
"2021-01-26","10666","8590","12081","10280","7426","2861","28803","1271","5759","","21810","9166","12116","7668","","6014","9076","7908","52701","7907","","13796","","","7363","","14060","8402","9573","","8286","","14580"
"2021-01-27","10669","8591","12087","10287","7430","2862","28829","1273","","4047","21813","9170","12122","7672","6282","","9076","7911","52709","","5243","13799","","","7378","","14069","8403","9582","","8288","4808","14595"
"2021-01-28","10679","8597","12091","10295","7433","2862","28838","1273","","4050","21814","9170","12125","7675","6284","","9077","7911","52717","","","13801","","","7389","","14070","8404","9600","","8290","4808","14612"
"2021-01-29","10682","8598","12095","10297","7433","2862","28842","1275","","4050","21815","9171","12130","7676","6285","6014","9081","7911","52718","7908","5244","13804","","","7400","","14078","","9607","","8290","4808","14621"
"2021-01-30","10690","","12105","10305","","","28851","1277","","4053","21815","9175","12137","7680","6286","6014","9084","7912","52722","7908","","13806","","6484","7408","","14085","8407","9617","","8291","4808","14633"
"2021-01-31","10698","8601","12112","10316","7433","","28858","1278","","","21820","9177","12143","7682","6286","","9084","","52731","7908","","13811","5866","","7416","","14093","8410","9621","","8293","4809","14654"
"2021-02-01","10702","8603","12119","10321","7433","2863","28862","1278","","4055","","9177","12147","7685","6287","6014","9085","7912","52745","7908","","13813","5866","6484","7419","","14097","8411","9625","","8296","4813","14664"
"2021-02-02","10703","8609","12122","10328","7425","2865","28865","1279","5759","4056","21820","9178","12148","7685","6287","6014","9085","7913","52753","7908","","13815","5866","","7421","","14105","8415","9631","","8298","4814","14672"
"2021-02-03","10705","8611","12128","10334","7425","2866","28871","1279","5760","4056","","9178","12151","7686","6290","","9086","7915","52760","","","13815","","","7426","","14111","8416","9637","","8299","4814","14683"
"2021-02-04","10705","8612","12128","10336","","2867","28877","1280","","4057","21824","9179","12153","7689","6290","6014","","7916","52767","7909","","13824","","6484","7426","","14119","8420","9643","","8302","","14709"
"2021-02-05","10710","8613","12130","10348","","","28893","1283","5761","4060","21825","9179","12159","7693","6292","","9087","7918","52773","","","13828","","6484","7428","","14122","8424","9645","","8303","4814","14725"
"2021-02-06","10719","8618","12133","10354","7425","","28898","1286","","4061","21827","9179","12162","7695","6293","","9087","7920","52778","7909","5244","13833","","","7429","","14124","8426","9652","","8304","4816","14740"
"2021-02-07","10729","8620","12138","10358","7425","2868","28903","1287","","4063","21831","","12165","7702","6296","","9087","7920","52779","","5244","13837","5867","","7429","","14127","8426","9654","","8304","4816","14754"
"2021-02-08","10731","8622","12144","10364","7426","","28907","1289","5762","4063","21831","9180","12168","7708","6296","","9087","","52783","","","13844","","","7431","","14135","8428","9656","","8305","4817","14765"
"2021-02-09","10734","8625","12147","10369","7431","","28920","1289","","4063","21834","9181","12172","7713","","6017","9088","7924","52796","7910","","13849","","6484","7433","","14142","8431","9659","","8308","4818","14779"
"2021-02-10","10735","8627","12152","10383","","2870","28929","1290","","","21834","9182","12175","7717","6300","","9088","7930","52802","7911","","13851","","","7435","","14149","8433","9667","","8308","4819","14790"
"2021-02-11","10743","8628","12154","10387","","2872","28940","1295","","","21835","9182","12177","7719","6302","","","7935","52806","7912","","13854","5867","","7440","","14158","","9674","","8309","4819","14810"
"2021-02-12","10748","8630","12160","10388","7432","","28940","1297","","4063","21836","","12182","7720","6303","","9088","7935","52813","","5246","13858","","","7443","","14164","8433","9674","","8310","","14820"
"2021-02-13","10755","8630","12164","10397","","","28942","1299","5762","4063","","","12184","7721","6305","","9089","7935","52819","","","13860","","","7445","","14167","8433","9681","","8310","","14829"
"2021-02-14","10763","8632","12169","10411","","","28943","1299","5764","","21837","","12184","7725","6306","","9089","7935","52824","","5247","13865","5869","6485","","","14170","8437","9687","","8311","4821","14834"
"2021-02-15","10766","8633","12173","10421","","2873","28944","1300","","","21837","9182","12188","7728","6307","","","7940","52827","","","13872","","6486","7447","","14179","8437","9691","","8312","","14861"
"2021-02-16","10767","8638","12177","10422","","","28946","","","","","","12189","7729","6308","","","7940","52829","","","13874","","","7453","","14192","8437","9700","","8313","4823","14870"
"2021-02-17","10775","8642","12181","10431","7432","2873","28946","1301","5764","","21838","9183","12192","7732","","","","7947","52831","7912","","13877","","","7455","","14194","8442","9709","","8313","4823","14881"
"2021-02-18","10775","8642","12185","10438","7434","2874","28947","1302","","","21838","9184","12196","7738","","6017","9090","7949","52837","7913","","13878","","","7458","","14198","8443","9715","","8314","4823","14891"
"2021-02-19","10775","8643","12186","10442","7436","2875","28950","1302","","","21838","","12200","7743","6309","","","","52840","7916","","13878","5869","","7461","","14200","8444","9726","","","4824","14898"
"2021-02-20","10780","","12189","10444","7440","","28954","1305","","","21838","","12203","7748","6311","","","","52847","7919","","13881","","","7464","","14201","","9728","","8315","","14912"
"2021-02-21","10782","8648","12191","10447","7440","2877","28958","1307","","","21838","","12207","7751","6313","","","","52848","","5247","13886","","6487","7467","","14203","8444","9736","","8315","4825","14920"
"2021-02-22","10784","8649","12193","10453","","2878","28960","1311","","4064","","","12211","7757","6314","","9090","7949","52851","","","13886","","6487","7472","","14205","8446","9748","","8316","4828","14931"
"2021-02-23","10785","8650","12195","10461","7441","","28967","","5764","","21839","","12214","7759","6314","","9091","7950","52858","7921","","13888","","6487","7473","","14206","8448","9760","","8318","4828","14936"
"2021-02-24","10788","8656","12201","10462","","2879","28969","1314","","4065","21840","","12218","7764","6315","","","7950","52867","","5248","13891","5870","","7473","","14209","8449","9767","","8319","4830","14942"
"2021-02-25","10790","8662","12210","10468","","2880","28973","1318","","","","9184","12223","7768","6316","","9092","7950","52876","","5249","13894","5871","","7473","","14213","8449","9781","","8320","4835","14950"
"2021-02-26","10794","8663","12218","10478","","2881","28977","","","4066","21843","","12227","7773","6317","6020","9093","7951","52884","7921","","13901","","","7476","","14215","8449","9798","","8321","4836","14958"
"2021-02-27","10797","8669","12225","10482","7441","2881","28982","1320","","4067","21843","","12231","7777","6318","","9096","","52893","7923","","13906","5874","6488","7477","","14219","","9807","","8322","4837","14968"
"2021-02-28","10801","8672","12232","10486","7445","2881","28989","1322","","","","","12237","7784","6319","6021","","","52901","","","13911","5875","","7478","","14225","8452","9816","","8324","","14974"
"2021-03-01","10802","8675","12239","10487","7445","","28998","1325","","4067","21843","","12241","7791","","","","7952","52906","","","13919","","6488","7479","","14237","","9832","","8325","4838","14980"
"2021-03-02","","8678","12244","10490","7447","","28998","","","4068","21844","","12244","7797","6319","","9097","7953","52914","7923","","13924","","","7479","","14241","8452","9844","","8327","4842","14993"
"2021-03-03","10804","8680","12249","10496","","2881","29002","1326","","4068","","9185","12249","7803","6321","","","7957","52928","","","13930","5879","6490","","","14247","8452","9857","","8330","4842","15004"
"2021-03-04","10805","8680","12255","10503","7451","2881","29005","1327","","4069","21845","9189","12253","7808","6322","","9098","","52934","","5250","13938","5880","","7480","","14249","8452","9872","","8331","4843","15010"
"2021-03-05","10806","8681","12267","10503","7460","2882","29006","1328","","4069","21848","9191","12259","7811","6322","","","","52944","","5250","13944","5882","","7480","","14252","8453","9886","","8333","","15023"
"2021-03-06","10806","8681","12274","10504","7461","2882","29009","1329","5765","","","","12264","7813","6322","","9098","7957","52950","","","13947","","","7480","","14254","8455","9896","","8335","4844","15030"
"2021-03-07","10817","8681","12280","10505","","2882","29012","1331","5767","","","","12268","7815","","6021","","7958","52966","7923","","13947","5882","6490","7480","","14255","8457","9899","","8339","4844","15042"
"2021-03-08","10821","8682","12284","10506","","","29014","1334","","4070","21848","","12273","7819","6322","","9098","7961","52969","7923","","13950","5883","6493","7482","","14257","8459","9908","","8339","4844","15048"
"2021-03-09","10826","8683","12284","10508","7461","","29022","1336","","","","","12276","7822","6322","6021","","","52981","","","13956","","","","","14259","8460","9911","","8341","","15055"
"2021-03-10","10831","8684","12290","10508","","","29033","1338","","","21848","","12281","7823","6322","","","7964","52986","7924","","13964","5884","","","","14260","","9915","","8342","4844","15069"
"2021-03-11","10832","","12297","10508","","","29044","1343","","","21849","","12284","7824","6324","","","","52990","7925","","13978","5884","6493","7483","","14260","","9919","","8343","4844","15076"
"2021-03-12","10834","8686","12298","10512","7461","","29051","1345","5768","4074","21850","","12289","7826","6327","","9098","","52997","","","13986","5884","","7483","","14260","8461","9921","","8345","","15086"
"2021-03-13","10839","8689","12300","10514","7461","","29064","1345","","4074","","","12293","7829","","","9098","7965","53004","","5250","13993","5884","","","","14260","","9924","","8347","","15099"
"2021-03-14","10841","8692","12305","10518","7461","2882","29065","1346","","4077","21856","","12300","7831","6327","6022","","7965","53015","7926","","13999","","6495","7485","","14262","8462","9929","","8349","4844","15103"
"2021-03-15","10844","","12310","10528","7461","","29070","","5768","4077","21858","9191","12306","7835","","","","","53024","7926","","14007","5884","6496","7486","","14262","","9932","","8351","4844","15110"
"2021-03-16","10848","8695","12315","10528","","","29075","1348","","","21861","9191","12311","7839","","","","7965","53029","","","14016","","","7487","","14265","8462","9932","","8352","","15125"
"2021-03-17","10850","8699","12321","10535","","","29080","1349","5771","4077","21864","9193","12315","7841","","","9100","7967","53038","","","14027","5888","","7489","","14265","8464","9934","","8354","","15132"
"2021-03-18","10854","","12322","10544","7462","","29105","1349","","","21866","9195","12320","7841","6330","","","","53042","7927","","14030","5889","","","","14268","8469","9938","","8355","","15142"
"2021-03-19","10860","8699","12324","10548","7463","","29125","1351","5772","4077","21872","9197","12325","7845","6332","6023","","","53057","7928","","14039","5891","","7498","","14271","8470","9942","","8358","","15149"
"2021-03-20","10861","8701","12328","10549","7466","","29151","1351","5773","","21876","9198","12329","7848","6333","","9102","7968","53071","7928","","14054","5892","","7499","","14274","8473","9952","","8361","","15165"
"2021-03-21","10865","8708","12332","10554","7472","","29160","1353","","","21876","","12332","7851","","6024","9103","","53086","7931","","14062","5894","6496","7502","","14279","8476","9954","","8364","4846","15172"
"2021-03-22","10868","8717","12336","10557","","","29185","","5773","","21881","9201","12336","7852","6335","","9104","7968","53121","7931","","14075","5895","","7514","","14281","8478","9955","","8372","","15184"
"2021-03-23","10873","8720","12338","10558","","2883","29202","1353","5774","4078","21881","9206","12340","7856","6342","6024","9107","7970","53135","7932","","14086","","6496","7518","","14281","8479","9958","","8375","","15204"
"2021-03-24","10875","8725","12345","10560","7473","","29225","1356","","4079","21882","9206","12345","7863","6350","","9108","7972","53158","7934","","14094","5895","","7545","","14285","8481","9965","","8381","4847","15226"
"2021-03-25","10881","8745","12356","10573","7477","2885","29245","1356","5784","","21886","9208","12350","7866","6355","6025","9109","7972","53191","7944","","14103","5896","","7547","","14290","8484","9975","","8388","","15253"
"2021-03-26","10884","8760","12359","10597","7485","","29274","1357","5785","","21888","9214","12354","7870","6372","","9113","7973","53223","","","14108","5896","6497","7580","","14296","8486","9986","","8395","","15268"
