"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-06-27"," ##.## %"," ##.## %","","","","  -.16 %"," ##.## %",""," 57.03 %","",""," 74.18 %"," -4.67 %",""," 37.50 %","","",""," 13.31 %",""," ##.## %",""," 20.24 %","  9.76 %",""," 73.75 %"," 61.17 %"," ##.## %",""," ##.## %","","","-14.55 %"," 38.11 %"," ##.## %",""," 32.12 %"
"2020-06-28"," ##.## %"," ##.## %","","","","  1.84 %"," ##.## %",""," ##.## %","",""," 74.33 %","  5.33 %",""," 74.17 %","","","","  7.06 %",""," ##.## %",""," ##.## %"," 11.48 %",""," 77.68 %",""," ##.## %",""," ##.## %","   .00 %","","-31.21 %"," 39.67 %"," ##.## %","","-12.88 %"
"2020-06-29"," ##.## %","","","",""," 88.59 %"," ##.## %",""," ##.## %","",""," ##.## %"," -8.00 %",""," 84.17 %","","","","  4.16 %","-15.00 %"," ##.## %",""," ##.## %"," 24.67 %",""," 36.34 %",""," ##.## %",""," ##.## %","","","  3.33 %",""," ##.## %",""," 39.43 %"
"2020-06-30","  2.31 %"," ##.## %","","",""," 67.66 %"," ##.## %",""," ##.## %","",""," ##.## %"," -1.33 %",""," 28.17 %","","",""," 14.16 %",""," ##.## %",""," ##.## %","  9.18 %",""," 34.98 %",""," 10.17 %","","-19.86 %","",""," 70.00 %",""," 85.45 %",""," 21.43 %"
"2020-07-01"," ##.## %"," ##.## %","","",""," 40.75 %","   .95 %",""," ##.## %","",""," ##.## %","-11.33 %"," 13.01 %"," 24.00 %","","",""," 15.27 %"," 25.00 %"," ##.## %",""," ##.## %","  9.02 %","","-16.13 %",""," 12.67 %",""," 87.80 %"," ##.## %"," 55.29 %","","","  3.30 %",""," 34.76 %"
"2020-07-02"," ##.## %"," ##.## %","","",""," ##.## %"," ##.## %",""," ##.## %","",""," 16.25 %","  6.67 %"," 13.01 %"," ##.## %","","",""," 22.94 %"," 25.00 %"," ##.## %",""," ##.## %"," 10.09 %","","-12.17 %",""," 12.67 %",""," ##.## %",""," 51.95 %","",""," 18.24 %",""," 67.33 %"
"2020-07-03"," ##.## %","-17.85 %","","",""," ##.## %"," ##.## %","  5.86 %"," 19.64 %","",""," 72.25 %"," ##.## %","","","","",""," 14.66 %","","","   .00 %"," ##.## %"," 17.11 %",""," 82.00 %"," ##.## %","","",""," ##.## %"," 15.95 %","",""," 12.74 %",""," 62.79 %"
"2020-07-04"," ##.## %"," ##.## %","","",""," ##.## %"," ##.## %","  5.86 %"," 35.22 %","","",""," ##.## %","","","","","-23.14 %"," 14.56 %","","",""," ##.## %","  -.41 %"," ##.## %"," 58.75 %"," ##.## %","","","","","  5.67 %",""," ##.## %"," -3.26 %",""," 26.32 %"
"2020-07-05"," ##.## %"," ##.## %","","",""," ##.## %"," ##.## %"," 57.86 %"," 56.32 %","","",""," ##.## %","","","",""," -3.14 %"," 20.06 %","","","   .00 %"," ##.## %"," 18.53 %"," ##.## %"," 55.18 %"," ##.## %","","",""," ##.## %"," ##.## %",""," ##.## %"," 47.77 %",""," 26.32 %"
"2020-07-06"," 75.80 %"," ##.## %","","",""," ##.## %"," ##.## %"," 31.19 %"," 28.30 %","","",""," ##.## %","","","",""," 16.86 %","  8.95 %","","",""," 47.61 %"," 17.85 %"," ##.## %"," 64.35 %"," ##.## %","","","",""," ##.## %",""," ##.## %"," 31.58 %"," 16.67 %"," 12.98 %"
"2020-07-07"," 76.52 %"," ##.## %"," 44.00 %","",""," ##.## %","  1.98 %"," 16.19 %"," 92.92 %","","",""," 94.62 %","","","",""," ##.## %"," 25.83 %","","",""," 53.72 %"," ##.## %",""," 67.12 %"," 36.18 %","","","",""," ##.## %"," 65.00 %"," ##.## %"," 79.50 %"," 16.67 %","-25.02 %"
"2020-07-08"," 34.68 %"," ##.## %","","",""," ##.## %"," 10.75 %"," ##.## %"," 61.67 %","","",""," 81.29 %","-17.63 %"," 89.47 %","",""," 99.60 %","  8.27 %","","-10.78 %",""," 87.72 %"," ##.## %",""," -4.54 %"," 30.60 %"," ##.## %",""," 69.96 %"," ##.## %"," ##.## %"," 58.33 %","  3.90 %"," 50.17 %"," 36.67 %"," 72.86 %"
"2020-07-09"," ##.## %"," 22.94 %","","",""," 63.03 %"," 17.27 %"," ##.## %"," 46.36 %","","",""," 95.62 %","-26.72 %","","","","","  6.91 %","","-29.53 %",""," 24.38 %"," ##.## %","","-10.44 %"," 36.43 %"," ##.## %",""," 54.34 %"," ##.## %"," ##.## %",""," 99.90 %"," 78.50 %","  6.67 %"," 66.98 %"
"2020-07-10"," 45.62 %"," ##.## %","","",""," 78.27 %"," 11.85 %",""," 37.86 %","","","","","-11.08 %","",""," 45.00 %"," ##.## %","  2.58 %",""," 50.95 %",""," 14.61 %"," ##.## %",""," 48.13 %"," 17.72 %","",""," ##.## %",""," ##.## %"," 48.33 %"," 94.90 %"," 25.29 %"," -3.33 %"," 60.98 %"
"2020-07-11"," 31.45 %"," ##.## %","","",""," 19.08 %"," -7.19 %"," ##.## %"," 88.73 %","",""," 70.41 %","","-14.49 %","",""," 30.00 %"," ##.## %","  5.62 %",""," ##.## %",""," 14.04 %"," ##.## %",""," 28.49 %"," 50.39 %"," ##.## %",""," ##.## %"," 35.86 %"," ##.## %"," 91.67 %"," ##.## %"," 90.62 %"," 10.00 %"," ##.## %"
"2020-07-12"," ##.## %"," ##.## %","","",""," -2.52 %","  1.44 %"," ##.## %","  8.48 %","",""," 70.41 %",""," ##.## %","",""," 30.00 %",""," -4.59 %",""," ##.## %",""," 22.93 %","  4.38 %"," 77.14 %"," ##.## %"," 18.96 %"," ##.## %",""," ##.## %"," 24.57 %"," ##.## %"," 16.67 %"," 66.57 %"," 42.84 %",""," ##.## %"
"2020-07-13"," ##.## %"," 80.84 %"," 44.00 %","","","  -.67 %"," -9.93 %"," ##.## %"," 39.73 %","",""," 55.41 %",""," ##.## %","",""," ##.## %"," ##.## %"," -3.84 %",""," ##.## %","","-36.07 %","  2.21 %"," 77.14 %"," ##.## %"," 27.04 %","","","","  3.95 %"," ##.## %"," 11.67 %"," 67.80 %"," 47.23 %",""," ##.## %"
"2020-07-14"," 41.47 %"," 95.60 %","","",""," -3.68 %","-17.17 %"," ##.## %"," 56.38 %"," 60.00 %",""," ##.## %",""," ##.## %","",""," ##.## %"," 82.89 %"," -3.17 %",""," ##.## %",""," 33.93 %"," 10.93 %"," 24.92 %"," ##.## %","-10.79 %","","",""," 23.33 %"," ##.## %",""," -8.86 %"," 15.57 %",""," ##.## %"
"2020-07-15"," ##.## %"," 61.92 %","","",""," -5.62 %","-18.05 %"," ##.## %"," 41.04 %","",""," ##.## %"," 38.33 %"," ##.## %","",""," ##.## %"," ##.## %"," 26.38 %",""," ##.## %"," 10.00 %"," 76.43 %"," 17.29 %"," 15.28 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," 27.80 %"," ##.## %",""," ##.## %"
"2020-07-16"," ##.## %"," 61.85 %","","",""," 10.47 %"," -1.70 %"," ##.## %"," ##.## %","",""," ##.## %"," 31.67 %"," ##.## %","","","","-12.18 %"," 18.29 %",""," 63.02 %",""," 85.00 %"," 19.57 %"," 31.94 %"," ##.## %"," ##.## %","","",""," 43.33 %","",""," 22.09 %"," ##.## %",""," ##.## %"
"2020-07-17"," 68.79 %"," 28.79 %","","","","  9.17 %"," 34.14 %"," ##.## %"," ##.## %","",""," ##.## %"," 38.33 %"," 64.20 %","",""," ##.## %",""," 13.50 %","","",""," 83.33 %"," -9.02 %","-23.06 %"," 75.81 %"," ##.## %","","","","-10.00 %"," ##.## %",""," 10.59 %"," ##.## %",""," ##.## %"
"2020-07-18"," 64.54 %"," ##.## %","","",""," 20.64 %"," 46.84 %"," ##.## %"," ##.## %","",""," ##.## %"," -1.67 %","","",""," ##.## %",""," 16.47 %","","","","","  4.38 %","-23.06 %"," ##.## %"," ##.## %","",""," ##.## %"," 16.67 %"," ##.## %",""," 31.95 %","",""," 21.78 %"
"2020-07-19"," 97.62 %"," ##.## %",""," 43.33 %",""," 30.20 %"," 44.20 %","  6.87 %"," ##.## %","","","  2.90 %"," -1.67 %",""," 67.33 %","","",""," 13.93 %","","","","","  6.80 %"," ##.## %"," 15.65 %"," ##.## %"," ##.## %",""," ##.## %"," 16.67 %"," 45.34 %"," ##.## %"," 25.95 %","",""," 47.00 %"
"2020-07-20"," 37.53 %"," 61.75 %"," 44.00 %","",""," 32.80 %"," 40.34 %"," 36.87 %"," ##.## %","","","   .49 %"," 23.33 %","","","","","","  9.42 %","","","","","  8.34 %"," ##.## %","  9.22 %"," 11.71 %"," ##.## %",""," ##.## %",""," 47.87 %"," ##.## %","","",""," 65.42 %"
"2020-07-21"," 28.68 %"," 74.68 %",""," 30.00 %",""," 18.00 %"," 25.59 %"," ##.## %"," 21.02 %","",""," 25.04 %"," ##.## %","","","","","","  4.24 %","",""," 35.20 %","","  4.32 %"," ##.## %"," 59.02 %"," 43.75 %"," ##.## %",""," ##.## %","","  6.87 %"," ##.## %","",""," ##.## %"," -1.39 %"
"2020-07-22","  1.75 %"," ##.## %",""," 50.00 %",""," 18.94 %","  4.82 %"," ##.## %"," 13.99 %","  4.00 %"," 21.67 %"," 29.90 %"," ##.## %","","","","",""," 30.49 %",""," -8.09 %"," 61.87 %",""," 32.59 %"," ##.## %"," 30.94 %"," 27.17 %","",""," ##.## %","","  3.19 %","","","",""," 82.42 %"
"2020-07-23"," 11.79 %"," 18.47 %",""," 40.00 %","","   .81 %"," -4.24 %"," ##.## %"," 15.48 %"," 74.00 %"," 21.67 %"," 31.21 %"," 74.94 %","","","","",""," 30.25 %","",""," 52.73 %"," 15.83 %"," 28.66 %"," ##.## %"," 29.99 %"," 45.71 %","","","  4.76 %","","","","","",""," 68.89 %"
"2020-07-24"," -1.98 %"," 43.19 %","","",""," -8.33 %"," -6.86 %"," ##.## %"," 24.23 %"," 72.22 %"," 31.67 %"," 72.24 %"," 91.60 %","","","","",""," 35.47 %","","","  9.39 %"," ##.## %"," 14.85 %"," 17.03 %"," 25.16 %"," 31.90 %","",""," 23.67 %","","","","","",""," 75.40 %"
"2020-07-25"," -2.62 %"," 30.37 %",""," 90.67 %",""," 23.42 %","  8.26 %"," ##.## %"," 25.72 %"," ##.## %"," 11.67 %",""," 61.60 %",""," ##.## %",""," 43.62 %",""," 13.41 %","",""," 30.00 %"," ##.## %"," 20.90 %","  8.44 %"," 89.32 %","","","","-10.23 %","","","","","",""," 56.50 %"
"2020-07-26"," -6.44 %"," 19.96 %","",""," ##.## %"," 19.89 %"," 21.26 %",""," 29.54 %"," ##.## %"," 35.00 %",""," 11.60 %",""," ##.## %",""," 73.62 %","-19.67 %"," 18.91 %","",""," ##.## %"," ##.## %"," 26.07 %"," 33.32 %"," 47.43 %",""," ##.## %",""," 13.25 %","","",""," 40.41 %","",""," ##.## %"
"2020-07-27"," 23.12 %"," 18.93 %","",""," ##.## %"," 32.10 %"," -3.08 %",""," 16.28 %"," ##.## %"," 58.00 %",""," 25.24 %","","",""," ##.## %"," 20.33 %","  -.02 %","","",""," ##.## %","  3.27 %"," 25.89 %"," 58.62 %","","",""," 17.92 %","",""," 27.78 %"," 53.41 %","",""," 33.51 %"
"2020-07-28"," 30.02 %"," 20.34 %","",""," ##.## %"," 54.15 %"," 32.98 %",""," ##.## %"," ##.## %"," 43.71 %",""," 26.67 %"," ##.## %"," ##.## %",""," 64.05 %",""," -1.62 %",""," 39.74 %"," ##.## %"," ##.## %"," -5.09 %"," ##.## %"," 24.19 %",""," ##.## %",""," -2.80 %",""," ##.## %"," 17.78 %"," 60.53 %","",""," 53.40 %"
"2020-07-29"," 10.31 %"," 11.96 %","","","-14.42 %"," 36.41 %"," 52.22 %","",""," ##.## %"," 43.71 %",""," 66.67 %",""," 11.08 %",""," 68.29 %"," 13.67 %","  5.28 %",""," 39.74 %"," ##.## %"," 34.51 %","  4.89 %"," 54.33 %"," 73.46 %","","",""," 64.83 %"," 22.86 %"," ##.## %"," 64.44 %"," 41.17 %","",""," 69.70 %"
"2020-07-30"," 34.57 %","  -.73 %","",""," -1.42 %"," -3.55 %"," 52.05 %","",""," 24.24 %"," ##.## %"," 20.14 %"," 64.67 %",""," 10.76 %",""," 85.73 %","  8.33 %","  5.88 %","",""," ##.## %"," 42.56 %"," -9.54 %"," ##.## %"," 48.73 %"," 27.48 %","",""," 71.09 %",""," ##.## %"," 37.78 %","","",""," 61.19 %"
"2020-07-31"," 40.65 %","  -.99 %",""," 82.79 %","-12.85 %",""," 25.40 %","  2.05 %",""," -4.09 %"," ##.## %"," 20.14 %","",""," 39.26 %","","",""," 18.71 %","",""," ##.## %"," 16.56 %"," -6.27 %"," ##.## %"," 54.33 %","","",""," 80.05 %",""," ##.## %"," 23.78 %","","-18.25 %"," 59.88 %"," ##.## %"
"2020-08-01","  3.87 %"," 12.08 %",""," 71.25 %","-17.10 %",""," 71.70 %"," 54.35 %",""," 25.66 %"," ##.## %"," 23.14 %"," 79.67 %","","",""," 60.27 %"," ##.## %"," 12.01 %","",""," 47.77 %","-17.09 %"," -1.29 %",""," 56.03 %","","","","",""," 68.65 %"," 74.33 %","",""," 89.88 %",""
"2020-08-02"," 38.43 %","  8.25 %",""," 52.89 %"," ##.## %",""," 23.58 %"," 13.67 %","",""," ##.## %"," 53.14 %"," 62.33 %",""," 43.70 %",""," 11.83 %"," ##.## %"," 10.95 %","",""," 91.73 %","-16.81 %"," -5.55 %",""," 73.77 %","","","",""," ##.## %"," 75.92 %"," 93.42 %","",""," 33.88 %"," ##.## %"
"2020-08-03"," 39.79 %","  4.98 %"," ##.## %","","",""," 24.49 %"," ##.## %"," -3.52 %"," ##.## %"," ##.## %",""," ##.## %","","","",""," 87.33 %","  5.89 %","",""," 70.14 %"," 25.75 %","  5.04 %",""," 32.08 %","","","",""," ##.## %","-40.08 %"," 70.92 %","",""," 89.71 %"," ##.## %"
"2020-08-04"," 16.18 %"," 11.57 %","",""," ##.## %",""," 25.61 %"," ##.## %"," 18.58 %"," ##.## %"," 40.83 %"," 66.07 %"," 67.67 %",""," 41.04 %","",""," ##.## %"," -1.04 %","",""," 55.29 %",""," -7.46 %","","  6.55 %","","","","","","","","",""," 61.99 %"," ##.## %"
"2020-08-05"," 21.81 %"," 16.79 %","",""," ##.## %"," -6.02 %"," 24.86 %",""," 20.42 %"," 78.48 %"," 31.84 %",""," 62.17 %",""," 29.37 %","","","","  -.37 %","",""," 81.40 %",""," 45.48 %",""," -1.66 %","","","","","","","","",""," 59.61 %"," ##.## %"
"2020-08-06"," 35.64 %","  7.22 %","",""," ##.## %",""," 23.66 %",""," 23.86 %"," 90.98 %"," ##.## %"," 94.82 %"," 27.17 %",""," 40.28 %","",""," ##.## %","  -.74 %","",""," 75.73 %",""," 39.68 %","","  2.28 %","","","","","","","","",""," ##.## %"," 19.74 %"
"2020-08-07","  5.52 %"," 14.75 %"," 10.00 %","","",""," 39.79 %",""," 16.00 %"," 51.20 %"," ##.## %"," 75.77 %"," 94.50 %"," ##.## %"," 13.75 %","",""," 15.90 %"," -1.35 %","",""," 60.84 %",""," 50.38 %","","-18.70 %","","","","","","","","",""," ##.## %",""
"2020-08-08"," 13.55 %","  1.69 %","","","",""," 14.93 %",""," 27.29 %","-12.14 %"," ##.## %",""," 55.93 %"," ##.## %"," 18.20 %","",""," 18.57 %"," -1.07 %"," 47.86 %",""," 77.42 %",""," 39.12 %",""," ##.## %","","",""," ##.## %","","","","",""," 91.80 %"," 19.20 %"
"2020-08-09"," 12.70 %","-14.44 %","","","",""," 43.86 %",""," -8.44 %"," 85.58 %"," ##.## %",""," 48.93 %"," ##.## %"," -1.26 %","",""," ##.## %","  7.79 %"," 54.52 %",""," 35.93 %"," -7.21 %"," 41.38 %",""," ##.## %","","",""," 92.03 %","","","","","",""," 31.73 %"
"2020-08-10"," -2.82 %"," 97.93 %","","","",""," 68.33 %","-11.98 %"," 57.37 %",""," ##.## %"," ##.## %"," 62.43 %"," ##.## %"," 46.91 %","",""," ##.## %"," -3.04 %"," 99.52 %"," ##.## %",""," ##.## %","-12.22 %",""," ##.## %","","","","","","","","","",""," 20.82 %"
"2020-08-11"," 11.54 %"," 67.69 %","","","","  7.16 %"," 29.31 %","","",""," ##.## %",""," 42.43 %",""," 46.91 %",""," 98.88 %"," ##.## %","   .10 %"," 32.25 %",""," 24.27 %","","  5.20 %",""," ##.## %"," 50.97 %","","","","","",""," 46.50 %","","",""
"2020-08-12","  2.29 %"," 78.77 %","","",""," -9.44 %"," 25.80 %"," -8.41 %","",""," ##.## %","","-22.57 %"," ##.## %"," 53.68 %",""," 81.73 %","","  3.85 %","",""," 33.82 %",""," 14.36 %",""," ##.## %"," 41.74 %","","","","","  1.08 %"," ##.## %"," 27.07 %"," 84.51 %","",""
"2020-08-13","  9.97 %"," 88.28 %","",""," ##.## %"," 57.06 %"," 45.16 %"," 47.00 %","",""," ##.## %",""," ##.## %"," ##.## %","",""," ##.## %","","  9.99 %","",""," 16.68 %","","  5.83 %",""," 40.92 %"," -2.07 %","","",""," 40.56 %"," 11.85 %"," ##.## %"," ##.## %","","",""
"2020-08-14"," 18.65 %"," ##.## %","",""," ##.## %"," 35.33 %"," -3.54 %","","",""," 58.05 %",""," ##.## %",""," 49.41 %",""," 85.36 %","","  6.48 %","","","",""," 26.57 %"," -1.27 %"," 19.96 %"," ##.## %","","",""," 70.56 %",""," ##.## %"," ##.## %","","",""
"2020-08-15"," 28.35 %"," 13.94 %","",""," ##.## %",""," -1.68 %","","","","",""," ##.## %",""," 46.93 %",""," 86.12 %",""," -3.40 %","","","",""," 22.26 %","-12.70 %"," 28.43 %"," ##.## %","","","","","",""," ##.## %",""," 66.84 %",""
"2020-08-16","  8.00 %"," 24.81 %","",""," 99.50 %",""," 24.00 %",""," -1.64 %","","","","",""," 29.60 %",""," 55.82 %",""," 26.95 %","","","","","  7.03 %"," 48.35 %"," 15.35 %"," ##.## %","","",""," 59.56 %",""," ##.## %"," ##.## %",""," 89.34 %"," 17.01 %"
"2020-08-17","  7.19 %"," 29.83 %","",""," 98.00 %",""," 12.69 %",""," -2.74 %","","","","",""," 46.74 %",""," 70.96 %",""," 22.54 %","","","",""," 14.20 %"," 68.90 %"," 17.25 %"," ##.## %","","","  8.19 %"," 72.63 %",""," ##.## %"," ##.## %",""," 33.46 %"," 18.22 %"
"2020-08-18","-12.71 %","","",""," ##.## %",""," 50.08 %","","","","","","",""," 52.03 %",""," 24.30 %",""," 29.30 %","","","",""," 13.20 %",""," 18.04 %"," ##.## %","",""," 79.09 %"," 61.86 %",""," ##.## %","",""," ##.## %",""
"2020-08-19","","","","","","","","","","","","","",""," 18.85 %",""," 32.23 %"," 34.56 %"," 23.46 %","","","  9.29 %",""," 10.77 %",""," 43.72 %","","",""," 96.65 %","",""," ##.## %","",""," 42.82 %",""
"2020-08-20","","","","","","",""," 26.00 %","","","","","","","","","",""," 36.76 %","","","","","  7.19 %",""," 15.48 %","","","","","","","","","","",""
"2020-08-21","","","","","","","","  9.21 %","","",""," 67.36 %","","  9.42 %","","",""," 27.90 %","  2.76 %","","","",""," 15.60 %",""," 12.43 %","","","","","","","","","","",""
"2020-08-22","","","","","","",""," 14.84 %","","",""," 68.90 %",""," 13.87 %","","",""," ##.## %"," 18.65 %","","","","","  4.89 %",""," 52.22 %","","","","","","","","","","",""
"2020-08-23",""," 25.83 %","","","","",""," 85.10 %"," 28.90 %","",""," 88.90 %","","-25.70 %","","",""," ##.## %","   .84 %","","","",""," 10.14 %",""," 31.45 %","","","","","","","","","","","  3.73 %"
"2020-08-24"," 16.31 %"," 15.77 %","","","","","   .10 %"," 56.86 %"," 19.06 %",""," -3.30 %"," 52.65 %","","-28.03 %","","",""," 89.56 %"," 11.54 %","","","","","  6.48 %","  1.65 %","  5.47 %","","","",""," 19.25 %","","","","","","  5.11 %"
"2020-08-25","  6.15 %"," 31.94 %","",""," 51.25 %"," -4.24 %","-12.02 %"," 67.63 %"," 52.78 %"," 29.45 %"," -3.30 %"," 44.72 %","","-28.67 %","  9.05 %",""," -4.24 %"," 83.86 %","  9.69 %","","","-11.19 %",""," 13.18 %"," 10.74 %"," 84.18 %","","",""," -7.12 %","  2.45 %","","  9.77 %"," 50.48 %"," -4.55 %"," -6.50 %"," -2.63 %"
"2020-08-26"," 59.94 %"," 41.14 %",""," 17.16 %"," 47.92 %","  9.10 %","-10.49 %"," 67.58 %"," 68.48 %"," 54.45 %","  7.60 %"," 10.22 %","","-15.48 %","  5.72 %",""," -2.24 %"," ##.## %"," 18.82 %","",""," 13.25 %",""," 13.02 %"," -6.76 %"," 78.70 %","","",""," 51.71 %"," 39.03 %",""," 12.63 %"," 55.98 %","  2.12 %","  5.50 %"," 10.54 %"
"2020-08-27"," 31.63 %"," 30.08 %",""," 74.31 %"," 37.63 %"," 71.22 %"," -8.06 %"," 96.43 %"," 39.71 %"," 97.67 %","  7.60 %"," 37.25 %"," 33.74 %","-22.15 %","  5.27 %",""," -5.27 %","  2.86 %","  -.23 %","","  5.33 %"," 35.24 %","","  1.72 %"," 55.97 %"," 87.38 %","","",""," 46.73 %"," 72.09 %","","  -.71 %"," 65.67 %","  9.50 %","  3.00 %"," 21.97 %"
"2020-08-28"," 33.00 %"," -9.99 %",""," 30.60 %"," 47.63 %"," 74.56 %","  8.78 %"," 22.34 %"," 28.75 %"," ##.## %"," 17.10 %"," 54.39 %"," 29.53 %","-20.56 %"," 16.33 %","","  1.42 %"," 58.20 %","  5.93 %","",""," 44.33 %"," -5.35 %","   .43 %"," 41.75 %"," 77.34 %"," 33.32 %","",""," 55.81 %"," 55.82 %"," ##.## %","  7.79 %"," 14.78 %"," 62.12 %"," 38.11 %","  6.27 %"
"2020-08-29"," 30.89 %"," 42.93 %",""," 39.43 %","-15.64 %"," 42.06 %"," -3.65 %","  8.00 %"," 44.14 %",""," 17.32 %"," 17.11 %"," 49.94 %",""," 35.17 %",""," -7.78 %","","   .18 %"," ##.## %",""," 31.67 %"," 47.15 %"," -7.65 %"," 96.04 %"," ##.## %"," 32.24 %","",""," 47.14 %"," 44.92 %",""," -7.72 %"," 18.28 %"," 44.34 %"," 24.20 %"," 34.57 %"
"2020-08-30"," 37.39 %"," 22.77 %",""," 41.08 %"," 74.58 %"," 69.17 %"," 21.11 %","-12.55 %"," 10.30 %"," 31.44 %"," 21.77 %"," 52.54 %"," 60.53 %",""," 29.01 %",""," ##.## %","","   .74 %"," ##.## %",""," 92.18 %"," 43.23 %"," -7.85 %"," ##.## %"," 33.11 %"," 31.46 %","",""," 61.84 %"," 56.72 %"," ##.## %"," 51.51 %"," -5.05 %"," 56.14 %"," 45.98 %"," 34.52 %"
"2020-08-31","  1.02 %"," 39.88 %",""," 34.41 %"," 80.14 %"," 44.02 %"," 13.12 %"," 32.30 %"," 21.03 %"," 47.55 %"," 14.50 %"," 42.31 %"," 16.73 %",""," 29.92 %",""," ##.## %","","   .72 %","  5.73 %",""," 54.24 %"," 66.09 %","-13.40 %",""," 51.23 %"," 29.46 %","","","  5.93 %"," 33.06 %"," ##.## %"," 51.51 %","-20.03 %"," 99.47 %"," 80.65 %"," 29.84 %"
"2020-09-01","  1.84 %"," 41.88 %",""," ##.## %"," 89.64 %"," 40.02 %"," 11.21 %"," 96.58 %"," 31.86 %"," ##.## %"," 51.16 %"," 93.74 %","  5.04 %",""," 27.99 %","","",""," 12.92 %","",""," 82.24 %"," ##.## %"," -4.32 %",""," 15.27 %"," 21.08 %","",""," 22.05 %",""," ##.## %"," 55.26 %","  4.21 %"," 87.80 %"," 68.15 %"," 33.17 %"
"2020-09-02"," 17.01 %"," 42.24 %",""," ##.## %"," 79.37 %"," 21.87 %","  3.39 %"," 80.53 %"," 18.72 %"," ##.## %"," 22.69 %"," 68.24 %","  9.25 %","","  4.03 %",""," ##.## %","","  9.54 %",""," 10.05 %"," 58.09 %"," 96.09 %","  1.65 %","","  6.75 %"," -9.32 %","","","  -.15 %"," -7.50 %"," 17.72 %"," 37.50 %","-14.90 %"," 10.81 %"," 30.04 %"," 18.63 %"
"2020-09-03","  6.51 %"," -2.73 %",""," ##.## %"," 97.01 %"," 50.62 %","  3.28 %"," ##.## %","  7.44 %"," ##.## %"," 48.16 %"," 78.32 %",""," 70.50 %"," 17.07 %",""," ##.## %",""," 10.31 %",""," 20.05 %"," 59.40 %"," 63.59 %","  4.45 %",""," -1.99 %","-14.91 %","",""," 57.49 %","-12.90 %"," 12.37 %"," 37.06 %"," 81.53 %"," 26.08 %"," 73.18 %","-14.20 %"
"2020-09-04","  8.09 %","  8.87 %",""," ##.## %"," 23.42 %"," 31.59 %"," -8.18 %"," ##.## %"," 12.47 %"," ##.## %"," 34.73 %"," 57.49 %",""," 87.17 %","  3.47 %",""," ##.## %","","  5.90 %",""," -9.29 %","  9.25 %"," ##.## %"," 13.97 %",""," -1.37 %"," -2.05 %","",""," 49.62 %"," 49.67 %"," ##.## %"," 82.06 %"," 90.89 %"," 37.62 %"," 50.15 %","-18.91 %"
"2020-09-05"," 21.82 %","  7.00 %",""," ##.## %"," 12.53 %"," 42.23 %"," -2.84 %"," ##.## %","  4.57 %"," ##.## %"," 45.31 %"," 64.13 %",""," 96.86 %","-10.47 %","","  7.70 %","","  2.18 %",""," 10.00 %"," 21.41 %"," ##.## %","  9.64 %"," 42.79 %"," -3.96 %","  5.55 %","",""," 44.71 %"," 36.10 %"," ##.## %"," 79.20 %"," ##.## %","-12.38 %"," 15.70 %","-12.56 %"
"2020-09-06"," 12.74 %"," -5.19 %",""," 28.94 %","  1.38 %","  5.98 %"," -1.94 %"," 26.92 %"," 20.52 %"," -2.62 %"," 13.47 %","-18.37 %","","  9.36 %"," 17.46 %",""," 16.76 %",""," -4.25 %"," 59.76 %",""," -6.59 %"," ##.## %"," 10.00 %"," 26.54 %"," -2.40 %","  9.65 %","",""," 44.63 %"," 54.76 %"," ##.## %"," 65.89 %"," 66.20 %","  5.95 %","  9.84 %"," -8.20 %"
"2020-09-07"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
