"date","New Mexico/Bernalillo","New Mexico/Catron","New Mexico/Chaves","New Mexico/Cibola","New Mexico/Colfax","New Mexico/Curry","New Mexico/De Baca","New Mexico/Dona Ana","New Mexico/Doña Ana","New Mexico/Eddy","New Mexico/Grant","New Mexico/Guadalupe","New Mexico/Harding","New Mexico/Hidalgo","New Mexico/Lea","New Mexico/Lincoln","New Mexico/Los Alamos","New Mexico/Luna","New Mexico/McKinley","New Mexico/Mora","New Mexico/Otero","New Mexico/Quay","New Mexico/Rio Arriba","New Mexico/Roosevelt","New Mexico/San Juan","New Mexico/San Miguel","New Mexico/Sandoval","New Mexico/Santa Fe","New Mexico/Sierra","New Mexico/Socorro","New Mexico/Taos","New Mexico/Torrance","New Mexico/Unassigned","New Mexico/Union","New Mexico/Valencia"
"2020-04-09","18","0","1","-7","","0","","4","","2","0","","","","0","0","0","","-17","","0","","1","0","-57","0","15","2","","0","0","0","0","","1"
"2020-04-10","82","0","2","8","1","1","","5","","0","3","","","","0","0","2","","43","","0","","0","0","26","0","34","2","","2","1","1","0","","3"
"2020-04-11","0","0","0","0","0","0","","0","","0","0","","","1","0","0","0","2","0","","0","","0","0","0","0","0","2","","1","0","1","0","","3"
"2020-04-12","33","0","1","1","0","1","","5","","1","2","","","-1","0","0","1","0","31","","1","1","0","0","9","0","58","3","","2","0","1","0","","4"
"2020-04-13","15","0","0","0","1","0","","1","","0","0","","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","","0"
"2020-04-14","0","0","0","0","0","0","","0","","0","1","","","0","0","0","0","0","47","","-1","0","0","0","22","0","9","1","","2","0","0","0","","2"
"2020-04-15","22","0","0","4","0","0","","4","","0","1","","","0","0","0","1","0","51","","0","0","3","0","27","1","18","2","","2","0","2","0","","1"
"2020-04-16","0","0","0","0","0","0","","0","","0","0","","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","","0"
"2020-04-17","14","0","0","1","1","0","","4","","0","1","","","0","0","0","0","1","23","","0","0","0","0","29","0","31","1","","4","0","0","0","","3"
"2020-04-18","36","0","2","3","1","0","","9","","2","1","1","","0","0","0","0","0","91","","0","1","0","0","31","0","18","3","","0","0","0","0","","2"
"2020-04-19","15","0","0","0","0","0","","2","","0","0","0","","0","0","0","0","0","7","","0","0","0","0","15","0","4","1","","0","0","0","0","","3"
"2020-04-20","24","0","0","0","1","0","","4","","1","1","0","","0","0","0","0","0","53","","0","1","1","0","18","0","2","3","","11","1","1","0","","4"
"2020-04-21","0","0","0","0","0","0","","0","","0","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","","0"
"2020-04-22","34","0","0","2","0","0","","9","","1","0","1","","0","3","1","0","0","103","","0","0","0","3","46","0","24","7","","3","0","0","0","","2"
"2020-04-23","31","0","1","3","0","0","","6","","0","0","1","1","0","3","0","0","0","54","","2","1","0","0","51","0","4","3","","4","1","0","0","","3"
"2020-04-24","20","0","0","0","0","0","","6","","0","0","4","0","0","2","0","0","0","66","","-1","0","1","0","30","0","12","-2","","1","0","0","0","","3"
"2020-04-25","19","0","0","1","0","1","","16","","0","0","5","0","0","0","0","0","0","69","","0","0","0","2","15","0","8","1","","1","0","0","0","1","0"
"2020-04-26","18","0","0","2","0","2","","6","","2","0","1","0","0","0","0","0","0","12","","0","0","2","1","7","0","9","0","","0","0","1","0","2","1"
"2020-04-27","6","0","0","0","0","0","","10","","0","0","0","0","0","0","0","0","0","58","","0","0","0","0","21","0","4","0","","0","0","0","0","0","0"
"2020-04-28","44","0","0","5","0","0","","3","","-1","0","0","0","0","0","0","0","0","42","","0","0","0","1","45","0","5","3","","1","0","1","0","0","0"
"2020-04-29","27","0","0","1","0","0","","1","","0","0","1","0","0","0","0","0","1","133","","1","0","0","0","68","0","2","0","1","1","0","0","0","0","2"
"2020-04-30","46","0","0","5","0","4","","14","","0","0","0","0","0","0","0","0","1","74","","0","0","0","1","45","0","4","2","0","0","1","0","0","0","1"
"2020-05-01","19","0","1","11","0","0","","3","","0","0","0","0","0","0","0","0","0","37","","0","0","4","0","16","0","7","0","0","1","1","0","0","0","2"
"2020-05-02","53","0","0","0","0","1","","6","","1","1","0","0","0","2","0","0","1","52","","1","0","4","0","73","0","14","7","0","0","0","1","0","0","2"
"2020-05-03","37","0","0","5","0","0","","6","","0","1","1","0","0","0","0","0","1","28","","0","0","2","1","26","0","6","0","0","2","1","0","0","0","1"
"2020-05-04","24","0","1","1","0","1","1","11","","0","-1","0","0","0","0","0","0","0","89","","2","0","0","0","45","0","5","1","0","1","0","0","0","0","0"
"2020-05-05","19","0","1","5","0","1","0","3","","0","0","0","0","0","0","0","0","0","41","","0","0","0","0","25","1","5","0","0","2","0","1","0","0","3"
"2020-05-06","18","1","0","8","0","3","0","7","","0","0","0","0","0","2","0","0","0","63","","1","0","0","1","38","1","6","2","0","0","0","0","0","0","2"
"2020-05-07","31","0","1","0","0","3","0","17","","0","0","0","0","0","0","0","0","0","65","","0","0","2","0","77","0","7","0","0","0","0","0","0","0","-1"
"2020-05-08","18","0","1","3","0","2","-1","9","","1","0","0","0","0","0","0","0","0","58","","6","0","1","0","68","1","12","0","0","0","0","0","0","0","1"
"2020-05-09","20","0","0","1","0","1","0","-5","","0","0","0","0","0","0","0","0","0","48","","-8","0","0","0","26","1","1","0","0","0","0","1","19","0","0"
"2020-05-10","23","0","0","0","0","0","0","20","","0","0","0","0","0","1","0","0","0","14","","1","0","0","0","19","0","6","1","0","0","0","0","0","0","0"
"2020-05-11","13","0","0","0","0","2","0","24","","0","0","0","0","0","0","0","0","1","63","","4","0","1","0","73","1","9","1","0","1","0","0","11","0","2"
"2020-05-12","25","0","1","3","0","1","0","0","","0","0","2","0","0","0","0","0","0","43","","-3","1","0","1","42","0","7","0","0","0","1","0","19","0","0"
"2020-05-13","13","0","2","4","0","2","0","4","","0","0","0","0","0","0","0","0","0","53","","-1","0","0","1","54","0","3","1","0","0","1","0","13","0","2"
"2020-05-14","25","0","0","7","0","0","0","10","","3","1","0","0","0","0","0","0","0","49","","0","0","2","1","34","0","2","0","0","0","0","0","4","0","1"
"2020-05-15","31","0","0","0","0","2","0","11","","0","0","2","0","0","0","0","0","0","57","","0","0","0","0","37","2","4","1","0","0","1","0","8","0","3"
"2020-05-16","14","0","0","1","0","4","0","12","","0","0","0","0","0","0","1","0","0","77","","1","0","1","12","42","1","5","8","0","0","-1","0","6","0","1"
"2020-05-17","16","0","0","1","0","1","0","12","","0","0","0","0","0","1","0","0","0","24","","-1","0","0","0","28","0","5","1","0","0","0","0","1","0","2"
"2020-05-18","8","0","1","1","0","0","0","15","","0","0","0","0","1","2","0","0","0","65","","0","0","2","1","32","0","2","1","0","0","1","0","24","0","2"
"2020-05-19","7","0","0","5","0","2","0","10","","0","0","0","0","0","0","0","0","0","34","","0","0","0","0","32","0","3","2","0","0","-1","1","1","0","0"
"2020-05-20","59","0","2","6","0","2","0","7","","0","0","0","0","0","0","0","0","0","47","","0","0","0","0","49","0","44","2","0","0","0","1","-96","0","2"
"2020-05-21","-11","0","1","-1","0","-1","0","36","","0","0","0","0","0","3","0","0","0","10","","0","0","3","-1","-6","0","-14","-1","0","0","0","-1","139","0","-1"
"2020-05-22","40","0","1","9","0","1","0","8","","0","0","0","0","0","0","0","0","0","42","","4","0","0","5","39","0","1","2","0","0","0","0","0","0","1"
"2020-05-23","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-24","24","0","4","7","0","1","0","37","","1","0","0","0","0","2","0","0","0","106","","2","0","1","3","68","1","14","3","0","0","2","1","39","0","2"
"2020-05-25","10","0","1","0","0","0","0","16","","1","0","0","0","0","1","0","0","-1","23","","0","0","0","2","23","4","1","1","0","0","0","0","1","0","0"
"2020-05-26","15","0","2","1","0","3","0","5","","0","-1","1","0","0","0","-1","0","0","21","","3","0","0","0","24","0","2","0","0","0","0","12","16","0","1"
"2020-05-27","21","0","0","4","0","1","0","11","","0","0","0","0","0","0","0","0","0","34","","0","0","1","1","37","-1","5","4","0","0","0","1","3","0","0"
"2020-05-28","51","0","0","2","0","1","0","3","","2","0","0","0","0","0","0","0","0","21","","1","0","3","0","20","0","5","1","0","1","0","0","1","0","0"
"2020-05-29","11","0","2","1","0","1","0","7","","-1","0","0","0","0","2","0","0","1","57","","4","0","2","0","30","1","3","-1","0","0","1","0","6","1","1"
"2020-05-30","19","0","1","2","0","-1","0","11","","0","0","0","0","0","0","0","0","0","58","","0","0","1","1","23","0","7","3","0","0","0","-1","8","0","-1"
"2020-05-31","12","0","2","2","0","1","0","6","","2","0","0","0","0","0","0","0","0","9","","0","0","3","2","18","0","2","2","0","0","-1","0","4","0","1"
"2020-06-01","10","0","3","2","0","1","0","10","","2","0","0","0","0","0","0","0","0","36","","0","0","1","2","38","0","0","2","0","1","5","0","-2","0","0"
"2020-06-02","13","0","1","2","0","2","0","3","","-1","0","0","0","0","0","2","0","1","29","","0","0","1","-1","42","0","4","4","0","1","1","0","117","0","3"
"2020-06-03","25","0","-1","2","0","1","0","9","","0","0","0","0","0","0","1","0","1","35","","0","0","3","0","8","0","3","2","0","0","0","0","25","0","2"
"2020-06-04","19","0","1","1","0","1","0","21","","3","0","0","0","0","0","0","0","-1","27","","1","0","0","1","21","0","3","0","0","2","1","1","110","0","1"
"2020-06-05","16","0","-1","4","0","5","0","26","","2","0","0","0","0","3","0","0","2","75","","2","0","2","0","51","0","1","0","0","0","0","1","128","1","1"
"2020-06-06","16","0","-1","7","0","0","0","23","","2","0","0","0","0","0","0","0","0","40","","0","0","0","0","30","0","6","0","0","1","0","1","3","0","0"
"2020-06-07","17","0","0","7","0","0","0","12","","5","0","0","0","0","0","0","0","1","37","","1","0","0","0","43","0","12","5","0","0","0","0","0","0","0"
"2020-06-08","8","0","0","2","0","2","0","17","","3","0","0","0","0","3","0","0","0","52","","1","0","3","3","24","1","3","0","0","0","0","0","0","0","0"
"2020-06-09","12","0","-1","1","0","0","0","2","","0","0","0","0","0","1","0","0","0","11","","1","-1","0","0","9","0","4","0","0","0","0","0","4","0","0"
"2020-06-10","11","0","2","1","1","4","0","26","","4","0","0","0","0","1","0","0","0","50","","0","0","2","1","35","0","0","5","2","0","0","0","-3","0","3"
"2020-06-11","29","0","2","2","0","0","0","17","","3","1","0","0","0","1","0","0","8","15","","0","0","1","5","9","0","3","1","0","0","0","0","18","0","2"
"2020-06-12","17","0","1","8","-1","3","0","5","","1","1","0","0","1","3","0","0","0","48","","2","0","0","2","38","0","2","4","0","0","1","-1","23","0","1"
"2020-06-13","13","0","3","3","2","6","0","8","","0","-1","0","0","1","3","0","0","6","26","","0","0","0","0","2","0","7","5","1","0","0","0","10","0","0"
"2020-06-14","11","0","3","1","0","4","0","13","","1","0","0","0","0","1","1","1","1","16","","-1","0","0","0","15","0","14","0","0","0","0","0","19","0","2"
"2020-06-15","12","0","0","1","1","2","0","-1","","0","0","0","0","17","2","0","0","2","24","","1","0","-1","0","25","0","4","3","0","0","1","0","29","0","0"
"2020-06-16","28","0","0","1","0","6","0","2","","1","0","0","0","3","5","0","0","3","13","","0","0","0","0","6","0","8","5","0","0","0","0","3","0","4"
"2020-06-17","19","0","2","0","0","3","0","17","","0","0","0","0","0","6","0","0","0","19","","1","0","2","0","11","0","9","4","0","0","0","0","38","0","1"
"2020-06-18","-12","0","0","2","0","5","0","9","","1","0","0","0","0","-1","1","0","12","19","","-1","1","5","1","8","2","5","2","1","0","0","0","32","0","-4"
"2020-06-19","37","0","3","6","0","4","0","7","","0","0","0","0","3","4","0","0","3","22","","2","0","7","0","17","0","6","4","0","0","0","0","-23","0","5"
"2020-06-20","15","0","0","0","1","7","0","8","","2","0","0","0","0","8","0","0","2","32","","0","0","6","-1","8","0","10","5","0","0","0","2","64","0","1"
"2020-06-21","13","0","0","2","0","2","0","18","","2","1","0","0","2","1","0","0","5","32","","-1","0","0","0","10","0","3","3","0","1","0","0","41","0","0"
"2020-06-22","23","0","2","1","0","1","0","16","","3","0","0","0","11","8","0","0","1","32","","1","0","0","1","11","0","6","5","2","2","2","0","0","0","1"
"2020-06-23","20","0","-1","1","0","4","0","6","","2","0","0","0","0","4","0","0","2","50","","0","0","3","-1","41","0","4","1","0","0","0","2","6","0","0"
"2020-06-24","31","0","4","2","0","8","0","20","","3","0","0","0","0","7","1","0","0","24","","1","0","4","1","15","0","8","1","0","0","2","2","16","1","1"
"2020-06-25","58","0","2","4","0","2","0","46","","2","0","0","0","1","3","1","0","6","36","","1","0","3","1","18","0","8","3","2","1","0","2","1","0","1"
"2020-06-26","50","0","8","2","0","7","0","36","","-1","0","0","0","-1","5","2","0","1","72","","1","1","2","0","8","2","5","4","2","0","1","-1","7","1","2"
"2020-06-27","34","0","0","1","0","4","0","26","","4","1","0","0","7","6","0","0","3","22","","0","0","2","0","81","0","7","8","1","0","1","0","0","0","3"
"2020-06-28","43","0","4","4","0","6","0","27","","3","0","0","0","0","6","0","1","6","27","","3","0","0","2","35","1","3","10","0","0","1","1","6","0","1"
"2020-06-29","45","0","6","0","0","11","0","34","","9","0","0","0","3","7","0","0","4","11","","3","0","3","0","13","0","4","6","0","1","0","1","1","0","11"
"2020-06-30","34","0","5","1","0","10","0","20","","2","0","0","0","0","19","0","0","2","28","","1","0","2","2","17","0","8","3","-1","0","2","0","5","0","5"
"2020-07-01","35","0","1","0","0","2","0","8","","2","1","0","0","0","2","0","0","1","20","","1","0","3","0","38","0","3","3","1","0","1","0","3","1","3"
"2020-07-02","99","0","5","2","1","17","0","42","","2","1","0","0","5","8","1","0","2","13","","1","0","4","3","12","1","9","6","1","0","0","0","1","0","8"
"2020-07-03","54","0","5","7","0","4","0","40","","8","1","0","0","0","5","1","0","11","42","","7","0","1","6","22","0","13","7","0","0","3","0","15","0","4"
"2020-07-04","79","0","7","10","0","4","0","55","","10","1","0","0","4","25","0","0","4","33","","7","0","0","2","21","0","8","6","1","0","2","3","1","0","4"
"2020-07-05","61","0","8","2","-1","3","0","34","","1","2","0","0","1","15","0","0","4","19","","0","0","0","1","27","0","0","8","0","0","0","2","0","0","6"
"2020-07-06","60","0","7","8","0","6","0","83","","1","0","0","0","1","17","1","1","3","12","","2","1","4","1","18","0","8","8","0","1","1","0","2","0","5"
"2020-07-07","87","0","6","1","0","2","0","22","","3","0","0","0","1","7","0","2","8","11","","3","1","9","2","34","1","7","8","0","0","0","0","1","0","4"
"2020-07-08","99","0","14","1","0","6","0","52","","9","3","0","0","1","12","2","0","1","23","","2","1","5","0","18","0","17","10","0","0","2","-1","5","0","8"
"2020-07-09","99","0","4","1","0","20","0","21","","6","2","0","0","2","7","2","0","0","19","","2","3","4","2","16","0","9","9","0","0","0","0","1","0","5"
"2020-07-10","70","0","7","1","0","8","0","44","","3","1","0","0","8","32","1","0","2","33","1","5","0","8","2","31","2","11","20","0","1","0","0","0","0","7"
"2020-07-11","80","1","2","2","0","12","0","28","","13","2","0","0","0","7","3","0","7","14","1","1","2","1","0","28","0","8","6","0","1","1","0","1","0","3"
"2020-07-12","110","0","2","2","0","4","0","26","","2","1","0","0","0","11","2","1","0","20","1","4","2","2","1","24","1","17","9","0","1","1","2","1","0","8"
"2020-07-13","58","0","17","2","0","11","0","83","","4","2","0","0","2","5","0","0","6","23","0","2","0","0","0","20","1","9","4","2","2","4","0","0","0","6"
"2020-07-14","66","0","5","2","0","5","0","49","","6","6","0","0","1","6","1","1","4","22","-1","4","1","1","2","11","1","6","11","0","-1","2","0","0","6","6"
"2020-07-15","162","0","2","3","1","4","0","35","","4","3","0","0","0","8","4","0","1","10","0","1","2","7","2","24","0","14","28","1","0","2","0","1","0","8"
"2020-07-16","102","1","2","3","0","11","0","39","","13","2","4","0","1","23","3","1","2","20","0","5","0","9","0","16","1","16","9","0","-1","4","0","0","0","11"
"2020-07-17","114","0","1","0","1","9","0","35","","1","1","0","0","1","11","0","0","5","15","1","7","3","37","1","26","1","12","7","0","-1","4","0","2","0","24"
"2020-07-18","101","0","8","0","0","10","0","43","","5","0","0","0","1","10","2","0","4","19","0","4","0","2","2","21","1","10","11","2","1","0","1","16","0","6"
"2020-07-19","96","0","0","3","0","1","0","29","","8","2","0","0","0","35","2","0","1","11","0","2","0","4","3","5","1","14","10","1","1","0","1","0","0","5"
"2020-07-20","86","0","15","5","0","14","0","20","","6","4","0","0","0","1","2","0","10","13","0","4","2","6","3","8","2","14","16","1","2","2","0","0","0","8"
"2020-07-21","59","0","11","4","0","11","0","49","","9","2","2","0","2","32","3","2","10","16","0","7","2","46","0","19","0","9","3","0","0","0","0","0","0","4"
"2020-07-22","85","0","6","7","0","1","0","52","","6","4","0","0","1","20","3","0","3","35","3","7","2","5","3","8","2","15","20","0","0","3","0","6","0","14"
"2020-07-23","126","0","6","5","0","7","0","26","","5","4","1","0","3","34","3","0","7","26","0","7","0","5","6","21","-1","15","6","1","1","7","1","3","3","7"
"2020-07-24","96","0","17","4","0","10","0","42","","6","1","0","0","1","14","17","0","8","24","0","10","0","6","3","11","1","11","12","0","0","1","0","3","4","10"
"2020-07-25","91","0","8","5","1","12","0","62","","4","-1","1","0","0","27","4","0","2","28","0","5","2","4","4","9","1","11","8","3","0","1","0","14","0","7"
"2020-07-26","87","0","7","2","0","22","0","22","","4","0","1","0","0","17","7","0","5","13","0","5","1","4","2","5","2","15","15","1","3","1","0","0","2","11"
"2020-07-27","61","0","3","8","1","16","0","74","","4","0","0","0","0","23","0","1","7","12","0","21","0","5","7","11","0","9","13","0","0","2","4","172","0","6"
"2020-07-28","76","0","19","-10","0","15","0","18","","8","2","2","0","0","25","4","0","18","13","0","6","0","1","5","20","1","14","14","1","0","1","2","19","1","14"
"2020-07-29","85","0","11","14","0","16","0","36","","3","0","0","0","0","10","9","0","3","8","0","2","0","4","9","18","0","17","11","1","0","2","1","76","0","9"
"2020-07-30","61","0","17","12","0","5","0","21","","3","1","0","0","0","15","3","1","2","35","0","2","0","7","3","22","1","14","15","0","2","2","0","3","1","4"
"2020-07-31","47","0","17","13","0","22","0","32","","3","0","0","0","0","9","6","2","3","11","0","4","0","1","5","8","0","7","11","0","0","3","0","0","0","8"
"2020-08-01","65","0","14","2","0","6","0","7","","5","1","0","0","3","21","2","0","2","11","0","1","0","1","1","5","0","12","15","1","0","2","0","14","2","3"
"2020-08-02","60","0","14","3","1","21","0","36","","6","0","0","0","0","15","6","0","1","3","0","1","1","0","1","3","1","13","19","0","0","2","1","0","0","12"
"2020-08-03","19","0","5","4","0","3","0","26","","5","1","0","0","0","15","4","0","9","2","0","4","1","2","1","1","0","1","2","1","0","1","0","3","0","4"
"2020-08-04","68","0","17","5","0","10","0","32","","9","0","0","0","0","23","1","0","3","5","0","5","1","2","2","5","0","8","5","0","0","0","0","0","1","8"
"2020-08-05","42","0","11","0","1","13","0","43","","2","2","0","0","0","27","3","0","2","16","0","2","0","8","8","9","0","7","8","1","0","3","0","10","0","8"
"2020-08-06","40","1","16","1","1","10","0","33","","9","1","0","0","1","23","4","0","1","8","0","2","0","6","5","9","0","6","8","0","0","4","1","7","0","10"
"2020-08-07","30","0","8","15","1","17","0","50","","6","0","0","0","0","11","1","0","0","4","0","2","0","1","3","11","0","9","8","0","-1","0","0","10","1","5"
"2020-08-08","30","0","16","1","1","8","0","19","","9","0","0","0","1","11","7","1","6","6","0","2","0","3","1","3","1","0","11","1","1","2","0","7","0","2"
"2020-08-09","47","0","22","4","0","11","0","30","","8","0","0","0","0","25","3","1","7","3","0","0","0","2","3","4","0","7","13","0","1","0","0","0","1","8"
"2020-08-10","25","0","5","3","0","6","0","19","","5","0","0","0","0","22","0","1","0","11","0","2","0","0","2","3","1","4","4","0","1","1","0","0","0","14"
"2020-08-11","35","0","13","2","0","6","0","51","","12","0","1","0","0","32","2","0","1","10","0","0","0","0","1","17","1","5","4","0","0","0","0","2","0","4"
"2020-08-12","30","0","10","0","0","5","0","37","","18","0","0","0","0","33","0","1","-1","10","0","1","3","1","1","5","1","4","2","0","0","3","0","0","0","9"
"2020-08-13","38","0","19","3","0","6","0","18","","14","1","0","0","0","13","14","0","1","10","0","0","4","4","1","3","0","3","12","0","0","0","1","1","0","5"
"2020-08-14","39","1","14","3","0","8","0","30","","2","0","0","0","0","14","6","0","1","17","0","0","3","0","1","12","5","3","9","0","0","2","0","0","0","3"
"2020-08-15","15","0","9","3","0","8","0","16","","12","0","0","0","0","13","1","0","1","16","0","3","3","4","5","9","2","6","5","2","0","1","1","0","0","7"
"2020-08-16","19","0","11","1","0","3","0","12","","9","0","0","1","0","19","4","0","0","1","0","2","3","-1","0","9","0","0","9","0","0","0","0","0","0","4"
"2020-08-17","28","0","6","2","0","3","0","10","","3","0","0","0","3","8","2","0","0","4","0","0","0","0","0","2","2","3","6","0","0","0","0","6","0","4"
"2020-08-18","18","-1","4","2","1","6","0","8","","3","0","0","0","0","12","0","-1","0","6","0","2","1","1","1","2","0","1","10","0","0","1","0","0","0","2"
"2020-08-19","33","0","19","3","0","8","0","16","","15","0","0","0","0","23","3","1","2","3","0","0","0","4","1","10","1","10","12","0","0","0","0","3","1","2"
"2020-08-20","58","0","14","3","0","8","0","21","","3","3","0","0","0","26","1","0","4","7","0","1","7","5","8","7","2","4","13","2","0","-1","0","0","0","6"
"2020-08-21","28","0","12","1","0","2","0","14","","11","1","0","0","0","19","1","0","1","7","0","1","2","7","3","8","3","5","12","0","1","0","0","0","0","5"
"2020-08-22","24","0","14","-8","0","15","0","-15","","6","-2","2","0","0","7","0","0","-3","-29","0","-3","1","1","5","-15","1","-5","5","0","0","-1","0","202","-2","7"
"2020-08-23","75","0","15","8","0","2","0","32","","3","2","-1","0","0","19","2","0","8","38","0","5","-1","1","-2","30","5","18","24","1","0","1","0","-200","2","7"
"2020-08-24","18","0","3","0","0","2","0","10","","9","0","0","0","0","9","0","0","4","2","0","1","0","2","0","3","0","5","3","0","0","1","0","73","0","1"
