"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-06-30","  1.47 %","  4.55 %","  1.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-60.00 %","   .00 %","   .00 %","  2.18 %"
"2020-07-01","   .21 %","  4.35 %","  1.05 %","   .00 %","   .00 %","   .68 %","  4.17 %","  4.35 %","","   .00 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %"," 50.00 %","  2.72 %"
"2020-07-02","   .83 %","   .00 %","  1.33 %"," -2.44 %","   .00 %","   .00 %"," -4.00 %","   .00 %","","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .76 %"
"2020-07-03","   .41 %","   .00 %","  1.37 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","","  5.26 %","  3.70 %","   .00 %","   .00 %","  3.57 %","-16.67 %","   .00 %","   .00 %","  2.25 %"
"2020-07-04","   .82 %","   .00 %","   .73 %","   .00 %","  6.25 %","  -.68 %","   .00 %","   .00 %","","  5.00 %","  1.79 %","   .00 %","   .00 %","  3.45 %","-40.00 %","   .00 %","   .00 %","   .73 %"
"2020-07-05","   .40 %","   .00 %","   .67 %","   .00 %","   .00 %","  -.68 %","   .00 %","  4.17 %","","   .00 %","  1.75 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %"
"2020-07-06","   .00 %","   .00 %","   .28 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.72 %","   .00 %","   .00 %","   .00 %","-33.33 %","  3.57 %","   .00 %","  -.18 %"
"2020-07-07","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  -.85 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 33.33 %","  1.09 %"
"2020-07-08","   .60 %","   .00 %","   .61 %","   .00 %","   .00 %","  1.38 %","   .00 %","   .00 %","","  2.38 %","  1.71 %","   .00 %","   .00 %","   .00 %","-60.00 %","   .00 %"," 25.00 %","   .54 %"
"2020-07-09","   .60 %","   .00 %","   .82 %","  2.50 %","   .00 %","   .00 %","   .00 %","  4.00 %","","  2.33 %","  2.52 %"," 25.00 %","   .00 %","  3.33 %"," 50.00 %","   .00 %","   .00 %","  -.18 %"
"2020-07-10","   .20 %","   .00 %","   .38 %","   .00 %","   .00 %"," -1.36 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %","  1.08 %"
"2020-07-11","  -.40 %","   .00 %","   .54 %","  2.44 %","   .00 %","   .69 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %"," ##.## %","   .00 %","   .00 %","  1.24 %"
"2020-07-12","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.27 %","  1.64 %","   .00 %"," -2.86 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .35 %"
"2020-07-13","   .20 %","   .00 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","-70.00 %","   .00 %","   .00 %","  1.05 %"
"2020-07-14","   .00 %","  4.17 %","   .37 %"," -2.38 %","   .00 %","   .68 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-33.33 %","   .00 %","-20.00 %","   .35 %"
"2020-07-15","   .80 %"," -4.00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.35 %","   .81 %","-20.00 %","   .00 %","   .00 %"," 50.00 %","  1.69 %"," 25.00 %","   .00 %"
"2020-07-16","   .20 %","  4.17 %","   .53 %","   .00 %","  5.56 %","   .00 %","   .00 %","  3.85 %","","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .69 %"
"2020-07-17","   .39 %","  4.00 %","  1.20 %","  2.44 %","   .00 %","   .68 %","   .00 %","  7.41 %","","  2.08 %","  2.38 %","   .00 %","   .00 %","  3.23 %","-25.00 %","   .00 %","   .00 %","   .68 %"
"2020-07-18","   .00 %","  3.85 %","   .21 %","   .00 %","   .00 %","  -.68 %","   .00 %","   .00 %","","   .00 %","  1.55 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .34 %"
"2020-07-19","   .39 %","   .00 %","   .62 %","  2.38 %","   .00 %","   .00 %","   .00 %","  3.45 %",""," -2.04 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 20.00 %","   .68 %"
"2020-07-20","   .20 %","  3.70 %","   .46 %","  2.33 %","   .00 %","  1.36 %","   .00 %","  3.33 %","","  2.08 %","  2.29 %","   .00 %","  2.94 %","  3.12 %"," -7.69 %","   .00 %","   .00 %","   .84 %"
"2020-07-21","   .20 %","  7.14 %","   .20 %","   .00 %","   .00 %","   .67 %","   .00 %","   .00 %","","   .00 %","  1.49 %","   .00 %","  2.86 %","   .00 %"," -4.17 %","   .00 %","   .00 %","   .33 %"
"2020-07-22","   .00 %","   .00 %","   .56 %","  2.27 %"," 10.53 %","  2.00 %","   .00 %","   .00 %",""," -2.04 %","   .00 %","   .00 %","  8.33 %"," -3.03 %","-86.96 %","   .00 %","   .00 %","   .17 %"
"2020-07-23","   .39 %","  6.67 %","   .61 %","   .00 %"," -9.52 %","   .65 %","   .00 %","   .00 %","","   .00 %","   .00 %","-25.00 %"," -2.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .33 %"
"2020-07-24","  2.33 %"," -3.12 %","   .20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.63 %","  3.12 %","-33.33 %","   .00 %","-16.67 %","   .83 %"
"2020-07-25","   .95 %","   .00 %","   .70 %","   .00 %","   .00 %","  1.95 %","   .00 %","  6.45 %","","   .00 %","  2.21 %","   .00 %","  2.56 %","  3.03 %","-50.00 %","   .00 %","   .00 %","   .82 %"
"2020-07-26","   .38 %","   .00 %","   .35 %","  2.22 %","   .00 %","   .64 %","   .00 %","   .00 %","","  2.08 %","   .00 %","   .00 %","  7.50 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  1.14 %"
"2020-07-27","  1.69 %","   .00 %","   .25 %"," -2.17 %","   .00 %","   .63 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .64 %"
"2020-07-28","   .18 %","   .00 %","   .00 %","   .00 %"," -5.26 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %"
"2020-07-29","   .18 %","   .00 %","   .64 %","   .00 %"," 27.78 %","   .63 %","   .00 %","   .00 %","","  4.08 %","   .71 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .48 %"
"2020-07-30","   .37 %","  3.23 %","   .15 %","   .00 %"," 17.39 %","  1.25 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.26 %"
"2020-07-31","   .18 %","   .00 %","   .34 %","   .00 %","   .00 %","  1.23 %","  4.00 %","   .00 %","","  5.88 %","  2.84 %","   .00 %","  2.22 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .62 %"
"2020-08-01","   .36 %","   .00 %","   .39 %","   .00 %","   .00 %","  1.83 %","   .00 %","  3.03 %","","   .00 %","   .69 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .78 %"
"2020-08-02","   .00 %","   .00 %","   .24 %","   .00 %"," 25.93 %","   .00 %","   .00 %","   .00 %","","  1.85 %","  1.37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .77 %"
"2020-08-03","  -.36 %","   .00 %","   .29 %","   .00 %","   .00 %","  1.20 %","   .00 %","   .00 %","","   .00 %","  1.35 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .46 %"
"2020-08-04","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .30 %"
"2020-08-05","   .18 %","   .00 %","   .24 %","   .00 %","  5.88 %","   .00 %","  3.85 %"," -2.94 %","","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .91 %"
"2020-08-06","  -.18 %","  3.12 %","   .19 %","   .00 %"," -2.78 %","   .00 %","   .00 %","  3.03 %","","   .00 %","  1.33 %","   .00 %","   .00 %"," -2.94 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-07","  1.82 %","   .00 %","   .24 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %",""," -1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %"
"2020-08-08","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","  3.70 %","  2.94 %","","   .00 %","   .00 %","   .00 %","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %"
"2020-08-09","   .90 %","   .00 %","   .29 %","   .00 %","   .00 %","   .00 %"," -3.57 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","  1.82 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .45 %"
"2020-08-10","   .36 %","   .00 %","   .05 %","   .00 %","  2.86 %","  1.18 %","   .00 %","   .00 %","","  1.89 %"," -1.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %"
"2020-08-11","   .00 %","   .00 %","   .05 %","   .00 %","   .00 %","  -.58 %","   .00 %","   .00 %","   .00 %","  1.85 %","   .67 %","   .00 %"," -1.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-12","   .53 %","   .00 %","   .33 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","  1.82 %","   .00 %","-50.00 %","   .00 %","   .00 %","   .74 %"
"2020-08-13","   .35 %","   .00 %","   .29 %","   .00 %","  8.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %"," 50.00 %","  1.79 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .88 %","   .00 %","   .48 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  3.85 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .15 %"
"2020-08-15","   .00 %","   .00 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.79 %","  4.94 %"," 83.33 %","   .00 %","  2.86 %"," ##.## %","   .00 %","   .00 %","   .44 %"
"2020-08-16","   .35 %","   .00 %","   .19 %","   .00 %","   .00 %","   .58 %","  3.70 %","   .00 %","   .00 %","  1.75 %","  4.71 %","   .00 %","   .00 %","  2.78 %","   .00 %","  1.61 %","   .00 %","   .73 %"
"2020-08-17","   .52 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","  7.30 %","  9.09 %","   .00 %","  8.11 %","-50.00 %","   .00 %","  7.14 %","   .58 %"
"2020-08-18","   .17 %","   .00 %","   .61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .14 %"
"2020-08-19","   .00 %","   .00 %","   .09 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.69 %","  4.17 %","-41.67 %","   .00 %","  2.50 %","   .00 %","  1.59 %","   .00 %","  1.73 %"
"2020-08-20","   .17 %","  6.06 %","   .14 %","   .00 %","   .00 %","  1.74 %","   .00 %","   .00 %","   .00 %"," -1.67 %","  1.00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .99 %"
"2020-08-21","   .69 %","  5.71 %","   .28 %","   .00 %","  4.76 %","   .57 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.48 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","  1.54 %"
"2020-08-22","   .68 %","   .00 %","   .19 %","   .00 %","  2.27 %","  1.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.42 %","   .00 %","  1.72 %","   .00 %","   .00 %","  1.52 %","   .00 %","  1.80 %"
"2020-08-23","   .17 %","   .00 %","   .09 %","  2.13 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .00 %","  9.52 %","   .00 %","  2.99 %","   .00 %","   .54 %"
"2020-08-24","   .51 %","   .00 %","   .05 %","   .00 %","   .00 %","  1.12 %","  3.57 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %"
