"date","Indiana/Adams","Indiana/Allen","Indiana/Bartholomew","Indiana/Benton","Indiana/Blackford","Indiana/Boone","Indiana/Brown","Indiana/Carroll","Indiana/Cass","Indiana/Clark","Indiana/Clay","Indiana/Clinton","Indiana/Crawford","Indiana/Daviess","Indiana/DeKalb","Indiana/Dearborn","Indiana/Decatur","Indiana/Delaware","Indiana/Dubois","Indiana/Elkhart","Indiana/Fayette","Indiana/Floyd","Indiana/Fountain","Indiana/Franklin","Indiana/Fulton","Indiana/Gibson","Indiana/Grant","Indiana/Greene","Indiana/Hamilton","Indiana/Hancock","Indiana/Harrison","Indiana/Hendricks","Indiana/Henry","Indiana/Howard","Indiana/Huntington","Indiana/Jackson","Indiana/Jasper","Indiana/Jay","Indiana/Jefferson","Indiana/Jennings","Indiana/Johnson","Indiana/Knox","Indiana/Kosciusko","Indiana/LaGrange","Indiana/LaPorte","Indiana/Lake","Indiana/Lawrence","Indiana/Madison","Indiana/Marion","Indiana/Marshall","Indiana/Martin","Indiana/Miami","Indiana/Monroe","Indiana/Montgomery","Indiana/Morgan","Indiana/Newton","Indiana/Noble","Indiana/Ohio","Indiana/Orange","Indiana/Owen","Indiana/Parke","Indiana/Perry","Indiana/Pike","Indiana/Porter","Indiana/Posey","Indiana/Pulaski","Indiana/Putnam","Indiana/Randolph","Indiana/Ripley","Indiana/Rush","Indiana/Scott","Indiana/Shelby","Indiana/Spencer","Indiana/St. Joseph","Indiana/Starke","Indiana/Steuben","Indiana/Sullivan","Indiana/Switzerland","Indiana/Tippecanoe","Indiana/Tipton","Indiana/Unassigned","Indiana/Union","Indiana/Vanderburgh","Indiana/Vermillion","Indiana/Vigo","Indiana/Wabash","Indiana/Warren","Indiana/Warrick","Indiana/Washington","Indiana/Wayne","Indiana/Wells","Indiana/White","Indiana/Whitley"
"2020-04-01","0","2","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","0","2","2","0","0","5","0","0","0","0","4","2","0","1","0","1","0","0","1","0","0","0","3","0","0","0","0","6","1","2","21","0","","0","0","0","1","0","0","0","0","0","","","","0","0","","1","0","1","0","1","0","","1","0","0","0","0","1","0","","","0","","2","0","1","0","0","0","0","0","0"
"2020-04-02","0","2","0","0","0","0","0","0","0","1","0","0","0","","0","1","3","1","0","3","2","0","1","6","0","0","0","0","4","2","0","1","0","2","1","0","1","0","0","0","3","0","0","0","1","6","1","3","24","0","","0","0","0","1","0","0","0","0","0","","","","0","0","","1","0","1","0","1","0","0","1","0","0","0","0","1","0","","","0","","2","0","1","0","0","0","0","0","0"
"2020-04-03","0","2","0","","0","0","0","0","0","2","0","0","0","","0","1","4","1","0","3","3","0","1","6","0","0","0","0","4","2","1","1","0","2","1","0","1","0","0","0","4","0","0","0","1","7","4","7","33","0","","0","0","0","1","0","0","0","0","0","0","","","0","0","","1","1","1","1","1","0","0","1","0","0","0","0","1","0","","","0","0","2","0","1","0","0","0","0","0","0"
"2020-04-04","0","2","0","","0","0","0","0","0","3","0","0","0","","0","1","4","1","0","3","3","0","1","6","0","0","0","0","4","2","1","4","0","2","1","0","1","0","0","0","6","0","0","0","2","8","5","9","34","0","0","0","0","0","1","0","0","0","1","0","0","","","0","0","","1","1","2","1","1","0","0","1","0","0","0","0","1","0","","0","0","0","2","0","1","0","0","0","0","0","0"
"2020-04-05","0","2","0","0","0","1","0","0","0","4","0","0","0","0","0","1","4","1","0","3","3","0","1","6","0","0","2","0","5","2","1","4","0","2","1","0","1","0","0","0","6","0","0","0","2","8","5","9","37","0","0","0","0","0","1","0","1","0","2","0","0","","","0","0","","1","1","2","1","1","0","0","1","0","0","0","0","1","0","","0","0","0","2","0","1","0","0","0","0","0","1"
"2020-04-06","0","6","0","0","0","1","0","0","0","4","0","0","0","0","0","1","4","1","0","3","3","0","1","6","0","0","2","0","5","2","1","4","0","2","1","0","1","0","0","0","6","0","0","0","2","8","5","9","37","0","0","0","0","0","1","0","1","0","2","0","0","","","0","0","","1","1","2","1","1","0","0","1","0","0","0","0","1","0","12","0","0","0","2","0","1","0","0","0","0","0","1"
"2020-04-07","0","6","4","0","0","1","1","0","0","7","0","0","0","0","0","1","6","1","0","3","3","1","1","7","0","0","2","0","10","2","1","5","0","4","1","0","1","0","0","0","7","0","0","1","3","11","5","11","48","0","0","0","0","0","1","1","1","0","2","0","0","","","0","0","0","1","1","2","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","2","0","1","0","0","1","0","0","1"
"2020-04-08","0","7","4","0","0","2","1","0","0","7","0","0","0","1","0","2","6","1","0","3","3","3","1","7","0","0","2","0","15","2","1","6","0","4","1","0","1","0","0","0","8","0","0","1","3","12","7","11","58","0","0","0","0","0","1","1","1","0","2","0","0","","","0","0","0","1","1","3","1","2","1","0","1","0","1","0","0","1","0","0","0","1","0","2","0","1","0","0","1","0","0","1"
"2020-04-09","0","7","4","0","0","2","1","0","1","7","0","1","0","1","0","2","6","1","0","3","3","3","1","7","0","0","2","0","16","2","1","8","0","4","1","0","1","0","0","0","11","0","1","1","3","19","7","11","81","0","0","0","0","0","2","1","1","0","2","0","0","","","0","0","0","2","1","3","1","2","2","0","1","0","1","0","0","1","0","0","0","1","0","2","0","1","0","0","1","0","0","1"
"2020-04-10","0","9","4","0","0","2","1","0","1","8","0","1","0","1","0","3","8","1","0","3","3","3","1","7","0","0","2","1","19","4","1","8","0","4","1","0","1","0","0","0","16","0","1","1","3","23","7","13","107","0","0","0","0","0","3","1","1","0","2","1","0","0","","0","0","0","3","1","3","1","2","2","0","2","0","1","0","0","1","0","0","0","1","0","2","0","1","2","0","1","0","0","1"
"2020-04-11","0","10","4","0","0","2","1","0","1","8","0","1","0","1","0","3","10","2","0","3","3","4","1","7","0","0","2","1","22","6","2","9","0","4","1","0","1","0","0","0","19","0","1","1","3","25","7","13","118","0","0","0","0","0","3","1","1","0","3","1","0","0","","1","0","0","2","1","3","1","2","2","0","3","0","1","0","0","1","0","0","0","1","0","2","0","1","2","0","1","0","0","1"
"2020-04-12","1","10","4","0","0","2","1","0","1","8","0","1","0","1","0","3","10","2","0","3","3","4","1","7","0","0","2","1","23","6","2","10","0","4","1","0","1","0","0","0","20","0","1","1","3","25","7","14","123","0","0","0","1","0","3","1","1","0","3","1","0","0","0","2","0","0","3","1","3","1","2","2","0","3","0","1","0","0","1","0","0","0","1","0","2","0","1","2","0","1","0","0","1"
"2020-04-13","1","11","4","0","0","2","1","0","1","8","0","1","0","1","0","3","10","2","0","3","3","4","1","7","0","0","2","1","24","6","2","10","0","4","1","0","1","0","0","0","20","0","1","1","3","26","7","15","123","0","0","0","1","0","3","1","1","0","3","1","0","0","0","2","0","0","3","1","3","1","2","3","0","3","1","1","0","0","1","0","0","0","1","0","3","0","1","2","0","1","0","0","1"
"2020-04-14","1","13","4","0","0","3","1","1","1","8","0","1","0","1","0","4","10","3","0","3","3","5","1","7","0","0","2","1","27","6","2","11","0","4","1","0","1","0","0","0","21","0","1","1","3","31","7","16","141","0","0","0","1","0","3","1","1","0","3","1","0","0","0","2","0","0","3","1","3","1","2","3","0","4","1","1","0","0","1","0","0","0","1","0","3","0","1","2","0","1","0","0","1"
"2020-04-15","1","15","4","0","1","4","1","1","1","9","0","1","0","1","1","4","13","4","0","3","3","5","1","7","0","0","2","2","27","6","2","12","1","4","1","0","1","0","0","0","25","0","1","1","4","33","9","24","155","0","0","0","2","0","3","2","1","0","3","1","0","0","0","2","0","0","3","1","3","1","2","3","0","5","1","1","0","0","2","0","0","0","1","0","3","0","1","3","0","1","0","0","1"
"2020-04-16","1","16","5","0","1","5","1","1","1","9","0","1","0","1","1","4","14","5","0","3","3","5","2","7","0","0","2","2","29","6","2","15","1","4","1","0","1","0","0","0","30","0","1","1","5","41","9","24","164","0","0","0","2","0","3","3","1","0","4","1","0","0","0","2","0","0","3","1","3","1","2","4","0","7","1","1","0","0","2","0","1","0","1","0","3","0","1","4","0","1","0","0","1"
"2020-04-17","1","19","6","0","1","7","1","1","1","10","0","1","0","1","1","5","17","5","0","3","4","6","2","7","0","0","2","3","31","6","2","17","1","4","1","0","1","0","0","0","30","0","1","1","5","42","9","28","182","0","0","0","3","0","3","4","1","0","4","1","0","0","0","2","0","0","4","1","3","1","2","4","0","7","1","1","0","0","2","1","0","0","1","0","3","0","1","4","0","2","0","0","1"
"2020-04-18","1","16","6","0","1","8","1","1","1","11","0","1","0","2","1","5","17","5","0","3","4","7","2","7","0","0","2","3","35","6","2","17","1","4","1","0","1","0","0","1","31","0","1","1","5","43","9","30","190","0","0","0","4","0","3","4","2","0","4","1","0","0","0","3","0","0","4","1","3","1","2","4","0","8","1","1","0","0","2","1","0","0","1","0","4","0","1","4","0","2","0","0","1"
"2020-04-19","1","19","6","0","1","8","1","1","1","11","0","1","0","3","1","5","18","6","0","3","4","7","2","7","0","0","3","3","35","7","2","17","1","4","1","0","1","0","0","1","32","0","1","1","5","45","9","32","192","0","0","0","4","0","3","4","3","0","4","1","0","0","0","3","0","0","4","1","3","1","2","4","0","8","1","1","0","0","2","1","0","0","1","0","5","0","1","4","0","2","0","0","1"
"2020-04-20","1","27","6","0","1","8","1","1","1","11","0","1","0","3","1","5","18","7","0","3","4","7","2","7","0","0","3","4","35","7","2","17","1","4","1","0","1","0","0","1","33","0","1","1","5","47","9","32","192","0","0","0","4","0","3","4","4","0","4","1","0","0","0","3","0","0","4","1","3","1","2","4","0","9","1","1","0","0","2","1","0","0","1","0","5","0","1","4","0","2","0","0","1"
"2020-04-21","1","27","7","0","1","17","1","1","1","11","0","1","0","5","1","5","20","9","0","3","4","7","2","7","0","0","4","4","39","7","2","18","1","4","1","0","1","0","0","1","39","0","1","1","5","54","9","34","206","0","0","0","5","0","3","4","4","0","4","1","0","0","0","5","0","0","4","2","3","1","2","6","0","9","1","1","0","0","2","1","0","0","1","0","5","0","1","5","0","2","0","0","1"
"2020-04-22","1","27","7","0","1","18","1","1","1","11","1","1","0","6","1","5","21","9","0","3","4","9","2","7","0","0","4","4","41","7","3","20","1","4","2","0","1","0","0","1","40","0","1","1","5","57","9","34","214","1","0","0","5","0","4","4","4","0","4","1","0","0","0","5","0","0","4","2","3","1","2","6","0","10","1","1","0","0","2","1","0","0","1","0","5","1","1","8","0","2","0","0","1"
"2020-04-23","1","23","8","0","1","19","1","1","1","11","1","1","0","7","1","5","22","10","0","4","4","9","2","7","0","0","5","4","42","7","4","25","1","4","2","0","1","0","0","1","43","0","1","1","5","61","9","38","228","1","0","0","6","0","4","5","4","0","4","1","0","0","0","5","0","0","4","2","5","1","2","6","0","10","1","1","0","0","2","1","0","0","1","0","5","1","1","9","0","2","0","0","1"
"2020-04-24","1","24","8","0","1","19","1","1","1","11","1","1","0","8","1","5","24","11","0","4","4","10","2","7","0","0","6","4","44","7","4","26","1","4","2","0","1","0","0","1","48","0","1","1","5","63","9","41","238","1","0","0","6","0","4","5","4","0","5","1","0","0","0","5","0","0","4","2","5","1","2","6","0","11","1","1","0","0","2","1","0","0","1","0","5","1","1","11","0","3","0","0","1"
"2020-04-25","1","26","10","0","1","19","1","1","1","13","1","1","0","9","1","5","26","11","0","4","4","11","2","7","0","0","6","4","50","7","4","26","1","5","2","0","1","0","0","1","50","0","1","1","5","67","9","43","255","1","0","0","6","0","4","5","5","0","6","1","0","0","0","5","0","0","4","2","5","1","2","6","0","11","1","1","0","0","2","1","0","0","1","0","5","1","1","12","0","3","0","0","1"
"2020-04-26","1","27","10","0","1","20","1","1","1","13","1","1","0","9","1","5","27","11","0","4","4","12","2","7","0","0","6","5","51","7","5","29","1","5","2","0","1","0","0","1","51","0","1","1","5","69","11","45","259","1","0","0","7","0","4","5","7","0","6","1","0","0","0","5","0","0","4","2","5","1","2","6","0","14","1","1","0","0","2","1","0","0","1","0","5","1","1","12","0","3","0","0","1"
"2020-04-27","1","33","10","0","1","20","1","1","1","13","1","1","0","9","1","6","27","13","0","5","4","12","2","7","0","0","7","5","52","9","5","29","1","5","2","0","1","0","0","1","51","0","1","2","5","70","11","45","267","1","0","0","7","0","4","5","7","0","8","1","0","0","0","5","0","0","4","2","5","1","2","8","0","15","1","1","0","0","2","1","0","0","2","0","5","1","1","13","0","3","0","0","1"
"2020-04-28","1","37","11","0","1","20","1","1","1","13","1","1","0","11","1","6","27","13","0","7","4","13","2","7","0","0","8","6","58","9","5","31","1","5","2","1","1","0","0","2","58","0","1","2","5","77","11","46","282","1","0","0","7","0","4","5","9","0","8","1","0","0","0","5","0","0","4","2","5","1","2","10","0","16","1","1","0","0","2","1","0","0","1","0","5","1","1","14","0","3","0","0","1"
"2020-04-29","1","43","12","0","1","20","1","1","3","13","1","1","0","11","1","6","27","13","0","7","4","16","2","7","0","0","9","6","60","9","7","33","1","5","2","1","1","0","0","2","62","0","1","2","5","81","13","48","305","1","0","0","8","0","4","5","11","0","9","1","0","0","0","6","0","0","4","2","5","1","2","12","0","17","1","1","0","0","2","1","0","0","1","0","6","1","1","14","0","3","0","0","1"
"2020-04-30","1","50","12","0","1","20","1","1","2","14","1","1","0","11","1","6","28","15","0","7","4","16","2","7","1","0","10","6","62","9","8","34","1","5","2","1","1","0","0","2","62","0","1","2","5","83","13","48","328","1","0","0","8","0","4","5","12","0","9","1","0","0","0","7","0","0","4","2","5","1","2","12","0","17","1","1","0","0","2","1","107","0","1","0","6","1","1","14","0","3","0","0","1"
"2020-05-01","1","51","12","0","1","23","1","1","2","16","1","1","0","13","1","6","28","15","0","9","4","16","2","7","1","0","10","6","67","9","8","40","1","7","2","1","1","0","0","2","67","0","1","2","6","92","13","49","339","1","0","0","8","0","5","6","12","0","9","1","0","0","0","7","0","0","4","2","5","1","2","12","0","19","1","1","0","0","2","1","113","0","1","0","6","1","1","15","0","3","0","0","1"
"2020-05-02","1","52","14","0","1","23","1","1","2","16","1","1","0","14","1","8","28","15","0","9","4","17","2","7","1","0","12","6","68","10","8","41","1","9","2","1","1","0","0","3","69","0","1","2","7","95","13","52","357","1","0","1","8","0","5","8","14","0","10","1","0","0","0","7","0","0","4","2","6","1","2","12","1","20","2","1","0","0","2","1","0","0","1","0","6","1","1","16","0","3","0","0","1"
"2020-05-03","1","54","14","0","1","23","1","1","2","16","1","1","0","14","1","9","28","15","0","12","4","17","2","7","1","0","12","6","69","11","8","41","1","9","2","1","1","0","0","3","72","0","1","2","8","95","13","52","360","1","0","1","8","0","6","8","14","0","10","1","0","0","0","7","0","0","4","2","6","1","2","12","1","20","2","1","0","0","2","1","0","0","1","0","6","2","1","16","0","3","0","0","1"
"2020-05-04","1","54","14","0","1","24","1","1","2","16","1","1","0","15","1","10","28","15","0","13","4","18","2","7","1","0","12","6","72","11","8","41","1","9","2","1","1","0","0","3","72","0","1","2","8","97","14","53","363","1","0","1","8","0","7","8","14","0","12","1","0","0","0","7","0","0","4","2","6","1","2","13","1","20","2","1","0","0","2","1","0","0","1","0","6","2","1","16","0","3","0","0","1"
"2020-05-05","1","55","17","0","1","26","1","1","2","21","1","1","0","15","1","11","28","15","0","13","4","27","2","7","1","0","12","7","74","12","9","44","2","9","2","1","1","0","0","3","75","0","1","2","8","103","14","55","374","1","0","1","8","0","7","8","14","0","13","1","0","0","0","7","0","0","5","2","6","2","2","14","1","21","2","1","0","0","2","1","0","0","2","0","6","2","1","18","0","3","0","0","1"
"2020-05-06","1","56","19","0","1","26","1","1","2","23","1","1","0","15","1","13","28","15","0","16","4","27","2","7","1","0","13","8","77","14","11","46","2","9","2","1","1","0","0","3","77","0","1","2","9","106","14","56","390","1","0","1","9","2","8","8","14","0","14","1","0","0","0","7","0","0","5","2","6","2","2","14","1","24","2","1","0","0","2","1","113","0","2","0","6","2","1","18","1","3","0","0","1"
"2020-05-07","1","58","21","0","1","27","1","1","2","23","1","1","0","15","1","13","28","15","0","16","4","28","2","7","1","0","13","9","78","16","11","49","2","9","2","1","1","0","0","3","77","0","1","2","10","111","15","56","398","1","0","1","9","2","8","8","14","0","14","1","0","0","0","7","0","0","5","2","6","2","2","15","1","24","2","1","0","0","2","1","119","0","2","0","6","2","1","19","1","3","0","1","1"
"2020-05-08","1","58","22","0","1","27","1","2","2","23","1","1","0","15","1","13","28","15","0","16","4","28","2","7","1","0","14","9","78","17","11","52","2","9","2","1","1","0","0","3","83","0","1","2","11","118","15","56","403","1","0","1","9","2","8","8","14","0","17","1","0","0","0","8","0","0","5","2","6","2","2","15","1","25","2","1","0","0","2","1","119","0","2","0","6","2","1","19","1","5","0","1","1"
"2020-05-09","1","58","23","0","1","30","1","2","2","25","1","1","0","15","1","13","28","15","0","18","4","28","2","7","1","0","15","9","80","18","11","53","2","9","2","1","1","0","0","3","85","0","1","2","11","122","15","56","412","1","0","1","9","3","8","8","14","0","18","1","0","0","0","9","0","0","5","2","6","2","2","16","1","25","2","2","0","0","2","1","128","0","2","0","6","2","1","20","1","5","0","1","1"
"2020-05-10","1","58","26","0","1","31","1","2","3","25","1","1","0","15","1","13","28","15","0","18","4","28","2","7","1","0","15","10","80","18","11","53","2","9","2","1","1","0","0","3","85","0","1","2","11","124","16","57","416","1","0","1","9","5","8","8","15","0","18","1","0","0","0","9","0","0","5","2","6","2","2","16","1","25","2","2","0","0","2","1","129","0","2","0","6","2","1","20","1","5","0","1","1"
"2020-05-11","1","59","26","0","1","31","1","2","3","25","1","1","0","15","1","13","29","19","0","18","4","29","2","7","1","0","16","14","82","19","12","54","2","9","2","1","1","0","0","3","90","0","1","2","12","125","16","57","423","1","0","1","9","5","8","8","15","0","18","1","0","0","0","9","0","0","5","2","6","2","2","16","1","26","2","2","0","0","2","1","129","0","2","0","6","2","1","20","1","5","0","1","1"
"2020-05-12","1","59","27","0","1","31","1","2","4","26","1","1","0","15","1","17","29","19","1","21","4","30","2","7","1","0","16","16","84","19","13","55","2","9","2","1","1","0","0","3","91","0","1","2","12","128","16","57","429","1","0","1","9","6","9","8","16","0","18","1","0","0","0","9","0","0","5","2","6","2","2","17","1","27","2","2","0","0","2","1","134","0","2","0","6","2","1","20","1","5","0","1","1"
"2020-05-13","1","60","27","0","1","31","1","2","4","27","1","1","0","15","1","17","30","19","2","21","4","31","2","7","1","0","17","17","84","20","13","56","2","9","2","1","1","0","0","4","91","0","1","2","12","132","16","57","440","1","0","1","10","9","12","9","17","0","18","1","0","0","0","9","0","0","5","3","6","2","2","18","1","28","2","2","0","0","2","1","137","0","2","0","6","2","1","20","1","5","0","2","1"
"2020-05-14","1","61","29","0","1","31","1","2","4","27","1","1","0","15","1","17","31","19","2","22","4","32","2","7","1","0","17","17","84","20","14","57","2","10","2","1","1","0","1","4","91","0","1","2","13","134","16","57","451","1","0","1","10","9","12","9","17","0","19","1","0","0","0","9","0","0","5","3","6","2","2","18","1","28","2","2","0","0","2","1","138","0","2","0","6","2","1","21","1","5","0","2","1"
"2020-05-15","1","60","30","0","1","31","1","2","5","29","1","1","0","15","1","18","31","20","2","22","4","32","2","7","1","0","17","17","87","22","15","57","2","11","2","1","1","0","1","4","93","0","1","2","14","136","18","57","465","1","0","1","9","9","14","9","19","0","19","1","0","0","0","10","0","0","5","3","6","2","2","19","1","28","2","2","0","0","2","1","141","0","2","0","6","2","1","23","1","5","0","3","2"
"2020-05-16","1","61","30","0","1","32","1","2","5","30","1","1","0","15","1","18","31","20","2","23","4","37","2","7","1","0","18","20","90","23","15","60","3","11","2","1","1","0","1","4","94","0","1","2","14","140","21","57","474","1","0","1","9","10","17","9","20","0","19","1","0","0","0","10","0","0","5","3","6","2","2","20","1","28","2","2","0","0","2","1","145","0","2","0","6","2","1","24","1","5","0","4","2"
"2020-05-17","1","61","30","0","1","32","1","2","5","30","1","1","0","15","1","19","31","22","2","23","4","37","2","7","1","0","18","21","90","23","15","61","3","11","2","1","1","0","1","4","94","0","1","2","14","140","21","57","477","1","0","1","9","11","19","9","20","0","19","1","0","0","0","10","0","0","5","3","6","2","2","20","1","28","2","2","0","0","2","1","144","0","2","0","6","2","1","24","1","5","0","4","2"
"2020-05-18","1","61","30","0","1","33","1","2","5","30","1","1","0","15","1","19","31","23","2","23","4","37","2","7","1","0","18","21","90","23","16","61","3","12","2","1","1","0","1","4","94","0","1","2","16","140","21","57","480","1","0","1","9","13","19","9","20","0","19","1","0","0","0","12","0","0","5","3","6","2","2","20","1","28","2","2","0","0","2","1","144","0","2","0","6","2","1","24","1","5","0","5","2"
"2020-05-19","1","65","31","0","1","34","1","2","6","36","1","1","0","15","1","19","31","23","2","24","4","38","2","7","1","0","19","21","92","24","18","61","4","14","2","1","1","0","1","4","97","0","1","2","16","144","22","57","497","1","0","1","9","13","21","9","20","0","19","1","0","0","0","13","0","0","6","3","6","2","2","20","1","30","2","2","0","0","2","1","146","0","3","0","6","2","1","25","1","5","0","5","2"
"2020-05-20","1","65","31","0","1","34","1","2","6","37","1","1","0","15","1","21","31","24","2","26","4","38","2","7","1","0","20","21","91","26","19","61","4","17","2","1","1","0","1","4","99","0","1","2","16","149","21","57","505","1","0","1","10","14","21","9","20","0","19","1","0","0","0","15","0","0","6","3","6","2","3","20","1","31","3","2","1","0","3","1","148","0","2","0","7","2","1","26","1","5","0","7","2"
"2020-05-21","1","65","33","0","1","35","1","2","6","37","1","1","0","16","1","21","31","25","2","27","4","38","2","7","1","1","20","21","91","27","20","63","4","17","2","1","1","0","1","4","102","0","1","2","17","162","21","57","518","1","0","1","10","14","22","10","20","0","19","1","0","0","0","19","0","0","6","3","6","2","3","20","1","32","3","2","1","0","3","1","149","0","2","0","7","2","1","26","1","5","0","7","2"
"2020-05-22","1","65","33","0","1","35","1","2","6","38","1","1","0","16","1","21","31","26","2","27","4","38","2","8","1","1","20","22","91","27","20","63","5","17","2","1","1","0","1","4","102","0","1","2","20","166","21","57","528","1","0","1","10","14","22","10","20","0","21","1","0","0","0","19","0","0","6","3","6","2","3","21","1","33","3","2","1","0","3","1","150","0","2","0","7","2","1","26","1","5","0","8","2"
