"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-04-08","2","","","","","4","","1","","","","","","","1","","1","","",""
"2020-04-09","","","","","","4","","4","1","","","2","","","","1","","","",""
"2020-04-10","","","","","","2","","3","","","","2","","","","","","","",""
"2020-04-11","","","","","","7","","2","","","1","","","","","","","","",""
"2020-04-12","","","","","","1","","","","","","","","","1","","","","",""
"2020-04-13","","","","","","2","","","","","","","","1","","","","","",""
"2020-04-14","","","","","","4","","1","","","3","","","","","","","","",""
"2020-04-15","","","","","","1","","","","","","","","","","","","","",""
"2020-04-16","","","","","","4","","1","","","2","","","","","","","","",""
"2020-04-17","","","","","","","","","","","1","","","","","","","","",""
"2020-04-18","","","","","","3","","","","","1","","","","","","","","",""
"2020-04-19","","","","","","1","","1","","","","","","","","","","","",""
"2020-04-20","","","","","","6","","","","","","","","","","","","","",""
"2020-04-21","","","","","","10","","3","1","","","1","","4","","","","","",""
"2020-04-22","","","","","","7","","","","","2","1","","","","","","","",""
"2020-04-23","","","","4","","","","","1","2","2","","","","","1","","","",""
"2020-04-24","","","","","","","","3","","","","","","","","","","","",""
"2020-04-25","","","","","","1","","","3","3","","","","","","","","","",""
"2020-04-26","","","","6","","","","","","5","","","","","","","","","",""
"2020-04-27","","","0","4","","1","","","","6","0","1","","1","","0","","","",""
"2020-04-28","","","","","","3","","1","","","","","","","","","","","",""
"2020-04-29","","","","","","0","","2","6","","0","","","","0","2","","","",""
"2020-04-30","","","","","","0","","1","0","","0","1","","0","0","","","","",""
"2020-05-01","","","0","","","0","","0","","","","","","","","","","","",""
"2020-05-02","","","","0","","1","","","","","","","","","","","","1","",""
"2020-05-03","","","","0","","","","0","","0","","","","","","","","","",""
"2020-05-04","","","","0","","0","","0","0","0","0","0","","0","","0","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","","3","",""
"2020-05-06","","","","0","","","","","","0","","","","","0","","","","",""
"2020-05-07","","","","","","0","","0","","","","","","","","","","","",""
"2020-05-08","","","1","","","0","","","","","","","","","","","","","",""
"2020-05-09","","","0","0","","","","","","","0","2","","","","","","","",""
"2020-05-10","","","1","","","0","","0","","","","1","","0","","","2","3","",""
"2020-05-11","","","","","","","","4","","","","1","","1","","","","1","",""
"2020-05-12","","","","","","","","","","1","","3","","","1","","","","",""
"2020-05-13","","","","","","1","","","0","1","1","3","","2","","","","2","",""
"2020-05-14","","","","1","","2","","10","0","","1","5","","3","1","","","3","",""
"2020-05-15","2","","","","","","","1","1","","2","4","","1","","","","5","",""
"2020-05-16","","","","","","0","","","","","3","2","","2","","","4","0","",""
"2020-05-17","","","1","","","2","","1","1","","2","4","","2","","","1","","",""
"2020-05-18","2","","1","","","3","","2","6","2","2","1","","1","2","3","4","","",""
"2020-05-19","1","","","","","5","","","","","","3","","1","1","","1","","",""
"2020-05-20","1","","1","","","3","","1","","","1","4","","7","2","2","2","0","",""
"2020-05-21","2","","0","1","","4","","1","2","3","0","5","","1","","2","3","0","",""
"2020-05-22","","","","","","12","","7","1","2","5","4","","5","1","","4","1","",""
"2020-05-23","5","","","","","16","","4","3","2","4","8","","19","","","","1","",""
"2020-05-24","4","","4","","","12","","5","3","","1","5","","4","2","13","","0","",""
"2020-05-25","3","","0","1","","10","","14","2","2","4","0","","5","3","5","","0","",""
"2020-05-26","3","","5","","","8","","3","4","6","0","5","","29","","","4","","",""
"2020-05-27","7","","2","","","1","","10","4","","2","0","","8","3","","","3","",""
"2020-05-28","1","","","1","","10","","18","1","3","6","8","","16","6","8","7","","",""
"2020-05-29","3","","4","1","","8","","4","2","1","2","5","","14","5","5","6","2","",""
"2020-05-30","2","","4","4","","15","","3","4","1","4","0","","9","","2","10","","",""
"2020-05-31","6","","1","","","7","","10","6","","2","3","","12","4","4","3","3","",""
"2020-06-01","2","","3","1","","0","","14","5","0","0","14","","2","4","3","9","0","",""
"2020-06-02","10","","3","","","5","","9","8","6","5","15","","5","1","7","6","6","",""
"2020-06-03","7","","5","9","","2","","3","5","8","7","11","","5","2","14","4","","",""
"2020-06-04","8","","2","","","6","","12","11","5","10","8","","7","14","5","4","2","",""
"2020-06-05","5","","10","3","","","","1","2","1","4","18","","40","11","5","8","3","",""
"2020-06-06","4","","3","3","","12","","10","19","2","4","12","","11","9","3","16","","",""
"2020-06-07","7","","","1","","2","","3","9","3","6","27","","6","13","4","26","","",""
"2020-06-08","5","","3","","","4","","8","5","3","13","14","","1","3","3","27","2","",""
"2020-06-09","11","","4","0","","5","","2","5","8","7","6","","14","7","10","6","6","",""
"2020-06-10","1","","4","4","","4","","0","4","3","10","7","","6","3","6","9","4","",""
"2020-06-11","0","","2","","","7","","10","8","2","1","10","","13","5","0","25","","",""
"2020-06-12","13","","5","1","","3","","4","4","3","4","14","","5","7","1","14","","",""
"2020-06-13","9","","7","4","","14","","9","","1","12","15","","8","1","0","4","1","",""
"2020-06-14","0","","7","2","","4","","6","1","3","8","3","","6","2","4","7","1","",""
"2020-06-15","5","","13","2","","10","","3","4","10","6","6","","7","11","1","3","1","",""
"2020-06-16","7","","13","","","7","","2","4","4","4","15","","6","6","4","7","0","",""
"2020-06-17","1","","5","","","4","","9","14","4","6","11","","6","1","3","8","3","",""
"2020-06-18","9","","6","6","","4","","3","13","11","5","4","","14","11","5","6","0","",""
"2020-06-19","13","","11","2","","8","","4","17","7","6","18","","10","9","8","1","4","",""
"2020-06-20","4","","3","1","","4","","7","24","11","12","5","","23","17","5","6","5","",""
"2020-06-21","10","","5","11","","10","","6","13","10","10","10","","15","8","9","16","","",""
"2020-06-22","12","","14","4","","3","","9","13","13","5","17","","16","4","11","12","5","",""
"2020-06-23","19","","13","0","","6","","","4","8","6","11","","27","27","4","14","2","",""
"2020-06-24","15","","8","6","","17","","6","18","7","3","10","","16","25","4","15","2","",""
"2020-06-25","18","","10","3","","9","","4","13","2","7","6","","24","13","2","10","2","",""
"2020-06-26","21","","9","2","","13","","2","16","18","7","16","","23","4","7","7","5","",""
"2020-06-27","13","","14","2","","11","","11","12","15","8","47","","25","6","4","22","5","",""
"2020-06-28","10","","7","4","","26","","6","10","5","7","5","","4","3","9","17","5","",""
"2020-06-29","5","","5","5","","14","","4","11","0","9","14","","12","13","4","26","","",""
"2020-06-30","9","","10","0","","26","","8","12","3","4","32","","17","1","5","4","0","",""
"2020-07-01","8","","12","1","","27","","10","3","4","6","34","","17","6","4","16","3","",""
"2020-07-02","16","","9","8","","9","","5","9","9","7","24","","18","27","9","9","1","",""
"2020-07-03","21","","17","2","","18","","7","23","14","14","35","","14","7","17","21","1","",""
"2020-07-04","20","","13","2","","35","","14","16","6","8","37","","29","22","16","20","2","",""
"2020-07-05","13","","12","6","","25","","28","10","8","20","26","","29","3","27","12","6","",""
"2020-07-06","15","","25","6","","11","","6","11","6","15","35","","8","26","7","14","8","",""
"2020-07-07","18","","21","1","","19","","13","11","3","15","63","","29","12","54","10","3","",""
"2020-07-08","18","","16","20","","22","","4","8","17","15","46","","25","7","64","25","14","",""
"2020-07-09","22","","12","20","","8","","11","10","7","8","55","","50","7","95","27","7","",""
"2020-07-10","50","","20","12","","23","","17","28","7","12","41","","28","32","129","17","0","",""
"2020-07-11","87","","47","5","","19","","18","18","15","17","51","","48","54","69","29","11","",""
"2020-07-12","57","","50","16","","17","","56","5","12","4","42","","59","39","40","19","19","",""
"2020-07-13","119","","15","","","44","","9","33","10","16","47","","19","47","63","9","14","",""
"2020-07-14","34","","70","","","12","","44","23","25","58","58","","26","3","201","42","12","",""
"2020-07-15","20","","72","55","","35","","74","11","25","64","18","","19","64","157","5","4","",""
"2020-07-16","20","","57","26","","23","","18","42","13","33","42","","25","39","339","32","13","",""
"2020-07-17","57","","115","11","","9","","32","47","39","32","25","","31","87","246","32","28","",""
"2020-07-18","42","","44","28","","39","","29","53","16","26","19","","49","28","173","21","26","",""
"2020-07-19","52","","98","49","","13","","57","75","20","32","25","","81","35","222","61","1","",""
"2020-07-20","53","","72","24","","48","","28","79","46","92","50","","49","3","182","42","26","",""
"2020-07-21","46","","80","0","","57","","40","85","39","39","61","","46","40","151","19","17","",""
"2020-07-22","120","","92","43","","43","","101","133","51","25","61","","34","49","226","56","4","",""
"2020-07-23","82","","100","63","","51","","47","106","80","67","89","","51","27","222","83","10","",""
"2020-07-24","44","","69","29","","18","","106","133","50","82","58","","58","23","167","33","15","",""
"2020-07-25","102","","79","40","","62","","105","80","77","110","68","","35","52","240","36","17","",""
"2020-07-26","46","","61","48","","47","","107","74","54","57","56","","42","91","175","41","28","",""
"2020-07-27","30","","15","70","","38","","38","22","59","68","86","","41","17","161","40","17","",""
"2020-07-28","84","","70","7","","43","","38","95","118","67","112","","86","63","222","109","53","",""
"2020-07-29","38","","83","34","","42","","49","84","29","67","87","","49","54","213","31","43","",""
"2020-07-30","55","","34","6","","39","","28","22","29","42","32","","4","59","70","83","3","",""
"2020-07-31","35","","132","59","","14","","52","53","89","84","75","","83","130","320","60","124","",""
"2020-08-01","67","","59","14","","5","","153","35","47","95","141","","47","85","259","76","46","",""
"2020-08-02","38","","128","42","","16","","113","69","70","50","126","","38","25","377","58","19","",""
"2020-08-03","101","","106","26","","37","","66","57","35","33","85","","59","36","205","85","31","",""
"2020-08-04","126","","135","0","","37","","91","30","23","97","131","","50","32","242","72","17","",""
"2020-08-05","108","","120","39","","61","","128","30","51","39","167","","41","37","274","86","14","",""
"2020-08-06","99","","73","58","","33","","153","31","40","174","129","","136","33","219","74","46","",""
"2020-08-07","61","","82","23","","13","","168","36","37","149","143","","123","39","289","33","55","",""
"2020-08-08","169","","101","41","","57","","73","41","15","173","114","","39","38","485","64","10","",""
"2020-08-09","110","","54","17","","41","","56","106","139","69","170","","78","30","292","24","25","",""
"2020-08-10","30","","101","18","","63","","146","41","40","66","255","","147","4","200","40","33","",""
"2020-08-11","146","","133","4","","30","","147","25","24","158","242","","141","20","297","32","18","",""
"2020-08-12","118","","121","42","","31","","68","5","76","93","261","","81","19","266","19","12","",""
"2020-08-13","72","","115","31","","27","","79","74","53","98","202","","202","75","434","75","27","",""
"2020-08-14","113","","114","58","","95","","49","75","101","99","198","","180","40","310","80","57","",""
"2020-08-15","118","","106","31","","52","","81","91","39","151","362","","74","49","321","85","48","",""
"2020-08-16","86","","123","30","","52","","48","81","100","118","221","","29","44","519","30","49","",""
"2020-08-17","139","","129","23","","77","","97","48","89","46","306","","137","2","461","156","15","",""
"2020-08-18","126","","192","5","","123","","42","88","93","147","242","","51","65","489","48","47","",""
"2020-08-19","253","","230","64","","126","","174","77","203","78","322","","65","87","540","97","17","",""
"2020-08-20","198","","150","35","","78","","91","86","124","130","356","","65","119","429","72","35","",""
"2020-08-21","155","","165","34","","78","","105","82","136","158","335","","83","78","429","119","26","",""
"2020-08-22","87","","114","37","","62","","119","77","104","232","395","","184","93","464","179","25","",""
"2020-08-23","241","","200","29","","143","","85","133","106","119","186","","39","104","397","116","10","",""
"2020-08-24","60","","165","19","","76","","118","112","89","81","169","","99","6","182","46","20","",""
"2020-08-25","170","","163","6","","150","","99","87","86","260","454","","152","93","391","227","37","",""
"2020-08-26","193","","193","63","","128","","101","133","137","215","352","","86","180","461","204","30","",""
"2020-08-27","172","","140","27","","102","","231","176","189","238","230","","195","167","352","162","25","",""
"2020-08-28","286","","207","49","","135","","157","156","126","174","298","","127","88","532","189","19","",""
"2020-08-29","175","","136","27","","95","","198","234","139","152","379","","133","75","408","225","21","",""
"2020-08-30","92","","231","35","","112","","159","151","223","304","195","","45","133","310","151","13","",""
"2020-08-31","137","","210","15","","74","","103","131","86","117","177","","42","107","221","85","25","",""
"2020-09-01","32","","161","0","","77","","15","25","62","155","191","","42","12","227","133","8","",""
"2020-09-02","159","","136","12","","142","","88","81","145","204","146","","30","17","228","121","38","",""
"2020-09-03","87","","164","44","","74","","133","65","160","131","91","","58","118","317","93","18","",""
"2020-09-04","106","","274","29","","115","","236","248","178","167","178","","42","141","477","204","84","",""
"2020-09-05","131","","186","31","","222","","276","170","119","244","249","","100","148","590","169","20","",""
"2020-09-06","221","","281","39","","200","","218","328","195","264","324","","162","113","528","169","40","",""
"2020-09-07","78","","130","4","","260","","134","71","154","103","187","","118","24","253","128","4","",""
"2020-09-08","217","","318","85","","158","","166","209","168","246","358","","226","160","562","129","24","",""
"2020-09-09","240","","276","24","","251","","270","362","196","330","201","","131","190","531","323","77","",""
"2020-09-10","267","","227","105","","276","","140","244","217","261","330","","194","135","558","300","95","",""
"2020-09-11","200","","295","28","","256","","102","303","221","261","390","","109","93","494","184","52","",""
"2020-09-12","163","","188","86","","207","","150","265","166","286","310","","184","88","566","172","54","",""
"2020-09-13","252","","326","40","","234","","124","205","196","399","378","","233","102","412","182","56","",""
"2020-09-14","107","","255","58","","232","","56","142","122","382","482","","175","16","332","161","20","",""
"2020-09-15","338","","239","29","","213","","172","234","192","260","348","","136","146","656","188","64","",""
"2020-09-16","323","","319","76","","247","","119","300","187","468","298","","220","236","675","263","99","",""
"2020-09-17","367","","383","104","","260","","319","218","204","545","351","","241","136","820","296","107","",""
"2020-09-18","274","","348","100","","330","","145","355","225","404","297","","268","101","926","326","68","",""
"2020-09-19","348","","351","47","","222","","191","436","263","412","534","","349","221","824","351","95","",""
"2020-09-20","219","","537","77","","242","","208","330","274","536","483","","289","190","892","322","97","",""
"2020-09-21","112","","299","82","","314","","110","195","156","376","349","","167","16","533","183","18","",""
"2020-09-22","403","","406","42","","143","","197","347","169","394","444","","242","207","681","369","81","",""
"2020-09-23","501","","624","79","","365","","136","503","262","504","512","","278","223","852","478","59","",""
"2020-09-24","453","","590","151","","406","","300","440","341","883","763","","353","189","875","474","106","",""
"2020-09-25","551","","655","114","","419","","268","569","322","690","784","","419","191","814","607","74","",""
"2020-09-26","414","","729","107","","435","","224","589","389","684","826","","547","329","1050","594","89","",""
"2020-09-27","476","","924","125","","332","","252","690","426","956","915","","488","263","853","573","172","",""
"2020-09-28","249","","537","114","","310","","122","341","213","918","405","","378","38","486","383","44","",""
"2020-09-29","524","","859","57","","432","","453","583","336","837","1040","","374","271","935","484","169","",""
"2020-09-30","679","","1056","157","","519","","321","812","442","942","977","","631","286","986","808","214","",""
"2020-10-01","804","","934","130","","435","","471","633","340","1072","968","","513","223","856","613","143","",""
"2020-10-02","605","","1042","136","","625","","476","892","432","1146","1016","","633","239","1096","812","108","",""
"2020-10-03","633","","925","106","","423","","257","534","342","941","973","","496","296","1049","778","81","",""
"2020-10-04","544","","952","96","","555","","278","866","474","1164","792","","496","315","1119","793","109","",""
"2020-10-05","199","","705","71","","339","","207","458","354","641","606","","281","25","700","425","31","",""
"2020-10-06","424","","837","56","","545","","416","845","427","736","854","","520","330","989","757","135","",""
"2020-10-07","672","","1201","120","","602","","432","852","490","1576","1350","","650","393","1182","948","138","",""
"2020-10-08","317","","391","121","","377","","236","497","231","688","1024","","285","295","467","385","131","",""
"2020-10-09","793","","911","153","","556","","366","714","522","1205","1174","","672","290","1012","755","127","",""
"2020-10-10","843","","1191","139","","727","","539","1107","523","1324","1632","","677","348","1310","1208","187","",""
"2020-10-11","619","","1228","123","","413","","242","712","417","1219","1451","","640","378","797","960","148","",""
"2020-10-12","618","","480","94","","274","","295","343","382","869","740","","288","186","629","697","35","",""
"2020-10-13","488","","1122","79","","370","","323","907","476","1113","1139","","606","244","777","1010","110","",""
"2020-10-14","456","","793","114","","303","","224","551","350","661","1013","","364","169","581","581","84","",""
"2020-10-15","521","","1209","143","","557","","311","551","495","1264","447","","354","248","679","867","143","",""
"2020-10-16","563","","606","124","","405","","234","418","432","970","1025","","648","296","595","809","158","",""
"2020-10-17","629","","1022","140","","464","","280","656","411","926","1519","","688","203","848","1109","121","",""
"2020-10-18","385","","730","162","","462","","251","540","514","976","1399","","342","179","685","862","144","",""
"2020-10-19","340","","598","28","","293","","120","378","180","772","910","","271","32","516","533","51","",""
"2020-10-20","592","","644","72","","400","","145","569","473","806","786","","403","248","470","896","87","",""
"2020-10-21","820","","1190","100","","566","","200","742","526","1158","668","","417","247","657","946","132","",""
"2020-10-22","837","","929","65","","377","","216","481","332","932","897","","465","195","838","847","71","",""
"2020-10-23","716","","874","140","","497","","189","671","426","751","1375","","531","285","890","1020","146","",""
"2020-10-24","706","","1170","201","","430","","200","737","458","770","719","","457","331","909","1086","79","",""
"2020-10-25","542","","816","152","","274","","137","527","386","869","653","","374","303","712","1011","87","",""
"2020-10-26","332","","457","79","","174","","64","316","194","497","853","","276","24","513","480","28","",""
"2020-10-27","647","","716","49","","258","","65","329","395","597","706","","337","112","413","730","103","",""
"2020-10-28","790","","1250","115","","506","","203","935","594","1149","548","","449","260","785","1018","188","",""
"2020-10-29","788","","802","168","","419","","187","482","389","692","589","","369","270","789","983","93","",""
"2020-10-30","664","","674","76","","341","","133","482","367","722","761","","482","163","587","1096","90","",""
"2020-10-31","645","","1114","57","","337","","156","741","584","834","769","","496","203","790","1112","145","",""
"2020-11-01","616","","1042","148","","306","","143","711","434","888","522","","435","160","591","943","86","",""
"2020-11-02","498","","518","60","","195","","58","350","246","576","467","","286","44","361","433","46","",""
"2020-11-03","760","","850","67","","335","","147","583","507","842","467","","431","245","654","856","118","",""
"2020-11-04","765","","1197","204","","370","","182","937","571","951","784","","453","186","651","1114","151","",""
"2020-11-05","660","","749","116","","329","","155","523","479","828","627","","372","212","756","900","114","",""
"2020-11-06","643","","673","157","","354","","137","671","461","763","761","","464","183","617","951","167","",""
"2020-11-07","696","","1042","108","","266","","94","574","500","971","642","","465","147","719","864","113","",""
"2020-11-08","479","","644","179","","344","","159","488","406","575","540","","306","153","421","641","105","",""
"2020-11-09","353","","433","42","","152","","75","236","203","479","548","","225","43","324","430","50","",""
"2020-11-10","641","","583","89","","301","","81","431","426","807","685","","342","234","567","711","112","",""
"2020-11-11","521","","977","225","","264","","141","679","580","830","527","","424","230","484","966","159","",""
"2020-11-12","568","","489","185","","346","","108","399","344","696","617","","434","138","386","727","100","",""
"2020-11-13","468","","756","187","","240","","81","489","347","799","588","","438","189","439","677","106","",""
"2020-11-14","542","","860","107","","363","","139","530","425","710","673","","467","143","468","759","171","",""
"2020-11-15","496","","489","165","","203","","62","341","266","574","558","","416","171","314","425","101","",""
"2020-11-16","226","","279","83","","110","","64","191","165","402","496","","185","40","204","228","37","",""
"2020-11-17","364","","613","116","","335","","96","682","429","644","776","","380","202","391","667","97","",""
"2020-11-18","637","","887","249","","213","","109","693","373","811","507","","377","234","468","703","158","",""
"2020-11-19","527","","423","276","","337","","145","338","342","575","862","","496","200","456","631","114","",""
"2020-11-20","395","","554","85","","251","","138","509","423","691","1054","","573","174","393","653","135","",""
"2020-11-21","383","","797","188","","211","","104","464","423","710","764","","478","216","399","483","152","",""
"2020-11-22","816","","1291","408","","444","","185","778","778","1322","1560","","946","385","782","1026","305","",""
"2020-11-23","259","","325","49","","144","","32","198","279","514","1023","","331","57","229","278","39","",""
"2020-11-24","390","","570","122","","264","","99","462","461","541","852","","453","197","350","556","103","",""
"2020-11-25","546","","774","238","","242","","103","539","450","833","664","","463","287","461","652","239","",""
"2020-11-26","347","","472","256","","226","","86","397","425","686","719","","376","207","457","573","151","",""
"2020-11-27","236","","397","143","","131","","96","229","346","374","612","","351","159","262","525","105","",""
"2020-11-28","309","","812","178","","315","","137","458","629","714","680","","491","141","488","647","251","",""
"2020-11-29","381","","512","274","","277","","122","426","399","851","721","","394","244","370","525","147","",""
"2020-11-30","275","","317","49","","175","","86","238","243","481","611","","242","91","234","250","90","",""
"2020-12-01","279","","504","161","","222","","83","349","585","516","886","","323","283","404","630","150","",""
"2020-12-26","259","","403","67","","120","","52","361","250","522","513","","156","177","202","377","68","",""
"2020-12-27","231","","605","81","","289","","37","501","509","579","517","","230","389","322","384","231","",""
"2020-12-28","188","","340","119","","103","","37","174","241","399","504","","209","91","188","294","160","",""
"2020-12-29","352","","734","100","","230","","59","437","777","507","610","","249","561","414","649","208","",""
"2020-12-30","463","","1006","204","","242","","75","602","542","638","407","","338","714","320","450","267","",""
"2020-12-31","425","","574","190","","302","","96","402","481","520","388","","225","512","420","515","165","",""
"2021-01-01","364","","602","107","","266","","80","417","477","452","511","","226","493","386","436","174","",""
"2021-01-02","382","","743","223","","197","","83","384","540","596","580","","240","452","290","414","204","",""
"2021-01-03","270","","728","253","","179","","41","327","408","511","522","","218","385","282","328","148","",""
"2021-01-04","230","","382","89","","133","","27","183","263","481","406","","135","110","222","281","79","",""
"2021-01-05","391","","719","131","","252","","58","435","715","426","385","","259","665","388","616","175","",""
"2021-01-06","446","","1068","271","","219","","77","548","555","729","432","","255","666","416","502","210","",""
"2021-01-07","432","","663","283","","151","","86","293","515","480","435","","239","514","284","432","244","",""
"2021-01-08","341","","708","301","","249","","65","377","462","469","419","","267","433","313","500","238","",""
"2021-01-09","318","","893","222","","182","","93","477","574","599","523","","217","470","344","403","213","",""
"2021-01-10","265","","650","209","","262","","43","354","345","558","441","","175","447","288","335","173","",""
"2021-01-11","186","","443","141","","160","","48","236","321","414","388","","176","131","222","168","76","",""
"2021-01-12","349","","813","173","","273","","58","447","709","566","400","","201","482","350","479","207","",""
"2021-01-13","432","","998","284","","259","","92","528","589","669","409","","225","448","386","437","248","",""
"2021-01-14","347","","659","202","","235","","72","463","459","582","712","","210","579","295","446","229","",""
"2021-01-15","353","","799","290","","219","","97","468","567","660","478","","209","443","301","499","241","",""
"2021-01-16","355","","1046","181","","207","","92","445","552","722","489","","348","487","377","421","238","",""
"2021-01-17","302","","767","237","","239","","79","439","399","677","479","","176","427","296","262","226","",""
"2021-01-18","179","","574","178","","187","","35","322","308","385","357","","152","123","296","182","68","",""
"2021-01-19","475","","1019","130","","301","","63","591","674","481","509","","242","512","404","540","245","",""
"2021-01-20","422","","1031","336","","281","","64","639","704","770","537","","237","654","377","441","322","",""
"2021-01-21","415","","771","302","","299","","87","628","647","579","657","","241","534","468","468","238","",""
"2021-01-22","409","","1018","246","","312","","67","573","581","740","582","","284","624","515","547","255","",""
"2021-01-23","474","","1083","256","","321","","87","684","702","814","535","","234","557","522","401","290","",""
"2021-01-24","284","","822","320","","362","","124","543","622","763","403","","208","458","399","436","292","",""
"2021-01-25","271","","487","117","","115","","42","399","311","439","220","","162","117","313","301","67","",""
"2021-01-26","481","","866","184","","305","","85","597","638","466","511","","259","552","525","579","245","",""
"2021-01-27","360","","879","305","","357","","84","483","517","758","404","","185","397","353","336","241","",""
"2021-01-28","432","","784","279","","275","","84","685","522","584","413","","236","452","408","424","193","",""
"2021-01-29","421","","865","302","","349","","120","674","623","710","414","","259","447","414","497","173","",""
"2021-01-30","526","","859","181","","321","","102","688","487","822","423","","256","556","350","524","187","",""
"2021-01-31","371","","743","187","","230","","70","484","511","650","482","","211","496","300","378","153","",""
"2021-02-01","256","","424","114","","157","","41","253","302","432","516","","145","184","288","263","84","",""
"2021-02-02","313","","755","121","","340","","83","587","621","501","454","","251","524","383","565","218","",""
"2021-02-03","395","","871","268","","297","","93","690","588","741","383","","275","597","489","479","190","",""
"2021-02-04","559","","833","269","","289","","96","651","450","676","489","","217","569","409","481","114","",""
"2021-02-05","310","","714","232","","253","","99","391","458","706","605","","219","521","444","495","163","",""
"2021-02-06","410","","898","167","","182","","62","525","512","696","652","","235","496","480","448","179","",""
"2021-02-07","368","","558","207","","254","","87","824","639","663","671","","159","570","442","421","212","",""
"2021-02-08","317","","431","126","","145","","36","333","363","403","503","","102","244","380","288","71","",""
"2021-02-09","338","","615","100","","273","","112","586","555","477","449","","186","496","455","498","74","",""
"2021-02-10","411","","811","179","","213","","71","689","575","652","421","","191","571","455","540","201","",""
"2021-02-11","342","","632","196","","251","","102","579","383","614","413","","227","694","293","375","180","",""
"2021-02-12","472","","589","189","","197","","146","506","565","521","529","","149","542","393","472","127","",""
"2021-02-13","506","","746","203","","279","","133","460","376","750","308","","153","480","363","553","161","",""
"2021-02-14","349","","439","142","","164","","72","347","532","476","630","","169","465","305","377","145","",""
"2021-02-15","254","","393","44","","135","","44","192","289","292","560","","83","107","248","173","70","",""
"2021-02-16","381","","643","66","","182","","126","547","471","424","345","","217","524","373","503","135","",""
"2021-02-17","339","","519","185","","284","","73","552","506","486","332","","140","546","344","442","144","",""
"2021-02-18","251","","609","78","","211","","176","366","361","638","493","","130","492","300","346","133","",""
"2021-02-19","440","","535","97","","196","","73","416","407","509","476","","160","412","333","336","115","",""
"2021-02-20","382","","564","78","","176","","124","444","267","602","529","","193","317","328","503","143","",""
"2021-02-21","290","","514","97","","167","","100","334","440","552","346","","129","391","266","361","83","",""
"2021-02-22","266","","246","41","","114","","86","154","145","374","229","","68","97","199","141","52","",""
"2021-02-23","275","","484","71","","206","","140","408","389","357","355","","147","430","255","386","131","",""
"2021-02-24","246","","473","103","","199","","126","447","354","483","329","","109","512","263","341","121","",""
"2021-02-25","275","","408","86","","312","","141","311","379","480","270","","112","289","261","260","93","",""
"2021-02-26","272","","332","85","","177","","119","378","227","457","278","","130","333","234","490","159","",""
