"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2021-02-27","308","","415","71","","173","","148","411","236","519","388","","115","270","240","416","82","",""
"2021-02-28","247","","352","118","","181","","123","315","363","387","354","","88","266","160","201","99","",""
"2021-03-01","137","","240","35","","198","","71","128","103","380","241","","56","62","118","107","62","",""
"2021-03-02","161","","306","62","","225","","80","271","217","334","344","","99","238","190","354","57","",""
"2021-03-03","210","","281","91","","128","","109","236","241","399","280","","101","206","158","242","83","",""
"2021-03-04","223","","228","76","","204","","121","258","224","345","171","","81","126","222","248","89","",""
"2021-03-05","207","","291","93","","175","","125","232","185","358","298","","89","183","190","283","67","",""
"2021-03-06","206","","237","56","","215","","89","299","223","376","286","","102","222","188","231","61","",""
"2021-03-07","152","","219","46","","158","","97","167","142","315","176","","78","115","175","213","47","",""
"2021-03-08","79","","138","104","","82","","48","141","80","245","132","","55","48","139","90","31","",""
"2021-03-09","98","","231","92","","178","","73","213","279","267","142","","77","198","160","244","64","",""
"2021-03-10","171","","244","85","","123","","121","201","180","341","283","","57","233","178","195","63","",""
"2021-03-11","168","","205","46","","200","","117","152","188","261","179","","88","206","116","172","35","",""
"2021-03-12","265","","359","82","","331","","183","305","315","526","384","","155","282","281","369","76","",""
"2021-03-13","133","","232","43","","205","","84","224","168","255","173","","80","70","162","153","53","",""
"2021-03-14","112","","132","59","","151","","65","188","161","288","151","","39","137","161","108","40","",""
"2021-03-15","70","","119","25","","74","","29","116","68","117","124","","50","42","130","70","20","",""
"2021-03-16","103","","238","81","","176","","78","163","217","237","102","","69","126","165","166","49","",""
"2021-03-17","91","","255","67","","139","","131","230","169","246","163","","75","156","180","137","59","",""
"2021-03-18","121","","184","54","","161","","104","188","158","213","146","","67","148","200","131","24","",""
"2021-03-19","131","","185","45","","180","","105","176","125","261","155","","98","137","131","203","52","",""
"2021-03-20","105","","228","126","","159","","119","169","164","321","146","","68","62","200","166","45","",""
"2021-03-21","108","","154","112","","182","","79","158","144","241","139","","77","115","155","173","38","",""
"2021-03-22","103","","106","91","","125","","44","112","70","114","81","","59","46","175","89","24","",""
"2021-03-23","117","","178","47","","252","","128","175","190","223","92","","79","101","148","196","59","",""
"2021-03-24","94","","245","86","","295","","103","153","191","333","173","","101","117","300","195","70","",""
"2021-03-25","110","","188","89","","205","","92","147","152","301","193","","72","101","202","94","43","",""
"2021-03-26","117","","171","60","","245","","104","173","111","262","103","","65","87","150","137","40","",""
"2021-03-27","62","","247","62","","222","","78","164","212","263","140","","103","80","166","198","58","",""
"2021-03-28","93","","220","47","","285","","163","127","139","403","207","","63","82","147","176","64","",""
"2021-03-29","48","","184","53","","249","","98","92","85","184","134","","88","60","155","88","31","",""
"2021-03-30","83","","283","95","","248","","80","171","190","325","250","","91","62","225","208","78","",""
"2021-03-31","89","","316","97","","416","","167","147","170","398","206","","84","104","234","170","55","",""
"2021-04-01","98","","327","123","","345","","187","216","199","424","170","","113","127","163","240","66","",""
"2021-04-02","75","","278","71","","272","","184","158","184","385","224","","103","111","212","182","69","",""
"2021-04-03","81","","268","52","","264","","131","215","126","568","191","","115","72","180","201","77","",""
"2021-04-04","99","","368","113","","350","","190","148","230","403","240","","133","74","185","210","59","",""
"2021-04-05","110","","316","66","","240","","144","142","164","360","193","","113","45","249","176","39","",""
"2021-04-06","165","","487","158","","410","","128","173","354","402","261","","172","182","210","282","118","",""
"2021-04-07","157","","504","92","","287","","116","247","300","550","276","","170","111","330","280","82","",""
"2021-04-08","241","","654","125","","334","","234","279","324","453","359","","190","147","444","393","176","",""
"2021-04-09","235","","607","246","","478","","247","260","417","715","359","","252","259","422","414","152","",""
"2021-04-10","392","","977","230","","451","","286","311","376","791","549","","304","256","550","530","191","",""
"2021-04-11","339","","842","291","","575","","251","304","666","1271","728","","325","246","525","423","200","",""
"2021-04-12","340","","779","194","","536","","220","282","407","1010","612","","206","148","505","320","133","",""
"2021-04-13","456","","1162","259","","503","","430","448","629","867","633","","348","312","579","690","199","",""
"2021-04-14","481","","1226","340","","748","","424","440","816","1098","888","","461","373","666","544","273","",""
"2021-04-15","345","","1267","205","","649","","158","399","751","1062","744","","481","395","800","704","166","",""
"2021-04-16","745","","1391","293","","673","","643","454","780","1560","882","","514","261","750","737","348","",""
"2021-04-17","908","","2187","645","","1132","","333","472","1154","1504","1430","","864","664","909","1149","484","",""
"2021-04-18","800","","2835","682","","1451","","622","802","1703","2560","1677","","1077","673","990","1780","605","",""
"2021-04-19","704","","1781","469","","1175","","676","455","973","2022","1661","","581","390","981","1388","388","",""
"2021-04-20","1347","","3212","637","","1360","","861","848","1510","2341","1945","","1109","459","1490","1868","590","",""
"2021-04-21","1172","","3980","768","","1554","","685","943","2140","2645","1874","","1120","821","1881","2293","538","",""
"2021-04-22","1157","","4396","931","","1747","","701","988","2485","3372","2776","","1518","1246","2283","2781","614","",""
"2021-04-23","1239","","4548","868","","1998","","1110","1080","1986","3939","2671","","1728","1171","2345","2952","812","",""
"2021-04-24","1750","","3320","838","","1755","","908","1255","2062","3767","2745","","1512","933","2383","2584","873","",""
"2021-04-25","1302","","4468","848","","1843","","771","1209","2666","3998","3123","","1820","871","2020","2871","659","",""
"2021-04-26","1183","","2515","779","","1618","","1086","741","1275","3251","2455","","1342","457","2272","2416","500","",""
"2021-04-27","1770","","4270","859","","1996","","906","1591","2970","5015","3251","","2071","1163","2892","3097","968","",""
"2021-04-28","2235","","5287","1251","","1857","","872","1422","2917","4317","3684","","1920","1202","3210","4107","732","",""
"2021-04-29","2043","","5369","1153","","1999","","1063","2058","3616","4990","3857","","2411","1245","3940","3954","909","",""
"2021-04-30","2224","","4642","1235","","2482","","813","1969","2917","4915","3945","","2273","1225","3535","4281","743","",""
"2021-05-01","2536","","5002","978","","1484","","1006","1648","2515","5554","3354","","2499","1065","3111","4070","814","",""
"2021-05-02","2442","","3502","1036","","1525","","566","1597","2815","4238","3085","","1936","1082","3424","3942","769","",""
"2021-05-03","1994","","3291","407","","1469","","1139","1311","1650","3919","3278","","1729","428","2450","2621","325","",""
"2021-05-04","2719","","5030","955","","1985","","673","2429","2170","4788","4323","","3111","1093","3388","3567","959","",""
"2021-05-05","2951","","6558","1396","","2087","","1056","2946","3432","5180","4166","","2551","1282","3727","3731","890","",""
"2021-05-06","3040","","6506","956","","2418","","1158","2513","2865","5700","4405","","2950","1341","3969","3587","1056","",""
"2021-05-07","2160","","5361","1117","","3139","","939","2422","2153","4200","3949","","2968","1191","3950","3738","1173","",""
"2021-05-08","2433","","5492","1053","","3090","","1749","2838","2395","3981","4558","","3216","1180","4560","4230","1196","",""
"2021-05-09","2088","","4767","1046","","2297","","766","2390","2324","3805","3850","","2881","939","4240","3753","655","",""
"2021-05-10","1908","","2834","422","","1838","","919","2039","1713","2522","3443","","2297","450","3494","3280","328","",""
"2021-05-11","2460","","4514","1056","","2085","","963","2888","2566","3927","4774","","2959","1224","3700","3282","892","",""
"2021-05-12","2601","","6410","1305","","2346","","969","3350","2904","4418","5388","","3520","1339","4284","3994","701","",""
"2021-05-13","2709","","5026","1236","","2261","","883","3731","2771","3346","5044","","3223","1301","4050","3587","787","",""
"2021-05-14","2149","","3855","1284","","2159","","1092","2992","2043","2760","3997","","2948","1204","4567","3162","482","",""
"2021-05-15","1996","","3744","737","","1652","","847","2332","2012","2966","4782","","3165","1119","3292","3334","702","",""
"2021-05-16","1761","","3154","1075","","1695","","560","2416","1806","2406","4424","","3145","798","2818","3056","590","",""
"2021-05-17","1679","","2315","461","","1641","","597","1946","1349","1492","2941","","1871","490","2364","2045","211","",""
"2021-05-18","2353","","3517","830","","1374","","739","3323","1855","2474","4320","","3105","1149","3355","2312","631","",""
"2021-05-19","2034","","4282","1281","","1789","","677","3029","1988","2668","4212","","2709","1108","3600","2888","497","",""
"2021-05-20","2462","","3336","846","","1433","","728","2639","1826","2207","4746","","2560","991","3969","2231","517","",""
"2021-05-21","2072","","3102","1111","","1410","","650","2745","1760","2382","3499","","3040","878","4151","2481","392","",""
"2021-05-22","2178","","3219","987","","1252","","702","2423","1750","1971","3932","","3020","877","3300","2404","499","",""
