"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-05-12","2","2","107","0","0","","","0","4","2","1","1","0","4","0","0","22","16","0"
"2020-05-13","0","0","176","0","0","","","0","0","0","0","1","0","1","0","0","-31","16","0"
"2020-05-14","5","0","0","0","0","","","0","0","0","0","0","0","0","0","1","0","22","0"
"2020-05-15","2","0","190","0","0","","","0","0","0","0","1","0","0","0","0","0","36","0"
"2020-05-16","5","0","63","1","2","","","0","0","0","0","0","0","9","0","0","0","0","0"
"2020-05-17","1","0","68","0","0","","","0","0","0","0","0","0","0","0","0","0","66","1"
"2020-05-18","0","0","97","0","1","","","0","3","0","0","1","0","0","0","0","0","10","0"
"2020-05-19","4","1","0","0","0","","","0","0","0","0","1","0","0","0","0","0","29","0"
"2020-05-20","2","0","187","1","0","","","0","2","0","0","0","0","0","0","0","0","100","0"
"2020-05-21","4","0","84","0","0","","","0","0","0","0","2","0","1","0","0","0","-79","0"
"2020-05-22","2","0","81","0","0","","","0","2","0","0","0","0","0","0","0","0","40","0"
"2020-05-23","0","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-24","3","0","325","1","0","","","0","0","0","0","4","0","0","0","0","0","22","0"
"2020-05-25","4","0","42","1","0","","","0","0","1","0","0","0","0","0","0","0","27","0"
"2020-05-26","0","1","44","1","0","","","0","0","0","0","1","0","0","0","0","0","54","0"
"2020-05-27","1","0","61","1","2","","","0","0","0","0","0","0","2","0","0","0","26","0"
"2020-05-28","3","0","65","0","0","","","0","0","0","0","1","0","0","0","0","0","29","0"
"2020-05-29","1","0","105","0","0","","","0","0","0","0","4","0","1","0","0","0","17","0"
"2020-05-30","0","0","122","1","0","","","0","0","0","0","1","0","0","0","0","0","17","0"
"2020-05-31","3","0","78","1","0","","","0","0","0","0","0","0","0","0","0","0","29","0"
"2020-06-01","1","0","62","0","0","","","0","0","0","0","3","0","0","0","0","0","8","0"
"2020-06-02","0","1","126","0","1","","","0","0","0","0","3","0","2","2","0","0","21","0"
"2020-06-03","0","0","78","3","1","","","0","0","1","0","-1","0","0","0","0","0","12","-1"
"2020-06-04","3","0","133","2","0","","","0","0","0","0","13","0","0","0","0","0","27","0"
"2020-06-05","5","0","130","1","1","","","0","0","0","0","1","0","2","0","0","0","40","0"
"2020-06-06","2","0","145","0","0","","","0","0","0","0","1","0","0","0","0","0","34","0"
"2020-06-07","0","0","152","0","0","","","0","0","0","0","2","0","0","0","0","0","24","0"
"2020-06-08","2","2","109","0","0","","","0","0","2","0","3","0","0","0","0","0","29","0"
"2020-06-09","3","0","207","0","0","","","0","0","0","0","2","0","0","1","0","0","16","0"
"2020-06-10","1","0","116","1","6","","","0","0","1","0","0","0","3","1","0","0","44","0"
"2020-06-11","0","0","185","0","6","","","0","0","0","0","0","0","3","0","0","0","61","0"
"2020-06-12","0","0","214","0","-2","","","0","0","-2","0","2","0","-3","1","0","0","21","0"
"2020-06-13","3","0","242","3","0","","","0","0","0","0","0","0","4","0","0","0","41","0"
"2020-06-14","2","0","179","0","0","","","0","0","0","0","1","0","0","0","0","0","22","0"
"2020-06-15","3","0","80","4","0","","","0","0","0","0","0","0","1","0","0","0","26","0"
"2020-06-16","1","0","342","1","10","","","0","0","1","0","0","0","0","0","0","0","13","0"
"2020-06-17","0","0","161","0","0","","","0","0","0","0","2","0","1","0","0","0","7","0"
"2020-06-18","2","0","217","1","9","","","0","1","0","0","2","0","0","0","0","0","83","0"
"2020-06-19","0","0","317","1","0","","","0","0","3","0","2","0","1","0","0","0","31","0"
"2020-06-20","1","0","407","0","2","","","0","0","0","0","0","0","0","0","0","0","42","0"
"2020-06-21","1","0","227","3","2","","","0","0","-2","0","1","0","2","0","0","0","30","0"
"2020-06-22","0","0","288","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-23","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-24","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-25","11","1","1104","8","19","","0","0","3","8","0","5","0","3","1","1","0","167","0"
"2020-06-26","7","0","326","0","17","","0","1","-1","0","0","3","0","0","0","0","0","28","0"
"2020-06-27","1","-1","970","2","9","","0","0","0","0","0","1","0","9","0","0","0","108","0"
"2020-06-28","2","0","736","2","10","","0","0","1","3","0","2","0","4","0","0","0","61","0"
"2020-06-29","2","1","697","0","-4","","0","0","1","0","0","2","1","6","0","0","0","27","1"
"2020-06-30","0","0","488","1","10","","0","0","0","0","0","3","0","4","0","0","0","56","0"
"2020-07-01","4","1","509","4","4","","0","0","0","0","0","5","0","8","0","0","0","110","0"
"2020-07-02","6","1","576","1","4","","0","0","2","0","0","1","0","2","0","0","0","38","1"
"2020-07-03","6","1","848","0","6","","0","0","0","0","0","2","0","2","0","0","0","119","1"
"2020-07-04","5","2","679","2","5","","0","0","-1","3","0","3","0","6","3","0","0","150","0"
"2020-07-05","5","2","735","1","4","","0","0","0","0","0","1","0","3","0","0","0","92","0"
"2020-07-06","3","0","376","1","11","","0","0","0","0","0","2","0","5","0","0","0","93","0"
"2020-07-07","2","2","836","2","7","","0","0","2","0","0","3","0","20","0","0","0","2","0"
"2020-07-08","3","0","472","3","0","","0","0","0","0","0","3","0","0","0","0","0","35","0"
"2020-07-09","9","6","496","1","22","","0","0","3","0","0","1","0","31","1","0","0","33","0"
"2020-07-10","6","0","827","2","29","","0","0","1","2","0","4","1","1","0","0","0","131","0"
"2020-07-11","8","-2","837","2","27","","0","0","0","3","0","0","0","4","2","0","0","48","1"
"2020-07-12","5","3","762","2","4","","0","0","0","0","0","2","0","0","0","0","0","67","0"
"2020-07-13","7","2","755","0","0","","0","0","1","0","0","3","0","2","0","0","0","61","1"
"2020-07-14","3","0","1021","2","20","","0","0","0","2","0","2","0","0","0","0","0","54","0"
"2020-07-15","6","2","787","6","10","","0","0","0","0","0","2","2","5","1","0","0","27","1"
"2020-07-16","1","0","1315","3","11","","0","0","0","2","1","1","0","19","0","0","0","94","0"
"2020-07-17","10","1","1263","0","10","","0","0","0","0","0","5","2","3","0","0","0","85","1"
"2020-07-18","8","2","1115","0","2","","0","0","-1","-1","0","1","0","0","0","0","0","56","0"
"2020-07-19","3","-1","1128","4","28","","0","1","1","1","0","-2","0","21","0","1","0","103","0"
"2020-07-20","1","0","880","2","7","","0","0","1","0","0","2","0","1","0","-1","0","54","1"
"2020-07-21","6","2","713","3","9","","0","0","0","0","0","3","0","14","0","0","0","65","0"
"2020-07-22","2","1","1032","3","2","","0","0","-1","0","0","2","0","19","0","0","0","69","0"
"2020-07-23","7","1","1152","3","7","","0","0","0","0","0","1","1","0","0","0","0","90","0"
"2020-07-24","0","1","791","9","22","","0","0","0","0","0","2","0","16","0","1","0","124","0"
"2020-07-25","2","6","786","5","14","","0","0","2","0","0","5","0","2","0","0","0","109","0"
"2020-07-26","6","-1","807","8","25","","0","0","2","4","0","7","0","10","0","0","0","159","0"
"2020-07-27","5","1","899","6","5","","0","0","0","0","0","1","0","7","0","0","0","64","0"
"2020-07-28","8","-1","1042","4","10","","0","0","0","-1","0","3","0","5","0","0","0","35","0"
"2020-07-29","12","0","811","5","0","","0","0","0","-1","0","3","0","1","0","1","0","38","0"
"2020-07-30","2","1","848","9","17","","0","0","0","0","0","5","0","32","0","0","0","104","0"
"2020-07-31","3","0","1052","4","18","","0","0","1","0","0","6","0","-1","0","0","0","179","2"
"2020-08-01","3","0","922","7","6","","0","0","0","1","0","7","0","-2","0","0","0","42","0"
"2020-08-02","5","3","980","5","15","","0","0","0","0","1","3","0","11","0","0","0","107","1"
"2020-08-03","5","1","919","6","6","","0","0","0","0","0","2","0","5","0","0","0","50","0"
"2020-08-04","5","1","931","3","5","","0","0","0","0","0","3","0","6","0","0","0","26","0"
"2020-08-05","2","0","566","6","12","","0","0","0","0","0","6","0","0","0","0","0","57","0"
"2020-08-06","3","1","621","2","7","","0","0","3","0","0","2","0","12","0","0","0","78","0"
"2020-08-07","2","0","806","3","13","","0","0","1","1","0","1","0","26","0","0","0","123","0"
"2020-08-08","9","12","749","5","10","","0","0","2","0","1","4","0","5","0","0","0","88","1"
"2020-08-09","13","7","727","4","9","","0","1","2","0","0","2","0","3","1","0","0","41","1"
"2020-08-10","3","0","685","2","9","","0","0","1","0","0","6","0","0","0","1","0","36","-1"
"2020-08-11","2","0","495","1","2","","0","1","-1","0","0","5","0","0","0","0","0","43","0"
"2020-08-12","7","0","435","2","7","","0","0","0","0","0","4","0","0","0","1","0","72","0"
"2020-08-13","7","13","488","1","17","","0","0","0","1","0","11","0","8","0","0","0","55","1"
"2020-08-14","3","-1","888","6","34","","0","0","0","0","0","9","0","5","0","0","0","155","0"
"2020-08-15","8","1","782","0","10","","0","0","0","0","0","7","0","7","0","0","0","44","0"
"2020-08-16","6","0","628","1","17","","0","1","0","0","0","3","0","11","0","0","0","30","0"
"2020-08-17","0","0","591","0","0","","0","0","0","0","0","2","0","2","0","0","0","67","0"
"2020-08-18","3","5","618","0","3","","0","0","0","0","0","2","0","0","1","0","0","39","1"
"2020-08-19","5","-6","277","0","0","","0","0","1","0","0","3","1","1","2","0","0","105","0"
"2020-08-20","0","0","442","7","26","","0","0","0","2","0","5","0","0","0","0","0","71","3"
"2020-08-21","1","1","726","2","32","","0","0","1","0","0","3","0","11","0","0","0","72","0"
"2020-08-22","4","0","489","1","18","","0","0","0","0","2","9","0","2","0","0","0","107","4"
"2020-08-23","4","0","454","0","9","","0","0","0","0","0","3","0","2","0","0","0","60","0"
"2020-08-24","3","2","332","3","3","","0","0","3","2","0","4","0","1","0","0","0","55","1"
