"date","Oregon/Baker","Oregon/Benton","Oregon/Clackamas","Oregon/Clatsop","Oregon/Columbia","Oregon/Coos","Oregon/Crook","Oregon/Curry","Oregon/Deschutes","Oregon/Douglas","Oregon/Gilliam","Oregon/Grant","Oregon/Harney","Oregon/Hood River","Oregon/Jackson","Oregon/Jefferson","Oregon/Josephine","Oregon/Klamath","Oregon/Lake","Oregon/Lane","Oregon/Lincoln","Oregon/Linn","Oregon/Malheur","Oregon/Marion","Oregon/Morrow","Oregon/Multnomah","Oregon/Polk","Oregon/Sherman","Oregon/Tillamook","Oregon/Umatilla","Oregon/Unassigned","Oregon/Union","Oregon/Wallowa","Oregon/Wasco","Oregon/Washington","Oregon/Wheeler","Oregon/Yamhill"
"2020-04-03","","1","3","0","0","","0","","0","0","","0","","0","0","","0","0","","1","0","2","0","4","0","3","1","","0","0","","0","0","0","4","","3"
"2020-04-04","","1","3","0","0","","0","","0","0","","0","","0","0","","0","0","","1","0","2","0","4","0","3","1","","0","0","","0","0","0","4","","3"
"2020-04-05","","1","3","0","0","","0","","0","0","","0","","0","0","","0","0","","1","0","2","0","5","0","7","1","0","0","0","","0","0","0","4","","3"
"2020-04-06","","1","3","0","0","","0","","0","0","","0","","0","0","","0","0","","1","0","2","0","5","0","7","1","0","0","0","","0","0","0","4","","3"
"2020-04-07","","1","3","0","0","","0","0","0","0","","0","","0","0","","0","0","","1","0","2","0","6","0","7","1","0","0","0","","0","0","0","5","","3"
"2020-04-08","","1","3","0","0","","0","0","0","0","","0","","0","0","","0","0","","1","0","2","0","9","0","7","1","0","0","0","","0","0","0","6","","3"
"2020-04-09","","1","3","0","0","","0","0","0","0","","0","","0","0","","0","0","","1","0","4","0","9","0","13","1","0","0","0","1","0","0","0","6","","5"
"2020-04-10","","1","3","0","0","","0","0","0","0","","0","","0","0","","0","0","","1","0","4","0","9","0","13","1","0","0","0","1","0","0","0","6","","5"
"2020-04-11","","2","3","0","0","","0","0","0","0","","0","","0","0","","0","0","","1","0","4","0","9","0","17","1","0","0","0","","0","0","0","6","","5"
"2020-04-12","","2","3","0","0","","0","0","0","0","","0","","0","0","","1","0","","1","0","4","0","9","0","19","1","0","0","0","0","0","0","0","6","","6"
"2020-04-13","","2","3","0","0","0","0","0","0","0","","0","","0","0","","1","0","","1","0","4","0","9","0","19","1","0","0","0","0","0","0","0","7","","6"
"2020-04-14","","3","3","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","4","0","9","0","20","1","0","0","0","0","0","0","0","7","","6"
"2020-04-15","","3","3","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","4","0","10","0","22","1","0","0","0","0","0","0","0","7","","6"
"2020-04-16","","4","3","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","4","0","11","0","26","1","0","0","0","0","0","0","0","7","","6"
"2020-04-17","","4","4","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","12","0","28","1","0","0","0","0","0","0","0","7","","6"
"2020-04-18","","4","5","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","13","0","28","1","0","0","0","0","0","0","0","7","","6"
"2020-04-19","","5","5","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","13","0","28","1","0","0","0","0","0","0","0","8","","6"
"2020-04-20","","5","5","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","14","0","28","1","0","0","0","0","0","0","0","8","","6"
"2020-04-21","","5","5","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","14","0","29","1","0","0","0","0","0","0","0","10","","6"
"2020-04-22","","5","5","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","14","0","29","1","0","0","0","0","0","0","0","10","","6"
"2020-04-23","","5","6","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","6","0","14","0","33","1","0","0","0","0","0","0","0","10","","6"
"2020-04-24","","5","6","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","1","0","7","0","14","0","35","1","0","0","0","0","0","0","0","10","","6"
"2020-04-25","","5","6","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","2","0","7","0","14","0","35","1","0","0","0","0","0","0","0","10","","6"
"2020-04-26","","5","6","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","2","0","7","0","15","0","37","1","0","0","0","0","0","0","2","10","","6"
"2020-04-27","","5","6","0","0","0","0","0","0","0","","0","","0","0","0","1","0","","2","0","7","0","15","0","37","1","0","0","0","0","0","0","1","11","","6"
"2020-04-28","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","17","0","40","1","0","0","0","0","0","0","1","11","","7"
"2020-04-29","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","17","0","42","1","0","0","0","0","0","0","1","11","","7"
"2020-04-30","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","18","0","43","1","0","0","0","0","0","0","1","11","","7"
"2020-05-01","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","18","0","44","1","0","0","0","0","0","0","1","11","","7"
"2020-05-02","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","19","0","46","2","0","0","1","0","0","0","1","11","","7"
"2020-05-03","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","19","0","46","2","0","0","1","0","0","0","1","11","","7"
"2020-05-04","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","19","0","46","2","0","0","1","0","0","0","1","11","","7"
"2020-05-05","","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","19","0","49","2","0","0","1","0","0","0","1","12","","7"
"2020-05-06","0","5","7","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","19","0","50","3","0","0","1","0","0","0","1","12","","7"
"2020-05-07","0","5","8","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","21","0","52","4","0","0","1","0","0","0","1","12","","7"
"2020-05-08","0","5","8","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","7","0","23","0","52","5","0","0","1","0","0","0","1","12","","7"
"2020-05-09","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","53","5","0","0","1","0","0","0","1","12","","7"
"2020-05-10","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","53","5","0","0","1","0","0","0","1","12","","7"
"2020-05-11","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","53","6","0","0","2","0","0","0","1","13","","7"
"2020-05-12","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","53","6","0","0","2","0","0","0","1","13","","7"
"2020-05-13","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","53","9","0","0","2","0","0","0","1","14","","7"
"2020-05-14","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","55","9","0","0","2","0","0","0","1","15","","7"
"2020-05-15","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","55","9","0","0","2","0","0","0","1","15","","7"
"2020-05-16","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","55","9","0","0","2","0","0","0","1","15","","7"
"2020-05-17","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","23","0","55","9","0","0","2","0","0","0","1","15","","7"
"2020-05-18","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","8","0","24","0","55","9","0","0","2","0","0","0","1","15","","7"
"2020-05-19","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","24","0","55","9","0","0","3","0","0","0","1","15","","7"
"2020-05-20","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","24","0","57","9","0","0","3","0","0","0","1","17","","7"
"2020-05-21","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","24","0","57","10","0","0","3","0","0","0","1","17","","7"
"2020-05-22","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-23","0","5","9","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-24","0","5","10","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-25","0","5","10","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-26","0","5","10","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-27","0","5","10","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","2","0","9","0","25","0","58","10","0","0","3","0","0","0","1","17","","7"
"2020-05-28","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","2","0","9","0","25","0","59","11","0","0","3","0","0","0","1","17","","7"
"2020-05-29","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","2","0","9","0","25","0","59","11","0","0","3","0","0","0","1","17","","7"
"2020-05-30","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","25","0","59","12","0","0","3","0","0","0","1","17","","7"
"2020-05-31","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","25","0","59","12","0","0","3","0","0","0","1","17","","7"
"2020-06-01","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","26","0","59","12","0","0","3","0","0","0","1","17","","7"
"2020-06-02","0","5","11","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","26","0","61","12","0","0","3","0","0","0","1","18","","7"
"2020-06-03","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","26","0","62","12","0","0","3","0","0","0","1","18","","7"
"2020-06-04","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","26","0","62","12","0","0","3","0","0","0","1","18","","7"
"2020-06-05","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","27","0","63","12","0","0","3","0","0","0","1","18","","7"
"2020-06-06","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","27","0","63","12","0","0","3","0","0","0","1","18","","7"
"2020-06-07","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","0","27","0","65","12","0","0","3","0","0","0","1","18","","7"
"2020-06-08","0","5","12","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","27","0","65","12","0","0","3","0","0","0","1","18","","7"
"2020-06-09","0","5","13","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","66","12","0","0","3","0","0","0","1","18","","7"
"2020-06-10","0","5","13","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","66","12","0","0","3","0","0","0","1","18","","7"
"2020-06-11","0","5","14","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","66","12","0","0","3","0","0","0","1","18","","8"
"2020-06-12","0","5","14","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","67","12","0","0","3","0","0","0","1","19","","8"
"2020-06-13","0","5","14","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","67","12","0","0","3","0","0","0","1","19","","8"
"2020-06-14","0","5","14","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","67","12","0","0","3","0","0","0","1","19","","8"
"2020-06-15","0","5","18","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","30","0","68","12","0","0","4","0","0","0","1","20","","8"
"2020-06-16","0","5","19","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","3","0","9","1","31","0","68","12","0","0","4","0","0","0","1","20","","8"
"2020-06-17","0","5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","9","1","31","0","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-18","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","9","1","33","0","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-19","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","9","1","34","0","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-20","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","9","1","34","0","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-21","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","9","1","34","0","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-22","0","5","23","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","9","1","35","1","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-23","0","5","23","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","9","1","35","1","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-24","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","36","1","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-25","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","38","1","68","12","0","0","4","0","0","0","1","20","0","8"
"2020-06-26","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","41","2","68","12","0","0","4","0","1","0","1","20","0","8"
"2020-06-27","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","41","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-06-28","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","41","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-06-29","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","43","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-06-30","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","46","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-07-01","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2","9","1","47","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-07-02","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","2","9","1","47","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-07-03","0","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","2","9","1","47","1","69","12","0","0","4","0","1","0","1","20","0","8"
"2020-07-04","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","3","9","1","47","1","69","12","0","0","6","0","1","0","1","20","0","8"
"2020-07-05","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","4","9","1","48","1","69","12","0","0","6","0","1","0","1","20","0","8"
"2020-07-06","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","4","9","1","48","1","69","12","0","0","6","0","1","0","1","20","0","8"
"2020-07-07","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","4","10","1","50","1","70","12","0","0","6","0","1","0","1","20","0","9"
"2020-07-08","0","6","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","4","10","1","51","1","72","12","0","0","6","0","1","0","1","20","0","9"
"2020-07-09","0","6","27","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","4","10","1","53","1","72","12","0","0","7","0","1","0","1","20","0","9"
"2020-07-10","0","6","27","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","5","10","1","53","1","72","12","0","0","7","0","2","0","1","20","0","9"
"2020-07-11","0","6","27","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","5","10","1","53","1","72","12","0","0","7","0","2","0","1","20","0","9"
"2020-07-12","0","6","27","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","5","10","2","53","1","72","12","0","0","7","0","2","0","1","21","0","9"
"2020-07-13","0","6","28","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","5","10","2","54","1","72","12","0","0","8","0","2","0","1","21","0","9"
"2020-07-14","0","6","29","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","3","7","10","3","56","1","72","12","0","0","8","0","2","0","2","21","0","9"
"2020-07-15","0","6","29","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","7","10","3","56","1","73","12","0","0","8","0","2","0","2","21","0","9"
"2020-07-16","0","6","29","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","7","10","5","56","1","73","12","0","0","8","0","2","0","2","21","0","9"
"2020-07-17","0","6","30","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","7","10","5","57","1","74","12","0","0","9","0","2","0","3","21","0","9"
"2020-07-18","0","6","30","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","5","58","1","74","12","0","0","9","0","2","1","3","21","0","9"
"2020-07-19","0","6","30","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","5","60","1","75","12","0","0","9","0","2","1","3","21","0","9"
"2020-07-20","0","6","30","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","5","62","1","75","12","0","0","9","0","2","1","3","21","0","9"
"2020-07-21","0","6","33","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","6","62","1","76","12","0","0","10","0","2","1","3","22","0","9"
"2020-07-22","0","6","33","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","6","62","1","76","12","0","0","12","0","2","1","3","22","0","9"
"2020-07-23","0","6","33","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","3","8","10","6","63","1","76","12","0","0","13","0","2","1","3","22","0","9"
"2020-07-24","0","6","34","0","0","0","1","0","3","1","0","0","0","0","0","0","1","1","0","3","8","10","7","64","1","78","12","0","0","15","0","2","1","3","22","0","9"
"2020-07-25","0","6","34","0","0","0","1","0","3","1","0","0","0","0","0","0","1","1","0","3","8","10","7","64","1","78","12","0","0","15","0","2","1","3","22","0","9"
"2020-07-26","0","6","34","0","0","0","1","0","3","1","0","0","0","0","0","0","1","1","0","3","8","10","8","65","1","82","12","0","0","16","0","2","1","3","22","0","9"
"2020-07-27","0","6","34","0","0","0","1","0","3","1","0","0","0","0","0","0","1","1","0","3","8","10","8","65","1","82","12","0","0","16","0","2","1","3","22","0","9"
"2020-07-28","0","6","36","0","0","0","1","0","5","1","0","0","0","0","0","3","1","1","0","3","8","10","9","67","1","84","12","0","0","17","0","2","1","3","22","0","10"
"2020-07-29","0","6","36","0","0","0","1","0","5","1","0","0","0","0","1","3","1","1","0","3","8","10","9","67","2","87","12","0","0","20","0","2","1","3","22","0","10"
"2020-07-30","0","6","36","0","0","0","1","0","5","1","0","0","0","0","1","3","1","1","0","3","8","10","9","67","2","90","12","0","0","22","0","2","1","3","22","0","10"
"2020-07-31","0","6","36","0","0","0","1","0","7","1","0","0","0","0","1","3","1","1","0","3","9","10","9","67","2","92","12","0","0","23","0","2","1","3","22","0","10"
"2020-08-01","0","6","36","0","0","0","1","0","8","1","0","0","0","0","1","3","1","1","0","3","9","10","9","67","1","92","12","0","0","24","0","2","1","3","23","0","11"
"2020-08-02","0","6","36","0","0","0","1","0","8","1","0","0","0","0","1","3","1","1","0","3","9","10","10","67","1","92","12","0","0","24","0","2","1","3","23","0","11"
"2020-08-03","0","6","36","0","0","0","1","0","8","1","0","0","0","0","1","3","1","1","0","3","9","10","10","68","1","93","12","0","0","24","0","2","1","3","23","0","11"
"2020-08-04","0","6","37","0","0","0","1","0","8","1","0","0","0","0","1","3","1","1","0","3","9","10","12","68","2","93","12","0","0","24","0","2","1","3","23","0","12"
"2020-08-05","0","6","38","0","0","0","1","0","8","1","0","0","0","0","1","3","2","1","0","3","9","10","12","68","2","93","12","0","0","26","0","2","1","3","24","0","12"
"2020-08-06","0","6","38","0","0","0","1","0","8","1","0","0","0","0","1","3","2","1","0","3","9","10","12","68","3","93","12","0","0","26","0","2","1","3","24","0","12"
"2020-08-07","0","6","39","0","0","0","1","0","9","1","0","0","0","0","2","4","2","2","0","3","9","10","13","69","3","93","12","0","0","27","0","2","1","3","24","0","13"
"2020-08-08","0","6","40","0","0","0","1","0","10","1","0","0","0","0","2","4","2","2","0","3","9","10","14","70","3","94","12","0","0","28","0","2","1","3","25","0","13"
"2020-08-09","0","6","40","0","0","0","1","0","10","1","0","0","0","0","2","4","2","2","0","3","9","10","14","70","3","95","12","0","0","28","0","2","1","3","25","0","13"
"2020-08-10","0","6","40","0","0","0","1","0","10","1","0","0","0","0","2","4","2","2","0","3","9","10","14","70","3","96","12","0","0","28","0","2","1","3","25","0","13"
"2020-08-11","0","6","44","0","0","0","1","0","10","1","0","0","0","0","2","4","2","2","0","3","9","11","13","73","3","98","12","0","0","30","0","2","1","3","25","0","13"
"2020-08-12","0","6","47","0","0","0","1","0","10","1","0","0","0","0","2","4","2","2","0","3","9","11","14","73","3","98","12","0","0","31","0","2","1","3","27","0","13"
"2020-08-13","0","6","49","0","1","0","1","0","11","1","0","0","0","0","2","4","2","2","0","3","9","11","15","73","3","101","12","0","0","31","0","2","1","3","27","0","13"
"2020-08-14","0","6","49","0","1","0","1","0","11","1","0","0","0","0","2","4","2","2","0","4","9","11","15","73","3","101","12","0","0","32","0","2","1","3","27","0","13"
"2020-08-15","0","6","49","0","1","0","1","0","11","1","0","0","0","0","2","5","2","2","0","4","9","11","15","73","3","101","12","0","0","32","0","2","1","3","27","0","13"
"2020-08-16","0","6","50","0","1","0","1","0","11","1","0","0","0","0","2","5","2","2","0","4","9","11","15","73","3","102","12","0","0","32","0","2","1","3","27","0","13"
"2020-08-17","0","6","50","0","1","0","1","0","11","1","0","0","0","0","2","5","2","2","0","4","9","11","15","73","3","102","12","0","0","32","0","2","1","3","27","0","13"
"2020-08-18","0","6","52","0","1","0","1","0","11","1","0","0","0","0","2","6","2","2","0","4","11","11","16","73","3","102","12","0","0","32","0","2","1","3","30","0","13"
"2020-08-19","0","6","55","0","1","0","1","0","11","1","0","0","0","0","2","6","2","2","0","4","11","11","16","73","3","108","13","0","0","32","0","2","1","3","31","0","13"
"2020-08-20","1","6","55","0","1","0","1","0","11","2","0","0","0","0","2","6","2","2","0","4","11","12","16","73","3","108","13","0","0","32","0","2","1","3","32","0","13"
"2020-08-21","1","6","55","0","1","0","1","0","11","2","0","0","0","0","2","6","2","2","0","5","11","12","16","74","3","108","13","0","0","32","0","2","1","3","32","0","13"
"2020-08-22","1","6","55","0","1","0","1","0","11","2","0","0","0","0","2","6","2","2","0","5","11","12","16","75","3","109","13","0","0","32","0","2","1","3","32","0","14"
"2020-08-23","1","6","55","0","1","0","1","0","11","2","0","0","0","0","2","6","2","2","0","5","11","12","16","75","3","109","13","0","0","32","0","2","1","3","32","0","14"
"2020-08-24","1","6","55","0","1","0","1","0","11","2","0","0","0","0","2","6","2","2","0","5","11","12","16","75","3","109","13","0","0","32","0","2","1","3","35","0","14"
