"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-08-10","","","","4","58","15","52","","27","17","19","","","","21","","","23","",""
"2020-08-11","58","20","","","","15","52","","","17","","","18","","21","32","","23","",""
"2020-08-12","","22","","","58","15","52","","27","17","","","18","","","","","23","",""
"2020-08-13","58","22","","","58","15","52","","","","","","","","21","","","23","",""
"2020-08-14","58","42","","","58","15","52","","27","","","","18","","","","","23","18",""
"2020-08-15","58","79","","4","","15","52","","27","17","","","18","","21","","","23","",""
"2020-08-16","","97","","","","15","52","","","","19","","18","","21","","","23","18",""
"2020-08-17","","104","","","58","15","52","","","","","","18","","","32","","23","",""
"2020-08-18","58","124","","","","15","52","","","","","","18","","","","","23","",""
"2020-08-19","58","190","","4","58","15","52","","27","","","","","15","","","","23","",""
"2020-08-20","58","260","","4","","15","52","","","","","","","","21","","","23","18",""
"2020-08-21","58","367","","4","58","15","52","","27","","","","","","","32","","23","",""
"2020-08-22","58","367","","4","58","15","52","","27","","","","","","","","","23","",""
"2020-08-23","58","455","","4","","15","52","","27","","","","18","","","","","23","18",""
"2020-08-24","58","485","","","58","15","52","","27","","","","","","","","","23","18",""
"2020-08-25","58","508","","4","58","15","52","","","","","","","","","","","23","",""
"2020-08-26","58","516","","","58","15","52","","27","","19","","18","","21","","","23","",""
"2020-08-27","58","562","","4","58","15","52","","","","19","","","","21","","","23","18",""
"2020-08-28","58","621","","4","58","15","52","","27","","","","","","21","","13","23","",""
"2020-08-29","58","660","","4","58","15","52","","","","","","","","","","","23","",""
"2020-08-30","58","679","","4","58","15","52","","27","","19","","","","21","","13","23","18",""
"2020-08-31","58","680","","4","58","15","52","2","","","19","","","","21","","13","23","18",""
"2020-09-01","58","734","","","58","15","52","2","","","19","","","","21","32","","23","18",""
"2020-09-02","58","797","","4","58","15","52","","27","","","","","","","","","23","",""
"2020-09-03","58","885","","4","58","15","52","","","","","","","","","","13","23","",""
"2020-09-04","58","922","","","","15","52","2","27","","","","","","","","13","23","",""
"2020-09-05","58","936","","","58","15","52","","","","19","","18","","21","32","13","23","18",""
"2020-09-06","58","1001","","","58","15","52","","","","","","","","21","32","","23","18",""
"2020-09-07","58","1033","","4","58","15","52","2","27","","19","","18","","","","","23","",""
"2020-09-08","58","1057","","4","58","15","52","2","27","","","","18","","","32","","23","18",""
"2020-09-09","58","1063","","","","15","52","","27","","19","","","","21","","","23","18",""
"2020-09-10","58","1150","","","58","15","52","2","27","","","","","","","32","13","23","18",""
"2020-09-11","58","1246","","4","58","15","52","","27","","19","","","","","","13","23","18",""
"2020-09-12","58","1277","","4","58","15","52","2","27","","","","18","","","","","23","18",""
"2020-09-13","58","1288","","","58","15","52","","27","","19","","","","","","","23","",""
"2020-09-14","58","1288","","4","58","15","52","2","","","19","","18","","","32","","23","18",""
"2020-09-15","58","1294","","","58","15","52","","27","","","","","","","32","13","23","18",""
"2020-09-16","58","1317","","","58","15","52","","","","19","","18","","","","","23","18",""
"2020-09-18","","1338","","","","","","","","","","","","","","","","","",""
"2020-09-19","58","1397","","","58","15","52","2","27","","","","","","21","","","23","",""
"2020-09-20","58","1397","","","58","15","52","","","17","19","","18","","21","32","","23","",""
"2020-09-21","58","1397","","","58","15","52","","27","","19","","18","","21","32","","23","",""
"2020-09-22","58","1397","","4","58","15","52","","27","17","19","","","","21","32","13","23","",""
"2020-09-23","58","1397","","4","58","15","52","2","27","","19","","","","21","32","","23","",""
"2020-09-24","58","","","4","58","15","52","","27","17","19","","18","","21","","","23","18",""
"2020-09-25","58","1397","","","58","15","52","","27","","19","","","","","32","13","23","18",""
"2020-09-26","58","1397","","","58","15","52","2","27","17","","","18","","21","32","","23","18",""
"2020-09-27","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","","23","18",""
"2020-09-28","58","1397","","4","58","15","52","","27","","19","","18","","","32","","23","",""
"2020-09-29","58","1397","","","58","15","52","2","27","17","19","","18","","21","32","13","23","18",""
"2020-09-30","58","1397","","4","58","15","52","2","","","","","18","","21","32","13","23","",""
"2020-10-01","58","1397","","4","58","15","52","2","27","","","","18","","21","32","13","23","18",""
"2020-10-02","58","1397","","","58","15","52","2","","","","","18","","21","32","13","23","",""
"2020-10-03","58","1397","","4","58","15","52","2","27","","19","","18","","21","32","13","23","18",""
"2020-10-04","58","1397","","4","58","15","52","2","27","","19","","18","","21","32","13","23","",""
"2020-10-05","58","","","","58","15","52","","27","","19","","","","21","32","13","23","18",""
"2020-10-06","58","1397","","4","58","15","52","","27","17","19","","18","","21","32","13","23","18",""
"2020-10-07","58","","","4","58","15","52","","","","","","18","","21","32","","23","18",""
"2020-10-08","58","1397","","4","58","15","52","","27","","19","","18","","21","32","","23","18",""
"2020-10-09","58","1397","","","58","15","52","2","27","","19","","18","","21","32","","23","",""
"2020-10-10","58","1397","","4","58","15","52","2","","17","19","","18","","21","32","13","23","18",""
"2020-10-11","58","1397","","","58","15","52","2","27","","19","","18","","21","32","13","23","18",""
"2020-10-12","58","","","4","58","15","52","2","27","","19","","18","","","32","","23","18",""
"2020-10-13","58","1397","","","58","15","52","","27","","19","","18","","","32","13","23","",""
"2020-10-14","58","1397","","4","58","15","52","","27","","19","","18","","21","32","","23","18",""
"2020-10-15","58","1397","","4","58","15","52","2","27","17","19","","18","","21","32","13","23","",""
"2020-10-16","58","1397","","4","58","15","52","","27","","19","","18","","21","32","13","23","18",""
"2020-10-17","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","13","23","18",""
"2020-10-18","58","1397","","4","58","15","52","2","27","","19","","18","","21","","13","23","18",""
"2020-10-19","58","1397","","4","58","15","52","","27","","19","","18","","21","32","13","23","18",""
"2020-10-20","58","1397","","","58","15","52","2","27","","19","","18","","21","32","13","23","18",""
"2020-10-21","58","1397","","4","58","15","52","","27","","19","","18","","21","32","13","23","18",""
"2020-10-22","58","1397","","4","58","15","52","2","27","","","","18","","21","32","13","23","18",""
"2020-10-23","58","1397","","4","58","15","52","2","","17","19","","","","21","32","13","23","",""
"2020-10-24","58","1397","","4","58","15","52","","27","","19","","18","","21","32","13","23","",""
"2020-10-25","58","1397","","4","58","15","52","2","27","","19","","18","","","32","13","23","",""
"2020-10-26","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","","23","18",""
"2020-11-02","58","1397","","","","15","52","","","","19","","18","","21","32","13","23","18",""
"2020-11-03","58","","","4","58","15","52","","27","17","19","","","","21","32","13","23","",""
"2020-11-04","58","1397","","4","58","15","52","2","27","","19","","","","21","32","13","23","18",""
"2020-11-05","58","1397","","4","58","15","52","","27","17","19","","","","21","32","13","23","18",""
"2020-11-06","58","1397","","","58","15","52","","27","","","","18","","21","","13","23","18",""
"2020-11-07","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","13","23","18",""
"2020-11-08","58","1397","","","58","15","52","2","27","17","19","","","","","","","23","",""
"2020-11-09","58","1397","","4","58","15","52","2","27","","19","","","15","21","32","","23","18",""
"2020-11-10","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","13","23","18",""
"2020-11-11","58","1397","","4","58","15","52","2","27","","19","","","15","","32","13","23","18",""
"2020-11-12","58","1397","","4","58","15","52","2","27","17","19","","","","21","32","13","23","18",""
"2020-11-13","58","1397","","4","58","15","52","","27","","19","","","","21","32","","23","18",""
"2020-11-14","58","1397","","","58","15","52","","27","17","19","","","","21","32","13","23","18",""
"2020-11-15","58","1397","","4","58","15","52","2","27","","19","","","","21","32","13","23","18",""
"2020-11-16","58","","","4","58","15","52","","27","","","","18","","21","32","13","23","",""
"2020-11-17","58","1397","","4","58","15","52","2","27","","19","","18","","21","32","13","23","18",""
"2020-11-18","58","1397","","4","58","15","52","2","27","","19","","","","21","32","13","23","18",""
"2020-11-19","58","1397","","","58","15","52","2","27","","19","","","","","32","","23","18",""
"2020-11-20","58","1397","","","58","15","52","2","27","","19","","","","","32","","23","18",""
"2020-11-22","58","1397","","4","58","15","52","","27","","19","","","","21","32","13","23","18",""
"2020-11-23","58","1397","","4","58","15","52","","27","","19","","","","21","32","","23","18",""
"2020-11-26","58","","","4","58","15","52","2","27","","19","","","","21","32","13","23","18",""
"2020-11-27","58","1397","","","58","15","52","","27","","","","18","","","32","","23","18",""
"2020-11-28","58","1397","","4","58","15","52","2","27","","19","","18","","21","32","13","23","18",""
"2020-11-29","58","1397","","","58","15","52","2","27","","19","","18","15","21","32","","23","18",""
"2020-11-30","58","","","4","58","15","52","2","27","","","","","","","32","","23","18",""
"2020-12-01","58","1397","","4","58","15","52","2","27","","19","","","","21","32","","23","18",""
"2020-12-26","58","","","","58","15","52","","27","","","","","","21","","","23","",""
"2020-12-27","58","1397","","","58","15","52","","27","","","","18","","21","32","13","23","",""
"2020-12-28","58","1397","","","58","15","52","","27","","","","","","","","","","",""
"2020-12-29","58","1397","","","58","15","52","","27","","19","","","","","32","","23","",""
"2020-12-30","58","","","","58","15","52","2","27","","","","","","21","32","13","23","",""
"2020-12-31","58","1397","","","","15","52","","","","","","","","21","32","","23","",""
"2021-01-01","58","","","","","15","52","2","","","","","","","","","","23","18",""
"2021-01-02","58","","","","58","15","52","","27","","","","","","","32","","23","",""
"2021-01-03","58","1397","","","58","15","52","","27","","19","","","","","32","","23","",""
"2021-01-04","58","","","","58","15","52","","27","","19","","","","21","","","23","",""
"2021-01-05","58","1397","","","","15","","","27","","","","18","","21","32","13","23","",""
"2021-01-06","58","1397","","","58","15","52","","","","","","","","","32","13","23","",""
"2021-01-07","58","1397","","4","58","15","52","","","","","","18","","","","","","18",""
"2021-01-08","","","","","","15","52","","","","","","18","","","32","13","23","",""
"2021-01-09","58","","","4","58","15","52","","27","","","","18","","","","","23","",""
"2021-01-10","58","1397","","","58","15","52","","","","","","","","","","","","",""
"2021-01-11","58","1397","","","","15","52","","27","","","","","","","32","","23","18",""
"2021-01-13","","1397","","4","58","15","52","","27","17","","","18","","21","","13","23","",""
"2021-01-14","","","","","58","15","52","","","","","","","","21","32","","","",""
"2021-01-15","","","","","58","15","52","","27","","","","18","","21","32","","","",""
"2021-01-16","","","","4","","15","52","","","","19","","","","","32","","23","",""
"2021-01-17","58","1397","","","58","","52","","","","","","","","","32","","23","",""
"2021-01-18","58","","","","","15","52","","","","","","","","","","","23","",""
"2021-01-19","","1397","","4","58","15","52","","","","","","","","21","","","23","",""
"2021-01-20","","","","4","58","15","52","","27","","19","","","","","","","","",""
"2021-01-21","58","","","4","58","15","52","","","","","","","","21","","","23","",""
"2021-01-22","58","","","4","58","15","52","","","","19","","","","","","","23","18",""
"2021-01-23","","1397","","4","58","15","52","","","","","","","","","32","","","",""
"2021-01-24","","1397","","","58","15","52","","27","","","","","","21","32","","23","",""
"2021-01-25","","","","4","","15","52","","27","","","","","","","32","","","",""
"2021-01-26","58","","","4","","15","52","","","","","","","","","","","","",""
"2021-01-27","58","","","","","15","52","","","","","","","","","","","23","",""
"2021-01-28","58","","","","58","15","52","","27","","","","","","","32","","","",""
"2021-01-29","58","","","4","58","15","52","","27","","","","","","","32","13","23","",""
"2021-01-30","","1397","","4","58","15","52","","27","","19","","","","","","","23","",""
"2021-01-31","58","","","","58","","52","","27","","","","","","21","","","23","",""
"2021-02-01","","","","","","15","52","","","","","","","","21","","","23","",""
"2021-02-02","58","","","","","15","52","","","","","","","","","","","","",""
"2021-02-03","58","","","4","58","15","52","","","","","","","","","","","23","",""
"2021-02-04","58","","","","58","15","52","","27","","","","","","21","","","23","",""
"2021-02-05","","1397","","4","58","","","","27","","","","","","","32","","","",""
"2021-02-06","58","","","4","","","52","","","","","","","","","","","23","",""
"2021-02-07","","1398","","","58","15","","","","","","","","","21","","","","",""
"2021-02-08","","","","","","15","","","27","","","","","","21","32","","","",""
"2021-02-09","","1398","","","","15","52","","27","","","","","","21","","","23","",""
"2021-02-10","","","","4","58","15","52","","27","","","","","","","32","13","23","",""
"2021-02-11","","","","","58","","52","","","","","","","","","","","23","",""
"2021-02-12","","1398","","4","","15","52","","27","","","","","","","32","13","","",""
"2021-02-13","","","","","58","15","52","","","","19","","","","","","","","",""
"2021-02-14","58","","","","","15","52","","27","","","","","","","","","","",""
"2021-02-15","58","","","4","","15","52","","27","","","","","","","","","","",""
"2021-02-16","58","","","","58","","52","","27","","","","","","21","","","","",""
"2021-02-17","","1399","","","58","15","52","","","","","","","","","32","","23","",""
"2021-02-18","","","","","","15","52","","","","","","","","","","","","",""
"2021-02-19","","","","","58","","52","","","","","","","","","","","23","18",""
"2021-02-20","58","","","","","","","","","","","","","","21","","","","",""
"2021-02-21","","","","","58","","52","","","","","","","","","","","","",""
"2021-02-22","","","","","","","52","","27","","","","","","","","","23","",""
"2021-02-23","","","","4","","","52","","","","","","","","","","","","",""
"2021-02-24","58","","","","","15","52","","","","","","","","","","","","",""
"2021-02-25","","","","","","","52","","","","","","","","","","","","",""
"2021-02-26","","","","","58","","52","","","","","","","","","","","","",""
"2021-02-27","","","","","","15","52","","","","","","","","21","","","23","",""
"2021-02-28","","1408","","","","15","52","","","","","","","","","","","","",""
"2021-03-01","","","","","","","","","27","","","","","","","","","","",""
"2021-03-02","","","","","","15","52","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","27","","","","","","","","","","",""
"2021-03-05","","","","","","15","","","","17","","","","","","","","23","",""
"2021-03-06","","","","","","15","","","","","","","18","","","","","","",""
"2021-03-07","","","","","58","15","52","","","","","","","","","","","","",""
"2021-03-08","58","","","","","15","52","2","","","","","","","","","","","",""
"2021-03-09","","","","","","15","52","","","","","","","","","","","","",""
"2021-03-10","58","","","","","15","52","","27","","","","","","21","","13","","",""
"2021-03-11","","","","","58","15","","","27","","","","","","","32","","","",""
"2021-03-12","","","","","","","","","","","","","","","","","","","18",""
"2021-03-13","","","","","","","","","","","","","","","21","","","","",""
"2021-03-14","","","","","58","","52","","","","","","","","","","","","",""
"2021-03-16","58","","","","","","52","","","","","","","","","","","","",""
"2021-03-17","58","1408","","","","","","","","","","","18","","21","","","","",""
"2021-03-18","","","","","","15","","","","","","","","","","","","","",""
"2021-03-19","","","","","","15","","","","","","","","","","","","","",""
"2021-03-20","58","1408","","","","","","","","","","","","","","","","23","",""
"2021-03-21","","","","","","15","52","","","","19","","","","","","","","",""
"2021-03-22","","1408","","","","15","","","27","","","","","","","","","","",""
"2021-03-23","58","1410","","","","15","52","","27","","","","","","21","","","23","18",""
"2021-03-24","","","","","58","15","52","","","","19","","","","","32","","","",""
"2021-03-25","","","","","","","52","","","","","","","","","","","","",""
"2021-03-26","","","","","","15","","","27","","","","","","","","13","23","",""
"2021-03-27","58","1412","","","","15","","","","","","","","","21","","","","",""
"2021-03-28","58","","","","58","15","52","","","","","","","","21","","","23","",""
"2021-03-29","58","","","","","","52","","27","","","","","","","","","","18",""
"2021-03-30","","","","","","","","","","","19","","","","","","","","18",""
"2021-03-31","","","","","","","52","","","","","","","","","","","","",""
"2021-04-01","","","","","","","52","","","","","","","","","","","","",""
"2021-04-02","","1412","","","","15","52","","","","","","","","","","13","","",""
"2021-04-03","","","","","","15","52","","27","","","","","","","","","","18",""
"2021-04-04","","1413","","","58","15","52","","","","","","","","","","","","18",""
"2021-04-05","","","","","","15","52","","","","","","","","","32","13","23","",""
"2021-04-06","58","","","","","15","52","","","","","","","","","32","","","",""
"2021-04-07","","1413","","","58","15","52","","","","","","","","","","","23","18",""
"2021-04-08","58","1413","","","58","15","52","2","","","","","","","","","","","",""
"2021-04-09","58","","","","","15","52","","","","","","","","21","","","","",""
"2021-04-10","","1413","","4","","15","52","","","17","19","","","","","","","","",""
"2021-04-11","","1413","","","","15","52","","27","","","","","","","","","","",""
"2021-04-12","","","","","58","15","52","2","","","19","","","","","","","","",""
"2021-04-13","","","","4","58","15","52","2","","","19","","","","","","","23","",""
"2021-04-14","58","","","","58","","52","","","","","","","","","","13","23","",""
"2021-04-15","58","1413","","","58","","52","","27","","19","","","","","","","23","",""
"2021-04-16","58","1413","","","","15","52","","27","","19","","","","","","13","23","",""
"2021-04-17","58","1415","","4","58","15","52","","27","","19","","","","","","13","23","",""
"2021-04-18","58","1415","","4","58","15","52","","27","","","","18","","","","","23","",""
"2021-04-19","","1416","","","58","15","52","","27","","19","","","","","","","23","",""
"2021-04-20","58","","","","58","15","52","","27","","","","","","21","32","13","23","18",""
