"date","Connecticut/Fairfield","Connecticut/Hartford","Connecticut/Litchfield","Connecticut/Middlesex","Connecticut/New Haven","Connecticut/New London","Connecticut/Tolland","Connecticut/Unassigned","Connecticut/Windham"
"2020-05-25","15213","9841","1346","1012","11017","1043","812","224","365"
"2020-05-26","15355","9917","1360","1026","11121","1075","821","257","371"
"2020-05-27","15314","9962","1360","1061","11124","1053","815","228","371"
"2020-05-28","15353","10078","1366","1082","11198","1067","822","218","375"
"2020-05-29","15409","10146","1375","1090","11241","1068","827","226","380"
"2020-05-30","15502","10207","1381","1104","11309","1076","833","229","381"
"2020-05-31","15549","10296","1397","1104","11323","1078","836","234","384"
"2020-06-01","15709","10448","1400","1143","11479","1091","845","237","388"
"2020-06-02","15776","10536","1402","1154","11525","1094","848","251","393"
"2020-06-03","15789","10593","1404","1161","11548","1100","856","248","392"
"2020-06-04","15843","10636","1406","1171","11582","1104","859","241","397"
"2020-06-05","15914","10677","1409","1170","11673","1108","859","245","405"
"2020-06-06","16020","10747","1413","1174","11817","1112","864","255","416"
"2020-06-07","16056","10809","1419","1185","11828","1119","864","268","420"
"2020-06-08","16092","10844","1426","1187","11860","1120","863","272","428"
"2020-06-09","16108","10859","1432","1194","11875","1122","873","286","430"
"2020-06-10","16134","10924","1430","1199","11911","1130","878","304","437"
"2020-06-11","16155","10967","1435","1210","11930","1147","883","293","441"
"2020-06-12","16178","11103","1435","1216","11979","1150","886","289","453"
"2020-06-13","16277","11189","1439","1223","12021","1198","885","299","463"
"2020-06-14","16306","11218","1442","1229","12034","1236","888","270","465"
"2020-06-15","16338","11231","1441","1233","12055","1240","888","342","467"
"2020-06-16","16359","11261","1443","1235","12078","1276","888","340","469"
"2020-06-17","16381","11284","1444","1241","12089","1285","889","345","471"
"2020-06-18","16398","11322","1447","1246","12105","1288","892","270","472"
"2020-06-19","16425","11358","1448","1254","12136","1203","893","273","567"
"2020-06-20","16469","11392","1467","1258","12174","1209","895","276","575"
"2020-06-21","16475","11405","1467","1259","12185","1217","895","273","579"
"2020-06-22","16483","11414","1467","1259","12196","1214","895","270","584"
"2020-06-23","16522","11443","1469","1272","12225","1221","898","262","587"
"2020-06-24","16527","11450","1469","1273","12227","1221","898","260","588"
"2020-06-25","16547","11483","1469","1277","12245","1219","899","260","595"
"2020-06-26","16564","11511","1471","1282","12254","1223","904","252","598"
"2020-06-27","16606","11558","1482","1287","12275","1241","906","252","599"
"2020-06-28","16633","11587","1482","1292","12299","1244","910","251","605"
"2020-06-29","16664","11623","1487","1295","12318","1255","909","205","606"
"2020-06-30","16703","11662","1490","1305","12359","1268","913","204","610"
"2020-07-01","16717","11691","1490","1304","12368","1268","913","209","612"
"2020-07-02","16733","11716","1492","1311","12383","1273","915","211","612"
"2020-07-03","16757","11728","1494","1308","12409","1277","915","213","616"
"2020-07-04","16757","11728","1494","1308","12409","1277","915","213","616"
"2020-07-05","16757","11728","1494","1308","12409","1277","915","213","616"
"2020-07-06","16823","11794","1504","1321","12462","1296","925","227","624"
"2020-07-07","16837","11812","1508","1320","12473","1304","925","227","627"
"2020-07-08","16859","11835","1509","1331","12486","1308","926","228","626"
"2020-07-09","16886","11866","1510","1334","12509","1319","928","227","630"
"2020-07-10","16906","11892","1510","1335","12532","1322","928","230","632"
"2020-07-11","16906","11892","1510","1335","12532","1322","928","230","632"
"2020-07-12","16906","11892","1510","1335","12532","1322","928","230","632"
"2020-07-13","16954","11949","1512","1340","12612","1328","935","244","636"
"2020-07-14","16960","11950","1512","1341","12617","1334","935","243","638"
"2020-07-15","16993","11980","1517","1346","12643","1339","937","242","639"
"2020-07-16","17027","12016","1520","1351","12686","1345","937","226","642"
"2020-07-17","17069","12046","1523","1357","12733","1347","939","228","651"
"2020-07-18","17069","12046","1523","1357","12733","1347","939","228","651"
"2020-07-19","17069","12046","1523","1357","12733","1347","939","228","651"
"2020-07-20","17112","12082","1524","1359","12788","1356","948","234","652"
"2020-07-21","17123","12101","1525","1361","12794","1357","946","236","653"
"2020-07-22","17164","12147","1530","1362","12825","1364","946","230","655"
"2020-07-23","17184","12145","1530","1360","12835","1352","937","234","655"
"2020-07-24","17421","12340","1560","1365","12884","1362","964","222","658"
"2020-07-25","17421","12340","1560","1365","12884","1362","964","222","658"
"2020-07-26","17421","12340","1560","1365","12884","1362","964","222","658"
"2020-07-27","17459","12390","1568","1373","12941","1373","969","242","668"
"2020-07-28","17494","12401","1570","1374","12965","1382","972","245","674"
"2020-07-29","17733","12542","1593","1375","12983","1387","1001","250","676"
"2020-07-30","17786","12561","1599","1377","13013","1396","1011","242","685"
"2020-07-31","17793","12645","1597","1377","13041","1402","1019","243","693"
"2020-08-01","17793","12645","1597","1377","13041","1402","1019","243","693"
"2020-08-02","17793","12645","1597","1377","13041","1402","1019","243","693"
"2020-08-03","17870","12701","1598","1388","13086","1414","1050","243","712"
"2020-08-04","17876","12711","1600","1391","13100","1421","1053","242","716"
"2020-08-05","17912","12733","1606","1396","13118","1428","1056","254","722"
"2020-08-06","17926","12745","1607","1395","13128","1431","1055","234","724"
"2020-08-07","17956","12761","1610","1396","13145","1433","1056","237","726"
"2020-08-08","17956","12761","1610","1396","13145","1433","1056","237","726"
"2020-08-09","17956","12761","1610","1396","13145","1433","1056","237","726"
"2020-08-10","18035","12800","1615","1405","13224","1457","1056","237","738"
"2020-08-11","18081","12826","1618","1408","13240","1467","1056","243","745"
"2020-08-12","18088","12830","1617","1408","13254","1469","1056","236","748"
"2020-08-13","18126","12855","1620","1411","13272","1475","1056","216","751"
"2020-08-14","18160","12871","1632","1414","13316","1477","1056","216","755"
"2020-08-15","18160","12871","1632","1414","13316","1477","1056","216","755"
"2020-08-16","18160","12871","1632","1414","13316","1477","1056","216","755"
"2020-08-17","18317","12956","1637","1425","13378","1499","1059","234","762"
"2020-08-18","18322","12949","1636","1424","13376","1497","1075","214","762"
"2020-08-19","18347","12956","1638","1425","13388","1499","1081","213","767"
"2020-08-20","18401","12978","1642","1425","13422","1503","1082","212","767"
"2020-08-21","18434","13002","1645","1426","13442","1505","1083","214","768"
"2020-08-22","18434","13002","1645","1426","13442","1505","1083","214","768"
"2020-08-23","18434","13002","1645","1426","13442","1505","1083","214","768"
"2020-08-24","18605","13180","1658","1434","13518","1517","1085","234","780"
