"date","California/Alameda","California/Alpine","California/Amador","California/Butte","California/Calaveras","California/Colusa","California/Contra Costa","California/Del Norte","California/El Dorado","California/Fresno","California/Glenn","California/Humboldt","California/Imperial","California/Inyo","California/Kern","California/Kings","California/Lake","California/Lassen","California/Los Angeles","California/Madera","California/Marin","California/Mariposa","California/Mendocino","California/Merced","California/Modoc","California/Mono","California/Monterey","California/Napa","California/Nevada","California/Orange","California/Placer","California/Plumas","California/Riverside","California/Sacramento","California/San Benito","California/San Bernardino","California/San Diego","California/San Francisco","California/San Joaquin","California/San Luis Obispo","California/San Mateo","California/Santa Barbara","California/Santa Clara","California/Santa Cruz","California/Shasta","California/Sierra","California/Siskiyou","California/Solano","California/Sonoma","California/Stanislaus","California/Sutter","California/Tehama","California/Trinity","California/Tulare","California/Tuolumne","California/Unassigned","California/Ventura","California/Yolo","California/Yuba"
"2020-04-25","  2.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.72 %","   .00 %","   .00 %","","  3.17 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  3.45 %","   .00 %","  6.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.14 %","  1.04 %","  2.02 %","  1.23 %","  3.03 %","  1.96 %","  1.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.03 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-26","  2.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %"," 50.00 %","   .00 %","  3.39 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.15 %"," 10.64 %","   .00 %","","  2.27 %","  2.56 %","  5.19 %","","   .00 %","   .98 %","","   .00 %","  8.28 %","   .00 %","   .00 %","  5.33 %","  1.44 %","   .00 %","  7.48 %","  1.77 %","   .00 %","  3.96 %","   .00 %","  3.99 %","  1.39 %","   .61 %","   .00 %","   .00 %","  2.16 %","  4.35 %","   .00 %","","   .00 %","   .00 %","   .46 %","  8.33 %","  2.27 %","   .00 %","","  2.65 %","   .00 %","   .00 %","  4.20 %","  2.55 %","   .00 %"
"2020-04-27","  2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.95 %","   .00 %","  2.35 %"," 28.85 %","   .00 %","","  4.37 %","  2.50 %","   .45 %","","   .00 %","  4.85 %","","   .00 %","   .00 %","  6.67 %","   .00 %","  2.51 %","  1.42 %","   .00 %","  2.25 %","   .77 %","   .00 %","  2.31 %","  3.40 %","  1.14 %","  3.12 %","  1.81 %","  5.99 %","   .43 %","  1.01 %","  3.33 %","   .00 %","","   .00 %","   .00 %","   .92 %","  2.80 %","   .00 %","   .00 %","","  5.56 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %"
"2020-04-28","  2.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.68 %","   .00 %","  4.76 %","  8.73 %","   .00 %","   .00 %","  1.07 %","   .00 %","  2.29 %","  5.97 %","   .00 %","","  2.81 %","  7.32 %","   .00 %","   .00 %","   .00 %","  7.41 %","","  8.33 %","  1.09 %","  3.12 %","  5.41 %","  1.18 %","  1.40 %","   .00 %","  2.53 %","   .77 %","  2.13 %","  3.10 %","  3.22 %","  3.09 %","   .19 %","  2.37 %","  1.76 %","   .42 %","   .81 %","   .81 %","   .00 %","","   .00 %"," 25.13 %","   .91 %","  6.12 %","-35.56 %","   .00 %","","  8.65 %"," 33.33 %","   .00 %","  2.21 %","   .62 %","   .00 %"
"2020-04-29","  2.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","  8.03 %","   .00 %","  1.89 %"," 12.32 %","   .00 %","  2.24 %"," 11.27 %","   .00 %","","  7.09 %","  4.55 %","   .89 %","   .00 %","  9.09 %","  1.72 %","","   .00 %","  3.24 %","  1.52 %","  5.13 %","  4.70 %","   .00 %","   .00 %","  5.54 %","  1.42 %","  4.17 %","  5.53 %","  9.26 %","  1.50 %","  2.08 %","  4.62 %","  3.37 %","  2.54 %","   .57 %","  1.60 %","  3.33 %","","   .00 %","  2.01 %","  2.70 %","  8.65 %","  3.45 %","   .00 %","","  8.30 %","   .00 %","   .00 %","  1.77 %","   .62 %","  6.25 %"
"2020-04-30","  2.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %"," 21.52 %","   .00 %","","  3.27 %","   .00 %","  3.98 %"," ##.## %","   .00 %","  5.93 %","","   .00 %","  7.85 %","   .00 %","   .00 %","  6.26 %","  1.38 %","   .00 %","  2.26 %","   .84 %","   .00 %","  6.74 %","   .00 %","   .60 %","   .56 %","  1.66 %","  3.61 %","   .00 %","  1.36 %","  3.15 %","   .00 %","","   .00 %","  3.54 %","  1.75 %","   .00 %","   .00 %","   .00 %","","  2.24 %","   .00 %","   .00 %","  3.48 %","   .61 %","  5.88 %"
"2020-05-01","  2.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","   .00 %","  6.82 %"," 14.31 %","   .00 %","   .00 %","  4.39 %","   .00 %","  5.15 %"," 28.12 %"," 16.67 %","","  4.49 %","   .00 %","   .85 %"," ##.## %","   .00 %","  7.20 %","","   .00 %","  3.40 %","  1.49 %","   .00 %","  6.02 %","  2.04 %","   .00 %","  1.19 %","  1.21 %","  2.00 %","  2.67 %","  3.85 %","  1.60 %","  2.58 %","  2.17 %","  1.70 %","  4.33 %","   .74 %","   .76 %","   .00 %","","   .00 %","  1.14 %","  5.17 %"," 12.09 %","  3.33 %","   .00 %","","  6.25 %","   .00 %","   .00 %","  1.68 %","  3.05 %","  5.56 %"
"2020-05-02","  4.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.51 %","   .00 %","  3.19 %"," 18.70 %","   .00 %","","  2.60 %","   .00 %","   .84 %","   .00 %","   .00 %","  4.48 %","","   .00 %","  4.23 %","  2.94 %","   .00 %","  3.90 %","  6.00 %","   .00 %","   .00 %","  1.56 %","   .00 %","  3.27 %","  4.12 %","  1.31 %","   .54 %","  4.26 %","  3.01 %","   .00 %","  1.19 %","  1.52 %","   .00 %","","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","","  5.88 %","   .00 %","   .00 %","  2.76 %","   .00 %","   .00 %"
"2020-05-03","  2.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","  2.93 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.72 %","  8.22 %","   .00 %","","  3.23 %"," 10.87 %","   .42 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.86 %","   .00 %","   .00 %","  4.06 %","   .00 %","   .00 %","  2.48 %","   .90 %","   .00 %","   .00 %","  5.82 %","  3.82 %","  1.79 %","  2.55 %","   .00 %","  1.58 %","  1.18 %","  2.24 %","   .00 %","","   .00 %","   .00 %","  1.61 %","  8.16 %","   .00 %","   .00 %","","  3.19 %","   .00 %","   .00 %","  1.25 %","  1.18 %","   .00 %"
"2020-05-04","  1.54 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.79 %","   .00 %","  1.09 %","  8.86 %","   .00 %","","  2.05 %","   .00 %","   .00 %","  7.69 %","   .00 %","  2.14 %","","   .00 %","   .00 %","  5.71 %","   .00 %","  2.77 %","  1.89 %","   .00 %","  4.16 %","   .90 %","   .00 %","   .00 %","   .00 %","  1.37 %","   .70 %","   .50 %","  3.89 %","   .00 %","   .58 %","   .00 %","   .00 %","","   .00 %","   .38 %","  1.98 %","   .00 %","   .00 %","   .00 %","","  1.88 %","   .00 %","   .00 %","  1.94 %","   .00 %","   .00 %"
"2020-05-05","  1.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.32 %","   .00 %"," 12.77 %","  6.16 %","   .00 %","   .00 %","  8.70 %","   .00 %","  2.85 %"," 15.12 %"," 14.29 %","","  6.14 %","  5.88 %","   .42 %","   .00 %","   .00 %","  2.80 %","","   .00 %","   .85 %","  1.35 %","   .00 %","  1.92 %","   .00 %","   .00 %","  2.30 %","   .53 %","  1.96 %","  6.74 %","  2.37 %","  6.40 %","   .70 %","   .99 %","  2.65 %","  2.33 %","   .49 %","   .73 %","   .00 %","","   .00 %"," 19.85 %","  1.56 %","  4.14 %","   .00 %","   .00 %",""," 13.34 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %"
"2020-05-06","  2.99 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","  1.65 %","   .00 %","  1.89 %"," 15.62 %","   .00 %","  1.85 %","  4.75 %","   .00 %","  2.68 %"," 17.68 %","   .00 %","","  2.98 %","  1.85 %","  2.49 %","  7.14 %","   .00 %","  3.40 %","","  3.85 %","  1.69 %","  4.00 %","   .00 %","  4.56 %","   .62 %","   .00 %","  4.89 %","   .79 %","  1.92 %","  4.42 %","  7.44 %","  1.50 %","   .17 %","  1.96 %","  1.98 %"," 16.54 %","   .58 %","   .00 %","   .00 %","","   .00 %","  5.31 %","  4.21 %","  7.71 %","   .00 %","   .00 %","","  6.76 %","-50.00 %","   .00 %","  2.18 %","   .58 %","   .00 %"
"2020-05-07","  2.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.59 %","   .00 %","  5.59 %","   .00 %","   .00 %","","  2.95 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.97 %","","  3.70 %","  2.49 %","   .00 %","   .00 %","  2.93 %","  1.23 %","   .00 %","  1.80 %","   .96 %","   .00 %","  5.35 %","   .00 %","  2.96 %","   .35 %","  1.44 %","  2.68 %","   .00 %","   .57 %","   .72 %","   .00 %","","   .00 %","   .00 %","  5.15 %","   .00 %","   .00 %","   .00 %","","  5.79 %","   .00 %","   .00 %","  3.78 %","   .00 %","   .00 %"
"2020-05-08","  2.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.50 %","   .00 %","   .00 %","  4.63 %"," 20.00 %","   .00 %"," 12.53 %","   .00 %","  2.91 %","  4.72 %","   .00 %","","  2.74 %"," 12.73 %","  3.24 %","   .00 %","   .00 %","  1.29 %","","   .00 %","  1.21 %","   .00 %","   .00 %","  4.79 %","   .00 %","   .00 %","   .00 %","   .61 %","  1.89 %","  2.62 %","  2.55 %","  2.60 %","  2.75 %","   .00 %","  1.45 %"," 17.78 %","   .39 %","   .72 %","   .00 %","","   .00 %","  1.48 %","  2.10 %","  3.25 %","   .00 %","   .00 %","","  4.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %"
"2020-05-09","  3.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","  3.44 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.32 %","  8.61 %","   .00 %","","  3.04 %","  6.45 %","   .78 %","   .00 %","   .00 %","  3.82 %","","  3.57 %","  6.80 %","   .00 %","   .00 %","  4.32 %","  1.82 %","   .00 %","  4.96 %","   .43 %","  1.85 %"," 10.38 %","  5.26 %","  2.05 %","  1.34 %","  1.42 %","  2.00 %"," 73.13 %","   .74 %","   .71 %","   .00 %","","   .00 %","  2.63 %","  2.74 %","  2.52 %","  3.23 %","   .00 %","   .00 %","  6.52 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %"
"2020-05-10","  2.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.16 %","   .00 %","   .00 %","  5.23 %","   .00 %","  3.64 %","   .00 %","   .00 %","  2.12 %","  3.77 %","   .00 %","","  1.48 %","  1.52 %","   .78 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.49 %","  1.28 %","   .00 %","  3.61 %","   .60 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","  2.45 %","  2.75 %","  1.16 %","  2.80 %","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.00 %","  1.64 %","  3.12 %","   .00 %","   .00 %","  5.65 %","   .00 %","   .00 %","  2.15 %","   .00 %","   .00 %"
"2020-05-11","  1.79 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","  6.78 %","   .00 %","  7.02 %"," 10.16 %","   .00 %","  2.55 %"," 16.00 %","   .00 %","","  1.77 %","   .00 %","  2.32 %","   .00 %","   .00 %","  6.13 %",""," 10.34 %","   .00 %","   .00 %","   .00 %","  1.57 %","   .59 %","   .00 %","  3.95 %","   .51 %","  1.82 %","  3.89 %","  6.05 %","   .57 %","  1.47 %","  2.73 %","  2.74 %","  8.96 %","   .09 %","   .00 %","  3.23 %","","   .00 %","  7.98 %","   .00 %","  2.42 %","  3.03 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","  1.80 %","  1.16 %","  5.00 %"
"2020-05-12","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %","  7.14 %","  4.13 %","   .00 %","  4.92 %","  6.91 %","   .00 %","  2.33 %","   .00 %","   .00 %","","  2.94 %","  2.99 %","  2.26 %","   .00 %","   .00 %","  2.31 %","","   .00 %","  7.17 %","  2.53 %","   .00 %","  1.27 %","   .00 %","   .00 %","  1.14 %","   .68 %","  3.57 %","  2.09 %","  1.90 %","  1.18 %","  1.29 %","   .44 %","  2.25 %","   .66 %","   .90 %","  3.55 %","   .00 %","","   .00 %","  2.37 %","   .97 %","  1.77 %","   .00 %","   .00 %"," ##.## %","  7.08 %","   .00 %","   .00 %","  2.95 %","  1.72 %","  9.52 %"
"2020-05-13","  2.11 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  1.31 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.30 %","   .00 %","  2.05 %","  1.88 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.69 %","","  3.12 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","  2.44 %","   .00 %","   .86 %","  1.43 %","  2.20 %","  1.20 %","   .00 %","   .08 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.73 %","   .00 %","  2.94 %","   .00 %","   .00 %","  2.18 %","   .00 %","   .00 %","  3.87 %","   .00 %","   .00 %"
"2020-05-14","  2.57 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .83 %","   .00 %","  3.33 %","  9.15 %"," 50.00 %","  6.25 %"," 10.05 %","   .00 %","  3.72 %","  7.08 %","   .00 %","","  2.47 %","   .00 %","  2.95 %","   .00 %","  8.33 %","  5.00 %","","   .00 %","  3.01 %","  2.47 %","   .00 %","  5.84 %","  1.18 %","   .00 %","  3.66 %","   .93 %","  1.72 %","  1.43 %","  4.46 %","   .25 %","   .94 %","  2.16 %","  1.39 %","  1.17 %","  1.14 %","  2.05 %","  3.12 %","","   .00 %","  5.15 %","  1.20 %","  3.87 %","  5.71 %","   .00 %","-50.00 %","  2.13 %","   .00 %","   .00 %","  3.17 %","  2.82 %","  8.70 %"
"2020-05-15","  5.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %"," 10.39 %","   .00 %","  2.51 %","  2.87 %","   .00 %","","  2.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.92 %","   .00 %","   .00 %","  3.96 %","  1.16 %","   .00 %","  3.27 %","  1.42 %","   .00 %","  3.53 %","   .00 %","  1.35 %","  2.33 %","  1.27 %","  2.54 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.15 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.32 %","   .00 %","   .00 %","  2.14 %","   .00 %","   .00 %"
"2020-05-16","  -.68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.91 %","   .00 %","   .00 %","  7.64 %","   .00 %","  5.88 %","   .00 %","   .00 %","  3.15 %","  3.91 %","   .00 %","","  2.87 %","  1.45 %","  7.17 %","   .00 %","   .00 %","  5.82 %","","   .00 %","  1.58 %","  8.43 %","   .00 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .91 %","  1.69 %","  4.59 %","  5.03 %","  1.38 %","  1.67 %","  1.25 %","  1.71 %","  2.24 %","  1.13 %","  5.37 %","   .00 %","","   .00 %","   .49 %","  3.70 %","  4.10 %","   .00 %"," ##.## %","   .00 %","  6.58 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %"
"2020-05-17","  1.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.23 %"," ##.## %","   .00 %","  3.11 %","   .00 %","  6.94 %","   .00 %","   .00 %","  2.85 %","  7.26 %","   .00 %","","  1.74 %","  1.43 %","  6.02 %","   .00 %","  7.69 %","   .00 %","","  3.03 %","  5.90 %","   .00 %","   .00 %","  3.65 %","   .57 %","   .00 %","   .00 %","  1.23 %","  1.67 %","  1.39 %","  3.07 %","  1.80 %","  2.84 %","   .00 %","   .00 %","  3.95 %","  1.45 %","  1.27 %","  3.03 %","","   .00 %","   .00 %","  2.47 %","  2.15 %","  2.70 %","   .00 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %"
"2020-05-18","  2.72 %","   .00 %"," 11.11 %","  9.09 %","   .00 %","   .00 %","   .79 %","   .00 %","  4.69 %","   .00 %","   .00 %","   .00 %"," 11.45 %","   .00 %","  1.45 %","   .00 %"," 25.00 %","","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","","   .00 %","   .00 %","  2.22 %","   .00 %","  1.33 %","   .00 %","   .00 %","  5.95 %","   .65 %","   .00 %","  2.34 %","   .00 %","  1.91 %","  1.45 %","  1.23 %","  4.31 %","   .00 %","   .00 %","  2.52 %","   .00 %",""," 20.00 %","   .00 %","  3.75 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %"
"2020-05-19","  2.65 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","  3.20 %"," 62.50 %","   .00 %","  7.97 %"," 33.33 %"," 11.69 %","  2.97 %","   .00 %","  2.21 %","  4.26 %"," 10.00 %","","  2.90 %"," 14.08 %","  5.99 %","   .00 %","   .00 %","  2.78 %","","   .00 %","  2.35 %","   .00 %","   .00 %","  1.49 %","  1.14 %","   .00 %","  1.70 %","   .40 %","  3.28 %","  3.17 %","  3.26 %","  2.25 %","  1.43 %","   .41 %","   .96 %","  2.92 %","  1.22 %","  1.23 %","   .00 %","","   .00 %","  4.88 %","  1.03 %","  3.85 %","   .00 %","   .00 %","   .00 %","  7.17 %","   .00 %","   .00 %","  7.98 %","   .54 %","  7.69 %"
"2020-05-20","  1.51 %","   .00 %","   .00 %"," 15.38 %","   .00 %"," 33.33 %","  1.43 %"," 15.38 %","   .00 %","  3.96 %","   .00 %","  2.33 %","  9.20 %","   .00 %","  2.16 %","   .00 %","  9.09 %","","  3.34 %","  1.23 %","  2.08 %","   .00 %","  7.14 %","  1.80 %","","   .00 %","   .00 %","  2.17 %","   .00 %","  5.38 %","  -.56 %","   .00 %","  2.16 %","   .40 %","  1.59 %","  2.37 %","  1.89 %","   .28 %","   .99 %","   .81 %","   .59 %","   .20 %","   .36 %","  1.82 %","   .00 %","","   .00 %","  1.16 %","  5.12 %","   .84 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %"
"2020-05-21","  1.91 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  2.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.24 %","   .00 %","  2.43 %","  9.86 %","   .00 %","","  2.79 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.54 %","","   .00 %","  1.72 %","  1.06 %","   .00 %","  2.09 %","   .00 %","   .00 %","  2.57 %","   .88 %","   .00 %","  4.98 %","   .00 %","   .59 %","  2.37 %","   .80 %","  2.42 %","   .00 %","   .00 %","  3.57 %","   .00 %","","   .00 %","   .00 %","  5.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.29 %","   .00 %","   .00 %","  2.51 %","   .00 %","   .00 %"
"2020-05-22","  3.79 %","   .00 %","   .00 %","  9.68 %","   .00 %"," 25.00 %","  2.03 %"," 33.33 %","   .00 %","  2.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %","  6.78 %","   .00 %","","  2.46 %","  1.22 %","  2.62 %","   .00 %"," 40.00 %","  7.26 %","","   .00 %","  1.97 %","  1.05 %","   .00 %","  2.07 %","  4.55 %","   .00 %","  1.91 %","   .47 %","  3.12 %","  4.07 %","  2.85 %","  5.55 %","  2.59 %","   .80 %","  2.59 %","  1.32 %","   .00 %","  6.90 %","   .00 %","   .00 %","   .00 %","  3.22 %","  2.54 %","  2.17 %","   .00 %"," 50.00 %","   .00 %","  2.37 %","   .00 %","   .00 %","  2.91 %","   .54 %","   .00 %"
"2020-05-23","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %"," 15.00 %"," 10.45 %","  3.28 %","   .00 %","  5.68 %","  6.41 %","   .00 %","  3.66 %","  3.69 %","   .00 %","   .00 %","  2.44 %"," -1.20 %","  4.83 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.49 %","  5.21 %","   .00 %","  4.37 %","   .54 %","   .00 %","   .00 %","  1.34 %","  4.55 %","  4.08 %","  3.86 %","  1.29 %","   .00 %","  2.37 %","  2.80 %","   .71 %","  3.17 %","  3.23 %","  5.88 %","   .00 %","   .00 %","  1.34 %","  5.18 %","  1.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.28 %","  2.15 %","   .00 %"
"2020-05-24","  3.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.93 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.81 %","  2.17 %","   .00 %","   .00 %","  2.03 %","  2.44 %","  5.15 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.47 %","   .00 %","   .00 %","  3.47 %","  -.54 %","   .00 %","   .00 %","   .31 %","  1.45 %","  1.16 %","   .00 %","   .72 %","   .00 %","  -.39 %","   .00 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","  1.29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-25","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.14 %"," 60.87 %","  5.41 %","  2.35 %","   .00 %","   .00 %"," 11.27 %","   .00 %","  2.58 %"," 25.15 %","   .00 %"," ##.## %","  2.23 %","   .00 %","  3.87 %","   .00 %","   .00 %","  3.98 %","","   .00 %","  4.56 %","   .00 %","   .00 %","  2.49 %","   .54 %","   .00 %","  8.35 %","   .70 %","  2.86 %","   .00 %","  2.16 %","   .80 %","   .00 %","   .39 %","   .00 %","   .00 %","  1.34 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.73 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.11 %","   .00 %"
"2020-05-26","  3.90 %","   .00 %","   .00 %"," 17.65 %","  7.69 %","   .00 %","  1.27 %","  8.11 %","   .00 %","   .00 %","   .00 %","  1.08 %","  6.12 %","   .00 %","   .27 %","  6.34 %"," 16.67 %","   .00 %","  3.96 %","  1.19 %","  3.47 %","  6.67 %","  4.76 %","  2.68 %","","   .00 %","  3.87 %","  7.92 %","   .00 %","  1.99 %","  1.62 %","   .00 %","  1.93 %","   .61 %","  5.56 %","  4.63 %","  1.43 %","   .54 %","  2.53 %","  1.54 %","  3.87 %","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  2.01 %","  5.00 %","   .00 %","   .00 %","  7.92 %","   .00 %","   .00 %","   .00 %","  2.06 %","   .00 %"
"2020-05-27","  2.11 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","  1.63 %","   .00 %","  2.56 %","  3.58 %","  8.33 %","  4.26 %","   .00 %","   .00 %","  3.46 %","  1.45 %"," 35.71 %","   .00 %","  1.91 %","  5.88 %","   .72 %","   .00 %","  4.55 %","  1.87 %","","  2.94 %","   .00 %","   .00 %","   .00 %","  1.22 %","  3.19 %","   .00 %","   .00 %","   .69 %","   .00 %","   .00 %","  1.25 %","   .38 %","   .00 %","   .00 %","  3.10 %","  3.42 %","   .49 %","  2.50 %","  2.78 %","   .00 %","   .00 %","  9.67 %","  1.75 %","  1.67 %","   .00 %"," 33.33 %","   .00 %","  1.41 %"," 33.33 %","   .00 %"," 11.51 %","  1.01 %","   .00 %"
"2020-05-28","  1.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %"," 10.00 %","  5.00 %","  8.01 %","  7.69 %","   .00 %","  6.73 %","   .00 %","  3.40 %","   .86 %"," 21.05 %"," 25.00 %","  2.25 %","  4.44 %","  3.81 %","   .00 %","  8.70 %","  2.56 %","","   .00 %","  9.32 %","  1.83 %","   .00 %","  1.74 %","  1.03 %","   .00 %","  2.83 %","  2.27 %"," 11.84 %","  7.60 %","  3.17 %","  1.20 %","  9.21 %","  1.90 %","  3.01 %","  2.00 %","   .48 %","   .49 %","   .00 %","   .00 %","   .00 %","  2.00 %","  1.15 %","  1.94 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","  4.42 %","  3.50 %","   .00 %"
"2020-05-29","  3.16 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.24 %","  5.26 %","  3.44 %","  1.42 %","   .00 %","   .00 %","  3.65 %","  4.26 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","  1.71 %","   .00 %","   .00 %","  3.12 %","  1.53 %","   .00 %","  1.98 %","  1.78 %","   .00 %","  2.44 %","   .00 %","  1.48 %","  1.90 %","   .37 %","  1.93 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %"
"2020-05-30","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","  2.27 %","  7.14 %","  3.38 %"," 14.29 %","  1.02 %","   .00 %","   .00 %","  3.32 %","  2.94 %"," -8.70 %","   .00 %","  4.00 %","  6.12 %","  3.21 %","   .00 %","   .00 %","  1.07 %","","   .00 %","  6.71 %","   .90 %","   .00 %","  2.99 %","  7.54 %","   .00 %","   .00 %","  1.97 %","  2.35 %","  3.30 %","  4.01 %","  2.39 %","   .00 %","   .00 %","  2.09 %","   .79 %","   .89 %","  2.91 %","   .00 %","   .00 %","   .00 %","  1.57 %","  3.20 %","  2.34 %","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","  1.45 %","  3.45 %"
