"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-03-17","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-21","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-22","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-24","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","1","","","","","","","","","","","","","","","","",""
"2020-05-03","","","","","","1","4","18","","","2","89","","1","","18","","2","","","1","","1","",""
"2020-05-04","","","","","","","4","18","","","","89","","","","18","","","","","1","","1","",""
"2020-05-05","","","","","","1","4","19","","","","94","","1","","18","1","","","","1","","1","",""
"2020-05-06","","","","","","","4","20","","","","96","","","","19","","2","","","1","","1","",""
"2020-05-07","","","","","","","","20","","","","101","","","","21","1","2","","","1","","1","",""
"2020-05-08","","","","","","","4","21","","","","109","","","","21","","2","","","1","","1","",""
"2020-05-09","","","","","","","4","21","","","","118","","","","23","1","2","","","","","1","",""
"2020-05-10","","","","","","","4","23","","","","128","","","","25","","2","","","1","","1","",""
"2020-05-11","","","","","","","4","23","","","","131","","1","","27","1","2","","","","","1","",""
"2020-05-12","","","","","","","4","24","","","","137","","","","28","1","","","","1","","1","",""
"2020-05-13","","","","","","","4","26","","","","142","","","","29","","","","","1","","2","",""
"2020-05-14","","","","","","","4","28","","","","148","","","","29","1","2","","","1","","2","",""
"2020-05-15","","","","","","","4","30","","","","153","","","","32","","","","","1","","2","",""
"2020-05-16","","","","","","","4","33","","","","156","","","","32","1","","","","1","","3","",""
"2020-05-17","","","","","","","4","33","","","","162","","1","","32","1","2","","","","","3","",""
"2020-05-18","","","","","","","4","33","","","","167","","","","32","","2","","","1","","4","",""
"2020-05-19","","","","","","1","5","33","","","","171","","1","","32","1","2","","","","","5","",""
"2020-05-20","","","","","","1","6","34","","","","171","","","","33","1","","","","","","5","",""
"2020-05-21","","","","","","","6","35","","","","174","","1","","35","1","2","","","1","","5","",""
"2020-05-22","","","","","","","6","35","","","","178","","1","","37","","","","","1","","5","",""
"2020-05-23","","","","","","","6","37","","","","180","","1","","37","1","2","","","","","5","",""
"2020-05-24","","","","","","","7","37","","","","182","","1","","37","1","2","","","1","","5","",""
"2020-05-25","","","","","","1","7","38","","","","186","","1","","38","1","2","","","1","","5","",""
"2020-05-26","","","","","","1","7","39","","","","188","","2","","38","2","2","","","1","","5","",""
"2020-05-27","","","","","","1","7","39","","","","193","","2","","39","2","2","","","1","","5","",""
"2020-05-28","","","","","","1","9","39","","","","196","","2","","40","2","2","","","1","","5","",""
"2020-05-29","","","","","","1","11","39","","","","198","","2","1","41","2","2","","","1","","6","",""
"2020-05-30","","","","","","1","11","39","","","","204","","2","1","42","2","2","","","1","","6","",""
"2020-05-31","","","","","","","11","39","","","","211","","2","1","43","","2","","","1","","6","",""
"2020-06-01","","","","","","1","11","39","","","","216","","2","1","44","3","2","1","","1","","6","",""
"2020-06-02","","","1","","","1","11","39","","","","224","","2","1","45","","","1","","1","","6","",""
"2020-06-03","","","1","","","2","11","40","","","2","231","","2","1","45","3","2","1","","1","","7","",""
"2020-06-04","","","1","","","2","11","43","","","","236","","2","1","47","3","2","1","","1","","7","",""
"2020-06-05","","","1","","","2","12","47","","","2","240","","2","1","49","3","2","1","","1","","7","",""
"2020-06-06","","","1","","","2","12","48","","","","249","","2","2","53","3","2","1","","2","","8","",""
"2020-06-07","","","1","","","3","12","50","","","2","256","","2","2","56","3","2","1","","2","","8","",""
"2020-06-08","","","1","","","3","12","51","","","2","262","","2","2","58","","2","1","","2","","8","",""
"2020-06-09","","","1","","","3","12","54","","","2","267","","2","2","59","","2","1","","2","","9","",""
"2020-06-10","","","1","","","3","12","56","","","2","277","","3","2","63","3","2","1","","2","","9","",""
