"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-11-01","  1.09 %","   .17 %","  1.15 %","   .58 %","   .00 %","  1.81 %","  2.07 %","   .40 %","  2.28 %","   .22 %","   .69 %","  1.42 %"
"2020-11-02","  1.93 %","  2.78 %","  2.68 %","  1.32 %","  1.03 %","  2.98 %","","  1.42 %","  3.44 %","   .04 %","   .49 %","   .13 %"
"2020-11-03","  1.44 %","  1.18 %","   .16 %","   .89 %","   .77 %","  3.63 %","  3.04 %","  2.73 %","  3.37 %","   .09 %","   .22 %","   .89 %"
"2020-11-04","  1.56 %","  1.50 %","  1.58 %","  1.52 %"," 11.68 %","  1.96 %","  4.67 %","  2.40 %","  3.84 %","  1.09 %","   .46 %","   .31 %"
"2020-11-05","  1.61 %","  1.65 %","  3.42 %","  1.99 %","   .45 %","  2.45 %","   .00 %","  2.50 %","  3.77 %","   .74 %","  1.03 %","   .44 %"
"2020-11-06","   .22 %","   .08 %","   .53 %","","   .00 %","   .45 %","   .70 %","   .60 %","   .41 %","   .00 %","   .43 %","  1.12 %"
"2020-11-07","  4.83 %","  4.85 %","  2.62 %","  2.50 %"," 12.22 %","  3.96 %","  5.13 %","  8.62 %","  5.04 %","   .82 %","  1.25 %","  1.36 %"
"2020-11-08","   .96 %","  4.01 %","   .51 %","  1.13 %","  1.01 %","  3.92 %","  8.65 %","  6.81 %","  4.83 %","   .09 %","  1.13 %","   .30 %"
"2020-11-09","  1.97 %","  1.63 %","  4.42 %","  1.47 %","  2.40 %","  6.34 %","  4.49 %","  2.94 %","  6.27 %","   .55 %","  1.07 %","  1.34 %"
"2020-11-10","  1.20 %","  3.80 %","   .49 %","  2.93 %","  5.85 %","  3.89 %","  4.69 %","  2.21 %","  4.28 %","   .34 %","   .80 %","  1.50 %"
"2020-11-11","  1.25 %","  2.74 %","   .76 %","  2.37 %","   .74 %","  3.27 %","  8.21 %","  2.84 %","  3.27 %","   .93 %","  1.05 %","  2.54 %"
"2020-11-12","  2.35 %","  2.12 %","  1.71 %","  2.84 %"," 11.52 %","  5.19 %","  4.83 %","  2.72 %","  4.35 %","   .79 %","  1.24 %","  1.27 %"
"2020-11-13","  3.82 %","  3.75 %","  1.82 %","  1.79 %","   .98 %","  2.18 %","   .82 %","  6.64 %","  5.40 %","   .41 %","   .77 %","   .97 %"
"2020-11-14","   .00 %","   .52 %","   .40 %","   .97 %","  2.27 %","   .68 %","  1.79 %","  1.31 %","  3.25 %","   .33 %","   .42 %","   .68 %"
"2020-11-15","   .37 %","   .06 %","   .59 %","  1.04 %","   .00 %","  3.14 %"," 19.55 %","   .34 %","  1.89 %","   .12 %","   .44 %","   .78 %"
"2020-11-16","   .55 %","   .64 %","","  1.39 %","  1.75 %","  3.00 %","  9.52 %","  2.33 %","  1.88 %","   .25 %","   .42 %","   .11 %"
"2020-11-17","   .85 %","  2.62 %","  1.70 %","  1.50 %","  3.28 %","  2.80 %","   .24 %","  1.93 %","  4.55 %","   .12 %","   .59 %","  1.78 %"
"2020-11-18","  1.02 %","  1.24 %","  1.93 %","  1.68 %","  1.36 %","  3.54 %","  3.05 %","  2.34 %","  4.36 %","   .41 %","  1.60 %","   .65 %"
"2020-11-19","  1.49 %","  2.64 %","  1.96 %","  2.34 %","   .89 %","  4.28 %","  5.45 %","  2.49 %","  4.42 %","   .53 %","  1.75 %","   .76 %"
"2020-11-20","  1.29 %","  1.14 %","  2.05 %","  2.19 %","   .00 %","  3.99 %","  5.51 %","  2.39 %","  1.18 %","   .93 %","  1.25 %","   .32 %"
"2020-11-21","  1.28 %","  3.08 %","  4.38 %","  1.98 %","  2.51 %","  2.25 %","  1.17 %","  3.08 %","  5.73 %","   .80 %","  1.51 %","  3.00 %"
"2020-11-22","  3.09 %","   .23 %","  2.33 %","   .35 %","  1.73 %","  3.72 %","   .00 %","  2.23 %","  3.16 %","   .60 %","  1.40 %","  1.40 %"
"2020-11-23","   .94 %","   .34 %","  1.71 %","  2.03 %","   .00 %","  1.96 %","  1.47 %","  1.25 %","   .72 %","   .28 %","  2.03 %","  1.69 %"
"2020-11-24","  1.82 %","  3.37 %","  2.29 %","  1.71 %","  3.40 %","  2.30 %","  4.36 %","  3.14 %","  6.74 %","   .67 %","   .09 %","  1.51 %"
"2020-11-25","  2.22 %","  1.60 %","  2.02 %","  3.08 %","  2.60 %","  2.78 %","   .00 %","  2.80 %","  3.27 %","   .47 %","  2.30 %","   .60 %"
"2020-11-26","  1.22 %","  1.74 %","  3.16 %","  3.01 %","   .13 %","  2.62 %","  1.59 %","  4.29 %","  3.78 %","   .55 %","  1.27 %","   .74 %"
"2020-11-27","  2.72 %","  1.55 %","  2.55 %","  2.21 %","  4.13 %","  2.16 %","  1.17 %","  2.43 %","  3.18 %","   .47 %","  1.73 %","  1.62 %"
"2020-11-28","  1.27 %","  2.16 %","  3.09 %","  3.27 %","  3.84 %","   .67 %","  2.32 %","  1.41 %","  1.69 %","   .58 %","  1.49 %","   .00 %"
"2020-11-29","  2.26 %","   .51 %","  1.77 %","  1.56 %","  4.07 %","  3.46 %","  1.61 %","  2.51 %","  5.96 %","   .19 %","  1.67 %","  1.98 %"
"2020-11-30","  1.92 %","   .61 %","   .00 %","  1.91 %","   .00 %","   .95 %","   .00 %","   .62 %","  2.59 %","   .73 %","  1.28 %","  1.23 %"
"2020-12-01","  1.59 %","  1.83 %","   .72 %","  3.04 %","   .59 %","  1.55 %","  1.12 %","  1.29 %","  2.76 %","   .65 %","  1.50 %","   .75 %"
"2020-12-26","   .57 %","   .65 %","   .91 %","   .69 %","   .59 %","   .19 %","   .74 %","  1.08 %","   .27 %","   .15 %","   .30 %","   .46 %"
"2020-12-27","   .38 %","   .79 %","   .52 %","   .33 %","   .23 %","   .27 %","   .00 %","   .44 %","   .23 %","   .23 %","   .49 %","   .69 %"
"2020-12-28","   .47 %","   .39 %","  1.94 %","   .99 %","   .58 %","   .03 %","   .18 %","   .19 %","   .56 %","   .08 %","  1.10 %","   .37 %"
"2020-12-29","   .51 %","   .49 %","   .19 %","   .65 %","   .00 %","   .08 %","   .64 %","   .51 %","   .57 %","   .64 %","   .47 %","  1.10 %"
"2020-12-30","   .60 %","  1.32 %","   .69 %","   .72 %","   .35 %","   .00 %","   .36 %","   .39 %","   .41 %","   .45 %","   .73 %","   .45 %"
"2020-12-31","   .28 %","   .48 %","   .46 %","   .70 %","   .35 %","   .14 %","   .00 %","   .04 %","   .45 %","   .63 %","   .36 %","   .77 %"
"2021-01-01","   .23 %","   .14 %","   .55 %","   .82 %","   .69 %","   .19 %","   .00 %","   .87 %","   .26 %","   .22 %","   .48 %","   .13 %"
"2021-01-02","   .55 %","   .10 %","   .09 %","   .55 %","   .23 %","   .22 %","   .45 %","   .40 %","   .35 %","   .33 %","   .30 %","   .31 %"
"2021-01-03","   .00 %","   .24 %","   .14 %","   .33 %","   .11 %","   .03 %","   .00 %","   .10 %","   .07 %","   .00 %","   .19 %","   .71 %"
"2021-01-04","   .37 %","   .19 %","   .68 %","   .26 %","   .23 %","   .08 %","   .09 %","   .19 %","   .19 %","   .52 %","   .53 %","   .18 %"
"2021-01-05","   .09 %","   .67 %","   .09 %","   .51 %","   .11 %","   .08 %","   .00 %","   .17 %","   .22 %","   .15 %","   .26 %","   .18 %"
"2021-01-06","   .00 %","   .33 %","   .41 %","   .30 %","   .34 %","   .13 %","   .27 %","   .37 %","   .03 %","   .07 %","   .41 %","   .40 %"
"2021-01-07","   .27 %","   .33 %","   .18 %","   .43 %","   .00 %","   .05 %","   .00 %","   .27 %","   .05 %","   .95 %","   .52 %","   .44 %"
"2021-01-08","   .18 %","   .28 %","  2.11 %","   .53 %","   .00 %","   .11 %","   .00 %","   .14 %","   .17 %","   .07 %","   .20 %","   .35 %"
"2021-01-09","   .00 %","   .14 %","   .26 %","   .41 %","   .00 %","   .03 %","   .00 %","   .10 %","   .12 %","   .80 %","   .19 %","   .09 %"
"2021-01-10","   .23 %","   .14 %","   .09 %","   .34 %","   .00 %","   .08 %","   .09 %","   .03 %","   .28 %","   .04 %","   .39 %","   .26 %"
"2021-01-11","   .09 %","   .19 %","   .79 %","   .20 %","   .00 %","   .05 %","   .09 %","   .07 %","   .18 %","   .22 %","   .07 %","   .04 %"
"2021-01-12","   .09 %","   .00 %","   .09 %","   .20 %","   .00 %","   .00 %","   .00 %","   .06 %","   .41 %","   .22 %","   .13 %","   .43 %"
"2021-01-13","   .05 %","   .05 %","   .91 %","   .49 %","   .11 %","   .05 %","   .00 %","   .21 %","   .04 %","   .50 %","   .06 %","   .13 %"
"2021-01-14","   .09 %","   .19 %","   .39 %","   .19 %","   .34 %","   .03 %","   .00 %","   .07 %","   .00 %","   .32 %","   .22 %","   .26 %"
"2021-01-15","   .18 %","   .14 %","   .17 %","   .34 %","   .00 %","   .00 %","   .00 %","   .06 %","   .01 %","   .35 %","   .04 %","   .13 %"
"2021-01-16","   .18 %","   .09 %","   .17 %","   .15 %","   .00 %","   .00 %","","   .27 %","   .14 %","   .32 %","   .15 %","   .21 %"
"2021-01-17","   .04 %","   .00 %","   .55 %","   .20 %","   .00 %","   .03 %","   .00 %","   .04 %","   .06 %","   .81 %","   .11 %","   .26 %"
"2021-01-18","   .00 %","   .09 %","   .04 %","   .12 %","   .00 %","   .00 %","   .27 %","   .11 %","   .08 %","   .07 %","   .11 %","   .00 %"
"2021-01-19","   .00 %","   .19 %","   .00 %","   .07 %","   .00 %","   .05 %","   .00 %","   .00 %","   .14 %","   .56 %","   .04 %","   .09 %"
"2021-01-20","   .00 %","   .19 %","   .17 %","   .22 %","   .00 %","   .05 %","   .27 %","   .04 %","   .14 %","   .49 %","   .15 %","   .04 %"
"2021-01-21","   .04 %","   .09 %","   .17 %","   .12 %","   .34 %","   .05 %","   .00 %","   .06 %","   .03 %","   .28 %","   .07 %","   .09 %"
"2021-01-22","   .00 %","   .14 %","   .17 %","   .13 %","   .00 %","   .00 %","   .00 %","   .04 %","   .10 %","   .38 %","   .04 %","   .09 %"
"2021-01-23","   .09 %","   .00 %","   .21 %","   .08 %","   .00 %","   .05 %","   .00 %","   .03 %","   .03 %","   .27 %","   .02 %","   .00 %"
"2021-01-24","   .00 %","   .09 %","   .00 %","   .10 %","   .00 %","   .03 %","   .00 %","   .00 %","   .10 %","   .00 %","   .07 %","   .00 %"
"2021-01-25","   .04 %","   .05 %","   .17 %","   .05 %","   .00 %","   .00 %","   .00 %","   .01 %","   .09 %","   .38 %","   .09 %","   .09 %"
"2021-01-26","   .00 %","   .00 %","   .00 %","   .03 %","","","","   .00 %","   .04 %","   .14 %","   .02 %","   .09 %"
"2021-01-27","   .00 %","   .00 %","   .17 %","   .10 %","   .11 %","   .11 %","   .00 %","   .11 %","   .06 %","   .07 %","   .09 %","   .17 %"
"2021-01-28","   .04 %","   .32 %","   .08 %","   .17 %","   .00 %","   .05 %","   .00 %","   .11 %","   .13 %","   .20 %","   .13 %","   .30 %"
"2021-01-29","   .04 %","   .05 %","   .00 %","   .07 %","   .00 %","   .11 %","   .00 %","   .14 %","   .14 %","   .10 %","   .05 %","   .30 %"
"2021-01-30","   .04 %","   .00 %","   .00 %","   .23 %","  2.13 %","   .00 %","   .00 %","   .61 %","   .09 %","   .10 %","   .05 %","   .13 %"
"2021-01-31","   .00 %","   .00 %","   .00 %","   .05 %","   .11 %","   .00 %","   .00 %","   .29 %","   .08 %","   .07 %","   .15 %","   .04 %"
"2021-02-01","   .00 %","   .05 %","   .00 %","   .13 %","   .22 %","   .00 %","   .00 %","   .06 %","   .04 %","   .03 %","   .07 %","   .08 %"
"2021-02-02","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .08 %","   .00 %","   .10 %","   .05 %","   .00 %","   .04 %","   .17 %"
"2021-02-03","   .00 %","   .00 %","   .00 %","   .10 %","   .22 %","   .00 %","   .00 %","   .43 %","   .09 %","   .24 %","   .02 %","   .21 %"
"2021-02-04","   .09 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .30 %","   .06 %","   .00 %","   .11 %","   .17 %"
"2021-02-05","   .04 %","   .05 %","   .00 %","   .07 %","   .44 %","   .08 %","   .00 %","   .58 %","   .00 %","   .10 %","   .07 %","   .38 %"
"2021-02-06","   .09 %","   .14 %","   .13 %","   .08 %","   .11 %","   .03 %","   .00 %","   .82 %","   .08 %","   .10 %","   .02 %","   .08 %"
"2021-02-07","   .00 %","   .09 %","   .00 %","   .29 %","   .11 %","   .00 %","   .00 %","   .08 %","   .03 %","   .03 %","   .13 %","   .33 %"
"2021-02-08","   .04 %","   .00 %","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .14 %","   .08 %","   .10 %","   .00 %","   .17 %"
"2021-02-09","   .18 %","   .00 %","   .00 %","   .11 %","   .11 %","   .11 %","   .00 %","   .42 %","   .06 %","   .07 %","   .02 %","   .54 %"
"2021-02-10","   .18 %","   .27 %","   .00 %","   .55 %","   .00 %","   .05 %","   .00 %","   .15 %","   .08 %","   .17 %","   .02 %","   .58 %"
"2021-02-11","   .18 %","   .09 %","   .00 %","   .10 %","   .33 %","   .00 %","   .00 %","   .11 %","   .03 %","   .03 %","   .00 %","   .41 %"
"2021-02-12","   .22 %","   .05 %","   .00 %","   .06 %","","   .03 %","","   .08 %","   .09 %","","   .02 %","   .20 %"
"2021-02-13","   .04 %","   .00 %","   .00 %","   .21 %","   .00 %","   .03 %","   .00 %","   .28 %","   .08 %","   .10 %","   .07 %","   .41 %"
"2021-02-14","   .00 %","   .05 %","   .00 %","   .03 %","   .00 %","   .00 %","   .00 %","   .01 %","   .04 %","   .30 %","   .02 %","   .16 %"
"2021-02-15","","   .00 %","   .00 %","   .10 %","   .32 %","   .00 %","","   .04 %","   .04 %","   .07 %","   .04 %","   .08 %"
"2021-02-16","   .00 %","   .00 %","   .00 %","   .08 %","   .00 %","   .05 %","   .00 %","   .01 %","   .01 %","   .23 %","   .04 %","   .04 %"
"2021-02-17","   .13 %","   .00 %","   .04 %","   .15 %","   .00 %","   .11 %","   .00 %","   .01 %","   .07 %","   .00 %","   .11 %","   .16 %"
"2021-02-18","   .00 %","   .00 %","   .04 %","   .02 %","   .11 %","   .08 %","   .00 %","   .04 %","   .00 %","   .10 %","   .00 %","   .16 %"
"2021-02-19","   .13 %","   .09 %","   .04 %","   .06 %","   .00 %","   .00 %","   .00 %","   .15 %","   .01 %","   .07 %","   .04 %","   .24 %"
"2021-02-20","   .22 %","   .00 %","   .13 %","   .05 %","   .00 %","   .00 %","   .00 %","   .01 %","   .01 %","   .03 %","   .07 %","   .16 %"
"2021-02-21","   .00 %","   .05 %","   .00 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .10 %","   .00 %","   .12 %"
"2021-02-22","   .13 %","","","   .13 %","","   .03 %","","   .04 %","   .00 %","","   .02 %","   .08 %"
"2021-02-23","   .09 %","   .05 %","   .00 %","   .05 %","   .11 %","   .00 %","   .00 %","   .00 %","   .06 %","   .20 %","   .02 %","   .04 %"
"2021-02-24","   .04 %","   .00 %","   .04 %","   .14 %","   .43 %","   .03 %","   .00 %","   .00 %","   .02 %","   .10 %","   .09 %","   .32 %"
"2021-02-25","   .09 %","   .05 %","   .21 %","   .29 %","   .00 %","   .03 %","   .00 %","   .01 %","   .01 %","   .07 %","   .11 %","   .20 %"
"2021-02-26","   .04 %","","","   .26 %","   .32 %","   .11 %","","   .12 %","   .06 %","   .07 %","   .05 %","   .04 %"
"2021-02-27","   .00 %","   .00 %","   .04 %","   .38 %","   .00 %","   .00 %","   .00 %","   .03 %","   .20 %","   .20 %","   .02 %","   .20 %"
"2021-02-28","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .13 %","   .48 %"
"2021-03-01","   .09 %","   .18 %","   .00 %","  1.71 %","","   .08 %","","   .01 %","   .07 %","   .03 %","   .04 %","   .20 %"
"2021-03-02","   .04 %","   .00 %","   .04 %","   .16 %","   .11 %","   .00 %","   .00 %","   .04 %","   .04 %","   .03 %","   .02 %","   .08 %"
"2021-03-03","   .79 %","   .14 %","","   .14 %","","   .13 %","","   .04 %","   .10 %","   .46 %","   .25 %","   .12 %"
"2021-03-04","   .17 %","   .00 %","   .33 %","   .31 %","   .00 %","   .03 %","   .00 %","   .00 %","   .02 %","   .30 %","   .20 %","   .39 %"
"2021-03-05","","","   .08 %","   .31 %","   .00 %","","","   .04 %","   .01 %","   .79 %","   .20 %","   .43 %"
"2021-03-06","   .13 %","   .00 %","   .12 %","   .17 %","   .00 %","   .05 %","   .00 %","   .01 %","   .05 %","   .23 %","   .09 %","   .35 %"
"2021-03-07","   .00 %","   .00 %","   .25 %","   .11 %","   .00 %","   .03 %","   .00 %","   .00 %","   .07 %","   .71 %","   .11 %","   .43 %"
"2021-03-08","   .69 %","","   .00 %","   .25 %","   .11 %","   .13 %","","   .05 %","   .04 %","   .06 %","   .44 %","   .27 %"
"2021-03-09","   .17 %","   .05 %","   .08 %","   .20 %","","   .05 %","","   .03 %","   .09 %","   .00 %","   .04 %","   .35 %"
"2021-03-10","   .13 %","","   .37 %","   .20 %","","   .03 %","","   .00 %","   .16 %","  1.42 %","   .12 %","   .69 %"
"2021-03-11","   .04 %","   .00 %","   .12 %","   .20 %","   .00 %","   .03 %","   .00 %","   .03 %","   .05 %","  1.30 %","   .21 %","   .57 %"
"2021-03-12","   .26 %","   .00 %","   .37 %","   .17 %","   .00 %","   .13 %","   .00 %","   .00 %","   .17 %","   .50 %","   .21 %","   .57 %"
"2021-03-13","   .04 %","   .00 %","   .20 %","   .32 %","   .00 %","   .10 %","   .00 %","   .20 %","   .06 %","   .00 %","   .12 %","   .45 %"
"2021-03-14","   .00 %","","   .33 %","   .23 %","","   .00 %","","   .04 %","   .09 %","   .22 %","   .19 %","  1.02 %"
"2021-03-15","   .21 %","   .05 %","   .20 %","   .24 %","","   .05 %","","   .04 %","   .05 %","   .09 %","   .24 %","   .82 %"
"2021-03-16","   .17 %","   .09 %","","   .21 %","","   .08 %","","   .05 %","   .37 %","   .03 %","   .12 %","  2.00 %"
"2021-03-17","   .55 %","","   .73 %","   .50 %","   .32 %","   .05 %","","   .07 %","   .18 %","   .34 %","   .44 %","  1.52 %"
"2021-03-18","   .42 %","   .05 %","   .52 %","   .52 %","   .00 %","   .03 %","","   .13 %","   .24 %","   .19 %","   .26 %","  2.14 %"
"2021-03-19","   .38 %","","   .20 %","   .77 %","","   .13 %","","   .11 %","   .12 %","   .12 %","   .42 %","  2.27 %"
"2021-03-20","   .50 %","","   .40 %","   .44 %","   .11 %","   .16 %","","   .14 %","   .24 %","   .19 %","   .24 %","  1.30 %"
"2021-03-21","   .54 %","   .05 %","   .44 %","   .34 %","","   .10 %","","   .13 %","   .19 %","   .37 %","   .38 %","   .98 %"
"2021-03-22","   .29 %","","   .04 %","   .60 %","   .32 %","","","   .04 %","   .07 %","   .52 %","   .44 %","  3.21 %"
"2021-03-23","   .17 %","   .09 %","  1.07 %","   .32 %","","   .05 %","","   .08 %","   .25 %","   .27 %","   .12 %","  1.85 %"
"2021-03-24","   .66 %","   .09 %","  1.57 %","   .92 %","","","   .09 %","   .13 %","   .18 %","   .88 %","   .80 %","  1.37 %"
"2021-03-25","   .70 %","   .23 %","   .89 %","   .92 %","   .11 %","   .10 %","","   .04 %","   .14 %","  1.12 %","   .79 %","  3.20 %"
"2021-03-26","   .82 %","   .18 %","  2.37 %","   .84 %","","   .13 %","","   .14 %","   .46 %","  1.49 %","   .65 %","  1.92 %"
"2021-03-27","  1.26 %","   .22 %","  1.38 %","   .88 %","   .21 %","   .23 %","","   .42 %","   .17 %","  1.09 %","  2.00 %","  2.00 %"
"2021-03-28","  1.20 %","   .09 %","   .59 %","  1.29 %","   .21 %","   .03 %","","   .09 %","   .54 %","   .32 %","   .55 %","  1.08 %"
"2021-03-29","  1.50 %","   .00 %","  1.06 %","   .60 %","","   .13 %","","   .10 %","   .38 %","   .96 %","  1.30 %","  1.53 %"
"2021-03-30","  1.29 %","   .22 %","  1.34 %","  1.24 %","   .11 %","   .26 %","","   .33 %","   .27 %","   .26 %","   .35 %","  2.39 %"
"2021-03-31","  1.27 %","   .18 %","  1.15 %","  1.29 %","","   .13 %","","   .36 %","   .30 %","   .34 %","   .26 %","   .97 %"
"2021-04-01","  1.37 %","   .67 %","   .50 %","  1.27 %","","   .54 %","   .00 %","   .50 %","   .54 %","   .51 %","   .92 %","  1.85 %"
"2021-04-02","  1.54 %","   .53 %","  2.57 %","   .68 %","   .11 %","   .08 %","","   .12 %","   .72 %","   .68 %","   .85 %","  2.08 %"
"2021-04-03","  1.07 %","   .93 %","  1.37 %","  1.37 %","   .00 %","   .33 %","","   .32 %","   .47 %","   .11 %","  1.31 %","  1.54 %"
"2021-04-04","   .47 %","  5.59 %","  1.93 %","   .62 %","   .00 %","   .10 %","","   .41 %","   .65 %","   .17 %","   .45 %","   .81 %"
"2021-04-05","  1.42 %","  1.32 %","  1.89 %","  1.43 %","   .11 %","   .69 %","","   .08 %","   .67 %","  1.38 %","  1.68 %","  2.02 %"
"2021-04-06","   .54 %","   .69 %","   .59 %","  1.42 %","   .21 %","   .25 %","","   .95 %","   .66 %","   .53 %","   .94 %","  1.02 %"
"2021-04-07","  1.50 %","   .57 %","  2.01 %","  2.06 %","   .21 %","   .63 %","   .27 %","   .73 %","   .60 %","   .99 %","  2.14 %","  1.28 %"
"2021-04-08","   .81 %","   .69 %","  2.16 %","  1.34 %","   .10 %","  1.00 %","","   .70 %","   .98 %","  1.53 %","  1.19 %","  2.06 %"
"2021-04-09","   .56 %","   .48 %","  1.77 %","  2.00 %","   .52 %","   .40 %","  3.72 %","   .50 %","   .44 %","  1.70 %","  1.91 %","  1.82 %"
"2021-04-10","  2.84 %","   .36 %","  2.97 %","  1.71 %","   .31 %","   .77 %","   .60 %","  1.66 %","  1.08 %","  1.56 %","  2.77 %","  2.03 %"
"2021-04-11","   .71 %","   .83 %","   .77 %","  1.50 %","   .21 %","   .25 %","   .59 %","   .72 %","  1.01 %","  1.20 %","  1.45 %","  1.24 %"
"2021-04-12","  2.74 %","   .63 %","  2.89 %","  2.87 %","   .10 %","  1.10 %","  9.62 %","   .80 %","  1.03 %","  1.88 %","  2.26 %","  1.96 %"
"2021-04-13","   .72 %","   .59 %","  1.26 %","  1.66 %","   .41 %","   .92 %","   .69 %","   .71 %","   .80 %","   .81 %","  1.39 %","  1.59 %"
"2021-04-14","  1.33 %","  2.64 %","  1.87 %","  1.96 %","","  1.01 %","   .31 %","  1.36 %","  1.11 %","  1.78 %","  1.88 %","  2.10 %"
"2021-04-15","  1.85 %","  1.33 %","  2.72 %","  2.13 %","  8.02 %","   .45 %","   .23 %","  1.77 %","   .52 %","  2.44 %","  2.19 %","  1.68 %"
"2021-04-16","   .53 %","   .30 %","   .00 %","  2.24 %","   .10 %","  1.49 %","  5.86 %","  1.15 %","  1.08 %","  1.71 %","  1.34 %","  1.83 %"
"2021-04-17","  2.96 %","  1.42 %","  5.92 %","  2.67 %","   .10 %","   .74 %","  1.29 %","  1.44 %","  2.17 %","  1.73 %","  2.90 %","  1.92 %"
"2021-04-18","   .33 %","  1.21 %","  1.68 %","  1.34 %","   .19 %","  1.66 %","   .78 %","  1.21 %","   .21 %","  2.16 %","  2.07 %","  1.39 %"
"2021-04-19","  2.20 %","  1.24 %","   .90 %","  5.22 %","  3.32 %","  2.00 %","   .14 %","  2.06 %","  2.00 %","  3.30 %","  3.66 %","  1.39 %"
"2021-04-20","  3.07 %","   .61 %","  3.43 %","   .64 %","  3.21 %","   .80 %","  5.48 %","  1.16 %","  1.64 %","  3.41 %","  3.03 %","  3.49 %"
"2021-04-21","  1.60 %","  2.07 %","  2.89 %","  4.78 %","   .00 %","   .91 %","  1.80 %","  1.04 %","  2.20 %","  4.37 %","  3.20 %","  1.30 %"
"2021-04-22","  3.35 %","  1.33 %","  4.70 %","  4.02 %","  1.16 %","  1.90 %","  1.90 %","  2.00 %","  1.81 %","  2.24 %","  2.04 %","  3.13 %"
"2021-04-23","  1.20 %","  2.90 %","  1.85 %","  2.84 %","   .00 %","   .21 %","   .26 %","  1.41 %","   .56 %","  2.24 %","  2.28 %","  2.09 %"
"2021-04-24","  4.96 %","  1.04 %","  4.25 %","  3.02 %","   .62 %","  1.97 %","   .32 %","  2.73 %","  2.53 %","  4.04 %","  3.27 %","  2.59 %"
"2021-04-25","  1.64 %","   .30 %","  2.19 %","  3.44 %","   .87 %","   .57 %","   .19 %","   .83 %","  2.05 %","  4.30 %","  1.49 %","   .68 %"
"2021-04-26","  2.15 %","  2.41 %","  2.20 %","  3.21 %","  1.82 %","  1.67 %","  2.10 %","  2.55 %","  1.62 %","  2.25 %","  2.52 %","  1.17 %"
"2021-04-27","  2.03 %","  2.78 %","  6.04 %","  4.81 %","  1.11 %","  2.12 %","  1.06 %","  2.31 %","  1.72 %","  1.94 %","  2.54 %","  2.06 %"
"2021-04-28","  5.02 %","  2.92 %","  2.05 %","  5.04 %","  4.21 %","  2.19 %","   .74 %","  2.77 %","  1.87 %","  5.09 %","  2.65 %","  3.12 %"
"2021-04-29","  4.96 %","  5.86 %","  3.59 %","  4.22 %","  1.94 %","  1.62 %","  5.70 %","  2.83 %","  3.51 %","  4.78 %","  4.92 %","  1.36 %"
"2021-04-30","  3.94 %","  3.49 %","  3.95 %","  3.94 %","  2.77 %","   .81 %","  1.28 %","  3.96 %","  1.53 %","  2.18 %","  1.70 %","  3.00 %"
"2021-05-01","  3.09 %","  2.31 %","  4.87 %","  4.27 %","  2.08 %","  1.58 %","  3.61 %","  1.35 %","  2.27 %","  8.09 %","  2.86 %","  1.61 %"
"2021-05-02","  4.37 %","  2.81 %","  2.37 %","  2.44 %","   .08 %","   .81 %","   .77 %","  4.57 %","  1.71 %","  4.09 %","  3.20 %","  1.72 %"
"2021-05-03","  7.87 %","  5.40 %","  2.12 %","  4.29 %","  2.04 %","  1.73 %","  1.04 %","   .20 %","  3.11 %","  3.44 %","   .87 %","  3.94 %"
"2021-05-04","  4.14 %","  3.97 %","  5.36 %","  5.03 %","  3.99 %","  1.44 %","  1.41 %","  6.51 %","  2.44 %","  3.56 %","  3.28 %","  3.82 %"
"2021-05-05","  4.66 %","  4.01 %","  2.09 %","  7.05 %","  5.54 %","  2.18 %","  1.87 %","  1.01 %","  2.79 %","  5.30 %","  5.28 %","  1.92 %"
"2021-05-06","  5.29 %","  4.79 %","  5.39 %","  5.14 %","  1.35 %","  2.28 %","  4.31 %","  3.60 %","  2.87 %","  2.80 %","  3.66 %","  2.88 %"
"2021-05-07","  5.04 %","  5.92 %","  4.17 %","  7.78 %","","   .73 %","   .81 %","  3.77 %","  1.96 %","  5.67 %","  1.63 %","  1.62 %"
"2021-05-08","  4.57 %","  5.19 %","  7.57 %","  5.67 %","  7.11 %","  2.18 %","   .75 %","  6.89 %","  3.89 %","  3.55 %","  4.67 %","  3.49 %"
"2021-05-09","  4.40 %","  2.31 %","  3.56 %","  2.77 %","  1.12 %","   .78 %","   .94 %","  2.79 %","  3.49 %","  3.02 %","  1.15 %","  3.17 %"
"2021-05-10","  4.39 %","  5.23 %","  4.56 %","  6.39 %","  4.54 %","  2.47 %","  1.33 %","   .61 %","  1.53 %","  4.57 %","  2.65 %","  5.31 %"
