"date","Oklahoma/Adair","Oklahoma/Alfalfa","Oklahoma/Atoka","Oklahoma/Beaver","Oklahoma/Beckham","Oklahoma/Blaine","Oklahoma/Bryan","Oklahoma/Caddo","Oklahoma/Canadian","Oklahoma/Carter","Oklahoma/Cherokee","Oklahoma/Choctaw","Oklahoma/Cimarron","Oklahoma/Cleveland","Oklahoma/Coal","Oklahoma/Comanche","Oklahoma/Cotton","Oklahoma/Craig","Oklahoma/Creek","Oklahoma/Custer","Oklahoma/Delaware","Oklahoma/Dewey","Oklahoma/Ellis","Oklahoma/Garfield","Oklahoma/Garvin","Oklahoma/Grady","Oklahoma/Grant","Oklahoma/Greer","Oklahoma/Harmon","Oklahoma/Harper","Oklahoma/Haskell","Oklahoma/Hughes","Oklahoma/Jackson","Oklahoma/Jefferson","Oklahoma/Johnston","Oklahoma/Kay","Oklahoma/Kingfisher","Oklahoma/Kiowa","Oklahoma/Latimer","Oklahoma/Le Flore","Oklahoma/Lincoln","Oklahoma/Logan","Oklahoma/Love","Oklahoma/Major","Oklahoma/Marshall","Oklahoma/Mayes","Oklahoma/McClain","Oklahoma/McCurtain","Oklahoma/McIntosh","Oklahoma/Murray","Oklahoma/Muskogee","Oklahoma/Noble","Oklahoma/Nowata","Oklahoma/Okfuskee","Oklahoma/Oklahoma","Oklahoma/Okmulgee","Oklahoma/Osage","Oklahoma/Ottawa","Oklahoma/Out of OK","Oklahoma/Pawnee","Oklahoma/Payne","Oklahoma/Pittsburg","Oklahoma/Pontotoc","Oklahoma/Pottawatomie","Oklahoma/Pushmataha","Oklahoma/Roger Mills","Oklahoma/Rogers","Oklahoma/Seminole","Oklahoma/Sequoyah","Oklahoma/Stephens","Oklahoma/Texas","Oklahoma/Tillman","Oklahoma/Tulsa","Oklahoma/Unassigned","Oklahoma/Wagoner","Oklahoma/Washington","Oklahoma/Washita","Oklahoma/Woods","Oklahoma/Woodward"
"2020-04-01","4","","","","0","","0","0","5","0","3","0","","22","","6","0","1","6","0","1","","","2","1","1","","2","","","","","1","","","0","","","1","0","0","0","0","","","1","6","","","","5","1","0","","37","1","3","0","0","0","1","0","0","1","","","1","0","0","1","0","","32","","5","2","","",""
"2020-04-02","1","","1","","0","","1","1","4","0","0","0","","34","","6","0","0","9","1","2","","","0","1","0","","0","","","","","0","","","0","2","1","0","0","1","1","1","","","0","2","","","","2","0","1","","24","1","3","1","0","0","2","0","0","3","","","4","0","2","1","0","","36","0","9","1","","","1"
"2020-04-03","5","","0","","0","","1","0","1","0","0","0","","9","","6","3","0","3","0","1","","","1","0","2","1","3","","","","","2","","","1","1","0","0","0","1","0","0","1","","0","-1","1","","","1","0","1","","21","2","-1","0","0","1","0","0","2","2","","","2","0","0","1","0","","24","0","6","4","1","","0"
"2020-04-04","0","","0","","0","","0","2","3","0","3","1","","39","","4","0","1","4","0","0","","","0","3","1","0","1","","","","","0","","","4","0","0","2","0","0","1","0","0","","2","1","0","","","1","0","1","","19","4","4","2","0","0","2","1","0","0","","","2","1","0","1","0","1","46","0","10","5","","","0"
"2020-04-05","4","","0","","0","","0","0","1","0","2","0","","2","","2","0","0","1","0","1","","","0","-2","1","0","19","","","","","0","","","1","0","0","0","0","0","0","0","0","","2","1","0","1","","3","1","1","","9","0","2","1","0","6","0","3","0","1","","","1","0","0","0","1","0","19","0","7","2","-1","","0"
"2020-04-06","2","","0","","0","","0","1","2","0","2","0","","9","","2","0","2","1","0","1","","","0","1","1","0","1","","","","","0","1","","0","0","0","0","0","2","0","0","0","","1","0","0","0","","0","0","0","","14","0","4","1","0","0","1","0","1","1","","","2","1","3","2","1","0","9","0","2","4","0","","0"
"2020-04-07","5","","0","1","0","","0","1","5","0","2","0","","23","","1","0","-1","2","0","0","1","","0","2","1","0","5","","","","","2","0","","3","0","0","0","0","1","0","0","0","1","2","4","1","1","","1","0","1","","24","0","3","2","0","1","3","1","1","6","","","2","0","3","0","0","0","24","0","6","4","","","0"
"2020-04-08","0","","0","0","0","","0","0","0","0","0","0","","9","","2","0","1","0","0","0","0","","0","-1","0","0","1","","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","-1","0","-1","","0","0","0","","14","0","-1","1","0","0","0","0","0","1","","","2","1","0","0","0","0","20","0","2","2","","","0"
"2020-04-09","0","","0","0","0","","0","0","8","0","1","0","","19","","3","0","0","1","0","1","0","","0","2","0","0","5","","","","","0","0","","3","0","0","0","2","0","1","0","0","0","0","2","0","0","","0","0","0","","68","2","8","2","0","1","1","0","0","4","","","0","0","0","2","0","0","15","0","0","9","","","0"
"2020-04-10","1","","0","0","0","","0","2","4","0","1","0","","5","","0","0","1","5","0","9","0","","0","-2","2","0","9","","","","","0","0","","5","2","0","0","0","1","0","0","0","0","1","1","0","0","","0","0","0","1","28","0","4","0","-2","2","3","1","0","1","","","4","2","0","0","0","0","6","0","8","3","","","0"
"2020-04-11","1","","0","0","0","","0","1","4","0","0","0","","11","","2","0","0","1","0","1","0","","1","-1","0","1","2","","","","","1","0","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","12","0","0","-1","0","0","0","0","0","0","","","1","0","-1","0","0","0","9","0","2","26","","","0"
"2020-04-12","0","","0","0","0","","0","0","0","0","0","0","","17","","0","0","1","1","0","26","0","","0","0","0","0","1","","","","","0","0","","1","0","0","0","0","0","0","0","0","0","1","0","1","0","","0","0","0","0","10","0","5","2","0","0","0","0","0","1","","","1","1","0","1","0","0","9","0","2","21","","","0"
"2020-04-13","0","1","0","0","0","","1","0","1","0","2","0","","3","","2","1","0","1","1","13","0","","1","1","0","0","1","","","","","0","0","","2","1","1","0","0","-1","0","0","0","0","1","1","3","0","","1","0","0","0","20","1","6","5","0","1","1","2","1","0","","","0","0","2","1","2","0","5","0","4","10","","","0"
"2020-04-14","1","0","0","0","0","","0","1","5","0","0","1","","10","","1","0","2","4","1","8","0","","0","-1","1","0","-1","","","","","0","0","2","0","0","0","0","0","0","0","0","1","0","-1","-1","0","0","","3","0","1","0","19","0","3","-1","0","0","-1","1","0","2","","","3","0","0","0","1","0","21","0","25","4","","","0"
"2020-04-15","1","0","0","0","1","","1","25","1","0","1","0","","17","","0","0","-1","-3","0","1","1","","0","0","2","0","1","","","","","-1","0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","","1","0","0","0","9","0","2","0","0","0","1","2","0","0","","","2","0","-1","0","3","0","4","0","4","0","","","0"
"2020-04-16","0","0","0","0","0","","0","13","2","0","1","0","","7","","5","0","-1","1","0","2","0","","2","0","2","0","0","","","","","0","0","0","1","0","0","0","1","1","1","0","0","0","3","1","0","1","","-1","0","0","0","14","0","0","2","0","1","5","1","0","4","","","0","0","0","0","0","0","14","0","5","6","","","0"
"2020-04-17","0","0","0","0","0","","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","108","0","0","","","0"
"2020-04-18","0","0","0","0","0","","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","","","0"
"2020-04-19","14","0","0","0","0","","0","3","8","0","2","0","","12","","10","0","1","10","2","9","0","","2","0","4","0","5","","1","2","","0","0","1","0","0","1","0","1","-1","1","0","0","1","0","","","","1","1","0","2","0","63","1","3","3","0","0","3","3","0","4","","","8","0","0","0","4","1","35","-108","1","16","","1","0"
"2020-04-20","3","0","0","0","0","","0","1","2","0","0","0","","11","","4","0","0","0","1","3","0","","0","1","3","0","2","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","14","0","1","0","0","0","2","1","0","0","","","0","0","0","4","7","0","11","0","0","8","","2","0"
"2020-04-21","1","0","0","0","0","","1","0","1","0","0","0","1","21","","1","0","0","1","0","1","0","","0","1","0","0","0","","0","1","","2","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","16","0","0","0","0","0","0","2","0","0","","","2","2","0","0","12","-1","10","0","4","44","","0","0"
"2020-04-22","2","0","0","0","0","","0","1","6","0","1","0","0","27","","-1","0","0","1","0","1","0","","0","0","2","0","4","","0","0","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","0","17","1","0","1","0","0","1","0","0","1","","","2","0","0","0","2","0","5","0","0","9","","0","0"
"2020-04-23","1","0","0","0","0","","0","0","4","1","0","0","0","16","","4","0","1","1","0","1","0","","0","1","6","0","2","","0","0","","5","0","0","1","0","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","2","0","27","0","3","1","0","0","0","2","0","1","","","2","-1","0","0","12","0","17","0","0","7","","0","1"
"2020-04-24","3","0","0","1","0","","0","0","2","0","1","0","0","5","","1","0","0","1","0","1","0","","0","0","0","0","1","","0","0","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","1","0","36","0","3","0","0","0","3","0","0","2","","","1","0","1","0","13","0","13","0","2","8","1","0","-1"
"2020-04-25","1","0","0","0","1","","0","0","2","0","0","0","0","7","","0","0","0","1","0","0","0","","0","0","3","0","0","","0","0","","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","24","0","0","0","0","0","0","-1","0","0","","","1","0","0","1","9","0","12","0","0","6","0","0","0"
"2020-04-26","1","0","0","1","2","","0","5","1","0","0","0","0","3","","3","0","0","3","0","0","0","","0","0","0","0","0","","0","2","","1","0","-1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","1","1","4","0","0","","","1","0","1","0","5","0","12","0","0","7","0","0","0"
"2020-04-27","0","0","0","0","0","","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","1","","0","0","0","0","12","0","-1","0","1","2","0","0","0"
"2020-04-28","9","0","0","2","0","","2","3","5","0","0","0","0","6","","0","0","1","0","0","0","0","","4","0","1","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","26","0","0","3","0","0","0","2","0","1","0","","3","2","0","2","22","0","16","0","1","13","-1","0","0"
"2020-04-29","0","0","0","0","0","","0","0","1","0","1","0","0","7","","0","0","0","1","0","0","0","","0","0","0","0","0","","0","-1","","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","14","0","1","-1","0","0","0","1","0","0","0","","2","0","0","0","12","0","16","0","2","4","0","0","0"
"2020-04-30","0","0","0","3","0","","0","1","1","1","0","0","0","2","","1","0","0","0","0","0","0","","2","0","1","0","1","","0","0","","0","0","0","0","0","1","0","1","1","1","0","0","0","1","18","0","0","0","1","0","0","0","30","0","2","0","0","0","0","1","0","2","0","","7","0","0","0","12","0","45","0","1","8","0","0","0"
"2020-05-01","1","0","0","1","0","","0","2","0","0","0","0","0","7","","1","0","1","3","0","1","0","","0","1","0","0","0","","0","0","","1","0","0","0","0","0","0","0","-1","1","0","0","0","2","21","0","0","0","0","0","0","0","43","0","1","3","0","0","0","3","0","3","0","","1","1","0","0","7","1","17","0","1","7","0","0","0"
"2020-05-02","0","0","0","4","0","","1","0","0","0","0","0","0","4","","3","0","0","0","0","0","0","","1","0","2","0","0","","0","1","","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0","3","0","3","0","","5","1","0","0","34","0","23","0","2","5","0","0","0"
"2020-05-03","0","0","0","1","0","","0","5","2","1","0","0","0","2","","14","0","0","0","1","0","0","","1","0","1","0","0","","0","0","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","16","0","0","0","0","0","0","4","0","1","0","","1","0","0","0","29","12","21","0","0","5","0","0","0"
"2020-05-04","0","0","0","0","1","1","0","3","2","0","0","0","0","4","","4","0","1","0","0","0","0","","0","0","1","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","2","0","0","0","0","-1","0","0","0","","1","0","0","0","35","0","11","0","0","3","0","0","0"
"2020-05-05","1","0","0","1","0","1","0","5","1","1","2","0","0","3","","2","0","0","0","0","1","0","","2","0","0","0","0","","0","0","","1","0","0","1","0","0","0","0","2","1","0","1","0","0","7","0","0","0","0","0","0","0","12","0","0","0","0","0","0","1","0","0","0","","1","7","0","0","16","1","6","0","1","5","0","0","0"
"2020-05-06","2","0","0","0","0","0","3","0","0","0","0","0","0","8","","9","0","1","1","0","0","0","","0","0","1","0","0","","0","0","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","15","0","-1","0","0","0","0","0","0","0","0","","0","0","1","0","22","0","8","0","0","2","0","0","0"
"2020-05-07","1","0","0","2","0","0","0","12","4","1","0","0","0","1","","2","0","0","1","0","0","0","","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","27","1","5","0","0","0","0","0","0","1","0","","1","0","0","0","34","1","23","0","2","6","0","0","0"
"2020-05-08","3","0","0","2","0","0","0","8","0","0","1","0","0","5","","1","0","0","0","0","0","0","","1","0","1","0","0","","0","0","","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","10","-1","3","0","0","0","1","0","0","1","0","","1","1","0","0","35","3","8","0","1","2","0","0","0"
"2020-05-09","2","0","0","1","0","0","0","3","3","0","0","0","0","2","","8","0","0","0","0","0","0","","0","0","3","0","0","","0","0","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22","0","3","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","11","0","-1","5","0","0","0"
"2020-05-10","0","0","0","0","0","1","0","8","1","0","0","0","0","1","","0","0","0","0","0","0","0","","0","1","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","","0","1","1","0","58","0","5","0","4","0","0","0","0"
"2020-05-11","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","","0","0","1","0","0","","0","0","","0","0","0","0","0","-1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","8","0","0","5","0","0","0"
"2020-05-12","2","0","1","-1","0","-1","0","1","3","0","0","0","0","1","","27","0","-1","0","1","1","0","","-1","0","6","0","1","","0","0","","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","43","0","1","0","0","0","-1","0","0","0","0","","1","0","0","0","20","0","9","1","1","-1","0","0","0"
"2020-05-13","0","0","0","1","0","0","0","1","1","0","0","0","0","1","","33","0","0","1","0","0","0","","1","0","2","0","0","","0","0","","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","1","0","","1","0","0","0","50","1","17","0","1","0","0","0","0"
"2020-05-14","0","0","-1","0","0","-1","0","0","1","1","-1","0","0","0","","13","0","1","0","0","-1","0","","0","0","4","0","0","","0","0","","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","67","1","9","0","0","1","1","0","0"
"2020-05-15","0","0","0","2","0","1","0","1","0","1","0","0","0","1","","8","0","0","0","0","0","0","","1","1","2","0","0","","0","0","","0","0","0","0","0","1","0","-1","0","0","0","0","2","1","0","0","3","0","-1","0","0","0","22","0","1","1","0","0","0","0","0","0","0","","0","0","0","1","65","0","9","0","2","0","0","0","0"
"2020-05-16","0","0","0","1","0","1","1","1","0","0","0","0","0","7","","10","0","0","0","0","2","0","","0","-1","4","0","0","","0","0","","0","0","0","0","0","-1","0","0","1","0","0","0","0","1","0","2","2","0","0","0","0","0","35","2","0","-1","0","0","1","-1","1","1","0","","0","0","0","1","52","1","24","-1","3","1","0","0","0"
"2020-05-17","1","0","0","0","0","0","1","2","1","1","0","1","0","2","","9","0","1","1","0","0","0","","0","0","0","0","0","","0","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","1","0","0","0","0","0","1","0","","0","0","0","0","38","0","5","0","1","1","0","0","0"
"2020-05-18","0","0","0","0","0","0","3","6","1","4","0","1","0","0","","1","0","0","1","0","0","0","","0","0","0","0","0","","0","0","","0","0","0","1","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","0","2","56","0","6","0","0","0","0","0","0"
"2020-05-19","2","0","0","0","0","0","2","2","2","2","0","1","0","2","","4","0","1","0","0","1","0","","0","0","1","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","0","12","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","32","0","15","0","0","1","0","0","0"
"2020-05-20","1","0","0","0","0","0","0","4","0","0","0","6","0","2","1","0","0","0","0","0","0","0","","1","0","3","0","0","","0","1","","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","-1","1","","0","0","0","-1","7","0","12","0","0","0","0","0","0"
"2020-05-21","0","0","0","1","0","1","0","6","2","1","-1","0","0","10","0","6","0","0","2","0","1","1","","0","0","3","0","0","","0","0","","0","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","1","0","2","0","0","1","16","3","0","0","0","0","0","1","0","0","0","","1","0","0","11","29","0","38","0","3","3","0","0","2"
"2020-05-22","1","0","0","0","0","0","0","0","1","5","0","2","0","-1","0","1","0","0","1","0","0","0","","1","0","1","0","0","","0","0","","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","5","0","0","2","0","0","-1","70","1","1","0","0","0","0","0","0","0","0","","0","0","0","1","31","0","38","0","3","2","0","0","0"
"2020-05-23","3","0","0","0","0","0","2","4","1","1","0","0","0","6","0","34","0","0","1","0","2","0","","0","0","1","0","0","","0","0","","0","0","0","1","2","0","0","0","0","0","8","0","0","0","2","5","0","0","1","0","0","1","10","0","1","0","0","0","0","0","0","0","0","","5","0","0","0","4","0","13","0","2","1","0","0","0"
"2020-05-24","0","0","0","0","0","0","1","0","2","0","0","4","0","2","0","0","0","0","1","0","0","0","","1","0","3","0","0","","0","0","","0","0","0","0","-2","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","14","1","0","0","0","0","0","0","1","1","0","","0","1","0","0","26","0","12","0","3","0","1","0","1"
"2020-05-25","0","0","0","0","0","1","0","10","2","1","0","3","0","1","0","-2","0","0","1","0","0","0","","0","0","3","0","0","","0","0","","2","0","0","0","0","0","0","1","0","0","1","0","1","1","0","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","0","1","0","0","5","1","11","0","0","0","0","0","0"
"2020-05-26","0","0","0","0","0","1","0","4","0","2","1","4","0","3","0","2","0","0","1","0","1","1","","0","0","1","0","0","","0","0","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","4","0","9","0","1","2","0","0","0"
"2020-05-27","0","0","1","0","0","0","1","3","0","11","0","2","0","1","0","4","0","0","1","1","0","0","","0","1","3","0","0","","0","0","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","1","3","0","0","0","11","0","-1","0","0","1","0","0","0","1","0","","1","0","0","0","12","0","23","0","1","2","0","0","0"
"2020-05-28","2","0","0","0","0","0","0","1","0","2","0","3","0","2","0","4","0","0","0","0","0","0","","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","4","0","0","0","14","0","1","0","0","0","0","0","0","1","0","","1","1","0","0","2","0","2","0","0","0","0","0","0"
"2020-05-29","1","0","1","0","0","0","1","1","1","1","-1","2","0","2","0","1","0","0","0","0","0","-2","","0","1","2","0","0","","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","0","0","3","13","2","1","0","0","0","0","0","1","0","0","","0","2","0","0","4","0","23","0","0","0","0","0","0"
"2020-05-30","2","0","0","0","0","0","2","3","3","2","1","7","0","2","0","0","0","0","1","3","0","0","","1","0","7","0","0","","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","-2","9","1","0","0","0","1","0","1","0","0","0","","1","0","1","1","9","0","15","0","-1","2","0","0","1"
"2020-05-31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-01","1","0","0","0","4","0","3","4","1","4","0","0","0","3","0","4","0","0","1","4","0","0","","1","1","5","0","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","21","0","0","0","0","0","0","0","1","3","0","","0","0","0","0","9","0","24","43","1","9","0","0","0"
"2020-06-02","3","0","1","0","0","1","2","2","0","0","1","37","0","3","2","2","0","0","1","6","0","1","","-1","0","2","0","0","","0","0","2","0","1","0","2","0","0","0","0","0","0","1","0","0","0","1","30","1","0","1","0","0","1","10","-1","0","0","0","0","1","0","1","1","1","","1","0","0","0","8","0","35","-43","0","2","0","0","0"
"2020-06-03","0","0","0","0","-3","1","1","3","0","0","1","11","0","5","0","5","0","0","1","4","0","0","","0","0","1","0","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","1","11","0","0","0","15","0","1","0","0","0","2","0","0","0","2","","0","2","0","2","5","0","30","0","0","7","0","0","0"
"2020-06-04","2","0","0","0","0","0","1","1","4","6","0","3","0","3","0","3","0","0","1","1","0","0","","1","0","4","0","0","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","1","2","2","0","0","0","0","0","19","0","6","0","0","1","0","0","0","0","0","","1","2","1","1","5","0","22","0","1","4","0","0","0"
