"date","New Mexico/Bernalillo","New Mexico/Catron","New Mexico/Chaves","New Mexico/Cibola","New Mexico/Colfax","New Mexico/Curry","New Mexico/De Baca","New Mexico/Dona Ana","New Mexico/Doña Ana","New Mexico/Eddy","New Mexico/Grant","New Mexico/Guadalupe","New Mexico/Harding","New Mexico/Hidalgo","New Mexico/Lea","New Mexico/Lincoln","New Mexico/Los Alamos","New Mexico/Luna","New Mexico/McKinley","New Mexico/Mora","New Mexico/Otero","New Mexico/Quay","New Mexico/Rio Arriba","New Mexico/Roosevelt","New Mexico/San Juan","New Mexico/San Miguel","New Mexico/Sandoval","New Mexico/Santa Fe","New Mexico/Sierra","New Mexico/Socorro","New Mexico/Taos","New Mexico/Torrance","New Mexico/Unassigned","New Mexico/Union","New Mexico/Valencia"
"2020-06-02","1499","2","51","145","5","55","0","479","","23","15","20","1","1","26","4","6","9","2480","","22","5","49","41","1813","15","572","148","1","52","30","32","342","4","77"
"2020-06-03","1524","2","50","147","5","56","0","488","","23","15","20","1","1","26","5","6","10","2515","","22","5","52","41","1821","15","575","150","1","52","30","32","367","4","79"
"2020-06-04","1543","2","51","148","5","57","0","509","","26","15","20","1","1","26","5","6","9","2542","","23","5","52","42","1842","15","578","150","1","54","31","33","477","4","80"
"2020-06-05","1559","2","50","152","5","62","0","535","","28","15","20","1","1","29","5","6","11","2617","","25","5","54","42","1893","15","579","150","1","54","31","34","605","5","81"
"2020-06-06","1575","2","49","159","5","62","0","558","","30","15","20","1","1","29","5","6","11","2657","","25","5","54","42","1923","15","585","150","1","55","31","35","608","5","81"
"2020-06-07","1592","2","49","166","5","62","0","570","","35","15","20","1","1","29","5","6","12","2694","","26","5","54","42","1966","15","597","155","1","55","31","35","608","5","81"
"2020-06-08","1600","2","49","168","5","64","0","587","","38","15","20","1","1","32","5","6","12","2746","","27","5","57","45","1990","16","600","155","1","55","31","35","608","5","81"
"2020-06-09","1612","2","48","169","5","64","0","589","","38","15","20","1","1","33","5","6","12","2757","","28","4","57","45","1999","16","604","155","1","55","31","35","612","5","81"
"2020-06-10","1623","2","50","170","6","68","0","615","","42","15","20","1","1","34","5","6","12","2807","","28","4","59","46","2034","16","604","160","3","55","31","35","609","5","84"
"2020-06-11","1652","2","52","172","6","68","0","632","","45","16","20","1","1","35","5","6","20","2822","","28","4","60","51","2043","16","607","161","3","55","31","35","627","5","86"
"2020-06-12","1669","2","53","180","5","71","0","637","","46","17","20","1","2","38","5","6","20","2870","","30","4","60","53","2081","16","609","165","3","55","32","34","650","5","87"
"2020-06-13","1682","2","56","183","7","77","0","645","","46","16","20","1","3","41","5","6","26","2896","","30","4","60","53","2083","16","616","170","4","55","32","34","660","5","87"
"2020-06-14","1693","2","59","184","7","81","0","658","","47","16","20","1","3","42","6","7","27","2912","","29","4","60","53","2098","16","630","170","4","55","32","34","679","5","89"
"2020-06-15","1705","2","59","185","8","83","0","657","","47","16","20","1","20","44","6","7","29","2936","","30","4","59","53","2123","16","634","173","4","55","33","34","708","5","89"
"2020-06-16","1733","2","59","186","8","89","0","659","","48","16","20","1","23","49","6","7","32","2949","","30","4","59","53","2129","16","642","178","4","55","33","34","711","5","93"
"2020-06-17","1752","2","61","186","8","92","0","676","","48","16","20","1","23","55","6","7","32","2968","","31","4","61","53","2140","16","651","182","4","55","33","34","749","5","94"
"2020-06-18","1740","2","61","188","8","97","0","685","","49","16","20","1","23","54","7","7","44","2987","","30","5","66","54","2148","18","656","184","5","55","33","34","781","5","90"
"2020-06-19","1777","2","64","194","8","101","0","692","","49","16","20","1","26","58","7","7","47","3009","","32","5","73","54","2165","18","662","188","5","55","33","34","758","5","95"
"2020-06-20","1792","2","64","194","9","108","0","700","","51","16","20","1","26","66","7","7","49","3041","","32","5","79","53","2173","18","672","193","5","55","33","36","822","5","96"
"2020-06-21","1805","2","64","196","9","110","0","718","","53","17","20","1","28","67","7","7","54","3073","","31","5","79","53","2183","18","675","196","5","56","33","36","863","5","96"
"2020-06-22","1828","2","66","197","9","111","0","734","","56","17","20","1","39","75","7","7","55","3105","","32","5","79","54","2194","18","681","201","7","58","35","36","863","5","97"
"2020-06-23","1848","2","65","198","9","115","0","740","","58","17","20","1","39","79","7","7","57","3155","","32","5","82","53","2235","18","685","202","7","58","35","38","869","5","97"
"2020-06-24","1879","2","69","200","9","123","0","760","","61","17","20","1","39","86","8","7","57","3179","","33","5","86","54","2250","18","693","203","7","58","37","40","885","6","98"
"2020-06-25","1937","2","71","204","9","125","0","806","","63","17","20","1","40","89","9","7","63","3215","","34","5","89","55","2268","18","701","206","9","59","37","42","886","6","99"
"2020-06-26","1987","2","79","206","9","132","0","842","","62","17","20","1","39","94","11","7","64","3287","","35","6","91","55","2276","20","706","210","11","59","38","41","893","7","101"
"2020-06-27","2021","2","79","207","9","136","0","868","","66","18","20","1","46","100","11","7","67","3309","","35","6","93","55","2357","20","713","218","12","59","39","41","893","7","104"
"2020-06-28","2064","2","83","211","9","142","0","895","","69","18","20","1","46","106","11","8","73","3336","","38","6","93","57","2392","21","716","228","12","59","40","42","899","7","105"
"2020-06-29","2109","2","89","211","9","153","0","929","","78","18","20","1","49","113","11","8","77","3347","","41","6","96","57","2405","21","720","234","12","60","40","43","900","7","116"
"2020-06-30","2143","2","94","212","9","163","0","949","","80","18","20","1","49","132","11","8","79","3375","","42","6","98","59","2422","21","728","237","11","60","42","43","905","7","121"
"2020-07-01","2178","2","95","212","9","165","0","957","","82","19","20","1","49","134","11","8","80","3395","","43","6","101","59","2460","21","731","240","12","60","43","43","908","8","124"
"2020-07-02","2277","2","100","214","10","182","0","999","","84","20","20","1","54","142","12","8","82","3408","","44","6","105","62","2472","22","740","246","13","60","43","43","909","8","132"
"2020-07-03","2331","2","105","221","10","186","0","1039","","92","21","20","1","54","147","13","8","93","3450","","51","6","106","68","2494","22","753","253","13","60","46","43","924","8","136"
"2020-07-04","2410","2","112","231","10","190","0","1094","","102","22","20","1","58","172","13","8","97","3483","","58","6","106","70","2515","22","761","259","14","60","48","46","925","8","140"
"2020-07-05","2471","2","120","233","9","193","0","1128","","103","24","20","1","59","187","13","8","101","3502","","58","6","106","71","2542","22","761","267","14","60","48","48","925","8","146"
"2020-07-06","2531","2","127","241","9","199","0","1211","","104","24","20","1","60","204","14","9","104","3514","","60","7","110","72","2560","22","769","275","14","61","49","48","927","8","151"
"2020-07-07","2618","2","133","242","9","201","0","1233","","107","24","20","1","61","211","14","11","112","3525","","63","8","119","74","2594","23","776","283","14","61","49","48","928","8","155"
"2020-07-08","2717","2","147","243","9","207","0","1285","","116","27","20","1","62","223","16","11","113","3548","","65","9","124","74","2612","23","793","293","14","61","51","47","933","8","163"
"2020-07-09","2816","2","151","244","9","227","0","1306","","122","29","20","1","64","230","18","11","113","3567","","67","12","128","76","2628","23","802","302","14","61","51","47","934","8","168"
"2020-07-10","2886","2","158","245","9","235","0","1350","","125","30","20","1","72","262","19","11","115","3600","1","72","12","136","78","2659","25","813","322","14","62","51","47","934","8","175"
"2020-07-11","2966","3","160","247","9","247","0","1378","","138","32","20","1","72","269","22","11","122","3614","2","73","14","137","78","2687","25","821","328","14","63","52","47","935","8","178"
"2020-07-12","3076","3","162","249","9","251","0","1404","","140","33","20","1","72","280","24","12","122","3634","3","77","16","139","79","2711","26","838","337","14","64","53","49","936","8","186"
"2020-07-13","3134","3","179","251","9","262","0","1487","","144","35","20","1","74","285","24","12","128","3657","3","79","16","139","79","2731","27","847","341","16","66","57","49","936","8","192"
"2020-07-14","3200","3","184","253","9","267","0","1536","","150","41","20","1","75","291","25","13","132","3679","2","83","17","140","81","2742","28","853","352","16","65","59","49","936","14","198"
"2020-07-15","3362","3","186","256","10","271","0","1571","","154","44","20","1","75","299","29","13","133","3689","2","84","19","147","83","2766","28","867","380","17","65","61","49","937","14","206"
"2020-07-16","3464","4","188","259","10","282","0","1610","","167","46","24","1","76","322","32","14","135","3709","2","89","19","156","83","2782","29","883","389","17","64","65","49","937","14","217"
"2020-07-17","3578","4","189","259","11","291","0","1645","","168","47","24","1","77","333","32","14","140","3724","3","96","22","193","84","2808","30","895","396","17","63","69","49","939","14","241"
"2020-07-18","3679","4","197","259","11","301","0","1688","","173","47","24","1","78","343","34","14","144","3743","3","100","22","195","86","2829","31","905","407","19","64","69","50","955","14","247"
"2020-07-19","3775","4","197","262","11","302","0","1717","","181","49","24","1","78","378","36","14","145","3754","3","102","22","199","89","2834","32","919","417","20","65","69","51","955","14","252"
"2020-07-20","3861","4","212","267","11","316","0","1737","","187","53","24","1","78","379","38","14","155","3767","3","106","24","205","92","2842","34","933","433","21","67","71","51","955","14","260"
"2020-07-21","3920","4","223","271","11","327","0","1786","","196","55","26","1","80","411","41","16","165","3783","3","113","26","251","92","2861","34","942","436","21","67","71","51","955","14","264"
"2020-07-22","4005","4","229","278","11","328","0","1838","","202","59","26","1","81","431","44","16","168","3818","6","120","28","256","95","2869","36","957","456","21","67","74","51","961","14","278"
"2020-07-23","4131","4","235","283","11","335","0","1864","","207","63","27","1","84","465","47","16","175","3844","6","127","28","261","101","2890","35","972","462","22","68","81","52","964","17","285"
"2020-07-24","4227","4","252","287","11","345","0","1906","","213","64","27","1","85","479","64","16","183","3868","6","137","28","267","104","2901","36","983","474","22","68","82","52","967","21","295"
"2020-07-25","4318","4","260","292","12","357","0","1968","","217","63","28","1","85","506","68","16","185","3896","6","142","30","271","108","2910","37","994","482","25","68","83","52","981","21","302"
"2020-07-26","4405","4","267","294","12","379","0","1990","","221","63","29","1","85","523","75","16","190","3909","6","147","31","275","110","2915","39","1009","497","26","71","84","52","981","23","313"
"2020-07-27","4466","4","270","302","13","395","0","2064","","225","63","29","1","85","546","75","17","197","3921","6","168","31","280","117","2926","39","1018","510","26","71","86","56","1153","23","319"
"2020-07-28","4542","4","289","292","13","410","0","2082","","233","65","31","1","85","571","79","17","215","3934","6","174","31","281","122","2946","40","1032","524","27","71","87","58","1172","24","333"
"2020-07-29","4627","4","300","306","13","426","0","2118","","236","65","31","1","85","581","88","17","218","3942","6","176","31","285","131","2964","40","1049","535","28","71","89","59","1248","24","342"
"2020-07-30","4688","4","317","318","13","431","0","2139","","239","66","31","1","85","596","91","18","220","3977","6","178","31","292","134","2986","41","1063","550","28","73","91","59","1251","25","346"
"2020-07-31","4735","4","334","331","13","453","0","2171","","242","66","31","1","85","605","97","20","223","3988","6","182","31","293","139","2994","41","1070","561","28","73","94","59","1251","25","354"
"2020-08-01","4800","4","348","333","13","459","0","2178","","247","67","31","1","88","626","99","20","225","3999","6","183","31","294","140","2999","41","1082","576","29","73","96","59","1265","27","357"
"2020-08-02","4860","4","362","336","14","480","0","2214","","253","67","31","1","88","641","105","20","226","4002","6","184","32","294","141","3002","42","1095","595","29","73","98","60","1265","27","369"
"2020-08-03","4879","4","367","340","14","483","0","2240","","258","68","31","1","88","656","109","20","235","4004","6","188","33","296","142","3003","42","1096","597","30","73","99","60","1268","27","373"
"2020-08-04","4947","4","384","345","14","493","0","2272","","267","68","31","1","88","679","110","20","238","4009","6","193","34","298","144","3008","42","1104","602","30","73","99","60","1268","28","381"
"2020-08-05","4989","4","395","345","15","506","0","2315","","269","70","31","1","88","706","113","20","240","4025","6","195","34","306","152","3017","42","1111","610","31","73","102","60","1278","28","389"
"2020-08-06","5029","5","411","346","16","516","0","2348","","278","71","31","1","89","729","117","20","241","4033","6","197","34","312","157","3026","42","1117","618","31","73","106","61","1285","28","399"
"2020-08-07","5059","5","419","361","17","533","0","2398","","284","71","31","1","89","740","118","20","241","4037","6","199","34","313","160","3037","42","1126","626","31","72","106","61","1295","29","404"
"2020-08-08","5089","5","435","362","18","541","0","2417","","293","71","31","1","90","751","125","21","247","4043","6","201","34","316","161","3040","43","1126","637","32","73","108","61","1302","29","406"
"2020-08-09","5136","5","457","366","18","552","0","2447","","301","71","31","1","90","776","128","22","254","4046","6","201","34","318","164","3044","43","1133","650","32","74","108","61","1302","30","414"
"2020-08-10","5161","5","462","369","18","558","0","2466","","306","71","31","1","90","798","128","23","254","4057","6","203","34","318","166","3047","44","1137","654","32","75","109","61","1302","30","428"
"2020-08-11","5196","5","475","371","18","564","0","2517","","318","71","32","1","90","830","130","23","255","4067","6","203","34","318","167","3064","45","1142","658","32","75","109","61","1304","30","432"
"2020-08-12","5226","5","485","371","18","569","0","2554","","336","71","32","1","90","863","130","24","254","4077","6","204","37","319","168","3069","46","1146","660","32","75","112","61","1304","30","441"
"2020-08-13","5264","5","504","374","18","575","0","2572","","350","72","32","1","90","876","144","24","255","4087","6","204","41","323","169","3072","46","1149","672","32","75","112","62","1305","30","446"
"2020-08-14","5303","6","518","377","18","583","0","2602","","352","72","32","1","90","890","150","24","256","4104","6","204","44","323","170","3084","51","1152","681","32","75","114","62","1305","30","449"
"2020-08-15","5318","6","527","380","18","591","0","2618","","364","72","32","1","90","903","151","24","257","4120","6","207","47","327","175","3093","53","1158","686","34","75","115","63","1305","30","456"
"2020-08-16","5337","6","538","381","18","594","0","2630","","373","72","32","2","90","922","155","24","257","4121","6","209","50","326","175","3102","53","1158","695","34","75","115","63","1305","30","460"
"2020-08-17","5365","6","544","383","18","597","0","2640","","376","72","32","2","93","930","157","24","257","4125","6","209","50","326","175","3104","55","1161","701","34","75","115","63","1311","30","464"
"2020-08-18","5383","5","548","385","19","603","0","2648","","379","72","32","2","93","942","157","23","257","4131","6","211","51","327","176","3106","55","1162","711","34","75","116","63","1311","30","466"
"2020-08-19","5416","5","567","388","19","611","0","2664","","394","72","32","2","93","965","160","24","259","4134","6","211","51","331","177","3116","56","1172","723","34","75","116","63","1314","31","468"
"2020-08-20","5474","5","581","391","19","619","0","2685","","397","75","32","2","93","991","161","24","263","4141","6","212","58","336","185","3123","58","1176","736","36","75","115","63","1314","31","474"
"2020-08-21","5502","5","593","392","19","621","0","2699","","408","76","32","2","93","1010","162","24","264","4148","6","213","60","343","188","3131","61","1181","748","36","76","115","63","1314","31","479"
"2020-08-22","5526","5","607","384","19","636","0","2684","","414","74","34","2","93","1017","162","24","261","4119","6","210","61","344","193","3116","62","1176","753","36","76","114","63","1516","29","486"
"2020-08-23","5601","5","622","392","19","638","0","2716","","417","76","33","2","93","1036","164","24","269","4157","6","215","60","345","191","3146","67","1194","777","37","76","115","63","1316","31","493"
"2020-08-24","5619","5","625","392","19","640","0","2726","","426","76","33","2","93","1045","164","24","273","4159","6","216","60","347","191","3149","67","1199","780","37","76","116","63","1389","31","494"
