"date","West Virginia/Barbour","West Virginia/Berkeley","West Virginia/Boone","West Virginia/Braxton","West Virginia/Brooke","West Virginia/Cabell","West Virginia/Calhoun","West Virginia/Clay","West Virginia/Doddridge","West Virginia/Fayette","West Virginia/Gilmer","West Virginia/Grant","West Virginia/Greenbrier","West Virginia/Hampshire","West Virginia/Hancock","West Virginia/Hardy","West Virginia/Harrison","West Virginia/Jackson","West Virginia/Jefferson","West Virginia/Kanawha","West Virginia/Lewis","West Virginia/Lincoln","West Virginia/Logan","West Virginia/Marion","West Virginia/Marshall","West Virginia/Mason","West Virginia/McDowell","West Virginia/Mercer","West Virginia/Mineral","West Virginia/Mingo","West Virginia/Monongalia","West Virginia/Monroe","West Virginia/Morgan","West Virginia/Nicholas","West Virginia/Ohio","West Virginia/Pendleton","West Virginia/Pleasants","West Virginia/Pocahontas","West Virginia/Preston","West Virginia/Putnam","West Virginia/Raleigh","West Virginia/Randolph","West Virginia/Ritchie","West Virginia/Roane","West Virginia/Summers","West Virginia/Taylor","West Virginia/Tucker","West Virginia/Tyler","West Virginia/Unassigned","West Virginia/Upshur","West Virginia/Wayne","West Virginia/Webster","West Virginia/Wetzel","West Virginia/Wirt","West Virginia/Wood","West Virginia/Wyoming"
"2020-05-01","   .00 %","  5.52 %"," ##.## %","   .00 %","   .00 %","  2.38 %","","","","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .62 %","   .00 %","   .00 %","   .00 %","  2.22 %","  8.33 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  7.41 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","","   .00 %","   .00 %","  5.26 %","   .00 %"
"2020-05-02","   .00 %","  1.96 %","   .00 %","   .00 %","   .00 %","  2.33 %","","","","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %"," 10.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","  8.33 %","   .00 %"," 13.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %",""," 16.67 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %","","   .00 %","   .00 %","  2.50 %","   .00 %"
"2020-05-03","   .00 %","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","  7.14 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  2.53 %","  -.60 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.11 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-04","   .00 %","  4.40 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","  6.67 %"," 50.00 %"," ##.## %"," 16.67 %"," 14.29 %","   .00 %"," 28.57 %","   .00 %","  3.85 %","  1.23 %","   .60 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.75 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %"," -9.09 %","   .00 %","   .00 %","-14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  1.12 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-05"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.22 %","  1.19 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %"," 20.00 %","  7.69 %"," 33.33 %","  3.03 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.11 %","","   .00 %","   .00 %","  2.44 %","   .00 %"
"2020-05-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.90 %","-10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-07","   .00 %","  4.22 %","   .00 %","   .00 %","   .00 %","  9.09 %","","",""," 40.00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %"," 33.33 %","  6.45 %","  1.49 %","   .00 %","  1.18 %","   .00 %"," 50.00 %","  7.14 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  2.78 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.20 %",""," 33.33 %","   .00 %","   .00 %","   .00 %"
"2020-05-08"," 16.67 %","  6.36 %"," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  7.14 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 25.00 %","   .00 %","   .00 %","  4.82 %","  4.65 %","   .00 %"," 33.33 %","-13.33 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.38 %","   .00 %"
"2020-05-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-10","   .00 %","  2.17 %"," 12.50 %","   .00 %","   .00 %","  8.33 %","","   .00 %",""," 16.67 %"," ##.## %","   .00 %","   .00 %"," 12.50 %","   .00 %","  6.67 %","   .00 %","   .00 %","  1.15 %","  1.67 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 15.00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %","  1.92 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.88 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-12","   .00 %","   .53 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," -2.86 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","  7.69 %","   .00 %","  9.09 %","   .00 %"," 50.00 %","   .88 %","   .00 %","  6.25 %","   .00 %"," -2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","  2.33 %","   .00 %"
"2020-05-13","   .00 %","  3.14 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %"," 17.65 %","   .00 %","   .00 %","  3.41 %","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-14","   .00 %","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.88 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %"," 25.00 %","   .00 %","   .74 %","  4.40 %","  4.76 %","   .00 %","   .00 %","   .00 %","  2.17 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-15","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","  3.77 %","","   .00 %","","  5.56 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.11 %","  2.02 %","   .00 %","   .00 %","   .00 %"," -2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.15 %","","   .00 %","   .00 %","  2.27 %","   .00 %"
"2020-05-16","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","  -.73 %","  1.03 %","  1.98 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","  7.14 %","   .00 %","   .00 %","  3.85 %"," 33.33 %","   .88 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %",""," 16.67 %","   .00 %","  4.44 %"," ##.## %"
"2020-05-17","   .00 %","  1.45 %","   .00 %","   .00 %","   .00 %","  1.79 %"," ##.## %","   .00 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.04 %","   .49 %"," 25.00 %","   .00 %","  7.14 %","  2.13 %","  4.35 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","  1.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-18","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %"," -1.75 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.00 %","   .00 %","  -.74 %","  1.00 %"," -1.93 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","  8.33 %","  3.57 %","-25.00 %","  -.85 %","   .00 %","   .00 %","   .00 %"," -2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.13 %"," 50.00 %"
"2020-05-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-20","   .00 %"," 13.95 %","   .00 %","   .00 %","   .00 %"," -1.79 %","   .00 %","   .00 %","","  2.63 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.45 %","  5.71 %","   .00 %"," 13.86 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.24 %","   .00 %","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","  3.45 %"," 16.67 %"," 28.57 %","   .00 %","-11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","   .00 %","   .00 %"
"2020-05-21","   .00 %","  1.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  3.03 %","   .00 %","   .00 %"," 13.91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-22","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","","  7.69 %","   .00 %","   .00 %","   .00 %","  8.33 %"," 15.38 %","  2.94 %","  2.70 %","   .00 %","  6.87 %","  3.41 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .85 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," 20.00 %"," 50.00 %"," 84.62 %","   .00 %","  3.33 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.04 %",""," 14.29 %","   .00 %","   .00 %","   .00 %"
"2020-05-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-24","   .00 %"," 11.33 %","   .00 %","   .00 %","   .00 %","  3.51 %","   .00 %","   .00 %","","  9.52 %"," 11.11 %"," 50.00 %","   .00 %"," 15.38 %"," 20.00 %","  5.71 %","  2.63 %","   .00 %","  9.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  5.56 %"," 66.67 %","  1.68 %"," 16.67 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 33.33 %","   .00 %"," 33.33 %","   .00 %","  7.14 %"," 28.57 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","-##.## %"," 16.67 %","   .00 %","","   .00 %","   .00 %","  6.25 %","   .00 %"
"2020-05-25","   .00 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -2.17 %","   .00 %"," 22.22 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","  5.00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-27"," 28.57 %","  3.85 %","   .00 %","   .00 %"," 33.33 %","  1.69 %","   .00 %","   .00 %","","  4.44 %","   .00 %","   .00 %","   .00 %","  9.52 %"," -5.56 %","  2.70 %","  2.56 %","   .00 %","  8.44 %","  1.89 %"," 20.00 %","   .00 %","   .00 %","  2.00 %","  3.70 %"," -6.25 %","   .00 %","   .00 %","  7.89 %"," 20.00 %","  6.61 %","   .00 %","   .00 %","   .00 %","  5.13 %"," 11.11 %"," 25.00 %","-29.17 %","  4.76 %","  3.12 %","  6.67 %"," ##.## %","   .00 %"," 25.00 %","-50.00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.50 %","   .00 %","  5.88 %","   .00 %"
"2020-05-28","   .00 %","   .34 %"," 11.11 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %",""," -2.13 %","   .00 %","   .00 %","   .00 %"," 26.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .93 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.32 %","   .00 %","  1.55 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 10.00 %","-20.00 %","  5.88 %","   .00 %","  6.06 %","   .00 %"," 18.27 %","   .00 %","-10.00 %","   .00 %","-11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.03 %","","-11.11 %","   .00 %","   .00 %","   .00 %"
"2020-05-29","   .00 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  2.38 %","   .92 %"," 16.67 %","   .00 %","   .00 %"," -1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %"," 16.67 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-30","   .00 %","  1.99 %","-10.00 %","   .00 %"," 25.00 %","  4.92 %","   .00 %"," ##.## %","","   .00 %","   .00 %","  9.09 %","   .00 %"," -3.45 %","  5.88 %","  2.63 %"," -2.44 %","  1.48 %","  4.65 %","  2.73 %"," 14.29 %"," 20.00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %"," -2.22 %","-14.29 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %"," 10.53 %"," 13.64 %","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," -1.85 %","   .00 %"
"2020-05-31","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","","  4.35 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","  2.50 %","   .00 %","  1.11 %","  1.33 %"," 12.50 %","   .00 %","   .00 %","  2.00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  4.55 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.86 %","   .00 %","  1.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-01","   .00 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","  4.17 %","   .00 %","   .00 %","   .00 %","  6.90 %","  5.56 %","   .00 %"," -2.44 %","   .00 %","  1.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %",""," 12.50 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","   .00 %","  1.59 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.07 %","   .44 %","   .00 %","-16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.01 %"," 14.29 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.00 %","  8.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","","   .00 %","   .00 %","   .00 %","-33.33 %"
"2020-06-03","-11.11 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %"," -1.46 %","   .00 %","   .00 %"," 12.50 %"," 11.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","  6.25 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","   .00 %","  3.07 %"," 22.22 %","   .00 %","   .00 %","  2.99 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .73 %","  2.51 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-05","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","  3.85 %","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","  2.56 %","   .00 %","   .00 %","  -.49 %","   .87 %","   .00 %","   .00 %","  5.26 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","  2.22 %","   .00 %","   .00 %","-11.11 %","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","   .00 %","   .88 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %","  1.29 %","-11.11 %","   .00 %","   .00 %","  1.92 %","  3.33 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","  1.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.89 %","   .00 %"
"2020-06-07","   .00 %","   .29 %"," 36.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," -2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.96 %","   .00 %","   .71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %"
