"date","Colorado/Adams","Colorado/Alamosa","Colorado/Arapahoe","Colorado/Archuleta","Colorado/Baca","Colorado/Bent","Colorado/Boulder","Colorado/Broomfield","Colorado/Chaffee","Colorado/Cheyenne","Colorado/Clear Creek","Colorado/Conejos","Colorado/Costilla","Colorado/Crowley","Colorado/Custer","Colorado/Delta","Colorado/Denver","Colorado/Dolores","Colorado/Douglas","Colorado/Eagle","Colorado/El Paso","Colorado/Elbert","Colorado/Fremont","Colorado/Garfield","Colorado/Gilpin","Colorado/Grand","Colorado/Gunnison","Colorado/Hinsdale","Colorado/Huerfano","Colorado/Jackson","Colorado/Jefferson","Colorado/Kiowa","Colorado/Kit Carson","Colorado/La Plata","Colorado/Lake","Colorado/Larimer","Colorado/Las Animas","Colorado/Lincoln","Colorado/Logan","Colorado/Mesa","Colorado/Mineral","Colorado/Moffat","Colorado/Montezuma","Colorado/Montrose","Colorado/Morgan","Colorado/Otero","Colorado/Ouray","Colorado/Out of CO","Colorado/Park","Colorado/Phillips","Colorado/Pitkin","Colorado/Prowers","Colorado/Pueblo","Colorado/Rio Blanco","Colorado/Rio Grande","Colorado/Routt","Colorado/Saguache","Colorado/San Juan","Colorado/San Miguel","Colorado/Sedgwick","Colorado/Summit","Colorado/Teller","Colorado/Unassigned","Colorado/Washington","Colorado/Weld","Colorado/Yuma"
"2020-04-23","50","2","101","0","0","","25","4","5","","1","","0","1","0","1","98","","18","7","55","1","0","2","0","0","4","0","0","","53","","1","0","0","15","0","0","1","0","0","0","2","9","8","0","1","2","0","0","2","0","7","0","0","2","0","","0","","1","2","1","0","70","0"
"2020-04-24","57","2","125","0","0","","28","5","13","","1","","0","1","0","1","128","","19","7","72","1","0","2","0","0","4","0","0","","61","","2","0","0","18","0","0","1","0","0","0","2","9","8","1","1","2","0","0","3","0","9","0","0","4","0","","0","","1","2","2","0","82","0"
"2020-04-25","57","2","127","0","0","","29","5","13","","1","","0","1","0","1","132","","19","7","72","1","0","2","0","0","4","0","0","","61","","2","0","0","18","0","0","1","0","0","0","2","9","11","1","1","2","0","0","3","0","9","0","0","4","0","","0","","1","2","2","0","82","0"
"2020-04-26","58","2","127","0","0","","30","5","13","","1","","0","1","0","1","132","","19","7","72","1","0","2","0","0","4","0","0","","61","","2","0","0","18","0","0","1","0","0","0","2","9","13","1","1","2","0","0","3","0","9","0","0","4","0","0","0","","1","2","2","0","82","0"
"2020-04-27","60","2","130","0","0","","33","5","12","","1","","0","1","0","1","135","","19","7","68","1","0","2","0","0","4","0","0","","65","","2","0","0","19","0","0","1","0","0","0","2","10","15","1","1","2","0","0","2","0","9","0","0","4","0","0","0","","1","2","2","0","87","0"
"2020-04-28","61","2","136","0","0","","33","9","13","","1","","0","1","0","1","145","","21","7","69","1","0","2","0","0","4","0","0","","68","","2","0","0","19","0","0","1","0","0","0","2","11","16","1","1","2","0","0","2","0","9","0","0","4","0","0","0","","1","2","1","0","88","0"
"2020-04-29","62","2","140","0","0","","39","9","15","","1","","0","1","0","1","150","","22","7","69","1","0","2","0","0","4","0","0","","73","","2","0","0","19","0","0","1","0","0","0","2","11","16","1","1","2","0","0","2","0","10","0","0","4","0","0","0","","1","2","1","0","93","0"
"2020-04-30","63","2","141","0","0","","40","9","15","","1","","0","1","0","1","154","","22","7","70","1","0","2","0","0","5","0","0","","73","","2","0","0","19","0","0","1","0","0","0","2","11","16","1","1","2","0","0","2","0","10","0","0","4","0","0","0","","1","2","1","0","95","0"
"2020-05-01","68","2","152","0","0","","40","11","15","","1","","0","1","0","1","163","","23","7","71","1","0","2","0","0","5","0","0","","80","","2","0","0","19","0","0","1","0","0","0","2","11","17","1","1","2","0","0","2","0","10","0","0","5","0","0","0","","1","2","2","0","100","0"
"2020-05-02","68","2","153","0","0","","42","12","15","","1","","0","1","0","1","164","","23","7","74","1","0","2","0","0","5","0","0","","81","","2","0","0","18","0","0","1","0","0","0","2","11","20","1","1","2","0","0","2","0","10","0","0","5","0","0","0","","1","2","2","0","100","0"
"2020-05-03","68","2","156","0","0","","44","12","15","","1","","0","1","0","1","166","","23","7","75","1","0","2","0","0","5","0","0","","83","","2","0","0","18","0","0","1","0","0","0","2","11","20","1","1","2","0","0","2","0","10","0","0","5","0","0","0","","1","2","2","0","100","0"
"2020-05-04","68","2","157","0","0","","44","12","16","","1","","0","1","0","1","166","","23","7","76","1","0","2","0","0","5","0","0","","85","","2","0","0","18","0","0","1","0","0","0","2","11","20","1","1","2","0","0","2","0","11","0","0","6","0","0","0","","1","2","2","0","102","0"
"2020-05-05","72","2","165","0","0","","46","16","16","","1","","0","1","0","1","188","","23","7","78","1","0","2","0","0","5","0","0","","88","","2","0","0","18","0","0","1","0","0","0","2","11","21","1","1","2","0","0","2","0","11","0","0","6","0","0","0","","1","2","3","0","107","0"
"2020-05-06","75","2","167","0","0","","46","16","16","","1","","0","1","0","1","195","","25","7","77","1","0","2","0","0","6","0","0","","87","","2","0","0","18","0","0","2","0","0","0","2","11","21","1","1","2","0","0","2","0","11","0","0","6","0","0","0","","1","2","3","0","109","0"
"2020-05-07","78","2","172","0","0","","49","16","16","","1","","0","1","0","1","199","","26","7","77","1","0","2","0","0","6","0","0","","90","","2","0","0","18","0","0","2","0","0","0","2","11","22","1","1","2","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","113","0"
"2020-05-08","80","2","177","0","0","","50","16","16","0","1","0","0","1","0","1","202","","27","7","78","1","0","2","0","0","6","0","0","","93","","2","0","0","18","0","0","2","0","0","0","2","11","22","1","1","2","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","113","0"
"2020-05-09","81","2","176","0","0","","50","17","16","0","1","0","0","1","0","1","205","","28","7","78","1","0","2","0","0","6","0","0","","94","","2","1","0","18","0","0","2","0","0","0","2","11","22","1","1","2","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","113","0"
"2020-05-10","81","2","176","0","0","0","53","17","16","0","1","0","0","1","0","1","206","","28","7","78","1","0","2","0","0","6","0","0","","94","","2","1","0","18","0","0","2","0","0","0","2","11","22","1","1","2","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","113","0"
"2020-05-11","81","2","179","0","0","0","55","17","16","0","1","0","0","1","0","1","212","","29","8","79","1","0","2","0","0","6","0","0","","94","","2","1","0","19","0","0","2","0","0","0","3","11","22","1","1","1","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","114","0"
"2020-05-12","84","2","183","0","0","0","56","20","16","0","1","0","0","1","0","1","214","","29","8","81","2","0","2","0","0","6","0","0","","97","","2","1","0","19","0","0","3","0","0","0","3","11","22","1","1","1","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","117","0"
"2020-05-13","86","2","200","0","0","0","57","20","16","0","1","0","0","1","0","1","233","","30","8","81","2","0","2","0","0","6","0","0","","105","","2","1","0","19","0","0","3","0","0","0","3","11","24","1","1","1","0","0","2","0","12","0","0","6","0","0","0","","1","2","3","0","119","0"
"2020-05-14","91","2","213","0","0","0","58","20","17","0","1","0","0","1","0","1","237","","30","8","81","2","0","2","0","0","6","0","0","","107","","2","1","0","19","0","0","3","0","0","0","3","11","24","1","1","0","0","0","2","0","13","0","0","6","0","0","0","","1","2","1","0","119","0"
"2020-05-15","99","2","227","0","0","0","58","22","17","0","1","0","0","1","0","1","248","","37","8","83","2","0","2","0","0","6","0","0","","118","","3","1","0","21","0","0","3","0","0","0","3","11","27","1","1","0","0","0","2","0","13","0","0","6","0","0","0","","1","2","1","0","122","0"
"2020-05-16","102","2","244","0","0","0","59","22","17","0","1","0","0","1","0","1","261","","38","8","83","2","0","2","0","0","6","0","0","","122","","3","1","0","21","0","0","3","0","0","0","3","11","29","1","1","0","0","0","2","0","13","0","0","6","0","0","0","","1","2","1","0","123","0"
"2020-05-17","102","2","254","0","0","0","60","22","17","0","1","0","0","1","0","1","265","","39","8","83","2","0","2","0","0","6","0","0","","126","","3","1","0","21","0","0","3","0","0","0","3","11","32","1","1","0","0","0","2","0","13","0","0","6","0","0","0","","1","2","1","0","123","0"
"2020-05-18","102","2","253","0","0","0","60","22","17","0","1","0","0","1","0","1","272","","39","8","83","2","0","2","0","0","6","0","0","","128","","3","1","0","21","0","0","3","0","0","0","3","11","32","1","1","0","0","0","2","0","14","0","0","6","0","0","0","","1","2","1","0","123","0"
"2020-05-19","104","2","258","0","0","0","60","24","17","0","1","0","0","1","0","1","285","","42","8","84","2","0","2","0","0","6","0","0","","130","","3","1","0","21","0","0","3","0","0","0","3","11","35","1","1","0","0","0","2","0","14","0","0","6","0","0","0","","2","2","1","0","124","0"
"2020-05-20","108","2","272","0","0","0","60","24","18","0","1","0","0","1","0","1","294","","43","8","88","2","0","2","0","0","6","0","0","","136","","3","1","0","21","0","0","3","0","0","0","3","11","37","1","1","0","0","0","2","0","14","0","0","6","0","0","0","","2","2","1","0","125","0"
"2020-05-21","108","2","273","0","0","0","61","24","18","0","1","0","0","1","0","1","296","","43","8","88","2","0","2","0","0","6","0","0","","140","","3","1","0","21","0","0","3","0","0","0","3","12","38","1","1","0","0","0","2","0","14","0","1","6","0","0","0","","2","2","1","0","125","0"
"2020-05-22","111","2","276","0","0","0","61","25","18","0","1","0","0","1","0","1","299","","43","8","88","2","0","2","0","0","6","0","0","","142","","3","1","0","21","0","0","3","0","0","0","3","12","40","1","1","","0","0","2","0","14","0","1","6","0","0","0","","2","2","1","0","125","0"
"2020-05-23","112","2","278","0","0","0","61","25","18","0","1","0","0","1","0","1","299","","44","8","88","2","0","2","0","0","6","0","0","","142","","3","1","0","21","0","0","3","0","0","0","3","12","41","1","1","","0","0","2","0","14","0","0","6","0","0","0","","2","2","0","0","125","0"
"2020-05-24","112","2","280","0","0","0","61","25","18","0","1","0","0","1","0","1","299","","44","8","89","2","0","2","0","0","6","0","0","","144","","3","1","0","21","0","0","3","0","0","0","3","12","41","1","1","","0","0","2","0","14","0","0","6","0","0","0","","2","2","0","0","125","0"
"2020-05-25","112","2","280","0","0","0","61","25","19","0","1","0","0","1","0","1","298","","44","8","89","2","0","2","0","0","6","0","0","","146","","3","1","0","21","0","0","3","0","0","0","3","12","41","1","1","","0","0","2","0","14","0","0","6","0","0","0","","2","2","","0","124","0"
"2020-05-26","116","2","284","0","0","0","63","26","19","0","1","0","0","1","0","1","301","","44","8","89","2","0","2","0","0","6","0","0","","147","","3","1","0","21","0","0","3","0","0","0","3","12","42","1","1","","0","0","2","0","14","0","0","6","0","0","0","","2","2","","0","127","0"
"2020-05-27","118","2","298","0","0","0","63","26","19","0","1","0","0","1","0","1","313","","44","8","88","2","0","2","0","0","6","0","0","","157","","3","1","0","22","0","0","3","0","0","0","3","12","42","1","1","","0","0","2","0","14","0","0","6","1","0","0","","2","2","","0","128","0"
"2020-05-28","118","2","301","0","0","0","63","26","19","0","1","0","0","1","0","1","324","","45","8","88","2","0","2","0","0","6","0","0","","164","","3","1","0","27","0","0","3","0","0","0","3","12","42","1","1","","0","0","2","0","15","0","0","6","1","0","0","","2","2","","0","129","0"
"2020-05-29","120","2","304","0","0","0","63","26","20","0","1","0","0","1","0","1","326","","45","8","88","2","0","2","0","0","6","0","0","","169","","3","1","0","27","0","0","3","0","0","0","3","12","42","1","1","","0","0","2","0","16","0","0","6","1","0","0","","2","2","","0","130","0"
"2020-05-30","120","2","305","0","0","0","64","26","20","0","1","0","0","1","0","1","327","","45","8","88","2","0","2","0","0","6","0","0","","171","","3","1","0","27","0","0","3","0","0","0","3","12","43","1","1","","0","0","2","0","16","0","0","6","1","0","0","","2","2","","0","131","0"
"2020-05-31","120","2","305","0","0","0","65","26","20","0","1","0","0","1","0","1","327","","45","8","88","2","0","2","0","0","6","0","0","","171","","3","1","0","27","0","0","3","0","0","0","3","12","43","1","1","","0","0","2","0","17","0","0","6","1","0","0","","2","2","","0","131","0"
"2020-06-01","123","2","307","0","0","0","66","27","20","0","1","0","0","1","0","1","329","","45","8","89","2","0","2","0","0","6","0","0","","171","","3","1","0","28","0","0","3","0","0","0","3","12","43","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","132","0"
"2020-06-02","125","2","309","0","0","0","67","27","20","0","1","0","0","1","0","1","332","","45","8","95","2","0","2","0","0","6","0","0","","172","","3","1","0","28","0","0","4","0","0","0","3","12","43","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","132","0"
"2020-06-03","127","2","320","0","0","0","67","27","20","0","1","0","0","1","0","1","334","","46","8","96","2","0","2","0","0","6","0","0","","172","","3","1","0","28","0","0","4","0","0","0","3","12","45","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","133","0"
"2020-06-04","130","2","325","0","0","0","67","27","20","0","1","0","0","1","0","1","336","","47","8","96","2","0","2","0","0","6","0","0","","177","","3","1","0","28","0","0","4","0","0","0","3","12","46","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","134","0"
"2020-06-05","135","2","326","0","0","0","67","27","20","0","1","0","0","1","0","1","338","","47","8","97","2","0","2","0","0","6","0","0","","179","","3","1","0","28","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","134","0"
"2020-06-06","136","2","326","0","0","0","67","27","20","0","1","0","0","1","0","1","339","","47","8","96","2","0","2","0","0","6","0","0","","180","","3","1","0","28","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","135","0"
"2020-06-07","136","2","326","0","0","0","67","27","20","0","1","0","0","1","0","1","339","","47","8","96","2","0","2","0","0","6","0","0","","180","","3","1","0","28","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","18","0","0","6","1","0","0","","2","2","","0","135","0"
"2020-06-08","138","2","326","0","0","0","67","27","20","0","1","0","0","1","0","1","348","","47","8","98","2","0","2","0","0","6","0","0","","182","","3","1","0","28","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","18","0","0","6","2","0","0","","2","2","","0","135","0"
"2020-06-09","140","2","329","0","0","0","67","27","20","0","1","0","0","1","0","1","349","","47","8","99","2","0","2","0","0","6","0","0","","185","","3","1","0","28","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","19","0","0","6","2","0","0","","2","2","","0","135","0"
"2020-06-10","143","2","331","0","0","0","67","28","20","0","1","0","0","1","0","1","357","","47","8","100","2","0","2","0","0","6","0","0","","189","","3","1","0","28","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","19","0","0","6","2","0","0","","2","2","","0","135","0"
"2020-06-11","143","2","334","0","0","0","68","28","20","0","1","0","0","1","0","1","358","","48","8","100","2","0","2","0","0","6","0","0","","192","","3","1","0","27","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","20","0","0","6","2","0","0","","2","2","","0","136","0"
"2020-06-12","143","2","334","0","0","0","68","28","20","0","1","0","0","1","0","1","358","","48","8","100","2","0","2","0","0","6","0","0","","192","","3","1","0","27","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","20","0","0","6","2","0","0","","2","2","","0","136","0"
"2020-06-13","144","2","335","0","0","0","69","28","20","0","1","0","0","1","0","1","360","","49","8","102","2","0","2","0","0","6","0","0","","197","","3","1","0","27","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","22","0","0","6","2","0","0","","2","2","","0","136","0"
"2020-06-14","144","2","335","0","0","0","70","28","20","0","1","0","0","1","0","1","360","","49","8","102","2","0","2","0","0","6","0","0","","197","","3","1","0","27","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","22","0","0","6","2","0","0","","2","2","","0","136","0"
"2020-06-15","144","3","335","0","0","0","70","28","20","0","1","0","0","1","0","1","364","","49","8","103","2","0","2","0","0","6","0","0","","198","","3","1","0","27","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","22","0","0","6","2","0","0","","2","2","","0","136","0"
"2020-06-16","146","3","338","0","0","0","70","28","20","0","1","0","0","1","0","1","363","","50","8","106","2","0","2","0","0","6","0","0","","198","","3","1","0","29","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","23","0","0","6","2","0","0","","3","2","","0","136","0"
"2020-06-17","149","3","339","0","0","0","70","28","20","0","1","0","0","1","0","1","364","","50","8","113","2","0","2","0","0","6","0","0","","200","","3","1","0","29","0","0","5","0","0","0","3","12","45","1","1","","0","0","2","0","23","0","0","6","2","0","0","","3","2","","0","136","0"
"2020-06-18","149","3","340","0","0","0","70","28","20","0","1","0","0","1","0","1","366","","50","8","114","2","0","2","0","0","6","0","0","","202","","3","1","0","29","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","23","0","0","6","2","0","0","","3","2","","0","136","0"
"2020-06-19","150","3","339","0","0","0","71","28","20","0","1","0","0","1","0","1","366","","51","8","116","2","0","2","0","0","6","0","0","","203","","3","1","0","29","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","23","0","0","6","2","0","0","","3","2","","0","136","0"
"2020-06-20","152","3","339","0","0","0","71","28","20","0","1","0","0","1","0","1","367","","51","8","116","2","0","2","0","0","6","0","0","","203","","3","1","0","29","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","23","0","1","6","2","0","0","","3","2","","0","136","0"
"2020-06-21","152","3","339","0","0","0","71","28","20","0","1","0","0","1","0","1","367","","51","8","116","2","0","2","0","0","6","0","0","","203","","3","1","0","29","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","23","0","1","6","2","0","0","","3","2","","0","136","0"
"2020-06-22","153","3","339","0","0","0","71","28","20","0","1","0","0","1","0","1","367","","51","8","116","2","0","2","0","0","6","0","0","","205","","3","1","0","29","0","0","5","0","0","0","3","12","46","1","1","","0","0","2","0","24","0","1","6","2","0","0","","3","2","","0","136","0"
