"date","Florida/Alachua","Florida/Baker","Florida/Bay","Florida/Bradford","Florida/Brevard","Florida/Broward","Florida/Calhoun","Florida/Charlotte","Florida/Citrus","Florida/Clay","Florida/Collier","Florida/Columbia","Florida/DeSoto","Florida/Desoto","Florida/Dixie","Florida/Duval","Florida/Escambia","Florida/Flagler","Florida/Franklin","Florida/Gadsden","Florida/Gilchrist","Florida/Glades","Florida/Gulf","Florida/Hamilton","Florida/Hardee","Florida/Hendry","Florida/Hernando","Florida/Highlands","Florida/Hillsborough","Florida/Holmes","Florida/Indian River","Florida/Jackson","Florida/Jefferson","Florida/Lafayette","Florida/Lake","Florida/Lee","Florida/Leon","Florida/Levy","Florida/Liberty","Florida/Madison","Florida/Manatee","Florida/Marion","Florida/Martin","Florida/Miami-Dade","Florida/Monroe","Florida/Nassau","Florida/Okaloosa","Florida/Okeechobee","Florida/Orange","Florida/Osceola","Florida/Palm Beach","Florida/Pasco","Florida/Pinellas","Florida/Polk","Florida/Putnam","Florida/Santa Rosa","Florida/Sarasota","Florida/Seminole","Florida/St. Johns","Florida/St. Lucie","Florida/Sumter","Florida/Suwannee","Florida/Taylor","Florida/Unassigned","Florida/Union","Florida/Volusia","Florida/Wakulla","Florida/Walton","Florida/Washington"
"2020-05-04","3","0","0","0","2","71","0","8","0","6","13","4","7","","1","27","2","0","0","6","0","0","0","0","1","10","2","2","19","0","1","0","0","0","1","20","9","1","0","1","17","0","13","317","0","0","0","4","4","7","181","4","18","13","1","1","8","2","0","3","7","0","0","0","0","1","0","1","0"
"2020-05-05","0","0","0","0","9","109","0","12","1","2","3","0","1","","0","12","3","1","0","2","0","0","0","0","1","4","0","1","24","0","1","0","0","1","0","22","0","0","0","0","48","9","3","132","0","0","1","-1","8","-2","79","2","4","11","-1","0","10","7","3","-1","3","1","0","5","0","7","5","0","0"
"2020-05-06","6","0","0","0","1","61","4","25","1","1","21","0","2","","0","-7","6","1","0","5","0","0","0","0","0","5","1","-1","7","0","0","8","0","0","1","16","0","0","10","0","38","3","6","147","0","1","1","1","14","15","90","1","13","17","0","0","10","5","2","6","-2","1","0","14","0","5","0","1","0"
"2020-05-07","5","0","0","0","5","124","5","10","1","4","28","5","0","","1","6","12","3","0","1","0","0","0","0","1","9","0","3","33","0","0","8","0","0","1","36","6","0","44","0","15","6","9","214","0","0","1","4","14","15","107","4","19","30","0","2","7","2","6","6","4","1","0","2","0","8","0","-1","0"
"2020-05-08","6","2","0","0","1","11","0","8","0","1","7","1","0","","1","5","2","2","0","2","0","0","0","1","0","4","1","3","7","0","1","43","0","0","0","7","0","0","82","0","5","0","10","79","0","0","2","1","4","10","28","2","8","7","0","2","4","0","1","4","1","1","0","0","0","3","0","1","0"
"2020-05-09","2","0","0","0","2","92","3","5","2","6","22","0","5","","1","46","16","0","0","5","0","1","0","0","1","3","0","3","29","0","0","-2","0","0","3","30","3","0","0","0","14","8","2","177","9","0","3","0","27","10","183","2","20","22","5","10","2","1","-1","5","1","0","0","16","1","3","0","4","0"
"2020-05-10","4","1","0","0","0","78","0","12","2","1","18","1","0","","0","30","4","0","0","0","0","0","0","10","0","9","2","2","32","0","0","19","0","0","2","19","2","0","2","0","20","-2","10","166","-1","0","1","5","0","8","72","4","13","13","1","1","8","4","0","2","4","1","0","1","0","8","0","6","0"
"2020-05-11","8","0","0","0","2","24","0","8","0","2","14","0","4","","0","7","3","0","0","2","0","0","0","1","0","6","1","1","16","0","0","6","0","0","1","17","0","0","0","0","7","3","6","160","4","1","0","0","7","1","19","3","15","19","1","3","4","0","0","2","0","0","0","0","1","3","0","4","0"
"2020-05-12","4","0","1","0","16","91","0","10","1","1","77","2","1","","1","15","18","0","0","7","0","1","0","0","0","8","0","0","25","0","2","34","0","2","3","32","12","2","0","0","12","2","13","218","3","0","0","0","25","7","204","2","33","20","0","3","5","3","1","6","0","2","0","7","0","6","2","1","0"
"2020-05-13","2","1","0","0","-2","25","4","3","2","0","21","2","0","","1","13","6","1","0","2","1","0","0","67","1","6","0","1","21","0","0","-25","0","0","1","15","5","0","0","0","11","4","1","83","1","1","1","-3","16","6","83","4","14","12","0","0","5","4","6","9","1","1","0","31","3","9","0","2","0"
"2020-05-14","4","0","1","1","4","59","2","7","0","3","18","0","6","","3","16","6","0","0","1","0","1","0","48","2","11","3","3","36","0","1","-1","0","0","1","18","4","0","1","1","7","0","6","274","-1","1","2","7","24","8","102","2","39","11","0","1","47","4","2","2","1","2","0","-12","4","10","0","5","0"
"2020-05-15","0","0","2","0","8","76","5","10","1","2","33","1","3","","4","37","11","5","0","40","0","1","0","10","0","4","1","0","38","1","1","20","0","0","1","35","1","2","0","0","13","1","13","269","0","2","2","1","38","14","113","5","35","18","0","2","9","3","0","12","4","0","0","2","0","14","0","3","2"
"2020-05-16","-1","0","3","0","3","68","0","3","0","5","8","0","0","","0","7","0","3","0","32","0","-1","0","0","0","25","3","1","17","-1","0","1","0","1","1","16","0","0","0","0","8","2","2","355","0","0","3","1","14","8","49","1","11","6","1","0","2","2","0","3","1","2","0","1","6","1","0","1","-1"
"2020-05-17","3","0","1","0","6","42","2","10","2","4","25","3","5","","0","25","7","0","0","11","0","0","0","3","1","6","1","0","29","0","2","3","0","0","2","55","4","1","0","1","15","2","25","292","5","1","0","1","26","6","84","2","14","14","3","1","10","1","0","7","0","5","0","0","5","3","1","0","0"
"2020-05-18","5","0","1","0","2","79","1","9","0","3","58","2","2","","3","16","18","4","0","17","0","1","0","0","2","11","1","0","39","2","0","2","0","0","2","25","10","0","0","1","18","1","50","206","-1","0","1","8","24","5","134","3","29","10","3","2","10","3","1","11","1","2","2","0","0","11","0","4","0"
"2020-05-19","2","0","1","0","4","47","-1","3","2","1","24","0","1","","1","18","12","7","0","2","1","3","0","0","2","2","-1","3","17","-2","2","17","0","0","3","39","14","0","0","0","21","1","25","78","0","0","2","2","20","2","41","8","11","20","0","1","15","7","1","3","1","0","0","0","1","7","0","10","1"
"2020-05-20","5","0","0","0","1","38","0","6","1","12","28","2","11","","0","18","4","2","0","3","0","3","0","6","3","4","-2","0","33","1","0","23","0","0","3","22","2","2","0","2","5","4","23","92","1","3","4","4","9","7","77","1","13","20","1","11","5","2","0","-1","0","0","0","1","0","6","0","6","0"
"2020-05-21","2","0","1","1","4","107","1","12","0","18","54","4","14","","5","19","11","3","0","4","0","3","0","3","7","12","1","3","64","3","2","2","2","0","4","43","14","0","0","1","40","5","53","333","0","0","0","2","18","4","192","7","34","36","1","1","12","1","2","13","1","1","3","2","2","12","0","0","5"
"2020-05-22","8","0","5","0","4","66","11","2","3","3","48","2","3","","2","21","6","1","0","3","2","0","0","3","6","10","2","1","23","2","2","46","-1","1","2","81","9","0","5","-1","13","0","4","155","1","0","1","4","18","4","104","3","7","18","2","4","15","4","1","14","-2","3","2","2","0","10","0","3","5"
"2020-05-23","1","1","2","0","9","69","0","5","1","0","35","4","15","","5","30","9","0","0","3","0","1","0","2","3","-1","-1","1","33","-2","1","6","0","1","5","11","1","0","0","1","12","0","7","172","6","0","7","2","24","4","68","3","37","13","1","5","11","5","2","23","1","0","1","0","1","15","0","3","2"
"2020-05-24","6","0","1","1","5","48","0","6","0","3","56","5","3","","3","33","7","4","0","0","1","0","0","33","14","32","0","1","60","0","3","5","0","0","2","22","2","0","2","1","17","4","11","151","1","1","1","3","40","10","61","8","20","16","1","0","10","5","1","5","0","1","1","1","1","8","0","3","0"
"2020-05-25","4","0","2","0","4","63","0","4","0","5","31","1","2","","2","28","12","0","0","9","1","0","0","12","8","40","3","1","56","0","1","8","0","0","2","37","40","2","3","1","13","0","16","196","-1","0","0","4","23","0","154","11","14","9","3","1","4","2","1","13","0","1","2","0","0","10","0","2","19"
"2020-05-26","5","0","0","0","1","39","0","3","0","3","23","1","4","","1","17","1","0","0","2","0","4","0","0","2","16","0","0","30","4","2","1","0","0","2","23","3","1","0","0","2","3","25","127","0","0","1","3","18","4","74","9","9","13","1","1","4","4","1","9","1","-1","0","0","1","7","0","0","5"
"2020-05-27","0","2","0","0","0","26","0","3","0","1","29","3","3","","2","23","7","1","0","2","0","0","0","2","1","2","1","0","26","0","0","1","0","0","2","8","2","0","0","0","6","0","15","57","0","2","4","0","28","11","26","4","9","16","0","28","4","6","4","7","-1","1","0","0","0","3","0","1","1"
"2020-05-28","2","-1","0","0","2","45","0","5","0","3","67","1","8","","0","16","8","1","0","0","0","0","0","1","0","15","0","5","24","0","1","1","0","0","1","35","2","0","0","0","11","1","7","171","0","2","1","1","25","1","86","2","13","32","5","0","13","3","2","4","0","0","2","1","0","26","0","0","0"
"2020-05-29","6","0","1","0","8","105","1","8","1","5","53","4","39","","3","38","7","3","0","1","0","3","0","12","3","33","0","1","50","1","2","7","0","0","11","45","22","1","4","0","15","2","44","245","1","0","8","2","43","14","224","2","20","38","0","3","11","7","5","25","0","0","3","-3","0","16","1","5","3"
"2020-05-30","1","1","-1","0","11","92","3","4","1","6","60","4","2","","0","47","19","3","0","0","1","2","0","9","2","18","0","7","60","0","4","1","0","0","7","47","5","0","0","0","15","1","25","185","0","1","5","6","31","10","133","4","24","28","1","2","7","3","4","14","0","1","1","1","0","5","1","0","3"
"2020-05-31","1","0","1","0","2","56","7","8","0","2","25","0","9","","2","36","5","4","0","4","-1","1","0","3","6","10","2","2","72","0","4","2","0","0","3","14","-2","1","0","0","8","4","25","174","0","1","11","7","26","3","98","5","35","22","2","3","6","6","4","8","0","0","2","0","1","6","0","3","0"
"2020-06-01","2","0","2","0","2","73","-2","3","1","1","41","4","0","","3","10","13","0","0","3","3","2","0","6","2","16","0","1","50","0","3","5","0","0","3","35","1","2","0","0","12","2","1","139","1","0","9","1","29","2","139","2","16","11","1","2","4","1","0","2","0","1","0","0","0","5","1","0","1"
"2020-06-02","0","0","-1","0","3","52","1","2","0","4","25","-1","15","","0","6","16","1","0","2","0","29","1","0","4","15","3","2","34","4","5","10","0","0","2","24","6","1","0","0","17","5","28","85","0","4","3","1","17","6","84","6","22","15","1","1","8","2","2","19","2","0","0","3","1","11","0","1","8"
"2020-06-03","1","0","6","0","1","91","0","7","0","3","74","6","8","","1","9","9","1","0","7","0","3","0","11","6","30","2","2","99","1","1","3","0","0","3","120","17","0","5","0","36","2","49","232","0","1","1","12","73","6","258","4","26","21","0","2","2","12","7","16","3","2","2","2","0","19","0","0","2"
"2020-06-04","4","0","6","0","3","123","0","6","0","4","135","7","13","","1","33","13","2","0","3","2","6","1","5","7","25","2","4","95","2","5","21","0","1","4","60","4","3","0","0","24","4","35","323","1","1","5","7","48","11","211","7","36","26","11","5","3","7","-2","27","2","2","2","1","1","13","0","2","6"
"2020-06-05","5","0","4","1","8","110","2","5","3","-1","60","7","27","","2","34","5","2","0","1","2","11","0","6","13","20","0","3","75","4","10","8","1","1","4","53","2","17","0","3","28","11","46","277","0","0","9","18","41","6","171","11","81","27","7","1","6","3","3","26","1","2","1","5","0","7","0","4","5"
"2020-06-06","4","0","8","0","14","118","0","7","0","3","94","4","13","","0","28","8","0","0","4","0","2","0","0","9","31","0","2","89","0","6","0","1","0","4","53","4","3","0","-1","15","2","39","243","0","0","3","3","46","9","215","3","54","18","1","1","11","6","2","46","0","0","18","2","2","13","0","6","4"
"2020-06-07","3","0","7","0","4","114","2","5","3","4","71","0","10","","0","28","9","0","0","1","1","1","3","2","5","6","3","3","105","0","4","10","0","0","8","36","4","2","0","0","12","5","58","248","1","0","9","13","60","4","156","5","52","33","0","1","11","11","7","20","0","1","1","0","2","15","0","0","1"
"2020-06-08","0","0","2","0","7","120","0","7","0","5","31","0","16","","2","14","3","0","0","0","-1","1","1","-1","6","7","1","4","113","0","3","1","0","0","8","26","1","13","0","0","30","2","10","209","3","0","9","0","62","4","99","10","54","28","1","0","6","10","3","27","0","0","2","-4","0","10","0","1","0"
"2020-06-09","5","0","1","0","7","111","-2","1","0","6","58","3","12","","0","18","16","0","0","2","0","1","0","1","2","7","1","0","62","0","0","1","0","3","2","73","5","17","0","0","10","3","17","224","0","1","3","5","71","13","189","8","41","37","1","3","8","14","5","15","3","1","0","0","0","8","0","2","1"
"2020-06-10","8","0","2","0","13","158","0","4","2","9","102","1","3","","0","24","8","5","0","2","0","18","1","4","7","8","2","3","104","1","5","1","0","-1","3","34","3","0","0","0","16","2","24","297","2","1","13","6","93","8","160","15","67","44","1","1","11","29","1","27","1","2","-1","3","0","12","0","2","0"
"2020-06-11","31","0","0","0","22","144","0","10","2","7","61","2","5","","0","45","29","1","0","2","1","3","0","1","4","10","1","7","147","0","5","4","0","0","13","78","5","5","0","4","8","6","62","271","4","2","7","5","136","15","209","16","116","38","5","11","11","36","-1","64","0","4","4","0","0","11","0","7","2"
"2020-06-12","63","1","4","0","13","252","1","7","3","2","73","0","25","","0","30","12","1","0","2","2","2","0","0","13","7","2","9","121","0","13","1","0","0","28","63","8","3","0","0","56","7","36","324","1","1","18","4","95","11","322","11","79","48","2","2","8","42","5","33","1","3","1","4","0","24","0","3","0"
"2020-06-13","25","0","2","0","22","275","1","7","5","0","71","0","19","","0","38","5","2","1","-1","4","1","0","3","12","20","3","1","209","0","7","2","1","0","69","71","0","2","0","1","44","11","78","761","7","3","3","8","164","14","233","16","162","41","2","10","17","46","6","37","0","1","1","2","1","30","0","1","4"
"2020-06-14","10","0","4","0","4","64","0","3","3","6","91","5","13","","0","29","24","3","-1","3","0","4","0","0","7","21","5","1","109","0","8","1","0","1","12","202","5","0","1","3","24","1","36","284","1","2","17","17","193","28","391","21","132","52","5","6","26","50","9","53","0","10","1","0","-1","14","0","2","1"
"2020-06-15","10","0","8","0","20","158","0","5","7","5","66","1","26","","0","42","14","0","0","1","0","2","1","1","9","12","1","1","213","0","11","1","0","0","18","41","5","1","1","3","44","4","48","280","1","1","5","6","152","10","182","22","154","43","1","2","13","31","8","43","1","4","5","-5","0","18","0","2","-1"
"2020-06-16","13","4","4","1","43","412","0","6","2","3","137","4","15","","0","80","21","1","0","4","47","2","2","5","8","9","5","20","203","0","18","6","1","2","16","138","9","26","0","2","62","10","78","544","1","1","7","6","155","18","247","17","134","57","7","4","9","46","18","55","1","8","1","0","0","23","0","2","3"
