"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-05-08","0","96","101","85","3","2","8","3","18","1","31","1","20","40","0","284","385","2","1","14","3","0","-1","12","2"
"2020-05-09","1","82","-26","267","11","3","9","8","13","5","31","1","17","32","4","239","304","2","1","27","3","0","6","5","4"
"2020-05-10","2","91","125","109","4","23","9","23","19","4","38","0","16","35","11","207","291","8","1","7","2","0","11","13","4"
"2020-05-11","0","29","86","36","3","34","23","25","8","3","16","0","0","18","3","147","191","20","7","3","1","0","7","119","7"
"2020-05-12","2","28","103","51","2","7","6","3","5","4","15","0","9","11","4","221","205","3","1","2","0","0","1","4","1"
"2020-05-13","1","76","109","72","3","3","6","1","17","0","20","0","15","24","3","153","180","1","0","8","1","0","3","44","11"
"2020-05-14","1","65","130","29","11","6","24","20","18","2","23","0","34","27","2","265","377","2","0","17","2","0","18","16","2"
"2020-05-15","1","91","109","101","3","7","16","9","33","3","39","0","8","28","6","211","342","2","3","28","1","0","15","23","4"
"2020-05-16","9","49","150","113","9","10","-2","8","15","4","38","1","7","39","7","229","240","4","1","7","3","0","12","24","5"
"2020-05-17","1","55","75","79","4","-9","13","0","15","0","21","-1","9","26","-1","218","285","13","2","7","0","0","6","17","1"
"2020-05-18","3","37","125","32","4","9","57","10","8","11","37","1","8","38","3","211","292","4","4","13","0","0","5","19","27"
"2020-05-19","2","88","171","172","10","8","9","5","28","0","31","0","14","49","4","533","632","4","1","12","0","0","9","2","0"
"2020-05-20","0","52","105","150","4","2","8","5","26","0","42","0","12","29","1","102","206","2","2","2","1","0","12","9","5"
"2020-05-21","0","99","110","187","19","6","13","3","22","2","35","0","16","54","-2","208","384","6","7","17","1","0","13","-4","12"
"2020-05-22","2","75","35","153","13","7","22","8","13","2","57","0","9","38","3","172","247","0","0","13","3","0","12","10","-1"
"2020-05-23","0","75","120","181","7","8","10","3","13","0","36","0","18","52","2","267","247","5","0","9","4","0","9","5","0"
"2020-05-24","2","25","83","109","6","9","18","3","20","1","35","0","16","29","4","223","197","0","1","14","2","0","10","8","3"
"2020-05-25","6","50","103","106","3","1","19","3","8","1","35","3","9","49","3","189","205","5","0","2","7","0","5","25","2"
"2020-05-26","0","37","22","109","1","2","9","5","4","2","15","0","6","16","3","180","93","0","1","5","0","0","0","16","9"
"2020-05-27","1","54","64","57","6","0","6","1","7","3","40","0","6","28","2","176","281","0","0","0","-2","0","5","2","-1"
"2020-05-28","1","108","116","149","6","2","23","2","19","3","38","0","26","55","5","285","408","1","0","17","3","0","5","9","5"
"2020-05-29","-1","87","141","223","9","3","21","8","29","4","32","0","27","53","2","283","265","8","0","43","4","0","18","12","8"
"2020-05-30","0","100","136","138","5","5","19","2","29","1","34","0","7","37","3","216","249","-1","0","11","5","0","15","12","4"
"2020-05-31","1","42","110","100","7","6","33","5","23","1","21","0","21","23","3","110","198","1","0","28","3","0","13","10","4"
"2020-06-01","2","57","234","-60","8","1","1","-2","12","0","17","0","-1","16","1","115","133","1","0","6","2","0","3","2","1"
"2020-06-02","1","82","86","84","3","3","13","8","13","2","33","0","10","31","0","255","200","0","1","13","0","0","8","0","2"
"2020-06-03","1","85","72","113","-4","2","13","4","19","3","44","0","10","29","4","193","185","1","1","18","2","0","6","4","2"
"2020-06-04","0","71","19","105","4","3","7","7","22","5","36","0","19","29","2","302","202","-1","1","6","3","0","30","0","4"
"2020-06-05","1","70","114","132","1","0","13","5","11","1","28","0","19","41","4","208","229","2","0","5","0","0","13","8","7"
"2020-06-06","1","60","106","103","1","2","-10","6","11","1","31","0","8","20","1","190","147","5","0","1","2","0","16","8","2"
"2020-06-07","0","26","57","88","4","2","2","5","6","1","14","0","10","31","2","110","118","2","0","5","0","0","3","2","3"
"2020-06-08","1","31","61","67","4","0","2","4","9","1","21","0","4","31","0","84","89","7","1","0","0","0","3","7","4"
"2020-06-09","1","42","38","59","1","1","9","9","5","1","17","0","8","35","1","150","113","0","0","8","0","0","-6","6","2"
"2020-06-10","-1","39","64","73","0","3","6","6","15","0","26","0","13","29","1","156","117","1","0","4","0","0","6","2","1"
"2020-06-11","0","73","69","81","3","2","7","6","4","2","24","0","8","91","-1","152","187","0","1","8","-1","0","9","6","1"
"2020-06-12","2","32","66","50","4","1","1","6","13","1","23","0","1","21","1","72","102","1","0","2","0","0","8","6","3"
"2020-06-13","0","69","56","74","3","3","6","4","16","1","26","0","13","39","3","186","174","0","1","3","0","0","2","6","7"
"2020-06-14","0","85","44","56","2","1","6","4","5","1","22","0","5","-36","1","73","110","1","0","2","0","0","1","10","3"
"2020-06-15","0","16","48","58","1","0","3","2","3","3","25","0","10","15","0","50","74","3","1","2","0","0","8","7","2"
"2020-06-16","1","128","49","35","4","1","-5","5","5","1","10","0","4","-23","0","52","99","0","2","3","2","0","0","4","0"
"2020-06-17","0","45","81","84","2","0","19","5","14","4","28","0","9","16","-1","110","112","4","0","2","1","0","14","4","7"
"2020-06-18","-1","39","42","40","3","1","4","1","3","0","6","0","4","5","1","43","55","0","1","8","0","0","2","1","2"
"2020-06-19","0","27","32","32","4","3","18","3","0","4","19","0","5","34","0","66","43","16","0","4","3","0","6","0","0"
"2020-06-20","1","18","77","55","4","2","0","1","10","6","19","0","11","27","0","76","95","1","0","-2","0","0","1","3","3"
"2020-06-21","0","24","57","60","1","4","2","0","9","3","13","0","4","14","0","75","70","1","0","5","2","0","1","4","1"
"2020-06-22","1","12","48","42","3","0","1","1","15","0","14","0","4","13","1","62","61","6","0","-3","2","0","8","3","3"
"2020-06-23","3","30","50","53","1","2","30","0","5","0","12","0","4","-13","0","63","145","0","1","6","-1","0","5","5","3"
"2020-06-24","2","10","17","62","4","1","21","3","8","0","6","0","8","13","1","79","71","2","0","1","0","0","18","2","1"
"2020-06-25","9","29","58","48","1","5","19","-4","9","1","16","0","6","17","-1","98","98","2","1","4","3","0","19","2","0"
"2020-06-26","1","20","58","41","1","7","3","2","7","-2","7","0","0","17","1","90","58","5","1","1","2","0","10","4","4"
"2020-06-27","0","37","32","64","4","6","0","11","5","1","17","0","12","20","1","49","35","4","0","8","9","0","21","-1","0"
"2020-06-28","0","13","47","53","2","0","1","0","9","2","6","1","6","11","2","87","72","2","0","1","0","0","10","2","0"
"2020-06-29","0","37","82","82","3","3","9","5","12","3","15","0","12","26","1","68","91","1","1","13","6","0","1","2","4"
"2020-06-30","1","17","56","48","1","1","3","1","10","0","4","0","8","11","-1","62","67","3","0","4","1","0","3","5","0"
"2020-07-01","0","25","55","59","1","1","19","1","6","0","3","0","11","30","2","66","73","0","0","2","0","0","-1","3","3"
"2020-07-02","0","45","65","96","3","1","13","6","17","1","8","0","26","34","1","96","86","2","0","7","4","0","-10","4","0"
"2020-07-03","1","21","78","88","1","0","6","1","10","-1","19","0","20","16","-1","122","130","2","0","5","3","0","4","11","2"
"2020-07-04","2","39","51","68","0","1","1","3","4","4","26","2","3","19","0","61","79","6","0","1","3","0","4","2","1"
"2020-07-05","2","22","51","40","2","0","2","4","7","9","6","1","4","14","3","47","58","7","1","2","3","0","1","1","4"
"2020-07-06","0","29","50","63","1","0","6","4","4","0","2","1","9","15","0","34","42","1","0","5","2","0","0","3","1"
"2020-07-07","0","15","46","40","0","1","18","7","10","-2","-3","0","9","19","1","169","142","8","3","3","3","0","-5","4","4"
"2020-07-08","2","36","62","71","3","2","6","7","22","0","2","1","11","38","0","68","103","4","2","4","6","0","3","7","5"
"2020-07-09","0","50","54","84","10","4","2","2","10","0","14","1","16","28","-1","103","171","8","1","7","4","0","8","7","3"
"2020-07-10","1","32","84","94","3","3","10","4","13","4","10","2","21","19","1","65","54","5","4","6","5","0","8","10","5"
"2020-07-11","3","48","94","118","7","2","10","8","6","6","9","3","16","23","0","55","88","14","0","10","14","0","10","11","2"
"2020-07-12","0","43","122","122","4","2","7","1","15","8","12","4","17","32","0","104","115","3","1","11","1","0","7","6","5"
"2020-07-13","2","48","95","77","4","0","4","2","11","0","7","1","9","25","1","53","60","0","2","8","4","0","1","3","1"
"2020-07-14","2","57","98","123","5","9","3","2","6","0","14","0","23","41","0","103","183","6","2","13","8","0","9","17","9"
"2020-07-15","2","64","163","146","1","2","4","5","18","2","16","1","14","31","3","103","143","3","2","9","10","0","2","4","8"
"2020-07-16","2","52","108","163","8","3","7","2","15","12","20","1","11","35","3","70","92","2","0","9","9","0","4","4","16"
"2020-07-17","3","78","115","143","12","1","13","4","16","1","6","1","15","26","4","97","111","4","1","14","14","0","8","9","11"
"2020-07-18","5","89","141","143","4","1","8","8","10","6","40","3","29","57","3","98","123","5","1","11","8","0","22","3","17"
"2020-07-19","5","53","206","144","7","8","13","3","16","7","21","1","32","57","3","121","164","8","1","9","5","0","11","5","25"
"2020-07-20","2","48","105","77","4","5","7","6","10","1","17","0","15","31","2","61","101","13","0","6","14","0","12","8","9"
"2020-07-21","1","59","166","139","1","2","20","7","23","0","46","0","25","49","1","87","177","4","2","6","8","0","20","6","11"
"2020-07-22","0","43","159","94","8","1","15","4","17","42","12","3","20","21","-3","73","91","5","0","4","3","0","2","6","7"
"2020-07-23","4","39","192","104","6","3","5","6","20","6","23","1","42","44","2","61","80","1","1","1","6","0","8","5","4"
"2020-07-24","0","85","175","159","6","3","21","7","16","9","13","3","26","29","1","114","172","9","3","15","15","0","7","13","29"
"2020-07-25","8","114","273","209","13","19","18","13","24","2","37","1","39","42","4","154","222","7","0","17","9","0","31","9","23"
"2020-07-26","4","37","131","143","7","10","14","1","11","12","9","0","18","14","1","98","126","9","0","12","10","0","7","11","9"
"2020-07-27","4","89","200","226","11","9","22","4","23","2","30","1","34","46","0","144","212","4","1","15","9","0","26","10","6"
"2020-07-28","2","68","128","123","6","4","11","6","19","0","22","5","17","37","-5","66","100","5","1","6","3","0","17","7","0"
"2020-07-29","-2","62","171","124","7","2","12","5","24","0","16","-3","28","31","0","75","174","1","0","8","3","0","17","4","2"
"2020-07-30","4","85","192","178","6","0","21","7","23","7","17","0","40","31","5","92","139","2","1","11","7","0","5","9","10"
"2020-07-31","2","86","203","188","23","5","14","3","13","14","22","0","34","58","3","171","233","5","2","22","10","0","16","10","32"
"2020-08-01","1","85","179","214","24","7","18","8","23","9","3","-2","30","40","3","97","190","3","2","8","21","0","15","8","33"
"2020-08-02","4","103","178","171","7","2","14","17","23","2","9","0","38","52","0","93","137","11","2","18","5","0","11","7","5"
"2020-08-03","2","49","226","171","16","6","10","8","31","1","12","0","35","38","0","84","137","2","0","9","2","0","4","4","23"
"2020-08-04","3","64","124","96","14","1","12","7","23","0","6","1","10","30","0","68","202","0","6","0","0","0","4","11","28"
"2020-08-05","0","43","141","109","11","2","8","10","15","1","4","1","15","27","0","66","74","3","0","14","1","0","3","7","17"
"2020-08-06","3","86","111","122","7","3","5","9","14","7","12","0","28","12","1","56","69","4","1","6","2","0","7","6","8"
"2020-08-07","1","43","138","164","5","1","14","8","22","5","18","1","16","50","2","107","147","14","3","11","13","0","7","0","11"
"2020-08-08","7","52","145","136","13","0","7","9","17","6","5","3","12","30","1","121","182","2","1","3","10","0","4","2","7"
"2020-08-09","4","66","197","172","12","6","9","4","24","0","12","0","34","37","4","132","143","9","2","18","6","0","5","14","12"
"2020-08-10","8","55","143","157","10","2","8","4","16","4","15","0","26","35","0","97","135","3","3","16","2","0","6","10","0"
"2020-08-11","1","34","-26","189","6","0","13","2","27","3","11","2","18","32","-1","69","177","-1","2","4","1","0","11","8","3"
"2020-08-12","3","29","89","98","2","1","5","6","17","0","25","2","22","28","1","83","89","7","0","9","1","0","12","5","7"
"2020-08-13","9","49","130","72","9","1","11","1","18","15","36","1","21","26","-1","111","203","6","0","10","7","0","25","13","3"
"2020-08-14","14","36","106","147","1","2","13","4","17","1","19","0","30","42","0","67","141","22","1","17","1","0","24","7","3"
"2020-08-15","12","54","148","131","8","3","7","5","33","8","23","4","40","31","0","106","146","2","5","1","6","0","27","9","9"
"2020-08-16","3","30","94","84","4","1","5","2","13","6","20","0","25","31","2","78","66","12","4","8","2","0","8","11","10"
"2020-08-17","2","52","102","82","5","4","5","10","10","5","15","0","17","18","2","68","65","5","3","13","1","0","13","4","2"
"2020-08-18","5","34","73","59","3","3","9","2","23","-6","16","0","16","22","3","56","169","6","1","3","3","0","10","5","5"
"2020-08-19","6","48","64","77","3","3","1","1","15","1","20","1","19","14","2","53","61","2","4","0","1","0","12","5","1"
"2020-08-20","4","27","147","65","7","1","2","5","11","8","22","1","23","23","0","84","109","3","5","5","5","0","10","9","4"
"2020-08-21","7","52","144","96","2","0","7","8","10","9","20","1","32","30","4","61","139","10","5","6","3","0","22","4","-2"
"2020-08-22","2","61","114","93","2","5","6","5","16","2","12","0","28","14","-1","60","146","4","7","2","3","0","15","14","14"
"2020-08-23","10","44","108","84","2","1","9","4","10","2","23","0","26","22","0","83","83","2","0","3","10","0","27","19","7"
"2020-08-24","4","45","95","91","3","1","4","4","18","1","27","0","26","35","0","72","111","3","0","4","6","0","3","12","2"
