"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-06-23","  1.60 %","","","","","  3.64 %","","  3.19 %","","","","","","","","","","","","","  1.71 %","   .52 %","","","   .00 %","","  4.26 %","   .86 %","  2.97 %","   .00 %","","   .00 %","  2.82 %","   .78 %","","","","","  4.73 %",""
"2020-06-24","  1.42 %","","","","","  2.63 %","","  3.65 %","","","","","","","","","","","","","  2.75 %","   .26 %","","","  3.23 %","","  4.26 %","   .85 %","   .00 %","  2.56 %","","   .00 %","  2.74 %","   .52 %","","","","","  3.67 %",""
"2020-06-25","  1.84 %","","","","","   .00 %","","  5.44 %","","","","","","","","","","","","","  3.20 %","   .51 %","","","   .00 %","","  4.83 %","   .63 %","  1.92 %","  5.00 %","","   .00 %","  2.73 %","   .77 %","","","","","  6.13 %",""
"2020-06-26","  3.19 %","","","","","  8.55 %","","  4.75 %","","","","","","","","","","","","","  3.47 %","  1.02 %","","","  3.12 %","","  3.50 %","   .63 %","  4.72 %","  7.14 %","","   .00 %","  3.78 %","   .51 %","","","","","  4.49 %",""
"2020-06-27","  2.04 %","","","","","  5.51 %","","  4.25 %","","","","","","","","","","","","","  3.12 %","  1.01 %","","","  3.03 %","","  4.53 %","   .42 %","  1.35 %","  2.22 %","","   .00 %","  2.07 %","  1.27 %","","","","","  3.93 %",""
"2020-06-28","  1.17 %","","","","","  6.72 %","","  3.06 %","","","","","","","","","","","","","  2.04 %","   .00 %","","","  2.94 %","","  4.92 %","   .21 %","  1.78 %","  4.35 %","","   .00 %","  2.64 %","   .25 %","","","","","  3.07 %",""
"2020-06-29","  2.24 %","","","",""," 11.19 %","","  3.77 %","","","","","","","","","","","","","  2.43 %","   .25 %","","","   .00 %","","  2.73 %","   .41 %","  2.18 %","   .00 %","","   .00 %","  2.99 %","  1.50 %","","","","","  5.39 %",""
"2020-06-30","  1.13 %","","","","","  6.29 %","","  2.08 %","","","","","","","","","","","","","  2.56 %","  -.25 %","","","  2.86 %","","  3.54 %","   .62 %","  4.27 %","  4.17 %","","   .00 %","  3.00 %","   .49 %","","","","","  3.81 %",""
"2020-07-01","  1.12 %","","","","","  2.37 %","","  3.31 %","","","","","","","","","","","","","  2.43 %","   .75 %","","","  2.78 %","","  2.24 %","  1.02 %","  1.23 %","   .00 %","","   .00 %","  1.71 %","   .49 %","","","","","  5.24 %",""
"2020-07-02","  1.17 %","","","","","  4.05 %","","  4.11 %","","","","","","","","","","","","","  2.54 %","   .50 %","","","  5.41 %","","  2.00 %","  1.01 %","  3.64 %","  4.00 %","","   .00 %","  2.29 %","   .98 %","","","","","  3.78 %",""
"2020-07-03","   .77 %","","","","","  7.78 %","","  4.26 %","","","","","","","","","","","","","  2.75 %","  -.25 %","","","  2.56 %","","  2.59 %","  2.01 %","  -.39 %","  1.92 %","","   .00 %","  2.14 %","   .97 %","","","","","  4.61 %",""
"2020-07-04","  2.42 %","","","","","  3.61 %","","  4.31 %","","","","","","","","","","","","","  2.43 %","  2.48 %","","","   .00 %","","  2.15 %","  1.38 %","  3.92 %","  3.77 %","","   .00 %","  3.09 %","   .24 %","","","","","  7.52 %",""
"2020-07-05","  1.18 %","","","","","  3.98 %","","  3.12 %","","","","","","","","","","","","","  1.60 %","   .24 %","","","   .00 %","","  1.75 %","   .78 %","  1.51 %","   .00 %","","   .00 %","  1.77 %","   .72 %","","","","","  1.96 %",""
"2020-07-06","  1.05 %","","","","","  3.83 %","","  3.38 %","","","","","","","","","","","","","  1.74 %","   .48 %","","","  2.50 %","","  2.49 %","  2.89 %","  2.23 %","  1.82 %","","   .00 %","  2.09 %","   .95 %","","","","","  5.02 %",""
"2020-07-07","   .97 %","","","","","  4.61 %","","  3.54 %","","","","","","","","","","","","","  1.85 %","   .24 %","","","   .00 %","","  4.27 %","   .75 %","  6.91 %","   .00 %","","   .00 %","  2.43 %","   .23 %","","","","","  3.03 %",""
"2020-07-08","  1.87 %","","","","","  3.08 %","","  3.48 %","","","","","","","","","","","","","  2.69 %","  1.92 %","","","  9.76 %","","  1.94 %","   .93 %","  3.40 %","  5.36 %","","   .00 %","  2.79 %","  2.11 %","","","","","  5.80 %",""
"2020-07-09","   .47 %","","","","","  3.85 %","","  4.38 %","","","","","","","","","","","","","  2.27 %","  3.76 %","","","  4.44 %","","  2.23 %","  1.84 %","  3.62 %","  6.78 %","","   .00 %","  1.92 %","  1.38 %","","","","","  2.05 %",""
"2020-07-10","  1.59 %","","","","","  8.23 %","","  4.81 %","","","","","","","","","","","","","  3.08 %","  2.27 %","","","  6.38 %","","  3.62 %","  1.27 %","  3.81 %","   .00 %","","   .00 %","  3.11 %","  1.36 %","","","","","  4.30 %",""
"2020-07-11","  1.22 %","","","","","  1.14 %","","  4.12 %","","","","","","","","","","","","","  1.92 %","  3.10 %","","","  8.00 %","","  2.87 %","  2.50 %","  2.14 %","  3.17 %","","   .00 %","  2.49 %","   .89 %","","","","","  2.61 %",""
"2020-07-12","  1.83 %","","","","","  1.50 %","","  2.90 %","","","","","","","","","","","","","  1.90 %","  2.58 %","","","   .00 %","","  3.19 %","  1.74 %","  3.59 %","  6.15 %","","   .00 %","  1.86 %","   .88 %","","","","","  4.28 %",""
"2020-07-13","  -.11 %","","","","","   .37 %","","  3.41 %","","","","","","","","","","","","","  1.78 %","   .84 %","","","  1.85 %","","  2.27 %","  1.20 %","  3.47 %","  4.35 %","","   .00 %","  2.27 %","  1.32 %","","","","","  1.41 %",""
"2020-07-14","  1.75 %","","","","","   .74 %","","  3.51 %","","","","","","","","","","","","","  1.44 %","   .00 %","",""," -1.82 %","","  1.13 %","   .85 %","  1.68 %","  1.39 %","","   .00 %","  1.26 %","   .43 %","","","","","  1.77 %",""
"2020-07-15","   .28 %","","","","","  1.83 %","","  2.02 %","","","","","","","","","","","","","  1.48 %","  1.66 %","","","   .00 %","","   .84 %","   .17 %","  1.65 %","  8.22 %","","   .00 %","  1.38 %","   .22 %","","","","","  1.43 %",""
"2020-07-16","  1.44 %","","","","","  2.16 %","","  4.81 %","","","","","","","","","","","","","  2.28 %","  1.02 %","","","   .00 %","","  3.75 %","  1.34 %","  4.59 %","  3.80 %","","   .00 %","  2.79 %","  1.51 %","","","",""," 12.14 %",""
"2020-07-17","  1.58 %","","","","","  3.87 %","","  3.31 %","","","","","","","","","","","","","  1.48 %","  1.21 %","","","  1.85 %","","  3.48 %","  1.16 %","  6.72 %","  9.76 %","","   .00 %","  2.69 %","   .85 %","","","","","  5.41 %",""
"2020-07-18","  1.71 %","","","","","  2.03 %","","  3.02 %","","","","","","","","","","","","","  1.82 %","  2.20 %","","","  1.82 %","","  2.24 %","  1.31 %","   .97 %"," 12.22 %","","   .00 %","  3.33 %","  1.05 %","","","","","  3.99 %",""
"2020-07-19","  1.84 %","","","","","  1.66 %","","  3.38 %","","","","","","","","","","","","","  2.15 %","  4.31 %","","","  3.57 %","","  2.87 %","  2.42 %","  4.08 %","  1.98 %","","   .00 %","  2.26 %","  1.66 %","","","","","  2.44 %",""
"2020-07-20","   .62 %","","","","","   .00 %","","  1.51 %","","","","","","","","","","","","","  1.03 %","   .56 %","","","  3.45 %","","  2.46 %","   .31 %","  1.61 %","  5.83 %","","   .00 %","  1.48 %","   .41 %","","","","","   .83 %",""
"2020-07-21","   .72 %","","","","","   .98 %","","  2.33 %","","","","","","","","","","","","","  1.07 %","  1.68 %","","","  5.00 %","","  1.16 %","   .94 %","   .45 %","  5.50 %","","   .00 %","  2.13 %","   .81 %","","","","","  1.98 %",""
"2020-07-22","   .97 %","","","","","   .97 %","","  2.19 %","","","","","","","","","","","","","  1.49 %","   .92 %","","","   .00 %","","  1.46 %","   .31 %","  1.13 %","  6.96 %","","   .00 %","  2.19 %","   .40 %","","","","","  1.75 %",""
"2020-07-23","  1.11 %","","","","","  1.92 %","","  2.11 %","","","","","","","","","","","","","  1.34 %","   .55 %","","","  6.35 %","","  1.21 %","   .93 %","  3.35 %","  4.07 %","","   .00 %","  1.41 %","   .20 %","","","","","  2.42 %",""
"2020-07-24","  2.45 %","","","","","  3.14 %","","  3.81 %","","","","","","","","","","","","","  1.92 %","  2.35 %","","","  2.99 %","","  3.01 %","  1.08 %","  1.94 %","  3.12 %","","   .00 %","  2.74 %","  2.01 %","","","","","  3.04 %",""
"2020-07-25","  1.42 %","","","","","  1.52 %","","  1.68 %","","","","","","","","","","","","","  1.58 %","  2.83 %","","","  1.45 %","","  2.28 %","   .76 %","  1.91 %","  1.52 %","","   .00 %","  2.31 %","   .79 %","","","","","  1.98 %",""
"2020-07-26","   .63 %","","","","","  2.40 %","","  1.32 %","","","","","","","","","","","","","   .69 %","   .00 %","","","   .00 %","","   .62 %","   .90 %","  1.25 %","  2.24 %","","   .00 %","  1.35 %","   .59 %","","","","","  1.69 %",""
"2020-07-27","   .38 %","","","","","  1.76 %","","  1.78 %","","","","","","","","","","","","","  1.05 %","  1.37 %","","","   .00 %","","  1.13 %","   .60 %","  2.26 %","  3.65 %","","   .00 %","  1.42 %","   .00 %","","","","","   .98 %",""
"2020-07-28","   .29 %","","","","","  1.73 %","","  1.49 %","","","","","","","","","","","","","   .88 %","   .17 %","","","  1.43 %","","  1.19 %","   .00 %","  2.61 %","  1.41 %","","   .00 %","  1.73 %","   .78 %","","","","","  2.19 %",""
"2020-07-29","   .38 %","","","","","  1.13 %","","  1.26 %","","","","","","","","","","","","","   .73 %","   .85 %","",""," 11.27 %","","   .46 %","   .89 %","  1.37 %","  1.39 %","","   .00 %","   .82 %","   .58 %","","","","","  2.18 %",""
"2020-07-30","  1.33 %","","","","","  1.68 %","","  1.42 %","","","","","","","","","","","","","  1.30 %","  1.68 %","","","  3.80 %","","   .99 %","   .59 %","  1.16 %","  3.42 %","","   .00 %","  1.35 %","   .19 %","","","","","  1.13 %",""
"2020-07-31","   .51 %","","","","","  1.65 %","","  1.75 %","","","","","","","","","","","","","  1.16 %","  1.16 %","","","  1.22 %","","  1.61 %","   .59 %","   .57 %","  1.32 %","","   .00 %","  1.37 %","   .38 %","","","","","  1.79 %",""
"2020-08-01","   .79 %","","","","","  1.90 %","","  1.51 %","","","","","","","","","","","","","  1.06 %","  1.47 %","","","  4.82 %","","  1.34 %","   .29 %","   .95 %","  5.88 %","","   .00 %","  1.56 %","   .00 %","","","","","  1.92 %",""
"2020-08-02","   .69 %","","","","","  1.33 %","","  1.86 %","","","","","","","","","","","","","   .89 %","   .16 %","","","  1.15 %","","  1.46 %","   .87 %","   .94 %","  1.23 %","","   .00 %","  1.81 %","  1.14 %","","","","","   .85 %",""
"2020-08-03","   .64 %","","","","","  1.84 %","","   .60 %","","","","","","","","","","","","","   .76 %","   .80 %","","","  1.14 %","","  1.01 %","   .29 %","  1.86 %","  1.83 %","","   .00 %","  1.23 %","   .38 %","","","","","   .61 %",""
"2020-08-04","   .50 %","","","","","  2.06 %","","  1.09 %","","","","","","","","","","","","","   .65 %","   .32 %","","","  7.87 %","","  1.19 %","   .14 %","  1.83 %","  1.20 %","","   .00 %","  1.47 %","   .56 %","","","","","   .76 %",""
"2020-08-05","   .50 %","","","","","   .51 %","","  1.14 %","","","","","","","","","","","","","   .98 %","   .32 %","","","  1.04 %","","  1.15 %","   .43 %","  1.26 %","   .59 %","","   .00 %","  1.30 %","   .37 %","","","","","   .90 %",""
"2020-08-06","  1.17 %","","","","","  1.76 %","","  1.13 %","","","","","","","","","","","","","  1.04 %","  2.06 %","","","  7.22 %","","  1.59 %","   .71 %","  1.60 %","  1.76 %","","   .00 %","  1.97 %","  1.30 %","","","","","  2.09 %",""
"2020-08-07","  1.29 %","","","","","  2.47 %","","   .86 %","","","","","","","","","","","","","  1.02 %","   .47 %","","","  1.92 %","","  1.09 %","   .00 %","  1.05 %","  1.16 %","","   .00 %","  1.21 %","  1.28 %","","","","","  1.20 %",""
"2020-08-08","   .70 %","","","","","  1.20 %","","  1.20 %","","","","","","","","","","","","","   .78 %","   .00 %","","","  3.77 %","","   .76 %","   .00 %","   .00 %","  1.71 %","","   .00 %","  1.10 %","  1.09 %","","","","","   .97 %",""
"2020-08-09","   .52 %","","","","","  1.43 %","","   .94 %","","","","","","","","","","","","","   .89 %","   .00 %","","","  1.82 %","","   .60 %","   .57 %","   .35 %","   .56 %","","   .00 %","  1.03 %","   .90 %","","","","","   .86 %",""
"2020-08-10","   .56 %","","","","","   .00 %","","   .25 %","","","","","","","","","","","","","   .58 %","   .31 %","","","   .89 %","","   .40 %","   .42 %","   .34 %","   .00 %","","   .00 %","   .86 %","   .89 %","","","","","   .74 %",""
"2020-08-11","   .82 %","","","","","   .94 %","","   .74 %","","","","","","","","","","","","","   .75 %","   .46 %","","","  1.77 %","","   .53 %","   .14 %","   .17 %","  1.12 %","","   .00 %","  1.06 %","  1.41 %","","","","","  1.16 %",""
"2020-08-12","   .60 %","","","","","  1.63 %","","  1.17 %","","","","","","","","","","","","","   .63 %","  -.46 %","","","  -.87 %","","   .25 %","   .42 %","   .68 %","   .00 %","","   .00 %","  1.08 %","  1.22 %","","","","","  1.18 %",""
"2020-08-13","   .38 %","","","","","  1.14 %","","   .67 %","","","","","","","","","","","","","   .78 %","   .15 %","","","   .00 %","","   .49 %","   .14 %","  1.70 %","  1.10 %","","   .00 %","   .88 %","   .17 %","","","","","   .79 %",""
"2020-08-14","   .59 %","","","","","   .68 %","","  1.33 %","","","","","","","","","","","","","  1.24 %","   .61 %","","","  2.63 %","","   .74 %","   .84 %","   .84 %","  1.64 %","","   .00 %","  1.70 %","   .68 %","","","","","   .85 %",""
"2020-08-15","   .51 %","","","","","   .45 %","","   .83 %","","","","","","","","","","","","","   .74 %","  -.31 %","","","   .00 %","","   .73 %","   .69 %","  1.66 %","  2.15 %","","   .00 %","   .95 %","   .68 %","","","","","   .37 %",""
"2020-08-16","   .38 %","","","","","  1.57 %","","   .77 %","","","","","","","","","","","","","   .69 %","   .00 %","","","   .00 %","","   .27 %","   .55 %","   .82 %","   .00 %","","   .00 %","  1.01 %","  1.01 %","","","","","   .71 %",""
"2020-08-17","   .21 %","","","","","   .22 %","","   .23 %","","","","","","","","","","","","","   .45 %","   .00 %","","","  1.71 %","","   .60 %","  1.77 %","   .16 %","   .53 %","","   .00 %","   .85 %","   .33 %","","","","","   .33 %",""
"2020-08-18","   .29 %","","","","","   .88 %","","   .58 %","","","","","","","","","","","","","   .37 %","   .46 %","","","  -.84 %","","   .51 %","  1.61 %","   .65 %","   .52 %","","   .00 %","  1.03 %","   .00 %","","","","","   .57 %",""
"2020-08-19","   .33 %","","","","","  1.74 %","","   .70 %","","","","","","","","","","","","","   .69 %","   .30 %","","","  1.69 %","","   .77 %","   .92 %","   .96 %","   .52 %","","   .00 %","  1.12 %","   .17 %","","","","","   .70 %",""
"2020-08-20","   .58 %","","","","","  1.07 %","","   .87 %","","","","","","","","","","","","","   .90 %","   .15 %","","","   .00 %","","   .71 %","  2.88 %","   .79 %","  1.04 %","","   .00 %","  1.25 %","   .50 %","","","","","  1.12 %",""
"2020-08-21","   .66 %","","","","","   .64 %","","  1.32 %","","","","","","","","","","","","","   .81 %","   .15 %","","","  5.83 %","","   .62 %","   .64 %","   .16 %","   .51 %","","   .00 %","  1.48 %","   .83 %","","","","","  1.01 %",""
"2020-08-22","   .86 %","","","","","   .84 %","","  1.38 %","","","","","","","","","","","","","   .66 %","   .15 %","","","   .79 %","","   .44 %","  1.64 %","   .47 %","   .51 %","","   .00 %","   .88 %","   .33 %","","","","","   .74 %",""
"2020-08-23","   .73 %","","","","","  1.04 %","","   .61 %","","","","","","","","","","","","","   .57 %","   .00 %","","","   .00 %","","   .29 %","   .62 %","   .47 %","   .00 %","","   .00 %","   .83 %","   .65 %","","","","","   .70 %",""
"2020-08-24","   .36 %","","","","","   .41 %","","   .33 %","","","","","","","","","","","","","   .54 %","   .15 %","","","  3.91 %","","   .26 %","   .62 %","   .47 %","   .51 %","","   .00 %","   .66 %","   .00 %","","","","","   .38 %",""
