"date","Pennsylvania/Adams","Pennsylvania/Allegheny","Pennsylvania/Armstrong","Pennsylvania/Beaver","Pennsylvania/Bedford","Pennsylvania/Berks","Pennsylvania/Blair","Pennsylvania/Bradford","Pennsylvania/Bucks","Pennsylvania/Butler","Pennsylvania/Cambria","Pennsylvania/Cameron","Pennsylvania/Carbon","Pennsylvania/Centre","Pennsylvania/Chester","Pennsylvania/Clarion","Pennsylvania/Clearfield","Pennsylvania/Clinton","Pennsylvania/Columbia","Pennsylvania/Crawford","Pennsylvania/Cumberland","Pennsylvania/Dauphin","Pennsylvania/Delaware","Pennsylvania/Elk","Pennsylvania/Erie","Pennsylvania/Fayette","Pennsylvania/Forest","Pennsylvania/Franklin","Pennsylvania/Fulton","Pennsylvania/Greene","Pennsylvania/Huntingdon","Pennsylvania/Indiana","Pennsylvania/Jefferson","Pennsylvania/Juniata","Pennsylvania/Lackawanna","Pennsylvania/Lancaster","Pennsylvania/Lawrence","Pennsylvania/Lebanon","Pennsylvania/Lehigh","Pennsylvania/Luzerne","Pennsylvania/Lycoming","Pennsylvania/McKean","Pennsylvania/Mercer","Pennsylvania/Mifflin","Pennsylvania/Monroe","Pennsylvania/Montgomery","Pennsylvania/Montour","Pennsylvania/Northampton","Pennsylvania/Northumberland","Pennsylvania/Perry","Pennsylvania/Philadelphia","Pennsylvania/Pike","Pennsylvania/Potter","Pennsylvania/Schuylkill","Pennsylvania/Snyder","Pennsylvania/Somerset","Pennsylvania/Sullivan","Pennsylvania/Susquehanna","Pennsylvania/Tioga","Pennsylvania/Unassigned","Pennsylvania/Union","Pennsylvania/Venango","Pennsylvania/Warren","Pennsylvania/Washington","Pennsylvania/Wayne","Pennsylvania/Westmoreland","Pennsylvania/Wyoming","Pennsylvania/York"
"2020-04-01","3","31","0","2","1","41","0","1","31","4","1","0","6","1","24","1","0","","1","1","2","14","52","","1","0","","2","","0","0","0","","-1","7","34","0","8","102","70","1","0","0","-1","42","79","4","67","5","0","360","9","0","9","1","1","","1","0","","-2","0","0","2","4","11","","13"
"2020-04-02","6","63","2","1","0","17","0","0","54","5","1","0","3","1","27","0","0","","3","0","3","8","80","","2","1","1","2","","2","1","0","","0","23","46","3","9","105","102","0","0","1","0","43","86","2","66","2","2","425","11","0","7","0","0","","1","0","","0","0","0","3","3","12","1","23"
"2020-04-03","1","57","4","10","0","33","0","1","77","6","0","0","8","4","16","0","1","1","4","0","4","12","72","","0","5","0","3","","0","1","1","","3","11","29","3","9","105","100","1","0","1","1","76","140","1","88","0","1","330","15","0","9","1","0","","1","1","","1","0","0","2","6","26","1","19"
"2020-04-04","2","76","1","4","1","34","1","1","67","9","2","0","12","7","24","0","2","0","5","0","9","20","74","","2","3","1","1","","1","1","2","","2","27","59","3","33","220","164","2","0","4","2","87","107","3","122","1","1","578","14","1","14","2","0","1","1","0","","2","0","0","6","5","25","3","23"
"2020-04-05","1","53","0","15","0","41","0","0","63","3","1","0","4","4","19","1","0","0","2","2","4","19","92","","0","4","1","3","1","0","0","4","","0","26","80","1","19","73","93","-1","0","4","5","44","129","18","48","5","0","181","17","0","13","2","1","0","1","0","","1","0","0","4","5","12","0","27"
"2020-04-06","3","37","1","12","0","50","0","0","54","4","0","0","9","1","38","1","0","2","4","2","10","14","114","","8","2","1","2","0","0","0","4","","4","18","37","1","18","129","108","1","0","0","0","44","119","0","80","1","0","539","11","0","13","0","2","0","0","5","","0","2","0","3","2","10","0","18"
"2020-04-07","3","47","5","20","0","43","1","4","79","16","0","0","8","11","28","3","0","0","16","-1","9","23","76","2","2","3","1","7","0","3","1","4","1","3","45","82","5","21","140","133","2","0","8","-3","38","129","0","58","7","4","544","11","0","16","1","1","0","5","2","","1","0","0","4","5","20","0","29"
"2020-04-08","5","31","1","12","0","47","0","1","103","6","2","0","9","2","38","-1","0","0","12","0","7","13","136","0","0","3","0","4","0","2","1","0","0","4","31","71","3","24","173","152","3","0","1","4","61","162","0","83","0","4","505","12","0","17","0","0","0","3","0","0","1","0","0","2","7","6","0","15"
"2020-04-09","5","39","1","1","0","200","0","0","115","0","1","0","7","2","52","0","0","1","11","5","4","12","188","0","3","10","0","9","0","4","2","0","0","5","46","35","5","18","147","107","2","0","3","0","45","172","0","92","2","2","252","15","0","13","0","0","0","2","0","0","3","0","0","4","2","7","1","17"
"2020-04-10","5","29","2","10","-1","104","3","1","91","10","1","0","10","2","60","2","1","2","16","0","8","19","155","0","4","4","0","5","0","0","0","5","0","7","34","52","8","31","96","84","1","0","6","1","36","196","0","45","5","1","492","27","0","15","3","3","0","6","1","0","1","0","0","3","4","12","0","33"
"2020-04-11","1","48","4","4","2","210","1","2","85","5","2","0","5","8","47","5","1","1","18","2","9","14","133","0","3","1","0","2","0","2","2","14","0","8","46","50","1","14","58","47","2","1","2","-1","22","164","0","45","2","0","501","18","1","15","4","0","0","1","1","0","2","1","0","0","4","16","2","10"
"2020-04-12","4","21","1","2","0","105","0","0","63","5","0","0","4","1","30","0","0","1","7","0","5","16","84","0","0","4","0","5","0","0","0","0","1","0","35","74","3","38","64","39","3","0","2","2","21","111","0","43","6","0","364","4","0","9","4","2","0","2","1","0","5","0","0","2","6","5","1","14"
"2020-04-13","8","19","1","8","0","115","1","1","59","10","1","0","0","0","31","1","0","0","7","1","12","11","156","0","0","3","0","2","0","0","1","3","0","1","32","56","2","14","63","35","5","1","3","5","21","121","2","48","3","1","427","9","0","4","3","1","0","6","1","0","2","0","0","1","4","5","3","24"
"2020-04-14","7","17","0","3","0","97","0","0","44","0","0","0","1","0","43","0","0","0","12","0","2","9","101","0","2","1","0","3","1","0","0","0","0","4","42","37","0","44","56","77","1","1","1","-1","31","69","5","46","8","0","317","35","0","8","1","0","0","1","-1","0","2","0","0","1","3","3","-1","40"
"2020-04-15","1","11","1","2","4","88","1","0","126","7","0","0","9","2","39","0","0","0","6","0","7","22","84","0","1","0","0","9","0","0","1","0","0","4","26","49","4","21","119","44","1","0","3","-1","25","121","0","75","8","0","311","12","0","12","0","1","0","8","0","0","0","0","0","1","5","6","2","10"
"2020-04-16","3","21","3","10","2","84","1","0","91","4","0","0","1","1","47","1","0","0","15","0","6","16","120","0","4","2","2","2","0","1","0","1","0","9","32","56","0","31","77","44","0","0","3","0","26","69","4","45","4","0","604","8","0","24","0","0","0","9","0","0","2","0","0","2","2","3","1","12"
"2020-04-17","3","22","0","10","2","118","1","1","56","3","0","0","5","0","17","1","0","2","20","0","17","24","171","0","2","6","0","9","0","0","0","1","0","7","33","60","4","44","93","57","2","0","6","2","31","140","0","39","0","1","518","14","0","8","1","1","0","9","1","0","1","0","0","2","4","9","2","50"
"2020-04-18","4","62","4","100","1","211","0","4","143","3","3","0","18","0","57","0","0","1","18","0","22","32","91","0","10","0","0","17","0","0","0","2","0","3","28","83","1","34","49","44","4","0","1","2","14","97","1","61","7","2","451","5","0","10","2","2","0","1","0","0","1","0","0","4","3","31","0","20"
"2020-04-19","6","26","2","10","1","150","-1","1","108","1","2","0","4","0","81","0","2","0","18","0","6","25","143","0","0","0","0","5","0","0","1","4","0","4","16","75","-1","26","62","29","1","0","2","1","20","132","-1","45","0","0","200","6","0","7","0","1","0","4","0","0","0","0","0","3","0","4","1","18"
"2020-04-20","5","7","0","10","0","47","1","0","89","0","0","0","4","0","38","0","0","0","6","0","4","18","85","0","2","1","0","4","0","1","0","2","1","2","10","48","0","18","42","26","3","0","0","0","7","127","0","28","6","0","339","3","0","6","1","1","0","3","0","0","1","0","0","1","1","2","0","12"
"2020-04-21","6","17","0","5","1","43","0","6","91","1","1","0","6","4","28","0","0","0","17","1","8","14","109","0","0","2","0","28","0","0","0","2","0","0","20","59","1","23","50","33","2","1","0","1","25","114","-1","75","4","0","475","10","0","10","2","0","0","5","1","0","1","0","1","3","1","5","0","24"
"2020-04-22","1","29","1","14","0","81","0","0","90","2","1","0","4","0","7","1","0","2","14","0","13","22","103","0","2","1","0","9","0","0","2","1","0","1","16","31","1","10","79","48","1","0","0","1","20","140","0","47","0","3","0","3","0","6","1","0","0","0","0","0","1","0","0","1","0","9","0","14"
"2020-04-23","3","61","4","2","4","143","1","-3","254","0","-1","0","1","-1","39","1","0","1","6","2","22","23","145","0","6","1","0","-1","0","0","5","3","1","4","25","33","0","9","44","32","1","0","1","2","9","101","0","65","5","0","1198","10","0","7","0","1","0","1","-1","0","0","1","-1","5","1","7","0","15"
"2020-04-24","15","28","0","18","1","127","4","0","148","4","0","0","5","1","75","2","0","3","7","0","11","23","153","0","4","4","0","13","0","0","0","3","0","0","28","92","0","31","60","41","4","0","4","2","13","130","0","60","2","2","651","11","0","10","0","2","0","4","0","0","1","0","0","4","1","10","0","17"
"2020-04-25","3","21","3","22","0","67","2","0","72","0","1","0","2","4","70","0","0","1","5","0","10","24","106","0","7","4","0","17","1","0","2","1","0","0","37","50","0","17","73","41","5","0","0","0","17","102","0","64","3","1","0","9","0","11","1","3","0","1","0","0","0","0","0","3","4","43","0","15"
"2020-04-26","4","13","0","7","0","85","0","0","0","2","0","0","1","0","43","0","0","3","12","0","17","27","120","1","-2","0","0","24","0","0","0","0","0","1","21","76","0","20","50","46","2","0","1","1","11","106","0","33","3","0","689","2","0","10","1","0","0","2","0","0","0","0","0","2","0","14","0","15"
"2020-04-27","5","13","1","21","0","35","0","0","44","0","0","0","1","6","37","0","0","4","8","0","15","10","80","0","5","0","0","22","0","0","2","0","0","1","40","56","2","9","35","27","2","0","0","3","18","84","1","21","0","0","302","3","0","3","0","0","0","2","0","0","0","0","0","6","1","3","1","13"
"2020-04-28","2","11","3","1","1","79","0","0","90","4","1","0","5","6","42","1","0","4","2","0","14","24","102","0","4","0","0","10","0","1","2","-1","0","2","21","45","0","14","49","43","1","0","1","4","14","226","-1","136","2","1","577","10","0","6","0","1","0","1","0","0","2","0","0","2","0","6","0","8"
"2020-04-29","6","38","0","4","2","32","2","1","101","1","3","0","1","2","48","0","3","1","4","0","28","5","156","0","1","1","0","27","2","0","3","1","0","1","19","25","1","13","34","33","3","1","-1","2","14","134","0","38","0","3","358","7","0","13","0","0","0","-1","0","0","0","0","0","4","2","3","1","10"
"2020-04-30","7","16","1","13","0","61","0","2","131","3","3","0","5","1","71","0","2","1","0","0","19","26","77","0","0","0","0","20","0","0","9","0","0","1","40","62","1","28","77","32","7","0","0","2","16","130","0","42","1","0","665","9","0","25","0","0","0","3","2","0","3","0","0","2","5","5","1","17"
"2020-05-01","3","30","1","21","0","50","0","2","163","2","3","0","6","0","57","0","0","1","6","0","6","17","152","0","0","1","0","29","0","0","2","0","0","1","21","55","0","18","54","30","3","0","0","-1","20","99","1","53","2","2","669","5","0","7","0","0","0","0","0","0","1","0","0","1","2","2","1","10"
"2020-05-02","1","14","0","9","0","62","0","2","112","0","1","0","1","0","37","0","0","2","1","0","16","16","151","1","3","1","0","12","1","1","8","0","2","0","34","84","0","16","46","38","10","0","1","1","18","81","1","79","3","1","0","11","0","9","0","3","0","0","0","0","1","0","0","2","2","3","4","13"
"2020-05-03","4","12","0","0","0","76","1","0","104","0","1","0","1","6","33","0","5","-2","1","0","8","17","114","0","1","1","0","26","0","0","8","6","0","2","31","32","0","25","28","29","4","0","0","1","7","65","1","32","1","1","0","11","0","11","0","0","0","1","0","0","0","0","0","1","5","5","0","15"
"2020-05-04","3","20","0","23","0","62","1","0","70","0","1","0","2","3","58","0","0","1","5","0","2","18","85","0","0","0","0","26","0","0","1","1","0","0","18","55","0","21","39","15","1","0","0","0","1","93","0","26","1","0","903","3","0","3","0","1","0","1","0","0","0","0","0","1","0","2","2","23"
"2020-05-05","0","10","1","8","2","56","0","0","149","4","0","1","0","1","41","0","0","0","2","0","7","43","71","0","2","1","0","19","1","0","2","4","0","0","21","27","2","10","36","25","0","0","1","3","13","42","0","39","7","0","370","4","0","7","0","0","0","0","0","0","0","0","0","0","0","2","0","14"
"2020-05-06","0","19","2","5","1","44","0","1","3","1","1","0","1","7","35","0","0","1","4","1","4","16","104","0","2","0","0","10","0","0","1","1","1","0","38","23","1","8","64","26","4","0","2","3","4","140","0","34","4","0","287","3","0","14","0","2","0","1","0","0","1","0","0","1","1","4","0","6"
"2020-05-07","3","45","0","1","0","47","3","0","105","5","2","0","3","3","37","0","1","1","4","0","17","24","124","1","6","0","0","19","0","0","49","0","0","6","17","29","1","11","39","26","9","0","1","3","4","88","0","42","1","0","350","4","0","3","0","0","0","-1","0","0","1","0","0","-1","3","2","0","18"
"2020-05-08","3","16","0","7","1","95","0","1","137","2","3","0","3","1","55","0","2","2","1","0","11","29","183","0","12","0","0","27","0","0","8","0","0","1","21","52","0","12","38","15","10","0","0","2","4","122","0","35","6","0","470","3","0","8","0","0","0","0","0","0","0","0","0","1","0","2","1","13"
"2020-05-09","2","31","0","3","1","67","0","1","102","2","2","0","3","0","46","0","0","4","16","0","11","33","156","0","7","1","0","26","1","0","2","1","0","0","20","63","0","8","29","9","18","0","3","0","8","79","-1","39","1","0","364","5","0","7","0","0","0","-5","0","0","0","0","0","3","3","2","2","14"
"2020-05-10","3","17","0","9","0","114","0","0","114","1","2","0","3","2","91","0","1","0","1","0","9","26","140","0","4","0","0","15","0","0","62","0","0","0","38","38","1","6","72","60","4","0","0","2","12","144","0","24","5","1","330","5","0","14","0","0","0","0","0","0","0","0","0","0","1","2","0","6"
"2020-05-11","8","8","0","0","0","46","1","0","62","0","0","0","0","0","19","0","0","0","4","1","17","7","70","0","-1","0","0","20","0","0","6","0","0","0","15","33","0","4","18","10","1","0","2","0","6","32","0","12","1","0","102","1","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","11"
"2020-05-12","0","15","0","2","0","36","1","-1","88","3","0","0","0","3","45","0","5","0","2","0","10","21","38","0","1","0","0","9","0","0","3","0","0","1","24","39","1","10","27","23","0","2","2","0","5","150","0","34","1","0","224","8","0","6","0","0","0","0","0","0","0","0","0","2","0","1","1","9"
"2020-05-13","2","19","1","16","0","32","1","2","50","-1","1","0","7","4","26","1","1","0","0","0","2","20","73","1","1","0","0","23","0","0","7","2","0","0","21","30","0","24","32","18","7","0","1","1","-1","71","1","19","2","0","242","10","0","19","0","0","0","0","0","0","1","0","1","1","-10","0","0","10"
"2020-05-14","5","6","0","3","1","45","1","2","82","2","0","0","1","2","53","0","2","2","3","0","14","24","95","0","2","2","0","18","3","0","3","4","0","0","24","39","0","7","60","10","0","0","3","1","12","70","0","48","4","1","314","3","0","12","0","0","0","1","0","0","1","0","0","2","0","3","0","14"
"2020-05-15","9","31","1","4","0","63","0","0","77","3","4","0","0","1","52","0","0","0","1","0","15","17","157","0","2","0","0","17","0","0","4","2","0","0","17","64","1","7","18","14","2","2","2","3","2","114","0","34","4","0","256","4","0","16","0","0","1","0","0","0","1","0","0","0","0","1","-3","11"
"2020-05-16","2","13","1","2","2","50","2","0","66","0","4","0","4","0","40","0","0","0","2","0","23","26","146","0","5","1","0","21","0","0","4","0","0","0","54","42","0","10","44","22","5","0","8","0","6","100","0","59","3","4","257","2","0","6","0","0","0","1","0","0","2","0","0","1","1","0","1","7"
"2020-05-17","4","8","0","-1","0","34","4","0","48","1","1","0","4","2","18","0","0","1","0","0","7","25","64","0","3","1","0","20","0","0","6","0","0","0","17","38","0","1","30","13","1","1","0","0","6","75","0","44","2","0","0","0","0","13","0","1","0","0","0","0","1","1","0","1","0","4","0","16"
"2020-05-18","5","38","0","16","0","42","0","0","77","0","0","0","0","2","35","0","0","0","1","0","3","15","70","0","8","2","0","10","0","0","0","0","0","0","19","44","0","3","21","6","2","0","3","0","5","140","0","24","2","1","347","1","0","4","0","3","0","2","0","0","4","0","0","2","0","5","1","6"
"2020-05-19","0","17","0","1","0","16","0","0","57","3","0","0","0","-1","46","0","0","1","0","0","15","11","65","0","2","1","0","13","1","0","0","2","0","0","11","41","1","3","22","22","0","0","2","0","8","51","0","31","2","0","179","8","0","5","0","0","0","0","0","0","-1","0","0","-3","2","-1","0","9"
"2020-05-20","3","29","0","5","0","28","1","0","89","2","0","0","5","1","18","1","0","0","3","0","5","23","90","0","16","1","0","18","1","0","1","0","0","0","26","6","0","5","37","18","3","0","0","0","11","91","0","21","5","1","227","1","0","7","0","1","0","2","0","0","6","0","0","0","0","1","0","6"
"2020-05-21","7","31","0","0","4","21","5","2","64","1","1","0","2","3","50","0","0","3","2","0","20","22","125","0","14","0","0","15","1","0","6","2","0","0","32","91","0","2","36","22","0","0","1","0","13","114","1","35","0","1","341","3","0","7","0","0","0","3","0","0","5","0","1","0","2","2","2","11"
"2020-05-22","10","21","0","11","0","54","2","0","38","0","0","0","3","2","53","0","0","0","0","0","7","15","91","0","13","0","0","20","0","0","2","1","0","0","19","46","0","5","27","26","3","0","5","0","4","98","0","28","5","0","309","2","0","12","2","0","0","3","0","0","0","0","0","4","3","2","1","12"
"2020-05-23","8","14","0","2","1","7","0","1","75","7","1","0","3","5","44","3","1","1","0","0","12","12","54","0","20","1","0","14","0","0","4","0","0","0","25","54","1","8","15","11","3","0","1","0","7","98","-1","24","9","2","225","1","0","16","3","0","0","2","0","0","-9","0","0","1","2","1","0","9"
"2020-05-24","4","24","0","2","0","40","0","0","28","3","1","0","2","3","26","1","0","1","2","1","8","38","65","0","-1","0","0","23","0","0","1","0","0","1","15","64","0","9","23","14","0","0","1","1","2","61","0","45","6","2","0","1","0","9","0","0","0","1","0","0","1","0","0","3","0","3","0","20"
"2020-05-25","1","28","0","14","0","18","2","0","27","1","0","0","2","1","38","0","0","1","-1","0","6","24","31","0","8","0","0","6","0","0","0","0","0","0","3","42","0","3","16","6","2","1","1","0","1","51","0","9","4","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","1","1","0","6"
"2020-05-26","6","11","1","2","0","16","0","1","22","0","0","0","0","1","26","0","3","3","0","0","4","14","33","0","6","1","0","6","1","0","0","0","0","0","9","89","0","10","9","11","1","0","0","0","0","22","0","13","3","1","504","-1","0","8","0","0","0","1","0","0","2","0","0","0","0","1","0","13"
"2020-05-27","3","12","2","0","1","33","0","1","14","2","0","0","1","1","50","0","0","0","3","1","9","37","46","0","12","0","0","10","0","0","0","1","0","0","8","46","0","14","23","15","0","0","1","0","5","140","0","25","5","5","237","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","13"
"2020-05-28","4","23","1","9","0","21","1","0","36","4","0","0","0","1","51","-4","0","1","0","0","7","38","48","0","7","0","0","3","0","0","0","0","0","0","5","25","0","8","20","12","1","0","0","0","1","73","0","64","4","1","175","0","0","5","0","0","0","1","0","0","0","0","0","1","0","1","1","14"
"2020-05-29","1","19","0","3","1","15","0","0","46","1","0","0","2","1","52","1","1","0","0","7","3","19","42","0","11","0","0","3","0","0","0","0","0","0","12","49","2","6","19","22","0","0","1","0","4","95","0","23","0","2","255","0","0","10","0","0","1","10","1","0","1","0","0","0","1","1","0","21"
"2020-05-30","4","27","0","7","0","14","1","0","38","2","0","0","1","1","62","1","1","1","0","-1","5","27","41","0","21","0","0","5","0","0","2","1","2","0","15","26","3","8","9","11","2","0","0","1","3","100","0","17","4","1","224","0","0","7","3","1","0","0","0","0","2","1","0","0","0","3","0","9"
"2020-05-31","6","14","0","1","0","59","0","0","32","1","0","0","0","1","60","0","0","0","2","0","3","19","41","0","5","0","0","7","0","0","0","0","0","0","4","30","1","11","18","14","0","0","0","0","1","55","2","21","2","2","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","2","0","7"
"2020-06-01","-1","8","0","0","1","13","0","0","18","0","1","0","2","1","55","0","1","1","0","0","6","26","20","0","16","0","0","3","0","0","1","0","0","0","4","28","0","3","5","3","0","0","0","0","1","32","1","-1","2","2","252","1","0","0","0","0","0","1","0","0","3","0","0","1","1","0","0","6"
"2020-06-02","5","9","0","1","0","33","1","2","16","2","1","0","4","0","39","0","2","3","1","0","9","56","15","0","12","0","0","4","0","0","0","0","3","0","4","29","1","8","10","11","0","0","0","0","5","79","0","26","4","1","153","1","0","12","0","0","0","0","2","0","-2","0","0","0","0","2","0","15"
"2020-06-03","5","24","2","3","1","25","1","-2","21","3","0","0","-2","0","40","0","0","0","0","0","10","26","52","0","7","0","0","1","0","0","1","0","2","0","1","49","2","14","22","16","2","0","0","0","1","70","0","12","1","0","126","0","0","3","0","0","0","1","0","0","3","0","1","0","0","2","0","9"
"2020-06-04","3","13","0","5","1","20","0","0","21","5","0","0","11","0","39","0","0","0","3","1","3","19","39","0","13","0","0","3","1","0","2","0","0","0","13","34","-1","3","15","7","0","1","3","0","7","109","0","4","2","2","121","0","2","5","6","0","0","12","0","0","2","1","1","0","1","2","0","1"
"2020-06-05","1","8","0","-1","1","15","1","0","39","-1","0","0","-5","0","57","0","1","0","0","0","2","30","21","0","5","0","0","3","0","0","0","0","1","0","6","36","0","3","12","9","0","0","0","0","2","65","0","12","5","3","126","0","2","2","2","0","0","1","0","0","5","5","0","1","2","1","0","2"
"2020-06-06","5","16","1","0","0","17","0","0","46","5","0","0","3","1","55","0","1","0","9","0","6","17","51","0","31","0","0","4","0","0","2","0","1","1","4","67","2","21","17","9","0","0","1","0","3","126","0","8","2","0","122","3","3","3","1","1","0","9","0","0","1","0","0","5","0","1","0","9"
"2020-06-07","4","14","0","5","1","17","0","0","18","3","0","0","1","1","39","0","0","0","3","0","4","30","29","0","4","0","0","3","0","0","0","1","0","1","4","57","1","41","12","2","1","0","0","0","0","40","0","7","1","1","0","1","0","0","1","0","0","15","0","0","2","0","0","1","3","2","0","33"
"2020-06-08","2","5","0","0","1","17","0","0","17","0","0","0","0","1","49","0","0","1","0","0","3","18","10","0","11","0","0","3","0","0","0","0","0","2","1","42","0","10","13","0","1","0","0","0","3","28","0","17","0","0","162","0","0","1","0","0","0","6","0","0","0","0","0","2","-2","2","1","4"
"2020-06-09","0","19","0","5","0","18","0","0","26","2","1","0","4","0","32","2","4","0","3","1","11","26","35","0","18","0","0","2","0","1","0","0","0","2","3","51","0","14","19","5","0","0","2","0","1","62","0","7","2","0","131","0","0","2","2","0","0","0","0","0","1","1","0","1","0","6","1","8"
"2020-06-10","3","7","0","2","0","15","0","0","36","1","0","0","2","1","27","1","0","1","1","0","5","16","21","0","12","0","0","7","0","0","1","0","0","1","4","46","2","5","5","12","0","0","1","0","2","37","0","18","0","0","129","1","1","5","2","0","0","1","0","0","1","0","0","1","-1","6","0","8"
"2020-06-11","1","21","0","0","1","11","0","0","25","5","1","0","0","0","28","0","1","-1","1","1","4","20","51","0","19","1","0","20","0","2","0","0","0","3","4","32","-1","15","12","3","0","0","0","0","2","45","2","9","2","1","156","-1","0","4","0","0","0","9","1","0","4","0","0","0","2","1","0","15"
"2020-06-12","5","10","1","1","0","19","1","0","31","1","1","0","2","7","58","0","1","0","2","3","17","26","32","0","12","-1","0","10","0","0","0","1","2","0","3","50","0","34","19","10","0","0","0","0","1","80","1","15","6","1","121","0","1","9","0","0","0","2","0","0","2","1","0","2","0","9","0","24"
"2020-06-13","5","11","0","0","0","22","1","1","23","1","-1","0","0","2","22","1","2","2","5","0","16","19","31","0","12","0","0","6","0","0","2","0","0","2","2","37","1","22","13","1","3","0","0","0","0","31","8","15","3","1","110","0","0","4","0","1","0","3","0","0","0","0","0","2","1","4","0","16"
