"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-08-12","  1.67 %"," ##.## %",""," -6.20 %"," ##.## %",""," 19.69 %","",""," ##.## %"," 90.42 %"," 77.84 %",""," 22.04 %"," 84.00 %"," 19.00 %",""," 24.54 %",""," 10.33 %","   .80 %"," ##.## %",""," 29.81 %"
"2020-08-13"," -1.22 %"," 67.48 %","","  -.87 %"," ##.## %",""," -1.05 %"," 46.21 %",""," ##.## %"," 70.42 %"," 41.84 %"," 68.03 %","  2.61 %"," 93.48 %"," 22.33 %","  7.69 %","  3.87 %"," 53.19 %","-11.52 %","",""," 11.16 %",""
"2020-08-14","  5.37 %"," 81.16 %"," 49.91 %"," -2.03 %","","","  6.37 %"," 29.70 %",""," ##.## %"," 73.75 %"," 48.14 %"," 73.36 %","-11.58 %"," 19.32 %"," 34.48 %"," -3.69 %","  9.49 %"," -5.39 %"," 87.42 %"," -5.99 %"," 98.69 %"," 11.16 %",""
"2020-08-15"," -7.97 %"," 90.50 %",""," -2.26 %","","","  8.86 %"," 48.24 %",""," 55.15 %"," ##.## %"," 19.64 %","  -.02 %",""," 17.55 %"," -2.19 %","  5.87 %","  1.58 %"," 19.36 %"," 54.01 %","  4.55 %"," 97.54 %","  9.06 %"," 56.75 %"
"2020-08-16","   .33 %"," 86.62 %","","  -.11 %","","","  4.91 %"," 35.48 %",""," 43.15 %","  3.08 %","  3.27 %"," 15.02 %"," 51.07 %"," 11.37 %"," -7.19 %"," -3.94 %"," 12.77 %"," 11.36 %"," ##.## %"," 11.44 %"," 43.70 %","-10.40 %",""
"2020-08-17","  2.37 %"," 18.62 %"," 93.43 %","  -.50 %","","","  1.38 %"," 51.41 %",""," 26.52 %","  6.00 %"," 30.32 %","  7.41 %"," 46.64 %","  2.58 %"," 28.81 %","-23.89 %"," -7.78 %","  4.78 %"," ##.## %","  8.28 %"," 38.23 %"," 17.52 %",""
"2020-08-18","   .73 %"," 22.88 %",""," -6.06 %","","","  5.67 %"," -4.40 %",""," 39.62 %"," 66.00 %"," 11.10 %"," 16.09 %"," 43.08 %","  2.44 %"," 23.25 %"," 27.74 %"," 29.55 %"," 11.18 %"," ##.## %","  3.91 %"," 35.32 %"," -3.45 %",""
"2020-08-19","  3.91 %"," ##.## %",""," -9.07 %"," 57.92 %",""," -4.25 %"," 16.03 %","","  -.38 %"," ##.## %"," 12.32 %"," 15.41 %"," 57.62 %"," 28.61 %"," 23.61 %"," 24.57 %"," 34.84 %"," 17.76 %"," ##.## %","  7.54 %"," 45.49 %"," 12.91 %",""
"2020-08-20"," 12.00 %"," ##.## %"," 73.43 %"," -7.10 %"," 45.50 %",""," 12.15 %","  8.94 %",""," -7.05 %"," ##.## %","  8.35 %"," 10.66 %"," 59.18 %","  7.27 %",""," 78.51 %"," 55.44 %","  7.89 %"," ##.## %","  8.38 %"," 55.85 %"," 28.31 %",""
"2020-08-21","  8.58 %"," ##.## %","","  3.90 %","-22.98 %",""," 13.51 %"," 24.16 %",""," 22.95 %"," ##.## %","  8.71 %"," 13.91 %"," 12.65 %"," 85.81 %",""," 77.43 %"," 42.98 %"," 16.65 %"," ##.## %","   .95 %"," 74.25 %"," 30.05 %","  8.76 %"
"2020-08-22","  6.06 %"," ##.## %","","   .88 %"," -3.76 %","","  5.64 %"," 13.15 %",""," 10.33 %"," ##.## %"," 60.24 %"," 22.70 %"," 14.68 %"," 57.74 %",""," 90.92 %"," 66.54 %","  5.32 %"," 10.46 %"," -4.90 %"," 84.29 %"," 11.92 %"," 42.90 %"
"2020-08-23","  9.87 %"," ##.## %","","  2.58 %","","","  7.59 %"," 41.94 %",""," 32.13 %"," ##.## %"," 53.31 %"," -7.39 %"," 31.15 %"," 70.09 %",""," 32.03 %"," 21.32 %"," 11.04 %","  2.16 %","   .24 %"," 21.14 %"," 28.13 %"," 34.05 %"
"2020-08-24","  4.78 %"," -1.46 %",""," 12.13 %"," 17.49 %","","  7.54 %"," 20.74 %",""," 27.33 %"," 18.58 %"," 53.36 %","  3.24 %","  6.78 %"," 60.90 %",""," 52.73 %"," 30.43 %"," 14.34 %"," 27.98 %"," 10.51 %"," 22.34 %","  5.71 %","  2.62 %"
"2020-08-25"," -4.53 %","  4.03 %",""," 10.98 %"," 17.49 %","","  4.02 %"," 22.43 %",""," 23.75 %"," 94.58 %"," 78.40 %"," 11.56 %"," 18.90 %"," 61.28 %"," -7.54 %","-15.70 %","-12.58 %","  9.20 %"," 38.41 %","  4.80 %"," 33.45 %"," -4.51 %"," 25.70 %"
"2020-08-26"," -8.93 %"," -4.43 %",""," -1.07 %"," 44.03 %","","  4.50 %"," 34.55 %",""," 18.75 %"," 79.96 %"," 94.99 %"," 11.14 %","  4.17 %"," 57.05 %"," 52.46 %","-15.08 %"," ##.## %","  -.86 %"," -1.96 %","  3.41 %"," 12.48 %"," 30.62 %"," 35.41 %"
"2020-08-27"," -3.63 %"," 35.45 %","","   .95 %"," 22.05 %","","  9.88 %"," 27.97 %",""," 31.37 %"," 44.63 %"," 18.03 %"," -6.32 %","  2.74 %"," 74.17 %"," 73.57 %"," 15.98 %"," ##.## %","  4.50 %"," 44.56 %","  7.07 %"," 14.14 %"," 36.78 %"," 13.03 %"
"2020-08-28"," -2.65 %"," 23.11 %","","  4.70 %","   .09 %","","  5.60 %"," 19.38 %",""," 12.91 %",""," 21.73 %"," 36.53 %","  7.10 %"," 66.45 %"," 48.57 %"," 18.87 %"," ##.## %"," -3.53 %"," 44.45 %","  9.78 %","  8.01 %"," 25.54 %"," 27.68 %"
"2020-08-29","  5.35 %"," 53.00 %","","  6.67 %","  1.84 %",""," 11.65 %"," 20.85 %","","  6.04 %",""," 43.37 %"," 37.47 %"," 14.84 %"," 38.81 %"," 50.79 %","  9.63 %"," ##.## %"," -8.64 %"," 46.52 %"," -9.43 %","  9.54 %"," 26.61 %"," 40.59 %"
"2020-08-30"," 12.09 %"," 51.52 %","","   .62 %"," 30.53 %","","  2.20 %"," 14.03 %",""," 41.62 %"," 79.91 %","  2.74 %"," 31.56 %","  6.93 %"," 88.44 %"," 46.22 %"," 30.49 %"," ##.## %"," -1.27 %"," 26.68 %"," -7.21 %"," -4.59 %"," 22.49 %"," 25.69 %"
"2020-08-31"," 14.19 %"," 56.14 %","","  1.11 %","  2.48 %",""," -1.82 %","  1.75 %",""," 41.16 %"," 83.84 %","  -.26 %"," 29.13 %","  3.47 %"," 26.51 %"," 46.22 %"," 43.35 %"," -6.57 %"," 18.52 %"," 32.65 %"," 12.63 %","  3.76 %"," 23.46 %","  6.90 %"
"2020-09-01","  4.21 %"," 12.19 %","","  9.44 %"," 14.51 %",""," 10.49 %"," 15.77 %",""," 23.19 %"," 18.35 %"," 10.34 %"," 42.54 %"," 18.19 %"," 20.81 %"," 56.22 %","  9.18 %","  7.63 %"," 22.25 %"," 33.48 %"," 13.12 %","  6.26 %"," 20.28 %","  2.81 %"
"2020-09-02","  6.29 %"," 48.12 %","","  8.51 %"," 28.50 %",""," 11.39 %","  2.97 %",""," 28.36 %",""," 30.38 %","  6.93 %"," 14.41 %"," 16.62 %"," 59.97 %"," 16.06 %"," 39.80 %"," 13.56 %"," 34.52 %"," 16.82 %","  1.87 %","  8.17 %","  5.70 %"
"2020-09-03","   .96 %"," 10.39 %"," ##.## %","   .77 %"," 42.54 %",""," 16.05 %","  8.26 %",""," 34.38 %"," 41.41 %","  4.83 %"," -3.84 %"," 10.55 %"," 43.33 %"," 65.02 %"," 18.27 %"," 17.36 %"," 19.09 %"," 24.60 %"," 12.51 %"," 36.26 %"," ##.## %","  3.58 %"
"2020-09-04","  4.07 %"," 28.02 %"," ##.## %"," 15.04 %","   .64 %",""," 16.34 %","   .73 %",""," 18.95 %"," 31.07 %"," 23.23 %"," 18.69 %","  5.95 %"," 10.89 %"," 91.69 %"," 13.72 %"," 21.17 %"," 14.81 %"," 33.72 %"," 10.91 %"," 24.37 %"," ##.## %","  3.61 %"
"2020-09-05"," 10.27 %"," 26.58 %",""," 23.55 %"," 63.98 %",""," 21.40 %"," 16.17 %","","  1.91 %","  2.16 %"," 20.83 %"," 17.73 %"," 23.68 %","  5.17 %"," 23.86 %","  -.72 %"," 23.27 %"," 10.89 %"," 33.38 %"," 54.41 %"," 11.84 %"," ##.## %","  5.71 %"
"2020-09-06"," 20.34 %"," 38.62 %",""," 17.36 %"," 52.02 %","","  9.81 %"," 14.80 %",""," 11.88 %","","  3.44 %"," 17.51 %"," 40.21 %","  8.20 %"," 15.29 %"," -2.27 %"," 17.44 %","  5.47 %","-18.63 %"," 52.03 %"," 11.89 %"," 92.88 %"," -2.77 %"
"2020-09-07"," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
