"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-05-16","","","","","","","4","22","","","","18","","","","15","0","","","1","2","","1","",""
"2020-05-17","","","","","","","10","14","","","","34","","","","4","0","1","0","0","","","0","",""
"2020-05-18","","","0","","","","0","11","","","","23","","","0","10","","0","","0","0","","3","",""
"2020-05-19","","","0","","","0","23","6","","","","24","","0","0","3","1","0","","0","","","1","",""
"2020-05-20","","","0","","","0","40","0","","","","13","0","","0","7","0","","0","0","","","2","",""
"2020-05-21","","","","","","","0","10","","","","30","","0","1","3","2","0","0","","2","","9","",""
"2020-05-22","","","0","","","","0","14","","","","8","2","0","0","1","","","","0","0","","0","",""
"2020-05-23","","","0","","","","8","9","","","","32","0","3","0","4","0","0","","0","","","1","0",""
"2020-05-24","","","0","","","","0","1","","","","44","0","1","0","8","0","0","","1","1","","2","0",""
"2020-05-25","","","0","","","0","0","32","","","","31","0","0","0","10","1","0","","0","1","","0","0",""
"2020-05-26","","","1","","","1","3","18","0","","","32","3","0","0","6","2","0","","0","0","","2","4",""
"2020-05-27","","","4","","","0","1","15","","0","","45","4","0","0","15","2","0","0","0","1","","5","",""
"2020-05-28","","","0","","","0","0","20","0","","","27","19","0","0","6","0","0","1","2","3","","2","3",""
"2020-05-29","","0","5","","","1","3","21","0","","","42","","4","4","15","1","0","","1","0","","10","0",""
"2020-05-30","","9","10","","1","2","6","22","0","","","42","1","21","1","32","1","9","0","11","0","","9","18",""
"2020-05-31","","7","4","","0","","20","74","","","","31","1","11","0","21","","1","7","5","1","","3","1",""
"2020-06-01","","0","33","","0","0","11","12","0","","","23","18","6","0","15","2","2","0","16","9","","2","0",""
"2020-06-02","","0","12","","0","0","1","5","","3","","45","15","6","1","13","","","0","0","0","","2","1",""
"2020-06-03","","1","14","","0","0","0","10","0","","0","0","4","9","6","1","0","0","0","7","0","","0","118",""
"2020-06-04","","14","17","","12","1","3","14","","","","26","7","9","1","15","2","6","1","13","10","","8","3",""
"2020-06-05","","0","16","0","1","5","5","11","1","","0","42","8","3","2","25","1","1","0","8","0","","9","2",""
"2020-06-06","","8","37","0","13","1","3","17","0","","","35","5","1","14","19","1","6","0","22","1","","5","0",""
"2020-06-07","0","1","6","10","1","3","3","15","4","0","0","43","11","14","7","26","0","3","1","0","8","22","3","3",""
"2020-06-08","0","1","6","14","","14","8","12","3","","1","39","3","3","14","12","","2","10","6","9","","5","",""
"2020-06-09","2","","4","17","","7","7","12","0","","0","50","2","6","9","11","","0","22","","2","1","3","",""
"2020-06-10","1","0","4","0","2","0","10","9","2","","0","16","8","2","6","20","23","4","1","6","3","","1","41",""
"2020-06-11","0","0","6","2","0","6","0","8","9","5","2","82","23","0","1","26","2","0","0","2","1","21","13","0",""
"2020-06-12","20","0","17","1","0","22","9","10","21","","6","20","29","3","2","15","","12","0","0","7","20","3","1",""
"2020-06-13","0","44","0","0","0","0","123","33","16","","0","58","4","3","5","33","1","1","2","3","0","","10","0",""
"2020-06-14","4","","13","141","","12","2","1","0","","1","31","15","0","0","282","","0","6","0","7","1","2","0",""
"2020-06-15","0","1","3","0","0","13","99","185","17","0","","74","0","5","8","15","","3","1","1","1","0","6","2",""
"2020-06-16","2","0","0","1","0","13","10","206","15","","8","62","0","1","14","72","","1","103","0","3","0","22","1",""
"2020-06-17","0","32","1","0","","2","0","263","22","","","50","7","7","11","48","1","3","26","2","18","","9","3",""
"2020-06-18","","","2","0","15","26","2","138","1","","2","182","3","14","2","49","","8","11","1","1","0","11","",""
"2020-06-19","3","18","1","20","7","3","30","12","22","","6","86","0","3","3","41","","3","13","0","4","","27","0",""
"2020-06-20","3","1","7","21","12","7","20","6","2","7","4","300","14","7","6","72","","0","45","0","1","","23","4",""
"2020-06-21","3","0","1","11","1","0","4","88","13","","0","201","4","1","5","60","","0","2","17","7","","14","0",""
"2020-06-22","24","6","14","","0","21","47","7","20","1","2","27","62","7","24","32","10","16","1","1","29","","35","4",""
"2020-06-23","2","13","4","","0","15","75","9","10","","2","205","6","3","3","100","3","6","22","2","12","","38","1",""
"2020-06-24","4","19","2","2","7","11","21","68","18","","1","133","3","2","14","125","1","4","7","","10","","30","2",""
"2020-06-25","9","0","8","","1","15","7","57","34","","2","196","6","8","14","67","","2","1","3","25","","29","4",""
"2020-06-26","11","3","12","15","19","9","16","34","9","","1","86","33","6","10","36","","2","3","3","16","2","12","7",""
"2020-06-27","1","0","0","8","3","7","4","33","1","","1","109","0","0","5","49","","0","0","4","7","","22","",""
"2020-06-28","22","9","5","","32","4","16","55","14","","","147","7","1","5","43","4","6","11","0","1","0","22","0",""
"2020-06-29","","0","1","7","9","8","8","37","10","","","339","16","2","14","39","","2","3","2","4","1","24","0",""
"2020-06-30","38","14","0","","1","23","9","37","12","","1","144","16","2","17","40","","3","1","1","2","0","46","4",""
"2020-07-01","15","2","1","4","6","17","16","45","10","","2","125","24","16","5","74","","1","1","0","6","0","21","7",""
"2020-07-02","7","3","","0","10","27","19","68","4","","0","162","44","1","2","73","","2","5","4","16","","51","11",""
"2020-07-03","2","2","8","4","25","118","17","31","16","","","102","8","5","6","91","","1","2","0","15","0","74","7",""
"2020-07-04","0","8","2","","7","9","40","84","3","","0","165","21","4","11","150","","1","8","2","7","0","57","16",""
"2020-07-05","1","10","","","2","2","34","112","8","0","3","95","40","10","21","107","","4","8","8","14","0","61","5",""
"2020-07-06","1","9","4","1","0","7","32","97","3","0","","144","18","2","3","129","","3","1","1","3","0","66","0",""
"2020-07-07","0","1","0","0","9","3","33","74","5","","","144","68","2","8","112","","6","7","3","7","1","65","7",""
"2020-07-08","5","0","0","0","13","42","28","74","16","","1","98","69","4","5","90","","0","4","2","5","0","32","13",""
"2020-07-09","","7","9","","0","5","37","47","1","","","213","0","8","8","121","","0","8","2","11","2","56","",""
"2020-07-10","2","1","0","3","0","23","15","65","9","6","","204","0","7","3","120","","2","4","1","16","3","35","3",""
"2020-07-11","0","10","0","","3","17","23","54","22","","2","183","54","12","10","141","","8","0","6","7","2","49","8",""
"2020-07-12","1","1","6","0","5","34","60","98","1","","0","153","47","3","3","117","","6","8","4","21","","52","2",""
"2020-07-13","1","2","2","2","8","26","20","65","9","","1","181","42","16","9","130","","1","7","0","5","3","81","21",""
"2020-07-14","0","6","0","","0","4","56","104","3","","0","199","0","1","6","195","","1","14","3","12","3","111","0",""
"2020-07-15","0","7","0","4","52","41","27","77","6","","","225","37","7","5","141","","3","10","9","17","1","72","8",""
"2020-07-16","2","1","2","1","0","33","21","55","10","0","","276","46","10","20","152","","3","5","2","33","1","61","1",""
"2020-07-17","1","10","2","0","26","26","27","90","9","","","291","45","5","8","179","","6","1","2","7","9","92","2",""
"2020-07-18","2","15","10","3","3","44","98","244","34","","0","253","93","19","9","211","","22","19","14","15","1","168","9",""
"2020-07-19","0","0","0","0","1","33","38","55","30","","0","527","44","17","9","465","","2","12","1","5","0","104","1",""
"2020-07-20","11","12","8","37","18","57","47","156","62","","1","395","55","15","20","333","","7","14","3","67","","151","66",""
"2020-07-21","0","10","1","4","48","66","57","162","12","3","0","520","58","20","13","406","","32","22","44","18","1","108","12",""
"2020-07-22","2","8","3","0","59","3","44","131","2","","2","614","125","11","11","302","","10","61","11","39","0","162","15",""
"2020-07-23","1","6","3","19","17","115","91","230","37","","0","555","105","25","17","418","","36","37","8","53","5","212","16",""
"2020-07-24","3","13","9","8","85","69","65","180","35","","","606","84","17","22","413","","11","23","19","39","0","158","14",""
"2020-07-25","1","13","3","8","89","45","88","190","22","","0","653","92","6","47","557","","6","48","20","36","1","176","24",""
"2020-07-26","5","10","0","6","139","101","136","146","85","","5","513","86","34","10","530","","15","45","59","26","2","109","35",""
"2020-07-27","0","10","9","32","10","35","157","204","28","","","542","72","44","42","503","","46","51","39","125","0","159","58",""
"2020-07-28","6","8","4","8","13","87","93","224","78","","2","601","56","12","45","413","","77","21","39","68","4","182","64",""
"2020-07-29","5","5","8","27","15","44","101","212","32","","5","677","30","19","29","530","","8","22","10","78","9","187","41",""
"2020-07-30","2","19","18","12","34","54","90","233","29","","1","639","56","11","21","532","","59","21","44","25","20","167","53",""
"2020-07-31","4","22","6","15","69","70","80","227","39","","0","698","59","24","21","413","","28","59","17","67","5","164","31",""
"2020-08-01","8","45","27","21","22","41","102","175","71","0","3","583","22","18","16","568","","51","48","36","95","11","169","11",""
"2020-08-02","22","38","6","19","36","118","147","242","69","0","4","577","33","28","66","517","","11","25","42","35","2","150","26",""
"2020-08-03","2","29","30","23","30","75","85","178","43","0","0","531","47","35","66","486","","58","42","42","55","16","139","76",""
"2020-08-04","11","48","10","13","6","73","113","135","31","3","0","769","18","27","20","440","","24","14","21","13","3","170","104",""
"2020-08-05","36","57","30","73","60","63","68","229","36","","0","595","41","33","31","453","","27","15","73","21","2","95","40",""
"2020-08-06","11","12","12","97","47","34","81","214","9","0","3","548","92","31","24","502","","32","67","19","35","19","123","49",""
"2020-08-07","17","57","13","8","12","117","124","118","49","","6","597","29","35","42","470","","25","48","39","20","21","175","15",""
"2020-08-08","4","8","39","10","44","14","67","156","12","5","0","628","99","3","38","584","","44","34","39","91","4","135","6",""
"2020-08-09","29","32","4","67","15","63","59","244","36","0","4","533","4","39","44","460","","53","4","127","25","4","135","15",""
"2020-08-10","49","50","24","137","135","192","89","269","77","2","3","846","141","96","48","604","","85","69","65","49","21","147","10",""
"2020-08-11","49","18","50","33","58","107","128","250","96","0","7","877","48","55","76","658","","133","22","40","97","2","218","45",""
"2020-08-12","41","22","63","42","98","59","171","209","39","24","5","580","139","35","54","662","","122","4","46","131","17","154","8",""
"2020-08-13","1","31","14","25","97","20","88","251","13","1","1","687","66","45","47","683","","80","23","57","78","10","165","14",""
"2020-08-14","20","29","58","104","30","94","111","187","58","0","0","635","8","14","99","546","","78","18","67","190","4","201","21",""
"2020-08-15","43","20","74","48","44","97","204","190","25","0","0","562","93","102","77","566","","67","59","47","105","3","172","49",""
"2020-08-16","25","80","50","53","44","83","160","199","71","27","14","678","111","73","76","598","","95","29","72","140","14","237","6",""
"2020-08-17","39","51","38","91","85","112","91","176","47","2","24","618","131","78","60","490","","90","132","74","169","41","261","32",""
"2020-08-18","103","75","74","38","64","76","132","196","39","2","22","636","61","67","128","607","","45","22","58","228","53","216","45",""
"2020-08-19","62","57","22","6","48","74","96","202","78","6","37","605","141","86","89","627","","76","118","86","119","29","287","22",""
"2020-08-20","24","26","27","69","29","127","165","280","41","7","16","755","158","89","63","746","","64","45","34","51","51","216","43",""
"2020-08-21","37","45","57","94","83","87","130","201","68","4","36","564","100","132","136","556","","68","86","92","201","20","257","28",""
"2020-08-22","24","53","29","44","12","67","151","219","90","10","2","708","130","79","100","651","","75","118","76","158","18","224","50",""
"2020-08-23","25","54","10","56","165","81","161","177","47","17","17","575","103","77","87","575","","129","119","50","220","4","188","111",""
"2020-08-24","23","98","38","73","242","95","94","229","69","4","10","651","101","137","77","605","","93","84","73","183","28","223","55",""
"2020-08-25","78","73","35","29","92","74","86","265","87","14","35","628","34","75","101","780","","91","132","65","192","20","170","95",""
"2020-08-26","57","27","50","125","241","92","181","161","59","1","14","597","108","134","93","700","","81","92","61","194","14","213","19",""
"2020-08-27","41","67","17","23","99","146","134","136","162","27","18","770","82","99","70","711","","95","24","73","122","15","235","23",""
"2020-08-28","60","70","23","42","133","110","311","184","96","0","20","593","50","83","31","730","","112","146","41","123","43","241","44",""
"2020-08-29","62","71","31","42","130","104","313","182","90","6","18","560","55","81","28","753","","117","144","48","133","46","243","55",""
"2020-08-30","26","131","59","55","95","101","184","180","78","21","10","472","104","118","135","545","","120","185","70","262","64","248","45",""
"2020-08-31","100","108","41","81","100","135","41","141","61","7","3","694","182","160","152","445","","82","363","45","194","85","80","18",""
"2020-09-01","73","65","70","81","73","106","136","124","112","5","20","559","68","85","129","763","","103","175","78","133","124","189","75",""
"2020-09-02","59","87","48","83","70","99","106","254","88","2","10","617","37","84","152","614","","172","146","41","215","71","207","35",""
"2020-09-03","85","50","143","95","82","92","145","148","102","3","7","728","38","58","63","805","","75","114","61","186","57","172","26",""
"2020-09-04","178","93","229","148","63","88","140","115","153","4","7","473","88","93","134","521","","93","148","56","192","54","198","37",""
"2020-09-05","158","64","45","157","50","100","189","164","60","10","4","477","99","115","148","473","","86","354","46","192","54","171","32",""
"2020-09-06","64","83","42","117","38","91","92","125","135","14","14","402","53","80","150","537","","155","241","110","237","106","267","54",""
"2020-09-07","102","103","45","154","66","108","158","108","59","5","10","548","57","95","142","577","","93","213","6","104","44","194","30",""
"2020-09-08","119","114","42","132","36","58","98","110","177","3","9","482","27","51","103","702","","96","152","61","156","81","149","38",""
"2020-09-09","147","64","35","182","41","81","238","160","66","14","10","521","31","49","100","615","","101","111","18","136","41","172","34",""
"2020-09-10","132","97","61","148","62","98","154","261","123","4","7","461","54","88","85","708","","52","126","61","107","17","124","5",""
"2020-09-11","92","115","58","73","59","82","114","170","69","3","14","483","22","68","130","580","","124","127","87","201","59","235","51",""
"2020-09-12","91","149","38","80","50","80","74","123","124","17","6","526","33","45","130","617","","127","201","71","138","48","226","48",""
"2020-09-13","80","96","22","78","37","118","300","122","51","2","2","520","42","70","116","656","","155","182","64","163","40","123","15",""
"2020-09-14","86","66","55","78","46","122","242","72","40","4","14","481","36","82","141","536","","121","234","63","279","46","224","16",""
"2020-09-15","83","79","66","79","56","63","179","137","102","1","8","383","19","67","97","510","","148","167","95","273","68","142","97",""
"2020-09-16","32","117","71","82","86","69","205","136","44","16","18","507","65","111","137","593","","136","121","89","134","50","106","46",""
"2020-09-17","83","83","35","95","79","76","118","105","79","13","6","476","58","82","162","507","","118","168","102","190","55","211","47",""
"2020-09-18","66","80","62","79","43","104","116","147","84","11","21","463","76","95","100","529","","129","146","53","134","127","246","49",""
"2020-09-19","54","108","52","72","43","92","186","147","81","1","12","584","70","105","105","520","","149","235","66","101","33","152","25",""
"2020-09-20","72","91","49","99","57","127","192","133","103","11","26","435","62","84","144","468","","96","173","60","167","76","190","43",""
"2020-09-21","71","129","66","87","42","128","272","166","84","32","13","629","67","71","85","464","","79","182","29","99","43","133","40",""
"2020-09-22","86","88","50","70","81","111","142","180","81","9","25","349","93","148","121","515","","104","231","84","136","103","197","43",""
"2020-09-23","86","63","52","49","44","73","196","111","72","24","11","489","80","55","105","516","","132","237","98","173","113","175","44",""
"2020-09-24","86","99","77","71","45","91","139","152","82","21","14","422","93","88","87","520","","129","237","68","119","91","237","46",""
"2020-09-25","106","107","50","75","50","111","142","119","91","25","17","516","90","66","117","444","","128","212","59","133","88","185","47",""
"2020-09-26","95","89","79","85","46","102","155","181","75","18","22","550","81","77","106","545","","109","205","108","167","7","53","0",""
"2020-09-27","95","102","61","98","41","109","196","197","91","30","28","579","88","108","117","534","","22","47","9","44","82","232","36",""
"2020-09-28","86","132","40","86","30","115","141","199","73","22","15","472","82","83","105","385","","136","154","97","125","86","213","46",""
"2020-09-29","94","132","81","87","62","86","187","173","97","30","28","608","61","49","14","304","","136","161","77","171","77","202","44",""
"2020-09-30","66","87","67","84","53","109","195","151","76","31","14","531","4","66","106","505","","105","140","91","131","70","217","55",""
"2020-10-01","88","96","68","97","53","67","122","203","80","25","15","555","51","89","108","590","","106","115","72","108","60","189","39",""
"2020-10-02","58","56","63","76","64","70","167","353","73","30","20","492","63","56","101","427","","83","129","66","93","116","223","65",""
"2020-10-03","47","67","77","87","72","66","152","135","47","25","21","616","65","82","101","640","","85","110","59","111","51","248","49",""
"2020-10-04","59","87","82","103","69","95","165","142","49","1","0","626","28","76","107","562","","128","149","51","135","53","177","42",""
"2020-10-05","79","90","56","88","53","70","121","145","41","25","21","518","59","64","107","758","","74","111","44","129","91","198","67",""
"2020-10-06","53","91","58","79","30","88","118","382","10","33","19","530","49","50","114","657","","85","110","55","110","60","200","55",""
"2020-10-07","69","93","59","93","25","98","122","57","79","23","21","635","36","92","118","615","","74","154","60","144","71","249","37",""
"2020-10-08","23","24","10","15","7","28","99","162","88","21","17","644","78","105","132","671","","93","132","75","122","92","282","50",""
"2020-10-09","74","60","88","86","45","93","144","154","73","18","15","646","88","91","113","673","","77","135","89","141","58","103","5",""
"2020-10-10","65","59","83","94","37","90","137","206","69","27","15","621","80","93","125","662","","56","100","72","91","31","171","48",""
"2020-10-11","76","47","47","91","44","102","129","183","94","27","16","609","73","111","134","694","","98","127","74","92","12","185","45",""
"2020-10-12","37","60","53","96","55","104","162","147","94","30","14","629","84","100","114","686","","85","68","101","148","47","195","46",""
"2020-10-13","67","41","67","98","53","89","132","147","92","21","12","677","118","112","143","699","","94","104","11","96","52","224","36",""
"2020-10-14","76","65","64","80","58","87","211","198","89","16","19","656","78","76","35","666","","27","39","78","149","67","222","40",""
"2020-10-15","75","87","58","91","59","95","161","348","82","18","12","534","83","96","109","556","","71","133","71","153","52","193","42",""
"2020-10-16","62","73","85","91","47","97","182","187","88","30","19","686","61","9","104","683","","70","104","72","127","70","195","52",""
"2020-10-17","83","77","81","97","63","119","203","125","15","2","1","608","27","99","154","617","","99","110","79","127","73","272","52",""
"2020-10-18","64","79","87","16","2","9","27","262","71","28","33","787","119","70","134","648","","115","109","89","105","28","195","36",""
"2020-10-19","15","13","10","91","43","91","156","218","78","36","20","810","105","70","148","845","","104","26","96","31","58","204","4",""
"2020-10-20","71","76","68","98","40","114","231","297","73","41","14","804","122","8","12","840","","33","142","17","186","7","55","33",""
"2020-10-21","60","73","69","79","50","83","146","204","61","37","19","795","102","146","178","792","","120","104","63","118","84","188","25",""
"2020-10-22","72","47","36","49","24","35","80","398","34","6","8","874","26","60","121","870","","129","126","107","168","49","269","20",""
"2020-10-23","48","77","69","70","40","112","204","292","124","48","25","866","75","91","162","896","","119","107","31","78","18","108","16",""
"2020-10-24","78","88","78","101","79","120","171","246","102","49","30","853","109","28","48","861","","27","125","90","133","50","232","55",""
"2020-10-25","85","93","24","19","13","45","84","243","24","12","2","954","33","104","173","931","","129","163","121","148","87","320","50",""
"2020-10-26","74","78","66","82","39","100","114","277","78","29","23","976","81","65","138","998","","74","149","74","97","46","190","41",""
"2020-10-27","8","10","92","102","75","124","180","145","107","33","15","987","123","163","182","984","","123","212","98","113","10","26","5",""
"2020-10-28","47","98","76","74","57","104","148","182","118","45","10","993","98","31","158","999","","121","154","41","45","51","247","28",""
"2020-10-29","46","77","77","94","84","111","247","202","180","25","12","933","103","74","16","927","","60","65","82","154","78","253","45",""
"2020-10-30","64","85","72","94","46","156","237","205","108","32","7","905","119","98","146","913","","61","106","92","137","58","246","28",""
"2020-10-31","68","70","91","90","52","134","281","177","128","33","19","895","66","93","164","907","","111","148","110","82","78","214","38",""
"2020-11-01","51","55","57","94","62","127","232","225","108","31","13","846","78","108","185","860","","120","294","75","128","54","226","24",""
