"date","Alaska/Aleutians East","Alaska/Aleutians West","Alaska/Anchorage","Alaska/Bethel","Alaska/Bristol Bay","Alaska/Denali","Alaska/Dillingham","Alaska/Fairbanks North Star","Alaska/Haines","Alaska/Hoonah-Angoon","Alaska/Juneau","Alaska/Kenai Peninsula","Alaska/Ketchikan Gateway","Alaska/Kodiak Island","Alaska/Kusilvak","Alaska/Lake and Peninsula","Alaska/Matanuska-Susitna","Alaska/Nome","Alaska/North Slope","Alaska/Northwest Arctic","Alaska/Petersburg","Alaska/Prince of Wales-Hyder","Alaska/Sitka","Alaska/Skagway","Alaska/Soldotna","Alaska/Southeast Fairbanks","Alaska/Sterling","Alaska/Unassigned","Alaska/Valdez-Cordova","Alaska/Wrangell","Alaska/Yakutat","Alaska/Yukon-Koyukuk"
"2020-08-14","   .00 %","  5.00 %","  1.91 %","   .91 %","  2.00 %","   .00 %"," 20.00 %","  1.12 %","  5.00 %","","  4.82 %","  1.45 %","   .57 %"," 13.33 %","  6.19 %","","  1.43 %","  5.26 %","  2.16 %","  2.45 %","  3.33 %","  9.48 %","  2.22 %","","","   .00 %","","   .00 %","  3.46 %"," -2.22 %","  2.86 %","  1.13 %"
"2020-08-15","   .00 %","  5.00 %","  1.85 %","  5.22 %","  2.00 %","   .00 %"," 20.00 %","  1.81 %","  5.00 %","","  5.29 %","  1.25 %","  1.64 %"," 13.33 %","  6.19 %","","  1.29 %","  5.26 %","  3.16 %","  1.94 %","  3.33 %"," 11.14 %","  2.83 %","","","  1.18 %","","-10.00 %","  2.26 %","   .00 %","  5.36 %","  1.48 %"
"2020-08-16","   .00 %","  5.00 %","  2.07 %","  6.60 %","  2.00 %","   .00 %"," 20.00 %","  2.18 %","  5.00 %","","  5.45 %","  1.56 %","  1.64 %"," 15.33 %","  2.86 %","","  1.43 %","  5.26 %","  3.96 %","  1.90 %","  3.33 %"," 16.72 %","  2.83 %","","","  1.18 %","","-10.00 %","  3.28 %","   .00 %","  2.50 %","  1.48 %"
"2020-08-17","   .00 %","  5.00 %","  2.02 %","  7.89 %","  2.00 %","   .00 %"," 20.00 %","  2.07 %","  5.00 %","","  5.23 %","  1.44 %","  1.64 %"," 15.33 %","  2.86 %","","  1.48 %","  6.93 %","  4.83 %","  1.90 %","  3.33 %"," 11.01 %","  2.09 %","","","  1.18 %","","-10.00 %","  1.02 %","   .00 %","  2.50 %","  1.45 %"
"2020-08-18","   .00 %","  5.00 %","  1.93 %","  7.89 %","   .00 %","   .00 %"," 20.00 %","  1.72 %","  5.00 %","","  4.46 %","  1.97 %","   .53 %","  2.00 %","  2.86 %","","  1.45 %","  1.67 %","  3.77 %","  2.25 %","   .00 %","  7.90 %","  3.38 %","","","  1.18 %","","-10.00 %","  1.34 %","   .00 %","  2.50 %","  1.42 %"
"2020-08-19","   .00 %","   .00 %","  1.46 %","  9.10 %","   .00 %","   .00 %"," 25.00 %","  2.19 %","   .00 %","","  2.15 %","  1.96 %","  1.04 %","  3.82 %","   .00 %","","  1.65 %","  1.67 %","  5.44 %","  3.04 %","   .00 %","  6.08 %","  2.67 %","","","  1.18 %","","-10.00 %","  1.66 %","   .00 %","  2.50 %","  1.76 %"
"2020-08-20","   .00 %","   .00 %","  1.49 %","  5.02 %","   .00 %","   .00 %"," 25.00 %","  1.88 %","   .00 %","","  1.78 %","  1.89 %","  1.01 %","  7.15 %","   .00 %","","  1.77 %","  2.44 %","  5.98 %","  4.21 %","   .00 %","  4.41 %","  1.29 %","","","   .00 %","","   .00 %","  1.97 %","   .00 %","   .00 %","  1.03 %"
"2020-08-21","   .00 %","   .00 %","  1.28 %","  3.65 %","   .00 %","   .00 %","  5.00 %","  1.81 %","   .00 %","","  1.07 %","  1.29 %","   .53 %","  5.15 %","   .00 %","","  1.64 %","  4.66 %","  4.79 %","  6.35 %","   .00 %","  1.33 %","  1.90 %","","","   .00 %","","   .00 %","  2.18 %","   .00 %","   .00 %","  2.37 %"
"2020-08-22","   .00 %","   .00 %","  1.31 %","  2.90 %","   .00 %","   .00 %","  5.00 %","  2.09 %","   .00 %","","  1.20 %","  1.65 %","  1.53 %","  5.15 %","   .00 %","","  2.16 %","  2.99 %","  4.61 %","  6.68 %","   .00 %","  6.33 %","  1.90 %","","","   .00 %","","   .00 %","  2.18 %","  2.50 %","   .00 %","  2.64 %"
"2020-08-23","   .00 %","   .00 %","  1.36 %","  3.95 %","   .00 %","   .00 %","  5.00 %","  2.17 %","   .00 %","","  1.69 %","  1.04 %","  1.53 %","  5.15 %","   .00 %","","  2.26 %","  3.66 %","  4.61 %","  5.35 %","   .00 %","  5.00 %","   .61 %","","","   .00 %","","   .00 %","  1.86 %","  2.50 %","   .00 %","  2.30 %"
"2020-08-24","   .00 %","   .00 %","  1.42 %"," 10.24 %","   .00 %","   .00 %","   .00 %","  1.65 %","   .00 %","","  1.69 %","  1.03 %","  1.01 %","  3.33 %","   .00 %","","  2.22 %","  3.66 %","  2.94 %","  4.10 %","   .00 %","  5.00 %","   .61 %","","","   .00 %",""," 20.00 %","  1.83 %","  2.50 %","   .00 %","  1.96 %"
