"date","Puerto Rico/Adjuntas","Puerto Rico/Aguada","Puerto Rico/Aguadilla","Puerto Rico/Aguas Buenas","Puerto Rico/Aibonito","Puerto Rico/Anasco","Puerto Rico/Arecibo","Puerto Rico/Arroyo","Puerto Rico/Barceloneta","Puerto Rico/Barranquitas","Puerto Rico/Bayamon","Puerto Rico/Cabo Rojo","Puerto Rico/Caguas","Puerto Rico/Camuy","Puerto Rico/Canovanas","Puerto Rico/Carolina","Puerto Rico/Catano","Puerto Rico/Cayey","Puerto Rico/Ceiba","Puerto Rico/Ciales","Puerto Rico/Cidra","Puerto Rico/Coamo","Puerto Rico/Comerio","Puerto Rico/Corozal","Puerto Rico/Culebra","Puerto Rico/Dorado","Puerto Rico/Fajardo","Puerto Rico/Florida","Puerto Rico/Guanica","Puerto Rico/Guayama","Puerto Rico/Guayanilla","Puerto Rico/Guaynabo","Puerto Rico/Gurabo","Puerto Rico/Hatillo","Puerto Rico/Hormigueros","Puerto Rico/Humacao","Puerto Rico/Isabela","Puerto Rico/Jayuya","Puerto Rico/Juana Diaz","Puerto Rico/Juncos","Puerto Rico/Lajas","Puerto Rico/Lares","Puerto Rico/Las Marias","Puerto Rico/Las Piedras","Puerto Rico/Loiza","Puerto Rico/Luquillo","Puerto Rico/Manati","Puerto Rico/Maricao","Puerto Rico/Maunabo","Puerto Rico/Mayaguez","Puerto Rico/Moca","Puerto Rico/Morovis","Puerto Rico/Naguabo","Puerto Rico/Naranjito","Puerto Rico/Orocovis","Puerto Rico/Out of PR","Puerto Rico/Patillas","Puerto Rico/Penuelas","Puerto Rico/Ponce","Puerto Rico/Quebradillas","Puerto Rico/Rincon","Puerto Rico/Rio Grande","Puerto Rico/Sabana Grande","Puerto Rico/Salinas","Puerto Rico/San German","Puerto Rico/San Juan","Puerto Rico/San Lorenzo","Puerto Rico/San Sebastian","Puerto Rico/Santa Isabel","Puerto Rico/Toa Alta","Puerto Rico/Toa Baja","Puerto Rico/Trujillo Alto","Puerto Rico/Unassigned","Puerto Rico/Utuado","Puerto Rico/Vega Alta","Puerto Rico/Vega Baja","Puerto Rico/Vieques","Puerto Rico/Villalba","Puerto Rico/Yabucoa","Puerto Rico/Yauco"
"2020-07-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-19","4","3","8","3","1","3","8","0","2","10","30","3","24","3","8","39","12","4","0","2","3","4","6","6","1","5","7","3","1","3","0","24","5","0","4","2","6","3","8","3","0","1","1","2","2","5","6","1","1","13","6","9","3","10","10","35","0","1","8","1","4","3","4","2","5","97","5","6","3","21","12","7","38","0","2","14","0","2","3","6"
"2020-07-20","0","1","2","1","4","1","4","2","2","2","31","5","12","1","6","31","2","1","0","3","1","2","2","7","0","8","4","0","1","3","2","8","5","3","2","0","0","4","2","2","3","1","1","3","1","0","3","0","2","14","1","3","0","3","3","0","0","5","5","1","0","5","1","1","4","56","6","6","1","12","10","5","48","2","7","10","1","1","2","4"
"2020-07-21","0","4","8","1","2","3","3","0","2","4","27","5","17","0","6","22","5","1","1","1","2","8","0","5","0","4","5","21","1","2","2","10","4","2","4","2","3","1","2","3","0","1","0","1","1","1","13","0","3","14","4","13","3","8","3","0","5","2","8","2","8","4","2","1","1","76","3","4","2","9","11","12","37","0","5","19","2","0","4","4"
"2020-07-22","0","3","1","1","0","0","4","2","0","0","7","2","7","1","3","11","1","1","2","1","1","0","0","0","2","1","2","3","0","1","1","1","0","1","1","2","1","0","0","1","0","0","0","0","0","0","4","0","0","4","1","1","0","1","0","15","2","1","2","1","1","0","0","0","0","20","2","2","0","4","0","6","-44","2","0","6","0","0","0","2"
"2020-07-23","0","4","9","2","2","5","9","0","3","3","47","2","17","0","8","29","2","4","2","6","4","4","2","3","0","3","9","12","0","1","0","15","7","5","3","3","4","2","5","0","1","4","2","2","0","0","6","0","2","5","5","7","0","2","7","18","6","0","6","0","4","5","1","3","2","80","3","1","2","9","9","23","-36","2","1","8","1","2","1","5"
"2020-07-24","1","2","5","2","0","0","6","1","3","9","25","6","14","5","6","22","8","4","1","7","1","4","3","6","0","9","8","2","1","5","3","13","4","1","0","2","5","1","6","7","1","3","2","4","2","4","7","0","0","14","9","14","1","18","8","27","2","0","19","0","2","7","2","1","1","42","6","2","1","6","12","10","20","2","6","15","0","1","4","11"
"2020-07-25","1","5","7","4","3","2","16","0","5","7","48","2","16","3","5","42","7","6","2","6","11","6","3","9","1","5","2","1","0","4","0","24","5","1","2","6","4","0","6","1","1","1","4","3","2","4","20","2","3","15","9","6","4","6","9","8","0","2","10","1","1","6","1","1","1","80","3","7","2","28","8","10","-2","4","9","11","0","2","5","8"
"2020-07-26","3","2","10","3","3","2","3","2","5","8","48","4","27","1","11","19","4","3","1","3","4","5","2","9","0","10","8","1","0","4","12","17","4","0","3","5","2","1","3","3","3","5","0","3","2","1","16","1","1","9","6","8","4","25","2","3","0","1","12","0","1","5","3","1","0","97","7","3","3","16","14","14","57","1","4","10","0","0","5","5"
"2020-07-27","0","1","4","0","0","2","1","1","1","1","20","2","9","8","5","20","5","1","1","0","2","3","0","2","0","4","3","0","0","0","2","1","1","1","0","2","2","1","2","3","0","0","1","1","1","0","6","0","0","15","3","3","4","3","2","0","0","1","3","4","1","5","2","0","1","42","0","2","0","12","14","0","34","1","6","3","2","1","2","2"
