"date","Puerto Rico/Adjuntas","Puerto Rico/Aguada","Puerto Rico/Aguadilla","Puerto Rico/Aguas Buenas","Puerto Rico/Aibonito","Puerto Rico/Anasco","Puerto Rico/Arecibo","Puerto Rico/Arroyo","Puerto Rico/Barceloneta","Puerto Rico/Barranquitas","Puerto Rico/Bayamon","Puerto Rico/Cabo Rojo","Puerto Rico/Caguas","Puerto Rico/Camuy","Puerto Rico/Canovanas","Puerto Rico/Carolina","Puerto Rico/Catano","Puerto Rico/Cayey","Puerto Rico/Ceiba","Puerto Rico/Ciales","Puerto Rico/Cidra","Puerto Rico/Coamo","Puerto Rico/Comerio","Puerto Rico/Corozal","Puerto Rico/Culebra","Puerto Rico/Dorado","Puerto Rico/Fajardo","Puerto Rico/Florida","Puerto Rico/Guanica","Puerto Rico/Guayama","Puerto Rico/Guayanilla","Puerto Rico/Guaynabo","Puerto Rico/Gurabo","Puerto Rico/Hatillo","Puerto Rico/Hormigueros","Puerto Rico/Humacao","Puerto Rico/Isabela","Puerto Rico/Jayuya","Puerto Rico/Juana Diaz","Puerto Rico/Juncos","Puerto Rico/Lajas","Puerto Rico/Lares","Puerto Rico/Las Marias","Puerto Rico/Las Piedras","Puerto Rico/Loiza","Puerto Rico/Luquillo","Puerto Rico/Manati","Puerto Rico/Maricao","Puerto Rico/Maunabo","Puerto Rico/Mayaguez","Puerto Rico/Moca","Puerto Rico/Morovis","Puerto Rico/Naguabo","Puerto Rico/Naranjito","Puerto Rico/Orocovis","Puerto Rico/Out of PR","Puerto Rico/Patillas","Puerto Rico/Penuelas","Puerto Rico/Ponce","Puerto Rico/Quebradillas","Puerto Rico/Rincon","Puerto Rico/Rio Grande","Puerto Rico/Sabana Grande","Puerto Rico/Salinas","Puerto Rico/San German","Puerto Rico/San Juan","Puerto Rico/San Lorenzo","Puerto Rico/San Sebastian","Puerto Rico/Santa Isabel","Puerto Rico/Toa Alta","Puerto Rico/Toa Baja","Puerto Rico/Trujillo Alto","Puerto Rico/Unassigned","Puerto Rico/Utuado","Puerto Rico/Vega Alta","Puerto Rico/Vega Baja","Puerto Rico/Vieques","Puerto Rico/Villalba","Puerto Rico/Yabucoa","Puerto Rico/Yauco"
"2020-07-28","0","3","4","3","1","2","1","0","5","1","31","1","14","1","6","18","6","1","0","3","2","5","1","6","2","6","2","16","0","1","0","17","7","1","0","4","4","1","1","2","0","0","0","0","1","3","8","0","0","8","5","9","0","13","7","0","3","1","9","0","1","5","0","0","0","62","2","2","0","15","10","6","42","0","2","3","1","1","7","4"
"2020-07-29","0","1","0","2","0","0","1","1","1","0","17","1","6","0","0","16","3","2","1","3","2","0","0","5","0","1","1","5","0","3","0","7","3","0","1","1","1","0","1","1","0","1","3","0","1","1","5","0","1","1","1","3","0","2","2","18","2","1","1","2","0","6","0","0","0","46","2","0","0","6","10","9","-1","1","6","3","1","0","0","0"
"2020-07-30","1","1","6","3","2","3","7","4","2","8","25","0","18","8","11","28","8","4","2","4","3","8","2","12","1","2","8","5","0","5","1","16","9","2","2","2","5","1","4","2","3","4","2","3","2","0","9","1","3","11","4","10","4","5","3","30","2","1","4","2","1","9","1","1","3","97","3","8","0","14","24","14","-26","0","2","13","1","0","3","5"
"2020-07-31","4","2","2","0","0","0","3","0","2","15","11","3","3","0","2","7","2","2","2","0","2","0","2","4","0","2","4","6","0","1","1","5","1","4","0","2","4","1","3","3","1","3","0","2","1","2","1","1","1","4","3","3","0","8","3","31","0","2","6","1","1","5","0","1","1","24","3","4","1","12","7","5","-51","3","2","8","1","0","1","3"
"2020-08-01","3","2","12","5","3","14","14","2","2","20","82","8","20","7","16","93","12","5","2","5","8","10","3","29","0","24","16","5","0","4","1","31","4","6","1","11","1","0","4","5","2","8","4","2","11","2","13","0","2","9","6","15","1","19","15","8","3","5","19","0","1","14","8","-1","2","171","9","3","5","48","24","39","92","0","9","13","0","0","7","13"
"2020-08-02","0","3","5","4","1","2","6","0","3","10","33","1","16","4","4","40","3","2","1","2","5","3","3","2","0","8","5","11","1","1","1","20","3","3","1","7","2","1","2","1","0","9","0","3","6","1","0","0","1","7","3","11","1","5","4","0","0","2","14","2","1","13","1","0","0","85","2","11","1","14","21","7","72","0","5","5","6","1","1","4"
"2020-08-03","1","4","7","3","2","1","2","0","1","0","30","5","12","6","13","34","2","6","5","0","2","2","5","2","0","3","7","5","0","7","2","6","5","2","0","2","5","1","3","3","1","4","2","3","4","0","5","0","1","6","0","3","1","2","3","0","2","2","5","2","4","4","2","3","2","62","4","1","1","7","5","9","17","0","5","5","1","0","0","6"
"2020-08-04","3","1","1","1","0","3","7","0","0","1","46","3","13","2","8","53","5","6","0","3","2","4","2","10","0","3","1","1","1","0","0","14","2","6","3","1","0","0","3","1","0","1","1","1","4","1","4","1","2","7","8","2","2","7","2","1","0","1","11","3","2","6","1","5","2","143","1","6","2","19","11","11","39","0","0","8","0","1","2","5"
"2020-08-05","0","1","2","2","2","2","8","1","5","3","25","5","11","3","8","35","1","4","0","0","-1","3","0","1","1","10","3","12","0","1","1","15","3","1","0","2","1","0","0","4","1","0","2","2","6","1","4","0","1","4","1","5","2","11","5","12","0","2","0","0","0","3","0","1","3","75","4","5","1","6","8","4","-62","0","9","28","3","0","2","3"
"2020-08-06","1","1","5","1","1","1","3","2","0","5","13","7","9","11","8","19","1","4","1","3","0","4","1","3","1","0","1","1","1","2","0","10","4","3","1","1","2","0","2","2","0","2","1","2","2","2","1","0","0","9","5","6","1","3","10","2","1","1","5","5","0","1","1","5","1","61","0","16","1","7","6","4","-34","0","3","7","4","2","0","5"
"2020-08-07","2","6","9","5","1","0","7","3","3","2","80","5","33","3","13","62","8","2","2","7","10","6","1","11","0","9","9","2","1","6","0","32","12","1","3","0","6","0","4","8","1","11","0","3","7","5","7","0","2","11","2","1","0","6","5","10","1","0","11","1","3","14","4","10","3","134","15","5","0","29","24","18","-9","1","14","17","2","1","8","1"
"2020-08-08","0","6","12","3","1","3","14","0","7","14","73","5","27","6","7","29","3","2","1","4","3","3","1","15","0","21","10","0","0","5","5","25","11","2","2","6","2","0","4","7","6","5","5","6","5","2","13","0","0","7","2","6","1","15","6","0","3","4","18","1","0","1","1","9","6","111","7","3","1","23","17","17","48","2","12","20","4","2","4","6"
"2020-08-09","2","12","2","3","5","8","11","5","3","3","65","4","13","1","14","50","7","1","1","10","6","4","2","8","0","9","8","2","2","4","5","25","13","2","1","3","1","0","4","3","0","5","7","4","2","4","17","0","2","15","2","9","3","4","5","4","2","1","12","0","4","11","8","7","2","141","5","11","0","15","9","20","-5","8","18","13","2","2","2","4"
"2020-08-10","0","5","7","4","0","3","12","3","4","3","54","4","28","4","15","39","9","2","2","6","2","3","5","16","0","10","16","3","1","4","1","15","7","8","6","7","6","0","5","10","1","6","2","7","11","4","6","0","2","14","4","3","1","15","4","1","3","1","9","2","2","10","0","16","4","87","5","5","4","17","23","13","38","7","8","12","1","1","8","14"
"2020-08-11","1","4","2","4","2","2","12","2","0","12","39","6","28","1","16","35","2","4","2","3","6","1","0","5","0","7","10","10","2","2","2","19","6","2","1","5","1","1","5","2","1","7","0","5","1","8","7","0","0","9","3","5","2","6","6","1","0","2","7","0","0","9","1","6","1","116","4","5","2","18","15","29","-7","1","8","11","11","2","16","0"
"2020-08-12","0","4","1","1","2","3","5","2","1","4","59","4","22","1","8","52","5","0","0","3","4","2","8","2","0","9","10","0","1","4","1","27","7","2","0","4","0","0","2","6","1","10","0","5","0","1","18","0","1","3","1","13","3","17","3","0","1","0","4","0","3","6","1","3","0","180","3","4","2","14","22","19","35","2","8","14","0","2","3","3"
"2020-08-13","3","4","1","1","1","0","11","2","2","3","47","11","8","0","3","18","4","3","1","2","4","14","1","14","0","7","0","3","3","2","0","27","4","0","2","6","2","0","5","5","2","0","1","7","4","3","2","0","2","7","3","8","1","4","4","5","2","0","16","-1","3","4","0","4","2","61","1","0","0","10","25","5","-46","1","13","2","-5","-1","-8","7"
"2020-08-14","1","3","5","6","3","1","14","2","4","2","73","5","24","6","2","37","9","9","1","2","3","5","1","8","0","6","5","0","0","9","2","28","13","3","2","7","6","2","3","11","5","4","1","4","4","6","6","0","5","18","3","10","1","8","2","17","0","2","15","1","2","17","1","12","4","131","7","1","5","15","27","12","-30","1","16","18","1","0","5","2"
"2020-08-15","1","5","8","4","1","2","11","2","2","4","47","3","15","6","6","29","7","7","1","3","6","2","5","4","0","8","7","1","1","6","1","21","3","0","6","6","3","1","4","4","1","2","2","5","7","4","5","1","1","5","0","6","1","13","2","6","3","3","11","0","1","11","0","10","6","84","6","5","1","26","26","9","14","0","8","15","2","1","8","3"
"2020-08-16","1","1","3","4","2","3","7","3","0","2","34","2","10","1","2","20","5","1","0","2","1","2","1","6","0","3","2","0","2","4","0","5","1","0","1","3","2","0","4","0","0","4","3","1","2","0","1","1","0","8","8","5","1","1","1","-1","0","1","12","3","4","5","0","10","2","58","4","2","0","1","5","3","0","1","11","6","1","3","2","2"
"2020-08-17","1","4","6","2","0","5","5","2","6","5","80","0","23","6","7","40","3","4","1","1","3","1","3","15","0","17","3","2","2","2","1","25","4","2","2","4","2","1","4","9","0","1","1","13","3","5","8","0","0","6","11","5","3","13","3","0","3","0","5","2","1","7","2","8","3","151","4","0","2","30","24","14","76","0","15","19","3","1","5","4"
"2020-08-18","1","8","3","5","3","5","15","0","2","8","52","2","49","5","6","47","10","2","1","1","10","7","3","11","0","13","8","1","0","3","1","52","6","14","0","9","3","2","4","3","0","3","0","7","8","3","7","0","0","6","11","7","3","27","6","0","3","1","11","2","2","13","1","14","0","152","11","4","3","32","29","26","127","8","13","25","3","1","7","2"
"2020-08-19","0","2","1","5","0","0","10","0","0","0","20","1","9","0","7","9","5","0","0","1","1","0","0","4","0","3","2","0","0","2","0","15","3","1","0","2","1","0","1","3","0","1","-1","1","1","0","3","0","2","1","2","3","2","1","1","3","2","0","3","0","1","4","0","5","0","65","1","0","4","8","9","5","-38","1","3","14","0","0","3","3"
"2020-08-20","1","2","3","3","1","0","6","0","0","1","24","3","6","3","3","6","4","3","1","1","2","1","2","7","0","2","3","0","2","0","2","8","7","6","0","3","2","0","3","1","1","1","0","3","2","3","2","1","1","2","5","3","0","2","2","15","1","2","1","3","0","3","2","2","2","53","3","1","1","6","13","7","-76","0","6","9","0","0","4","1"
"2020-08-21","1","1","9","3","6","3","6","1","3","8","85","3","16","4","10","46","7","5","2","4","2","4","4","4","0","10","6","2","1","7","0","25","4","3","1","11","3","3","5","9","5","8","1","12","1","4","7","2","2","6","13","11","0","9","5","12","3","1","15","10","2","7","1","6","1","125","6","4","1","25","23","15","-14","2","10","27","1","0","5","2"
"2020-08-22","7","7","9","5","3","6","11","3","1","4","51","8","29","9","11","35","7","5","0","1","8","3","4","20","0","12","2","3","1","5","0","17","8","4","6","8","10","1","4","10","6","9","0","14","1","8","5","0","1","14","1","8","4","11","1","4","1","1","12","0","2","8","8","13","15","110","3","5","2","18","22","11","41","0","14","5","3","1","3","8"
"2020-08-23","3","6","1","6","0","2","12","1","0","2","51","4","17","1","0","16","5","1","0","1","1","0","2","3","0","6","7","2","0","1","0","12","1","0","0","7","2","0","1","6","1","3","0","4","0","0","3","1","1","12","0","6","6","5","2","11","0","1","1","2","2","3","2","7","2","76","2","2","1","9","5","8","-63","1","10","10","2","1","0","0"
"2020-08-24","1","9","6","2","4","2","8","3","0","10","62","1","28","0","11","32","4","2","1","0","11","5","4","13","0","17","8","0","1","3","0","20","10","15","0","12","4","7","1","7","1","2","0","6","1","8","11","0","0","2","4","6","1","10","5","0","2","2","6","2","2","10","4","5","0","127","3","1","1","21","31","15","80","1","7","13","0","0","2","6"
