"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-06-18","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 28.57 %","   .00 %"," 28.57 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","","   .00 %",""
"2020-06-19","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 22.22 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"," ##.## %",""
"2020-06-20"," 16.00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %"," 50.00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %",""
"2020-06-21","   .00 %","","","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-23","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %",""
"2020-06-24","  6.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 36.36 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","",""
"2020-06-25","  6.25 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  7.14 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %"," 50.00 %",""
"2020-06-26","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","",""
"2020-06-27","  5.88 %","   .00 %"," ##.## %","","-##.## %","","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %",""
"2020-06-28","  2.78 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","  6.25 %","   .00 %","  6.67 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 50.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %","   .00 %","   .00 %","  8.33 %","   .00 %","","   .00 %",""
"2020-06-30","  8.11 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","  5.88 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-07-01","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 33.33 %","   .00 %","","   .00 %","","  5.88 %","","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %","","   .00 %"," 33.33 %",""
"2020-07-02","  2.44 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","","   .00 %","   .00 %",""
"2020-07-03","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-04","  2.22 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %",""
"2020-07-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","","   .00 %","   .00 %","","   .00 %"," 25.00 %",""
"2020-07-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 15.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %",""
"2020-07-07","  2.17 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","  4.35 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  6.67 %","   .00 %","   .00 %","",""
"2020-07-08","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","  5.56 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-09","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %"," 25.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %",""
"2020-07-10","  2.08 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","  5.26 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-11","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","","  3.85 %","","   .00 %"," 16.67 %"," 20.00 %","","   .00 %","  5.88 %","   .00 %","","",""
"2020-07-12","  4.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %",""
"2020-07-13","  3.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.64 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-14","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %"," 10.53 %","   .00 %","","   .00 %",""
"2020-07-15","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.00 %","   .00 %","  3.33 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","","  7.14 %"," 20.00 %"," 12.90 %","","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-17","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 20.00 %",""
"2020-07-18","  5.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %"," 16.67 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-19","  1.64 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-20","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","","   .00 %","   .00 %","  2.38 %","   .00 %"," 25.00 %"," 11.11 %","   .00 %","   .00 %"," 11.11 %","  4.76 %","   .00 %","   .00 %","   .00 %",""
"2020-07-21"," -1.59 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 11.11 %","","  6.67 %","   .00 %","  2.27 %","   .00 %","   .00 %","","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-23","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 10.00 %","","  3.12 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-24","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %"," 10.00 %","  5.26 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %",""
"2020-07-25","  1.59 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","  3.03 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-26","  3.12 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","  2.94 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  9.09 %","   .00 %"," 50.00 %","   .00 %","   .00 %",""
"2020-07-27","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  7.14 %","   .00 %","","  2.86 %","   .00 %","  9.09 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %",""
"2020-07-28","  4.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","-16.67 %","   .00 %"," 13.64 %","   .00 %","   .00 %"," 13.04 %","   .00 %","   .00 %"," 42.86 %",""
"2020-07-29","  4.29 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %",""," 27.78 %","   .00 %"," 13.64 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-30","  1.37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","","  6.52 %","   .00 %","  5.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-31","  4.05 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  2.04 %"," 12.50 %","  7.59 %","   .00 %","   .00 %","  9.09 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-01","  1.30 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.00 %"," 22.22 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  7.69 %","   .00 %"," ##.## %","   .00 %",""
"2020-08-02","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," -9.09 %","  8.42 %","   .00 %","   .00 %","  8.33 %"," 14.29 %","   .00 %","  7.69 %","   .00 %","   .00 %",""," 20.00 %",""
"2020-08-03","  2.47 %"," 20.00 %"," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.96 %","   .00 %","  7.77 %","","   .00 %","   .00 %","  3.12 %","","  7.14 %","  3.57 %"," 33.33 %","   .00 %","   .00 %",""
