"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-07-27","  4.51 %","  3.17 %","   .62 %","  2.04 %","  6.20 %","   .57 %","  4.30 %","  2.15 %"," 21.70 %","  1.59 %","   .58 %","  3.12 %","  1.63 %","  3.59 %","  3.08 %"," 10.68 %","  3.21 %","   .07 %","  3.30 %","","  3.81 %",""
"2020-07-28","   .33 %","  3.53 %","  1.68 %","  2.78 %","   .78 %","  9.40 %","  4.79 %","  4.00 %","","   .48 %","  2.69 %","  3.10 %","  2.67 %","  3.99 %","  4.58 %","  4.39 %","  1.55 %","  1.51 %","  3.34 %","","  1.96 %",""
"2020-07-29","  2.03 %","   .45 %","  1.21 %","  3.80 %","  2.32 %","   .78 %","  5.21 %","  3.44 %","  3.88 %","  1.08 %","   .00 %","  5.17 %","  2.60 %","  5.50 %","  1.52 %","  5.04 %","  3.06 %","   .28 %","  4.78 %","","  2.40 %",""
"2020-07-30","  1.59 %","  4.87 %","  2.29 %","  1.63 %","  1.51 %","  3.62 %","  3.84 %","","  1.49 %","   .13 %","  1.50 %","  2.35 %","  6.09 %","  2.05 %","   .19 %","   .80 %","   .74 %","   .42 %","  4.07 %","","  2.11 %",""
"2020-07-31","  1.64 %","  3.10 %","  1.28 %","  2.32 %","","  2.49 %","  4.19 %","  2.15 %","   .74 %","   .74 %","   .83 %","  6.09 %","   .48 %","  3.72 %","   .19 %"," 15.87 %","  4.42 %","   .56 %","  2.75 %","","  5.50 %",""
"2020-08-01","   .92 %","  3.01 %","  1.21 %","  1.10 %","  7.06 %","  2.43 %","  4.86 %","  1.53 %","  5.84 %","   .27 %","   .37 %","  3.92 %","  3.81 %","  3.13 %","   .37 %","  6.85 %","  1.18 %","  1.12 %","  6.37 %","","  2.61 %",""
"2020-08-02","  2.14 %","  3.18 %","   .36 %","   .46 %","  1.04 %","  3.09 %","  5.79 %","   .94 %","  1.38 %","   .27 %","   .91 %","  4.03 %","  7.34 %","  2.60 %","  2.42 %","  4.49 %","  1.86 %","  1.52 %","  1.22 %",""," 14.62 %",""
"2020-08-03","  2.61 %","  4.63 %","  1.19 %","  3.01 %","   .34 %"," 12.90 %","  6.07 %","  2.24 %","  5.44 %","   .73 %","  2.98 %","   .88 %","   .00 %","  1.55 %","  4.36 %","  4.29 %","  1.83 %","   .41 %","  3.49 %","","  2.59 %",""
"2020-08-04","  2.69 %","   .61 %","   .72 %","   .67 %","  2.40 %","  5.71 %","  3.26 %","   .73 %","   .00 %","   .07 %","  1.75 %","   .87 %","  5.98 %","  2.92 %","   .00 %"," 16.47 %","  2.47 %","   .75 %","  1.86 %","","  4.68 %",""
"2020-08-05","   .43 %","  5.49 %","  1.47 %","  3.05 %","   .00 %","  8.11 %","  4.69 %","  1.45 %","  1.29 %","  1.84 %","   .17 %","  6.45 %","  1.21 %","   .67 %","","","  1.09 %","   .47 %","  2.91 %","","  2.07 %",""
"2020-08-06","  5.15 %","  5.67 %","  2.20 %","  3.75 %","","  7.68 %","  3.75 %","  1.07 %","  1.27 %","  1.29 %","  1.55 %","   .58 %","   .40 %","   .67 %","   .17 %","   .00 %","  1.08 %","   .54 %","  1.95 %","","   .34 %",""
"2020-08-07","   .54 %","  5.26 %","  1.57 %","  1.67 %","  1.00 %","  4.48 %","  4.32 %","  1.59 %","   .00 %","  1.34 %","  2.37 %","  1.49 %","   .40 %","   .40 %","   .17 %","  8.08 %","  2.36 %","   .53 %","  2.16 %","","  3.87 %",""
"2020-08-08","  1.54 %","  1.04 %","   .96 %","  4.17 %","   .00 %","  3.81 %","  2.72 %","  2.61 %","  2.52 %","   .06 %","  1.74 %","  2.15 %","  4.74 %","   .27 %","   .00 %","   .00 %","  1.46 %","   .40 %","  3.06 %","","   .16 %",""
"2020-08-09","  2.10 %","  5.15 %","  2.10 %","   .66 %","  2.98 %","  2.75 %","  2.78 %","   .85 %","","   .94 %","  2.11 %","  1.22 %","  3.77 %","   .26 %","  2.26 %","  5.61 %","  6.60 %","   .40 %","  2.58 %","","   .65 %",""
"2020-08-10","  1.03 %","  7.74 %","  1.92 %","  2.28 %","  1.29 %","  2.53 %","  3.73 %","  1.35 %","  1.23 %","   .62 %","  1.35 %","  1.69 %","   .00 %","   .66 %","  2.72 %","   .88 %","   .97 %","   .92 %","  1.75 %","","   .32 %",""
"2020-08-11","  2.74 %","  6.09 %","  2.43 %","  2.61 %","   .63 %","  6.53 %","  4.46 %","  1.66 %","  3.03 %","  1.42 %","  2.59 %","  1.99 %","  5.09 %","   .52 %","   .99 %","  3.07 %","  1.34 %","   .13 %","  1.39 %","","   .96 %",""
"2020-08-12","  3.29 %","  2.49 %","  1.17 %","  1.99 %","  2.21 %","  5.31 %","  2.49 %","  2.29 %","  2.94 %","  1.04 %","  3.22 %","  2.74 %","  5.54 %","   .52 %","   .82 %","  2.98 %","   .76 %","   .07 %","  1.34 %","","   .32 %",""
"2020-08-13","   .90 %","  4.52 %","  2.04 %","  2.19 %","   .93 %","  5.43 %","  2.84 %","  1.60 %","   .57 %","   .90 %","  3.41 %","  1.74 %","  1.64 %","   .39 %","   .49 %","  6.20 %","  1.50 %","   .52 %","  2.21 %","","   .16 %",""
"2020-08-14","  1.73 %","  4.00 %","  2.08 %","  2.21 %","  1.22 %","  4.17 %","  3.77 %","  1.42 %","  2.27 %","   .84 %","  4.66 %","  1.66 %","  1.94 %","   .52 %","   .65 %","  3.11 %","   .92 %","   .52 %","  1.57 %","","  1.26 %",""
"2020-08-15","  2.28 %","  6.23 %","  1.53 %","  2.33 %","   .91 %","  5.30 %","  3.47 %","  1.55 %","   .56 %","   .59 %","  2.67 %","   .64 %","  1.58 %","   .26 %","   .16 %","  1.89 %","  2.38 %","   .71 %","  1.65 %","","   .62 %",""
"2020-08-16","  1.37 %","  3.19 %","  1.76 %","  1.88 %","   .90 %","  2.80 %","  3.04 %","  1.22 %","","  -.06 %","  1.80 %","  1.18 %","  2.18 %","   .77 %","   .00 %","  2.59 %","  1.43 %","   .38 %","  1.84 %","","   .46 %",""
"2020-08-17","  2.43 %","  3.51 %","   .37 %","  2.29 %","  1.78 %","  4.79 %","  2.04 %","  1.66 %","   .00 %","   .88 %","  3.02 %","  2.05 %","   .30 %","   .25 %","","  3.97 %","  1.76 %","   .38 %","   .65 %","","   .00 %",""
"2020-08-18","  2.31 %","  4.00 %","  1.52 %","   .33 %","  1.17 %","  2.49 %","  1.40 %","   .45 %","  2.21 %","   .93 %","  4.20 %","  1.29 %","   .91 %","   .25 %","   .80 %","  4.86 %","  2.08 %","   .19 %","   .95 %","","  2.00 %",""
"2020-08-19","  2.58 %","  3.13 %","  1.41 %","  4.80 %","   .86 %","  6.48 %","  2.02 %","   .59 %","   .54 %","  1.10 %","  2.63 %","  1.13 %","   .30 %","   .51 %","   .32 %"," 11.26 %","  1.70 %","   .63 %","  3.23 %","","   .30 %",""
"2020-08-20","  2.15 %","  7.14 %","  1.00 %","  2.71 %","   .57 %","  4.00 %","  2.84 %","  2.06 %","","   .34 %","  2.62 %","  2.75 %","   .60 %","   .88 %","   .16 %","  1.19 %","  1.50 %","  1.76 %","  2.19 %","","  2.41 %",""
"2020-08-21","  2.36 %","  3.07 %","  2.01 %","  3.55 %","  3.12 %","  1.56 %","  2.95 %","  1.58 %","  2.69 %","  2.28 %","  1.68 %","  1.50 %","   .60 %","   .37 %","   .32 %","   .59 %","   .33 %","   .00 %","  2.73 %","","  1.91 %",""
"2020-08-22","  2.41 %","  2.63 %","   .77 %","  2.20 %","  1.38 %","  3.15 %","  3.01 %","  1.70 %","   .00 %","  1.06 %","  1.54 %","  1.79 %","  1.78 %","   .50 %","","  2.05 %","   .98 %","   .31 %","  2.72 %","","  1.73 %",""
"2020-08-23","  2.35 %","  1.51 %","  1.30 %","  1.91 %","   .54 %","  3.14 %","  2.65 %","  1.67 %","","  1.49 %","  1.91 %","  1.62 %","  2.62 %","  1.49 %","   .32 %","  2.01 %","  2.44 %","   .18 %","  3.25 %","","   .99 %",""
"2020-08-24","   .67 %","  3.57 %","   .34 %","  1.32 %","  1.08 %","  2.20 %","  2.80 %","  1.92 %","  2.62 %","   .60 %","  1.38 %","   .60 %","  3.41 %","  1.46 %","   .94 %","   .56 %","  2.38 %","   .37 %","   .94 %","","  2.67 %",""
"2020-08-25","  2.09 %","  3.50 %","  1.09 %","  2.32 %","   .80 %","  2.57 %","  3.18 %","  1.48 %","   .51 %","   .97 %","  2.99 %","  2.45 %","  3.30 %","  1.08 %","   .93 %","   .56 %","  2.01 %","   .37 %","  2.53 %","","   .82 %",""
"2020-08-26","  2.19 %","  1.13 %","   .60 %","  2.90 %","  1.86 %","  3.31 %","  3.98 %","  3.58 %","  4.57 %","   .48 %","  2.59 %","  2.35 %","  1.86 %","  2.02 %","   .46 %","   .00 %","  1.82 %","   .55 %","  2.35 %","","  2.04 %",""
"2020-08-27","  1.23 %","  2.58 %","  1.22 %","  2.64 %","  2.60 %","  1.95 %","  3.40 %","  3.20 %","  1.46 %","   .43 %","  2.37 %","  1.72 %","  1.31 %","   .82 %","","   .56 %","  1.64 %","  1.40 %","  2.13 %","","  1.06 %",""
"2020-08-28","  1.53 %","  1.53 %","  1.43 %","  2.53 %","  1.52 %","  2.99 %","  4.57 %","  1.86 %","  3.35 %","   .53 %","  1.26 %","  2.38 %","  2.58 %","  1.73 %"," -2.46 %","   .55 %","  3.52 %","   .54 %","  2.16 %","","  2.37 %",""
"2020-08-29","   .98 %","  2.38 %","   .65 %","  1.55 %","  2.50 %","  2.08 %","  4.84 %","  2.31 %","   .00 %","   .63 %","  1.54 %","   .87 %","  2.76 %","  1.02 %","   .16 %","  1.10 %","  1.13 %","   .72 %","  1.13 %","","  2.31 %",""
"2020-08-30","  1.67 %","  1.76 %","   .93 %","  2.14 %","  1.22 %","  3.21 %","  8.47 %","  3.57 %"," 12.04 %","   .58 %","  1.47 %","   .97 %","   .98 %","  -.11 %","  2.67 %","  5.71 %"," -1.12 %","   .47 %","  1.78 %","","  1.76 %",""
"2020-08-31","   .78 %","  1.77 %","   .57 %","  1.13 %","  2.17 %","  1.27 %","  4.41 %","  3.79 %","  3.31 %","   .36 %","   .92 %","  2.05 %","   .73 %","  1.46 %","   .15 %","  1.54 %","   .85 %","   .35 %","   .95 %","","  3.33 %",""
"2020-09-01","  1.11 %","  1.28 %","   .50 %","   .68 %","  3.07 %","  2.37 %","  3.68 %","  3.10 %","  4.80 %","   .47 %","  1.10 %","  1.55 %","  4.81 %","  2.11 %","   .00 %","  3.04 %","  1.69 %","  -.18 %","  1.02 %","","   .48 %",""
"2020-09-02","  1.31 %","  1.22 %","   .77 %","  2.22 %","  1.83 %","  3.68 %","  4.90 %","  2.04 %","  2.67 %","   .52 %","   .85 %","   .60 %","  3.21 %","  1.52 %","  1.07 %","  3.93 %","  1.93 %","   .12 %","  1.40 %","","   .95 %",""
"2020-09-03","  1.13 %","  2.19 %","   .49 %","  2.48 %","  3.15 %","  3.75 %"," 13.53 %","  2.21 %","  8.18 %","   .87 %","  1.45 %","  1.22 %","  1.78 %","  1.61 %","   .91 %","  2.36 %","  3.52 %","  1.64 %","  1.44 %","","  1.88 %",""
"2020-09-04","  1.99 %","  1.49 %","  2.12 %","  2.95 %","  1.53 %","  1.96 %","  7.93 %","  4.12 %","  9.62 %","  1.07 %","  3.19 %","  1.24 %","  2.40 %","  1.90 %","   .90 %","   .92 %","  1.70 %","   .23 %","  1.81 %","","  5.09 %",""
"2020-09-05","  1.42 %","   .52 %","  1.74 %","  2.76 %","  5.79 %","  3.85 %"," 11.87 %","  2.67 %","  5.02 %","   .20 %","  2.42 %","  1.45 %","  2.35 %","  2.28 %","  2.82 %","   .46 %","  2.96 %","   .23 %","  1.78 %","","  7.92 %",""
"2020-09-06","  2.44 %","  1.50 %","  2.01 %","  2.50 %","  7.30 %","  4.91 %","  9.20 %","  2.98 %","  5.67 %","   .55 %","  4.06 %","  1.75 %","  5.42 %","  4.25 %","  1.45 %","  1.82 %","  3.50 %","   .40 %","  1.80 %","","  1.73 %",""
"2020-09-07","  1.56 %","  1.27 %","  1.02 %","  1.95 %","  2.46 %","  1.65 %","  8.26 %","  1.96 %","   .28 %","   .15 %","  1.64 %","  1.40 %","  8.10 %","  1.16 %","   .14 %","  3.36 %","  2.66 %","   .57 %","  1.33 %","","  3.21 %",""
"2020-09-08","  1.69 %","  1.34 %","  1.14 %","  3.22 %","  6.46 %","  2.64 %","  8.33 %","  2.84 %","  9.86 %","   .50 %","  2.19 %","  1.07 %","  7.86 %","  5.27 %","  1.00 %","  3.68 %","  2.35 %","   .91 %","  2.02 %","","  5.73 %",""
"2020-09-09","  2.61 %","  3.09 %","  2.73 %","  2.35 %","  5.37 %","  2.08 %","  9.29 %","  3.21 %","  2.31 %","   .80 %","  2.02 %","  1.37 %","  1.86 %","  6.47 %","  2.54 %","  5.85 %","  3.45 %","  1.30 %","  2.44 %","","  7.07 %",""
"2020-09-10","  1.81 %","  2.24 %","  2.34 %","  6.15 %","  5.10 %","  3.54 %","  6.14 %","  4.06 %"," 11.53 %","   .74 %","  3.37 %","  2.29 %"," 12.98 %","  4.11 %","  1.10 %","  5.52 %","  3.89 %","   .11 %","  2.01 %","","  2.40 %",""
"2020-09-11","  1.48 %","  2.74 %","  1.31 %","  5.46 %","  4.07 %","  2.43 %","  5.70 %","  3.15 %","  9.44 %","   .88 %","  2.57 %","  1.12 %","  7.22 %","  5.26 %","  3.67 %","   .37 %","  4.71 %","   .45 %","  2.40 %","","  8.46 %",""
"2020-09-12","  1.61 %","  3.12 %","  2.47 %","  3.56 %"," 10.08 %","  2.27 %","  3.25 %","  3.38 %"," 16.02 %","   .49 %","  4.04 %","  1.63 %"," 12.77 %","  6.48 %","  4.06 %","  6.15 %","  5.92 %","  3.32 %","  2.27 %","","  7.95 %",""
"2020-09-13","  1.65 %","  4.72 %","  2.35 %","  4.50 %"," 12.84 %","  3.85 %","  5.10 %","  3.74 %","  7.96 %","  1.06 %","  2.23 %","  1.44 %","  9.62 %","  5.13 %","  3.90 %","  3.16 %","  2.80 %","   .43 %","  1.57 %","","  4.01 %",""
"2020-09-14","   .83 %","  1.59 %","   .46 %","  2.09 %"," 13.68 %","  2.04 %","  4.69 %","  2.03 %","  4.26 %","   .10 %","   .60 %","  1.26 %","  6.33 %","  6.07 %","  1.70 %","  4.93 %","  3.56 %","   .43 %","  1.02 %","","  3.71 %",""
"2020-09-15","  1.95 %","  1.32 %","   .63 %","  3.35 %"," 12.14 %","  2.75 %","  2.90 %","  4.56 %","  7.08 %","   .72 %","  1.50 %","  2.18 %","  3.97 %","  6.90 %","  3.10 %","  2.43 %","  2.81 %","   .58 %","  1.23 %","","  3.38 %",""
"2020-09-16","  1.24 %","  1.44 %","  2.62 %","  3.01 %"," 10.83 %","  3.90 %","  2.46 %","  5.63 %","  4.70 %","   .62 %","  2.55 %","  2.14 %","  9.25 %","  9.04 %","  4.51 %","  3.80 %","  3.44 %","   .00 %","  1.88 %","","  2.82 %",""
"2020-09-17","  2.59 %","  1.86 %","  1.47 %","  2.19 %","  8.31 %","  3.27 %","  2.28 %","  4.99 %","  6.17 %","   .66 %","  1.58 %","   .84 %","  6.90 %","  4.96 %","  1.99 %","  4.12 %","  5.88 %","   .53 %","  1.92 %","","  5.12 %",""
"2020-09-18","  1.94 %","  2.15 %","  1.75 %","  1.49 %","  6.80 %","  1.86 %","  2.34 %","  2.66 %","  4.62 %","   .89 %","  1.72 %","  1.22 %","  6.63 %","  3.33 %","  5.10 %","  2.64 %","  4.26 %","   .74 %","  1.91 %","","  1.84 %",""
"2020-09-19","  1.65 %","  1.20 %","   .86 %","  1.64 %"," 13.70 %","  3.86 %","  2.70 %","  3.34 %","  4.80 %","   .51 %","  3.22 %","  2.08 %","  4.60 %","  4.52 %","  4.44 %","  3.57 %","  4.78 %","   .26 %","  1.52 %","","  1.11 %",""
"2020-09-20","  1.53 %","  1.12 %","  2.29 %","  1.82 %","  9.84 %","  2.28 %","  2.68 %","  2.75 %","  5.30 %","   .88 %","   .91 %","  1.44 %","  4.63 %","  3.78 %","  6.42 %","  1.93 %","  2.43 %","   .47 %","  1.78 %","","  3.57 %",""
"2020-09-21","  1.11 %","   .70 %","  2.06 %","  1.37 %","  3.50 %","  2.19 %","  2.41 %","  1.98 %","   .80 %","   .18 %","   .44 %","  1.53 %","  1.77 %","  3.16 %","  1.39 %","  3.51 %","  4.10 %","   .31 %","  1.09 %","","  1.67 %",""
"2020-09-22","   .85 %","  1.13 %","   .76 %","  1.33 %","  5.62 %","   .80 %","  2.43 %","  2.34 %","  4.20 %","   .55 %","   .68 %","  1.73 %","  5.29 %","  3.16 %","  3.21 %","  1.96 %","  3.59 %","   .98 %","  1.59 %","","  3.50 %",""
"2020-09-23","  1.21 %","  1.28 %","  2.02 %","  1.38 %","  3.31 %","  2.81 %","  2.15 %","  1.34 %","  4.36 %","   .59 %","  1.88 %","   .68 %","  3.99 %","  3.96 %","  3.90 %","  1.79 %","  2.60 %","   .41 %","  1.48 %","","  2.54 %",""
"2020-09-24","   .72 %","   .61 %","  1.79 %","  1.10 %","  2.84 %","  1.07 %","  2.22 %","  1.98 %","  4.07 %","   .50 %","  1.27 %","   .90 %","  2.91 %","  2.12 %","  3.25 %","  4.53 %","  2.40 %","   .36 %","  1.41 %","","  2.53 %",""
"2020-09-25","  1.07 %","   .79 %","  1.56 %","  1.33 %","  3.12 %","  1.93 %","  2.15 %","  2.10 %","  5.52 %","   .22 %","   .93 %","  1.38 %","  3.28 %","  1.87 %","  3.97 %","  1.68 %","  1.90 %","  1.27 %","  1.62 %","   .00 %","  3.02 %",""
"2020-09-26","   .82 %","   .58 %","  1.10 %","  1.01 %","  4.36 %","   .93 %","  2.64 %","  2.17 %","  5.04 %","   .67 %","  2.16 %","  1.54 %","  3.99 %","  2.62 %","  1.27 %","  3.79 %","  1.31 %","   .25 %","  1.28 %","","  2.00 %",""
"2020-09-27","   .87 %","   .99 %","   .81 %","  1.30 %","  1.95 %","   .43 %","  2.77 %","  2.64 %","  3.98 %","   .36 %","  1.30 %","   .92 %","  2.75 %","  1.99 %","  1.65 %","  4.45 %","  2.34 %","   .65 %","  1.27 %","","  1.72 %",""
"2020-09-28","   .52 %","   .33 %","   .56 %","   .57 %","   .51 %","   .46 %","  2.81 %","  1.86 %","   .96 %","   .04 %","  1.26 %","   .86 %","   .58 %","  2.07 %","   .08 %","  1.53 %","  1.74 %","   .40 %","   .73 %","","  1.79 %",""
"2020-09-29","   .32 %","   .65 %","  1.45 %","   .61 %","  1.57 %","   .84 %","  2.53 %","  1.43 %","  3.97 %","   .31 %","  1.02 %","   .62 %","  1.22 %","  2.38 %","  2.16 %","  1.61 %","  2.60 %","   .20 %","  1.53 %","","  2.27 %",""
"2020-09-30","   .46 %","   .44 %","  1.22 %","  1.06 %","   .82 %","   .80 %","  2.79 %","   .59 %","  2.90 %","   .27 %","  1.06 %","   .84 %","  1.55 %","  1.03 %","   .91 %","  2.01 %","  1.38 %","   .10 %","  1.16 %","","  1.85 %",""
"2020-10-01","   .45 %","  1.00 %","   .89 %","  1.11 %","  1.00 %","   .93 %","  3.76 %","   .78 %","  3.95 %","   .57 %","   .75 %","   .63 %","   .79 %","  1.47 %","  1.65 %","","  1.14 %","   .10 %","  1.10 %","","   .89 %",""
"2020-10-02","   .91 %","  1.69 %","  1.45 %","  1.12 %","  1.21 %","   .96 %","  2.62 %","  1.01 %","  1.94 %","   .26 %","   .69 %","   .73 %","  1.23 %","  1.23 %","  1.84 %","  4.77 %","  1.12 %","   .49 %","  1.20 %","","  1.32 %",""
"2020-10-03","   .78 %","   .63 %","   .71 %","   .86 %","   .49 %","   .37 %","  2.91 %","   .90 %","   .68 %","   .22 %","  1.42 %","   .98 %","  1.77 %","  1.06 %","   .43 %","  1.29 %","  1.66 %","   .10 %","   .99 %","","  1.69 %",""
"2020-10-04","   .81 %","  1.54 %","  1.15 %","  1.04 %","   .62 %","  1.12 %","  1.77 %","   .99 %","  3.70 %","   .31 %","   .32 %","   .42 %","   .92 %","  1.27 %","   .58 %","  1.08 %","  1.20 %","   .44 %","  1.02 %","","  1.15 %",""
"2020-10-05","   .55 %","   .42 %","   .61 %","   .77 %","  1.14 %","   .64 %","  1.19 %","   .33 %","  2.26 %","   .17 %","   .62 %","   .37 %","  1.34 %","  1.25 %","   .14 %","   .39 %","   .54 %","   .20 %","   .77 %","","  1.39 %",""
"2020-10-06","   .60 %","   .84 %","   .80 %","   .90 %","  1.13 %","   .66 %","   .62 %","   .84 %","  2.21 %","   .17 %","  1.12 %","  1.35 %","   .64 %","   .96 %","  1.00 %","  2.70 %","  1.56 %","   .44 %","  1.17 %","","   .58 %",""
"2020-10-07","   .55 %","   .42 %","  1.08 %","   .99 %","  1.03 %","   .73 %","   .56 %","   .46 %","  1.46 %","   .22 %","   .47 %","   .61 %","   .74 %","  1.26 %","   .71 %","  2.81 %","  1.16 %","   .58 %","   .90 %","","   .41 %",""
"2020-10-08","   .57 %","   .50 %","  1.51 %","  1.00 %","   .42 %","   .79 %","   .60 %","  1.98 %","  1.03 %","   .30 %","   .39 %","   .53 %","  2.46 %","  1.18 %","   .56 %","   .18 %","   .57 %","   .19 %","  1.16 %","","   .70 %",""
"2020-10-09","   .73 %","   .47 %","  1.05 %","   .70 %","   .30 %","   .81 %","   .68 %","   .99 %","  1.02 %","   .30 %","   .37 %","   .55 %","   .51 %","  1.06 %","   .56 %","  1.55 %","  1.35 %","   .29 %","  1.03 %","","  1.06 %",""
"2020-10-10","   .59 %","   .30 %","   .75 %","   .94 %","   .21 %","  1.13 %","   .72 %","   .67 %","  1.95 %","   .22 %","  1.15 %","   .48 %","   .71 %","   .98 %","   .14 %","   .45 %","   .77 %","   .19 %","  1.06 %","","   .49 %",""
"2020-10-11","   .93 %","   .33 %","   .87 %","   .92 %","   .17 %","   .64 %","   .71 %","   .49 %","   .33 %","   .43 %","   .51 %","   .55 %","  1.21 %","   .20 %","   .83 %","  1.25 %","   .56 %","   .24 %","   .88 %","","   .48 %",""
"2020-10-12","   .26 %","   .27 %","   .43 %","   .70 %","   .04 %","   .41 %","   .74 %","   .31 %","   .00 %","   .04 %","   .54 %","   .28 %","   .60 %","   .23 %","   .07 %","","   .56 %","   .33 %","   .64 %","","   .28 %",""
"2020-10-13","   .37 %","   .65 %","  1.08 %","   .64 %","   .96 %","   .69 %","   .79 %","   .31 %","  2.63 %","   .38 %","   .46 %","  1.01 %","   .59 %","  1.37 %","   .62 %","  2.03 %","  1.06 %","   .05 %","   .87 %","","   .64 %",""
"2020-10-14","   .73 %","   .86 %","  1.41 %","   .79 %","   .46 %","  1.10 %","   .83 %","   .39 %","  1.79 %","   .34 %","   .58 %","   .61 %","   .89 %","   .72 %","   .62 %","   .43 %","   .65 %","   .43 %","   .96 %","","   .83 %",""
"2020-10-15","   .44 %","   .59 %","   .64 %","   .71 %","   .87 %","   .90 %","   .77 %","   .66 %","  2.58 %","   .17 %","   .48 %","   .81 %","  1.12 %","   .56 %","   .41 %","   .34 %","   .54 %","   .05 %","  1.07 %","","   .39 %",""
"2020-10-16","  1.17 %","   .56 %","   .79 %","   .50 %","  1.23 %","   .71 %","   .77 %","   .61 %","  1.90 %","   .89 %","   .83 %","   .44 %","  2.13 %","   .68 %","   .54 %","  1.72 %","   .93 %","   .00 %","   .90 %","","   .16 %",""
"2020-10-17","   .49 %","   .95 %","  1.14 %","   .57 %","   .69 %","   .73 %","   .73 %","   .35 %","  2.29 %","   .25 %","   .62 %","   .64 %","   .52 %","   .52 %","  1.28 %","   .34 %","   .39 %","   .28 %","   .74 %","","   .39 %",""
"2020-10-18","  1.25 %","   .39 %","  1.01 %","   .59 %","   .48 %","   .42 %","   .74 %","   .09 %","  1.30 %","   .29 %","   .79 %","   .36 %","   .66 %","   .29 %","   .40 %","   .25 %","   .29 %","   .00 %","   .95 %","","",""
"2020-10-19","   .65 %","   .49 %","   .73 %","   .28 %","   .00 %","   .12 %","   .72 %","   .21 %","   .41 %","   .08 %","   .44 %","   .43 %","   .42 %","   .06 %","   .26 %","   .25 %","   .58 %","   .19 %","   .63 %","","   .43 %",""
"2020-10-20","   .98 %","   .83 %","   .61 %","   .60 %","  1.00 %","   .66 %","   .73 %","   .39 %","  1.45 %","   .50 %","   .10 %","   .68 %","   .61 %","   .32 %","   .73 %","  1.09 %","   .34 %","   .38 %","   .76 %","","   .39 %",""
"2020-10-21","   .52 %","   .39 %","  1.19 %","   .51 %","   .59 %","   .54 %","   .69 %","   .26 %","  2.17 %","   .66 %","   .90 %","   .31 %","   .42 %","   .45 %","   .52 %","   .00 %","   .58 %","   .33 %","   .98 %","","   .54 %",""
"2020-10-22","   .67 %","   .23 %","  1.94 %","   .33 %","   .59 %","   .80 %","   .63 %","   .51 %","  1.23 %","   .29 %","   .97 %","   .67 %","   .23 %","   .10 %","   .20 %","   .33 %","   .62 %","   .09 %","   .70 %","","   .46 %",""
"2020-10-23","  1.20 %","   .31 %","   .73 %","   .71 %","   .55 %","   .65 %","   .73 %","   .34 %","   .66 %","   .45 %","   .72 %","   .44 %","   .41 %","   .32 %","   .52 %","   .41 %","   .33 %","   .05 %","   .84 %","","   .46 %",""
"2020-10-24","   .65 %","   .61 %","   .86 %","   .86 %","  1.28 %","   .35 %","   .70 %","   .34 %","   .71 %","   .45 %","  1.07 %","   .27 %","   .41 %","   .22 %","   .45 %","   .41 %","   .33 %","   .28 %","   .71 %","","   .31 %",""
"2020-10-25","   .34 %","   .48 %","  1.44 %","   .45 %","   .19 %","   .20 %","   .67 %","   .25 %","   .65 %","   .20 %","   .85 %","   .42 %","   .73 %","   .19 %","   .32 %","   .08 %","   .38 %","  1.16 %","   .67 %","","   .19 %",""
"2020-10-26","   .17 %","   .13 %","  1.00 %","   .26 %","   .23 %","   .38 %","   .64 %","   .21 %","","   .04 %","   .58 %","   .33 %","   .45 %","   .00 %","   .45 %","   .41 %","   .09 %","   .28 %","   .40 %","","   .15 %",""
"2020-10-27","   .14 %","   .33 %","   .83 %","   .37 %","   .34 %","   .52 %","   .64 %","   .38 %","   .92 %","   .00 %","   .21 %","   .52 %","   .32 %","   .22 %","   .26 %","  1.46 %","   .37 %","   .05 %","   .63 %","","   .23 %",""
"2020-10-28","   .31 %","   .30 %","  1.28 %","   .46 %","   .15 %","   .75 %","   .69 %","   .58 %","   .96 %","   .24 %","   .69 %","   .26 %","   .22 %","   .09 %","   .51 %","   .88 %","   .56 %","   .37 %","   .69 %","","   .23 %",""
"2020-10-29","   .24 %","   .27 %","  1.47 %","   .37 %","   .46 %","   .60 %","   .63 %","   .62 %","   .32 %","   .53 %","  1.01 %","   .41 %","   .36 %","   .09 %","   .51 %","   .64 %","   .32 %","   .09 %","   .67 %","","   .79 %",""
"2020-10-30","   .28 %","   .35 %","  1.12 %","   .44 %","   .53 %","   .80 %","   .63 %","   .58 %","  1.01 %","   .12 %","   .57 %","   .43 %","   .36 %","   .16 %","   .44 %","   .55 %","   .28 %","   .55 %","   .74 %","","  1.12 %",""
