"date","Alabama/Autauga","Alabama/Baldwin","Alabama/Barbour","Alabama/Bibb","Alabama/Blount","Alabama/Bullock","Alabama/Butler","Alabama/Calhoun","Alabama/Chambers","Alabama/Cherokee","Alabama/Chilton","Alabama/Choctaw","Alabama/Clarke","Alabama/Clay","Alabama/Cleburne","Alabama/Coffee","Alabama/Colbert","Alabama/Conecuh","Alabama/Coosa","Alabama/Covington","Alabama/Crenshaw","Alabama/Cullman","Alabama/Dale","Alabama/Dallas","Alabama/DeKalb","Alabama/Elmore","Alabama/Escambia","Alabama/Etowah","Alabama/Fayette","Alabama/Franklin","Alabama/Geneva","Alabama/Greene","Alabama/Hale","Alabama/Henry","Alabama/Houston","Alabama/Jackson","Alabama/Jefferson","Alabama/Lamar","Alabama/Lauderdale","Alabama/Lawrence","Alabama/Lee","Alabama/Limestone","Alabama/Lowndes","Alabama/Macon","Alabama/Madison","Alabama/Marengo","Alabama/Marion","Alabama/Marshall","Alabama/Mobile","Alabama/Monroe","Alabama/Montgomery","Alabama/Morgan","Alabama/Out of AL","Alabama/Perry","Alabama/Pickens","Alabama/Pike","Alabama/Randolph","Alabama/Russell","Alabama/Shelby","Alabama/St. Clair","Alabama/Sumter","Alabama/Talladega","Alabama/Tallapoosa","Alabama/Tuscaloosa","Alabama/Unassigned","Alabama/Walker","Alabama/Washington","Alabama/Wilcox","Alabama/Winston"
"2020-06-16","3","6","7","5","5","3","7","2","10","0","3","2","3","0","0","6","4","7","0","9","0","5","4","20","13","21","5","9","2","7","2","3","1","1","4","3","62","4","11","1","29","10","5","6","11","1","3","30","48","8","51","26","","4","1","6","0","3","19","3","0","2","1","63","8","33","1","3","5"
"2020-06-17","2","3","6","2","2","3","3","2","1","0","5","3","3","0","0","1","7","2","0","2","0","4","1","8","17","8","1","3","2","17","0","0","1","0","9","9","48","1","5","1","14","6","3","1","0","3","4","30","17","4","34","12","","0","0","2","0","12","13","4","1","1","8","13","10","5","0","4","17"
"2020-06-18","25","9","12","3","6","7","12","2","15","2","2","2","4","0","0","3","8","12","0","16","0","9","7","33","10","27","10","14","0","6","1","9","11","1","5","5","61","2","15","4","31","13","4","3","48","9","12","38","46","3","103","25","","5","7","2","1","14","24","2","2","2","16","49","12","26","3","8","16"
"2020-06-19","11","12","3","5","9","0","4","0","6","3","6","3","7","0","0","10","6","11","2","14","0","7","5","26","32","30","14","15","8","9","0","7","8","1","8","8","83","2","8","1","27","5","4","2","24","3","4","37","65","2","47","9","","2","4","8","0","19","29","11","1","2","8","59","9","22","0","2","7"
"2020-06-20","20","7","6","0","4","6","3","1","9","0","5","0","5","1","0","1","5","3","2","7","1","3","7","30","5","17","7","16","1","3","2","0","1","4","3","0","68","0","5","0","14","5","3","6","37","0","3","23","33","5","73","16","","0","3","4","0","3","19","3","1","8","0","18","4","5","1","2","0"
"2020-06-21","3","10","0","1","6","0","4","2","5","0","3","0","2","1","0","2","2","3","0","4","1","1","0","8","12","10","4","11","0","6","0","3","1","0","1","2","84","0","3","3","11","4","3","3","15","0","0","21","62","4","36","21","","1","9","0","0","9","6","5","0","4","4","37","0","14","0","2","3"
"2020-06-22","8","7","5","2","4","1","2","2","7","0","4","0","2","1","0","0","1","3","0","1","1","3","0","12","3","17","10","17","0","1","0","0","4","4","3","3","82","1","1","1","29","4","5","1","10","0","0","22","20","0","39","12","","1","4","1","0","8","14","3","0","3","3","23","0","12","2","2","2"
"2020-06-23","11","13","3","6","6","0","3","1","6","0","6","0","4","1","1","2","5","3","2","14","1","7","4","20","13","12","8","14","1","5","0","3","2","2","6","7","75","2","9","1","35","10","3","-1","16","6","3","43","38","6","53","16","","3","2","9","2","12","32","6","1","4","5","33","4","17","0","5","1"
"2020-06-24","16","14","8","6","9","7","3","4","9","0","9","0","9","0","0","11","11","7","0","16","2","14","3","27","18","17","6","24","1","15","2","0","0","2","18","4","87","2","17","4","59","11","1","3","26","5","8","42","112","3","87","43","0","5","3","7","3","13","32","9","2","4","6","28","13","19","0","6","15"
"2020-06-25","10","13","16","8","8","15","4","13","6","6","0","2","13","1","0","0","9","2","2","16","1","22","7","24","39","24","18","32","2","13","2","3","3","5","1","15","145","3","9","3","42","24","7","3","65","7","4","83","55","3","73","41","0","6","4","5","3","16","34","9","0","7","10","74","13","20","0","4","15"
"2020-06-26","9","38","6","4","8","0","6","3","10","3","11","1","9","0","1","8","10","6","0","10","1","17","5","17","22","14","18","36","2","14","4","0","3","2","23","18","149","1","20","1","25","16","1","6","46","5","1","61","52","4","54","27","0","2","10","4","0","2","37","9","3","6","0","56","13","12","3","6","6"
"2020-06-27","10","39","5","8","4","7","5","9","2","1","4","0","4","0","1","5","8","4","1","13","1","7","9","16","22","27","7","26","1","3","1","4","3","2","24","-2","122","1","11","5","18","17","4","1","32","4","4","63","91","9","55","21","0","6","2","6","4","6","28","10","0","14","5","44","12","17","1","4","2"
"2020-06-28","5","20","0","1","1","-1","2","0","0","1","2","0","0","0","0","1","6","0","0","1","0","2","3","3","11","3","1","4","1","6","0","0","2","0","5","2","79","4","9","4","20","8","1","1","9","2","1","19","56","1","6","9","0","7","2","1","0","7","9","2","0","3","4","6","-1","6","0","-1","2"
"2020-06-29","24","67","5","3","10","7","3","24","24","3","8","3","5","13","5","6","11","13","0","8","1","19","2","34","23","22","32","46","0","-4","-1","0","6","-4","-5","8","371","2","20","3","71","35","19","4","91","7","8","45","119","1","145","23","0","15","6","6","9","30","67","28","0","22","13","80","16","41","0","8","8"
"2020-06-30","9","37","3","5","8","0","2","7","5","1","3","0","3","5","-1","6","5","2","0","6","0","5","6","27","14","10","10","9","0","12","4","0","4","1","4","6","157","1","18","3","32","9","1","1","25","4","3","42","97","5","61","16","0","3","6","1","6","17","38","15","1","12","4","39","16","16","0","0","3"
"2020-07-01","15","23","1","4","10","2","0","2","5","3","5","1","2","5","0","1","5","2","0","0","1","2","3","11","26","7","5","19","1","9","4","2","8","1","10","28","177","0","34","1","22","6","1","4","36","9","3","42","63","3","51","26","0","10","7","3","1","15","26","12","1","10","3","85","11","24","2","2","4"
"2020-07-02","8","49","10","5","4","2","3","10","19","5","4","0","2","3","1","6","9","6","2","24","1","11","18","22","39","23","30","19","0","11","3","12","3","0","12","14","145","0","13","-1","56","20","0","7","47","13","3","85","100","8","36","39","0","9","6","8","18","19","27","15","3","15","9","58","-13","4","2","4","4"
"2020-07-03","7","93","12","10","8","3","16","42","12","6","13","3","4","1","6","11","6","11","1","11","1","24","6","27","53","28","39","63","0","15","8","5","10","1","15","11","270","4","16","5","57","37","5","4","167","1","8","58","107","26","72","27","0","8","5","10","13","16","67","28","5","18","11","81","-4","34","2","5","9"
"2020-07-04","23","18","2","1","4","1","1","10","12","0","11","0","1","2","0","3","8","7","0","11","0","4","14","11","13","39","5","20","1","11","1","0","4","1","18","5","142","0","16","2","57","15","4","4","88","2","5","22","101","3","74","24","0","8","5","3","-1","26","51","19","0","3","5","38","0","9","1","1","8"
"2020-07-05","24","18","2","3","5","1","9","22","5","12","7","0","1","1","0","4","4","5","0","4","0","13","6","1","12","22","13","12","2","6","1","3","1","2","17","5","277","2","1","1","25","14","5","9","71","0","5","9","75","1","106","31","0","7","8","9","6","7","57","16","1","6","3","62","0","25","4","1","4"
"2020-07-06","3","30","4","4","8","0","1","22","13","5","6","0","3","4","2","4","13","1","1","12","0","7","11","11","18","18","46","11","1","3","3","0","3","2","11","11","189","1","6","2","27","6","0","5","61","10","9","13","49","4","31","19","0","2","1","8","3","13","50","20","0","8","14","33","0","39","2","3","5"
"2020-07-07","26","86","4","2","8","-1","-2","11","1","1","10","2","6","0","1","5","18","7","0","2","0","11","3","19","24","19","15","40","1","4","1","0","1","0","3","18","76","2","5","-1","22","17","6","0","63","5","3","46","90","2","88","7","0","0","2","15","7","3","23","14","0","6","-1","25","19","7","7","0","3"
"2020-07-08","7","59","5","2","7","1","5","16","4","8","14","2","4","0","0","6","16","1","1","9","0","20","24","8","29","13","24","44","0","4","2","2","2","4","26","41","201","0","13","4","30","7","1","3","66","3","5","45","96","3","29","29","0","0","6","0","12","21","57","24","0","10","2","36","16","33","3","1","11"
"2020-07-09","10","75","5","10","15","1","6","33","10","1","11","3","7","5","2","15","23","9","2","18","2","49","36","45","51","14","17","48","6","16","6","4","20","3","16","31","343","1","23","4","31","49","1","4","287","10","4","51","103","5","64","63","0","30","11","7","16","68","95","29","0","16","10","162","48","33","6","1","12"
"2020-07-10","9","56","10","7","8","6","2","20","7","3","8","7","9","8","1","9","16","0","1","4","-1","15","10","15","23","18","16","37","3","6","3","0","6","3","9","28","189","6","18","4","41","22","0","6","76","12","22","38","207","6","58","21","0","15","7","8","4","8","48","15","2","18","9","42","30","5","9","3","3"
"2020-07-11","14","37","17","6","15","1","6","34","10","8","28","3","9","3","0","8","14","3","2","11","1","17","19","18","77","22","12","32","1","4","1","3","5","7","24","16","214","0","13","4","37","26","1","3","136","10","8","22","128","0","33","28","0","12","7","5","10","10","85","29","4","22","3","46","37","5","5","4","4"
"2020-07-12","22","70","5","3","24","1","1","25","3","1","8","5","5","0","3","4","14","1","1","2","5","44","4","6","26","38","8","60","3","6","2","3","6","2","22","17","313","2","9","11","24","17","3","4","149","2","15","54","151","5","117","69","0","14","5","7","5","11","49","31","1","12","2","58","26","14","7","0","3"
"2020-07-13","17","64","3","3","11","0","3","39","8","7","14","3","6","4","3","8","19","7","1","19","2","53","11","16","34","9","24","58","5","12","3","2","9","2","34","7","266","0","23","10","51","26","8","3","267","7","19","70","157","8","52","59","0","5","4","1","12","27","73","54","5","16","0","53","98","38","4","12","10"
"2020-07-14","18","55","11","5","13","2","1","23","8","4","11","1","6","3","5","17","54","9","2","4","6","21","8","10","117","25","10","35","0","10","5","1","4","4","17","30","174","6","33","5","69","26","5","5","194","3","23","40","145","9","91","32","0","8","2","11","4","21","56","48","7","16","16","34","37","13","6","10","6"
"2020-07-15","10","103","13","6","23","1","3","65","6","5","13","0","10","2","9","20","31","8","-1","13","3","24","14","5","27","17","40","32","2","10","4","1","8","4","26","39","263","1","31","8","77","34","0","8","172","17","23","43","143","6","42","60","0","7","2","10","7","27","60","25","2","18","16","60","28","9","9","7","1"
"2020-07-16","22","80","18","5","28","3","3","17","11","6","18","1","13","2","1","10","32","13","0","26","2","16","26","32","40","30","9","39","12","9","3","7","8","2","24","4","360","5","26","3","68","23","3","5","72","7","10","73","165","12","74","27","0","8","4","18","4","50","92","35","3","56","10","94","88","25","13","2","14"
"2020-07-17","8","90","4","8","11","4","3","44","7","4","21","5","17","1","4","10","25","2","1","12","1","31","36","9","31","17","19","61","7","17","5","3","4","5","29","25","296","13","11","11","61","39","3","4","175","7","20","57","199","8","49","61","0","16","7","4","7","46","83","32","3","30","6","63","50","42","11","3","5"
"2020-07-18","37","127","17","9","15","4","6","21","13","8","19","8","7","11","5","26","32","9","0","30","5","14","13","27","55","57","4","28","6","15","16","5","6","9","36","6","295","3","29","10","38","27","8","4","175","18","24","21","186","7","130","45","0","18","6","10","3","28","93","25","3","30","12","74","74","24","7","4","6"
"2020-07-19","13","118","7","5","20","1","8","44","4","8","36","2","7","9","7","12","26","5","2","15","5","34","9","16","21","23","19","43","2","9","9","3","4","8","61","15","240","12","18","1","33","30","1","6","139","6","9","51","118","2","72","42","0","8","3","4","17","24","60","27","2","13","6","84","92","11","10","4","2"
"2020-07-20","15","76","7","9","24","2","3","46","5","6","14","1","4","7","1","15","29","6","2","18","16","18","26","24","33","23","27","49","2","7","3","0","4","3","58","15","261","5","25","1","50","35","3","7","126","9","12","65","133","6","121","58","0","15","6","9","11","27","79","38","6","22","11","63","34","20","11","6","7"
"2020-07-21","7","87","5","4","14","1","6","35","4","0","14","0","11","8","0","8","28","7","0","16","28","13","19","9","17","22","36","66","1","11","4","4","1","2","33","6","187","6","25","20","45","25","6","3","70","5","6","26","129","5","66","22","0","4","2","6","9","14","52","29","2","14","10","33","103","1","6","7","2"
"2020-07-22","18","87","3","4","19","6","5","21","5","2","16","6","5","3","2","1","20","2","1","8","5","20","11","8","19","23","21","18","2","6","8","1","1","4","25","15","187","5","17","5","29","26","3","5","83","5","5","35","164","9","85","40","0","12","2","10","1","15","59","28","0","13","7","34","117","13","9","5","6"
"2020-07-23","14","259","14","2","30","1","5","38","8","7","20","1","13","1","2","36","18","11","0","10","5","29","19","15","46","58","47","55","4","7","9","3","6","3","52","16","277","9","11","6","55","16","0","7","145","13","8","85","354","15","100","46","0","8","2","10","10","26","61","25","-1","23","9","46","116","22","11","5","15"
"2020-07-24","14","50","6","13","24","3","4","62","3","10","20","8","9","4","5","4","20","9","4","19","9","23","24","-3","19","23","28","51","4","13","11","3","0","2","21","12","257","5","31","11","22","24","4","3","154","8","12","39","104","-4","93","34","0","7","9","7","6","15","74","28","6","19","14","83","124","45","17","7","4"
"2020-07-25","9","147","9","15","17","2","8","59","8","1","23","3","6","8","6","23","23","10","3","19","4","21","61","14","43","36","38","69","2","11","5","0","10","3","36","13","286","3","27","13","26","31","2","5","102","14","2","36","195","5","82","50","0","11","7","5","3","25","62","20","8","31","7","95","176","18","7","5","1"
"2020-07-26","9","45","7","5","9","0","4","47","9","2","10","2","1","18","0","15","9","4","5","8","3","14","4","2","21","7","2","28","4","3","3","1","6","7","15","10","163","-1","9","4","23","5","1","2","99","5","10","40","97","13","38","19","0","5","2","12","2","16","43","21","1","15","7","30","127","8","3","4","2"
"2020-07-27","23","62","6","10","23","1","4","81","3","11","20","5","8","9","6","11","47","7","-1","8","3","39","29","21","8","29","29","47","6","20","6","3","4","10","65","7","162","6","25","10","43","25","7","5","91","6","11","44","168","1","126","40","0","5","6","7","8","34","46","36","9","31","8","100","43","34","6","1","7"
"2020-07-28","9","66","6","3","6","13","4","49","11","1","14","1","3","2","4","5","9","2","2","3","7","14","8","8","25","9","18","33","7","7","2","2","2","1","23","14","143","6","10","7","36","16","3","3","113","8","4","10","134","0","70","25","0","10","2","9","4","23","42","26","1","17","1","39","71","9","10","3","3"
"2020-07-29","8","72","3","6","16","3","6","47","6","5","23","1","10","5","4","15","19","8","1","7","28","19","16","12","14","11","13","20","5","12","4","0","1","3","25","21","127","4","18","6","34","33","0","1","56","4","8","12","188","8","47","33","0","6","0","4","7","17","58","56","1","25","1","19","153","0","6","4","11"
"2020-07-30","14","119","1","8","35","3","5","44","4","6","13","0","16","7","1","8","57","4","1","8","7","32","9","6","57","28","37","54","6","27","6","1","6","4","32","30","249","12","44","14","30","37","6","3","157","6","14","68","196","6","72","67","0","8","7","15","0","22","52","15","2","26","10","61","57","13","2","3","10"
"2020-07-31","9","72","11","11","27","2","6","112","6","2","10","6","4","5","1","17","34","4","0","21","5","25","11","26","34","30","34","60","1","18","6","1","8","2","23","29","255","2","24","14","44","29","-1","2","62","2","13","28","205","8","90","31","0","6","8","9","6","18","75","39","8","31","17","50","178","21","5","2","7"
"2020-08-01","16","39","4","5","19","6","4","29","1","3","13","0","6","6","1","6","9","5","0","4","3","15","14","6","22","18","9","27","4","3","6","0","2","5","33","34","271","0","14","3","25","9","-1","4","97","2","5","55","382","1","46","27","0","2","4","4","2","24","43","18","1","15","3","46","124","9","3","3","8"
"2020-08-02","22","80","8","4","18","1","8","97","7","11","24","2","5","16","2","8","26","8","1","20","5","23","13","15","27","22","13","30","2","19","10","1","1","5","34","33","185","3","25","8","36","28","1","4","115","9","7","69","532","3","105","50","0","9","4","10","2","35","48","13","0","28","3","61","64","7","6","2","2"
"2020-08-03","14","35","1","10","14","1","1","25","7","9","13","1","2","1","7","6","17","2","2","5","2","28","9","8","24","18","14","16","5","12","6","2","10","2","10","12","209","4","18","4","14","13","6","1","82","5","7","19","88","3","51","17","0","1","4","6","0","13","48","35","0","28","10","62","101","13","0","3","1"
"2020-08-04","6","53","0","7","5","3","-1","30","7","5","12","2","1","6","0","7","14","-1","0","6","11","16","2","6","17","24","0","27","2","10","10","3","-2","1","8","42","180","5","24","14","14","12","6","2","68","6","5","18","84","4","56","20","0","2","4","0","3","14","25","19","-2","9","8","10","78","4","4","3","3"
"2020-08-05","0","59","1","3","4","3","3","37","4","2","16","0","4","2","0","9","15","1","3","1","10","14","11","4","3","7","2","10","2","9","1","2","2","1","7","20","147","2","16","1","35","19","3","5","40","3","0","17","99","1","45","27","0","1","5","12","1","20","44","16","1","19","5","18","66","5","1","3","3"
"2020-08-06","20","58","1","29","14","6","2","45","3","9","7","1","3","12","4","11","19","5","6","0","5","18","4","7","24","39","63","74","5","23","5","2","5","2","14","34","300","7","12","7","34","34","6","4","39","7","15","59","151","12","99","25","0","4","1","15","2","10","45","37","0","21","14","55","312","19","5","3","5"
"2020-08-07","15","63","4","3","15","4","3","32","0","5","22","2","2","12","0","11","15","4","0","10","1","12","21","6","26","22","10","34","15","20","7","1","3","3","16","21","257","5","16","12","40","23","0","12","89","10","5","30","145","7","72","35","0","0","7","3","0","65","37","21","2","19","8","46","284","4","7","4","4"
"2020-08-08","21","59","4","10","14","9","-1","57","5","7","21","2","166","3","1","9","15","6","0","8","1","19","4","7","27","21","21","29","6","12","2","0","6","7","22","23","226","3","18","4","32","34","4","2","64","7","3","40","271","4","88","39","0","4","8","13","2","16","59","18","-2","23","5","87","86","18","59","8","6"
"2020-08-09","83","42","2","12","12","1","6","23","1","3","4","2","0","6","1","5","10","5","0","1","4","5","7","5","21","8","7","17","3","4","4","1","3","4","12","21","140","2","10","1","18","15","1","1","64","-1","4","37","111","2","226","24","0","2","8","6","5","10","23","10","0","17","1","23","39","6","5","3","3"
"2020-08-10","5","107","1","4","12","2","3","23","3","2","17","4","164","5","0","3","26","0","2","2","8","2","1","8","11","8","5","41","5","14","2","1","2","1","21","25","149","7","22","2","22","16","1","4","69","13","6","22","570","0","0","18","0","3","4","-1","2","19","26","16","4","22","10","17","31","13","52","3","4"
"2020-08-11","-12","19","3","2","4","15","3","12","3","1","9","2","0","4","2","1","8","0","2","3","6","3","8","5","4","29","1","18","11","9","2","0","7","0","9","12","108","1","1","3","8","10","-2","0","22","1","2","5","64","2","-10","7","0","0","4","5","-1","2","25","9","2","6","10","39","295","5","1","2","0"
"2020-08-12","26","40","2","9","9","11","3","9","1","3","9","0","-5","10","0","14","10","1","0","6","-1","8","7","11","18","7","6","10","0","11","0","1","3","0","22","46","97","0","13","2","16","19","4","2","41","2","5","5","90","1","130","7","0","1","3","3","1","2","27","12","0","15","1","58","60","4","5","2","0"
"2020-08-13","8","34","5","4","10","1","2","25","0","9","3","1","6","1","1","2","7","3","1","9","2","8","6","1","14","16","0","19","4","2","4","2","-1","4","9","7","115","7","10","4","12","15","0","3","40","4","5","8","76","1","44","18","0","2","2","0","1","0","20","6","4","18","2","23","76","14","4","9","-1"
"2020-08-14","0","47","4","8","13","1","4","14","4","5","13","2","3","0","1","11","11","1","0","8","6","6","7","1","4","6","5","10","7","5","5","1","3","5","34","12","104","0","6","4","-1","14","1","0","31","6","2","7","89","2","10","14","0","4","7","2","1","7","33","7","1","16","5","28","52","22","8","0","3"
"2020-08-15","10","48","8","4","6","1","9","36","2","6","14","0","5","18","1","13","22","4","0","8","8","6","8","14","23","11","5","9","3","10","4","1","5","1","17","29","223","2","12","3","25","25","1","1","80","5","6","13","125","5","60","31","0","3","14","4","4","7","52","7","2","19","4","33","110","15","3","3","5"
"2020-08-16","12","38","6","0","6","1","4","16","0","3","2","1","-2","5","1","7","7","1","0","2","2","16","8","0","3","26","9","35","4","26","5","1","0","1","9","4","83","1","7","3","16","17","1","1","26","2","6","6","61","0","83","14","0","1","2","1","0","2","29","17","1","11","0","38","131","19","1","1","13"
"2020-08-17","1","11","1","5","3","0","3","17","1","4","5","3","2","3","1","4","4","0","0","2","1","10","6","2","3","0","1","29","5","9","4","0","2","2","13","6","71","5","2","0","3","6","2","0","48","6","2","20","52","0","13","13","0","1","4","2","0","3","22","7","4","11","2","35","55","10","2","6","1"
"2020-08-18","16","18","1","2","24","8","1","46","4","7","16","1","4","6","14","31","24","5","0","11","3","19","5","3","33","11","12","44","1","13","10","3","1","1","8","26","139","2","29","7","82","18","5","9","38","0","11","64","64","2","61","40","0","2","3","6","7","43","21","23","1","26","13","40","137","17","8","1","6"
"2020-08-19","6","25","7","14","14","18","0","46","0","0","4","4","22","3","16","1","4","2","0","0","4","14","0","13","12","11","16","41","5","10","3","4","6","0","10","9","139","2","9","2","27","19","0","5","-4","4","3","6","126","4","31","22","0","1","14","9","1","9","34","30","0","20","-1","93","148","13","1","2","4"
"2020-08-20","-1","26","6","4","11","5","0","44","2","6","7","0","0","1","5","2","12","2","3","8","4","9","3","7","7","34","10","15","4","23","6","3","3","0","18","5","82","6","9","4","11","6","-1","4","31","2","6","3","65","2","36","0","0","-1","4","13","1","9","10","15","1","18","4","31","272","26","1","3","4"
"2020-08-21","15","40","3","7","18","1","6","33","4","5","21","3","16","3","2","11","11","5","2","14","2","20","9","12","18","17","9","63","4","12","1","1","2","3","28","23","119","4","21","6","9","18","1","5","61","9","11","50","113","6","82","27","0","5","2","10","7","5","38","25","7","5","8","60","0","12","3","5","5"
"2020-08-22","9","40","4","2","1","-1","0","29","4","6","11","0","5","-1","5","38","10","3","1","9","3","15","52","2","7","10","8","24","5","5","38","-1","3","20","129","15","41","0","12","7","8","6","0","4","17","0","10","33","68","0","22","8","0","4","29","11","5","17","5","2","3","-3","4","61","0","10","3","2","1"
"2020-08-23","2","32","3","7","3","0","2","10","1","1","13","2","2","0","1","3","6","1","0","2","1","4","6","2","13","2","3","30","5","9","8","0","0","7","15","8","42","1","9","6","14","11","2","1","29","2","6","19","30","2","15","8","0","4","5","7","6","7","18","36","0","8","2","23","0","7","1","1","2"
"2020-08-24","20","14","4","0","12","0","1","24","0","5","17","6","3","1","5","4","7","4","0","3","0","15","8","10","7","28","22","42","0","21","3","0","2","5","13","1","67","1","10","9","10","8","1","1","19","5","15","8","28","1","51","9","0","0","4","3","3","7","11","10","1","16","2","29","975","31","0","2","6"
"2020-08-25","0","17","-5","1","21","0","-1","11","-7","-2","5","2","5","0","6","1","8","4","-2","-10","1","-1","-3","-1","3","-1","-3","5","0","3","3","1","-1","-3","2","6","41","3","14","8","6","7","3","-2","0","3","11","-4","5","0","14","9","0","1","0","1","3","-7","8","-5","1","-9","-1","2","347","2","3","1","2"
"2020-08-26","-5","66","-12","2","1","-1","5","36","-1","-3","7","1","8","16","3","2","9","2","0","-16","9","7","10","-18","11","-3","2","12","2","9","6","4","4","0","7","15","339","2","11","8","60","22","-3","7","82","5","0","6","158","-10","20","60","0","0","7","17","8","3","70","13","1","-3","-10","76","840","12","7","3","4"
"2020-08-27","3","33","-2","2","11","1","4","10","-2","5","18","-1","0","-4","2","5","14","1","-2","4","-1","1","8","5","16","15","-3","10","4","10","2","1","4","2","4","-1","107","0","9","5","25","21","2","1","40","0","10","3","47","0","54","25","0","0","3","7","6","4","26","9","0","2","1","55","1101","18","-2","1","10"
"2020-08-28","12","31","6","2","4","3","1","30","3","0","24","0","2","9","4","10","12","2","0","5","2","9","3","5","9","16","9","22","6","29","3","1","1","2","19","10","150","0","11","1","60","5","3","2","40","-1","8","16","52","4","31","19","0","4","4","5","2","5","66","27","2","8","4","70","233","14","0","2","9"
"2020-08-29","13","77","4","6","21","5","13","61","4","5","29","2","12","4","3","24","25","0","1","4","10","28","16","7","9","26","10","44","2","24","5","-1","5","5","22","11","266","2","14","9","109","22","6","7","75","3","10","14","91","0","68","35","0","0","11","3","2","19","101","17","0","50","7","56","143","18","3","0","7"
"2020-08-30","36","95","4","10","21","1","8","30","1","4","43","0","7","10","0","6","8","1","2","4","2","10","10","9","7","22","4","13","0","8","7","3","2","4","24","16","140","3","7","17","47","20","1","3","57","1","4","7","60","0","87","25","0","0","5","4","9","4","143","20","1","14","2","43","174","7","3","1","5"
"2020-08-31","3","20","0","2","9","1","2","31","5","1","15","0","2","4","2","7","9","1","0","3","6","16","5","1","8","9","1","15","0","3","5","1","0","5","7","1","141","2","6","4","101","9","0","3","38","1","3","5","62","0","13","9","0","1","2","3","9","13","27","10","0","7","6","7","127","8","4","0","2"
"2020-09-01","6","23","1","3","11","4","3","34","1","7","13","0","2","5","4","7","6","1","0","0","0","13","4","9","9","25","26","25","8","4","4","0","6","5","16","1","200","4","13","3","47","15","4","3","71","7","4","10","40","1","42","19","0","2","1","8","2","5","71","20","3","11","1","57","576","20","1","0","11"
"2020-09-02","-9","13","-12","3","-9","-1","-1","2","-13","1","-11","0","-3","5","1","-9","6","-4","1","-10","0","-9","-3","-2","3","0","-3","3","4","12","1","1","0","3","13","12","98","0","9","3","-24","-1","-2","0","16","0","0","-1","15","-6","12","1","0","0","3","1","-1","-5","-8","-1","0","-24","3","14","537","7","-3","-5","0"
"2020-09-03","4","37","-3","1","1","1","2","34","-11","0","6","3","-5","2","15","0","11","-1","-2","-6","-2","-6","-3","-1","9","6","-3","8","4","15","-5","-1","-4","2","8","6","70","-1","10","17","13","6","-2","2","37","8","-3","-7","25","-3","22","11","0","-1","0","4","2","8","11","-3","2","-14","-2","17","665","31","1","-3","1"
