"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-06-07","6","11","2","15","1","6","37","37","25","5","7","74","21","2","4","68","2","3","84","2","2","1","31","3",""
"2020-06-08","19","25","8","47","","13","10","38","41","","0","128","5","7","0","55","","12","1","1","3","","13","",""
"2020-06-09","1","","29","11","","16","17","38","5","","4","132","2","16","0","28","","2","12","","17","20","22","",""
"2020-06-10","0","13","2","1","0","10","30","29","1","","1","110","2","4","15","72","0","6","19","2","10","","14","2",""
"2020-06-11","1","18","4","2","3","41","17","44","34","0","12","117","8","6","13","67","0","9","6","0","7","0","26","5",""
"2020-06-12","2","5","3","27","17","15","16","52","30","","4","111","10","1","14","99","","3","30","2","8","1","26","0",""
"2020-06-13","3","3","1","12","1","4","4","62","25","","1","158","2","6","10","69","0","0","49","2","13","","28","1",""
"2020-06-14","1","","9","1","","9","6","40","27","","5","158","10","4","8","70","","4","1","1","12","0","19","4",""
"2020-06-15","29","1","2","5","14","22","3","36","17","8","","104","56","8","6","56","","4","5","7","2","1","13","8",""
"2020-06-16","0","2","13","18","2","1","15","40","5","","1","170","10","2","8","70","","0","9","1","15","1","31","1",""
"2020-06-17","28","1","5","1","","2","21","72","16","","","143","7","3","8","46","0","5","7","1","2","","23","0",""
"2020-06-18","","","5","2","0","18","11","57","13","","0","180","17","2","17","61","","3","5","3","11","1","29","",""
"2020-06-19","0","7","3","3","4","8","11","57","4","","2","131","13","2","12","52","","0","6","4","3","","32","1",""
"2020-06-20","47","4","0","0","2","20","15","56","13","0","2","127","17","2","16","56","","2","2","1","0","","56","3",""
"2020-06-21","24","3","0","0","20","28","17","45","15","","2","126","4","7","5","88","","0","3","0","7","","17","3",""
"2020-06-22","3","4","1","","19","33","15","60","0","0","0","81","46","10","2","54","0","3","6","1","17","","52","6",""
"2020-06-23","1","17","8","","36","19","5","49","16","","0","81","26","4","4","55","0","0","3","1","4","","28","13",""
"2020-06-24","1","3","0","3","0","15","21","29","2","","0","155","8","2","5","111","0","1","2","","15","","68","4",""
"2020-06-25","0","2","3","","0","32","26","42","0","","0","163","20","5","8","117","","1","7","4","4","","25","16",""
"2020-06-26","0","9","0","0","18","14","30","110","8","","0","128","24","7","10","99","","5","4","6","13","0","52","5",""
"2020-06-27","1","5","4","7","0","12","29","106","3","","0","141","20","2","0","117","","3","1","2","2","","66","",""
"2020-06-28","0","4","0","","22","7","30","78","6","","","171","51","2","7","132","0","2","7","1","10","1","33","8",""
"2020-06-29","","1","0","5","0","30","38","95","13","","","180","28","4","8","121","","5","6","5","5","0","76","4",""
"2020-06-30","3","6","9","","12","30","36","38","5","","0","231","34","8","9","135","","1","8","2","12","2","62","9",""
"2020-07-01","2","0","0","1","0","7","16","78","1","","1","238","30","7","3","153","","3","3","3","17","3","41","4",""
"2020-07-02","2","6","","1","4","33","25","56","10","","2","218","30","12","3","162","","8","0","4","7","","58","8",""
"2020-07-03","0","5","0","0","0","26","62","102","22","","","182","34","1","3","134","","3","6","4","19","2","62","2",""
"2020-07-04","1","2","6","","5","23","24","82","2","","1","242","40","14","11","164","","2","10","1","8","4","97","4",""
"2020-07-05","1","6","","","8","26","62","111","8","1","0","244","37","6","7","214","","1","11","3","9","3","118","19",""
"2020-07-06","0","7","1","3","9","44","32","97","6","5","","281","42","7","8","181","","4","12","9","19","1","84","9",""
"2020-07-07","2","2","2","3","13","37","22","74","12","","","291","50","11","21","189","","3","7","3","36","1","70","1",""
"2020-07-08","1","10","2","1","0","32","36","106","10","","0","366","45","6","10","223","","6","2","4","10","10","103","3",""
"2020-07-09","","11","7","","31","20","53","167","34","","","322","48","9","1","264","","2","10","9","11","1","88","",""
"2020-07-10","2","6","3","6","15","28","71","130","4","0","","374","49","13","10","328","","22","9","5","5","0","104","14",""
"2020-07-11","1","1","4","","5","72","56","130","46","","0","412","45","17","13","327","","5","19","3","21","0","149","18",""
"2020-07-12","11","12","4","38","28","36","54","127","56","","1","454","59","18","17","357","","6","12","3","52","","161","54",""
"2020-07-13","0","8","1","4","37","73","54","168","13","","0","418","56","20","10","363","","12","21","49","18","1","95","14",""
"2020-07-14","1","1","3","","42","6","31","119","4","","2","524","52","8","9","293","","25","67","4","40","0","143","16",""
"2020-07-15","1","9","3","5","44","64","74","151","13","","","425","121","17","10","347","","18","26","9","60","2","174","16",""
"2020-07-16","2","5","8","22","8","78","81","183","40","3","","496","69","18","17","403","","31","16","9","39","3","146","13",""
"2020-07-17","3","17","3","9","89","74","83","182","31","","","563","88","16","24","443","","11","21","19","29","0","160","29",""
"2020-07-18","5","13","1","2","94","70","107","160","64","","4","648","85","39","48","554","","18","55","20","32","1","142","36",""
"2020-07-19","1","9","5","6","142","65","85","191","47","","1","662","89","7","10","544","","51","43","67","65","1","152","35",""
"2020-07-20","1","11","7","2","14","43","181","213","30","","0","645","81","48","46","574","","9","60","37","72","","164","44",""
"2020-07-21","5","9","5","33","13","87","76","220","92","0","6","651","59","10","42","456","","83","19","41","77","3","207","67",""
"2020-07-22","5","4","9","35","16","35","139","225","23","","3","692","30","21","35","624","","18","26","18","84","22","191","36",""
"2020-07-23","5","23","22","20","38","65","87","303","24","","1","795","56","31","29","545","","65","18","43","31","7","173","55",""
"2020-07-24","2","18","4","13","66","89","74","189","66","","","699","52","5","15","567","","25","63","16","74","6","143","30",""
"2020-07-25","8","45","32","32","27","61","150","206","61","","3","727","24","21","23","524","","57","54","34","100","11","191","13",""
"2020-07-26","23","39","19","12","37","123","127","291","68","","5","648","36","27","64","542","","16","24","45","37","2","133","23",""
"2020-07-27","2","31","22","23","32","72","79","174","48","","","552","57","39","66","493","","61","44","46","57","18","118","78",""
"2020-07-28","11","48","10","15","5","62","128","145","32","","0","778","19","30","21","462","","23","13","27","14","3","178","110",""
"2020-07-29","38","59","33","16","58","62","74","258","31","","0","688","36","30","31","554","","29","14","75","43","4","108","53",""
"2020-07-30","12","13","24","33","49","43","159","260","11","","3","750","100","36","26","570","","28","79","27","14","19","137","41",""
"2020-07-31","17","54","40","71","12","122","94","160","52","","4","670","22","34","64","644","","22","43","52","85","23","199","12",""
"2020-08-01","34","15","4","52","46","69","97","262","42","2","4","714","112","42","40","608","","88","37","105","40","9","156","11",""
"2020-08-02","44","32","24","144","102","150","77","245","50","2","3","709","99","12","40","586","","86","30","80","49","18","147","10",""
"2020-08-03","18","52","49","79","57","151","91","185","57","4","2","756","57","90","66","510","","80","50","71","82","7","144","58",""
"2020-08-04","45","17","65","29","56","53","117","190","83","2","7","719","51","54","69","596","","154","16","36","136","17","233","7",""
"2020-08-05","42","27","13","44","102","59","146","293","37","","6","665","144","39","63","709","","90","7","70","112","3","131","14",""
"2020-08-06","16","31","59","80","131","102","125","195","58","17","0","680","52","46","85","601","","120","30","52","187","6","261","20",""
"2020-08-07","41","28","56","98","37","83","239","213","17","","1","675","96","100","98","573","","59","64","81","109","4","202","38",""
"2020-08-08","33","29","75","40","57","76","185","217","87","5","15","684","122","61","84","653","","70","21","54","141","3","232","5",""
"2020-08-09","20","86","40","92","63","68","95","185","34","19","6","615","38","79","82","588","","108","82","83","177","37","306","36",""
"2020-08-10","89","54","71","45","48","133","112","209","51","5","47","618","112","73","44","492","","76","77","50","218","46","195","40",""
"2020-08-11","60","89","26","39","46","40","115","156","59","15","8","711","117","62","127","643","","60","99","69","112","28","220","30",""
"2020-08-12","64","45","13","44","57","82","113","272","59","7","35","619","90","109","99","589","","59","79","67","100","38","255","41",""
"2020-08-13","33","34","43","53","28","105","120","229","36","4","22","666","208","166","99","582","","63","72","44","111","46","215","18",""
"2020-08-14","19","32","44","89","78","102","151","218","76","4","32","615","58","68","90","606","","59","35","108","224","21","254","52",""
"2020-08-15","32","40","33","30","66","68","177","190","93","22","7","671","136","40","102","642","","74","204","44","173","16","190","24",""
"2020-08-16","20","61","25","77","185","73","106","179","35","8","13","563","115","108","98","560","","147","62","64","222","6","211","128",""
"2020-08-17","22","106","39","44","198","103","65","193","83","3","17","548","84","124","92","571","","101","123","65","196","29","226","48",""
"2020-08-18","97","69","32","30","108","74","130","164","63","6","19","600","54","109","105","664","","88","159","56","240","23","198","87",""
"2020-08-19","61","64","35","63","225","81","151","172","97","3","17","666","70","121","78","657","","111","24","75","137","22","213","26",""
"2020-08-20","58","59","19","49","159","169","187","160","153","6","14","583","78","115","55","747","","113","46","42","132","31","174","48",""
"2020-08-21","33","67","37","61","104","134","333","163","87","2","18","462","116","74","31","764","","116","164","41","170","27","210","31",""
"2020-08-22","56","97","38","91","108","104","185","153","50","13","16","516","110","140","96","547","","88","265","85","166","47","209","52",""
"2020-08-23","13","105","42","59","97","62","180","159","72","25","4","563","102","86","108","696","","104","285","21","209","65","187","30",""
"2020-08-24","115","102","43","24","108","109","108","104","98","0","21","465","57","98","91","700","","96","154","38","134","115","158","29",""
"2020-08-25","78","62","51","89","66","80","122","134","91","6","6","541","63","81","123","590","","105","195","72","114","98","151","46",""
"2020-08-26","60","96","56","83","53","102","112","182","89","1","9","554","36","85","169","512","","148","126","39","169","76","187","30",""
"2020-08-27","83","46","137","102","69","95","134","158","102","9","6","571","31","63","60","673","","70","112","55","202","60","136","23",""
"2020-08-28","77","58","214","116","58","73","110","92","160","3","7","427","86","84","140","554","","84","134","56","169","52","191","37",""
"2020-08-29","178","59","43","145","37","84","119","149","60","17","4","470","84","99","114","463","","71","293","51","201","57","184","30",""
"2020-08-30","108","77","37","78","37","91","128","167","67","15","3","428","57","86","144","594","","166","194","55","146","91","202","48",""
"2020-08-31","61","96","53","130","44","115","115","104","131","9","12","444","56","84","183","467","","78","316","63","182","36","186","28",""
"2020-09-01","124","82","40","156","34","59","108","115","84","2","13","551","26","50","92","663","","117","163","66","146","63","167","22",""
"2020-09-02","103","103","40","126","44","87","247","150","124","3","7","393","34","54","70","728","","100","129","53","144","60","137","40",""
"2020-09-03","150","98","25","188","49","66","109","138","173","3","12","472","31","71","99","731","","58","69","20","148","38","217","19",""
"2020-09-04","134","98","82","166","69","111","143","120","65","12","10","422","50","59","98","572","","130","155","98","157","44","133","50",""
"2020-09-05","96","133","45","90","52","96","96","122","78","8","18","548","19","49","112","559","","123","235","63","180","58","217","45",""
"2020-09-06","95","92","31","65","40","95","290","119","86","11","4","541","52","84","117","590","","124","175","67","152","51","190","16",""
"2020-09-07","92","107","39","92","34","110","271","110","35","5","5","458","34","52","146","576","","158","204","69","219","35","203","23",""
