"date","Wyoming/Albany","Wyoming/Big Horn","Wyoming/Campbell","Wyoming/Carbon","Wyoming/Converse","Wyoming/Crook","Wyoming/Fremont","Wyoming/Goshen","Wyoming/Hot Springs","Wyoming/Johnson","Wyoming/Laramie","Wyoming/Lincoln","Wyoming/Natrona","Wyoming/Niobrara","Wyoming/Park","Wyoming/Platte","Wyoming/Sheridan","Wyoming/Sublette","Wyoming/Sweetwater","Wyoming/Teton","Wyoming/Uinta","Wyoming/Unassigned","Wyoming/Washakie","Wyoming/Weston","Wyoming/unassigned"
"2020-06-17","   .00 %","   .00 %","   .00 %"," -4.55 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","  5.56 %","   .51 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  7.50 %","  1.90 %"," 14.29 %","   .00 %","   .00 %","   .00 %",""
"2020-06-18","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","  3.05 %","   .00 %","  2.27 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 33.33 %","  2.33 %","   .93 %"," 11.54 %","   .00 %","   .00 %","   .00 %",""
"2020-06-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","  5.56 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .93 %"," 10.34 %","   .00 %","   .00 %","   .00 %",""
"2020-06-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %","  1.56 %","   .00 %","   .00 %","   .00 %",""
"2020-06-21","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .61 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.16 %","   .92 %","  6.15 %","   .00 %","   .00 %","   .00 %",""
"2020-06-22","  3.57 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","  3.43 %"," -6.25 %","  2.08 %","   .00 %","  9.09 %"," ##.## %","   .00 %"," 25.00 %","  5.66 %","   .91 %","  7.25 %","   .00 %","   .00 %","   .00 %",""
"2020-06-23","   .00 %","   .00 %","  6.38 %","   .00 %","   .00 %"," 16.67 %","  1.19 %","   .00 %","   .00 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  3.57 %","  1.80 %","  2.70 %","   .00 %","   .00 %","   .00 %",""
"2020-06-24","  6.90 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .29 %","   .00 %","   .00 %","   .00 %","  1.86 %","   .00 %","  4.08 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %"," 12.07 %","   .00 %","  3.29 %","   .00 %","   .00 %","   .00 %",""
"2020-06-25","   .00 %","   .00 %","  1.85 %","   .00 %","   .00 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","  2.74 %","  6.67 %","  4.90 %","   .00 %"," 29.41 %","   .00 %"," 15.79 %","   .00 %"," 12.31 %","  4.42 %","  3.18 %","   .00 %","   .00 %","   .00 %",""
"2020-06-26","  3.23 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.16 %","   .00 %","   .00 %","  5.26 %","  6.67 %","  6.25 %","  1.87 %","   .00 %"," 13.64 %","   .00 %","  9.09 %","   .00 %","  9.59 %","   .85 %","  2.47 %","   .00 %","   .00 %","   .00 %",""
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .86 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  4.59 %","   .00 %"," 24.00 %","   .00 %","   .00 %"," 20.00 %","  1.25 %","   .00 %","   .60 %","   .00 %","   .00 %","   .00 %",""
"2020-06-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","  1.63 %","   .00 %","  3.51 %","   .00 %"," 19.35 %","   .00 %","  8.33 %","   .00 %","  1.23 %","  3.36 %","   .60 %","   .00 %","   .00 %","   .00 %",""
"2020-06-29","  6.25 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","  2.40 %","  5.88 %","  1.69 %","   .00 %","  8.11 %","   .00 %","   .00 %","   .00 %","  4.88 %","  4.07 %","  3.57 %","   .00 %","   .00 %"," ##.## %",""
"2020-06-30","   .00 %"," 42.86 %","  1.82 %","  4.55 %","   .00 %","   .00 %","  -.28 %","   .00 %","   .00 %","   .00 %","  1.95 %"," 27.78 %","   .83 %","   .00 %"," 25.00 %"," 50.00 %","  3.85 %","   .00 %","  4.65 %","   .78 %","  1.15 %","   .00 %","   .00 %","   .00 %",""
"2020-07-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","  3.45 %","  4.35 %","  4.13 %","   .00 %"," 12.00 %"," 33.33 %","   .00 %","   .00 %"," -1.11 %","  1.55 %","   .57 %","   .00 %","   .00 %","   .00 %",""
"2020-07-02","   .00 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","   .00 %","  4.44 %"," 12.50 %","  3.97 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","  3.37 %","  3.82 %","  1.69 %","   .00 %","   .00 %","   .00 %",""
"2020-07-03","  2.94 %","  5.00 %","  1.75 %","  4.35 %","   .00 %","   .00 %","   .28 %"," 20.00 %","   .00 %","   .00 %","  1.42 %"," 22.22 %","  2.29 %","   .00 %","  7.02 %","   .00 %","   .00 %","   .00 %","  8.70 %","  -.74 %","  1.11 %","   .00 %","   .00 %","   .00 %",""
"2020-07-04","  2.86 %","  9.52 %","  8.62 %","  8.33 %","   .00 %","   .00 %","  1.10 %"," 16.67 %","   .00 %","   .00 %","   .35 %","  3.03 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","  1.48 %","   .55 %","   .00 %","   .00 %","   .00 %",""
"2020-07-05","  2.78 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  1.09 %"," 14.29 %","   .00 %","   .00 %","   .35 %","  2.94 %","  2.94 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","  3.92 %","  2.19 %","   .55 %","   .00 %","   .00 %","   .00 %",""
"2020-07-06","  2.70 %","   .00 %","  5.71 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","  2.86 %","  6.43 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","  6.60 %","  3.57 %","  3.26 %","   .00 %","   .00 %","-50.00 %",""
"2020-07-07"," 13.16 %","  4.35 %","  1.35 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.05 %","  2.78 %","  2.68 %","   .00 %","  6.06 %","   .00 %","   .00 %","   .00 %","  7.96 %","   .69 %","   .00 %","   .00 %","  2.56 %","   .00 %",""
"2020-07-08","  4.65 %","  4.17 %","   .00 %","  7.41 %","   .00 %","   .00 %","   .81 %"," 12.50 %","   .00 %","   .00 %","  1.34 %","   .00 %","  1.31 %","   .00 %","  8.57 %","   .00 %","   .00 %","   .00 %","  1.64 %","  2.05 %","  1.05 %","   .00 %","  7.50 %","   .00 %",""
"2020-07-09","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","   .00 %","  1.66 %","  5.41 %","  1.94 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %",""
"2020-07-10","   .00 %"," 11.54 %","  9.33 %","   .00 %","   .00 %","   .00 %","  -.26 %","   .00 %","   .00 %","   .00 %","   .98 %","  5.13 %","   .00 %","   .00 %","  1.25 %","   .00 %","  7.41 %","   .00 %","  1.59 %","   .67 %","  1.01 %","   .00 %"," -2.33 %","   .00 %",""
"2020-07-11","  8.89 %","  3.45 %","  3.66 %","   .00 %","  3.70 %","   .00 %","  1.59 %","   .00 %","   .00 %","  5.00 %","  4.19 %","   .00 %","   .63 %","   .00 %","  3.70 %","   .00 %","   .00 %"," 16.67 %","  6.25 %","  3.33 %","   .50 %","   .00 %","  2.38 %","   .00 %",""
"2020-07-12","   .00 %","   .00 %","  3.53 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","  1.86 %","   .00 %","  3.77 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","  1.47 %","  1.29 %","   .50 %","   .00 %","   .00 %","   .00 %",""
"2020-07-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %"," 11.11 %","   .00 %","   .00 %","  2.74 %","   .00 %","  1.21 %","   .00 %"," -1.18 %","   .00 %"," 13.79 %"," 42.86 %","  8.70 %","  3.18 %","  1.49 %","   .00 %","   .00 %"," ##.## %",""
"2020-07-14","  6.12 %","   .00 %","  1.14 %","   .00 %","   .00 %"," 14.29 %","  2.58 %","   .00 %","   .00 %","  4.76 %","  4.14 %","  4.88 %","  2.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","  1.23 %","  1.46 %","   .00 %","   .00 %","   .00 %",""
"2020-07-15","  1.92 %","   .00 %","  4.49 %","   .00 %","   .00 %","   .00 %","  2.52 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .58 %","   .00 %","  4.76 %","   .00 %","  9.09 %","   .00 %","   .64 %","  3.66 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-16","  1.89 %","  3.33 %","   .00 %","  6.90 %","   .00 %"," 12.50 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .56 %","  4.65 %","   .58 %","   .00 %","  1.14 %","   .00 %","  5.56 %"," 10.00 %","   .64 %","  6.47 %","  4.33 %","   .00 %","   .00 %","   .00 %",""
"2020-07-17","  1.85 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .97 %"," 10.00 %","  8.33 %","   .00 %","  2.23 %"," 15.56 %","   .58 %","   .00 %","   .00 %","   .00 %","  2.63 %"," 54.55 %","  2.53 %","  3.31 %","   .92 %","   .00 %","   .00 %","   .00 %",""
"2020-07-18","  5.45 %","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .96 %","   .00 %","   .00 %","   .00 %","  1.36 %","  5.77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","  5.35 %","   .91 %","   .00 %","   .00 %"," 33.33 %",""
"2020-07-19","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .27 %","   .00 %","   .57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.17 %","  5.58 %","   .00 %","   .00 %","  2.33 %","   .00 %",""
"2020-07-20"," 13.56 %","   .00 %","  3.23 %","  6.06 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","  2.68 %","  9.09 %","  1.71 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","  4.62 %","  7.21 %","   .45 %","   .00 %","   .00 %","   .00 %",""
"2020-07-21","  8.96 %","  3.23 %","  1.04 %"," 20.00 %","  3.45 %","   .00 %","  1.17 %","   .00 %","   .00 %","   .00 %","  1.31 %","  6.67 %","  1.69 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","  7.18 %","  1.35 %","   .45 %","   .00 %","   .00 %","   .00 %",""
"2020-07-22","  2.74 %","  3.12 %"," -1.03 %"," 16.67 %","   .00 %","   .00 %","  1.62 %","   .00 %","   .00 %","   .00 %","  1.03 %","  9.38 %","   .55 %","   .00 %","  5.62 %"," 25.00 %","   .00 %","   .00 %","  3.61 %","  3.54 %","   .45 %","   .00 %","  2.27 %","   .00 %",""
"2020-07-23"," -1.33 %","   .00 %","  5.21 %"," 20.41 %","   .00 %","   .00 %","   .46 %","   .00 %"," 14.29 %","   .00 %","  2.04 %","  2.86 %","  1.10 %","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %","  2.49 %","  8.55 %","  1.34 %","   .00 %","   .00 %","   .00 %",""
"2020-07-24","  2.70 %","   .00 %","  1.98 %","  1.69 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  2.25 %"," 12.50 %","  1.63 %","   .00 %","  2.11 %","   .00 %","   .00 %"," 38.89 %","  1.94 %","  3.94 %","  2.20 %","   .00 %","   .00 %","   .00 %",""
"2020-07-25","  2.63 %","   .00 %","  3.88 %","  1.67 %","   .00 %","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","   .73 %","  4.94 %","  2.67 %","   .00 %","  1.03 %","   .00 %","   .00 %","  4.00 %","  1.90 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-26","   .00 %","   .00 %","   .00 %","  6.56 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .00 %","   .00 %","   .73 %","  3.53 %","  1.56 %","   .00 %","  1.02 %","   .00 %","  2.50 %"," 15.38 %","   .47 %","  1.45 %","   .43 %","-##.## %","   .00 %","   .00 %",""
"2020-07-27"," -1.28 %","   .00 %","   .93 %","  4.62 %","   .00 %","   .00 %","   .44 %","   .00 %","  6.25 %","   .00 %","  1.69 %","  1.14 %","  2.56 %","   .00 %","  2.02 %","   .00 %","  4.88 %","   .00 %","  2.79 %","  4.66 %","   .86 %","   .00 %","   .00 %"," 25.00 %",""
"2020-07-28","  1.30 %","   .00 %","  2.78 %","  1.47 %","   .00 %","   .00 %","   .66 %","  9.09 %","   .00 %","   .00 %","  2.37 %"," -1.12 %","  4.50 %","   .00 %","  5.94 %","   .00 %","  2.33 %","  3.33 %","  3.17 %","  6.51 %","  3.40 %","   .00 %","   .00 %","   .00 %",""
"2020-07-29","  2.56 %","  6.06 %","  1.80 %","  1.45 %","   .00 %","   .00 %","   .22 %"," 16.67 %","   .00 %","   .00 %","  2.31 %","  1.14 %","   .48 %","   .00 %","   .93 %","   .00 %","  2.27 %","   .00 %","  2.63 %","  2.25 %","   .82 %","   .00 %","   .00 %","   .00 %",""
"2020-07-30","  3.75 %","   .00 %","  1.77 %","  1.43 %","   .00 %","   .00 %","  1.09 %","   .00 %","  5.88 %","   .00 %","  1.58 %","  1.12 %","  1.90 %","   .00 %","  2.78 %","   .00 %"," 24.44 %","  3.23 %","  1.28 %","  4.09 %","   .82 %","   .00 %","  2.22 %","   .00 %",""
"2020-07-31","  1.20 %","   .00 %","   .00 %","  5.63 %","   .00 %","   .00 %","   .86 %","   .00 %","   .00 %","   .00 %","  1.56 %"," -1.11 %","   .47 %","   .00 %","  3.60 %","   .00 %","  3.57 %","  6.25 %","  1.27 %","  1.21 %","  2.83 %","   .00 %","  4.35 %","   .00 %",""
"2020-08-01","  1.19 %","   .00 %","   .87 %","  4.00 %","   .00 %","   .00 %","  1.07 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","  1.74 %","   .00 %","  3.45 %","  5.88 %","   .83 %","  3.88 %","  1.97 %","   .00 %","  2.08 %","   .00 %",""
"2020-08-02","  2.35 %","  2.86 %","  1.72 %","   .00 %","  3.33 %","   .00 %","   .42 %","  7.14 %","   .00 %","   .00 %","  2.38 %","  3.37 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","  2.07 %","  1.72 %","  1.16 %","   .00 %","   .00 %","   .00 %",""
"2020-08-03","  1.15 %","   .00 %","   .00 %","  5.13 %","   .00 %","   .00 %","  2.74 %"," 26.67 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","  1.21 %","  1.13 %","  1.15 %","   .00 %","   .00 %","   .00 %",""
"2020-08-04","   .00 %","   .00 %","   .00 %","  2.44 %","  3.23 %"," 11.11 %","   .61 %","  5.26 %","   .00 %","   .00 %","  1.04 %","  1.09 %","  3.23 %","   .00 %","   .00 %","   .00 %","  1.64 %","  5.41 %","   .40 %","  1.12 %","   .75 %","   .00 %"," 10.20 %","   .00 %",""
"2020-08-05","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","  1.02 %"," 10.00 %","  5.56 %","   .00 %","  1.03 %","  4.30 %","   .89 %","   .00 %","  5.98 %","   .00 %","  3.23 %","   .00 %","   .40 %","   .28 %","   .37 %","   .00 %","  7.41 %","   .00 %",""
"2020-08-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .40 %","  4.55 %","   .00 %","  4.55 %","   .61 %","  4.12 %","   .88 %","   .00 %","  3.23 %","   .00 %","  6.25 %"," -2.56 %","   .40 %","  1.10 %","  1.49 %","   .00 %","  1.72 %","   .00 %",""
"2020-08-07","   .00 %","   .00 %","  3.39 %","  7.95 %","   .00 %","   .00 %","   .80 %"," 13.04 %","   .00 %","   .00 %","   .81 %","  -.99 %","   .44 %","   .00 %","  3.12 %","   .00 %","  1.47 %","   .00 %","  1.58 %","  1.09 %","   .74 %","   .00 %"," 16.95 %","   .00 %",""
"2020-08-08","   .00 %","   .00 %","   .82 %","  4.21 %","   .00 %","   .00 %","   .20 %","   .00 %"," 21.05 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","  -.27 %","   .00 %","   .00 %","  1.45 %","   .00 %",""
"2020-08-09","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","  7.69 %"," -4.35 %","   .00 %","   .80 %","  3.00 %","   .87 %","   .00 %","  1.52 %","   .00 %","  2.78 %","  5.26 %","   .78 %","  1.08 %","  1.46 %","   .00 %"," 10.00 %","   .00 %",""
"2020-08-10"," -2.27 %","   .00 %","   .81 %","  1.01 %"," -3.12 %","   .00 %"," -1.39 %"," 21.43 %","  4.55 %","   .00 %"," -1.39 %","   .00 %","  1.73 %","   .00 %","   .75 %","   .00 %"," -1.35 %"," -2.50 %","   .39 %"," -1.07 %","  -.36 %","   .00 %","   .00 %"," 20.00 %",""
"2020-08-11","  2.33 %","   .00 %","  4.03 %","  3.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","  1.01 %","   .00 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.69 %","   .54 %","   .72 %","   .00 %","  2.60 %","-16.67 %",""
"2020-08-12","  1.14 %","   .00 %","  2.33 %","  1.94 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","   .00 %","   .80 %"," -2.91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","  -.37 %","   .27 %","  -.36 %","   .00 %","  3.80 %","   .00 %",""
"2020-08-13","  1.12 %","   .00 %","  5.30 %","   .00 %","  3.23 %","   .00 %","   .00 %","  5.88 %","   .00 %","  4.17 %","   .99 %","  1.00 %","   .84 %","   .00 %","  2.96 %"," 20.00 %","  1.37 %","   .00 %","   .38 %","   .54 %","   .00 %","   .00 %","  4.88 %","   .00 %",""
"2020-08-14","  2.22 %","   .00 %","  5.04 %","   .95 %"," -3.12 %"," 10.00 %","  3.00 %","  2.78 %","   .00 %","   .00 %","   .59 %","   .00 %","  2.08 %","   .00 %","  3.60 %","   .00 %","  5.41 %","   .00 %","  1.50 %","  2.13 %","  -.36 %","   .00 %"," 11.63 %","   .00 %",""
"2020-08-15","  1.09 %","   .00 %","  1.37 %"," 21.70 %","   .00 %","   .00 %","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","  1.48 %","   .52 %","  -.36 %","   .00 %","  1.04 %"," 40.00 %",""
"2020-08-16","  2.15 %","   .00 %","   .00 %"," 29.46 %","   .00 %","   .00 %","   .58 %","  5.41 %","   .00 %","   .00 %","   .98 %","   .99 %","   .40 %","   .00 %","   .00 %","   .00 %","  2.47 %","   .00 %","   .36 %","  1.04 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-17","  8.42 %","  5.41 %","   .00 %","  1.20 %","  6.45 %","   .00 %","  1.91 %","   .00 %","   .00 %","   .00 %","  1.16 %","  1.96 %","   .00 %","   .00 %","  1.39 %","   .00 %","  3.61 %","   .00 %","   .72 %","   .26 %","   .36 %","   .00 %","  3.09 %"," 14.29 %",""
"2020-08-18","   .97 %","   .00 %","  1.35 %","  1.18 %","   .00 %","   .00 %","   .38 %","   .00 %","   .00 %","  4.00 %","   .96 %","   .00 %","   .40 %","   .00 %","  1.37 %"," 16.67 %","  5.81 %","   .00 %","   .36 %","   .77 %","   .36 %","   .00 %","  2.00 %","   .00 %",""
"2020-08-19","   .96 %"," -2.56 %","  1.33 %","  5.26 %","  3.03 %"," 18.18 %","  2.99 %","  2.56 %","   .00 %","   .00 %","   .95 %","   .00 %","   .80 %","   .00 %","  2.70 %","   .00 %"," 10.99 %","  2.50 %","  2.15 %","   .25 %","  1.80 %","   .00 %","  1.96 %"," 50.00 %",""
"2020-08-20","  1.90 %","  2.63 %","  1.97 %","   .00 %","   .00 %","   .00 %","  1.63 %","   .00 %","   .00 %","   .00 %","   .19 %","  2.88 %","  1.99 %","   .00 %","   .66 %","   .00 %","  6.93 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .00 %","  1.92 %","-##.## %",""
"2020-08-21"," 17.76 %"," -2.56 %","   .65 %","  1.11 %","  2.94 %","   .00 %","  1.43 %","   .00 %"," 13.04 %","   .00 %","   .75 %","   .00 %","  1.95 %","   .00 %","  1.96 %","   .00 %","  3.70 %","  7.32 %","  1.05 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-22","  -.79 %","   .00 %","  3.21 %","   .55 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","  3.85 %","   .19 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .89 %","  4.55 %","   .69 %","   .50 %","   .00 %","   .00 %","   .94 %","   .00 %",""
"2020-08-23","  1.60 %","   .00 %","   .62 %","   .55 %","  2.86 %","   .00 %","   .53 %"," 10.00 %","  3.85 %","   .00 %","   .37 %","   .00 %","  1.14 %","   .00 %","  1.28 %","   .00 %","  3.54 %","  4.35 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .93 %","   .00 %",""
"2020-08-24","   .00 %","  2.63 %","  1.23 %","   .54 %","   .00 %","  7.69 %","   .35 %","  4.55 %","  3.70 %","   .00 %","   .74 %","   .93 %","  2.25 %","   .00 %","   .00 %","   .00 %","  3.42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
