"date","Michigan/Alcona","Michigan/Alger","Michigan/Allegan","Michigan/Alpena","Michigan/Antrim","Michigan/Arenac","Michigan/Baraga","Michigan/Barry","Michigan/Bay","Michigan/Benzie","Michigan/Berrien","Michigan/Branch","Michigan/Calhoun","Michigan/Cass","Michigan/Charlevoix","Michigan/Cheboygan","Michigan/Chippewa","Michigan/Clare","Michigan/Clinton","Michigan/Crawford","Michigan/Delta","Michigan/Dickinson","Michigan/Eaton","Michigan/Emmet","Michigan/Federal Correctional Institution (FCI)","Michigan/Genesee","Michigan/Gladwin","Michigan/Gogebic","Michigan/Grand Traverse","Michigan/Gratiot","Michigan/Hillsdale","Michigan/Houghton","Michigan/Huron","Michigan/Ingham","Michigan/Ionia","Michigan/Iosco","Michigan/Iron","Michigan/Isabella","Michigan/Jackson","Michigan/Kalamazoo","Michigan/Kalkaska","Michigan/Kent","Michigan/Keweenaw","Michigan/Lake","Michigan/Lapeer","Michigan/Leelanau","Michigan/Lenawee","Michigan/Livingston","Michigan/Luce","Michigan/Mackinac","Michigan/Macomb","Michigan/Manistee","Michigan/Marquette","Michigan/Mason","Michigan/Mecosta","Michigan/Menominee","Michigan/Michigan Department of Corrections (MDOC)","Michigan/Midland","Michigan/Missaukee","Michigan/Monroe","Michigan/Montcalm","Michigan/Montmorency","Michigan/Muskegon","Michigan/Newaygo","Michigan/Oakland","Michigan/Oceana","Michigan/Ogemaw","Michigan/Ontonagon","Michigan/Osceola","Michigan/Oscoda","Michigan/Otsego","Michigan/Ottawa","Michigan/Out of MI","Michigan/Presque Isle","Michigan/Roscommon","Michigan/Saginaw","Michigan/Sanilac","Michigan/Schoolcraft","Michigan/Shiawassee","Michigan/St. Clair","Michigan/St. Joseph","Michigan/Tuscola","Michigan/Unassigned","Michigan/Van Buren","Michigan/Washtenaw","Michigan/Wayne","Michigan/Wexford"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","","9","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","6","0","0","0","0","0","1","0","0","35","0","0","0","0","0","","0","0","1","0","0","1","1","52","0","0","0","0","0","2","5","","0","0","0","0","0","0","0","0","0","","0","7","161","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","3","0","0","0","1","1","","11","1","0","2","0","1","0","0","3","0","0","0","2","5","0","1","3","0","0","1","0","0","4","0","0","50","1","1","0","0","0","","0","0","5","0","0","2","1","99","0","0","0","0","0","2","4","2","0","0","6","0","0","0","1","0","0","","0","8","238","0"
"2020-03-25","0","0","0","0","0","0","0","0","1","0","2","0","2","0","1","0","0","0","1","0","0","0","0","0","","12","0","0","0","0","1","0","0","3","0","1","0","0","6","2","1","5","0","0","0","0","3","3","1","0","56","0","0","0","0","0","","1","0","6","1","0","0","0","115","0","0","0","0","0","1","1","1","0","0","1","2","0","0","2","0","1","","2","22","246","0"
"2020-03-26","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","","17","0","0","0","0","3","0","0","4","2","0","0","1","5","5","0","5","0","0","2","0","2","5","-1","0","66","0","0","0","1","0","","0","1","3","1","0","0","0","125","1","1","0","0","0","1","2","0","0","0","1","-1","0","1","3","0","0","","0","20","267","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","7","0","2","0","0","0","0","0","1","1","0","0","4","1","","28","0","1","0","1","1","0","1","4","0","0","0","1","-1","1","2","4","0","0","1","0","3","10","0","0","57","0","0","0","0","0","","2","0","7","0","0","3","-1","156","0","0","0","0","0","0","3","1","0","0","4","1","0","1","2","0","0","","1","58","421","0"
"2020-03-28","0","0","1","0","0","0","0","0","0","0","4","0","2","1","0","0","-1","0","5","0","0","0","0","1","","19","0","0","2","1","1","0","0","6","0","0","0","0","4","4","0","8","0","0","0","0","3","10","0","0","130","0","0","0","0","0","","0","0","6","0","0","1","0","194","0","0","0","1","0","7","2","7","0","0","5","0","0","0","1","0","2","","1","35","506","0"
"2020-03-29","0","0","0","0","0","0","0","0","1","0","7","0","4","2","0","1","0","0","1","0","0","0","0","0","","17","1","0","1","1","3","0","2","11","0","0","0","0","4","4","0","19","0","0","0","0","4","18","0","0","86","0","1","0","0","0","","0","0","4","0","0","6","0","152","1","0","0","1","0","3","2","3","0","0","5","0","0","3","4","0","0","30","0","48","388","0"
"2020-03-30","0","0","0","0","2","0","0","0","4","0","3","0","2","0","0","0","0","0","5","0","1","0","7","0","","23","-1","0","1","0","2","1","0","30","2","0","0","1","13","5","1","24","0","0","2","0","0","5","0","0","108","0","1","0","1","0","","1","0","7","1","0","5","0","195","0","3","0","0","0","0","3","-1","0","0","12","3","0","3","5","3","1","1","0","33","491","1"
"2020-03-31","","","1","","1","1","","1","0","","3","2","0","0","0","0","1","0","5","0","0","0","6","1","","35","0","1","0","0","2","0","0","18","0","0","","1","10","0","2","12","","","2","0","3","16","","","125","0","1","","1","","","1","0","4","1","","0","0","226","0","-3","","0","2","2","3","3","","0","15","2","1","0","7","1","4","15","3","39","540","0"
