"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/KarimganJ","Assam/Karimganj","Assam/Kishanganj","Assam/KokraJhar","Assam/Kokrajhar","Assam/LakhImpur","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Tinsukla","Assam/Udalguri","Assam/West Karbi Anglong","Assam/cachar"
"2021-07-02","","","","42","40","112","47","78","45","25","28","49","20","115","33","35","312","14","32","137","101","186","38","","77","","","41","","181","23","97","102","34","0","","","73","173","2","115","","38","8",""
"2021-07-03","","","","26","37","77","18","52","56","14","32","81","15","140","21","52","316","9","25","231","83","168","61","","72","","","35","","166","9","69","100","31","0","","","83","146","1","97","","32","20",""
"2021-07-04","","","","7","25","57","17","43","26","9","12","21","12","83","3","17","114","6","14","75","52","140","24","","20","","","26","","47","8","33","43","26","","","","76","96","3","67","","8","3",""
"2021-07-05","","","","59","79","127","28","42","62","23","37","65","23","124","22","110","333","4","54","151","93","197","29","","41","","","43","","150","8","84","97","57","","","","129","233","0","107","","25","4",""
"2021-07-06","","","","53","64","59","40","42","30","34","20","64","13","101","19","72","270","13","27","246","95","203","49","","15","","","29","","165","25","94","91","42","","","","93","229","2","92","","31","11",""
"2021-07-07","","","","60","49","68","38","50","34","18","22","74","27","142","13","72","226","12","27","158","74","181","45","","32","","","29","","211","20","85","117","41","","","","82","130","1","110","","33","8",""
"2021-07-08","","","","51","75","97","31","65","53","43","93","87","14","104","10","81","280","12","44","137","91","168","45","","12","","","45","","285","27","112","108","67","","","","116","173","2","83","","25","8",""
"2021-07-09","","","","62","72","136","19","49","34","24","38","64","23","128","17","46","209","17","53","176","87","247","70","","35","","","46","","173","25","81","111","38","","","","84","171","2","93","","57","6",""
"2021-07-10","","","","100","83","88","48","59","44","27","16","81","29","113","13","92","234","7","21","206","58","228","42","","19","","","31","","109","29","56","111","58","","","","132","141","","73","","38","5",""
"2021-07-11","","","","47","30","86","30","40","16","4","9","32","17","78","9","20","180","11","14","185","21","150","27","","14","","","19","","84","58","43","52","38","","","","78","103","","53","","26","5",""
"2021-07-12","","","","65","78","101","41","64","52","30","29","44","18","109","9","95","268","11","31","196","98","217","48","","57","","","30","","172","56","68","133","55","","","","132","121","3","102","","32","10",""
"2021-07-13","","","","58","49","67","37","31","25","24","29","52","24","94","8","83","232","22","20","96","101","258","56","","37","","","36","","138","16","81","110","79","","","","84","116","9","57","","19","21",""
"2021-07-14","","","","51","43","77","42","58","38","27","29","46","14","100","16","35","228","15","29","100","79","207","47","","19","","","25","","115","12","72","95","68","","","","122","106","9","83","","30","9",""
"2021-07-15","","","","44","38","65","32","51","36","23","45","63","14","125","16","21","157","12","27","119","78","263","60","","37","","","16","","135","15","68","88","57","","","","75","111","0","58","","32","11",""
"2021-07-16","","","","51","42","60","30","39","33","14","29","48","17","95","4","33","175","7","25","110","65","174","35","","17","","","25","","127","4","65","74","62","","","","114","103","6","51","","35","13",""
"2021-07-17","","","","14","45","61","19","53","29","20","44","50","11","71","15","37","172","8","18","119","54","250","39","","12","","","35","","114","15","46","65","60","0","","","61","72","3","63","","37","15",""
"2021-07-18","","","","15","26","46","36","42","17","10","29","28","9","95","4","28","101","4","12","85","51","179","19","","21","","","21","","98","5","50","54","45","0","","","44","70","0","64","","11","10",""
"2021-07-19","","","","32","46","54","16","30","41","12","22","46","11","115","28","20","230","9","21","113","76","237","31","","22","","","34","","103","17","81","84","65","","","","60","64","3","43","","27","4",""
"2021-07-20","","","","45","62","70","26","36","39","17","23","31","11","107","18","42","165","9","20","94","84","256","36","","19","","","18","","109","19","55","85","59","","","","76","72","0","74","","8","13",""
"2021-07-21","","","","13","41","45","21","19","21","8","6","47","2","139","29","30","147","4","13","115","54","193","29","","5","","","13","","102","6","26","108","43","0","","","75","91","0","72","","17","13",""
"2021-07-22","","","","27","72","40","36","56","27","18","31","27","10","79","28","48","177","7","30","108","97","226","23","","37","","","6","","99","25","65","83","50","0","","","90","59","0","68","","36","11",""
"2021-07-23","","","","29","90","39","20","65","33","11","31","37","7","96","11","19","128","11","27","81","85","188","29","","27","","","40","","110","9","50","58","72","","","","58","67","3","67","","18","5",""
"2021-07-24","","","","41","53","37","28","43","34","12","25","41","11","84","5","42","164","11","30","83","72","179","19","","19","","","40","","119","14","58","44","63","","","","59","43","0","79","","30","13",""
"2021-07-25","","","","15","24","42","22","29","9","7","31","18","5","45","17","20","67","7","18","57","36","150","24","","12","","","21","","61","11","55","36","53","","","","56","45","6","37","","12","6",""
"2021-07-26","","","","32","56","37","27","36","29","24","33","32","15","81","32","32","131","6","25","66","88","199","20","","23","","","21","","91","13","43","74","33","0","","","60","65","3","68","","27","6",""
"2021-07-27","","","","37","67","36","23","37","13","18","25","34","18","73","9","33","131","7","11","58","53","169","18","","7","","","28","","122","22","40","78","71","","","","75","40","0","34","","28","21",""
