"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-04-06","   .00 %","   .00 %"," 20.76 %"," 10.00 %","   .00 %"," 14.17 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %"," 11.67 %","   .00 %","  8.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 15.19 %","   .00 %","  6.67 %","   .00 %","  7.92 %"," 20.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 23.83 %","   .00 %"," 35.71 %"
"2020-04-07","   .00 %","   .00 %"," 17.40 %"," 10.00 %","   .00 %"," 11.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %"," 11.67 %","   .00 %","  5.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 15.19 %","   .00 %","   .00 %","   .00 %","  8.45 %"," 20.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 18.12 %","   .00 %"," 15.71 %"
"2020-04-08","   .00 %","   .00 %","  8.51 %","   .00 %","   .00 %"," 11.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","",""," 20.00 %","   .00 %","  9.00 %","   .00 %","  5.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 18.05 %","   .00 %","  5.00 %","   .00 %","  8.62 %"," 14.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 18.12 %","   .00 %"," 24.05 %"
"2020-04-09","   .00 %","   .00 %"," 14.82 %","   .00 %","   .00 %"," 12.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","",""," 20.00 %","   .00 %"," 12.33 %","   .00 %","  5.23 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.44 %","   .00 %","  5.00 %","   .00 %","  7.51 %","  7.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.22 %","   .00 %"," 21.89 %"
"2020-04-10","   .00 %","   .00 %"," 14.82 %","   .00 %","   .00 %"," 12.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %"," 12.33 %","   .00 %","  5.90 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 13.79 %","   .00 %","  5.00 %","   .00 %","  6.17 %","  9.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.24 %","   .00 %"," 17.29 %"
"2020-04-11","   .00 %","   .00 %","  8.67 %"," 13.33 %","   .00 %","  5.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  7.33 %","   .00 %","  5.06 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.79 %","   .00 %","  9.00 %","   .00 %","  3.26 %","  3.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.01 %","   .00 %"," 11.67 %"
"2020-04-12","   .00 %","   .00 %","  6.32 %"," 13.33 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  7.33 %","   .00 %","  4.91 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.51 %","   .00 %","  9.00 %","   .00 %","  2.52 %","  3.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.01 %","   .00 %"," 12.67 %"
"2020-04-13","   .00 %","   .00 %","  7.92 %"," 13.33 %","   .00 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.33 %","   .00 %","  3.69 %","   .00 %","-20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.66 %","   .00 %","  4.00 %","   .00 %","  3.02 %","  3.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.01 %","   .00 %","  4.34 %"
"2020-04-14","   .00 %","   .00 %","  3.08 %"," 13.33 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","  2.82 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.41 %","   .00 %","  4.00 %","   .00 %","  3.80 %","  2.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.90 %","   .00 %","  6.97 %"
"2020-04-15","   .00 %","   .00 %","  3.08 %"," 13.33 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","  1.82 %","   .00 %","-20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.05 %","   .00 %","  4.00 %","   .00 %","  4.58 %","   .57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.74 %","   .00 %","  9.06 %"
"2020-04-16","   .00 %","   .00 %","  6.53 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","  1.90 %","   .00 %","-20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.40 %","   .00 %","   .00 %","   .00 %","  4.83 %","  4.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.74 %","   .00 %","  8.01 %"
"2020-04-17","   .00 %","   .00 %","  6.53 %","  4.00 %","   .00 %","  2.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","  2.56 %","   .00 %","-20.00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.35 %","   .00 %","   .00 %","   .00 %","  5.00 %","  4.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.74 %","   .00 %","  7.01 %"
"2020-04-18","   .00 %","   .00 %","  4.93 %","  4.00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","  2.56 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.78 %","   .00 %","   .00 %","   .00 %","  4.52 %","  2.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.74 %","   .00 %"," 10.46 %"
"2020-04-19","   .00 %","   .00 %","  3.45 %","  4.00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  3.19 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.11 %","   .00 %","  3.33 %","   .00 %","  3.87 %","  2.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.54 %","   .00 %","  7.82 %"
"2020-04-20","   .00 %","   .00 %","  3.45 %","   .67 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.72 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.36 %","   .00 %","  6.19 %","   .00 %","  3.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.57 %","   .00 %","  4.62 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","   .67 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.93 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.19 %","   .00 %","  6.19 %","   .00 %","  2.65 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.57 %","   .00 %","  5.74 %"
"2020-04-22","   .00 %","   .00 %","   .59 %"," -3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.50 %","   .00 %","  2.44 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.41 %","   .00 %","  8.69 %","   .00 %","  2.19 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.57 %","   .00 %","  5.74 %"
"2020-04-23","   .00 %","   .00 %","  1.16 %"," -3.33 %","   .00 %"," -1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","  3.08 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.98 %","   .00 %"," 10.91 %","   .00 %","  2.12 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.57 %","   .00 %","  3.87 %"
"2020-04-24","   .00 %","   .00 %","  1.16 %"," -3.33 %","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","  2.59 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","  7.58 %","   .00 %","  1.88 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .77 %","   .00 %","  3.67 %"
"2020-04-25","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","  2.95 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.34 %","   .00 %","  4.72 %","   .00 %","  1.02 %","  2.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.13 %"
"2020-04-26","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","  2.54 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.16 %","   .00 %","  6.72 %","   .00 %","  1.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.02 %"
"2020-04-27","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.38 %","   .00 %","  4.22 %","   .00 %","  1.59 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .74 %","   .00 %","  3.47 %"
"2020-04-28","   .00 %"," 20.00 %","  1.62 %","   .00 %","   .00 %","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","   .00 %","  3.82 %","   .00 %","  1.35 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .74 %","   .00 %","  1.90 %"
"2020-04-29","   .00 %"," 20.00 %","  2.14 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.86 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.67 %","   .00 %","  3.82 %","   .00 %","  1.15 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .74 %","   .00 %","  1.81 %"
"2020-04-30","   .00 %"," 20.00 %","  2.08 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.36 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  2.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %","  5.48 %","   .00 %","  1.15 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .74 %","   .00 %","  1.34 %"
"2020-05-01","   .00 %"," 20.00 %","  2.08 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.80 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  2.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.69 %","   .00 %","  3.48 %","   .00 %","   .95 %","  3.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .74 %","   .00 %","  1.34 %"
"2020-05-02","   .00 %"," 20.00 %","  2.51 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.98 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","  3.48 %","   .00 %","   .56 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .89 %"
"2020-05-03","   .00 %","   .00 %","  2.45 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.98 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %","  1.67 %","   .00 %","   .19 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .89 %"
"2020-05-04","   .00 %","   .00 %","  1.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.13 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","  1.67 %","   .00 %","   .55 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .43 %"
"2020-05-05","   .00 %","   .00 %","  2.35 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  8.26 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %","   .00 %","   .00 %","   .00 %","   .73 %","  1.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .71 %","   .00 %","  2.09 %"
"2020-05-06","   .00 %","   .00 %","  2.35 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.36 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","   .55 %","  1.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.40 %","   .00 %","  2.09 %"
"2020-05-07","   .00 %","   .00 %","  1.81 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  7.17 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .90 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.40 %","   .00 %","  4.02 %"
"2020-05-08","   .00 %","   .00 %","  1.77 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  8.03 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.94 %","   .00 %","   .00 %","   .00 %","  1.08 %","  4.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.40 %","   .00 %","  4.37 %"
"2020-05-09","   .00 %","   .00 %","  3.02 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  8.03 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.67 %","   .00 %","  1.54 %","   .00 %","  1.06 %","  4.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.40 %","   .00 %","  4.29 %"
"2020-05-10","   .00 %","   .00 %","  2.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.40 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.87 %","   .00 %","  1.54 %","   .00 %","   .88 %","  4.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.30 %","   .00 %","  2.62 %"
"2020-05-11","   .00 %","   .00 %","  2.50 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","  1.54 %","   .00 %","  1.05 %","  3.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.61 %","   .00 %","  3.64 %"
"2020-05-12","   .00 %","   .00 %","  2.45 %","  4.00 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.79 %","   .00 %","  1.54 %","   .00 %","  1.20 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .61 %","   .00 %","  2.68 %"
"2020-05-13","   .00 %","   .00 %","  2.03 %","  4.00 %","   .00 %","  1.95 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.76 %","   .00 %","  1.54 %","   .00 %","  1.03 %","  1.46 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.19 %","   .00 %","  3.25 %"
