"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2020-05-22","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","",""," 10.00 %","","   .00 %","","","","   .00 %","   .00 %"," 10.00 %","","","","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-23","","","   .00 %","","   .00 %","","   .00 %","","",""," 10.00 %","","   .00 %","","","","","","","","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-24","   .00 %","   .00 %","","","","","   .00 %","","",""," 10.00 %","   .00 %","   .00 %","","","","","   .00 %"," 10.00 %","","","","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-25","   .00 %","   .00 %","   .00 %","","   .00 %","","","","",""," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-26","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-27","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-28","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","","","",""
"2020-05-29","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","  6.67 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-30","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-05-31","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-01","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-02","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-06-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %"
"2020-06-06","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %"
"2020-06-08","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-09","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-10","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2020-06-11","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-06-12","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  4.00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-13","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  4.00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-15","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  4.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-06-16","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %"
"2020-06-17","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %"
"2020-06-18","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  4.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %"
"2020-06-20","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-06-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","","   .00 %","","","","   .00 %"
"2020-06-23","","   .00 %","   .00 %","   .00 %","",""," 60.00 %","","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 20.00 %","   .00 %","","","","","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 60.00 %","","","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 20.00 %","","   .00 %","","","","   .00 %"
"2020-06-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 60.00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-06-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %","","","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 60.00 %","","","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-06-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","","","   .00 %","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","  8.72 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.33 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %"
"2020-06-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %"," 12.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %"
"2020-07-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","","   .00 %"," 13.48 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.33 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-07-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %"," 12.32 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.33 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %"
"2020-07-03","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-07-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %","","   .00 %","   .00 %"," 11.93 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-07-05","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","  4.00 %","","","   .00 %","  8.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %"
"2020-07-06","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","   .00 %","   .00 %","  8.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-07-07","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 10.67 %","","   .00 %","   .00 %","  9.51 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  5.71 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-07-08","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 10.67 %","","   .00 %","   .00 %","  9.41 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.16 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-07-09","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  8.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-07-10","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 10.80 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","",""," 20.00 %"
"2020-07-11","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","  9.17 %","   .00 %","","   .00 %"," 10.99 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","  6.26 %","   .00 %",""," 20.00 %","","   .00 %","",""," 10.00 %","","   .00 %","","",""," 20.00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.50 %","","","   .00 %","  9.89 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %","  9.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %","   .00 %","   .00 %","","",""," 20.00 %"
"2020-07-13","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","  4.72 %","","   .00 %","   .00 %","  9.99 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","  6.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","","",""," 20.00 %"
"2020-07-14","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  6.72 %","","   .00 %","   .00 %","  8.29 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","  9.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %","   .00 %","   .00 %","","",""," 30.00 %"
"2020-07-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.72 %","","   .00 %","   .00 %","  7.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 11.60 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 10.00 %","   .00 %","   .00 %","","",""," 10.00 %"
"2020-07-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.22 %","","   .00 %","   .00 %","  6.69 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %"
"2020-07-17"," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","  4.22 %","","   .00 %"," 20.00 %","  5.85 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %"
"2020-07-18"," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  2.00 %","   .00 %","   .00 %"," 30.00 %","  4.10 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","",""," 10.00 %"
"2020-07-19"," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","   .00 %"," 30.00 %","  5.11 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","  6.67 %"
"2020-07-20"," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","  5.17 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","  6.67 %"
"2020-07-21"," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.82 %","","   .00 %"," 41.67 %","  4.35 %"," 20.00 %"," 20.00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  6.67 %"," 20.00 %","   .00 %","","","   .00 %"," 11.67 %"
"2020-07-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","","   .00 %"," 25.67 %","  4.84 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  6.67 %"," 20.00 %","   .00 %","","","   .00 %"," 11.67 %"
"2020-07-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","","   .00 %"," 15.67 %","  5.57 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  3.01 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","  6.67 %"," 20.00 %","   .00 %","","",""," 11.67 %"
"2020-07-24","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","  1.82 %","","   .00 %"," 19.00 %","  4.95 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","  6.67 %"," 30.00 %","   .00 %","","","   .00 %","  5.00 %"
"2020-07-25","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.00 %","   .00 %","  1.82 %","   .00 %","   .00 %"," 15.19 %","  4.40 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","  6.67 %"," 36.67 %","   .00 %","","","   .00 %"," 13.00 %"
