"date","Colorado/Adams","Colorado/Alamosa","Colorado/Arapahoe","Colorado/Archuleta","Colorado/Baca","Colorado/Bent","Colorado/Boulder","Colorado/Broomfield","Colorado/Chaffee","Colorado/Cheyenne","Colorado/Clear Creek","Colorado/Conejos","Colorado/Costilla","Colorado/Crowley","Colorado/Custer","Colorado/Delta","Colorado/Denver","Colorado/Dolores","Colorado/Douglas","Colorado/Eagle","Colorado/El Paso","Colorado/Elbert","Colorado/Fremont","Colorado/Garfield","Colorado/Gilpin","Colorado/Grand","Colorado/Gunnison","Colorado/Hinsdale","Colorado/Huerfano","Colorado/Jackson","Colorado/Jefferson","Colorado/Kiowa","Colorado/Kit Carson","Colorado/La Plata","Colorado/Lake","Colorado/Larimer","Colorado/Las Animas","Colorado/Lincoln","Colorado/Logan","Colorado/Mesa","Colorado/Mineral","Colorado/Moffat","Colorado/Montezuma","Colorado/Montrose","Colorado/Morgan","Colorado/Otero","Colorado/Ouray","Colorado/Out of CO","Colorado/Park","Colorado/Phillips","Colorado/Pitkin","Colorado/Prowers","Colorado/Pueblo","Colorado/Rio Blanco","Colorado/Rio Grande","Colorado/Routt","Colorado/Saguache","Colorado/San Juan","Colorado/San Miguel","Colorado/Sedgwick","Colorado/Summit","Colorado/Teller","Colorado/Unassigned","Colorado/Washington","Colorado/Weld","Colorado/Yuma"
"2020-04-01","   .00 %","   .00 %"," 60.00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"," 21.33 %","","   .00 %"," 40.00 %"," 23.06 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 34.00 %","","   .00 %","   .00 %","   .00 %"," 60.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-17.50 %","   .00 %"," 26.67 %","   .00 %"
"2020-04-02","   .00 %","   .00 %"," 63.33 %","   .00 %","   .00 %",""," 20.00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"," 24.19 %","","   .00 %"," 40.00 %"," 16.60 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","  7.33 %","","   .00 %","   .00 %","   .00 %"," 63.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 60.00 %","   .00 %"," 18.33 %","   .00 %"
"2020-04-03"," 50.00 %","   .00 %"," 31.90 %","   .00 %","   .00 %",""," 20.00 %"," 20.00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 18.36 %","","   .00 %"," 20.00 %","  8.03 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.05 %","","   .00 %","   .00 %","   .00 %"," 23.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 40.00 %","   .00 %"," 12.95 %","   .00 %"
"2020-04-04"," 55.71 %","   .00 %"," 31.90 %","   .00 %","   .00 %",""," 20.00 %"," 20.00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 23.81 %",""," 20.00 %"," 25.00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 21.94 %","","   .00 %","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 40.00 %","   .00 %"," 12.95 %","   .00 %"
"2020-04-05"," 57.94 %","   .00 %"," 17.90 %","   .00 %","   .00 %",""," 10.00 %"," 20.00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 18.67 %",""," 30.00 %","  5.00 %"," 14.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 24.09 %","","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 40.00 %","   .00 %"," 16.28 %","   .00 %"
"2020-04-06"," 61.94 %","   .00 %"," 20.98 %","   .00 %","   .00 %",""," 10.00 %"," 20.00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 17.42 %",""," 30.00 %","  5.00 %"," 17.07 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 25.27 %","","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 40.00 %","   .00 %"," 17.95 %","   .00 %"
"2020-04-07"," 61.94 %","   .00 %"," 17.65 %","   .00 %","   .00 %",""," 10.00 %","   .00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 14.56 %",""," 30.00 %","  5.00 %"," 15.53 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 21.93 %","","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-20.00 %","   .00 %"," 16.28 %","   .00 %"
"2020-04-08"," 15.27 %","   .00 %"," 14.41 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 31.06 %",""," 63.33 %","  5.00 %"," 14.11 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 21.77 %","","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-19.31 %","   .00 %"," 14.74 %","   .00 %"
"2020-04-09","  9.56 %","   .00 %"," 14.41 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.61 %",""," 43.33 %","   .00 %"," 11.61 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.89 %","","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-19.31 %","   .00 %"," 14.74 %","   .00 %"
"2020-04-10","  7.33 %","   .00 %","  8.41 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 22.75 %",""," 33.33 %","   .00 %","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.73 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," ##.## %","   .00 %","  4.74 %","   .00 %"
"2020-04-11"," 16.19 %","   .00 %"," 16.91 %","   .00 %","   .00 %",""," 26.67 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 29.45 %",""," 38.33 %","   .00 %","  3.43 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.29 %","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %"," ##.## %","   .00 %","  9.74 %","   .00 %"
"2020-04-12"," 18.80 %","   .00 %"," 22.25 %","   .00 %","   .00 %",""," 38.10 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 31.36 %",""," 38.33 %","   .00 %","  5.85 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %",""," 10.49 %","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %"," ##.## %","   .00 %"," 13.74 %","   .00 %"
"2020-04-13"," 15.47 %","   .00 %"," 17.44 %","   .00 %","   .00 %",""," 39.91 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.53 %","","  7.00 %","  4.00 %","  5.51 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","  5.63 %","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %"," ##.## %","   .00 %"," 12.75 %","   .00 %"
"2020-04-14"," 16.24 %","   .00 %"," 19.49 %","   .00 %","   .00 %",""," 43.25 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.49 %","","  8.82 %","  4.00 %","  6.53 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","  6.30 %","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %"," ##.## %","   .00 %"," 13.50 %","   .00 %"
"2020-04-15"," 16.24 %","   .00 %"," 19.49 %","   .00 %","   .00 %",""," 44.68 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.49 %","","  8.82 %","  4.00 %","  6.53 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","  6.30 %","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","-39.41 %","   .00 %"," 13.50 %","   .00 %"
"2020-04-16","  4.12 %","   .00 %"," 12.10 %","   .00 %","   .00 %",""," 18.01 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.83 %","","  8.82 %","  4.00 %","  5.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","","  5.20 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-20.00 %","   .00 %","  7.57 %","   .00 %"
"2020-04-17","  2.22 %","   .00 %","  7.92 %","   .00 %","   .00 %","","  6.58 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.58 %","","  8.82 %","  4.00 %","  5.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.63 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.62 %","   .00 %"
"2020-04-18","  3.60 %","   .00 %","  8.48 %","   .00 %","   .00 %","","  4.76 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.35 %","","  6.82 %","   .00 %","  4.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.15 %","","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.87 %","   .00 %"
"2020-04-19","  5.41 %","   .00 %","  8.84 %","   .00 %","   .00 %","","  4.10 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.12 %","","  6.33 %","  3.33 %","  3.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.05 %","","   .00 %","   .00 %","   .00 %","  6.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %","   .00 %"
"2020-04-20","  5.41 %","   .00 %","  8.84 %","   .00 %","   .00 %","","  2.67 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.12 %","","  6.33 %","  3.33 %","  3.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.05 %","","   .00 %","   .00 %","   .00 %","  6.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %","   .00 %"
"2020-04-21"," 10.96 %","   .00 %","  9.27 %","   .00 %","   .00 %","","  3.84 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.60 %","","  2.58 %","  3.33 %","  4.37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.63 %","","   .00 %","   .00 %","   .00 %","  7.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.93 %","   .00 %"
"2020-04-22"," 10.25 %","   .00 %","  9.87 %","   .00 %","   .00 %","","  6.07 %","   .00 %","  5.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %","","  3.76 %","  3.33 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  5.51 %","","   .00 %","   .00 %","   .00 %","  9.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.88 %","   .00 %"
"2020-04-23"," 10.61 %","   .00 %"," 12.00 %","   .00 %","   .00 %",""," 11.07 %"," 20.00 %","  5.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.51 %","","  3.76 %","  3.33 %","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  8.94 %","","   .00 %","   .00 %","   .00 %","  8.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %"," 40.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.84 %","   .00 %"
"2020-04-24"," 10.82 %","   .00 %"," 14.34 %","   .00 %","   .00 %",""," 10.80 %"," 25.00 %"," 37.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.90 %","","  3.54 %","   .00 %","  8.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %",""," 11.39 %",""," 20.00 %","   .00 %","   .00 %","  8.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %"," 40.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  9.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.28 %","   .00 %"
"2020-04-25"," 10.82 %","   .00 %"," 14.66 %","   .00 %","   .00 %",""," 11.51 %"," 25.00 %"," 37.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.53 %","","  3.54 %","   .00 %","  8.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %",""," 11.39 %",""," 20.00 %","   .00 %","   .00 %","  8.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %"," 47.50 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  9.05 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.28 %","   .00 %"
"2020-04-26","  4.89 %","   .00 %"," 10.04 %","   .00 %","   .00 %",""," 11.03 %"," 25.00 %"," 37.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.26 %","","  2.29 %","   .00 %","  6.93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","  9.17 %",""," 20.00 %","   .00 %","   .00 %","  6.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 31.14 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  5.71 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  3.72 %","   .00 %"
