"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2020-06-06","","11","11","","4","","13","","","10","64","0","19","1","2","","0","","9","","","13","","7","8","","1","","0","","","0","0"
"2020-06-07","2","5","0","","0","","5","","2","0","1","2","7","0","","0","3","1","18","2","0","","0","4","1","","1","","","","","3","18"
"2020-06-08","","1","0","0","11","","15","0","3","","33","0","6","","2","10","1","10","13","0","","6","","3","3","","7","1","1","","","","12"
"2020-06-09","","1","7","0","0","","2","5","1","","18","8","1","","3","2","2","2","19","0","1","3","","3","0","","0","","0","","","","7"
"2020-06-10","","1","0","2","1","1","20","","","11","0","33","0","1","4","","1","1","14","1","","4","","4","","","7","4","","","","","0"
"2020-06-11","","0","0","","","","7","","3","7","3","0","","4","2","15","1","8","17","","","9","","","2","54","3","","1","","","0","0"
"2020-06-12","6","5","5","","","3","3","2","0","5","6","0","3","2","","","0","5","8","","3","7","","4","","21","15","","5","","","","4"
"2020-06-13","1","12","2","","5","","92","","7","0","20","13","0","","3","15","4","","19","","","9","","7","0","","15","0","","","","0","1"
"2020-06-14","1","2","0","16","1","","12","","2","15","4","11","12","2","16","22","1","11","21","0","1","13","","0","","13","7","","0","","","","3"
"2020-06-15","6","0","8","","19","","19","","1","0","8","4","0","1","0","48","","","7","0","","0","","4","0","9","0","5","1","","","2","4"
"2020-06-16","1","1","4","1","","","1","","0","7","8","9","0","0","1","0","9","5","7","0","21","0","","0","0","16","15","","","","","","2"
"2020-06-17","","3","6","11","0","","3","","","57","1","7","0","1","0","7","1","0","25","","","5","","","4","21","18","","","","","","5"
"2020-06-18","","1","34","4","3","2","0","","0","","56","","9","","6","3","7","5","10","6","1","0","7","0","1","","16","","","","","","3"
"2020-06-19","1","2","21","","0","","20","0","","28","41","1","8","2","0","0","","","8","1","1","3","3","1","","11","7","","","","","","6"
"2020-06-20","6","","","2","5","0","15","1","0","","57","4","3","0","0","0","5","18","27","","2","10","1","0","","18","0","5","0","","","","0"
"2020-06-21","0","1","17","14","11","","13","0","1","47","40","29","21","25","","12","5","0","5","","2","6","0","3","","42","3","","2","","","4","1"
"2020-06-22","1","1","13","1","4","0","90","","4","0","32","1","0","4","6","0","10","2","210","","0","0","","13","","-266","0","","5","","","","12"
"2020-06-23","","1","13","1","","","3","","9","41","30","19","5","3","","0","7","0","8","1","0","14","","2","0","","1","5","","","","","4"
"2020-06-24","1","1","3","0","0","","4","","","76","75","11","6","23","0","17","0","0","26","1","","6","","1","","8","9","","13","","","","1"
"2020-06-25","1","11","2","0","0","","5","1","7","29","58","0","8","0","","","3","5","47","","0","7","2","3","","6","8","0","1","","","0","6"
"2020-06-26","1","0","7","0","25","1","5","","","27","49","29","1","4","","1","6","2","17","1","","9","1","","2","7","10","","2","","","","11"
"2020-06-27","0","0","0","1","0","","36","","","16","58","0","3","0","","0","6","0","19","1","5","0","19","3","","-21","6","16","2","","","","0"
"2020-06-28","4","2","12","18","1","0","12","","","1","76","4","41","18","1","1","0","25","15","1","2","15","","2","1","","7","","1","","","","4"
"2020-06-29","0","0","2","10","2","","8","0","3","7","96","9","40","2","","","8","7","28","","","5","7","3","","0","","1","","","","1","6"
"2020-06-30","6","16","5","0","4","1","17","15","4","0","3","17","28","3","0","0","4","6","7","18","36","7","0","1","","1","1","","4","","","","2"
"2020-07-01","1","4","2","12","0","","32","4","","6","102","0","1","5","","","4","0","26","","10","5","","14","","1","12","","2","","","1","7"
"2020-07-02","1","7","24","1","0","3","14","1","","1","95","1","22","10","0","","0","1","21","1","","2","","5","","-2","4","0","","","","","17"
"2020-07-03","","19","0","21","1","","82","0","3","0","283","6","3","2","5","0","2","6","26","4","0","10","0","","","0","1","76","8","","","","3"
"2020-07-04","24","0","13","2","12","","13","","1","7","216","12","1","8","","8","11","5","50","5","5","28","11","1","","","18","","6","","","2","36"
"2020-07-05","11","3","8","0","16","","98","","","12","116","0","25","0","2","1","5","25","27","0","1","6","2","24","","0","8","","13","","","","66"
"2020-07-06","1","6","14","33","12","0","13","","1","1","166","23","57","0","1","3","5","2","21","10","","8","24","4","","","3","13","15","","","","20"
"2020-07-07","4","5","28","0","1","","29","","1","56","273","17","16","1","","","3","7","37","","0","14","7","1","","","4","10","6","","","0","51"
"2020-07-08","1","21","26","1","2","","17","","1","3","215","4","25","4","","","5","7","50","6","3","10","3","18","4","","16","1","1","","","5","78"
"2020-07-09","7","","30","0","2","5","14","0","4","17","260","7","9","1","","1","3","48","56","6","1","14","0","1","","","5","","3","","","","83"
"2020-07-10","3","12","9","1","2","0","55","4","4","30","320","5","86","0","","2","5","32","59","5","18","12","0","16","","","11","0","2","","","","62"
"2020-07-11","11","","3","0","2","3","46","0","","25","218","16","40","31","","","6","14","37","11","","10","","37","","","15","","1","","","","44"
"2020-07-12","0","1","11","3","11","0","11","","","20","230","5","97","","4","","2","3","76","44","36","14","0","5","","","10","2","2","","","","8"
"2020-07-13","7","2","27","31","2","","23","","7","1","283","18","17","11","","6","1","23","29","50","14","13","40","0","5","","1","0","","","","","5"
"2020-07-14","1","5","8","3","1","7","39","","2","29","188","15","1","6","","","10","22","87","0","11","22","0","1","","","7","24","2","","","","52"
"2020-07-15","14","2","61","0","1","2","16","","2","0","286","26","5","1","0","0","9","5","107","1","13","21","","15","","","5","1","10","","","","15"
"2020-07-16","1","3","21","0","7","2","38","","0","0","246","1","15","0","2","","11","10","64","4","4","14","4","16","9","","7","1","4","","","0","10"
"2020-07-17","9","0","9","4","10","","32","","6","21","231","16","0","24","","7","4","28","150","27","54","22","1","13","","","9","19","7","","","5","10"
"2020-07-18","1","9","13","35","3","5","38","3","9","0","182","22","19","5","","0","8","6","121","4","8","22","22","11","","","6","1","20","","","","18"
"2020-07-19","22","4","33","3","5","8","27","","1","39","247","40","40","0","2","","7","1","107","45","18","12","1","10","","","14","8","25","","","","17"
"2020-07-20","4","0","13","22","58","0","32","0","10","15","239","36","28","14","","44","4","24","58","41","4","1","0","4","0","","4","0","3","","","4","11"
"2020-07-21","37","5","40","4","12","0","84","","10","0","225","7","2","","0","5","13","8","68","28","10","3","2","4","","","0","47","10","","","1","22"
"2020-07-22","1","6","10","26","1","3","57","","2","24","371","35","20","34","15","13","24","16","121","15","66","13","17","5","","","28","96","20","","","10","29"
"2020-07-23","7","1","9","24","30","2","47","","6","74","540","4","17","3","7","29","8","25","137","27","","15","4","61","1","","22","84","20","","","","60"
"2020-07-24","10","6","22","8","60","41","136","","2","3","732","3","5","8","1","17","9","20","320","33","9","32","3","10","1","","30","0","13","","","4","56"
"2020-07-25","6","9","23","14","28","0","47","1","0","90","560","3","23","2","1","39","1","24","174","30","0","0","0","38","4","","90","65","0","","","1","47"
"2020-07-26","5","19","29","7","10","8","75","11","15","74","484","11","8","6","11","12","11","103","187","7","15","22","21","30","4","","91","45","17","","","5","33"
"2020-07-27","1","21","19","23","25","1","136","0","32","73","491","6","51","10","10","73","9","43","223","34","34","28","2","8","","","4","68","17","","","4","57"
"2020-07-28","11","21","29","10","2","2","60","1","1","89","332","47","20","2","8","14","14","77","312","73","14","22","0","7","8","","11","24","0","","","2","2"
"2020-07-29","20","26","29","5","4","0","61","2","1","88","245","3","12","12","19","11","8","0","194","66","1","20","26","29","11","","16","24","21","","","2","112"
"2020-07-30","15","6","20","12","53","3","97","8","3","72","250","8","46","0","4","14","14","11","220","66","65","16","4","24","","","9","45","40","","","4","74"
"2020-07-31","25","19","37","10","1","0","28","2","92","97","368","15","19","7","44","50","14","16","214","81","26","13","33","67","9","","36","40","56","","","5","75"
"2020-08-01","15","38","29","13","20","9","54","","49","108","308","19","44","7","30","45","15","31","285","46","30","39","9","33","5","","50","164","39","","","6","62"
"2020-08-02","9","0","12","5","25","5","123","2","13","91","320","13","57","6","18","44","22","2","218","12","24","1","2","8","7","","65","197","51","","","6","76"
"2020-08-03","13","51","79","33","25","0","89","","11","61","331","22","18","7","4","0","11","0","211","97","39","29","26","22","5","","17","38","93","","","6","46"
"2020-08-04","14","5","37","10","40","2","121","0","51","38","288","20","39","3","47","62","12","66","201","49","34","28","2","31","3","","34","0","82","","","1","64"
"2020-08-05","4","11","31","14","22","1","168","","5","75","201","21","24","10","13","20","37","80","196","31","38","15","7","60","0","","73","22","72","","","3","83"
"2020-08-06","17","21","17","81","66","8","105","","27","59","268","16","41","10","30","74","27","56","220","41","72","24","16","25","3","","67","19","101","","","10","178"
"2020-08-07","9","37","69","8","50","34","124","0","43","35","279","16","60","30","84","16","34","16","298","47","36","34","11","61","1","","67","152","39","","","33","110"
"2020-08-08","16","43","73","7","2","7","98","","36","35","274","21","36","2","30","52","14","3","274","50","27","39","5","40","1","","92","136","112","","","0","118"
"2020-08-09","4","6","73","51","58","","177","5","29","85","222","12","38","6","24","59","2","27","342","60","52","35","13","106","22","","55","18","14","","","13","126"
"2020-08-10","8","59","43","10","70","7","72","","107","31","233","22","33","9","31","17","17","5","218","67","38","22","23","32","2","","26","27","168","","","5","126"
"2020-08-11","4","27","54","56","83","10","76","0","14","20","227","16","15","67","25","16","27","23","218","45","17","9","6","57","7","","16","75","26","","","14","91"
"2020-08-12","15","31","81","15","50","10","109","2","36","71","260","26","53","6","41","30","58","21","297","77","24","70","30","105","3","","80","98","36","","","22","119"
"2020-08-13","6","27","59","27","65","22","131","16","39","8","267","42","60","8","39","179","29","23","274","97","64","37","18","56","16","","77","55","38","","","57","145"
"2020-08-14","2","7","56","22","118","5","101","2","40","93","280","34","69","11","48","60","6","10","332","90","52","120","17","75","20","","83","70","59","","","7","88"
"2020-08-15","12","92","165","36","102","115","128","","69","68","327","14","11","19","42","98","13","51","378","133","73","23","11","4","16","","93","146","81","","","20","156"
"2020-08-16","37","27","127","48","107","8","189","16","40","71","318","47","200","30","27","50","60","26","488","95","93","136","26","142","20","","144","116","37","","","38","161"
"2020-08-17","15","37","142","35","104","49","194","0","18","6","243","16","98","12","67","121","27","13","311","94","98","91","21","13","9","","68","160","35","","","11","136"
"2020-08-18","6","66","130","51","73","53","117","","36","42","246","26","75","13","21","90","7","72","419","91","55","80","14","147","8","","40","120","53","","","24","64"
"2020-08-19","20","1","150","67","47","16","222","","25","36","242","21","95","18","42","30","10","53","466","92","73","117","36","11","6","","235","211","66","","","26","155"
"2020-08-20","16","173","140","9","107","1","241","3","44","53","226","84","69","49","76","63","57","35","524","132","56","53","37","232","8","","104","105","77","","","23","101"
"2020-08-21","29","71","102","56","89","11","207","2","27","58","162","21","80","72","49","81","89","21","475","146","81","128","91","94","3","","87","154","78","","","31","103"
"2020-08-22","23","56","105","136","77","6","257","","100","62","192","48","120","63","55","44","62","7","443","81","83","219","43","64","1","","109","147","145","","","14","57"
"2020-08-23","21","62","115","98","92","9","158","9","60","43","271","46","121","43","36","58","43","63","606","95","85","120","68","153","11","","156","137","104","","","40","70"
"2020-08-24","1","57","88","62","66","3","589","2","13","3","179","51","215","20","30","34","56","30","474","181","78","156","26","93","2","","86","143","104","","","26","81"
"2020-08-25","23","14","129","28","58","11","247","6","1","60","212","101","217","15","16","95","97","28","423","174","101","137","27","103","8","","144","177","55","","","1","44"
"2020-08-26","63","76","98","98","114","4","357","8","67","41","196","95","173","93","28","41","76","74","547","91","134","92","65","171","15","","144","146","107","","","3","154"
"2020-08-27","13","99","119","157","82","5","492","16","60","9","177","43","176","94","27","58","76","63","587","89","44","177","31","76","19","","121","154","182","","","37","101"
"2020-08-28","56","68","87","152","51","14","369","12","61","48","174","44","88","43","41","36","44","59","775","140","86","272","38","109","23","","115","495","128","","","27","27"
"2020-08-29","11","64","78","146","76","38","323","7","94","20","169","36","83","55","2","26","77","50","762","25","21","123","41","120","25","","135","450","63","","","38","94"
"2020-08-30","25","35","138","124","40","0","337","2","49","9","216","66","38","45","40","60","44","68","684","120","49","292","38","29","7","","118","104","102","","","44","91"
"2020-08-31","14","42","103","82","47","9","236","3","67","7","190","82","103","85","63","17","128","86","616","127","80","72","18","91","16","","46","54","78","","","21","19"
"2020-09-01","58","24","40","61","94","9","312","1","132","29","207","78","85","59","82","22","128","50","666","139","32","215","46","67","79","","136","13","83","","","22","56"
"2020-09-02","66","10","194","185","87","36","400","0","37","27","169","60","117","60","37","32","57","102","731","90","13","137","55","62","49","","217","25","78","","","26","60"
"2020-09-03","41","39","114","238","186","27","370","11","56","9","107","79","127","80","27","44","85","80","722","93","55","365","46","100","49","","157","111","68","","","50","95"
"2020-09-04","60","43","9","120","138","44","384","23","18","18","97","66","23","37","37","27","51","107","859","83","17","134","85","70","40","","235","169","80","","","66","127"
"2020-09-05","68","37","153","274","50","67","295","4","69","29","102","85","206","87","37","38","48","44","878","90","25","326","33","34","98","","61","67","83","","","99","56"
"2020-09-06","73","43","120","396","107","29","322","7","51","20","108","67","252","192","57","45","103","84","797","84","37","142","78","62","93","","117","101","83","","","106","34"
"2020-09-07","120","75","105","176","74","22","386","12","74","14","91","86","285","199","28","25","83","66","767","86","33","122","44","57","48","","200","153","77","","","117","96"
"2020-09-08","38","110","92","81","89","25","376","27","81","53","69","91","178","103","39","84","85","55","535","93","22","207","40","34","102","","217","206","85","","102","107","64"
"2020-09-09","57","163","103","92","46","58","392","24","65","33","71","94","140","70","38","85","116","63","615","97","21","3","121","69","107","","387","82","79","","176","124","157"
"2020-09-10","114","180","74","169","82","41","392","18","101","18","95","109","148","49","74","57","147","81","687","127","19","160","125","48","96","","332","58","104","","114","74","98"
"2020-09-11","138","124","209","97","112","39","354","10","87","25","89","122","119","79","58","47","130","60","606","93","47","160","151","77","103","","279","105","91","","206","91","88"
"2020-09-12","115","51","127","139","67","26","368","14","67","13","58","100","133","70","70","49","148","78","815","98","26","58","107","71","73","","237","75","112","","192","72","148"
"2020-09-13","103","142","134","146","123","61","382","15","74","16","86","108","128","162","60","86","156","76","556","100","68","147","112","60","128","","212","98","141","","107","91","35"
"2020-09-14","108","197","130","95","53","19","367","34","80","14","44","97","156","95","93","78","143","63","758","99","22","133","98","43","116","","310","136","130","","218","74","195"
"2020-09-15","39","39","156","157","143","30","357","15","68","9","46","95","116","91","79","95","75","56","517","95","33","137","90","38","90","","246","79","127","","344","99","84"
"2020-09-16","147","97","150","183","55","22","374","18","63","58","68","188","162","121","44","73","99","87","876","83","64","131","86","47","119","","287","80","114","","262","74","38"
"2020-09-17","84","44","141","149","72","94","389","6","86","23","75","126","150","111","114","116","103","77","647","98","28","147","107","94","99","","291","66","91","","330","129","154"
"2020-09-18","155","73","133","100","81","56","492","10","67","25","58","123","184","83","67","77","121","73","688","99","53","163","73","54","54","","166","160","127","","337","62","166"
"2020-09-19","109","78","183","116","43","55","491","23","80","43","65","146","176","80","90","102","123","72","663","114","63","107","102","47","52","","326","92","154","","210","83","121"
"2020-09-20","176","79","121","99","74","47","549","12","67","16","51","167","158","153","100","178","107","118","644","94","63","152","133","53","62","","292","85","107","","225","25","123"
"2020-09-21","130","68","155","114","114","45","595","10","71","27","57","176","131","205","40","153","155","62","652","90","69","171","54","53","58","","182","134","113","","206","19","133"
"2020-09-22","107","114","150","128","34","77","586","12","54","2","35","104","187","84","105","74","126","33","712","63","72","174","75","82","58","","265","29","113","","243","90","201"
"2020-09-23","110","67","161","121","136","43","577","22","70","42","71","173","201","205","57","55","148","42","647","89","44","139","70","50","115","","219","51","111","","169","131","101"
"2020-09-24","155","53","162","108","105","67","567","22","56","19","90","193","151","174","58","143","109","90","653","77","34","127","143","84","74","","203","62","130","","164","129","138"
"2020-09-25","194","76","118","114","48","29","465","20","68","13","63","181","237","81","116","102","110","82","725","72","61","154","131","52","175","","199","61","131","","224","26","80"
"2020-09-26","197","76","194","106","124","49","409","14","84","20","62","171","136","120","71","91","119","55","902","82","28","153","58","51","173","","168","121","81","","326","14","101"
"2020-09-27","200","85","72","154","51","48","380","8","76","22","39","123","103","109","73","62","107","212","818","69","69","149","40","48","114","","184","48","117","","214","25","103"
"2020-09-28","179","101","100","137","67","42","318","12","69","31","28","86","110","71","42","62","103","86","506","59","21","118","124","43","106","","79","101","120","","148","65","101"
"2020-09-29","129","78","146","69","59","45","230","15","91","21","34","84","60","96","54","81","94","81","555","55","24","143","58","68","85","","178","41","98","","211","22","62"
"2020-09-30","100","114","152","111","95","10","359","13","47","18","54","78","130","77","76","103","101","97","601","52","29","141","89","88","87","","132","29","131","","154","94","81"
"2020-10-01","188","81","96","86","61","20","371","12","60","29","42","83","144","106","106","59","119","109","671","47","123","123","57","64","66","","197","39","73","","240","70","73"
"2020-10-02","100","99","107","106","82","47","358","11","47","19","31","73","139","41","51","97","129","106","766","66","46","156","116","74","84","","115","32","126","","158","129","89"
"2020-10-03","64","95","85","98","70","28","256","16","51","18","52","72","110","146","41","32","115","133","561","44","62","153","14","67","56","","127","36","123","","147","83","98"
"2020-10-04","119","103","122","94","36","54","268","21","85","22","57","80","148","107","77","60","103","101","638","45","19","131","61","61","147","","140","53","107","","149","25","93"
"2020-10-05","115","109","79","148","49","18","136","18","74","7","43","45","112","46","44","32","132","107","506","43","67","101","59","38","58","","79","26","106","","106","23","91"
"2020-10-06","126","93","70","68","97","13","214","18","36","11","44","68","88","68","77","44","151","51","448","39","32","100","72","35","159","","124","11","73","","86","69","88"
"2020-10-07","142","94","121","93","28","31","166","20","68","7","47","62","90","64","63","43","135","61","568","43","82","92","67","44","74","","145","17","138","","202","87","101"
"2020-10-08","128","86","72","94","101","1","243","24","73","9","38","77","101","83","124","116","82","63","562","37","28","115","107","58","114","","122","29","136","","130","86","105"
"2020-10-09","107","62","115","86","66","31","234","15","45","8","45","65","118","77","45","34","69","75","482","45","40","134","51","38","153","","64","3","107","","94","69","120"
"2020-10-10","131","97","116","95","66","20","244","16","43","19","39","68","99","68","105","45","91","67","393","46","61","127","92","65","83","","114","29","105","","88","79","143"
"2020-10-11","208","85","103","92","34","37","134","14","25","10","34","86","90","57","75","49","75","43","410","72","27","120","60","48","88","","70","21","84","","86","48","161"
"2020-10-12","229","93","42","99","67","10","118","17","66","7","37","84","97","66","57","35","73","70","359","24","48","128","28","40","63","","73","10","60","","75","53","195"
"2020-10-13","136","77","111","64","50","21","144","15","27","6","36","55","82","100","64","50","68","37","364","39","53","110","39","31","69","","71","33","56","","67","50","150"
"2020-10-14","216","64","164","90","50","31","209","13","33","8","29","84","113","57","76","38","70","51","385","31","57","122","60","35","95","","49","21","49","","74","44","186"
"2020-10-15","170","91","106","69","67","70","186","12","50","9","36","64","72","54","55","42","87","42","368","32","30","134","58","23","85","","87","31","54","","72","53","161"
"2020-10-16","151","170","163","142","114","91","342","21","88","17","54","130","143","109","106","66","159","88","729","70","85","253","79","54","126","","160","56","107","","134","133","298"
"2020-10-17","107","71","104","80","16","32","175","0","33","7","13","86","113","71","94","34","82","67","259","29","38","119","50","20","108","","77","14","37","","50","70","140"
"2020-10-18","129","71","69","77","41","12","150","20","38","6","33","64","73","43","69","31","61","58","283","41","20","111","60","40","90","","30","24","52","","56","68","99"
"2020-10-19","119","88","86","46","63","11","145","14","55","10","24","55","86","50","43","23","65","59","300","42","41","107","52","33","37","","72","10","38","","65","45","98"
"2020-10-20","109","66","90","35","19","24","111","21","50","2","39","73","49","51","76","18","106","56","221","36","30","93","43","32","128","","49","17","44","","43","73","100"
"2020-10-21","120","64","73","66","64","7","153","9","35","9","27","78","67","56","45","46","61","65","273","29","38","99","62","23","43","","72","25","37","","51","30","104"
"2020-10-22","106","63","73","63","46","12","150","5","48","4","28","99","72","48","82","48","51","74","254","54","16","92","41","33","63","","55","14","50","","50","20","99"
"2020-10-23","213","139","113","124","114","16","310","13","70","15","44","151","148","101","127","68","112","137","462","88","50","196","106","67","147","","137","28","90","","94","28","198"
"2020-10-24","83","65","128","56","35","11","103","11","23","7","45","77","57","45","36","34","42","73","183","45","37","45","51","32","92","","51","17","42","","35","24","110"
"2020-10-25","100","80","26","53","21","35","132","8","39","13","33","79","43","54","36","24","105","51","158","35","53","42","41","23","89","","58","11","32","","31","22","106"
"2020-10-26","141","44","84","49","24","12","106","11","25","6","20","72","56","50","24","7","51","87","110","39","23","113","40","28","44","","47","8","29","","26","14","90"
