"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-04-15","5","8","27","1","3","1","7","11","57","15","0","0","1","4","1","8","62","0","7","0","2","0","7","17","0","247","4","0","16","15","0","5","0","2","0","287","8","","11","4","7","2","0","0","10","26","0","13","47","16","10","4","60","15","0","18","1","4","1","1","10","4","9","0","0","2"
"2020-04-16","6","9","29","1","3","2","8","11","55","15","0","0","1","4","2","8","66","0","7","0","2","0","6","18","0","261","5","0","16","16","0","5","0","2","0","302","9","","11","5","7","3","0","0","12","26","1","14","47","17","10","8","60","16","0","18","1","4","1","1","10","4","9","0","0","2"
"2020-04-17","6","9","30","1","3","2","9","11","56","16","0","0","1","4","2","8","66","0","7","0","2","0","8","19","0","269","5","0","17","21","2","7","0","2","1","317","11","","11","5","7","3","0","0","11","26","1","14","50","18","10","9","66","18","0","18","1","5","1","1","11","4","9","0","0","2"
"2020-04-18","7","9","30","1","3","2","9","11","68","18","0","0","1","4","2","8","72","0","7","0","2","0","8","21","0","275","5","0","17","22","2","8","0","2","1","324","12","","11","5","7","3","0","0","11","27","1","14","53","20","12","11","67","18","0","21","1","5","1","1","11","4","10","0","0","2"
"2020-04-19","7","9","30","1","3","2","9","11","70","19","0","0","1","5","2","8","72","0","7","0","2","0","8","21","0","282","5","0","17","25","2","8","0","3","1","329","13","","11","6","7","3","0","0","12","28","1","15","53","20","12","11","71","18","0","21","1","5","1","1","11","4","10","0","0","2"
"2020-04-20","7","9","31","1","3","2","9","11","72","19","0","0","1","5","2","9","74","0","7","0","2","0","9","21","0","286","5","0","17","27","2","8","0","3","1","339","13","","13","7","7","4","0","0","12","28","1","15","53","20","12","12","73","19","0","21","1","5","1","1","11","4","10","0","1","2"
"2020-04-21","7","9","31","1","7","2","9","11","83","20","0","0","1","5","2","10","90","0","8","0","2","0","10","21","0","288","5","0","17","30","2","9","0","4","1","344","13","","13","10","7","4","0","0","12","29","1","16","57","26","13","16","74","19","0","25","2","5","1","1","13","4","12","0","1","2"
"2020-04-22","7","9","33","1","7","2","9","12","84","23","0","0","1","5","2","10","95","0","10","0","2","0","11","22","0","297","5","0","17","32","2","10","0","4","1","367","14","","16","10","7","4","0","0","13","31","1","18","57","29","13","17","81","18","0","24","1","5","1","1","13","4","12","0","1","2"
"2020-04-23","7","9","33","2","7","2","12","12","85","24","0","0","2","5","2","10","100","0","10","0","2","0","12","23","0","306","5","0","17","32","3","11","0","4","1","387","16","","16","11","8","4","0","0","15","33","1","17","59","31","13","18","89","18","0","25","59","6","1","1","13","4","12","0","2","2"
"2020-04-24","7","9","34","2","7","2","13","12","85","26","0","0","2","5","3","10","109","0","10","0","2","0","13","25","0","323","5","0","17","35","4","11","0","4","2","392","16","","16","10","8","4","0","0","15","34","1","19","63","34","14","18","91","21","0","25","59","6","1","1","14","4","13","0","2","2"
"2020-04-25","7","9","35","3","7","3","13","12","92","26","0","0","2","5","3","10","114","0","11","0","2","0","15","26","0","325","5","0","17","39","4","11","0","4","2","399","16","","16","11","8","4","0","0","15","35","1","18","64","34","14","20","93","21","0","26","63","6","1","2","14","4","15","0","3","2"
"2020-04-26","7","9","36","3","7","3","13","13","93","27","0","0","2","6","3","10","120","0","11","0","2","0","16","26","0","329","5","0","17","39","4","11","0","4","2","406","16","","15","12","8","4","0","0","15","36","1","18","64","34","15","20","94","21","0","26","59","6","1","2","14","4","15","0","3","2"
"2020-04-27","9","9","35","3","7","3","13","13","93","27","0","0","2","6","3","11","124","0","11","0","2","0","17","26","0","331","6","0","18","39","4","11","0","4","2","406","16","","17","12","9","5","0","0","15","36","1","18","64","35","15","20","100","21","0","26","43","6","1","2","18","4","16","0","3","2"
"2020-04-28","9","9","36","3","7","3","13","14","100","28","0","0","2","7","4","11","125","0","12","0","3","0","18","27","1","340","6","0","21","39","5","13","0","4","3","410","16","","17","15","10","5","0","1","18","37","1","19","66","37","15","20","104","21","0","31","43","6","1","2","18","4","16","0","3","2"
"2020-04-29","9","9","38","6","7","3","13","15","106","29","0","0","2","7","4","11","129","0","12","0","3","0","19","29","1","340","6","0","20","44","7","14","0","4","4","416","16","","17","15","10","5","0","1","19","37","1","19","68","39","16","20","108","21","0","31","43","6","1","2","18","4","16","0","3","2"
"2020-04-30","10","9","40","6","7","3","13","17","107","29","0","0","2","7","4","11","137","0","14","1","3","0","21","30","2","346","6","0","20","45","8","15","0","4","4","434","16","","17","15","10","5","0","1","20","38","1","19","69","42","17","20","110","22","0","32","43","6","1","2","18","4","18","0","2","2"
"2020-05-01","10","9","40","6","7","3","13","17","113","29","0","0","2","7","4","11","146","0","14","1","3","0","21","30","2","368","6","0","20","50","8","15","0","4","4","437","21","","17","15","10","5","0","1","20","38","1","19","71","44","17","23","112","23","0","33","43","6","1","2","21","4","19","0","2","2"
"2020-05-02","10","9","40","6","7","3","13","17","113","31","0","0","2","7","4","12","148","0","15","1","3","0","22","32","3","369","6","0","20","52","9","16","0","4","4","439","22","","17","15","10","5","0","1","20","39","1","19","71","44","18","23","114","23","0","33","43","7","1","2","21","4","19","0","2","2"
"2020-05-03","10","9","40","6","7","3","13","17","114","31","0","0","2","7","4","12","153","0","16","1","3","0","23","32","3","371","6","0","20","52","9","16","0","4","4","441","22","","17","15","10","5","0","1","20","40","1","20","71","45","18","23","114","23","0","33","43","7","1","2","21","4","22","0","3","2"
"2020-05-04","10","9","40","6","7","3","13","17","114","31","0","0","2","7","5","13","156","0","16","1","3","0","23","32","3","377","6","0","20","52","9","16","0","4","5","447","22","","17","16","10","5","0","1","20","41","1","20","71","45","18","23","116","23","0","33","73","7","1","2","21","4","22","0","3","2"
"2020-05-05","10","9","40","6","7","3","14","17","123","34","0","0","3","7","4","13","163","0","16","1","3","0","23","32","3","381","6","0","20","53","10","18","0","4","6","453","22","","17","17","11","6","1","1","20","41","1","20","75","47","19","23","118","23","0","32","73","7","1","2","23","4","23","0","4","2"
"2020-05-06","10","9","44","8","7","4","15","18","124","35","0","0","2","7","4","13","165","0","18","1","4","0","24","32","4","387","6","0","21","53","11","18","0","4","8","464","24","","17","17","11","6","1","1","20","43","1","20","74","48","19","24","120","25","0","33","74","7","2","2","24","4","24","0","4","2"
"2020-05-07","11","9","46","9","7","4","16","18","126","37","0","0","2","9","4","13","170","0","19","1","4","0","26","33","4","391","6","0","21","55","11","19","0","5","8","463","25","","17","17","11","6","1","1","20","43","1","20","76","49","20","24","124","26","0","35","74","8","2","2","24","4","24","0","5","2"
"2020-05-08","11","9","46","10","7","4","17","19","128","38","0","0","2","9","4","13","171","0","19","1","4","0","26","35","4","392","6","0","21","57","11","21","0","5","8","463","25","","17","17","11","6","1","1","20","43","1","20","76","49","20","25","125","27","0","36","74","8","2","2","24","4","24","0","6","2"
"2020-05-09","11","9","46","11","7","4","18","20","129","37","0","0","2","9","4","13","179","0","21","1","4","0","26","36","4","396","6","0","22","59","11","22","0","5","9","468","25","","17","17","12","6","1","1","20","43","1","20","76","49","21","26","130","27","0","37","74","8","2","2","26","4","25","0","6","2"
"2020-05-10","11","9","46","11","7","4","18","20","133","37","0","0","2","9","4","13","182","0","21","1","4","0","26","36","4","397","6","0","22","59","11","24","0","5","9","468","25","","17","17","13","6","1","1","20","43","1","20","76","50","21","26","133","28","0","38","74","9","2","2","26","4","26","0","6","2"
"2020-05-11","11","9","48","11","7","4","20","21","132","37","0","0","3","9","4","14","188","0","20","1","4","0","26","36","5","402","6","0","22","59","11","24","0","5","9","470","25","","17","17","13","6","1","1","20","43","1","20","77","50","21","26","136","28","0","39","68","10","2","2","26","4","29","0","6","2"
"2020-05-12","11","10","49","11","8","4","20","22","135","40","0","0","3","9","4","14","190","0","20","1","6","1","26","37","6","405","6","0","22","60","12","24","0","5","9","477","27","","19","17","13","6","1","1","19","43","1","20","76","51","21","26","141","29","0","39","67","11","2","2","26","4","28","0","8","2"
"2020-05-13","11","10","48","11","9","4","20","22","140","40","0","0","3","10","4","14","199","0","21","1","7","1","26","38","8","408","6","0","22","60","13","23","0","5","9","481","31","","16","16","13","6","1","0","18","43","1","22","77","51","22","26","142","30","0","39","66","11","2","2","29","4","30","0","7","2"
"2020-05-14","11","10","48","11","9","4","20","22","143","40","0","0","3","10","4","14","201","0","21","1","8","1","33","38","8","423","6","0","23","60","13","23","0","5","10","482","31","","16","17","13","6","1","0","18","42","1","22","78","51","22","27","142","30","0","41","66","11","2","2","29","5","30","0","7","2"
"2020-05-15","11","10","48","11","9","4","20","23","147","40","0","0","3","10","4","14","205","0","21","1","8","1","31","38","8","424","6","0","23","63","13","23","0","5","12","489","31","","16","18","14","6","1","0","18","41","1","23","77","51","22","28","143","30","0","43","66","13","3","2","31","5","30","0","8","2"
"2020-05-16","11","10","49","11","9","4","20","23","155","40","0","0","3","10","4","15","208","0","22","1","8","1","32","38","9","427","6","0","23","63","13","24","0","5","12","495","31","","16","20","14","6","1","0","18","41","1","23","77","51","22","29","142","31","0","43","66","14","3","2","32","5","30","0","8","2"
"2020-05-17","12","10","49","11","9","4","20","23","155","40","0","0","3","10","5","15","212","0","22","1","8","1","32","38","9","430","6","0","23","63","13","25","0","5","12","495","31","","16","20","14","6","1","0","18","42","1","23","77","51","22","29","144","30","0","43","66","14","3","2","32","5","30","0","8","2"
"2020-05-18","12","10","50","11","9","4","20","24","155","40","0","0","3","10","5","16","216","0","23","1","8","1","33","38","10","430","6","0","23","64","13","25","0","5","12","495","31","","16","20","14","6","1","0","19","42","1","23","77","51","22","29","147","30","0","43","123","14","3","2","32","5","30","0","8","2"
"2020-05-19","12","10","50","11","9","4","20","24","155","40","0","0","3","10","5","16","219","0","24","1","9","1","35","38","10","429","6","0","23","64","14","26","0","5","12","494","32","","16","21","15","6","2","0","20","42","1","23","77","51","22","29","149","30","0","44","123","15","3","2","34","5","30","0","8","2"
"2020-05-20","12","10","52","11","9","4","20","24","156","42","0","0","3","10","5","16","221","0","27","1","9","1","35","38","10","431","6","0","23","64","14","26","0","5","13","500","34","","16","21","16","6","2","0","21","42","1","23","77","52","22","29","151","30","0","44","123","14","3","2","36","5","30","0","8","2"
"2020-05-21","15","10","52","11","9","4","21","24","156","42","0","0","3","10","5","16","225","0","27","1","9","1","35","39","10","432","6","1","23","64","14","26","0","5","13","500","34","","16","22","16","6","2","0","21","43","1","24","77","52","22","29","154","31","0","45","123","16","3","2","36","5","30","0","8","2"
"2020-05-22","15","10","52","11","9","4","21","24","156","42","0","0","3","10","5","16","225","0","27","1","9","1","35","39","10","432","6","1","23","64","14","26","0","5","13","500","34","","16","22","16","6","2","0","21","43","1","24","77","52","22","29","154","31","0","45","162","16","3","2","36","5","30","0","8","2"
"2020-05-23","15","10","52","11","9","4","21","24","156","42","0","0","3","10","5","16","225","0","27","1","9","1","35","39","10","432","6","1","23","64","14","26","0","5","13","500","34","","16","22","16","6","2","0","21","43","1","24","77","52","22","29","154","31","0","45","162","16","3","2","36","5","30","0","8","2"
"2020-05-24","18","10","54","12","9","4","21","25","174","43","0","0","3","10","5","16","229","0","28","1","10","1","36","40","11","433","7","1","23","68","14","26","0","5","13","500","35","","16","22","21","6","3","0","21","43","1","25","77","52","22","29","156","33","0","48","123","17","3","3","37","6","30","0","10","2"
"2020-05-25","18","10","55","12","9","4","21","25","174","44","0","0","3","10","5","16","230","0","28","1","10","1","37","40","11","437","7","1","23","70","14","27","0","5","13","502","36","","17","22","21","6","3","0","22","44","1","25","77","52","22","29","156","33","0","48","105","17","3","3","37","6","30","0","11","2"
"2020-05-26","18","10","55","12","9","4","22","25","175","44","0","0","3","10","5","17","230","0","28","1","10","1","37","40","11","438","7","1","23","71","14","27","0","5","13","504","37","","17","22","23","6","3","0","22","44","1","25","77","52","22","29","156","33","0","48","105","17","3","3","37","6","30","0","12","2"
"2020-05-27","22","10","55","12","9","4","22","26","178","44","0","0","3","10","5","17","233","0","28","1","10","1","37","40","11","438","7","1","24","71","14","27","0","5","13","506","37","","17","24","23","7","3","0","22","44","1","25","78","53","22","29","156","34","0","48","105","17","3","3","38","6","30","0","12","2"
"2020-05-28","22","10","56","13","9","4","23","26","180","45","0","0","3","10","5","17","233","0","30","1","10","1","37","41","12","441","7","1","25","71","14","27","0","5","13","505","40","","17","24","23","7","3","0","22","44","1","25","78","54","22","29","156","34","0","48","105","17","3","3","38","6","31","0","12","2"
"2020-05-29","23","10","56","14","9","4","23","26","186","46","0","0","3","10","5","17","236","0","30","1","10","1","37","41","13","446","7","1","26","71","14","27","0","5","13","505","41","","17","24","24","7","3","0","22","44","1","25","79","54","23","29","157","34","0","49","105","17","3","3","38","7","31","0","12","2"
"2020-05-30","23","10","56","14","9","4","23","26","188","49","0","0","3","10","5","17","239","0","30","1","10","1","37","41","13","447","7","1","26","71","14","28","0","5","13","507","41","","17","24","26","7","3","0","22","44","1","25","79","54","23","30","158","35","0","51","105","17","3","3","38","7","30","0","13","2"
"2020-05-31","23","10","56","14","9","4","23","26","188","49","0","0","3","10","5","17","239","0","30","1","10","1","38","41","13","450","7","0","26","71","14","29","0","5","13","507","41","","17","24","26","7","3","0","22","44","1","25","79","54","23","30","158","35","0","52","105","17","3","3","38","7","30","0","13","2"
"2020-06-01","23","10","56","14","9","4","23","26","189","49","0","0","3","10","5","17","239","0","30","1","10","1","38","41","13","451","7","0","26","72","14","29","0","5","13","507","41","","17","24","28","7","3","0","22","44","1","25","79","54","23","30","158","35","0","51","111","17","3","3","38","7","30","0","13","2"
"2020-06-02","24","10","56","14","9","4","23","26","190","49","0","0","3","10","5","17","240","0","30","1","10","1","38","41","15","453","7","1","27","72","14","30","2","5","13","506","44","","17","25","31","7","3","0","22","45","1","27","82","54","23","31","159","37","0","54","111","19","3","3","38","7","31","0","13","2"
"2020-06-03","26","10","57","14","9","4","23","25","198","49","0","0","3","10","5","17","242","0","30","1","12","1","38","42","15","454","7","0","27","72","16","31","2","5","13","509","48","","17","25","33","7","3","0","22","45","1","27","82","54","23","32","162","39","0","55","111","19","3","3","39","7","31","0","13","2"
"2020-06-04","26","10","57","14","9","4","23","25","198","49","1","0","3","10","5","17","246","0","30","1","12","1","38","42","15","455","7","0","28","72","16","31","2","5","13","511","49","","17","25","33","7","3","0","22","45","1","27","82","54","23","32","162","39","0","55","111","19","4","3","41","7","31","0","13","2"
"2020-06-05","26","10","58","13","9","4","23","25","203","51","1","0","3","10","5","17","250","0","30","1","12","1","39","42","15","457","7","0","29","73","17","31","2","5","13","511","51","","17","25","36","7","3","0","22","45","1","27","84","54","24","32","163","39","0","55","111","20","4","3","42","8","31","0","13","2"
"2020-06-06","27","10","58","13","9","4","23","25","206","51","1","0","3","10","5","17","250","0","30","1","12","1","40","42","15","458","7","0","29","74","17","31","2","5","13","512","53","","17","25","38","7","3","0","23","45","1","27","84","54","24","32","163","39","0","55","111","20","4","3","42","8","31","0","13","2"
"2020-06-07","28","10","58","13","9","4","23","26","206","51","1","0","3","10","5","17","252","0","30","1","12","1","41","42","15","459","7","0","29","75","17","31","2","5","13","512","54","","17","25","38","7","3","0","23","45","1","27","84","54","24","32","165","39","0","55","111","20","4","3","42","8","31","1","13","2"
"2020-06-08","29","10","58","13","9","4","23","26","206","51","1","0","3","10","5","17","252","0","30","1","12","1","41","42","15","462","7","0","30","75","17","31","2","5","13","512","54","","17","25","38","7","3","0","23","45","1","27","84","54","24","32","166","39","0","55","113","20","4","3","42","8","31","1","13","2"
"2020-06-09","29","10","58","13","9","4","24","26","210","51","1","0","3","10","5","17","252","0","31","1","12","1","41","43","15","462","7","0","30","76","18","31","2","5","13","513","56","","17","25","38","7","3","0","23","45","1","27","84","54","25","32","166","39","0","55","113","20","4","3","42","8","31","1","13","2"
"2020-06-10","29","10","58","13","9","5","24","26","210","51","1","0","3","10","5","17","254","0","31","1","12","1","41","43","15","463","7","0","30","76","18","31","2","6","13","513","57","","17","25","41","7","3","0","23","45","1","27","83","54","25","32","166","41","0","56","113","20","4","3","42","8","31","1","13","2"
"2020-06-11","31","10","58","14","9","6","24","26","210","51","1","0","3","10","5","17","254","0","31","1","13","1","41","43","15","464","7","0","33","77","18","31","2","6","13","515","57","","17","25","41","7","3","0","23","46","1","27","83","55","25","33","167","42","0","56","113","20","4","3","43","8","31","1","13","3"
"2020-06-12","31","10","58","14","9","6","24","26","210","51","1","0","3","10","5","17","256","0","32","1","13","1","42","43","15","465","7","0","32","77","18","31","2","6","13","516","59","","17","25","41","7","3","0","23","46","1","27","83","55","26","33","167","42","0","57","113","20","4","3","43","8","31","1","13","3"
"2020-06-13","31","10","58","14","9","6","24","27","213","51","1","0","3","10","5","17","256","0","32","1","13","1","42","43","15","465","7","0","32","77","18","31","2","6","13","516","59","","17","25","41","7","3","1","23","46","1","27","83","55","26","33","167","42","0","57","113","20","5","3","43","8","31","2","14","3"
"2020-06-14","31","10","58","14","9","6","24","28","213","51","1","0","3","10","5","17","258","0","32","1","13","1","42","43","15","466","7","0","32","77","18","32","2","6","13","518","59","","17","25","41","7","3","1","23","46","1","27","83","55","27","33","168","42","0","57","113","20","5","3","43","8","31","3","14","3"
"2020-06-15","31","10","58","14","9","6","24","28","214","51","1","0","3","10","5","17","259","0","32","1","13","1","42","43","15","467","7","0","32","77","18","32","2","6","13","519","59","","17","25","41","7","3","1","23","46","1","27","83","55","27","33","169","42","0","57","112","20","5","3","43","8","31","3","14","3"
"2020-06-16","32","10","58","14","9","6","24","28","217","51","1","0","3","10","5","17","260","0","32","1","14","1","42","43","15","471","7","0","32","77","18","33","2","6","13","522","61","","17","25","45","8","3","1","23","46","1","27","83","55","28","33","169","42","0","58","112","20","5","3","43","8","31","3","14","4"
"2020-06-17","32","10","58","14","10","6","24","28","217","52","1","0","3","10","5","17","260","0","32","1","14","1","42","43","15","472","7","0","32","78","18","33","2","6","13","523","66","","17","27","47","8","3","1","23","46","1","28","83","55","28","35","170","42","0","58","112","20","5","3","43","10","30","3","14","5"
"2020-06-18","32","10","58","14","10","6","24","28","217","52","1","0","3","10","5","17","260","0","32","1","14","1","42","43","15","472","7","0","32","78","18","33","2","6","13","523","66","","17","27","47","8","3","1","23","46","1","28","83","55","28","35","170","42","0","58","112","20","5","3","43","10","30","3","14","5"
