"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-04-01","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-02","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","",""," ##.## %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-03","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-04-04","","","   .00 %","   .00 %","   .00 %","",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-04-05","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-04-06","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","",""," 75.00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-04-07","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-08","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-09","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-10","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-04-11","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %",""," 25.00 %"
"2020-04-12","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-04-13","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-14","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-15","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-16","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-17","","","   .00 %","","","","","   .00 %","","","","","","","","","","","",""," 71.43 %","   .00 %","","","","","","   .00 %","   .00 %","","","-##.## %"," ##.## %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-18","","","   .00 %","","","","","   .00 %","","","","","","","","","","","","","  8.33 %","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %"," 25.00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-19","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 15.38 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-20","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-21","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 20.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," ##.## %",""
"2020-04-22","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 11.11 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","","","","","   .00 %",""
"2020-04-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 15.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","   .00 %","","","","","   .00 %",""
"2020-04-25","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.35 %","   .00 %","","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-26","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-27","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-28","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-29","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 16.67 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-30","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.57 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-01","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-02","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.45 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 28.57 %","   .00 %","","","","","   .00 %",""
"2020-05-03","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.33 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-04","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-05","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 12.90 %","   .00 %","","","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.11 %","   .00 %","","","","","   .00 %",""
"2020-05-06","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.71 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-07","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.41 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","","","","","   .00 %",""
"2020-05-08","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-09","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 10.26 %"," 50.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-10","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.33 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-11","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.27 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-12","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  8.89 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 50.00 %",""
"2020-05-13","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.08 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-14","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-15","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.96 %"," 33.33 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-16","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.92 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-17","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.77 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-18","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-19","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 10.91 %","   .00 %","","","   .00 %",""," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","  9.09 %","   .00 %","","","","","   .00 %",""
"2020-05-20","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.64 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  8.33 %","   .00 %","","","","","   .00 %",""
"2020-05-21","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.23 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-22","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 33.33 %",""
"2020-05-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.69 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.69 %","   .00 %","","","","","   .00 %",""
"2020-05-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-25"," ##.## %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-26","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.99 %"," 25.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-27","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.45 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.14 %","   .00 %","","","",""," 50.00 %",""
"2020-05-28","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 13.33 %","   .00 %","","","","","-16.67 %",""
"2020-05-29","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.43 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-30","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.23 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 40.00 %",""
"2020-05-31","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," ##.## %","","","","","   .00 %",""
"2020-06-01","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-02","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-03","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.41 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-04","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-05","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.85 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-06","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 14.29 %",""
"2020-06-07","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-08","   .00 %","","","","","   .00 %",""," 50.00 %","","","","","","","","","","","","","  2.47 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-09","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.41 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.88 %","   .00 %","","","","","   .00 %",""
"2020-06-10","   .00 %","","","","","   .00 %",""," 33.33 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-11","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.35 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.56 %","   .00 %","","","","","   .00 %",""
"2020-06-12","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  6.90 %","   .00 %","","","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 12.50 %",""
"2020-06-13","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-14","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-15","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.08 %"," 20.00 %","","","   .00 %",""," 40.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-16","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.13 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-17","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.12 %","   .00 %","","","   .00 %",""," 14.29 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-18","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.01 %"," 16.67 %","","","   .00 %",""," 12.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-19","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 50.00 %","","","","","   .00 %",""
"2020-06-20","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-21","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %",""," 11.11 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.53 %","   .00 %","","","","","   .00 %",""
"2020-06-22","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.94 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.76 %","   .00 %","","","",""," 11.11 %",""
"2020-06-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-25","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-06-26","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .95 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  9.09 %",""
"2020-06-27","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %"," 14.29 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-28","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-29","   .00 %","","","","","   .00 %",""," 25.00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
