"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-05-09","   .00 %","   .00 %","  2.86 %","  2.14 %","   .00 %","  -.29 %","   .00 %","  1.56 %","  4.90 %","   .00 %","   .99 %","   .00 %","","   .56 %","  7.69 %","   .58 %","  3.57 %","  1.22 %","   .65 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %"," 12.50 %","   .00 %","  1.92 %","  7.14 %","  1.53 %","   .00 %","  1.14 %","   .00 %","   .00 %","  1.74 %","-18.84 %","   .00 %","  2.06 %","","   .30 %","   .00 %","  6.78 %"
"2020-05-10","   .00 %","   .00 %","   .35 %","  3.50 %","   .00 %","  1.45 %","   .00 %","  1.54 %","  4.67 %","   .00 %","   .98 %","   .00 %","","   .00 %"," -7.14 %","   .58 %","   .00 %","   .86 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.64 %","   .00 %","   .00 %","  1.49 %","   .00 %","  1.01 %","   .00 %","   .64 %","   .26 %","   .00 %","  3.42 %","-28.57 %","   .00 %","   .00 %","","   .91 %","   .00 %","  5.63 %"
"2020-05-11","   .00 %","   .00 %","  1.56 %","   .68 %","   .00 %","   .28 %","   .00 %","   .00 %","  1.79 %","   .00 %","  1.94 %","   .00 %","","  1.10 %","   .00 %","   .00 %","   .00 %","   .87 %","   .65 %"," ##.## %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %","   .25 %","   .00 %","   .34 %","   .52 %","   .00 %","   .00 %"," -5.00 %"," 33.33 %","  4.04 %","","  1.50 %","   .00 %","  4.66 %"
"2020-05-12","  2.04 %","   .00 %","   .34 %","   .67 %","   .00 %","  2.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","  5.00 %","  6.67 %","   .00 %","  3.57 %"," 20.00 %","   .00 %","   .00 %","   .70 %","   .00 %","  1.00 %","   .00 %","   .78 %","   .26 %","   .00 %","   .83 %"," 50.00 %","   .00 %","  2.91 %","","   .59 %","   .00 %","  2.79 %"
"2020-05-13","   .00 %","   .00 %","  1.19 %","  2.00 %","   .00 %","  4.14 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","","  1.09 %","   .00 %","  1.15 %","   .00 %","  1.05 %","   .00 %","   .00 %","  4.76 %","  3.12 %","   .00 %","  3.45 %"," -3.33 %","   .00 %","   .00 %","   .69 %","   .00 %","  1.23 %","   .00 %","   .33 %","   .52 %","   .00 %","   .00 %"," 28.07 %","   .00 %","  -.94 %","","   .29 %","  6.67 %","  1.57 %"
"2020-05-14","   .00 %","   .00 %","  1.68 %","  6.54 %","   .00 %","   .80 %","   .00 %","  3.03 %","  3.45 %","   .00 %","  1.18 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.08 %","   .64 %"," -2.50 %","   .00 %"," -3.03 %","   .00 %","   .00 %","  6.90 %","   .00 %","   .00 %","  1.37 %","   .00 %","  1.22 %","   .00 %","   .70 %","  1.55 %","   .00 %","   .82 %"," 50.68 %","   .00 %","   .00 %","","   .59 %","   .00 %","  2.88 %"
"2020-05-15","   .00 %","   .00 %","  1.65 %","  4.29 %"," 10.53 %","   .53 %","   .00 %","   .00 %","  3.33 %","   .00 %","  1.41 %","   .00 %","","   .00 %","  7.69 %","   .00 %","   .00 %","   .48 %","   .00 %"," 20.51 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.90 %","   .00 %","   .00 %","   .62 %","   .00 %","  1.68 %","   .00 %","   .62 %","   .00 %","   .00 %","  -.81 %"," 13.64 %","   .00 %","   .00 %","","   .29 %","   .00 %","  2.50 %"
"2020-05-16","   .00 %","   .00 %","  1.95 %","  1.18 %","   .00 %","  1.05 %","   .00 %","   .00 %","   .81 %","   .00 %","  1.85 %","   .00 %","","   .00 %","  7.14 %","   .00 %","  3.45 %","  1.38 %","  1.27 %","  8.51 %","   .00 %","  6.25 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","  1.10 %","   .00 %","   .47 %","   .00 %","   .62 %","   .76 %","   .00 %","   .82 %","-10.40 %","   .00 %","   .95 %","","   .87 %","   .00 %","  8.04 %"
"2020-05-17","   .00 %","   .00 %","   .96 %","  2.33 %","   .00 %","   .52 %","   .00 %","   .00 %","   .80 %","   .00 %","   .68 %","   .00 %","","   .54 %","   .00 %","   .00 %","   .00 %","   .62 %","   .63 %","  1.96 %","  9.09 %","   .00 %","   .00 %","  3.33 %","  8.11 %","   .00 %","   .00 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .40 %","  1.01 %","   .00 %","   .81 %"," -9.82 %","   .00 %","   .94 %","","  1.73 %","   .00 %","  1.62 %"
"2020-05-18","   .00 %","   .00 %","  1.58 %","  1.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.38 %","   .00 %","  2.70 %","   .00 %","","   .54 %","   .00 %","   .00 %","   .00 %","   .58 %","   .00 %","  9.62 %","   .00 %","  2.94 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","   .24 %","   .00 %","   .47 %","   .75 %","   .00 %","   .00 %","-46.53 %","   .00 %","   .00 %","","  1.42 %","   .00 %","  5.19 %"
"2020-05-19","   .00 %","   .00 %","  1.40 %","  2.25 %","   .00 %","   .77 %","   .00 %","  1.47 %","   .78 %","   .00 %","  1.75 %","   .00 %","","  -.53 %","   .00 %","   .00 %","   .00 %","   .67 %","   .62 %","  7.02 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .75 %","  1.99 %"," 11.11 %","   .00 %"," -3.70 %","   .00 %","  -.93 %","","   .28 %","   .00 %","  3.12 %"
"2020-05-20","   .00 %","   .00 %","  1.23 %","  2.20 %"," 19.05 %","   .26 %","   .00 %","  1.45 %","  1.54 %","   .00 %","   .43 %","   .00 %","","  1.08 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","  8.20 %"," -4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .28 %","   .97 %","   .00 %","   .00 %"," -7.69 %","   .00 %","   .00 %","","   .28 %","   .00 %","  3.03 %"
"2020-05-21","   .00 %","   .00 %","   .91 %","  6.45 %","   .00 %","   .51 %","   .00 %","  1.43 %","  3.79 %","   .00 %","  1.29 %","   .00 %","","   .00 %","   .00 %","   .57 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .71 %","  1.45 %","   .00 %","   .00 %"," 37.50 %","   .00 %","   .00 %","","   .83 %","   .00 %","  1.31 %"
"2020-05-22","   .00 %","   .00 %","  1.20 %","  3.03 %","   .00 %","  1.27 %","   .00 %","   .00 %","  1.46 %","   .00 %","  1.69 %","   .00 %","","   .53 %","  6.67 %","   .00 %","   .00 %","   .51 %","  -.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .60 %","  3.80 %","   .00 %","   .00 %","-10.61 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.69 %"
"2020-05-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-05-24","  6.00 %","   .00 %","  3.26 %"," 12.25 %","   .00 %","  2.76 %","   .00 %","  1.41 %"," 12.95 %","   .00 %","  3.96 %","   .00 %","","   .53 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .62 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.38 %","   .00 %"," 50.00 %","  1.62 %","   .00 %","   .00 %","   .00 %","  1.12 %","  9.15 %","   .00 %","  2.42 %"," 22.03 %","   .00 %","   .94 %","","  1.38 %","   .00 %","  8.40 %"
"2020-05-25","   .00 %","  5.56 %","  1.15 %","   .87 %","   .00 %","   .49 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .80 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","   .31 %","  3.56 %","   .00 %","  1.57 %","-13.89 %","   .00 %","   .93 %","","   .27 %","   .00 %","  5.19 %"
"2020-05-26","   .00 %","   .00 %","  3.27 %","   .87 %","   .00 %","  2.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","   .23 %","   .00 %","   .41 %","   .61 %","   .00 %","   .78 %","-22.58 %","   .00 %","   .00 %","","  2.44 %","   .00 %","  1.69 %"
"2020-05-27","   .00 %","   .00 %","   .83 %","  1.29 %","   .00 %","   .71 %","   .00 %","   .00 %","  3.18 %","   .00 %","   .59 %","   .00 %","","  2.11 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","  5.10 %","   .00 %","   .23 %","   .00 %","   .38 %","  3.82 %","   .00 %","   .77 %","  6.25 %","   .00 %","   .00 %","","   .53 %","   .00 %","  1.33 %"
"2020-05-28","  1.89 %","   .00 %","  1.23 %","   .85 %","   .00 %","  5.90 %","   .00 %","   .00 %","  1.23 %","   .00 %","  1.95 %","   .00 %","","  2.06 %","   .00 %","   .00 %","   .00 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","  1.51 %","   .00 %","   .00 %","   .00 %","   .34 %","  2.91 %"," 10.00 %","   .76 %","  3.92 %","   .00 %","   .00 %","","   .79 %","   .00 %","  6.00 %"
"2020-05-29","  9.26 %","   .00 %","  2.02 %","  2.52 %","   .00 %","  6.24 %","   .00 %","   .00 %","  1.83 %","   .00 %","  2.29 %","   .00 %","","  2.02 %","   .00 %","   .56 %","   .00 %","   .33 %","   .00 %","  3.75 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .47 %","   .00 %","   .27 %","  4.52 %","   .00 %","   .76 %","  9.43 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.27 %"
"2020-05-30","  5.08 %","   .00 %","  2.51 %","   .82 %","   .00 %","  6.71 %","   .00 %","   .00 %","  1.20 %","   .00 %","  2.62 %","   .00 %","","   .50 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %","  4.82 %","   .00 %","  2.86 %","   .00 %","   .00 %"," -2.13 %","   .00 %","   .00 %","   .68 %","   .00 %","   .47 %","   .00 %","   .37 %","  4.86 %","   .00 %","  1.50 %","  5.17 %","   .00 %","   .93 %","","  2.35 %","   .00 %","  2.64 %"
"2020-05-31","  1.61 %","   .00 %","  2.32 %","   .81 %","   .00 %","   .98 %","   .00 %","   .00 %","  1.78 %","   .00 %","  4.55 %","   .00 %","","   .49 %","  6.25 %","   .00 %","   .00 %","  1.24 %","   .00 %","  1.15 %","  4.17 %","  2.78 %","   .00 %","  2.86 %","  6.52 %","   .00 %","   .00 %","   .78 %","   .00 %","   .46 %","   .00 %","   .37 %","  2.41 %","   .00 %","  8.89 %"," 11.48 %","   .00 %","  -.92 %","","  1.02 %","   .00 %","  3.67 %"
"2020-06-01","   .00 %","   .00 %","  2.02 %","   .81 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.18 %","   .00 %","","  1.96 %","   .00 %","   .00 %","  3.33 %","   .38 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %","   .23 %","   .00 %","   .30 %","   .67 %","   .00 %","  2.72 %"," 10.29 %","   .00 %","   .00 %","","   .51 %","   .00 %","  4.57 %"
"2020-06-02","   .00 %","   .00 %","  1.60 %","   .00 %","   .00 %","  5.81 %","   .00 %","  1.37 %","   .00 %","   .00 %","  2.01 %","   .00 %","","   .00 %","   .00 %","  1.69 %","   .00 %","   .66 %","   .00 %","  1.14 %"," 12.00 %","   .00 %","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","   .52 %","   .00 %","   .69 %","   .00 %","   .37 %","  2.00 %","   .00 %","   .66 %","-64.00 %","   .00 %","  1.85 %","","   .75 %","   .00 %","  1.81 %"
"2020-06-03"," 15.87 %","   .00 %","  1.82 %","  1.60 %","  8.00 %","   .73 %","   .00 %","  2.70 %","   .00 %","   .00 %","  3.61 %","   .00 %","","  1.44 %","  5.88 %","   .00 %","   .00 %","  1.06 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .92 %","   .00 %","  1.14 %"," 33.33 %","   .13 %","  2.45 %"," 18.18 %","  1.32 %","  3.70 %","   .00 %","   .00 %","","   .25 %"," 25.00 %","  3.17 %"
"2020-06-04","  5.48 %","   .00 %","  1.67 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .58 %","   .00 %","  1.58 %","   .00 %","","   .47 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %"," -1.12 %","  3.57 %","   .00 %","   .00 %","   .00 %","  1.92 %","   .00 %","   .00 %","  1.17 %","   .00 %","   .68 %","-25.00 %","   .27 %","  3.35 %","   .00 %","   .00 %"," 32.14 %","   .00 %","   .91 %","","   .50 %","   .00 %","  2.36 %"
"2020-06-05","  1.30 %","   .00 %","  2.46 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.31 %","   .00 %","  4.36 %","   .00 %","","   .94 %","  5.56 %","   .00 %","   .00 %","   .64 %","   .61 %","   .00 %","  3.45 %","   .00 %","   .00 %","  2.78 %"," -1.89 %","   .00 %","   .00 %","   .80 %","   .00 %","   .90 %","   .00 %","   .50 %","  2.47 %","   .00 %","  1.95 %","-48.65 %","   .00 %","   .00 %","","   .25 %","   .00 %","  2.73 %"
"2020-06-06","  1.28 %","   .00 %","  3.78 %","   .38 %","   .00 %","  1.64 %","   .00 %","  2.63 %","   .00 %","   .00 %","  5.07 %","   .00 %","","   .47 %","   .00 %","   .00 %","   .00 %","   .55 %","   .61 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .60 %","   .00 %","  -.22 %","   .00 %","   .36 %","  7.38 %","   .00 %","  3.82 %"," 31.58 %","   .00 %","  1.80 %","","   .99 %","   .00 %","  5.43 %"
"2020-06-07","   .00 %","   .00 %","  2.65 %","   .38 %","   .00 %","   .54 %","   .00 %","  3.85 %","   .56 %","   .00 %","  2.56 %","   .00 %","","   .47 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","  1.14 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","   .00 %","   .26 %","  1.96 %","   .00 %","  1.84 %"," 28.00 %","   .00 %","  2.65 %","","   .24 %","   .00 %","  3.28 %"
"2020-06-08","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .71 %","   .00 %","  6.17 %","   .00 %","   .00 %","  3.32 %","   .00 %","","   .93 %","   .00 %","   .55 %","   .00 %","   .46 %","   .00 %","  1.12 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .29 %","   .00 %","   .22 %","   .00 %","   .20 %","  3.58 %","   .00 %","  2.41 %"," -9.38 %","   .00 %","   .00 %","","  2.20 %","   .00 %","  3.46 %"
"2020-06-09","  1.27 %","   .00 %","  2.09 %","   .76 %","   .00 %","   .88 %","   .00 %","  3.49 %","   .00 %","   .00 %","  2.41 %","   .00 %","","  1.83 %","   .00 %","  -.55 %","   .00 %","   .39 %","  3.03 %","   .00 %","  5.71 %","   .00 %","   .00 %","  2.63 %","   .00 %"," 11.11 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .82 %","  2.12 %","   .00 %","   .59 %","-13.79 %","   .00 %","   .86 %","","   .24 %","   .00 %","  3.62 %"
"2020-06-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-11"," 11.25 %","   .00 %","  6.33 %","  1.52 %","  3.70 %","  4.20 %","   .00 %"," 13.48 %","   .00 %","   .00 %","  8.12 %","   .00 %","","  5.86 %","   .00 %","   .55 %","   .00 %","   .25 %","   .00 %","   .00 %"," 13.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.37 %"," -6.67 %","   .44 %","   .00 %","   .36 %","  1.17 %"," 15.38 %","   .58 %","-20.00 %","   .00 %","   .85 %","","  1.90 %","  5.00 %","  3.19 %"
"2020-06-12","   .00 %","  5.26 %","  3.27 %","  1.12 %","   .00 %","  1.51 %","   .00 %","   .99 %","   .00 %","   .00 %","  2.54 %","   .00 %","","  2.55 %","  5.26 %","   .00 %","   .00 %","   .71 %","  1.76 %","  2.22 %","   .00 %","  2.70 %","   .00 %","   .00 %","  1.79 %"," 10.00 %","   .00 %","   .91 %","  7.14 %","   .44 %","   .00 %","  1.04 %","  1.67 %","   .00 %","  6.40 %"," 70.00 %","   .00 %","   .00 %","","  1.87 %"," 28.57 %","  2.83 %"
"2020-06-13","  1.12 %","   .00 %","  2.88 %","   .37 %","  3.57 %","  1.16 %","   .00 %","  2.94 %","  1.12 %","   .00 %","  2.95 %","   .00 %","","  4.98 %","   .00 %","   .00 %","   .00 %","   .96 %","  1.73 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .67 %","   .00 %","   .66 %","   .00 %","   .71 %","  1.64 %","   .00 %","  2.19 %"," -2.94 %","   .00 %","   .00 %","","   .92 %","   .00 %","  2.65 %"
"2020-06-14","  1.11 %","   .00 %","  2.35 %","   .37 %","   .00 %","   .98 %","   .00 %","  1.90 %","  2.78 %","   .00 %","  2.75 %","   .00 %","","  2.37 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","  9.09 %","   .00 %","  1.09 %","   .00 %","   .88 %","   .00 %","   .22 %","  1.99 %","   .00 %","  1.60 %"," 45.45 %","   .00 %","   .00 %","","  1.82 %","   .00 %","  2.26 %"
"2020-06-15","  2.20 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .49 %","   .00 %","  1.87 %"," -1.08 %","   .00 %","  5.58 %","   .00 %","","  1.93 %","   .00 %","   .00 %","  3.23 %","   .72 %","  1.14 %","   .00 %","  2.22 %","  2.63 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .42 %","   .00 %","   .43 %","   .00 %","   .51 %","  1.59 %","   .00 %","   .00 %"," 89.58 %","   .00 %","  1.69 %","","  1.12 %","   .00 %","  1.23 %"
"2020-06-16","  7.53 %","   .00 %","  4.01 %","   .00 %","   .00 %","  1.45 %","   .00 %","  8.26 %","   .00 %","   .00 %","  6.24 %","   .00 %","","  1.52 %","   .00 %","   .55 %","   .00 %","   .74 %","   .00 %","   .00 %","  6.52 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .84 %","  6.67 %","   .22 %","   .00 %","   .60 %","  1.56 %","   .00 %","  3.68 %","-48.35 %","   .00 %","  1.67 %","","   .44 %","  7.41 %","  2.70 %"
"2020-06-17","  1.00 %","   .00 %","  1.48 %","  1.10 %"," 10.34 %","   .16 %","   .00 %","  1.69 %","   .55 %","   .00 %","  3.88 %","   .00 %",""," 15.67 %","  5.00 %","   .55 %","   .00 %","   .40 %","  1.12 %","   .00 %","   .00 %","  2.50 %","   .00 %","  2.50 %","  5.17 %","   .00 %","   .00 %","   .83 %","   .00 %","  1.08 %","   .00 %","   .50 %","  2.84 %","  6.67 %","   .00 %","-46.81 %","   .00 %","  1.64 %","","   .44 %"," -3.45 %","   .96 %"
"2020-06-18","   .00 %","   .00 %","  2.59 %","  1.09 %","   .00 %","  1.27 %","   .00 %","  3.33 %","  2.72 %","   .00 %","  3.54 %","   .00 %","","  5.81 %","   .00 %","   .00 %","   .00 %","   .88 %","  1.11 %","   .00 %","  6.12 %","  4.88 %","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .92 %","   .00 %","  1.07 %","   .00 %","   .41 %","  1.15 %","   .00 %","  2.03 %"," 88.00 %","   .00 %","  2.42 %","","  2.19 %","  7.14 %","  2.23 %"
"2020-06-19","   .99 %","   .00 %","  3.55 %","  -.36 %","  3.12 %","  -.47 %"," ##.## %","  4.84 %"," -1.59 %","   .00 %","  2.96 %","   .00 %","","  6.10 %","  4.76 %","  1.09 %","  3.12 %","  1.09 %","  1.65 %","  2.17 %"," -1.92 %","  9.30 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","  1.41 %","   .00 %","  1.05 %"," 66.67 %","   .25 %","  2.50 %","   .00 %","  3.98 %","-46.81 %","   .00 %","  1.57 %","","  1.50 %"," -6.67 %","  2.39 %"
"2020-06-20","   .00 %","   .00 %","  3.58 %","   .72 %","   .00 %","  1.10 %","   .00 %","  4.62 %","  1.08 %","   .00 %","  7.19 %","   .00 %","","  1.72 %","  9.09 %","  1.08 %","   .00 %","  1.03 %","  2.16 %","  1.06 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","  1.26 %","  6.25 %","   .63 %","   .00 %","   .56 %","  5.76 %","   .00 %","  1.44 %"," ##.## %","   .00 %","  2.33 %","","  2.53 %","   .00 %","  3.62 %"
"2020-06-21","   .00 %","   .00 %","  4.85 %","  1.79 %","   .00 %","   .78 %","   .00 %","  6.62 %","  2.66 %","   .00 %","  7.12 %","   .00 %","","  5.37 %","   .00 %","   .00 %","   .00 %","   .62 %","   .53 %","  3.16 %","   .00 %","  4.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","  5.88 %","   .62 %","   .00 %","   .34 %","  2.10 %","  6.25 %","  -.47 %","-51.61 %","   .00 %","  2.27 %","","  2.67 %","  7.14 %","  2.51 %"
"2020-06-22","  5.88 %","   .00 %","   .77 %","   .35 %","   .00 %","  1.08 %","   .00 %","   .00 %","  1.55 %","   .00 %","  2.19 %","   .00 %","","   .80 %"," -4.17 %","  -.53 %","   .00 %","   .46 %","   .53 %","  1.02 %","  1.96 %","   .00 %","   .00 %","  2.38 %","   .00 %","  8.33 %","   .00 %","   .31 %","  5.56 %","   .00 %","-40.00 %","   .37 %","  1.13 %","   .00 %","  2.37 %"," 20.00 %","   .00 %","  3.70 %","","   .00 %"," -6.67 %","   .68 %"
"2020-06-23","   .93 %","   .00 %","  1.81 %","  1.05 %","   .00 %","   .92 %"," ##.## %","  2.76 %","  -.51 %","   .00 %","  2.22 %","   .00 %","","  7.71 %","   .00 %","   .00 %","   .00 %","  1.22 %","  2.09 %","  1.01 %","  1.92 %","  2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %","   .21 %"," 33.33 %","  2.46 %","  3.65 %"," -5.88 %","  2.31 %","   .00 %","   .00 %","  2.86 %","","  4.41 %"," 10.71 %","  1.72 %"
"2020-06-24","   .00 %","   .00 %","  4.17 %","  1.38 %","   .00 %","  1.67 %","   .00 %","  2.68 %","  5.13 %","   .00 %","  5.32 %","   .00 %","","  2.22 %","  4.35 %","   .53 %","  6.06 %","   .93 %","  1.54 %","  9.00 %","  3.77 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","  5.26 %","   .41 %","-25.00 %","   .51 %","  4.70 %","   .00 %","  2.26 %"," 19.44 %","   .00 %","   .00 %","","  6.33 %"," -3.23 %","   .85 %"
"2020-06-25","   .92 %","   .00 %","  2.10 %","  1.02 %","   .00 %","  1.49 %","   .00 %","  3.27 %","  1.46 %","   .00 %","  3.20 %","   .00 %","","  5.80 %","   .00 %","  1.60 %","  2.86 %","  1.27 %","  1.01 %","  2.75 %","   .00 %","  1.92 %","   .00 %","  6.98 %","   .00 %"," -7.69 %","   .00 %","  1.65 %"," -5.00 %","   .61 %","   .00 %","   .75 %","  2.71 %","   .00 %","  -.88 %"," 13.95 %"," 25.00 %","  2.08 %","","  3.61 %"," 10.00 %","  1.80 %"
"2020-06-26","  1.82 %","   .00 %","  1.61 %","  3.04 %","  3.03 %","   .59 %","   .00 %","  5.06 %","  3.85 %","   .00 %","  2.76 %","   .00 %","","  2.05 %","   .00 %","   .00 %","   .00 %","  1.03 %","  2.50 %","   .89 %","  1.82 %","  7.55 %","   .00 %"," -2.17 %","  1.59 %","   .00 %","   .00 %","   .88 %","   .00 %","   .41 %"," 33.33 %","  1.04 %","  4.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .68 %","","  2.44 %","   .00 %","  2.30 %"
"2020-06-27","   .89 %","   .00 %","  4.81 %","  2.95 %","  2.94 %","  1.02 %","   .00 %","  2.41 %","  3.24 %","   .00 %","  4.29 %","   .00 %","","  2.24 %","  4.17 %","   .52 %","  2.78 %","  1.42 %","  2.93 %","  3.54 %","  1.79 %","  5.26 %"," 50.00 %","  2.22 %","  4.69 %","   .00 %","   .00 %","  1.82 %","   .00 %","  1.83 %","   .00 %","   .73 %","  3.06 %","   .00 %","  2.68 %","  8.16 %","   .00 %","  2.70 %","","  1.87 %"," 12.12 %","  1.02 %"
