"date","Maharashtra/Ahmednagar","Maharashtra/Akola","Maharashtra/Amravati","Maharashtra/Aurangabad","Maharashtra/Beed","Maharashtra/Bhandara","Maharashtra/Buldhana","Maharashtra/Chandrapur","Maharashtra/Dhule","Maharashtra/Gadchiroli","Maharashtra/Gondia","Maharashtra/Hingoli","Maharashtra/Jalgaon","Maharashtra/Jalna","Maharashtra/Kolhapur","Maharashtra/Latur","Maharashtra/Mumbai","Maharashtra/Nagpur","Maharashtra/Nanded","Maharashtra/Nandurbar","Maharashtra/Nashik","Maharashtra/Osmanabad","Maharashtra/Other State","Maharashtra/Other State ","Maharashtra/Palghar","Maharashtra/Parbhani","Maharashtra/Pune","Maharashtra/Raigad","Maharashtra/Ratnagiri","Maharashtra/Sangli","Maharashtra/Satara","Maharashtra/Sindhudurg","Maharashtra/Solapur","Maharashtra/Thane","Maharashtra/Unknown","Maharashtra/Wardha","Maharashtra/Washim","Maharashtra/Yavatmal"
"2021-01-08","   .13 %","   .49 %","   .24 %","   .15 %","   .23 %","   .36 %","   .32 %","   .26 %","   .06 %","   .19 %","   .24 %","   .23 %","   .09 %","   .15 %","  -.14 %","   .11 %","   .17 %","   .38 %","   .15 %","   .78 %","   .25 %","   .14 %","","","   .18 %","   .15 %","   .17 %","   .21 %","   .04 %","   .07 %","   .13 %","   .29 %","   .25 %","   .43 %","","   .64 %","   .20 %","   .47 %"
"2021-01-09","   .16 %","   .45 %","   .30 %","   .17 %","   .21 %","   .39 %","   .29 %","   .25 %","   .11 %","   .17 %","   .22 %","   .23 %","   .10 %","   .15 %","   .02 %","   .13 %","   .22 %","   .38 %","   .20 %","   .69 %","   .24 %","   .12 %"," -6.59 %","","   .10 %","   .18 %","   .18 %","   .16 %","   .11 %","   .06 %","   .12 %","   .24 %","   .18 %","   .18 %","","   .66 %","   .19 %","   .48 %"
"2021-01-10","   .17 %","   .46 %","   .30 %","   .16 %","   .21 %","   .32 %","   .30 %","   .24 %","   .10 %","   .18 %","   .20 %","   .28 %","   .09 %","   .15 %","   .03 %","   .14 %","   .23 %","   .39 %","   .19 %","   .62 %","   .26 %","   .13 %","","","   .10 %","   .16 %","   .18 %","   .14 %","   .12 %","   .06 %","   .13 %","   .17 %","   .19 %","   .19 %","","   .67 %","   .18 %","   .49 %"
"2021-01-11","   .16 %","   .40 %","   .29 %","   .11 %","   .21 %","   .30 %","   .34 %","   .22 %","   .10 %","   .18 %","   .18 %","   .19 %","   .08 %","   .14 %","   .02 %","   .15 %","   .21 %","   .36 %","   .17 %","   .75 %","   .18 %","   .15 %","","","   .08 %","   .17 %","   .16 %","   .12 %","   .10 %","   .05 %","   .11 %","   .15 %","   .18 %","   .17 %","","   .57 %","   .18 %","   .49 %"
"2021-01-12","   .14 %","   .35 %","   .30 %","   .11 %","   .20 %","   .27 %","   .38 %","   .18 %","   .12 %","   .16 %","   .16 %","   .18 %","   .10 %","   .13 %","   .03 %","   .16 %","   .19 %","   .33 %","   .15 %","   .84 %","   .20 %","   .15 %","","","   .07 %","   .18 %","   .15 %","   .11 %","   .10 %","   .05 %","   .10 %","   .18 %","   .16 %","   .16 %","","   .49 %","   .20 %","   .47 %"
"2021-01-13","   .15 %","   .36 %","   .30 %","   .10 %","   .21 %","   .26 %","   .30 %","   .15 %","   .11 %","   .15 %","   .13 %","   .19 %","   .10 %","   .17 %","   .03 %","   .16 %","   .19 %","   .31 %","   .18 %","   .87 %","   .18 %","   .16 %","","","   .08 %","   .17 %","   .15 %","   .11 %","   .10 %","   .05 %","   .10 %","   .20 %","   .17 %","   .16 %","","   .47 %","   .21 %","   .46 %"
"2021-01-14","   .14 %","   .33 %","   .33 %","   .05 %","   .20 %","   .30 %","   .43 %","   .15 %","   .12 %","   .19 %","   .15 %","   .22 %","   .09 %","   .13 %","   .04 %","   .19 %","   .19 %","   .32 %","   .16 %","   .84 %","   .18 %","   .17 %","","","   .08 %","   .17 %","   .15 %","   .11 %","   .13 %","   .05 %","   .09 %","   .22 %","   .19 %","   .15 %","","   .42 %","   .24 %","   .50 %"
"2021-01-15","   .15 %","   .31 %","   .33 %","   .06 %","   .19 %","   .29 %","   .39 %","   .12 %","   .13 %","   .18 %","   .14 %","   .19 %","   .10 %","   .15 %","   .04 %","   .18 %","   .19 %","   .29 %","   .18 %","   .87 %","   .18 %","   .16 %"," -6.73 %","","   .08 %","   .17 %","   .15 %","   .11 %","   .17 %","   .05 %","   .08 %","   .23 %","   .19 %","   .15 %","","   .38 %","   .24 %","   .48 %"
"2021-01-16","   .15 %","   .33 %","   .34 %","   .09 %","   .19 %","   .27 %","   .40 %","   .13 %","   .15 %","   .18 %","   .13 %","   .16 %","   .10 %","   .14 %","   .04 %","   .20 %","   .20 %","   .30 %","   .16 %","   .68 %","   .18 %","   .15 %","   .00 %","","   .08 %","   .19 %","   .15 %","   .12 %","   .16 %","   .04 %","   .09 %","   .25 %","   .20 %","   .15 %","","   .37 %","   .27 %","   .50 %"
"2021-01-17","   .16 %","   .37 %","   .35 %","   .11 %","   .21 %","   .26 %","   .32 %","   .12 %","   .15 %","   .17 %","   .11 %","   .18 %","   .08 %","   .15 %","   .03 %","   .18 %","   .20 %","   .29 %","   .17 %","   .67 %","   .17 %","   .16 %","   .00 %","","   .09 %","   .21 %","   .15 %","   .12 %","   .19 %","   .05 %","   .10 %","   .28 %","   .20 %","   .15 %","","   .37 %","   .28 %","   .51 %"
"2021-01-18","   .15 %","   .35 %","   .31 %","   .10 %","   .18 %","   .22 %","   .40 %","   .11 %","   .14 %","   .15 %","   .12 %","   .19 %","   .07 %","   .12 %","   .03 %","   .18 %","   .18 %","   .27 %","   .15 %","   .55 %","   .16 %","   .13 %","","","   .07 %","   .21 %","   .13 %","   .12 %","   .18 %","   .05 %","   .10 %","   .21 %","   .17 %","   .13 %","","   .31 %","   .31 %","   .45 %"
"2021-01-19","   .14 %","   .31 %","   .25 %","   .11 %","   .18 %","   .18 %","   .27 %","   .08 %","   .12 %","   .11 %","   .10 %","   .19 %","   .07 %","   .12 %","   .03 %","   .20 %","   .17 %","   .22 %","   .13 %","   .63 %","   .13 %","   .12 %","   .00 %","","   .06 %","   .19 %","   .12 %","   .10 %","   .16 %","   .05 %","   .10 %","   .24 %","   .15 %","   .13 %","","   .28 %","   .26 %","   .34 %"
"2021-01-20","   .13 %","   .34 %","   .25 %","   .11 %","   .19 %","   .14 %","   .29 %","   .09 %","   .13 %","   .10 %","   .09 %","   .18 %","   .06 %","   .08 %","   .03 %","   .19 %","   .17 %","   .22 %","   .13 %","   .60 %","   .14 %","   .11 %","","","   .06 %","   .20 %","   .12 %","   .11 %","   .10 %","   .05 %","   .11 %","   .22 %","   .14 %","   .13 %","","   .27 %","   .24 %","   .30 %"
"2021-01-21","   .13 %","   .31 %","   .23 %","   .10 %","   .18 %","   .16 %","   .33 %","   .08 %","   .13 %","   .08 %","   .09 %","   .30 %","   .06 %","   .11 %","   .03 %","   .20 %","   .16 %","   .22 %","   .13 %","   .63 %","   .17 %","   .09 %","   .00 %","","   .06 %","   .20 %","   .12 %","   .10 %","   .12 %","   .04 %","   .12 %","   .24 %","   .13 %","   .12 %","","   .28 %","   .24 %","   .28 %"
"2021-01-22","   .12 %","   .33 %","   .24 %","   .08 %","   .19 %","   .16 %","   .36 %","   .09 %","   .11 %","   .07 %","   .09 %","   .31 %","   .06 %","   .13 %","   .03 %","   .23 %","   .16 %","   .21 %","   .11 %","   .60 %","   .14 %","   .10 %","   .00 %","","   .06 %","   .19 %","   .12 %","   .09 %","   .09 %","   .03 %","   .12 %","   .23 %","   .12 %","   .12 %","","   .28 %","   .23 %","   .28 %"
"2021-01-23","   .13 %","   .36 %","   .27 %","   .09 %","   .22 %","   .16 %","   .35 %","   .09 %","   .12 %","   .08 %","   .09 %","   .27 %","   .07 %","   .14 %","   .03 %","   .24 %","   .16 %","   .22 %","   .13 %","   .66 %","   .15 %","   .11 %","","","   .07 %","   .16 %","   .13 %","   .09 %","   .11 %","   .03 %","   .12 %","   .25 %","   .13 %","   .13 %","","   .32 %","   .25 %","   .29 %"
"2021-01-24","   .15 %","   .38 %","   .29 %","   .08 %","   .24 %","   .15 %","   .37 %","   .09 %","   .11 %","   .06 %","   .09 %","   .28 %","   .06 %","   .14 %","   .04 %","   .20 %","   .16 %","   .24 %","   .12 %","   .54 %","   .17 %","   .10 %","","","   .07 %","   .16 %","   .14 %","   .09 %","   .11 %","   .03 %","   .13 %","   .20 %","   .11 %","   .13 %","","   .37 %","   .28 %","   .34 %"
"2021-01-25","   .15 %","   .40 %","   .28 %","   .08 %","   .21 %","   .15 %","   .36 %","   .08 %","   .08 %","   .06 %","   .09 %","   .26 %","   .05 %","","   .03 %","   .21 %","   .15 %","   .23 %","   .09 %","   .51 %","   .12 %","   .10 %","   .00 %","","   .07 %","   .13 %","   .12 %","   .08 %","   .10 %","   .03 %","   .11 %","   .21 %","   .10 %","   .12 %","","   .38 %","   .30 %","   .37 %"
"2021-01-26","   .15 %","   .35 %","   .28 %","   .07 %","   .23 %","   .13 %","   .31 %","   .09 %","   .07 %","   .07 %","   .11 %","   .18 %","   .05 %","   .16 %","   .02 %","   .21 %","   .14 %","   .21 %","   .09 %","   .50 %","   .12 %","   .12 %","   .00 %","","   .06 %","   .10 %","   .13 %","   .07 %","   .08 %","   .03 %","   .11 %","   .23 %","   .11 %","   .12 %","","   .33 %","   .25 %","   .40 %"
"2021-01-27","   .16 %","   .31 %","   .29 %","   .07 %","   .24 %","   .13 %","   .28 %","   .08 %","   .07 %","   .08 %","   .11 %","   .16 %","   .04 %","   .12 %","   .02 %","   .18 %","   .14 %","   .19 %","   .10 %","   .44 %","   .12 %","   .11 %","","","   .06 %","   .07 %","   .11 %","   .07 %","   .07 %","   .03 %","   .10 %","   .17 %","   .13 %","   .12 %","","   .29 %","   .27 %","   .42 %"
"2021-01-28","   .16 %","   .28 %","   .33 %","   .07 %","   .22 %","   .12 %","   .25 %","   .09 %","   .06 %","   .07 %","   .12 %","   .13 %","   .04 %","   .15 %","   .02 %","   .18 %","   .13 %","   .20 %","   .14 %","   .38 %","   .13 %","   .11 %","","","   .05 %","   .09 %","   .12 %","   .08 %","   .04 %","   .04 %","   .09 %","   .20 %","   .13 %","   .12 %","","   .30 %","   .29 %","   .40 %"
"2021-01-29","   .15 %","   .33 %","   .35 %","   .07 %","   .22 %","   .14 %","   .24 %","   .09 %","   .05 %","   .07 %","   .09 %","   .12 %","   .06 %","   .13 %","   .03 %","   .17 %","   .13 %","   .20 %","   .14 %","   .36 %","   .12 %","   .10 %","   .00 %","","   .06 %","   .07 %","   .12 %","   .08 %","   .03 %","   .03 %","   .10 %","   .25 %","   .13 %","   .12 %","","   .29 %","   .30 %","   .38 %"
"2021-01-30","   .15 %","   .30 %","   .45 %","   .07 %","   .23 %","   .13 %","   .27 %","   .09 %","   .05 %","   .08 %","   .09 %","   .13 %","   .06 %","   .17 %","   .03 %","   .17 %","   .14 %","   .21 %","   .15 %","   .32 %","   .13 %","   .13 %","","","   .07 %","   .07 %","   .13 %","   .08 %","   .03 %","   .04 %","   .12 %","   .25 %","   .15 %","   .12 %","","   .32 %","   .30 %","   .45 %"
"2021-01-31","   .14 %","   .35 %","   .55 %","   .07 %","   .21 %","   .12 %","   .32 %","   .08 %","   .06 %","   .07 %","   .07 %","   .09 %","   .06 %","   .17 %","   .03 %","   .15 %","   .15 %","   .22 %","   .14 %","   .28 %","   .11 %","   .11 %","","","   .07 %","   .09 %","   .12 %","   .09 %","   .03 %","   .04 %","   .12 %","   .19 %","   .14 %","   .12 %","","   .38 %","   .34 %","   .44 %"
"2021-02-01","   .14 %","   .38 %","   .56 %","   .07 %","   .18 %","   .11 %","   .32 %","   .07 %","   .05 %","   .07 %","   .07 %","   .11 %","   .06 %","   .23 %","   .03 %","   .14 %","   .14 %","   .24 %","   .14 %","   .25 %","   .11 %","   .09 %","","","   .07 %","   .10 %","   .12 %","   .08 %","   .02 %","   .04 %","   .13 %","   .22 %","   .12 %","   .12 %","","   .43 %","   .30 %","   .39 %"
"2021-02-02","   .12 %","   .37 %","   .61 %","   .07 %","   .16 %","   .10 %","   .33 %","   .06 %","   .07 %","   .07 %","   .05 %","   .11 %","   .05 %","   .19 %","   .03 %","   .13 %","   .14 %","   .22 %","   .06 %","   .24 %","   .09 %","   .07 %","","","   .07 %","   .07 %","   .11 %","   .07 %","   .03 %","   .04 %","   .13 %","   .18 %","   .10 %","   .11 %","","   .39 %","   .24 %","   .40 %"
"2021-02-03","   .13 %","   .29 %","   .61 %","   .06 %","   .15 %","   .08 %","   .35 %","   .05 %","   .09 %","   .07 %","   .06 %","   .13 %","   .06 %","   .20 %","   .03 %","   .14 %","   .14 %","   .20 %","   .07 %","   .23 %","   .16 %","   .08 %","","","   .06 %","   .07 %","   .11 %","   .08 %","   .07 %","   .03 %","   .12 %","   .14 %","   .10 %","   .11 %","","   .34 %","   .22 %","   .38 %"
"2021-02-04","   .14 %","   .29 %","   .62 %","   .07 %","   .17 %","   .09 %","   .34 %","   .05 %","   .10 %","   .07 %","   .05 %","   .11 %","   .07 %","   .15 %","   .02 %","   .12 %","   .14 %","   .20 %","   .07 %","   .31 %","   .17 %","   .06 %","   .00 %","","   .06 %","   .08 %","   .11 %","   .08 %","   .14 %","   .03 %","   .11 %","   .13 %","   .10 %","   .10 %","","   .33 %","   .21 %","   .29 %"
"2021-02-05","   .13 %","   .30 %","   .61 %","   .07 %","   .17 %","   .11 %","   .38 %","   .05 %","   .09 %","   .05 %","   .05 %","   .12 %","   .08 %","   .15 %","   .03 %","   .11 %","   .13 %","   .18 %","   .06 %","   .29 %","   .19 %","   .06 %","","","   .06 %","   .07 %","   .11 %","   .08 %","   .21 %","   .03 %","   .11 %","   .13 %","   .09 %","   .11 %","","   .34 %","   .21 %","   .28 %"
"2021-02-06","   .13 %","   .31 %","   .67 %","   .08 %","   .17 %","   .12 %","   .41 %","   .06 %","   .11 %","   .05 %","   .07 %","   .08 %","   .08 %","   .14 %","   .03 %","   .13 %","   .14 %","   .20 %","   .12 %","   .33 %","   .20 %","   .07 %","","","   .06 %","   .07 %","   .12 %","   .09 %","   .23 %","   .03 %","   .11 %","   .12 %","   .10 %","   .11 %","","   .36 %","   .21 %","   .31 %"
"2021-02-07","   .12 %","   .38 %","   .74 %","   .09 %","   .18 %","   .11 %","   .39 %","   .06 %","   .10 %","   .05 %","   .06 %","   .12 %","   .10 %","   .15 %","   .03 %","   .12 %","   .15 %","   .21 %","   .15 %","   .36 %","   .19 %","   .10 %","","","   .06 %","   .07 %","   .12 %","   .09 %","   .23 %","   .04 %","   .14 %","   .13 %","   .10 %","   .12 %","","   .42 %","   .21 %","   .35 %"
"2021-02-08","   .11 %","   .42 %","   .78 %","   .09 %","   .17 %","   .11 %","   .36 %","   .06 %","   .08 %","   .03 %","   .07 %","   .08 %","   .07 %","   .13 %","   .03 %","   .11 %","   .14 %","   .22 %","   .14 %","   .36 %","   .13 %","   .09 %","","","   .06 %","   .08 %","   .12 %","   .09 %","   .22 %","   .04 %","   .14 %","   .13 %","   .10 %","   .11 %","","   .46 %","   .21 %","   .37 %"
"2021-02-09","   .10 %","   .41 %","   .91 %","   .08 %","   .13 %","   .10 %","   .31 %","   .05 %","   .07 %","   .03 %","   .06 %","   .07 %","   .08 %","   .18 %","   .03 %","   .13 %","   .13 %","   .23 %","   .14 %","   .26 %","   .10 %","   .09 %","","","   .06 %","   .09 %","   .11 %","   .08 %","   .16 %","   .04 %","   .14 %","   .11 %","   .10 %","   .11 %","","   .49 %","   .19 %","   .38 %"
"2021-02-10","   .11 %","   .44 %","  1.06 %","   .10 %","   .12 %","   .07 %","   .27 %","   .04 %","   .09 %","   .04 %","   .05 %","   .08 %","   .08 %","   .16 %","   .02 %","   .12 %","   .14 %","   .25 %","   .15 %","   .21 %","   .13 %","   .10 %","","","   .06 %","   .13 %","   .12 %","   .09 %","   .15 %","   .04 %","   .14 %","   .13 %","   .10 %","   .11 %","","   .54 %","   .16 %","   .40 %"
"2021-02-11","   .11 %","   .48 %","  1.17 %","   .10 %","   .13 %","   .01 %","   .23 %","   .05 %","   .09 %","   .01 %","   .03 %","  -.02 %","   .07 %","   .12 %","   .03 %","   .12 %","   .06 %","   .23 %","   .06 %","   .10 %","   .16 %","   .08 %","  -.06 %","","   .05 %","   .14 %","   .10 %","   .08 %","   .14 %","   .03 %","   .14 %","   .14 %","   .09 %","   .10 %","","   .46 %","   .16 %","   .40 %"
"2021-02-12","   .13 %","   .53 %","  1.32 %","   .11 %","   .12 %","   .02 %","   .33 %","   .06 %","   .09 %","   .01 %","   .04 %","  -.00 %","   .06 %","   .18 %","   .03 %","   .13 %","   .07 %","   .25 %","   .03 %","   .09 %","   .19 %","   .07 %","","","   .05 %","   .15 %","   .11 %","   .07 %","   .15 %","   .03 %","   .12 %","   .12 %","   .10 %","   .10 %","","   .62 %","   .14 %","   .43 %"
"2021-02-13","   .13 %","   .59 %","  1.53 %","   .12 %","   .13 %","   .01 %","   .39 %","   .07 %","   .10 %","   .01 %","   .03 %","   .03 %","   .07 %","   .25 %","   .04 %","   .14 %","   .11 %","   .29 %","   .04 %","   .13 %","   .19 %","   .08 %","","","   .07 %","   .14 %","   .15 %","   .10 %","   .17 %","   .03 %","   .15 %","   .17 %","   .13 %","   .13 %","","   .68 %","   .16 %","   .47 %"
"2021-02-14","   .13 %","   .77 %","  1.68 %","   .15 %","   .14 %","   .04 %","   .42 %","   .09 %","   .13 %","   .02 %","   .04 %","","   .09 %","   .23 %","   .04 %","   .15 %","   .13 %","   .31 %","   .04 %","   .12 %","   .22 %","   .08 %","","","   .07 %","   .17 %","   .15 %","   .11 %","   .18 %","   .03 %","   .17 %","   .20 %","   .11 %","   .14 %","","   .73 %","   .25 %","   .55 %"
"2021-02-15","   .13 %","   .82 %","  1.80 %","   .14 %","   .13 %","   .04 %","   .59 %","   .10 %","   .13 %","   .03 %","   .04 %","   .09 %","   .09 %","   .29 %","   .04 %","   .15 %","   .13 %","   .33 %","   .10 %","   .11 %","   .18 %","   .06 %","","","   .06 %","   .18 %","   .15 %","   .10 %","   .18 %","   .03 %","   .17 %","   .18 %","   .11 %","   .13 %","","   .68 %","   .24 %","   .53 %"
"2021-02-16","   .12 %","   .82 %","  1.84 %","   .16 %","   .13 %","   .10 %","   .67 %","   .09 %","   .14 %","   .06 %","   .04 %","   .12 %","   .10 %","   .29 %","   .04 %","   .13 %","   .22 %","   .39 %","   .12 %","   .19 %","   .17 %","   .07 %","","","   .07 %","   .24 %","   .18 %","   .11 %","   .22 %","   .03 %","   .16 %","   .16 %","   .12 %","   .15 %","","   .77 %","   .30 %","   .53 %"
"2021-02-17","   .12 %","   .99 %","  1.98 %","   .17 %","   .14 %","   .12 %","   .68 %","   .10 %","   .15 %","   .08 %","   .04 %","","   .12 %","   .35 %","   .04 %","   .13 %","   .22 %","   .40 %","   .14 %","   .20 %","   .16 %","   .08 %","","","   .07 %","   .26 %","   .19 %","   .12 %","   .25 %","   .03 %","   .16 %","   .15 %","   .12 %","   .16 %","","   .67 %","   .40 %","   .52 %"
"2021-02-18","   .14 %","  1.19 %","  2.21 %","   .21 %","   .14 %","   .13 %","   .76 %","   .09 %","   .17 %","   .09 %","   .04 %","   .26 %","   .16 %","   .32 %","   .03 %","   .13 %","   .20 %","   .42 %","   .13 %","   .15 %","   .16 %","   .09 %","","","   .06 %","   .32 %","   .18 %","   .11 %","   .21 %","   .03 %","   .14 %","   .11 %","   .10 %","   .15 %","","   .73 %","   .46 %","   .59 %"
"2021-02-19","   .16 %","  1.27 %","  2.33 %","   .23 %","   .15 %","   .13 %","   .85 %","   .09 %","   .19 %","   .11 %","   .03 %","   .26 %","   .18 %","   .36 %","   .03 %","   .13 %","   .21 %","   .46 %","   .16 %","   .27 %","   .17 %","   .11 %","","","   .06 %","   .37 %","   .20 %","   .12 %","   .25 %","   .03 %","   .13 %","   .09 %","   .12 %","   .16 %","","   .76 %","   .62 %","   .78 %"
"2021-02-20","   .17 %","  1.65 %","  2.69 %","   .28 %","   .20 %","   .15 %","   .79 %","   .10 %","   .21 %","   .09 %","   .03 %","   .35 %","   .20 %","   .39 %","   .03 %","   .14 %","   .23 %","   .49 %","   .12 %","   .27 %","   .20 %","   .12 %","","","   .08 %","   .34 %","   .22 %","   .13 %","   .32 %","   .03 %","   .13 %","   .08 %","   .13 %","   .18 %","","   .89 %","   .85 %","   .83 %"
"2021-02-21","   .20 %","  1.87 %","  3.03 %","   .29 %","   .23 %","   .15 %","   .96 %","   .12 %","   .23 %","   .08 %","   .04 %","   .34 %","   .28 %","   .46 %","   .03 %","   .16 %","   .26 %","   .51 %","   .23 %","   .25 %","   .23 %","   .14 %","","","   .09 %","   .32 %","   .25 %","   .14 %","   .28 %","   .04 %","   .13 %","   .08 %","   .14 %","   .20 %","","  1.00 %","  1.09 %","   .86 %"
"2021-02-22","   .20 %","  1.89 %","  2.97 %","   .34 %","   .24 %","   .15 %","  1.00 %","   .13 %","   .25 %","   .10 %","   .05 %","   .38 %","   .30 %","   .35 %","   .03 %","   .16 %","   .26 %","   .55 %","   .24 %","   .21 %","   .23 %","   .13 %","","","   .09 %","   .33 %","   .24 %","   .14 %","   .24 %","   .04 %","   .13 %","   .08 %","   .14 %","   .20 %","","   .99 %","  1.10 %","   .87 %"
"2021-02-23","   .19 %","  1.83 %","  2.93 %","   .36 %","   .26 %","   .16 %","  1.01 %","   .13 %","   .30 %","   .08 %","   .07 %","   .44 %","   .33 %","   .51 %","   .03 %","   .18 %","   .26 %","   .55 %","   .29 %","   .29 %","   .23 %","   .13 %","","","   .08 %","   .36 %","   .26 %","   .14 %","   .33 %","   .04 %","   .11 %","   .08 %","   .14 %","   .20 %","","  1.01 %","  1.23 %","   .90 %"
"2021-02-24","   .24 %","  1.82 %","  2.90 %","   .39 %","   .27 %","   .15 %","  1.08 %","   .16 %","   .34 %","   .08 %","   .08 %","   .55 %","   .41 %","   .54 %","   .05 %","   .21 %","   .28 %","   .59 %","   .29 %","   .20 %","   .25 %","   .11 %","  -.06 %","","   .09 %","   .54 %","   .28 %","   .14 %","   .27 %","   .05 %","   .16 %","   .08 %","   .16 %","   .21 %","","  1.15 %","  1.78 %","   .79 %"
"2021-02-25","   .28 %","  1.51 %","  2.58 %","   .46 %","   .27 %","   .15 %","  1.07 %","   .18 %","   .37 %","   .09 %","   .10 %","   .46 %","   .47 %","   .52 %","   .06 %","   .25 %","   .29 %","   .65 %","   .32 %","   .23 %","   .32 %","   .13 %","","","   .09 %","   .60 %","   .31 %","   .14 %","   .16 %","   .05 %","   .17 %","   .11 %","   .16 %","   .22 %","","  1.26 %","  2.10 %","   .87 %"
"2021-02-26","   .29 %","  1.50 %","  2.53 %","   .49 %","   .26 %","   .19 %","   .96 %","   .21 %","   .40 %","   .13 %","   .11 %","   .66 %","   .50 %","   .47 %","   .07 %","   .27 %","   .30 %","   .70 %","   .30 %","   .26 %","   .32 %","   .12 %","  -.06 %","","   .09 %","   .63 %","   .33 %","   .14 %","   .14 %","   .04 %","   .20 %","   .10 %","   .17 %","   .23 %","","  1.38 %","  2.13 %","   .88 %"
"2021-02-27","   .33 %","  1.56 %","  2.41 %","   .51 %","   .30 %","   .22 %","  1.06 %","   .20 %","   .46 %","   .14 %","   .12 %","   .65 %","   .58 %","   .59 %","   .08 %","   .31 %","   .31 %","   .75 %","   .36 %","   .36 %","   .41 %","   .13 %","  -.06 %","","   .10 %","   .68 %","   .37 %","   .15 %","   .21 %","   .05 %","   .23 %","   .10 %","   .18 %","   .24 %","","  1.49 %","  2.29 %","   .98 %"
"2021-02-28","   .34 %","  1.82 %","  2.40 %","   .54 %","   .30 %","   .22 %","   .93 %","   .26 %","   .44 %","   .22 %","   .12 %","   .77 %","   .62 %","   .44 %","   .09 %","   .33 %","   .34 %","   .79 %","   .37 %","   .29 %","   .41 %","   .14 %","","","   .11 %","   .70 %","   .39 %","   .16 %","   .14 %","   .04 %","   .26 %","   .12 %","   .20 %","   .26 %","","  1.62 %","  2.26 %","   .97 %"
"2021-03-01","   .32 %","  1.95 %","  2.19 %","   .54 %","   .30 %","   .24 %","   .73 %","   .24 %","   .44 %","   .23 %","   .12 %","   .65 %","   .55 %","   .41 %","   .09 %","   .29 %","   .32 %","   .76 %","   .44 %","   .26 %","   .39 %","   .13 %","","","   .10 %","   .49 %","   .35 %","   .16 %","   .13 %","   .04 %","   .26 %","   .12 %","   .16 %","   .25 %","","  1.44 %","  1.83 %","   .86 %"
"2021-03-02","   .30 %","  2.26 %","  2.18 %","   .45 %","   .30 %","   .27 %","   .78 %","   .24 %","   .48 %","   .24 %","   .10 %","   .65 %","   .61 %","   .60 %","   .08 %","   .26 %","   .30 %","   .74 %","   .44 %","   .32 %","   .30 %","   .13 %","  -.06 %","","   .10 %","   .43 %","   .34 %","   .17 %","   .13 %","   .04 %","   .24 %","   .11 %","   .17 %","   .25 %","","  1.39 %","  1.68 %","   .89 %"
"2021-03-03","   .31 %","  2.49 %","  1.95 %","   .57 %","   .33 %","   .24 %","   .85 %","   .23 %","   .56 %","   .21 %","   .12 %","   .64 %","   .63 %","   .61 %","   .08 %","   .25 %","   .30 %","   .74 %","   .39 %","   .48 %","   .37 %","   .14 %","","","   .12 %","   .47 %","   .35 %","   .18 %","   .17 %","   .05 %","   .23 %","   .13 %","   .17 %","   .26 %","","  1.22 %","  1.63 %","  1.01 %"
"2021-03-04","   .30 %","  2.39 %","  1.96 %","   .59 %","   .31 %","   .24 %","   .78 %","   .27 %","   .58 %","   .21 %","   .12 %","   .63 %","   .63 %","   .55 %","   .08 %","   .26 %","   .31 %","   .74 %","   .36 %","   .41 %","   .30 %","   .16 %","","","   .11 %","   .42 %","   .37 %","   .20 %","   .11 %","   .05 %","   .20 %","   .17 %","   .19 %","   .27 %","","  1.21 %","  1.73 %","  1.08 %"
"2021-03-05","   .34 %","  2.16 %","  1.82 %","   .61 %","   .37 %","   .25 %","   .79 %","   .30 %","   .60 %","   .16 %","   .12 %","   .54 %","   .68 %","   .62 %","   .07 %","   .27 %","   .32 %","   .80 %","   .38 %","   .63 %","   .36 %","   .16 %","","","   .12 %","   .41 %","   .37 %","   .20 %","   .10 %","   .06 %","   .24 %","   .16 %","   .19 %","   .27 %","","  1.27 %","  1.98 %","  1.17 %"
"2021-03-06","   .37 %","  2.15 %","  1.79 %","   .66 %","   .42 %","   .29 %","   .99 %","   .33 %","   .62 %","   .18 %","   .13 %","   .74 %","   .80 %","   .72 %","   .06 %","   .30 %","   .34 %","   .84 %","   .42 %","   .72 %","   .40 %","   .19 %","","","   .12 %","   .49 %","   .42 %","   .21 %","   .10 %","   .06 %","   .23 %","   .17 %","   .21 %","   .28 %","","  1.45 %","  2.10 %","  1.28 %"
"2021-03-07","   .41 %","  2.06 %","  1.66 %","   .81 %","   .50 %","   .27 %","  1.00 %","   .43 %","   .59 %","   .22 %","   .13 %","   .81 %","   .80 %","   .69 %","   .06 %","   .31 %","   .37 %","   .87 %","   .59 %","   .75 %","   .42 %","   .21 %","   .00 %","","   .13 %","   .54 %","   .46 %","   .23 %","   .16 %","   .07 %","   .24 %","   .19 %","   .20 %","   .30 %","","  1.58 %","  2.20 %","  1.49 %"
"2021-03-08","   .43 %","  1.79 %","  1.47 %","   .77 %","   .51 %","   .31 %","   .95 %","   .43 %","   .55 %","   .23 %","   .13 %","   .75 %","   .79 %","   .79 %","   .06 %","   .36 %","   .36 %","   .89 %","   .61 %","   .54 %","   .40 %","   .21 %","","","   .11 %","   .53 %","   .44 %","   .20 %","   .10 %","   .07 %","   .25 %","   .17 %","   .19 %","   .29 %","","  1.64 %","  2.14 %","  1.45 %"
