"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-07-25","  3.39 %"," 10.16 %","  7.90 %","  6.31 %","  2.89 %","  3.77 %","  5.79 %","  3.33 %","  6.06 %","","  4.48 %","  4.37 %","  1.20 %","  3.53 %","  3.19 %","  4.64 %",""," 10.09 %","  5.92 %","  6.15 %","  8.70 %","  6.83 %","  4.65 %","  1.57 %",""
"2020-07-26","  9.43 %","  7.99 %","  4.35 %","  2.23 %","  3.85 %","  7.33 %","  4.64 %","  4.56 %","  6.37 %","","  7.14 %","  3.73 %","  1.78 %","  4.38 %","  8.61 %","  4.58 %","","  2.57 %","  2.48 %","  7.67 %","  2.96 %","  1.16 %","  3.09 %","  2.74 %",""
"2020-07-27","   .75 %","  5.88 %","  4.82 %","  4.17 %","  3.20 %","  4.00 %","  2.76 %","  2.61 %","  4.23 %","","","  3.06 %","  2.78 %","  6.07 %","  8.18 %","  3.99 %","","  9.56 %","  4.44 %","  7.28 %","  4.43 %"," 10.34 %","  2.66 %","  9.04 %",""
"2020-07-28","  4.09 %","  8.60 %","  2.09 %","  2.61 %","   .48 %","  3.31 %","  4.35 %","  2.12 %","  2.70 %","","   .00 %","  4.19 %","   .90 %","  4.40 %","  2.41 %","  3.59 %","","  3.29 %","  1.26 %","  3.98 %","  1.04 %","  1.56 %","  3.91 %"," 11.69 %",""
"2020-07-29"," 13.57 %","  9.74 %","  6.76 %","  2.72 %","  5.60 %","  3.20 %","  2.41 %","  3.69 %","  2.55 %","","   .00 %","  3.55 %","  1.69 %","  4.21 %","  3.47 %","  4.16 %","","  4.02 %","  1.34 %"," 10.64 %","  3.17 %","  2.05 %","  2.28 %","  5.04 %",""
"2020-07-30","  3.77 %","  1.95 %","  4.61 %","  5.45 %","  4.48 %","  2.15 %","  5.05 %","  3.59 %","   .88 %","","  4.00 %","  3.74 %","  4.62 %","  4.85 %","  2.81 %","  4.11 %","","  3.73 %","  7.45 %","  3.46 %","  1.00 %","  9.55 %","  2.83 %","  3.71 %",""
"2020-07-31","  5.15 %","  7.96 %","  7.34 %"," 11.13 %","  1.05 %","  5.98 %","  2.84 %","  2.13 %","  4.14 %","","  5.13 %","  3.22 %","   .97 %","  4.37 %","  6.73 %","  4.46 %","","  2.82 %","  3.77 %","  6.44 %","  6.01 %"," 10.55 %","  4.00 %","  1.05 %",""
"2020-08-01","  9.80 %","  2.05 %","   .68 %","  7.33 %","  3.98 %","  3.19 %","  2.85 %","  3.42 %","  3.21 %","  7.14 %","  4.88 %","  3.33 %","  4.90 %","  5.17 %","  3.94 %","  4.03 %",""," 10.99 %","  3.13 %"," 12.22 %","  2.67 %","  3.73 %","  3.02 %","   .95 %",""
"2020-08-02"," 11.55 %","  4.28 %","  4.07 %"," 18.92 %","  8.49 %","  6.72 %","  2.20 %","  3.09 %","  3.70 %","  6.67 %","  3.49 %","  3.20 %","  4.13 %","  1.41 %","  3.79 %","  3.73 %","","  9.67 %","  2.46 %","  8.30 %","  3.18 %","  7.20 %","  2.76 %","   .86 %",""
"2020-08-03","  4.24 %","  6.68 %","  7.99 %","  8.73 %","  4.37 %","  6.34 %","  2.55 %","  2.26 %","  4.07 %"," 12.50 %","  2.25 %","  3.30 %","  2.28 %"," 10.39 %","  6.03 %","  3.13 %","","  8.21 %","  4.00 %","  6.80 %","  5.16 %","  2.61 %","  2.63 %","  4.92 %",""
"2020-08-04"," 10.16 %","  2.05 %","  9.82 %","  2.95 %","  4.12 %","  2.09 %","  3.19 %","  2.27 %","  5.69 %","  5.56 %","  7.69 %","  3.04 %","  2.00 %","  5.65 %","  5.94 %","  3.55 %",""," 14.60 %","  1.23 %","  3.23 %","  8.14 %","  6.18 %","  4.15 %","   .57 %",""
"2020-08-05","  8.61 %","  3.18 %","  1.79 %","  4.34 %","  7.20 %","  2.28 %","  3.86 %","  3.43 %","  2.40 %","","  6.12 %","  2.73 %","  5.53 %","  3.86 %","  5.12 %","  4.08 %","","  7.44 %","   .53 %","  6.08 %","  6.20 %","  1.03 %","  2.24 %","  1.13 %",""
"2020-08-06","  3.02 %","  3.54 %","  7.97 %","  7.57 %","  8.63 %","  3.86 %","  3.18 %","  2.20 %","  3.68 %"," 44.74 %","   .00 %","  2.72 %","  1.89 %","  4.39 %","  6.57 %","  3.32 %","","  9.24 %","  2.27 %","  4.26 %","  9.75 %","  2.03 %","  4.36 %","  1.59 %",""
"2020-08-07","  7.51 %","  3.09 %","  7.01 %","  8.62 %","  2.24 %","  3.02 %","  5.90 %","  2.36 %","  1.04 %","","   .96 %","  2.63 %","  3.43 %","  9.13 %","  7.11 %","  3.06 %","","  4.16 %","  4.73 %","  6.36 %","  5.18 %","  1.33 %","  3.24 %","  2.98 %",""
"2020-08-08","  5.62 %","  3.10 %","  8.77 %","  3.24 %","  3.38 %","  2.69 %","  4.31 %","  2.34 %","  5.26 %","  9.09 %"," 14.29 %","  2.59 %","  4.21 %","  5.10 %","  5.69 %","  3.39 %","","  4.74 %","  1.48 %","  3.99 %","  6.37 %","   .98 %","  3.60 %","   .38 %",""
"2020-08-09","  3.23 %","  8.93 %","  4.30 %","  7.22 %","  3.61 %","  2.34 %","  2.12 %","  1.95 %","  1.95 %"," 31.67 %","  5.00 %","  2.27 %","  1.26 %","  6.29 %","  5.26 %","  2.95 %","","  6.98 %","  5.70 %","  5.89 %","  7.52 %"," 12.01 %","  4.58 %","  2.73 %",""
"2020-08-10"," 13.91 %","  5.15 %","  7.32 %","  3.29 %","  2.66 %","  4.47 %","  2.45 %","  2.16 %","  2.87 %","  6.33 %"," 37.30 %","  2.23 %","  3.66 %","  5.47 %","  2.68 %","  2.40 %","","  4.59 %","  5.07 %","  3.35 %","  8.61 %"," 13.33 %","  2.79 %","  2.95 %",""
"2020-08-11","  8.23 %","  8.07 %","  2.50 %","  2.76 %","  2.48 %","  1.29 %","  2.46 %","  1.58 %","  3.23 %"," 17.86 %","  4.62 %","  2.51 %","  3.69 %","  4.40 %","  7.53 %","  3.06 %","","  3.46 %","  6.20 %","  4.48 %","  4.07 %","  7.16 %","  3.06 %","  2.15 %",""
"2020-08-12","  8.11 %","  3.78 %","  1.22 %","  3.03 %","  3.00 %","  2.61 %","  2.35 %","  2.71 %","  3.13 %","  7.07 %"," 19.34 %","  2.13 %","  2.74 %","  7.41 %","  5.46 %","  2.72 %","","  3.29 %","  4.66 %","  4.16 %","  3.49 %","  9.07 %","  3.45 %","  2.88 %",""
"2020-08-13","  3.87 %","  2.75 %","  3.98 %","  3.55 %","  1.43 %","  3.25 %","  2.44 %","  2.22 %","  1.85 %","  3.77 %"," 10.19 %","  2.25 %","  6.16 %"," 10.51 %","  5.18 %","  2.62 %","","  3.40 %","  4.06 %","  2.62 %","  3.75 %"," 10.07 %","  2.81 %","  1.23 %",""
"2020-08-14","  2.14 %","  2.52 %","  3.92 %","  5.75 %","  3.93 %","  3.06 %","  3.00 %","  2.07 %","  3.84 %","  3.64 %"," 13.45 %","  2.03 %","  1.62 %","  3.90 %","  4.48 %","  2.66 %","","  3.08 %","  1.89 %","  6.28 %","  7.29 %","  4.17 %","  3.23 %","  3.50 %",""
"2020-08-15","  3.54 %","  3.07 %","  2.83 %","  1.83 %","  3.20 %","  1.98 %","  3.42 %","  1.77 %","  4.53 %"," 19.30 %","  2.59 %","  2.17 %","  3.73 %","  2.21 %","  4.85 %","  2.74 %","","  3.75 %"," 10.84 %","  2.41 %","  5.25 %","  3.05 %","  2.34 %","  1.56 %",""
"2020-08-16","  2.13 %","  4.54 %","  2.08 %","  4.62 %","  8.69 %","  2.08 %","  1.98 %","  1.64 %","  1.63 %","  5.88 %","  4.69 %","  1.78 %","  3.04 %","  5.83 %","  4.45 %","  2.33 %","","  7.18 %","  2.97 %","  3.42 %","  6.40 %","  1.11 %","  2.54 %","  8.20 %",""
"2020-08-17","  2.30 %","  7.55 %","  3.18 %","  2.52 %","  8.56 %","  2.88 %","  1.19 %","  1.74 %","  3.80 %","  2.08 %","  5.86 %","  1.70 %","  2.16 %","  6.32 %","  4.00 %","  2.32 %","","  4.60 %","  5.73 %","  3.36 %","  5.31 %","  5.31 %","  2.65 %","  2.84 %",""
"2020-08-18","  9.91 %","  4.57 %","  2.53 %","  1.68 %","  4.30 %","  2.01 %","  2.35 %","  1.45 %","  2.78 %","  4.08 %","  6.19 %","  1.84 %","  1.36 %","  5.23 %","  4.39 %","  2.64 %","","  3.83 %","  7.00 %","  2.80 %","  6.17 %","  4.00 %","  2.26 %","  5.01 %",""
"2020-08-19","  5.67 %","  4.05 %","  2.70 %","  3.47 %","  8.59 %","  2.16 %","  2.67 %","  1.50 %","  4.16 %","  1.96 %","  5.21 %","  2.00 %","  1.74 %","  5.52 %","  3.12 %","  2.54 %","","  4.66 %","   .99 %","  3.64 %","  3.32 %","  3.68 %","  2.38 %","  1.43 %",""
"2020-08-20","  5.10 %","  3.59 %","  1.43 %","  2.60 %","  5.59 %","  4.41 %","  3.22 %","  1.37 %","  6.31 %","  3.85 %","  4.08 %","  1.72 %","  1.90 %","  4.97 %","  2.14 %","  2.82 %","","  4.53 %","  1.87 %","  1.97 %","  3.09 %","  5.00 %","  1.90 %","  2.59 %",""
"2020-08-21","  2.76 %","  3.94 %","  2.74 %","  3.16 %","  3.46 %","  3.35 %","  5.55 %","  1.38 %","  3.37 %","  1.23 %","  5.04 %","  1.34 %","  2.78 %","  3.05 %","  1.18 %","  2.80 %","","  4.45 %","  6.56 %","  1.89 %","  3.87 %","  4.15 %","  2.25 %","  1.63 %",""
"2020-08-22","  4.56 %","  5.48 %","  2.74 %","  4.57 %","  3.47 %","  2.51 %","  2.92 %","  1.28 %","  1.88 %","  7.93 %","  4.27 %","  1.47 %","  2.56 %","  5.59 %","  3.61 %","  1.95 %","","  3.23 %","  9.95 %","  3.84 %","  3.63 %","  6.93 %","  2.19 %","  2.70 %",""
"2020-08-23","  1.01 %","  5.63 %","  2.95 %","  2.83 %","  3.02 %","  1.46 %","  2.76 %","  1.31 %","  2.65 %"," 14.12 %","  1.02 %","  1.59 %","  2.32 %","  3.25 %","  3.92 %","  2.44 %","","  3.70 %","  9.73 %","   .91 %","  4.42 %","  8.97 %","  1.92 %","  1.51 %",""
"2020-08-24","  8.87 %","  5.18 %","  2.93 %","  1.12 %","  3.26 %","  2.53 %","  1.61 %","   .85 %","  3.52 %","   .00 %","  5.32 %","  1.29 %","  1.26 %","  3.59 %","  3.18 %","  2.39 %","","  3.29 %","  4.79 %","  1.64 %","  2.71 %"," 14.56 %","  1.59 %","  1.44 %",""
"2020-08-25","  5.52 %","  2.99 %","  3.38 %","  4.11 %","  1.93 %","  1.81 %","  1.79 %","  1.08 %","  3.15 %","  2.97 %","  1.44 %","  1.48 %","  1.38 %","  2.86 %","  4.16 %","  1.97 %","","  3.49 %","  5.79 %","  3.05 %","  2.25 %"," 10.83 %","  1.50 %","  2.25 %",""
"2020-08-26","  4.03 %","  4.50 %","  3.59 %","  3.68 %","  1.52 %","  2.27 %","  1.62 %","  1.45 %","  2.99 %","   .48 %","  2.13 %","  1.49 %","   .78 %","  2.92 %","  5.49 %","  1.68 %","","  4.75 %","  3.54 %","  1.60 %","  3.26 %","  7.58 %","  1.82 %","  1.44 %",""
"2020-08-27","  5.35 %","  2.06 %","  8.47 %","  4.36 %","  1.95 %","  2.07 %","  1.90 %","  1.24 %","  3.33 %","  4.31 %","  1.39 %","  1.52 %","   .66 %","  2.10 %","  1.85 %","  2.17 %","","  2.14 %","  3.04 %","  2.23 %","  3.77 %","  5.56 %","  1.30 %","  1.09 %",""
"2020-08-28","  4.72 %","  2.55 %"," 12.20 %","  4.76 %","  1.61 %","  1.56 %","  1.53 %","   .72 %","  5.05 %","  1.38 %","  1.60 %","  1.12 %","  1.83 %","  2.75 %","  4.23 %","  1.75 %","","  2.52 %","  3.53 %","  2.22 %","  3.04 %","  4.57 %","  1.81 %","  1.73 %",""
"2020-08-29"," 10.41 %","  2.53 %","  2.18 %","  5.68 %","  1.01 %","  1.76 %","  1.63 %","  1.15 %","  1.80 %","  7.69 %","   .90 %","  1.22 %","  1.76 %","  3.15 %","  3.31 %","  1.43 %","","  2.08 %","  7.45 %","  1.98 %","  3.51 %","  4.79 %","  1.71 %","  1.38 %",""
"2020-08-30","  5.72 %","  3.22 %","  1.84 %","  2.89 %","  1.00 %","  1.88 %","  1.73 %","  1.28 %","  1.98 %","  6.30 %","   .67 %","  1.09 %","  1.17 %","  2.65 %","  4.04 %","  1.81 %","","  4.76 %","  4.59 %","  2.09 %","  2.46 %","  7.29 %","  1.85 %","  2.18 %",""
"2020-08-31","  3.06 %","  3.89 %","  2.59 %","  4.68 %","  1.18 %","  2.33 %","  1.53 %","   .78 %","  3.79 %","  3.56 %","  2.66 %","  1.12 %","  1.14 %","  2.53 %","  4.94 %","  1.40 %","","  2.13 %","  7.15 %","  2.34 %","  2.99 %","  2.69 %","  1.67 %","  1.24 %",""
"2020-09-01","  6.03 %","  3.19 %","  1.90 %","  5.36 %","   .90 %","  1.17 %","  1.41 %","   .86 %","  2.34 %","   .76 %","  2.81 %","  1.38 %","   .52 %","  1.47 %","  2.37 %","  1.96 %","","  3.13 %","  3.44 %","  2.40 %","  2.33 %","  4.58 %","  1.47 %","   .96 %",""
"2020-09-02","  4.72 %","  3.89 %","  1.87 %","  4.11 %","  1.15 %","  1.70 %","  3.19 %","  1.11 %","  3.38 %","  1.14 %","  1.47 %","   .97 %","   .68 %","  1.56 %","  1.76 %","  2.11 %","","  2.60 %","  2.63 %","  1.88 %","  2.25 %","  4.17 %","  1.19 %","  1.74 %",""
"2020-09-03","  6.57 %","  3.56 %","  1.15 %","  5.89 %","  1.27 %","  1.27 %","  1.36 %","  1.01 %","  4.56 %","  1.12 %","  2.48 %","  1.15 %","   .62 %","  2.02 %","  2.44 %","  2.08 %","","  1.47 %","  1.37 %","   .70 %","  2.26 %","  2.54 %","  1.86 %","   .81 %",""
"2020-09-04","  5.51 %","  3.44 %","  3.72 %","  4.91 %","  1.76 %","  2.11 %","  1.76 %","   .87 %","  1.64 %","  4.44 %","  2.02 %","  1.02 %","   .99 %","  1.65 %","  2.36 %","  1.59 %","","  3.24 %","  3.04 %","  3.39 %","  2.34 %","  2.86 %","  1.12 %","  2.12 %",""
"2020-09-05","  3.74 %","  4.51 %","  1.97 %","  2.54 %","  1.31 %","  1.79 %","  1.16 %","   .88 %","  1.93 %","  2.84 %","  3.56 %","  1.31 %","   .37 %","  1.34 %","  2.64 %","  1.53 %","","  2.97 %","  4.47 %","  2.11 %","  2.63 %","  3.67 %","  1.81 %","  1.86 %",""
"2020-09-06","  3.57 %","  2.99 %","  1.33 %","  1.79 %","   .99 %","  1.74 %","  3.47 %","   .85 %","  2.09 %","  3.79 %","   .76 %","  1.28 %","  1.01 %","  2.27 %","  2.68 %","  1.59 %","","  2.91 %","  3.19 %","  2.20 %","  2.16 %","  3.11 %","  1.56 %","   .65 %",""
"2020-09-07","  3.33 %","  3.37 %","  1.65 %","  2.49 %","   .83 %","  1.98 %","  3.14 %","   .78 %","   .83 %","  1.66 %","   .95 %","  1.07 %","   .66 %","  1.38 %","  3.26 %","  1.53 %","","  3.60 %","  3.60 %","  2.21 %","  3.05 %","  2.07 %","  1.64 %","   .93 %",""
"2020-09-08","  2.84 %","  3.96 %","  3.29 %","  1.90 %","  1.56 %","  1.60 %","  2.44 %","   .74 %","  1.49 %","  1.31 %","  2.26 %","   .88 %","   .40 %","  2.35 %","  3.22 %","  1.52 %","","  2.60 %","  2.98 %","  3.36 %","  4.02 %","  1.91 %","  1.13 %","  3.12 %",""
"2020-09-09","  2.66 %","  2.08 %","  1.81 %","  2.36 %","  2.25 %","   .99 %","  1.71 %","  1.01 %","  1.93 %","  4.84 %","  3.49 %","  1.27 %","  1.14 %","  2.17 %","  2.64 %","  1.47 %","","  3.33 %","  2.09 %","  3.07 %","  2.13 %","  5.24 %","  1.19 %","  2.64 %",""
"2020-09-10","  2.19 %","  2.67 %","  2.18 %","  1.80 %","  1.88 %","  1.48 %","  1.66 %","  1.10 %","  1.94 %","  2.77 %","  1.60 %","  1.09 %","  1.19 %","  2.45 %","  3.08 %","  1.37 %","","  2.72 %","  2.53 %","  3.00 %","  2.52 %","  3.03 %","  1.66 %","  2.04 %",""
"2020-09-11","  2.54 %","  2.85 %","  2.29 %","  1.84 %","   .99 %","  1.74 %","  1.47 %","  1.00 %","  1.99 %","  4.49 %","  1.92 %","  1.21 %","  1.38 %","  2.49 %","  2.91 %","  1.33 %","","  3.07 %","  2.89 %","  2.37 %","  1.95 %","  5.04 %","  1.43 %","  1.52 %",""
"2020-09-12","  1.46 %","  2.50 %","  1.74 %","  2.17 %","   .82 %","  1.60 %","  1.90 %","  1.17 %","  1.85 %","  2.58 %","  3.43 %","  1.21 %","  1.32 %","  2.24 %","  2.02 %","  1.37 %","","  2.78 %","  3.64 %","  1.70 %","  1.76 %","  3.60 %","  1.67 %","  1.28 %",""
"2020-09-13","  2.59 %","  2.55 %","  2.20 %","  2.17 %","  1.08 %","  1.92 %","  2.14 %","  1.15 %","  1.86 %","  3.07 %","  4.48 %","  1.18 %","  1.29 %","  2.42 %","  2.58 %","  1.28 %","","  2.31 %","  3.26 %","  1.90 %","  1.61 %","  3.28 %","  1.36 %","  1.41 %",""
"2020-09-14","  1.52 %","  3.34 %","  1.75 %","  2.06 %","  1.32 %","  2.39 %","  2.62 %","   .96 %","  1.91 %","  5.15 %","  3.33 %","  1.19 %","  1.07 %","  2.34 %","  1.88 %","  1.35 %","","  1.53 %","  3.78 %","  1.29 %","  1.62 %","  2.80 %","  1.05 %","  1.42 %",""
"2020-09-15","  2.85 %","  2.23 %","  2.36 %","  1.79 %","  1.50 %","  1.87 %","  1.94 %","   .88 %","  1.56 %","  6.70 %","  3.69 %","  1.04 %","  1.58 %","  2.26 %","  2.24 %","  1.23 %","","  1.98 %","  3.35 %","  2.26 %","  1.59 %","  5.18 %","  1.46 %","  1.72 %",""
"2020-09-16","  2.89 %","  2.72 %","  2.62 %","  2.09 %","  1.57 %","  1.60 %","  1.65 %","  1.25 %","  1.72 %","  6.04 %","  2.37 %","  1.00 %","  1.78 %","  2.28 %","  1.84 %","  1.19 %","","  1.98 %","  3.07 %","  2.26 %","  1.52 %","  5.18 %","  1.34 %","  1.24 %",""
"2020-09-17","  2.72 %","  2.55 %","  2.56 %","  1.83 %","  1.11 %","  1.42 %","  1.44 %","  1.18 %","  1.65 %","  5.69 %","  2.03 %","   .99 %","  1.70 %","  1.89 %","  1.68 %","  1.18 %","","  2.45 %","  3.12 %","  1.58 %","  1.37 %","  3.90 %","  1.85 %","  1.50 %",""
"2020-09-18","  2.82 %","  2.53 %","  2.06 %","  1.77 %","  1.12 %","  1.76 %","  1.32 %","  1.08 %","  1.86 %","  5.39 %","  2.84 %","  1.02 %","  1.58 %","  1.48 %","  2.03 %","  1.15 %","","  2.26 %","  2.90 %","  1.63 %","  1.61 %","  3.72 %","  1.53 %","  1.61 %",""
"2020-09-19","  2.55 %","  2.13 %","  2.51 %","  1.81 %","   .80 %","  1.40 %","  1.52 %","  1.17 %","  1.59 %","  3.89 %","  2.62 %","  1.11 %","  1.38 %","  1.74 %","  1.69 %","  1.14 %","","  1.80 %","  2.47 %","  2.59 %","  1.89 %","  3.20 %","  1.47 %","  1.02 %",""
"2020-09-20","  2.30 %","  1.93 %","  2.19 %","  1.80 %","   .91 %","  1.43 %","  1.54 %","  1.35 %","  1.87 %","  5.31 %","  3.23 %","  1.04 %","  1.49 %","  2.04 %","  1.68 %","  1.14 %","","  2.22 %","  1.83 %","  2.35 %","  1.29 %","  2.84 %","  1.47 %","  1.63 %",""
"2020-09-21","  2.41 %","  3.22 %","  1.24 %","  1.99 %","   .66 %","  1.83 %","  1.19 %","  1.28 %","  1.56 %","  4.30 %","  2.08 %","  1.06 %","  1.35 %","  1.82 %","  1.79 %","  1.14 %","","  1.93 %","  1.71 %","  2.00 %","  1.79 %","  2.69 %","  1.25 %","  1.45 %",""
"2020-09-22","  2.40 %","  2.72 %","  2.61 %","  1.99 %","  1.10 %","  1.19 %","  1.73 %","  1.04 %","  1.61 %","  5.56 %","  4.08 %","  1.06 %","   .70 %","  1.40 %","  1.89 %","  1.15 %","","  1.61 %","  1.53 %","  2.19 %","  1.46 %","  2.55 %","  1.42 %","  1.84 %",""
"2020-09-23","  1.73 %","  1.71 %","  1.85 %","  1.72 %","   .95 %","  1.23 %","  1.65 %","  1.09 %","  1.26 %","  4.41 %","  1.96 %","  1.29 %","   .88 %","  2.01 %","  1.70 %","  1.37 %","","  1.86 %","  1.17 %","  1.69 %","  1.07 %","  1.94 %","  1.30 %","  1.31 %",""
"2020-09-24","  2.28 %","  2.00 %","  2.11 %","  1.90 %","  1.18 %","  1.12 %","  1.17 %","  1.07 %","  1.44 %","  4.39 %","  2.04 %","  1.17 %","  1.06 %","  1.45 %","  1.64 %","  1.35 %","","  1.37 %","  1.43 %","  1.46 %","  1.00 %","  3.21 %","  1.38 %","  1.90 %",""
"2020-09-25","  1.48 %","  1.11 %","  1.78 %","  1.37 %","  1.33 %","  1.11 %","  1.50 %","  1.14 %","  1.17 %","  4.67 %","  2.36 %","  1.32 %","   .56 %","  1.52 %","  1.42 %","  1.44 %","","  1.33 %","  1.10 %","  1.42 %","   .90 %","  1.91 %","  1.61 %","  1.57 %",""
"2020-09-26","  1.11 %","  1.43 %","  2.18 %","  1.67 %","  1.41 %","   .95 %","  1.16 %","   .98 %","   .88 %","  3.57 %","  2.07 %","  1.26 %","   .77 %","  1.70 %","  1.74 %","  1.44 %","","  1.66 %","  1.60 %","  1.21 %","  1.28 %","  1.69 %","  1.19 %","  1.16 %",""
"2020-09-27","  1.23 %","  1.41 %","  2.21 %","  1.64 %","  1.23 %","  1.09 %","  1.34 %","  1.08 %","  1.01 %","  3.30 %","  2.25 %","  1.15 %","   .86 %","  1.17 %","  1.65 %","  1.37 %","","  1.24 %","  1.39 %","  1.02 %","  1.37 %","  2.81 %","  1.28 %","  2.00 %",""
"2020-09-28","  1.85 %","  1.83 %","  1.68 %","  1.71 %","  1.05 %","  1.04 %","   .94 %","  1.05 %","   .98 %","  3.62 %","  2.43 %","  1.14 %","   .85 %","  1.03 %","  1.83 %","  1.33 %","","  1.39 %","  1.31 %","  1.28 %","  1.20 %","  1.95 %","  1.41 %","  1.78 %",""
"2020-09-29","  1.37 %","  1.96 %","  1.65 %","  1.57 %","   .64 %","  1.29 %","  1.18 %","   .92 %","  1.02 %","  3.62 %","  1.94 %","  1.26 %","   .63 %","  1.53 %","  1.75 %","  1.26 %","","   .93 %","  1.55 %","  1.10 %","  1.38 %","  1.94 %","  1.39 %","   .96 %",""
"2020-09-30","  1.22 %","  1.49 %","  1.31 %","  1.53 %","   .45 %","  1.01 %","  1.27 %","  1.10 %","  1.47 %","  3.50 %","  2.22 %","  1.21 %","   .99 %","  1.55 %","  1.61 %","  1.30 %","","  1.21 %","  1.24 %","  1.67 %","  1.09 %","  2.52 %","  1.59 %","  1.29 %",""
"2020-10-01","  1.64 %","  1.12 %","  2.43 %","  1.39 %","   .76 %","  1.07 %","  1.13 %","  1.07 %","  1.23 %","  3.13 %","  1.65 %","  1.19 %","  1.41 %","  1.65 %","  1.73 %","  1.26 %","","  1.11 %","  1.20 %","  1.42 %","  1.30 %","  1.63 %","  1.33 %","  1.49 %",""
"2020-10-02","  1.57 %","  1.16 %","  2.12 %","  1.62 %","   .72 %","  1.14 %","  1.18 %","   .89 %","  1.25 %","  3.64 %","  1.32 %","  1.27 %","  1.24 %","  1.59 %","  1.88 %","  1.26 %","","  1.21 %","  1.14 %","  1.64 %","  1.19 %","  1.29 %","  1.28 %","  1.36 %",""
"2020-10-03","  1.69 %","   .87 %","  1.36 %","  1.65 %","   .81 %","  1.55 %","  1.23 %","  1.26 %","  1.68 %","  3.86 %","  1.50 %","  1.10 %","  1.05 %","  1.78 %","  1.88 %","  1.22 %","","  1.27 %","  1.34 %","  1.37 %","  1.53 %","  1.14 %","  1.10 %","  1.16 %",""
"2020-10-04","   .80 %","   .98 %","  1.39 %","  1.62 %","   .98 %","  1.16 %","  1.30 %","  1.00 %","  1.39 %","  3.61 %","  1.19 %","  1.31 %","  1.30 %","  1.59 %","  1.47 %","  1.39 %","","  1.06 %","   .62 %","  1.90 %","  1.18 %","  1.26 %","  1.13 %","   .98 %",""
