"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-04-20","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.04 %","   .00 %",""," 18.18 %"," 16.67 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  2.82 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 15.28 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %"," 21.62 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," 12.50 %","   .00 %"," 33.33 %","   .00 %","  1.47 %","   .00 %","","   .00 %"," 42.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","  6.67 %","  7.55 %"," 30.00 %","  8.33 %"," 33.33 %","  1.37 %","   .00 %","   .00 %"," 19.05 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  1.20 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  4.76 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  6.69 %","  7.69 %",""," 23.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  6.90 %","   .00 %"," 12.50 %","   .00 %"," 11.54 %","   .00 %","  6.25 %","  9.46 %"," -5.26 %","   .00 %"," -4.00 %","-50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 33.33 %","   .00 %","  1.19 %","  4.35 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  4.55 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  5.45 %"," 14.29 %","","   .00 %"," 10.00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"," 15.38 %","  6.45 %","   .00 %"," -5.56 %","  3.51 %","  6.90 %","   .00 %","  5.88 %","  9.88 %","   .00 %","   .00 %","  4.17 %"," ##.## %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"
"2020-04-24","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  8.70 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","  9.38 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.29 %","   .00 %","","   .00 %"," -9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %"," 11.76 %","  6.78 %","  9.68 %","  7.69 %","   .00 %","  2.25 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %"
"2020-04-25","   .00 %","   .00 %","  2.94 %"," 50.00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  8.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.59 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","  4.00 %","   .00 %","   .62 %","   .00 %","   .00 %","   .00 %"," 11.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.79 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %"," -5.26 %","  1.59 %","   .00 %","   .00 %"," 11.11 %","  2.20 %","   .00 %","   .00 %","  4.00 %","  6.78 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 15.38 %","   .00 %"," 50.00 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  1.09 %","  3.85 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %",""," -6.25 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","  1.08 %","   .00 %","   .00 %","   .00 %"," -6.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-27"," 28.57 %","   .00 %"," -2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .61 %"," 20.00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.33 %","   .00 %"," 12.50 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","  6.38 %","   .00 %","   .00 %","   .00 %","-27.12 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","  7.53 %","  3.70 %","   .00 %","   .00 %","   .00 %"," 16.67 %"," 33.33 %","   .00 %","   .81 %","   .00 %","  9.09 %","   .00 %"," 50.00 %","   .00 %","  5.88 %","  3.85 %","   .00 %","  2.72 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 25.00 %"," 18.18 %","   .00 %","   .00 %"," 50.00 %","   .99 %","   .00 %","","   .00 %"," 25.00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.78 %","   .00 %","  5.56 %","  3.12 %","  5.71 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 19.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","  5.56 %"," ##.## %","   .00 %","   .00 %","   .00 %","  7.14 %","  6.00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","  7.41 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.76 %"," 12.82 %"," 40.00 %","  7.69 %","   .00 %","   .00 %"," 33.33 %","  1.46 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","  3.03 %","  5.41 %","  6.67 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-30"," 11.11 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.20 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %"," 10.53 %","  3.45 %"," ##.## %","  1.76 %","   .00 %","   .00 %","   .00 %","  2.27 %"," 14.29 %","  7.14 %","   .00 %","   .00 %","   .00 %","  4.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","  2.70 %","   .00 %","   .00 %","  1.47 %","  7.69 %","  6.25 %","   .00 %","  1.85 %","  4.76 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","-33.33 %","   .00 %"
"2020-05-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.36 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .69 %"," 31.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.90 %","  4.76 %","   .00 %"," 15.00 %","  1.82 %","  4.55 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  1.37 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","  4.76 %","  6.67 %"," 50.00 %","   .27 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 12.50 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .46 %","  4.76 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.38 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .46 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","  5.26 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.79 %","   .00 %"," 50.00 %","   .00 %"
"2020-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  8.33 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  1.36 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %"," 69.77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","  7.89 %","  9.68 %","   .00 %","   .00 %"," 50.00 %","   .00 %","-20.00 %","   .00 %","  4.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %","  1.92 %"," 11.11 %"," 12.50 %","   .00 %","   .00 %"," 20.00 %","  1.34 %","   .00 %","","   .00 %","  6.25 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.63 %","  4.44 %","  5.56 %","   .00 %","  1.72 %","   .00 %","   .00 %"," -3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","  4.55 %","   .00 %"," 33.33 %","   .00 %"
"2020-05-06","   .00 %","   .00 %"," 10.00 %"," 33.33 %","   .00 %"," 33.33 %","  7.14 %","  5.88 %","   .81 %","  2.94 %","   .00 %","   .00 %","-33.33 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %"," 12.50 %","   .00 %"," 33.33 %","   .00 %","  4.35 %","   .00 %"," 33.33 %","  1.57 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  2.43 %","  9.09 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.88 %","   .00 %","   .00 %"," -1.33 %","  2.13 %","   .00 %","  4.35 %","  1.69 %","  8.70 %","   .00 %","  3.12 %","  1.37 %","   .00 %"," ##.## %","   .00 %","  4.35 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %"
"2020-05-07"," 10.00 %","   .00 %","  4.55 %"," 12.50 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.61 %","  5.71 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","  3.03 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","  8.33 %","  3.12 %","   .00 %","  1.03 %","   .00 %","   .00 %","   .00 %","  3.77 %","   .00 %","  5.56 %","   .00 %"," 25.00 %","   .00 %","  -.22 %","  4.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","  2.08 %","  5.26 %","   .00 %","  3.33 %","  4.00 %","   .00 %","  6.06 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"
"2020-05-08","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","  6.25 %","  5.56 %","  1.59 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .81 %","  3.85 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2020-05-09","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  5.88 %","  5.26 %","   .78 %"," -2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.68 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","  1.02 %","   .00 %","   .00 %","  4.76 %","  3.51 %","   .00 %","  4.76 %","   .00 %","   .00 %"," 12.50 %","  1.08 %","   .00 %","","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  4.00 %","  4.00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %"
"2020-05-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","  2.31 %","  3.70 %","   .00 %","  2.70 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %"," 11.11 %","  5.00 %","  -.75 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  7.69 %","  3.30 %","   .00 %"," -4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  1.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","  2.26 %","   .00 %","   .00 %","  2.63 %"," -8.11 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %","   .00 %"
"2020-05-12","   .00 %"," 11.11 %","  2.08 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  4.76 %","  2.27 %","  8.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  2.78 %"," 20.00 %","   .75 %","   .00 %","   .00 %","   .00 %","  1.69 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","  8.00 %",""," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %","   .00 %","   .00 %"," -1.30 %","  2.00 %","   .00 %","   .00 %","  3.68 %","  3.57 %","   .00 %","   .00 %"," -1.47 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -3.45 %","   .00 %"," 33.33 %","   .00 %"
"2020-05-13","   .00 %","   .00 %"," -2.04 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","  4.74 %","   .00 %","  5.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  2.70 %"," 33.33 %","   .74 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %"," -4.17 %","   .00 %","   .00 %","   .00 %","   .84 %"," 14.81 %","","-15.79 %"," -5.88 %","   .00 %","   .00 %","   .00 %","-##.## %"," -5.26 %","   .00 %","   .00 %"," 10.00 %","  1.32 %","   .00 %","  4.76 %","   .00 %","   .71 %","  3.45 %","   .00 %","   .00 %"," -1.49 %","   .00 %","   .00 %","   .00 %"," 11.54 %","   .00 %","  7.14 %","   .00 %","-12.50 %","   .00 %"
"2020-05-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"," 26.92 %","   .00 %","   .00 %","  3.68 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .21 %","   .00 %","","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.33 %","   .00 %","   .00 %","  1.30 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  5.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","  2.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.06 %","   .00 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.45 %","   .00 %","","   .00 %","  5.88 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.38 %","   .00 %","  4.55 %"," -1.28 %","   .00 %","   .00 %","  3.70 %","   .70 %","   .00 %","   .00 %","  4.88 %","   .00 %"," 18.18 %"," 50.00 %","   .00 %","  6.90 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"
"2020-05-16","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","  1.46 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %"," 12.50 %","   .71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","  -.70 %","  3.33 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-17","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.41 %"," -3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-18","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.89 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %"," 86.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","   .00 %","  4.35 %","   .00 %"," 12.50 %","   .00 %","  6.06 %","   .00 %","   .00 %","  -.23 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","  4.00 %","   .00 %","   .00 %","   .00 %","  -.20 %","  3.23 %","","   .00 %","  5.00 %","  7.14 %","   .00 %"," ##.## %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %","   .00 %","   .00 %","  2.33 %","   .00 %","  7.14 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-20","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  1.21 %","  6.25 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","   .00 %","  1.34 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.67 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
