"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-09-20","52","5328","10","398","863","120","662","4926","159","3169","1132","116","996","614","7973","536","1868","32340","53","35","","10","754","458","2797","1259","27","8784","1039","246","5015","491","4359"
"2020-09-21","52","5379","11","399","869","123","690","4958","168","3186","1174","123","1019","623","8095","554","1905","32684","55","36","","9","763","467","2844","1275","27","8844","1048","252","5103","501","4421"
"2020-09-22","52","5430","12","413","872","127","718","4995","176","3202","1203","128","1037","638","8178","573","1933","33076","60","34","","10","774","473","2910","1290","27","8920","1058","261","5180","512","4483"
"2020-09-23","52","5475","12","457","873","137","728","5031","184","3217","1230","133","1057","645","8216","593","1975","33555","62","40","","11","789","481","2974","1305","28","8983","1078","266","5267","529","4544"
"2020-09-24","52","5527","12","376","877","144","752","5067","191","3234","1252","143","1079","649","8281","614","2020","34014","61","42","","11","805","487","3050","1357","29","9049","1086","273","5334","542","4606"
"2020-09-25","52","5575","12","454","880","145","777","5091","194","3243","1270","150","1100","658","8367","636","2050","34430","59","41","","11","820","494","3118","1335","29","9121","1096","285","5418","555","4665"
"2020-09-26","52","5632","12","469","885","145","817","5137","199","3256","1288","157","1118","667","8453","657","2079","34860","57","42","","11","836","500","3172","1349","29","9206","1107","288","5485","566","4721"
"2020-09-27","53","5677","12","329","887","147","848","5179","209","3266","1277","168","1125","674","8532","678","2104","35240","64","37","","11","850","513","3222","1364","31","9286","1116","290","5562","574","4781"
"2020-09-28","53","5714","13","365","891","153","877","5216","215","3278","1328","173","1139","685","8591","677","2140","35420","64","40","","12","866","515","3268","1379","33","9355","1123","293","5620","580","4837"
"2020-09-29","53","5749","14","386","893","158","916","5264","227","3289","1353","176","1157","697","8727","699","2179","35850","61","40","","12","881","517","3343","1394","33","9426","1139","299","5683","591","4899"
"2020-09-30","53","5797","14","472","903","162","936","5305","236","3300","1352","179","1174","708","8814","722","2214","36331","64","43","","12","895","521","3390","1409","35","9493","1159","303","5752","611","4958"
"2020-10-01","53","5838","14","241","905","164","985","5345","248","3310","1372","188","1185","718","8944","751","2234","36725","65","43","","12","912","525","3435","1423","38","9559","1167","309","5832","625","5017"
"2020-10-02","53","5869","16","438","909","169","1002","5382","250","3325","1422","195","1205","726","9069","771","2270","37149","62","46","","12","928","532","3485","1439","39","9626","1185","312","5885","636","5070"
"2020-10-03","53","5910","16","561","911","172","1031","5416","258","3337","1407","203","1224","731","9169","793","2297","37427","71","47","","10","945","534","3546","1453","41","9691","1193","315","5945","648","5132"
"2020-10-04","53","5950","16","525","914","174","1045","5454","264","3346","1467","210","1235","733","9236","816","2332","37753","74","47","","12","960","539","3587","1468","43","9757","1203","322","5997","652","5194"
"2020-10-05","54","5988","17","507","923","177","1081","5486","268","3359","1396","217","1245","744","9320","839","2361","39676","70","53","","12","977","543","3625","1482","44","9819","1211","332","6060","669","5255"
"2020-10-06","54","6021","18","581","924","180","1104","5525","276","3369","1506","222","1261","754","9411","864","2386","38386","78","54","","12","993","546","3663","1497","47","9889","1229","334","6121","677","5318"
"2020-10-07","54","6055","19","348","926","182","1134","5560","285","3378","1525","224","1275","764","9524","886","2416","38741","75","52","","12","1011","551","3696","1513","49","9957","1247","334","6168","688","5376"
"2020-10-08","55","6097","20","562","928","186","1158","5597","292","3391","1545","231","1284","772","9625","910","2445","39099","83","53","","12","1027","556","3725","1528","50","10025","1267","337","6213","702","5439"
"2020-10-09","55","6128","21","520","933","188","1196","5636","299","3397","1559","238","1299","778","9739","935","2472","41061","82","54","","12","1044","558","3757","1544","52","10093","1274","344","6261","716","5501"
"2020-10-10","55","6163","21","547","943","190","1235","5684","307","3407","1541","241","1306","781","9841","958","2497","39709","86","56","","10","1059","559","3782","1559","53","10160","1283","353","6321","734","5563"
"2020-10-11","55","6193","22","394","945","191","1253","5713","315","3416","1576","243","1315","782","9916","983","2522","40014","87","57","","12","1075","563","3817","1573","54","10225","1288","355","6362","747","5622"
"2020-10-12","55","6225","22","552","954","192","1286","5753","319","3424","1589","244","1320","795","9986","1005","2543","40183","91","57","","11","1093","565","3844","1588","55","10287","1294","356","6406","762","5682"
"2020-10-13","55","6260","26","503","960","197","1306","5798","322","3434","1598","247","1333","802","10073","1026","2569","40370","93","58","","14","1110","567","3878","1602","57","10344","1299","357","6434","782","5744"
"2020-10-14","55","6288","27","252","966","2","1339","5842","327","3445","1567","248","1345","808","10148","1046","2584","40528","103","64","","16","1125","568","3909","1617","57","10394","1307","358","6475","796","5808"
"2020-10-15","55","6326","3","369","971","199","1385","5868","333","3456","1549","253","1351","816","10233","1069","2608","42525","104","64","","17","1142","570","3938","1631","57","10443","1315","359","6511","814","5870"
"2020-10-16","56","6351","","271","980","204","1394","5890","339","3467","1631","255","1359","821","10306","1093","2633","42831","109","69","","17","1174","571","3964","1646","57","10505","1322","363","6557","15","5931"
"2020-10-17","56","6375","26","610","989","205","1439","5925","346","3476","1637","258","1365","820","10377","1119","2651","43294","111","68","","21","1191","574","3983","1658","57","10557","1331","366","6597","909","5992"
"2020-10-18","56","6398","27","345","995","206","1478","5953","352","3485","1637","261","1350","826","10428","1141","2671","43444","113","68","","20","1205","574","3996","1708","58","10613","1346","369","6626","912","6056"
"2020-10-19","56","6422","27","485","1002","2","1534","5984","357","3489","1645","254","1381","837","10492","1162","2684","43569","117","67","","20","1222","575","4013","1720","60","10667","1350","371","6653","918","6119"
"2020-10-20","56","6450","28","451","1010","207","1584","6025","363","3501","1657","267","1390","846","10558","1186","2709","43782","116","72","","20","1238","577","4021","1697","61","10714","1357","371","6682","931","6180"
"2020-10-21","56","6477","28","450","1018","207","1636","6072","365","3510","1671","272","1395","838","10646","1212","2726","42302","124","71","","20","1251","580","4044","1711","61","10751","1362","372","6723","945","6244"
"2020-10-22","57","6493","29","530","1025","210","1688","6107","372","3517","1685","277","1405","846","10720","1235","2740","44160","121","","","21","1251","582","4056","1723","61","10798","1367","374","6758","953","6308"
"2020-10-23","58","6513","30","410","1033","212","1746","6133","376","3514","1702","278","1417","857","10771","1261","2753","44344","129","72","","19","1299","584","23","1737","61","10829","1378","381","6798","964","6368"
"2020-10-24","58","6535","27","393","1041","214","1801","6169","378","3529","1717","283","1423","834","10823","1286","2773","44481","138","73","","23","1314","586","4068","1749","","10864","1383","382","6822","20","6427"
"2020-10-25","58","6556","30","378","1048","216","1826","6202","384","3536","1724","283","1431","836","10855","1312","2783","42933","139","74","","22","1344","588","4078","1762","62","10897","1387","385","6850","964","6487"
"2020-10-26","58","6575","32","395","1057","220","1869","6256","390","3540","1734","286","1423","833","10897","1332","2775","43017","142","72","","24","1358","588","4007","1776","63","10927","1395","388","6813","981","6546"
"2020-10-27","58","6594","33","579","1064","221","1889","6300","393","3545","1747","291","1444","863","10941","1356","2795","43132","12","73","","38","1340","588","4099","1790","65","10954","1399","389","6908","987","6604"
"2020-10-28","58","6612","33","437","1068","222","1944","6340","400","3547","1755","293","1448","877","10996","1383","2785","43223","18","77","1","40","1383","590","4119","1800","65","10989","1403","389","6926","989","6664"
"2020-10-29","59","6628","34","484","1075","223","1997","6367","405","3555","1763","299","1459","870","11041","1409","2827","45039","22","79","1","36","1396","592","4129","1811","65","11024","1408","390","6907","989","6725"
"2020-10-30","59","6645","34","469","1083","223","2046","6414","410","3552","1774","304","1464","861","11090","1437","2813","45166","26","80","1","41","1407","592","4148","1821","65","11062","1414","391","6975","991","6784"
"2020-10-31","59","6659","34","277","1089","224","2109","6455","412","3557","1786","310","1471","881","11118","1464","2849","45240","30","80","1","40","1419","592","4164","1830","66","11093","1420","391","6993","1003","6841"
"2020-11-01","60","6675","33","428","1096","224","2158","6506","417","3571","1792","318","1475","873","11142","1492","2853","45353","33","82","1","40","1430","595","4175","1840","67","11123","1425","391","7019","1007","6900"
"2020-11-02","60","6688","35","414","1099","225","2216","6548","424","3575","1807","327","1483","876","11171","1513","2821","43797","158","80","1","44","1439","595","4188","1849","71","11154","1432","393","7044","1009","6957"
"2020-11-03","60","6703","38","406","1107","226","2274","6596","426","3581","1814","336","1495","886","11197","1539","2872","45577","181","83","1","43","1451","596","4206","1859","71","11185","1435","395","7057","1013","7013"
"2020-11-04","60","6713","40","401","1111","227","2324","6647","434","3587","1833","347","1504","889","11231","1567","2885","45877","186","82","1","46","1463","597","4220","1868","71","11215","1441","398","7072","1018","7068"
"2020-11-05","60","6726","39","401","1120","227","2368","6713","438","3594","1848","353","1510","891","11262","1593","2890","46133","188","83","2","47","1477","598","4242","1878","73","11243","1446","398","7064","1027","7122"
"2020-11-06","60","6737","39","518","1128","228","2420","6777","441","3589","1877","284","1516","890","11297","1620","2876","44634","175","82","2","48","1492","598","4256","1889","73","11270","1450","399","7123","1036","7177"
"2020-11-07","60","6748","41","456","1135","230","2442","6856","449","3603","1894","363","1521","894","11319","1648","2906","44784","193","85","2","46","1509","600","4271","1902","74","11295","1456","401","7148","1043","7235"
"2020-11-08","60","6760","42","406","1143","232","2455","6933","451","3606","1909","369","1526","877","11341","1672","2887","44909","186","84","2","48","1524","601","4279","1912","76","11315","1461","402","7199","1036","7294"
"2020-11-09","60","6771","39","447","1149","235","2472","7004","455","3615","1916","376","1535","900","11360","1694","2919","46654","196","86","2","45","1540","602","4299","1921","77","11333","1465","404","7224","1049","7350"
"2020-11-10","60","6783","43","529","1155","239","2490","7087","459","3620","1932","388","1542","907","11380","1722","2937","45104","199","87","2","52","1553","604","4319","1931","78","11358","1469","404","7254","1060","7403"
"2020-11-11","60","6797","42","411","1161","241","2515","7172","464","3617","1955","397","1551","899","11403","1751","2918","45229","201","87","2","52","1568","605","4350","1942","80","11386","1474","404","7274","1066","7452"
"2020-11-12","61","6806","39","543","1166","242","2535","7276","464","3632","1976","403","1559","914","11424","1776","2963","45351","206","91","2","51","1582","607","4373","1955","83","11411","1477","404","7295","1073","7506"
"2020-11-13","61","6816","41","412","1173","244","2553","7367","466","3638","2003","414","1567","908","11441","1801","2965","45102","211","91","2","52","1594","608","4389","1967","84","11425","1481","405","7320","24","7557"
"2020-11-14","61","6823","44","503","1178","","2562","7463","467","3644","2008","422","1573","864","11458","1827","2968","45428","211","91","3","52","1609","608","","1979","85","11437","1485","407","7347","29","7610"
"2020-11-15","61","6837","37","415","1174","246","2381","7558","470","3650","2016","433","1582","872","11479","1848","2948","45488","220","93","4","53","1626","608","4419","1989","87","11449","1488","407","7358","1101","7661"
"2020-11-16","61","6850","43","417","1188","248","2612","7657","471","3646","2035","423","1590","918","11491","1867","2990","45703","215","93","5","53","1642","549","4441","2001","89","11468","1491","409","7373","1116","7714"
"2020-11-17","61","6859","35","458","1193","250","2631","7756","475","3658","2060","453","1597","928","11507","1894","2964","45771","225","94","5","54","1659","608","4338","2012","90","11484","1494","373","7405","1119","7766"
"2020-11-18","61","6868","36","481","1190","251","2654","7887","478","3670","2090","466","1606","922","11528","1922","3013","45871","230","95","5","53","1674","608","4502","2024","93","11504","1499","409","7434","1128","7820"
"2020-11-19","61","6879","42","415","1208","252","2680","7985","478","3677","2110","478","1611","889","11554","1948","3027","46025","223","97","5","54","1691","609","4517","2039","93","11523","1503","409","7473","1105","7873"
"2020-11-20","61","6889","42","437","1200","253","2699","8103","480","3684","2135","489","1615","901","11571","1976","3010","46180","223","98","5","58","1707","609","4533","2053","94","11541","1507","410","7493","1109","7923"
"2020-11-21","61","6896","41","467","1215","256","2721","8214","483","3696","2160","507","1617","923","11591","2001","3047","46242","51","101","5","56","1724","609","4556","2069","94","11559","1510","411","7517","1117","7976"
"2020-11-22","61","6914","36","328","1224","258","2740","8335","485","3706","2185","526","1624","913","11604","2053","3047","46292","234","102","5","57","1756","609","4575","2086","97","11576","1517","412","7552","1126","8025"
"2020-11-23","61","6924","43","372","1230","261","2754","8456","485","3723","2213","548","1636","948","11628","2075","3041","46322","235","100","5","62","1773","609","4592","2104","98","11595","1520","415","7575","1133","8072"
"2020-11-24","61","6932","44","451","1236","263","2775","8565","487","3742","2246","560","1646","952","11645","2099","3081","46352","53","102","5","61","1787","609","4523","2123","100","11591","1524","416","7608","1151","8121"
"2020-11-25","61","6938","37","517","1240","264","2791","8664","491","3753","2288","573","1658","955","11664","2125","3095","46417","58","102","5","60","1803","609","4645","2141","100","11628","1528","416","7637","1156","8172"
"2020-11-26","61","6946","41","281","1246","268","2809","8755","493","3769","2313","587","1663","958","11676","2152","3107","46482","245","102","5","63","1820","550","4671","2160","100","11642","1531","416","7667","1167","8224"
"2020-11-27","61","6952","42","516","1251","268","2821","8853","493","3785","2342","600","1671","959","11688","2175","3122","48227","241","102","5","64","1834","609","4698","2178","101","11652","1535","380","7690","1172","8270"
"2020-11-28","61","6957","46","414","1256","272","2838","8942","492","3800","2372","611","1675","916","11700","2200","3135","46655","262","104","5","65","1846","609","4726","2197","105","11665","1538","416","7711","1185","8322"
"2020-11-29","61","6964","42","420","1262","274","2839","9010","493","3816","2398","623","1680","918","11715","2227","3148","46740","264","102","5","62","1816","609","4741","2215","106","11674","1542","","7735","1193","8376"
"2020-11-30","61","6968","44","414","1266","275","2869","9118","494","3827","2425","633","1643","947","11728","2248","3158","46820","268","103","5","64","1855","566","4768","2235","107","11683","1545","416","7754","1202","8424"
"2020-12-01","61","6972","40","414","1257","276","2900","9204","496","3851","2453","654","1697","949","11742","2274","3168","46547","286","103","6","40","1826","611","4782","2254","","11695","1548","416","7781","1209","8476"
"2020-12-26","61","6973","38","451","1268","277","2866","9227","499","3858","2460","665","1685","951","11749","2295","3177","46857","262","109","6","62","1864","612","4794","2261","107","11706","1550","331","7795","1222","8509"
"2020-12-27","61","6975","39","453","1281","277","2884","9243","499","3865","2469","671","1631","938","11760","2320","3194","46923","274","106","6","64","1766","613","4812","2267","107","11714","1552","331","7719","1258","8538"
"2020-12-28","61","6979","41","416","1275","278","2908","9264","502","3871","2477","673","1609","968","11768","2334","3203","46973","233","93","6","66","1871","613","4730","2274","108","11706","1554","393","7769","1235","8565"
"2020-12-29","61","6981","37","460","1287","278","2971","9292","503","3875","2487","677","1715","975","11772","2358","3213","47041","286","104","6","62","1807","615","4745","2280","108","11737","1556","295","7756","1241","8595"
"2020-12-30","61","6987","36","468","1291","278","2911","9313","505","3885","2494","683","1698","952","11779","2386","3227","47131","277","107","6","66","1878","615","4564","2286","109","11768","1559","367","7871","1250","8623"
"2020-12-31","61","6991","38","454","1282","279","3008","9326","507","3882","2500","686","1681","959","11788","2416","3238","47189","251","5","6","64","1880","615","4759","2293","109","11760","1562","321","","1255","8652"
"2021-01-01","61","6991","25","285","1298","280","3002","9347","507","3892","2506","688","1702","922","11794","2439","3224","47248","247","","6","65","1859","615","4862","2297","113","11794","1565","417","7910","1261","8678"
"2021-01-02","61","6994","34","423","1289","281","2976","9361","507","3897","2510","690","1711","977","11797","2460","3207","47299","279","105","6","41","1739","571","4787","2302","111","11803","1567","349","7911","1268","8706"
"2021-01-03","61","6998","13","424","1259","282","3008","9375","509","3901","2483","696","1712","956","11805","2485","3273","47334","291","105","6","64","1798","571","4889","2307","114","11813","1570","321","7908","1273","8732"
"2021-01-04","61","7001","46","426","1294","283","3002","9387","511","3904","2518","698","1668","966","11808","2504","3221","47481","287","91","6","64","1892","573","4913","2311","111","11823","1572","265","7939","1269","8757"
"2021-01-05","61","7005","30","429","1291","284","3074","9399","512","3908","2499","702","1633","966","11816","2528","3268","47427","186","106","6","64","1780","617","4941","2277","114","11834","1575","238","7957","1290","8781"
"2021-01-06","61","7008","34","429","1318","3","3034","9415","512","3912","2529","704","1726","964","11822","2553","3275","47611","280","109","6","65","1836","617","4949","2281","114","11845","1577","309","7973","1295","8803"
"2021-01-07","61","7009","38","431","1312","286","3041","9434","512","3915","2415","705","1668","980","11694","2578","3313","47683","250","98","6","64","1787","618","4959","2324","111","11838","1580","327","7983","1301","8821"
"2021-01-08","61","7010","30","431","1326","287","3079","9444","512","3897","2395","707","1563","978","11832","2601","3323","47636","242","107","6","46","1863","574","4974","2288","111","11846","1585","329","8000","1308","8842"
"2021-01-09","61","7011","30","432","1328","288","3094","9456","514","3923","2424","710","1664","969","11836","2623","3332","47813","289","107","6","69","1832","618","4823","2246","114","11872","1587","","8024","1314","8862"
