"date","South Dakota/Aurora","South Dakota/Beadle","South Dakota/Bennett","South Dakota/Bon Homme","South Dakota/Brookings","South Dakota/Brown","South Dakota/Brule","South Dakota/Buffalo","South Dakota/Butte","South Dakota/Campbell","South Dakota/Charles Mix","South Dakota/Clark","South Dakota/Clay","South Dakota/Codington","South Dakota/Corson","South Dakota/Custer","South Dakota/Davison","South Dakota/Day","South Dakota/Deuel","South Dakota/Dewey","South Dakota/Douglas","South Dakota/Edmunds","South Dakota/Fall River","South Dakota/Faulk","South Dakota/Grant","South Dakota/Gregory","South Dakota/Haakon","South Dakota/Hamlin","South Dakota/Hand","South Dakota/Hanson","South Dakota/Harding","South Dakota/Hughes","South Dakota/Hutchinson","South Dakota/Hyde","South Dakota/Jackson","South Dakota/Jerauld","South Dakota/Jones","South Dakota/Kingsbury","South Dakota/Lake","South Dakota/Lawrence","South Dakota/Lincoln","South Dakota/Lyman","South Dakota/Marshall","South Dakota/McCook","South Dakota/McPherson","South Dakota/Meade","South Dakota/Mellette","South Dakota/Miner","South Dakota/Minnehaha","South Dakota/Moody","South Dakota/Oglala Lakota","South Dakota/Pennington","South Dakota/Perkins","South Dakota/Potter","South Dakota/Roberts","South Dakota/Sanborn","South Dakota/Spink","South Dakota/Stanley","South Dakota/Sully","South Dakota/Todd","South Dakota/Tripp","South Dakota/Turner","South Dakota/Unassigned","South Dakota/Union","South Dakota/Walworth","South Dakota/Yankton","South Dakota/Ziebach"
"2020-04-09","0","0","","0","0","1","","","0","","0","0","0","0","1","","0","","0","","","","0","0","","","","0","","","","1","0","","","1","","0","0","0","2","0","0","0","","0","","","46","","0","1","","","0","","0","","","0","","0","0","0","","1",""
"2020-04-10","0","1","","0","1","0","","","0","","1","0","0","0","0","","0","","0","","","","0","0","","","","0","","","","0","0","","","0","","0","0","0","5","0","0","0","","0","","1","78","","0","1","","","0","","0","","","0","","0","0","0","","1",""
"2020-04-11","0","-1","","0","-1","0","","","0","","0","0","0","0","0","","0","","0","","","","0","0","","","","0","","","","0","0","","","2","","0","0","0","1","0","0","0","","0","","0","86","","0","0","","","0","1","0","","","0","","0","0","1","","1",""
"2020-04-12","0","0","","1","2","0","1","","0","","1","0","0","0","0","","0","","0","","","","0","0","","","","0","","","","1","0","","","0","","0","0","0","7","0","0","0","","0","","0","89","","0","0","","","0","0","0","","1","0","","0","0","0","1","0",""
"2020-04-13","0","0","","0","1","0","0","","0","","0","0","-1","0","0","","0","","0","","","","0","0","","","","0","","","","0","0","1","","0","","0","0","0","4","0","0","0","","0","","0","127","","0","1","","","0","1","0","","0","0","","0","0","1","1","2",""
"2020-04-14","0","0","","0","0","0","0","","0","","0","0","0","1","0","","0","","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","5","0","0","0","","0","","0","114","","0","0","","","0","0","0","","0","0","","0","0","0","0","0",""
"2020-04-15","0","0","","0","0","1","-1","","0","","0","0","0","0","0","","0","","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","10","0","0","1","","0","","0","166","","0","0","","","0","1","0","","0","0","","0","0","-1","3","0",""
"2020-04-16","0","0","","0","0","0","0","","0","","0","0","0","0","0","","0","","0","","","","0","0","","","","1","","","","0","0","0","","1","","0","1","0","6","0","0","0","","0","","0","131","1","0","1","","","0","0","0","","0","0","","0","0","0","0","1",""
"2020-04-17","0","0","","0","0","2","0","","0","","0","0","0","0","0","","0","","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","6","0","0","0","","0","","0","92","0","0","0","","","0","0","0","","0","0","","0","0","0","0","0",""
"2020-04-18","0","0","","0","0","1","0","","0","","0","0","0","0","0","","0","1","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","9","0","0","0","","0","","0","119","0","0","0","","","0","0","0","","0","0","","0","0","1","0","0",""
"2020-04-19","0","0","","0","0","2","0","","0","","0","0","0","0","0","","0","-1","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","4","0","0","0","","0","","0","86","0","0","0","","","0","0","0","","0","0","","1","0","1","0","0",""
"2020-04-20","0","0","","0","0","0","0","","0","","0","0","0","0","0","","0","0","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","5","0","0","0","","0","","0","43","0","0","1","","","0","0","0","","0","0","","0","0","1","0","0",""
"2020-04-21","0","0","","0","0","0","0","","0","","0","0","0","0","0","","1","0","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","4","0","0","0","","0","","0","64","1","0","0","","","0","0","0","","0","0","","0","0","0","0","0",""
"2020-04-22","0","0","","0","0","7","0","","0","","0","0","0","0","0","","1","0","0","","","","0","0","","","","0","","","","1","0","0","","0","","0","0","0","5","0","0","0","","0","","0","86","0","0","0","","","0","0","0","","0","0","","3","0","0","0","0",""
"2020-04-23","0","0","","0","0","1","0","","0","","0","0","0","0","0","","0","0","0","","","","0","0","","","","0","","","","1","0","0","","1","","0","0","0","6","0","0","1","","0","","0","81","0","0","0","","","0","0","0","","0","0","","4","0","1","0","2",""
"2020-04-24","0","0","","0","0","0","0","","0","","0","0","0","1","0","","0","0","0","","","","0","0","","","","0","","","","0","0","0","","1","","0","1","0","6","0","0","0","","0","","0","71","0","0","0","","","0","0","0","1","0","0","","0","0","3","0","0",""
"2020-04-25","0","0","","0","2","2","0","","0","","0","0","0","0","0","","0","0","0","","","","0","0","","","","0","","","","0","0","0","","0","","0","0","0","9","0","0","0","1","0","","0","89","0","0","0","","","0","0","0","0","0","0","","2","0","1","0","1",""
"2020-04-26","0","0","","0","0","0","0","","0","","0","0","0","0","0","","0","0","0","","","","0","0","","","","0","1","","","0","1","0","","0","","0","0","0","3","0","0","0","0","0","","0","58","1","0","1","","","0","0","0","0","0","0","","0","0","0","0","0",""
"2020-04-27","0","0","","0","1","0","0","","0","","0","0","0","0","0","","0","0","0","","","","0","0","","","","0","0","","","0","0","0","","0","","0","0","0","3","0","0","0","0","0","","0","26","0","0","0","","","0","0","0","1","0","0","","0","0","0","0","1",""
"2020-04-28","0","0","","0","0","0","0","1","0","","0","0","0","0","0","","0","0","0","","1","","0","0","","","","0","0","","","0","0","0","","0","","0","0","0","2","0","0","0","0","0","","0","59","0","0","0","","","0","0","0","4","0","0","","0","0","2","0","0",""
"2020-04-29","0","0","","0","0","2","0","0","0","","1","0","1","0","0","","0","1","0","","0","","0","0","","","","0","0","","","0","0","0","","0","","0","0","0","5","1","0","0","0","0","","0","45","2","0","0","","","0","0","0","0","0","0","","0","0","3","0","-1",""
"2020-04-30","0","0","","0","1","7","0","0","0","","0","0","0","0","0","","0","0","0","","0","","0","0","","","","0","0","","","1","0","0","","0","","0","0","0","9","0","0","0","0","0","","0","54","0","0","0","","","0","0","0","1","0","0","","2","0","1","0","0",""
"2020-05-01","0","0","","0","0","3","0","0","0","","0","0","0","0","0","","0","3","0","1","0","","0","0","","","","0","0","","","1","0","0","","0","","0","0","0","6","0","0","0","0","0","","0","51","0","0","1","","","4","0","0","1","0","1","","0","0","3","0","1",""
"2020-05-02","0","0","","0","0","9","0","0","0","","0","0","0","0","0","","1","4","0","0","0","","0","0","","","","0","0","","","4","0","0","","0","","0","0","0","3","0","0","0","0","0","","0","34","0","0","0","","","1","0","0","0","0","1","","0","0","6","0","0",""
"2020-05-03","0","0","","0","0","8","0","0","0","","0","0","1","0","0","","0","0","0","0","0","","1","0","","","","0","0","","","0","0","0","","0","","0","0","0","6","0","0","0","0","0","","0","19","1","0","1","","","1","0","0","0","0","0","","0","0","4","0","1",""
"2020-05-04","0","0","","0","0","6","0","0","0","","0","0","0","1","0","","0","0","0","0","0","","0","0","","","","0","0","","","0","0","0","","0","","0","0","0","1","0","0","0","0","0","","0","28","0","0","0","","","0","0","0","0","0","0","","0","0","1","0","0",""
"2020-05-05","0","0","","0","0","6","0","0","0","","0","0","0","0","0","","1","0","0","0","0","","0","0","","","","0","0","","","0","0","0","","0","","0","0","0","1","0","0","0","0","1","","0","25","0","0","2","","","0","0","0","0","0","3","","0","0","14","0","0",""
"2020-05-06","0","0","","0","1","5","0","0","0","","0","0","0","0","0","","0","2","0","0","0","","0","0","2","","","0","0","","","0","0","0","","0","","0","0","0","6","0","0","0","0","0","","0","36","1","1","0","","","1","0","0","0","0","1","","1","0","0","0","1","1"
"2020-05-07","0","0","","0","0","17","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0","0","0","","","0","0","","","1","0","0","","0","","0","0","0","1","0","0","0","0","0","","0","101","4","-1","1","","","0","0","0","0","0","0","","0","0","2","0","0","0"
"2020-05-08","0","0","","0","0","14","0","0","0","","0","1","2","0","0","","0","0","0","0","0","","0","0","0","","","0","0","","","1","0","0","","0","","0","1","0","9","0","0","0","0","1","","0","203","3","0","1","","","0","0","0","0","0","1","","0","0","2","0","0","0"
"2020-05-09","0","0","","0","0","3","0","0","0","","0","0","0","0","0","","0","0","0","-1","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","6","0","0","0","0","0","","0","232","0","0","1","","","2","0","1","1","0","0","","0","0","3","0","0","0"
"2020-05-10","1","0","","0","0","10","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0","0","1","","","0","0","","","0","0","0","","0","","0","0","0","2","0","0","0","0","0","","0","100","0","0","7","","","1","0","0","0","0","1","","0","0","0","0","1","0"
"2020-05-11","0","0","","0","0","7","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","3","0","0","0","0","1","","0","85","0","0","1","","","0","0","0","-1","0","1","","0","0","0","0","0","0"
"2020-05-12","0","1","","0","0","5","0","0","0","","0","1","1","0","1","","1","0","0","0","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","-1","0","0","1","0","0","","0","26","1","0","5","","","0","0","0","0","0","3","","0","0","3","0","1","0"
"2020-05-13","0","0","","0","0","11","0","0","0","","1","0","1","1","0","","0","0","0","0","0","","0","0","1","","","0","0","","","0","0","0","","0","","0","0","0","3","0","0","0","0","1","","0","39","2","2","4","","","0","0","0","0","0","1","","0","0","0","0","2","0"
"2020-05-14","0","0","","0","0","11","0","0","0","","1","1","0","0","0","","1","0","0","0","0","","0","0","1","","","0","0","","","0","0","0","","0","","0","0","0","2","1","0","0","0","0","","0","33","0","0","4","","","3","0","0","0","0","-1","1","0","0","1","0","1","0"
"2020-05-15","0","0","","0","0","19","0","0","0","","1","0","1","0","1","","0","0","0","0","0","","0","0","2","","","0","0","","","1","0","0","","0","","0","0","0","3","0","0","0","0","0","","0","51","0","3","3","","","1","1","0","1","0","2","0","1","0","0","0","4","0"
"2020-05-16","0","8","","0","0","21","0","0","0","","0","0","2","0","0","","0","0","0","0","0","","0","0","2","","","0","0","","","0","0","0","","0","","0","0","0","3","0","0","0","0","0","","0","18","0","3","6","","","1","1","0","0","0","1","1","0","0","3","0","2","0"
"2020-05-17","1","1","","0","0","2","0","0","0","","1","0","1","1","0","","0","1","0","0","0","","0","0","0","","","1","0","","","0","0","0","","0","","0","0","0","-1","0","0","0","0","0","","0","16","0","1","3","","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-18","0","6","","1","0","4","0","0","0","","0","0","0","0","1","","0","0","0","0","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","1","0","0","0","0","0","","0","15","1","0","6","","","0","1","0","0","0","1","0","0","0","2","0","1","0"
"2020-05-19","0","6","","-1","0","5","0","2","0","","1","0","0","0","0","","0","0","0","0","0","","1","0","0","","","0","0","","","1","0","0","","0","","0","0","0","4","2","2","0","0","0","","0","15","0","0","16","","","1","0","0","0","0","0","0","2","0","0","0","1","0"
"2020-05-20","5","25","","0","0","6","0","2","0","","0","0","0","0","0","","0","0","0","0","0","","1","0","0","","","0","0","","","0","0","0","","4","","0","0","0","4","3","0","0","0","0","","0","17","0","4","11","","","0","1","0","0","0","0","0","1","0","6","0","2","0"
"2020-05-21","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-22","12","30","","1","0","24","0","2","0","","1","0","0","8","0","","0","0","0","0","0","","0","0","1","","","0","0","","","0","0","0","","6","","0","0","0","9","1","1","0","0","1","","0","29","0","1","42","","","2","1","0","0","0","0","1","0","0","5","0","1","0"
"2020-05-23","2","20","","1","1","9","0","2","0","","1","0","0","4","0","","0","1","0","0","0","","0","0","0","","","0","0","","","0","0","0","","0","","0","0","0","7","1","0","0","0","1","","0","37","0","2","11","","","1","1","0","0","0","0","3","0","0","2","0","1","0"
"2020-05-24","0","13","","2","0","5","0","0","0","","1","0","0","3","0","","0","0","0","0","1","","0","0","0","","","1","0","","","2","0","0","1","12","","0","1","0","4","1","0","0","0","3","","0","12","0","0","14","","","12","1","0","0","0","1","0","0","0","4","0","5","0"
"2020-05-25","0","1","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","1","","0","0","0","","","0","0","","","0","0","0","0","0","","0","0","0","1","0","0","0","0","0","","0","14","0","0","4","","","0","1","0","0","0","0","0","1","0","0","0","0","0"
"2020-05-26","0","18","","0","0","10","0","0","0","","0","0","0","1","0","","1","0","0","0","0","","0","0","0","","","0","0","","","0","1","0","1","1","","0","0","0","3","0","0","0","0","0","","0","15","0","0","6","","","0","0","0","0","0","2","0","0","1","7","0","0","0"
"2020-05-27","0","13","","0","0","2","0","0","0","","1","0","0","1","0","","1","1","0","0","0","","0","0","1","","","0","0","","","0","0","0","0","0","","0","0","0","3","1","0","0","0","0","","0","11","0","3","10","","","4","0","0","1","0","2","0","1","0","1","0","0","0"
"2020-05-28","1","27","","0","0","5","0","1","0","","2","0","0","1","0","","2","0","0","0","0","","0","0","0","","","0","1","","","0","0","0","1","4","","0","1","0","1","1","0","0","0","0","","0","17","1","1","14","","","0","1","0","0","0","1","0","0","-1","1","0","0","0"
"2020-05-29","0","32","","0","1","3","0","2","0","","0","0","0","0","0","","1","0","0","0","0","1","0","0","2","","","0","0","","","0","0","0","0","1","","1","1","2","-1","-1","0","0","0","3","","0","13","0","0","15","","","-4","0","1","0","0","0","0","0","0","0","0","0","0"
"2020-05-30","2","30","","0","0","2","0","5","0","","1","0","0","1","0","","1","0","0","0","0","0","0","0","0","","","0","0","","","0","1","0","1","0","","0","0","0","1","1","0","1","0","5","","0","15","0","4","17","","","1","1","0","0","0","3","0","0","0","1","0","0","0"
"2020-05-31","1","9","","0","0","2","0","0","0","","0","0","0","1","0","","1","0","0","0","0","0","0","0","0","1","","0","0","","","0","0","0","0","1","","0","0","0","1","0","0","0","0","1","","0","4","0","1","9","","","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2020-06-01","0","14","","0","0","2","0","1","0","","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","","0","0","0","0","0","0","0","0","2","","1","6","0","5","8","","","0","0","0","0","0","0","0","0","0","2","0","0","0"
"2020-06-02","0","1","","0","1","6","0","3","0","","1","0","0","0","0","","0","0","0","1","0","0","1","0","0","0","","0","0","","","0","1","0","0","0","","1","0","0","1","0","0","0","0","1","","0","7","0","0","6","","","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2020-06-03","1","32","","0","3","5","2","1","0","","0","0","0","1","0","","4","0","0","0","0","2","1","0","0","0","","0","1","1","","0","0","0","0","3","","1","2","0","1","1","0","0","0","0","","0","15","0","1","16","","","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-06-04","0","33","","0","0","4","0","-1","0","","0","0","3","1","0","1","0","1","0","-1","0","0","0","0","0","0","","1","0","0","","0","0","0","0","1","","0","2","0","3","1","0","0","0","2","","0","8","0","2","18","","","1","0","0","0","0","3","0","0","0","1","0","0","1"
"2020-06-05","0","2","","0","0","1","0","1","0","","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","","0","1","1","","0","0","0","0","0","","0","0","1","3","0","0","0","0","0","","0","2","0","1","9","","","0","0","0","0","0","2","0","0","0","0","0","1","0"
"2020-06-06","2","18","","0","2","4","0","2","0","","2","0","8","2","0","0","3","-1","0","1","0","0","0","0","0","0","","0","1","0","","0","0","0","0","0","","1","1","0","4","6","0","0","1","0","","0","10","0","0","13","","","1","0","0","0","0","3","0","0","0","5","0","1","0"
"2020-06-07","0","21","","0","1","3","0","1","0","","0","0","5","0","0","0","0","0","0","0","1","0","0","1","0","0","","1","0","0","","1","0","0","0","1","","1","0","0","4","2","0","0","0","0","","1","10","0","4","8","","","0","0","0","0","0","1","0","0","0","2","0","2","0"
"2020-06-08","0","3","","0","0","1","0","0","0","","0","0","3","2","0","0","3","0","0","0","0","1","0","0","0","0","","1","0","1","","0","0","1","0","0","","0","0","0","0","0","0","0","0","2","","0","2","0","0","9","","","0","0","0","0","0","1","0","0","0","0","0","3","0"
"2020-06-09","0","1","","0","1","4","0","4","0","","0","1","4","0","0","0","0","0","0","0","0","0","0","4","0","0","","1","0","0","","1","0","1","0","0","","0","0","0","1","3","0","0","1","0","","0","9","0","1","7","","","1","0","0","0","0","4","0","0","0","3","0","0","0"
"2020-06-10","0","12","","0","2","2","0","1","0","","0","1","4","1","2","0","0","0","0","0","0","0","0","9","0","0","","1","0","0","","0","2","0","0","0","","0","0","0","3","3","0","1","0","2","","0","12","0","5","14","","","0","0","0","0","0","2","0","0","0","2","0","0","0"
"2020-06-11","0","13","","0","0","0","1","1","0","","1","0","7","0","2","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","","0","0","0","0","0","","0","0","0","1","2","0","0","0","0","","0","14","0","0","16","","","0","0","0","1","0","1","0","0","0","0","0","0","0"
"2020-06-12","1","7","","0","0","2","4","8","0","","0","1","6","0","1","1","1","0","0","0","0","0","0","4","0","0","","0","1","0","","0","0","0","0","0","","0","1","0","3","0","0","1","0","2","","0","14","1","0","11","","","1","0","0","0","0","1","1","0","0","4","0","0","0"
"2020-06-13","3","16","","0","0","3","2","8","0","","9","2","9","1","1","0","1","0","0","0","0","0","0","0","0","0","","1","0","0","","0","0","0","1","0","","0","0","0","3","1","0","0","0","3","1","0","9","0","0","16","","","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2020-06-14","0","12","","1","8","1","1","5","0","","2","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","","1","0","0","","1","0","0","0","0","","0","0","0","2","0","0","0","0","3","0","0","12","0","1","8","","","0","0","0","0","0","0","0","0","0","4","0","0","0"
"2020-06-15","0","2","1","0","2","2","0","1","0","","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","0","0","0","","0","1","0","0","0","","0","1","0","3","0","0","0","0","1","0","0","6","0","0","6","","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-16","0","4","0","0","2","0","0","1","0","","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","","1","0","0","1","0","","0","1","0","1","0","1","0","0","2","1","0","3","0","2","10","","","0","0","0","0","0","1","1","0","0","0","1","2","0"
"2020-06-17","0","15","1","2","1","2","2","1","0","","5","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","","2","0","0","0","0","","0","1","1","1","6","0","0","0","0","0","0","11","0","1","22","","","0","0","0","0","0","2","1","0","0","0","1","2","0"
"2020-06-18","0","5","0","0","7","4","1","3","0","","4","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","","-1","0","0","","2","1","0","0","0","","-2","0","2","3","1","0","0","0","1","0","0","14","0","5","6","","","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2020-06-19","1","4","0","0","1","2","2","0","0","","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","0","0","0","","2","0","0","0","-1","","0","0","1","3","4","0","0","0","1","0","1","13","1","-1","7","","","0","-1","1","0","0","0","0","0","0","1","0","1","0"
"2020-06-20","0","5","0","0","1","2","0","8","0","","2","0","3","2","2","3","1","0","0","0","0","0","0","0","0","0","","0","1","0","","2","0","0","0","0","","1","0","0","39","2","0","0","0","1","0","1","-23","0","1","9","","","0","0","0","1","0","0","0","0","0","2","0","1","0"
"2020-06-21","0","13","0","0","3","1","0","0","0","","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","","0","0","1","","1","0","0","0","0","","1","0","0","6","1","0","0","1","0","0","0","20","0","1","11","","","0","0","1","0","0","0","3","-1","0","1","0","3","0"
"2020-06-22","0","0","0","0","1","2","0","0","0","","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","1","0","1","","0","0","0","0","0","","0","0","0","0","1","0","0","0","1","0","0","11","0","1","5","","","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2020-06-23","0","1","1","0","2","1","1","0","0","","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","","1","0","0","0","0","","0","1","0","2","1","0","0","0","0","0","0","3","0","3","4","","","0","0","0","0","0","0","1","0","0","0","0","-1","0"
"2020-06-24","0","9","0","0","0","3","0","2","0","","7","1","-1","0","0","0","0","0","0","0","0","0","0","1","0","0","","0","0","0","","5","0","0","0","0","","1","0","1","1","6","0","0","0","0","1","0","13","0","1","9","","","0","0","1","0","0","1","0","0","0","1","1","2","0"
"2020-06-25","0","4","1","0","3","5","1","0","0","","1","0","3","2","1","0","0","0","0","0","0","0","2","0","0","0","","0","0","1","","4","0","0","0","0","","0","0","0","3","0","0","1","0","1","0","2","10","0","5","7","","","0","0","1","0","0","1","0","0","0","0","0","1","0"
"2020-06-26","0","7","0","0","0","0","1","1","0","","1","0","0","0","0","0","1","0","2","0","0","0","1","0","0","1","","0","0","0","","0","0","0","0","0","","0","1","1","3","0","0","1","0","2","0","1","17","0","3","4","","","0","0","1","0","0","1","2","0","0","0","1","3","0"
