"date","South Carolina/Abbeville","South Carolina/Aiken","South Carolina/Allendale","South Carolina/Anderson","South Carolina/Bamberg","South Carolina/Barnwell","South Carolina/Beaufort","South Carolina/Berkeley","South Carolina/Calhoun","South Carolina/Charleston","South Carolina/Cherokee","South Carolina/Chester","South Carolina/Chesterfield","South Carolina/Clarendon","South Carolina/Colleton","South Carolina/Darlington","South Carolina/Dillon","South Carolina/Dorchester","South Carolina/Edgefield","South Carolina/Fairfield","South Carolina/Florence","South Carolina/Georgetown","South Carolina/Greenville","South Carolina/Greenwood","South Carolina/Hampton","South Carolina/Horry","South Carolina/Jasper","South Carolina/Kershaw","South Carolina/Lancaster","South Carolina/Laurens","South Carolina/Lee","South Carolina/Lexington","South Carolina/Marion","South Carolina/Marlboro","South Carolina/McCormick","South Carolina/Newberry","South Carolina/Oconee","South Carolina/Orangeburg","South Carolina/Pickens","South Carolina/Richland","South Carolina/Saluda","South Carolina/Spartanburg","South Carolina/Sumter","South Carolina/Unassigned","South Carolina/Union","South Carolina/Williamsburg","South Carolina/York"
"2020-07-25","4","37","3","33","9","17","81","81","6","148","20","11","9","8","16","22","6","42","17","6","63","18","131","19","18","69","6","21","24","17","7","78","8","5","1","11","1","43","24","93","3","58","19","0","7","15","66"
"2020-07-26","6","61","7","20","4","12","96","40","17","122","9","17","6","14","7","19","13","33","10","5","47","11","95","15","14","86","11","18","26","16","8","46","9","2","2","8","14","43","23","69","5","27","12","0","8","34","24"
"2020-07-27","2","41","5","60","9","13","109","39","-4","115","3","8","9","4","11","27","7","31","7","7","67","10","120","2","12","98","22","18","7","13","12","44","12","0","1","14","15","56","26","85","3","18","4","0","4","10","42"
"2020-07-28","-3","54","8","55","13","1","87","85","9","180","22","15","18","22","7","24","10","29","5","16","79","35","144","23","14","135","5","35","44","12","6","76","12","4","1","19","9","42","10","143","7","36","34","0","17","17","76"
"2020-07-29","10","48","4","23","3","5","97","60","-1","205","10","20","10","9","21","28","5","150","18","6","53","42","112","15","15","104","21","18","15","20","26","109","9","4","2","28","5","36","17","160","8","58","58","0","11","22","38"
"2020-07-30","6","41","9","66","27","13","113","95","4","135","3","24","11","28","24","49","15","-7","6","9","113","23","139","4","5","81","8","30","19","21","6","59","12","10","1","15","23","33","37","222","1","65","37","0","5","36","50"
"2020-07-31","-3","47","1","57","9","7","105","29","11","85","13","9","10","9","12","29","5","49","9","8","64","26","158","23","11","102","9","14","15","13","2","43","13","14","-1","8","17","59","30","163","3","47","26","0","17","12","55"
"2020-08-01","6","47","6","120","11","8","74","58","14","126","19","18","17","28","13","36","11","42","4","6","85","38","105","40","25","75","17","7","21","17","26","49","2","6","4","15","22","32","25","86","10","44","62","0","8","41","57"
"2020-08-02","2","37","10","7","7","12","55","36","5","123","2","16","9","2","11","30","12","36","10","5","95","12","72","21","19","66","5","17","24","16","9","74","9","7","3","15","8","38","17","109","8","41","23","0","2","16","36"
"2020-08-03","8","19","4","37","5","29","50","26","23","120","12","12","11","7","2","44","15","59","2","3","58","20","95","17","28","58","5","11","22","14","4","31","1","7","0","7","9","41","22","65","5","52","4","0","1","22","76"
"2020-08-04","3","44","2","52","-1","3","60","85","2","100","7","5","5","7","6","18","4","16","3","1","42","12","136","28","3","61","27","16","16","8","6","65","4","4","1","20","6","26","20","133","5","45","51","0","7","8","67"
"2020-08-05","3","68","1","24","7","7","108","51","30","112","8","16","11","11","8","23","10","55","5","8","53","15","53","11","6","82","13","28","8","11","5","55","4","13","1","14","10","20","10","171","5","60","28","0","2","10","28"
"2020-08-06","9","82","8","58","3","11","71","33","2","93","23","14","6","13","12","15","14","58","6","6","72","11","140","22","4","54","10","18","29","20","5","34","4","8","0","12","16","27","16","120","12","63","24","0","2","4","61"
"2020-08-07","8","22","9","34","8","12","78","30","-4","99","25","20","14","9","7","45","12","53","11","3","71","74","110","19","7","115","11","8","23","17","14","38","7","5","5","2","15","49","25","115","6","44","44","0","9","22","72"
"2020-08-08","4","33","3","50","5","7","47","54","7","95","6","21","15","10","9","27","15","49","4","7","42","27","74","20","9","69","7","25","20","19","5","46","7","16","3","11","13","30","23","128","3","52","52","0","5","10","57"
"2020-08-09","10","25","5","14","5","4","59","25","6","111","8","11","11","2","7","34","8","43","12","3","65","8","97","15","11","39","16","4","28","19","1","32","5","8","2","4","12","37","9","67","6","23","2","0","2","23","37"
"2020-08-10","0","15","7","15","6","7","26","28","3","53","3","6","8","8","11","17","2","22","2","6","44","7","85","26","9","31","3","13","18","10","4","25","4","10","2","9","12","21","13","62","1","20","22","0","2","4","22"
"2020-08-11","11","51","4","55","1","11","63","86","-6","77","27","20","6","13","3","23","10","-22","6","-1","31","18","27","26","3","53","12","2","20","9","-7","52","2","9","7","1","5","9","13","81","6","72","18","0","11","6","47"
"2020-08-12","8","57","-1","35","1","2","20","26","3","101","11","18","8","8","3","11","3","34","3","2","40","13","28","13","1","28","-1","9","18","4","2","22","6","1","0","18","3","12","6","132","3","50","29","0","3","10","41"
"2020-08-13","1","26","11","49","1","6","42","26","4","76","13","7","12","7","6","16","4","29","8","4","63","6","53","34","12","37","3","7","32","1","3","24","7","12","4","8","7","32","15","93","1","77","18","0","5","6","27"
"2020-08-14","-2","30","1","48","2","5","41","60","1","95","18","14","3","9","3","24","2","27","4","0","45","6","77","44","7","49","4","12","25","15","8","54","4","7","0","6","10","20","11","82","4","36","-15","0","3","10","23"
"2020-08-15","7","49","1","54","1","9","34","38","7","95","7","6","11","15","7","39","8","39","6","5","62","17","52","8","4","47","10","13","31","4","9","47","2","6","9","3","8","36","15","91","9","25","40","0","13","18","24"
"2020-08-16","2","25","6","8","5","6","28","27","4","58","0","8","9","4","3","20","8","29","7","2","32","14","14","3","5","26","7","5","22","4","5","37","7","10","0","2","5","28","6","50","3","29","3","0","1","16","22"
"2020-08-17","1","16","3","6","0","1","13","13","-4","32","1","9","11","7","0","14","0","11","2","2","38","8","25","25","7","24","3","6","17","2","2","19","4","2","1","3","5","18","5","39","6","11","11","0","3","1","33"
"2020-08-18","3","18","2","62","3","9","25","27","4","45","10","5","4","2","2","4","5","18","3","2","25","13","50","2","2","37","6","-4","13","7","0","42","2","36","6","6","8","15","8","64","3","69","5","0","4","6","41"
"2020-08-19","5","17","-1","68","2","3","19","31","3","106","7","7","7","5","0","10","6","25","1","3","29","9","23","7","-1","35","3","9","13","8","4","33","2","16","1","0","1","17","7","96","1","57","19","0","2","7","17"
"2020-08-20","5","12","6","26","4","8","36","32","0","49","12","13","26","14","7","25","6","28","1","5","51","31","38","18","12","41","1","12","32","0","3","37","15","9","1","3","12","41","15","117","2","33","31","0","4","8","27"
"2020-08-21","5","23","6","44","5","11","31","12","-1","45","8","8","11","9","4","18","8","26","17","3","45","34","94","42","7","43","7","6","27","12","8","58","16","8","1","5","21","33","29","96","4","92","11","0","4","19","43"
"2020-08-22","4","17","4","47","9","6","43","25","4","101","6","14","12","2","0","19","4","49","40","12","27","24","41","6","7","35","5","20","40","7","1","28","7","7","1","7","9","18","16","88","9","34","8","0","7","10","37"
"2020-08-23","5","13","2","27","3","4","33","11","7","63","-1","6","10","2","2","20","3","12","30","3","46","8","51","5","1","16","6","11","20","7","3","37","9","11","0","4","13","22","24","80","2","17","6","0","11","7","21"
"2020-08-24","2","2","3","14","3","2","21","12","2","85","1","4","6","4","2","12","3","11","4","3","38","5","46","29","5","16","6","3","17","4","3","22","5","11","0","3","14","15","14","52","9","13","8","0","0","2","27"
