"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang","Arunachal Pradesh/siang"
"2021-05-12","0","7","3","1","","0","0","","5","","11","1","10","5","1","49","","","1","3","5","0","0","6","0",""
"2021-05-13","4","9","0","17","0","0","","1","9","0","7","","15","0","1","84","","2","3","5","7","","0","14","2",""
"2021-05-14","0","11","2","13","","0","0","4","7","1","22","10","20","23","2","79","0","","6","4","0","4","2","11","2",""
"2021-05-15","0","9","1","6","1","0","","1","6","1","33","12","20","7","3","75","","","7","1","0","7","0","9","0",""
"2021-05-16","1","11","1","10","","1","","0","8","1","26","1","13","20","","58","","","7","0","","0","0","4","6",""
"2021-05-17","6","19","6","3","1","","","3","4","0","25","13","13","14","","52","0","1","6","6","6","1","22","9","4",""
"2021-05-18","49","15","0","13","0","0","","2","19","0","26","2","10","11","0","85","","","35","18","0","0","3","12","2",""
"2021-05-19","","16","0","0","1","2","0","2","5","","20","8","3","4","0","66","","","7","0","0","0","5","8","1",""
"2021-05-20","3","16","5","12","0","","","5","8","","8","9","20","18","0","87","0","","2","5","0","0","5","11","0",""
"2021-05-21","4","14","1","13","0","4","0","1","14","0","13","4","21","13","","67","","","12","0","3","0","8","12","2",""
"2021-05-22","12","38","3","18","2","1","0","7","33","","16","","35","24","1","66","","1","8","3","","9","1","11","2",""
"2021-05-23","5","35","6","8","","","0","5","27","2","15","4","19","11","","92","0","","17","2","","0","6","4","2",""
"2021-05-24","3","17","3","1","3","2","4","","15","0","16","9","17","20","1","81","2","","14","4","14","2","3","7","10",""
"2021-05-25","4","20","2","9","2","2","","0","21","1","26","1","14","11","3","81","","","14","6","3","0","5","3","3",""
"2021-05-26","2","32","2","3","0","","0","0","21","0","8","3","22","3","","51","","","18","0","0","2","8","9","6",""
"2021-05-27","15","12","14","16","2","0","1","5","20","1","7","5","5","17","0","55","2","1","26","4","8","3","19","16","0",""
"2021-05-28","31","14","5","12","1","1","0","0","14","2","12","","38","48","1","93","0","","16","0","0","0","32","10","3",""
"2021-05-29","10","60","8","8","31","","","","22","1","24","1","38","21","5","77","0","0","41","4","0","6","23","12","2",""
"2021-05-30","0","46","5","10","2","0","0","1","17","0","14","4","25","9","2","85","0","0","30","0","18","5","11","20","2",""
"2021-05-31","3","36","4","12","11","0","0","2","33","2","19","0","20","23","","93","1","0","25","6","0","9","28","13","10",""
"2021-06-01","5","45","0","7","9","","2","0","11","0","27","1","15","35","3","70","1","","38","2","4","40","17","17","3",""
"2021-06-02","17","92","3","5","0","0","0","1","5","0","32","0","18","22","0","58","0","","33","2","0","7","5","24","5",""
"2021-06-03","2","40","15","3","7","0","0","6","26","2","26","0","37","39","3","35","0","0","37","1","15","14","10","19","0",""
"2021-06-04","2","65","14","26","4","8","0","0","23","0","29","2","38","18","1","72","3","0","47","3","3","11","18","28","0",""
"2021-06-05","3","48","12","26","7","0","0","15","11","0","19","1","20","29","1","136","","","42","2","0","4","12","14","0",""
"2021-06-06","0","23","19","10","7","0","0","1","30","6","18","0","39","32","1","80","6","0","58","0","30","0","7","14","0",""
"2021-06-07","3","73","10","18","7","0","14","0","29","0","18","0","26","62","0","123","1","0","67","1","10","12","23","15","1",""
"2021-06-08","9","12","2","25","1","4","0","0","15","1","46","0","37","37","0","108","1","","66","","8","4","25","34","3",""
"2021-06-09","3","32","6","24","4","0","15","3","8","0","17","2","19","2","0","82","","29","16","0","","0","17","0","0",""
"2021-06-10","2","28","7","2","4","2","8","14","27","12","9","2","32","21","","51","","2","17","5","7","9","8","31","2",""
"2021-06-11","16","33","13","22","0","0","0","","9","3","14","9","21","24","3","60","","0","7","2","2","6","14","29","1",""
"2021-06-12","20","11","16","17","0","1","0","15","19","4","0","1","0","28","7","101","1","0","23","3","33","12","44","24","0",""
"2021-06-13","0","100","21","8","","4","0","0","44","0","8","0","31","26","2","91","","","52","0","4","4","11","26","2",""
"2021-06-14","17","21","9","8","4","4","","14","19","8","14","13","14","39","19","56","2","0","49","1","0","8","15","20","2",""
"2021-06-15","8","33","29","11","","2","3","0","43","4","15","0","7","16","2","71","","0","19","5","8","6","24","19","1",""
"2021-06-16","45","23","9","17","","6","1","1","9","0","7","3","2","1","1","86","","1","37","2","0","1","28","7","2",""
"2021-06-17","22","50","22","21","0","10","1","3","18","7","0","4","25","16","6","117","0","","6","1","1","10","11","38","0",""
"2021-06-18","0","48","24","24","0","4","6","5","13","4","44","3","48","19","1","83","0","1","10","1","-27","7","-24","23","5",""
"2021-06-19","5","26","19","13","0","13","2","2","5","8","18","12","12","11","1","44","0","0","3","6","0","7","8","4","10",""
"2021-06-20","0","43","9","13","2","5","5","10","13","2","5","1","14","30","0","53","","","2","5","","7","17","6","2",""
"2021-06-21","3","24","22","8","1","10","0","0","19","23","4","3","10","29","0","47","","1","6","0","0","5","11","43","1",""
"2021-06-22","7","15","9","22","2","2","30","0","24","3","1","1","10","25","","66","","0","3","3","0","2","39","8","7",""
"2021-06-23","15","17","3","2","2","4","33","2","3","1","0","5","10","0","0","81","2","0","5","0","7","0","1","37","3",""
"2021-06-24","10","25","11","27","2","6","0","5","21","14","19","3","7","35","4","35","1","1","5","1","0","11","13","42","0",""
"2021-06-25","8","17","7","11","4","0","6","3","17","2","7","0","34","19","3","107","1","","8","4","0","0","15","30","2",""
"2021-06-26","1","34","7","14","0","8","0","4","11","4","4","1","11","10","2","71","","4","13","2","0","9","17","25","10",""
"2021-06-27","0","22","14","12","7","10","0","3","24","10","6","1","8","15","6","44","","","8","2","","5","13","4","2",""
"2021-06-28","2","47","24","36","","17","7","5","29","19","14","4","11","31","10","79","2","0","28","4","0","10","16","23","4",""
"2021-06-29","4","11","17","28","8","6","0","1","12","3","6","7","6","4","1","63","","0","2","3","","9","7","42","0",""
"2021-06-30","11","18","4","7","8","8","18","0","0","0","5","2","3","2","1","60","1","2","3","1","1","1","4","47","0",""
"2021-07-01","18","15","7","20","1","4","0","13","15","16","9","3","16","14","11","71","0","1","5","1","0","4","16","21","5",""
"2021-07-02","0","17","5","17","1","4","5","6","15","3","10","6","7","18","0","58","0","1","8","4","","4","25","9","0",""
"2021-07-03","1","13","14","14","0","1","0","0","23","4","5","5","7","19","3","101","","2","5","4","","3","14","25","9",""
"2021-07-04","3","9","10","9","2","1","0","7","17","11","5","3","22","21","7","64","","3","8","7","4","1","19","21","9",""
"2021-07-05","4","27","15","13","2","1","2","1","25","4","11","7","10","8","4","88","2","0","5","2","0","2","19","10","5",""
"2021-07-06","3","16","4","30","2","5","3","3","34","4","5","0","17","6","4","66","0","6","3","2","","0","12","57","9",""
"2021-07-07","8","26","2","8","4","3","0","1","4","1","4","2","17","1","1","87","0","0","3","2","7","1","10","16","3",""
"2021-07-08","0","20","4","14","0","3","61","4","20","2","4","2","10","9","3","73","0","0","4","5","8","1","33","15","3",""
"2021-07-09","4","8","6","29","0","4","33","2","14","9","9","9","9","2","9","100","0","1","15","2","2","5","22","5","6",""
"2021-07-10","7","20","6","16","0","","1","11","20","4","20","5","15","6","4","93","0","5","13","0","0","1","32","9","4",""
"2021-07-11","0","17","2","15","0","1","","3","12","8","19","4","11","2","3","93","","3","15","13","","4","28","18","5",""
"2021-07-12","9","30","14","21","0","2","0","5","14","7","11","3","17","4","26","95","0","2","36","5","2","3","21","34","3",""
"2021-07-13","28","0","4","20","22","5","5","2","32","6","13","0","15","2","2","105","0","","49","1","","2","20","6","4",""
"2021-07-14","10","13","1","1","0","","0","6","14","0","2","4","9","2","0","115","","0","28","1","0","1","8","61","10",""
"2021-07-15","5","23","12","52","0","3","13","1","31","0","21","3","2","9","6","79","0","13","5","0","5","","34","46","6",""
"2021-07-16","13","21","7","31","1","1","34","2","19","14","14","8","11","2","4","101","1","12","6","0","0","3","20","18","13",""
"2021-07-17","7","29","10","38","9","0","8","19","32","5","13","4","9","7","4","122","5","2","25","3","","13","9","33","6",""
"2021-07-18","0","17","9","41","","0","0","4","24","19","3","0","12","11","0","119","9","5","9","14","0","2","27","29","13",""
"2021-07-19","21","12","13","38","20","0","7","15","36","11","6","2","19","39","5","133","1","6","3","0","0","2","17","41","11",""
"2021-07-20","6","8","6","38","12","0","2","0","58","26","22","1","15","6","1","105","6","7","17","0","0","1","16","41","10",""
"2021-07-21","16","23","9","12","5","0","1","3","10","21","11","2","8","3","3","161","0","1","3","13","0","2","7","37","14",""
"2021-07-22","13","36","8","21","5","0","15","16","38","11","20","3","23","11","1","132","2","9","10","0","0","3","21","60","10",""
"2021-07-23","8","33","8","63","10","1","0","9","27","5","13","3","13","11","2","167","1","0","34","18","1","4","17","37","32",""
"2021-07-24","15","24","13","25","11","0","3","10","46","9","11","1","19","10","4","132","0","5","8","7","0","7","13","18","15",""
"2021-07-25","","18","6","34","3","3","","4","24","2","2","8","17","11","1","149","","4","5","5","3","0","22","16","23",""
"2021-07-26","5","19","9","27","8","10","6","4","40","8","11","2","33","15","3","129","4","7","30","16","3","4","21","10","11",""
"2021-07-27","1","5","3","24","6","1","6","15","25","5","10","3","33","50","3","141","8","23","12","6","0","2","17","51","22",""
"2021-07-28","9","16","3","4","1","4","1","16","25","0","11","4","37","3","2","144","1","1","11","6","0","0","7","10","9",""
"2021-07-29","2","12","4","30","5","1","1","0","49","11","23","3","33","13","2","121","","4","23","2","","6","24","10","4",""
"2021-07-30","21","14","4","32","12","3","3","0","26","21","8","3","37","14","","165","1","4","34","13","0","10","24","19","20",""
"2021-07-31","9","15","11","12","17","1","4","5","22","11","9","4","22","11","4","164","1","15","33","7","0","11","29","28","6",""
"2021-08-01","6","11","7","1","0","5","","0","30","6","10","17","37","18","1","128","","4","11","9","","11","30","35","38",""
"2021-08-02","4","11","5","18","7","3","2","17","26","7","7","4","46","16","1","174","2","6","31","7","0","3","23","33","16",""
"2021-08-03","0","2","8","54","3","0","3","21","83","8","18","0","25","13","4","145","3","3","18","8","","4","15","20","17",""
"2021-08-04","7","34","4","25","10","0","3","5","8","3","2","0","3","2","2","161","3","0","5","1","3","2","9","6","34",""
